C,M,X,Time
0.01,0.01,0.01,0.0
0.01024190629421833,0.00270442889749833,0.006928280021555751,0.01
0.010486115416990427,0.0004540176946376636,0.004316707170179747,0.02
0.010732218079580023,0.00023242142870233734,0.002354662773363624,0.03
0.01097965991997344,0.00022251246548264523,0.001112554539549943,0.04
0.011227881142149058,0.00022670538676969137,0.0004673490486100927,0.05
0.011476470391837353,0.00023181291916910264,0.00018352647116958625,0.06
0.011725201941321683,0.00023698770464717533,7.057902909275977e-05,0.07
0.011973974527862398,0.00024217295472599992,2.7714876055399e-05,0.08
0.012222747327256958,0.0002473639543428668,1.1777451141891937e-05,0.09
0.012471504639343252,0.0002525599870611394,5.915749055165176e-06,0.1
0.012720240539914955,0.00025776085366178785,3.7864627156505154e-06,0.11
0.01296895281068538,0.0002629664874824157,3.03463666543569e-06,0.12
0.013217640624160846,0.0002681768678034776,2.790486505859229e-06,0.13
0.013466303672741655,0.0002733919908962741,2.7333721265151378e-06,0.14
0.013714941842850208,0.00027861185938323076,2.7451718414026513e-06,0.15
0.013963555093265231,0.0002838364782676095,2.7823818779984406e-06,0.16
0.014212143409739185,0.0002890658534494644,2.8289801989910276e-06,0.17
0.014460706788083096,0.0002942999911712077,2.8790668306137087e-06,0.18
0.014709245227861458,0.0002995388978104716,2.930468718677053e-06,0.19
0.014957758730044214,0.0003047825798028164,2.9823855516482134e-06,0.2
0.015206247296132307,0.00031003104361290024,3.0345228897078356e-06,0.21
0.015454710927831206,0.0003152842957236984,3.0867722883179894e-06,0.22
0.015703149626929536,0.0003205423426325197,3.139093839466179e-06,0.23
0.015951563395253596,0.0003258051908495201,3.1914727881139656e-06,0.24
0.016199952234650723,0.00033107284689719806,3.24390397331175e-06,0.25
0.01644831614704047,0.00033634531738148567,3.2963852343128176e-06,0.26
0.016696655134206706,0.0003416226086622434,3.3489160041848373e-06,0.27
0.01694496919801368,0.000346904727372803,3.401496055514597e-06,0.28
0.017193258340379238,0.0003521916801649854,3.454125368696432e-06,0.29
0.017441522563249216,0.00035748347368649294,3.5068039750375186e-06,0.3
0.017689761868534742,0.00036278011441488874,3.559531926939689e-06,0.31
0.017937976258145596,0.0003680816089263841,3.6123092888244108e-06,0.32
0.01818616573400397,0.00037338796387110336,3.665136129312444e-06,0.33
0.018434330298044678,0.0003786991858991908,3.7180125176029293e-06,0.34
0.018682469952212673,0.00038401528165248,3.770938522672413e-06,0.35000000000000003
0.018930584698461306,0.00038933625778211667,3.8239142134854e-06,0.36
0.019178674538751574,0.00039466212095567305,3.876939659240341e-06,0.37
0.019426739475051802,0.000399992877854686,3.930014929415737e-06,0.38
0.019674779509337534,0.00040532853517231043,3.983140093705304e-06,0.39
0.019922794643591358,0.00041066909961342207,4.036315221954183e-06,0.4
0.020170784879802756,0.0004160145778952818,4.089540384133523e-06,0.41000000000000003
0.020418750219967488,0.0004213649767468888,4.142815650332202e-06,0.42
0.020666690666087992,0.00042672030291169107,4.196141090778443e-06,0.43
0.02091460622017366,0.0004320805631446416,4.249516775844304e-06,0.44
0.021162496884240097,0.00043744576421184497,4.302942776031607e-06,0.45
0.02141036266030883,0.0004428159128925013,4.356419161965498e-06,0.46
0.021658203550407103,0.00044819101597914343,4.40994600440192e-06,0.47000000000000003
0.021906019556567825,0.00045357108027649763,4.463523374235041e-06,0.48
0.022153810680829507,0.00045895611260133787,4.517151342495751e-06,0.49
0.02240157692523611,0.0004643461197832082,4.570829980347439e-06,0.5
0.022649318291836935,0.0004697411086645223,4.624559359086684e-06,0.51
0.02289703478268644,0.0004751410861002133,4.678339550145139e-06,0.52
0.023144726399844134,0.0004805460589577119,4.732170625089642e-06,0.53
0.023392393145374436,0.00048595603411717936,4.786052655621926e-06,0.54
0.023640035021346564,0.0004913710184715668,4.839985713579104e-06,0.55
0.023887652029834415,0.0004967910189265273,4.893969870934199e-06,0.56
0.02413524417291645,0.0005022160424004213,4.948005199796242e-06,0.5700000000000001
0.02438281145267556,0.0005076460958244075,5.002091772410437e-06,0.58
0.024630353871199002,0.0005130811861424849,5.056229661158595e-06,0.59
0.02487787143057825,0.0005185213203114822,5.11041893855953e-06,0.6
0.02512536413290891,0.0005239665053010756,5.164659677269264e-06,0.61
0.025372831980290625,0.0005294167480938388,5.218951950081268e-06,0.62
0.02562027497482696,0.0005348720556852764,5.273295829926812e-06,0.63
0.025867693118625325,0.0005403324350838385,5.327691389875317e-06,0.64
0.026115086413796867,0.0005457978933109441,5.382138703134626e-06,0.65
0.0263624548624564,0.0005512684374010176,5.436637843051285e-06,0.66
0.02660979846672229,0.0005567440744015192,5.491188883110868e-06,0.67
0.026857117228716393,0.0005622248113729685,5.545791896938303e-06,0.68
0.027104411150563966,0.0005677106553889722,5.600446958298178e-06,0.6900000000000001
0.02735168023439358,0.0005732016135362512,5.655154141095031e-06,0.7000000000000001
0.02759892448233705,0.0005786976929146725,5.709913519373656e-06,0.71
0.027846143896529355,0.0005841989006372814,5.76472516731945e-06,0.72
0.02809333847910856,0.000589705243830326,5.819589159258758e-06,0.73
0.02834050823221574,0.0005952167296332815,5.874505569659145e-06,0.74
0.028587653157994917,0.0006007333651988842,5.929474473129685e-06,0.75
0.02883477325859299,0.0006062551576931633,5.984495944421295e-06,0.76
0.029081868536159666,0.0006117821142954672,6.0395700584271e-06,0.77
0.0293289389928474,0.0006173142421984907,6.094696890182745e-06,0.78
0.02957598463081132,0.0006228515486083069,6.149876514866695e-06,0.79
0.029823005452209173,0.0006283940407443978,6.205109007800552e-06,0.8
0.03007000145920126,0.000633941725839683,6.2603944444494035e-06,0.81
0.03031697265395038,0.000639494611140548,6.31573290042215e-06,0.8200000000000001
0.030563919038621774,0.0006450527039068753,6.371124451471825e-06,0.8300000000000001
0.030810840615383056,0.0006506160114120756,6.426569173495916e-06,0.84
