Time,GTPgS_C,KCNQsites_M,PIP2_M,GGDPbS_M,Mg2_C,ATP_C,oxoM_EX,GDPbS_C,GGTPMg_M,GDP_C,GTP_C,GGDPAlF4Mg_M,ip3_C,AlF4_C,G_M,GGTP_M,GGDPAlF4_M,GGTPgS_M,PI_M,PIP_M,PIP2xKCNQ_M,GGTPgSMg_M,GGDP_M,MgSat20,ATPSat300,MgSat10,OxoSat,Gactive,ATPSat1000,KMgGTPase,Koxom,I_KCNQ,nHill,fGactive,NA_micro,EX,M,Cytoplasm,PIP5kinase,IP3Phosphatase,PIP2binding,MgonGGTPgS,GGTPase,GTPon,GTPgSon,GDPbSon,MgGTPon,GDPdissoc,PIP2_5Pase,PLC,AlF4on,PI4Kinase,MgonGDPAlF4
0.0,0.0,6.7,5000.0,0.0,2100.0,3000.0,0.0,0.0,0.1,0.0,95.53907412953698,0.0,0.48,0.0,0.065,0.048,0.0,0.0,200000.0,1150.0,33.3,0.0,200.0,0.9905660377358491,0.909104681108923,0.9962085308056872,1.2499984375019533e-06,0.1,0.7500312460942382,10.0,8.0,0.9561879731777563,1.8,0.0005,6.022e+17,1.0,1.0,1.0,62.254802445598585,8.67168e+16,0.05000000000000071,0.0,0.17931753554502372,2.7906779182889574,0.0,0.0,0.3024,0.2001249998437502,24.764150943396224,30.0,0.0,14.887412658323372,0.0
0.01,0.0,6.699503116915302,5000.073334841227,0.0,2100.0,2999.999231184578,0.0,0.0,0.10187947098050194,1.994644881414198e-06,95.53944585787063,0.0,0.4788569417808962,0.0,0.04395131072814789,0.06736220586865253,0.0,0.0,199999.85112593364,1149.7740305541072,33.30049688308469,0.0,199.99980701242265,0.9905660377358491,0.9091046599358462,0.9962085308056872,1.2499984375019533e-06,0.10187947098050194,0.7500311980552756,10.0,8.0,0.956213655148859,1.8,0.0005093973549025097,6.022e+17,1.0,1.0,1.0,62.24256822795604,8.65102951021367e+16,0.04937750212229908,0.0,0.18268775658854366,1.8841987657929582,0.0,0.0,0.42438189697251094,0.200124806472554,24.764514158411735,30.225979834644537,0.0,14.887400623047693,0.0
0.02,0.0,6.699012435716775,5000.143698688748,0.0,2100.0,2999.9984624911795,0.0,0.0,0.10465530921114899,3.989288035259249e-06,95.53981755522821,0.0,0.4777201568997982,0.0,0.030267393487489722,0.07842072867527539,0.0,0.0,199999.70225198756,1149.5481868589775,33.30098756428323,0.0,199.99965656862602,0.9905660377358491,0.9091046387661204,0.9962085308056872,1.2499984375019533e-06,0.10465530921114899,0.7500311500239192,10.0,8.0,0.9562390168692265,1.8,0.0005232765460557449,6.022e+17,1.0,1.0,1.0,62.230340818580984,8.630492354551754e+16,0.04875931340089146,0.0,0.18766532129445654,1.2950099049561599,0.0,0.0,0.49405059065423496,0.20012465583549585,24.76486265859993,30.559515352554275,0.0,14.887388587933362,0.0
0.03,0.0,6.698527920973949,5000.210296053006,0.0,2100.0,2999.9976939197386,0.0,0.0,0.10789378102448341,5.983929952733025e-06,95.5401892216123,0.0,0.4765904182459843,0.0,0.02137041553372589,0.08417524371743206,0.0,0.0,199999.55337816186,1149.3224686776082,33.30147207902608,0.0,199.99956055972427,0.9905660377358491,0.9091046175997434,0.9962085308056872,1.2499984375019533e-06,0.10789378102448341,0.7500311020001647,10.0,8.0,0.9562640601588386,1.8,0.0005394689051224171,6.022e+17,1.0,1.0,1.0,62.21812020464261,8.610082496031952e+16,0.04814404995659949,0.0,0.19347246913944804,0.9120460752290998,0.0,0.0,0.530304035419822,0.20012455974518745,24.76519250403611,30.94855533999987,0.0,14.887376552980303,0.0
0.04,0.0,6.698049547244292,5000.27274933555,0.0,2100.0,2999.9969254701864,0.0,0.0,0.11132074205326838,7.978571209485787e-06,95.54056085702547,0.0,0.47546808058540324,0.0,0.015584912517522755,0.08656971226087451,0.0,0.0,199999.40450445647,1149.0968757448643,33.30195045275573,0.0,199.9995246331682,0.9905660377358491,0.9091045964367132,0.9962085308056872,1.2499984375019533e-06,0.11132074205326838,0.7500310539840077,10.0,8.0,0.9562887863216443,1.8,0.0005566037102663419,6.022e+17,1.0,1.0,1.0,62.20590637178719,8.589806343855894e+16,0.04753104300730371,0.0,0.19961761120035368,0.6631205002934405,0.0,0.0,0.5453891872435094,0.2001245238067785,24.765501824539278,31.36019964780245,0.0,14.88736451818842,0.0
0.05,0.0,6.697577293363578,5000.330943507223,0.0,2100.0,2999.996157142454,0.0,0.0,0.1147652861474708,9.973212416057714e-06,95.5409324614703,0.0,0.4743532363550633,0.0,0.011821882974444385,0.0868623174926168,0.0,0.0,199999.2556308715,1148.8714077840707,33.30242270663644,0.0,199.9995505133853,0.9905660377358491,0.909104575277028,0.9962085308056872,1.2499984375019533e-06,0.1147652861474708,0.7500310059754444,10.0,8.0,0.9563131964406549,1.8,0.000573826430737354,6.022e+17,1.0,1.0,1.0,62.193699305036304,8.569665567990574e+16,0.046920069975202594,0.0,0.2057942827808391,0.5013141898735491,0.0,0.0,0.5472326002034859,0.20012454972250027,24.765790050389548,31.773937274153823,0.0,14.887352483557649,0.0
0.06,0.0,6.697111138915233,5000.384925743943,0.0,2100.0,2999.9953889364765,0.0,0.0,0.11812316036892274,1.1967854186949255e-05,95.5413040349494,0.0,0.47324581630923857,0.0,0.009373525935506489,0.08586581242652928,0.0,0.0,199999.10675740684,1148.6460645173509,33.30288886108481,0.0,199.99963750126886,0.9905660377358491,0.9091045541206862,0.9962085308056872,1.2499984375019533e-06,0.11812316036892274,0.7500309579744704,10.0,8.0,0.956337291560426,1.8,0.0005906158018446138,6.022e+17,1.0,1.0,1.0,62.18149898934649,8.549658917442704e+16,0.046311180994692336,0.0,0.2118155400814484,0.39613223608354675,0.0,0.0,0.5409546182871345,0.20012463678191467,24.766057415241228,32.17725622443809,0.0,14.887340449087892,0.0
0.07,0.0,6.6966510621023785,5000.4348407028765,0.0,2100.0,2999.9946208521856,0.0,0.0,0.12133300866514217,1.3962497121716067e-05,95.54167557746534,0.0,0.47214565440317546,0.0,0.007779799025914627,0.08410375115281563,0.0,0.0,199998.95788406252,1148.4208456719387,33.303348937897674,0.0,199.99978344115593,0.9905660377358491,0.9091045329676859,0.9962085308056872,1.2499984375019533e-06,0.12133300866514217,0.7500309099810812,10.0,8.0,0.9563610727970443,1.8,0.0006066650433257109,6.022e+17,1.0,1.0,1.0,62.16930540995093,8.529783392447768e+16,0.04570458726724702,0.0,0.21757136094096297,0.327754465474092,0.0,0.0,0.5298536322627384,0.20012478282368076,24.766304635556697,32.5627927190859,0.0,14.88732841477906,0.0
0.08,0.0,6.696197038521141,5000.480888944221,0.0,2100.0,2999.9938528895154,0.0,0.0,0.12436095633551798,1.595714179381499e-05,95.5420470890207,0.0,0.4710525294532348,0.0,0.006741681478815899,0.0819120201945974,0.0,0.0,199998.80901083854,1148.1957509838996,33.3038029614789,0.0,199.99998534199088,0.9905660377358491,0.9091045118180251,0.9962085308056872,1.2499984375019533e-06,0.12436095633551798,0.7500308619952732,10.0,8.0,0.9563845414015422,1.8,0.00062180478167759,6.022e+17,1.0,1.0,1.0,62.15711855256089,8.510034997102139e+16,0.04510058956273788,0.0,0.22300100208107385,0.2832983605731255,0.0,0.0,0.5160457272259636,0.20012498485384594,24.766532704676564,32.92648125187722,0.0,14.887316380631084,0.0
0.09,0.0,6.695749040509666,5000.523300379343,0.0,2100.0,2999.993085048398,0.0,0.0,0.1271906187767854,1.7951788744423776e-05,95.54241856961804,0.0,0.4699661917213431,0.0,0.006064820024487211,0.07950478720932967,0.0,0.0,199998.66013773487,1147.970780200185,33.30425095949039,0.0,200.00023977398925,0.9905660377358491,0.9091044906717018,0.9962085308056872,1.2499984375019533e-06,0.1271906187767854,0.7500308140170422,10.0,8.0,0.9564076987935562,1.8,0.000635953093883927,6.022e+17,1.0,1.0,1.0,62.144938403476935,8.490409219637784e+16,0.044499532767705574,0.0,0.22807508303499774,0.25439102502128486,0.0,0.0,0.500880159418777,0.2001252394409749,24.76674276131278,33.26635554815719,0.0,14.887304346643875,0.0
