ATP_C,AlF4_C,GDP_C,GDPbS_C,GGDPAlF4Mg_M,GGDPAlF4_M,GGDP_M,GGDPbS_M,GGTPMg_M,GGTP_M,GGTPgSMg_M,GGTPgS_M,GTP_C,GTPgS_C,G_M,KCNQsites_M,Mg2_C,PIP2_M,PIP2xKCNQ_M,PIP_M,PI_M,ip3_C,oxoM_EX,Time
3000.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.1,0.048,0.0,0.0,95.53907412953698,0.0,0.065,6.7,2100.0,5000.0,33.3,1150.0,200000.0,0.48,0.0,0.0
2999.999231184578,0.0,1.994644881414198e-06,0.0,0.0,0.0,199.99980701242265,0.0,0.10187947098050194,0.06736220586865253,0.0,0.0,95.53944585787063,0.0,0.04395131072814789,6.699503116915302,2100.0,5000.073334841227,33.30049688308469,1149.7740305541072,199999.85112593364,0.4788569417808962,0.0,0.01
2999.9984624911795,0.0,3.989288035259249e-06,0.0,0.0,0.0,199.99965656862602,0.0,0.10465530921114899,0.07842072867527539,0.0,0.0,95.53981755522821,0.0,0.030267393487489722,6.699012435716775,2100.0,5000.143698688748,33.30098756428323,1149.5481868589775,199999.70225198756,0.4777201568997982,0.0,0.02
2999.9976939197386,0.0,5.983929952733025e-06,0.0,0.0,0.0,199.99956055972427,0.0,0.10789378102448341,0.08417524371743206,0.0,0.0,95.5401892216123,0.0,0.02137041553372589,6.698527920973949,2100.0,5000.210296053006,33.30147207902608,1149.3224686776082,199999.55337816186,0.4765904182459843,0.0,0.03
2999.9969254701864,0.0,7.978571209485787e-06,0.0,0.0,0.0,199.9995246331682,0.0,0.11132074205326838,0.08656971226087451,0.0,0.0,95.54056085702547,0.0,0.015584912517522755,6.698049547244292,2100.0,5000.27274933555,33.30195045275573,1149.0968757448643,199999.40450445647,0.47546808058540324,0.0,0.04
2999.996157142454,0.0,9.973212416057714e-06,0.0,0.0,0.0,199.9995505133853,0.0,0.1147652861474708,0.0868623174926168,0.0,0.0,95.5409324614703,0.0,0.011821882974444385,6.697577293363578,2100.0,5000.330943507223,33.30242270663644,1148.8714077840707,199999.2556308715,0.4743532363550633,0.0,0.05
2999.9953889364765,0.0,1.1967854186949255e-05,0.0,0.0,0.0,199.99963750126886,0.0,0.11812316036892274,0.08586581242652928,0.0,0.0,95.5413040349494,0.0,0.009373525935506489,6.697111138915233,2100.0,5000.384925743943,33.30288886108481,1148.6460645173509,199999.10675740684,0.47324581630923857,0.0,0.06
2999.9946208521856,0.0,1.3962497121716067e-05,0.0,0.0,0.0,199.99978344115593,0.0,0.12133300866514217,0.08410375115281563,0.0,0.0,95.54167557746534,0.0,0.007779799025914627,6.6966510621023785,2100.0,5000.4348407028765,33.303348937897674,1148.4208456719387,199998.95788406252,0.47214565440317546,0.0,0.07
2999.9938528895154,0.0,1.595714179381499e-05,0.0,0.0,0.0,199.99998534199088,0.0,0.12436095633551798,0.0819120201945974,0.0,0.0,95.5420470890207,0.0,0.006741681478815899,6.696197038521141,2100.0,5000.480888944221,33.3038029614789,1148.1957509838996,199998.80901083854,0.4710525294532348,0.0,0.08
2999.993085048398,0.0,1.7951788744423776e-05,0.0,0.0,0.0,200.00023977398925,0.0,0.1271906187767854,0.07950478720932967,0.0,0.0,95.54241856961804,0.0,0.006064820024487211,6.695749040509666,2100.0,5000.523300379343,33.30425095949039,1147.970780200185,199998.66013773487,0.4699661917213431,0.0,0.09
