Time,x1,x2,Ca,k,lambda_Ca,m_Ca,m1,m2,beta,R,lambda_1,lambda_2,A,B,S,Ca0,Ca1,t0,alpha,x1_n,x2_n,x2_min,x2_max,Ca0_baseline,PTG_pool,Plasma_pool
2.73,26.150743294975975,0.17338603278856327,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.74,26.243925596359723,0.17439291022075126,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.75,26.337089209851626,0.17540119144904517,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.7600000000000002,26.430234139199584,0.17641086721704707,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.77,26.52336038815073,0.1774219283183607,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.7800000000000002,26.61646796045147,0.17843436559621093,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.79,26.70955685984743,0.1794481699430626,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.8000000000000003,26.80262709008351,0.18046333230023984,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.81,26.895678654903843,0.18147984365754516,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.82,26.98871155805182,0.1824976950528786,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.83,27.08172580327008,0.18351687757185692,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.84,27.17472139430049,0.18453738251778642,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.85,27.267698334884056,0.1855592029030359,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.86,27.360656628761284,0.18658232835367763,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.87,27.45359627967181,0.1876067501794306,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.88,27.54651729135451,0.1886324597376577,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.89,27.639419667547536,0.18965944843302415,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.9,27.732303411988255,0.19068770771715576,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.91,27.825168528413315,0.1917172290882973,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.92,27.918015020558595,0.19274800409097056,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.93,28.01084289215924,0.19378002431563304,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.94,28.10365214694963,0.1948132813983358,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.95,28.196442788663415,0.19584776702038223,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.96,28.289214821033475,0.19688347290798583,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.97,28.38196824779196,0.19792039083192903,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.98,28.47470307267026,0.198958512607221,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
2.99,28.567419299399027,0.19999783009275643,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.0,28.660116931708153,0.20103833519097333,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.0100000000000002,28.752795973326794,0.20208001984751187,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.02,28.845456427983343,0.20312287605087204,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.0300000000000002,28.938098299405468,0.20416689583207262,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.04,29.030721591320063,0.20521207126430893,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.0500000000000003,29.1233263074533,0.20625839446261152,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.06,29.215912451530585,0.2073058575835041,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.0700000000000003,29.30848002727642,0.20835445459795235,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.08,29.401029038414787,0.2094041769786834,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.09,29.493559488668918,0.21045501648459908,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.1,29.58607138176124,0.21150696547848918,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.11,29.678564721413416,0.21256001636505106,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.12,29.771039511346384,0.21361416159059324,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.13,29.86349575528032,0.2146693936427378,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.14,29.955933456934666,0.215725705050124,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.15,30.048352620028112,0.216783088382111,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.16,30.140753248278607,0.2178415362484811,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.17,30.23313534540334,0.21890104129914262,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.18,30.325498915118775,0.21996159622383318,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.19,30.417843961140616,0.22102319375182247,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.2,30.510170487183828,0.22208582665161564,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.21,30.60247849696263,0.22314948773065602,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.22,30.694767994190496,0.22421416983502848,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.23,30.78703898258015,0.2252798658491622,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.24,30.879291465843583,0.2263465686955341,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.25,30.971525447692027,0.22741427133437134,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.2600000000000002,31.063740931835987,0.22848296676335503,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.27,31.155937921985206,0.2295526480173227,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.2800000000000002,31.248116421848696,0.2306233081679718,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.29,31.340276435134694,0.23169494114547365,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.3000000000000003,31.432417965550712,0.2327675407916035,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.31,31.524541016803543,0.23384109918982893,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.3200000000000003,31.61664559259923,0.23491560959468993,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.33,31.708731696643053,0.23599106529798256,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.34,31.800799332639556,0.2370674596285023,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.35,31.892848504292555,0.23814478595178684,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.36,31.984879215305092,0.23922303766985914,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.37,32.0768914693795,0.24030220822097048,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.38,32.16888527021734,0.24138229107934334,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.39,32.26086062151945,0.24246327975491466,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.4,32.35281752698592,0.24354516779307858,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.41,32.4447559903161,0.24462794877442964,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.42,32.536676015208585,0.24571161631450558,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.43,32.62857760536125,0.24679616406353072,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.44,32.72046076447121,0.24788158570615842,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.45,32.81232549623486,0.24896787496121472,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.46,32.90417180434782,0.25005502558144077,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.47,32.995999692504995,0.25114303135323623,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.48,33.08780916440055,0.2522318860964021,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.49,33.17960022372788,0.2533215836638839,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.5,33.27137287417968,0.2544121179415143,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.5100000000000002,33.36312711944789,0.25550348292766684,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.52,33.45486296322373,0.2565956740648353,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.5300000000000002,33.546580409197645,0.25768868407109957,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.54,33.63827946105932,0.2587825069895438,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.5500000000000003,33.72996012249775,0.25987713689625397,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.56,33.82162239720115,0.2609725679000905,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.5700000000000003,33.91326628885704,0.26206879414246137,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.58,34.004891801152155,0.2631658097970949,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.59,34.096498937772516,0.26426360906981305,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.6,34.1880877024034,0.26536218619830393,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.61,34.27965809872935,0.2664615354518949,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.62,34.371210130434164,0.2675616511313256,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.63,34.4627438012009,0.2686625275685208,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.64,34.554259114711876,0.26976415912636353,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
3.65,34.64575607464868,0.27086654019846756,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
