Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,parameter_20,parameter_21,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,parameter_27,parameter_28,parameter_29,parameter_30,parameter_31,parameter_32,parameter_33,parameter_34,parameter_35,parameter_36,parameter_37,parameter_38,parameter_39,parameter_40,parameter_41,parameter_42,parameter_43,parameter_44,parameter_45,parameter_46,parameter_47,parameter_48,parameter_49,parameter_50,parameter_51,parameter_52,parameter_53,parameter_54,parameter_55,parameter_56,parameter_57,parameter_58,parameter_59,parameter_60,parameter_61,parameter_62,parameter_63,parameter_64,parameter_65,parameter_66,parameter_67,parameter_68,parameter_69,parameter_70,parameter_71,parameter_72,parameter_73,parameter_74,parameter_75,parameter_76,parameter_77,parameter_78,parameter_79,parameter_80,parameter_81,parameter_82,parameter_83,parameter_84,parameter_85,parameter_86,parameter_87,parameter_88,compartment_1,compartment_2,compartment_3,compartment_4,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16
7.61,180000.01228459,0.3280000280062624,0.006816700820607594,0.12134131085207128,0.00013068373990915097,0.043287609166829034,0.045426658783128605,0.03400002383104268,0.04728508004755845,0.13104142704758634,0.00011608837336510843,0.006816700820607594,1800.3811212919907,0.025527866438137255,0.025527867058814584,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428875251432,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994724099352,0.0007105641573263584,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999392157074,99.99999631055906,2.2300014885717903,19.900000003756833,17.000000097151943,242025.91274892248,0.128378897200866,6.786886106004959e-05,3.400002170492267,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38112129198,502026.1544995557,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065649512513824,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999956754894026,0.5000004324510597,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998155279524,50000.0,49.99999815527953,1.0,0.00010132059517025844,0.00010131751850666887,0.10783511965663913,0.10783495440150453,9.09501923607539e-05,9.09501343171701e-05,2504.086219450107,2504.080576340699,7.117743681286343,7.117743542824052,0.015545706797332567,0.015545677863283517,7.764337029368292e-06,7.764389824280214e-06,6.753709241898855e-05,6.753703025151683e-05
7.62,180000.01230639574,0.3280000279605917,0.006816700835808204,0.12134131086381454,0.0001306837412513075,0.04328760917150042,0.045426658788064324,0.03400002390424853,0.0472850801192631,0.13104142706170444,0.00011608837340088528,0.006816700835808204,1800.3816221078798,0.02552786643731259,0.02552786705963925,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428874972837,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994714994528,0.0007105641997729635,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999390541844,99.99999630419205,2.2300014933038357,19.900000003771506,17.00000009737682,242025.9123876757,0.128378897200866,6.786886106004959e-05,3.4000021774459395,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38162210787,502026.15455611295,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065649936979876,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999956680264246,0.5000004331973575,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998152096026,50000.0,49.999998152096026,1.0,0.00010132060118478429,0.00010131751954722652,0.10783512020035244,0.107834954565029,9.09501925467649e-05,9.095013431723716e-05,2504.086220600872,2504.0805694224136,7.117743696179518,7.117743557381236,0.01554570690145387,0.015545677897948935,7.764337030923263e-06,7.764389916397393e-06,6.753709251761226e-05,6.753703023721491e-05
7.63,180000.01232820837,0.32800002791483346,0.006816700851026929,0.12134131087556005,0.0001306837425945962,0.043287609176173025,0.04542665879300137,0.034000023977542274,0.047285080191047844,0.1310414270758262,0.00011608837343668642,0.006816700851026929,1800.382122923768,0.025527866436487127,0.025527867060464712,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428874694169,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994705887362,0.0007105642422306109,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999938892506,99.9999962978234,2.230001498041745,19.900000003786204,17.000000097601866,242025.912026336,0.128378897200866,6.786886106004959e-05,3.400002184408307,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38212292377,502026.1546126861,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606565036155635,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999956605615287,0.5000004339438471,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998148911704,50000.0,49.9999981489117,1.0,0.00010132060720083976,0.00010131752058866197,0.10783512074451235,0.10783495472873614,9.09501927330085e-05,9.095013431730432e-05,2504.0862217530403,2504.080562504119,7.117743711091159,7.117743571956622,0.015545707005670036,0.015545677932655662,7.764337032479643e-06,7.764390008538469e-06,6.753709261625978e-05,6.753703022289545e-05
7.640000000000001,180000.01235002792,0.3280000278689878,0.006816700866263772,0.12134131088730782,0.00013068374393901711,0.043287609180846835,0.04542665879793974,0.03400002405092393,0.0472850802629127,0.1310414270899516,0.00011608837347251189,0.006816700866263772,1800.3826237396556,0.02552786643566087,0.025527867061290968,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428874415429,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994696777823,0.0007105642846993006,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999938730672,99.9999962914531,2.2300015027855182,19.90000000380092,17.00000009782709,242025.91166490217,0.128378897200866,6.786886106004959e-05,3.4000021913793694,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38262373966,502026.15466927516,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065650786243244,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999995653094687,0.5000004346905313,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998145726554,50000.0,49.99999814572655,1.0,0.00010132061321842486,0.0001013175216309752,0.10783512128911893,0.10783495489262596,9.09501929194847e-05,9.09501343173716e-05,2504.0862229066124,2504.080555585816,7.117743726021268,7.117743586550212,0.015545707109981072,0.015545677967403712,7.764337034037434e-06,7.764390100703446e-06,6.75370927149315e-05,6.753703020855843e-05
7.65,180000.01237185427,0.3280000278230545,0.00681670088151873,0.1213413108990578,0.00013068374528457023,0.04328760918552186,0.04542665880287942,0.03400002412439348,0.04728508033485764,0.13104142710408065,0.00011608837350836164,0.00681670088151873,1800.3831245555423,0.02552786643483382,0.02552786706211802,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428874136618,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994687665939,0.000710564327178816,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999938568682,99.99999628508117,2.230001507535156,19.900000003815663,17.000000098052485,242025.91130337532,0.128378897200866,6.786886106004959e-05,3.4000021983591275,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38312455555,502026.15472588,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.00360656512110384,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999956456259237,0.5000004354374077,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998142540584,50000.0,49.99999814254058,1.0,0.0001013206192375087,0.00010131752267416623,0.10783512183417208,0.10783495505669843,9.09501931061935e-05,9.095013431743897e-05,2504.086224061588,2504.080548667504,7.117743740969841,7.117743601162004,0.01554570721438698,0.015545678002193074,7.764337035596631e-06,7.764390192891856e-06,6.753709281362706e-05,6.753703019420387e-05
7.66,180000.01239368756,0.32800002777703363,0.006816700896791804,0.12134131091081005,0.00013068374663125556,0.043287609190198084,0.04542665880782043,0.03400002419795093,0.04728508040688268,0.13104142711821332,0.00011608837354423572,0.006816700896791804,1800.3836253714276,0.025527866434005977,0.025527867062945863,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428873857734,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994678551744,0.0007105643696693738,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999938406537,99.99999627870758,2.2300015122906576,19.900000003830428,17.000000098278058,242025.91094175677,0.128378897200866,6.786886106004959e-05,3.40000220534758,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38362537144,502026.1547825008,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606565163594398,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999995638155265,0.5000004361844734,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999813935379,50000.0,49.99999813935379,1.0,0.0001013206252581222,0.00010131752371823502,0.10783512237967187,0.10783495522095354,9.095019329313489e-05,9.095013431750645e-05,2504.0862252179677,2504.080541749184,7.117743755936883,7.117743615791999,0.015545707318887754,0.01554567803702375,7.764337037157239e-06,7.764390285104162e-06,6.753709291234611e-05,6.753703017983177e-05
7.67,180000.01241552772,0.3280000277309253,0.006816700912082995,0.12134131092256452,0.0001306837479790731,0.04328760919487553,0.04542665881276276,0.03400002427159628,0.04728508047898782,0.13104142713234965,0.00011608837358013412,0.006816700912082995,1800.3841261873124,0.025527866433177338,0.025527867063774502,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428873578778,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994669435116,0.0007105644121709738,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999938244236,99.99999627233234,2.2300015170520235,19.900000003845214,17.000000098503804,242025.91058004164,0.128378897200866,6.786886106004959e-05,3.400002212344727,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.3841261873,502026.1548391375,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606565206095998,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999995630682612,0.5000004369317388,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998136166166,50000.0,49.99999813616617,1.0,0.00010132063128026526,0.00010131752476318162,0.10783512292561828,0.10783495538539134,9.095019348030884e-05,9.095013431757403e-05,2504.0862263757504,2504.0805348308545,7.117743770922389,7.117743630440195,0.015545707423483398,0.015545678071895738,7.764337038719256e-06,7.764390377340368e-06,6.753709301109003e-05,6.753703016544213e-05
7.68,180000.0124373747,0.3280000276847294,0.006816700927392303,0.12134131093432124,0.00013068374932802282,0.043287609199554176,0.04542665881770641,0.03400002434532953,0.047285080551173066,0.1310414271464896,0.00011608837361605681,0.006816700927392303,1800.384627003196,0.025527866432347904,0.025527867064603936,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428873299749,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994660316175,0.0007105644546836162,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999380817794,99.99999626595545,2.2300015218192546,19.900000003860026,17.000000098729725,242025.91021823476,0.128378897200866,6.786886106004959e-05,3.4000022193505703,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.3846270032,502026.15489579004,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.00360656524860864,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999956232080633,0.5000004376791937,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998132977723,50000.0,49.99999813297772,1.0,0.00010132063730393797,0.00010131752580900596,0.10783512347201134,0.10783495555001181,9.095019366771542e-05,9.095013431764171e-05,2504.0862275349364,2504.080527912516,7.117743785926362,7.117743645106596,0.015545707528173913,0.015545678106809046,7.76433704028268e-06,7.764390469600467e-06,6.753709310985742e-05,6.753703015103492e-05
7.69,180000.01245922863,0.328000027638446,0.006816700942719726,0.1213413109460802,0.00013068375067810473,0.04328760920423403,0.045426658822651386,0.034000024419150676,0.0472850806234384,0.1310414271606332,0.0001160883736520038,0.006816700942719726,1800.3851278190791,0.025527866431517676,0.025527867065434164,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428873020648,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994651194861,0.0007105644972073008,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999379191673,99.9999962595769,2.230001526592349,19.900000003874858,17.000000098955823,242025.90985633375,0.128378897200866,6.786886106004959e-05,3.4000022263651073,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38512781909,502026.1549524584,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606565291132325,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999995615731571,0.5000004384268428,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998129788455,50000.0,49.99999812978845,1.0,0.0001013206433291403,0.00010131752685570809,0.107835124018851,0.10783495571481494,9.095019385535457e-05,9.095013431770952e-05,2504.086228695527,2504.0805209941686,7.117743800948803,7.117743659791198,0.015545707632959292,0.015545678141763667,7.764337041847516e-06,7.76439056188447e-06,6.753709320864896e-05,6.753703013661021e-05
7.7,180000.01248108942,0.328000027592075,0.006816700958065267,0.1213413109578414,0.00013068375202931887,0.043287609208915105,0.04542665882759768,0.03400002449305973,0.04728508069578385,0.13104142717478043,0.00011608837368797514,0.006816700958065267,1800.3856286349612,0.025527866430686653,0.025527867066265187,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428872741476,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994642071174,0.0007105645397418113,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999377564,99.99999625319671,2.230001531371308,19.900000003889712,17.000000099182092,242025.90949433856,0.128378897200866,6.786886106004959e-05,3.4000022333883395,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38562863495,502026.1550091427,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065653336668354,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999956082531316,0.5000004391746868,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999812659836,50000.0,49.999998126598356,1.0,0.00010132064935584138,0.00010131752790328804,0.1078351245661373,0.10783495587980077,9.095019404322631e-05,9.09501343177774e-05,2504.0862298575203,2504.0805140758134,7.1177438159897095,7.117743674494002,0.015545707737839547,0.015545678176759604,7.76433704341376e-06,7.764390654191903e-06,6.753709330746473e-05,6.753703012216792e-05
7.71,180000.0125029571,0.3280000275456165,0.006816700973428924,0.12134131096960482,0.0001306837533816652,0.04328760921359738,0.0454266588325453,0.034000024567056676,0.04728508076820938,0.1310414271889313,0.00011608837372397076,0.006816700973428924,1800.3861294508424,0.025527866429854836,0.025527867067097004,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428872462231,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994632945173,0.000710564582287364,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999937593476,99.99999624681487,2.230001536156131,19.900000003904594,17.000000099408542,242025.90913225157,0.128378897200866,6.786886106004959e-05,3.4000022404202674,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38612945084,502026.1550658429,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606565376212388,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999956007727964,0.5000004399227204,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998123407444,50000.0,49.999998123407444,1.0,0.00010132065538407204,0.00010131752895174573,0.1078351251138702,0.10783495604496923,9.095019423133065e-05,9.095013431784541e-05,2504.0862310209172,2504.0805071574487,7.117743831049084,7.117743689215009,0.015545707842814664,0.015545678211796855,7.764337044981411e-06,7.76439074652323e-06,6.753709340630397e-05,6.75370301077081e-05
7.72,180000.01252483163,0.3280000274990705,0.006816700988810697,0.12134131098137049,0.00013068375473514372,0.04328760921828086,0.04542665883749423,0.034000024641141526,0.04728508084071501,0.13104142720308581,0.00011608837375999068,0.006816700988810697,1800.3866302667225,0.025527866429022227,0.025527867067929613,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428872182914,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994623816799,0.000710564624843959,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999937430398,99.99999624043141,2.2300015409468186,19.900000003919494,17.00000009963516,242025.90877007044,0.128378897200866,6.786886106004959e-05,3.4000022474608897,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38663026673,502026.15512255894,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606565418768983,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999995593290517,0.5000004406709483,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998120215704,50000.0,49.99999812021571,1.0,0.00010132066141383237,0.00010131753000108122,0.10783512566204974,0.10783495621032037,9.095019441966758e-05,9.095013431791351e-05,2504.0862321857176,2504.0805002390757,7.117743846126923,7.117743703954219,0.015545707947884652,0.015545678246875418,7.764337046550472e-06,7.764390838878457e-06,6.753709350516741e-05,6.753703009323072e-05
7.73,180000.01254671306,0.3280000274524369,0.006816701004210586,0.12134131099313844,0.00013068375608975445,0.04328760922296556,0.04542665884244449,0.034000024715314284,0.047285080913300755,0.131041427217244,0.00011608837379603494,0.006816701004210586,1800.3871310826019,0.02552786642818882,0.02552786706876302,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428871903524,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994614686053,0.0007105646674115964,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999372671633,99.99999623404628,2.23000154574337,19.90000000393442,17.000000099861953,242025.90840779518,0.128378897200866,6.786886106004959e-05,3.400002254510208,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.3871310826,502026.15517929086,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065654613366203,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999995585806292,0.5000004414193708,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998117023136,50000.0,49.99999811702314,1.0,0.00010132066744512231,0.00010131753105129448,0.10783512621067588,0.10783495637585419,9.095019460823712e-05,9.095013431798172e-05,2504.0862333519217,2504.0804933206937,7.1177438612232296,7.117743718711632,0.015545708053049508,0.015545678281995302,7.764337048120942e-06,7.764390931257583e-06,6.753709360405501e-05,6.753703007873582e-05
7.74,180000.01256860135,0.3280000274057158,0.006816701019628592,0.1213413110049086,0.00013068375744549736,0.043287609227651465,0.04542665884739608,0.03400002478957494,0.047285080985966586,0.1310414272314058,0.00011608837383210347,0.006816701019628592,1800.3876318984803,0.02552786642735462,0.02552786706959722,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428871624063,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099994605552963,0.0007105647099900595,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999937103773,99.99999622765951,2.230001550545786,19.90000000394937,17.000000100088926,242025.9080454269,0.128378897200866,6.786886106004959e-05,3.400002261568221,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.38763189848,502026.15523603867,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065655039150837,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999995578320146,0.5000004421679853,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998113829747,50000.0,49.99999811382975,1.0,0.00010132067347791098,0.00010131753210238552,0.10783512675974867,0.10783495654157067,9.095019479703925e-05,9.095013431805005e-05,2504.086234519529,2504.0804864023025,7.117743876338003,7.117743733487249,0.015545708158309232,0.015545678317156496,7.76433704969282e-06,7.76439102366014e-06,6.753709370296643e-05,6.753703006422337e-05
