D_2_task1,I_3_task1,P_1_task1,S_4_task1,_1_task1,f_D_5_task1
0.0,0.0,0.01,0.01,0.0,0.0
0.0017084362543539958,0.0,0.02200793818195211,0.02200793818195211,0.22,0.0
0.0054331633562334745,0.0,0.04771615786714594,0.04771615786714594,0.44,0.0
0.013431612747006586,0.0,0.10173670238790464,0.10173670238790464,0.66,0.0
0.030268122269692034,0.0,0.21175420491793503,0.21175420491793503,0.88,0.0
0.0645670291995393,0.0,0.4227519220693653,0.4227519220693653,1.1,0.0
0.1305231024074361,0.0,0.7846236141624418,0.7846236141624418,1.32,0.0
0.24591950722043224,0.0,1.3000032046747059,1.3000032046747059,1.54,0.0
0.4230926370681306,0.0,1.8660137409612887,1.8660137409612887,1.76,0.0
0.6587406634557459,0.0,2.3281716328786857,2.3281716328786857,1.98,0.0
0.9357388732615928,0.0,2.6103961207422772,2.6103961207422772,2.2,0.0
1.2344531334904005,0.0,2.735029661767239,2.735029661767239,2.42,0.0
1.5401886684094257,0.0,2.7561305959119857,2.7561305959119857,2.64,0.0
1.8439201049856233,1.7150710528684922e-17,2.7169220795113014,2.7169220795113014,2.86,1.1102230246251565e-16
2.140484326393436,4.0119096986461634e-15,2.643240237995374,2.643240237995378,3.08,1.1879386363489175e-14
2.4268801988999944,3.3559939207107504e-13,2.5486439454363556,2.5486439454366914,3.3,9.690026558928366e-13
2.7011979961104617,2.3926510465174643e-11,2.439646695202067,2.4396466952259934,3.52,6.594047530228409e-11
2.962023204506681,1.2667940491606898e-09,2.3188454666084097,2.318845467875204,3.74,3.646227542120073e-09
3.2080954823220984,5.839887679770975e-08,2.1865084230528358,2.1865084814517126,3.96,1.606808914811353e-07
3.4380881128482845,2.13797359393688e-06,2.041180296629074,2.0411824346026677,4.18,5.529019843297789e-06
3.6504180892474025,6.031509779630354e-05,1.8796341152051586,1.8796944303029548,4.4,0.00014497420826997676
3.843015525594318,0.0012745265175570703,1.6961592192040096,1.6974337457215667,4.62,0.002802490028633531
4.012958849838343,0.019280917732538795,1.480742817537133,1.500023735269672,4.84,0.037616244134953236
4.155786321541171,0.18626016456188335,1.214708386224861,1.4009685507867444,5.06,0.29429942087158323
4.263991410356667,0.903434150874098,0.8591757164523279,1.7626098673264259,5.28,0.9538129644795674
4.323162431098839,2.120778066257082,0.31987785691408743,2.4406559231711693,5.5,1.3875737861208464
4.321415642723132,3.148079036888249,-3.706174190800066e-15,3.1480790368882454,5.72,1.3760962639731895
4.3119189784701355,3.766223505700576,-2.3426957663433825e-16,3.7662235057005757,5.94,1.3117238645028233
4.302443183913417,4.09901517777133,4.591526919719745e-19,4.09901517777133,6.16,1.2445077879491926
4.292988213190106,4.237475474398517,-2.0814092042908884e-19,4.237475474398517,6.38,1.1750120095927041
4.283554020538128,4.243285205826815,1.418177711927058e-19,4.243285205826815,6.6,1.1038855396637897
4.274140560295973,4.158684685938294,5.615768625491897e-20,4.158684685938294,6.82,1.0318396979276985
4.264747786902473,4.01284822009415,-1.2177169853635767e-20,4.01284822009415,7.04,0.9596203288752612
4.255375654896587,3.8262807103405114,-1.3390078957335492e-19,3.8262807103405114,7.26,0.8879771933557857
4.246024118917178,3.6136077547848546,-2.3890276897433517e-20,3.6136077547848546,7.48,0.8176331695815332
4.236693133702793,3.385489374837146,4.503592989199222e-20,3.385489374837146,7.7,0.7492559116349881
4.2273826540914445,3.149847956537536,-1.112039728207972e-19,3.149847956537536,7.92,0.6834342453735971
4.218092635020397,2.9126499868307443,-1.9006136801817465e-20,2.9126499868307443,8.14,0.6206609113482134
4.208823031525935,2.678442659841765,1.8714952568620754e-20,2.678442659841765,8.36,0.5613224316686688
4.199573798743162,2.450679720372678,3.808697212864411e-21,2.450679720372678,8.58,0.5056960408133016
4.190344891905775,2.2319364038227185,-4.589168011293871e-23,2.2319364038227185,8.8,0.4539529157159755
4.181136266345843,2.024087401489622,1.3241890063920363e-20,2.024087401489622,9.02,0.40616645524289363
4.1719478774936025,1.8284242204425445,-6.198408672846237e-21,1.8284242204425445,9.24,0.36232412196469965
4.162779680877234,1.6457460604047522,2.1482009746765836e-20,1.6457460604047522,9.46,0.32234134764898426
4.153631632122647,1.4764428839979253,1.2760580814462898e-20,1.4764428839979253,9.68,0.28607616301380345
4.144503686953268,1.3205741221437923,1.5286590002012355e-20,1.3205741221437923,9.9,0.2533434743839119
4.135395801189825,1.1779314100179712,-1.490744755190887e-20,1.1779314100179712,10.12,0.22392821154476272
4.126307930750132,1.0480940433565336,-1.3216043857028429e-20,1.0480940433565336,10.34,0.19759686311811264
4.117240031648879,0.9304835449520084,2.7988825188260787e-20,0.9304835449520084,10.56,0.17410716680544347
4.108192059997416,0.8244131315737907,-1.4530698944578223e-20,0.8244131315737907,10.78,0.15321591700152815
4.099163972003543,0.7291263941704373,-1.5953968336073967e-20,0.7291263941704373,11.0,0.13468498937527518
4.0901557239712965,0.6438280619322378,2.0795302170824792e-20,0.6438280619322378,11.22,0.11828576695757065
