Time,d,ad,e,r,rs,x,ip3,kg,gstar,ro,ip3con,dcon,atp,y,delta,ca,addash,vatp_s,smoothness,vdeg,alpha,gamma,ae,ax,k,qd,qe,qx,f,g,ps,pd,pe,px,ddd,dee,dxx,af,rt,yo,gf,kdeg,kkdeg,ka,kd,rhstar,dip,krel,ip3min,datpp,kr,scale,dcrit,ymax,cabasil,p1,p2,p3,p4,p5,m,n,dist,ip30,cell
0.0,0.0,0.41,1.0,0.0,0.0,0.0,0.0,8.823529411764705,0.0013541666666666667,0.0,0.0831726964939224,0.0,0.0,0.0,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
0.01,0.000980162727691921,0.41,1.0037562026355769,6.861158839990401e-06,2.061619170838777e-08,0.003781831340445868,0.011629810830898686,8.823529411764705,0.0013541666666666667,0.0,0.48149899203465635,0.0,0.0,474.8060281944746,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
0.02,0.0019563832974504266,0.41,1.007504821006696,2.7254713463727012e-05,1.6404704272943625e-07,0.007527671958158467,0.012855582326388452,8.823529411764705,0.0013541666666666667,0.0,0.5426750370067479,0.0,0.0,498.7304944696029,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
0.03,0.0029286483623129906,0.41,1.0112458706350917,6.089979631689089e-05,5.507009361193151e-07,0.011238035590068493,0.012984779439491322,8.823529411764705,0.0013541666666666667,0.0,0.5490804153814496,0.0,0.0,499.9360684678673,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
0.04,0.0038969448945768165,0.41,1.0149793668102214,0.00010752080774025242,1.298402307453968e-06,0.01491342787631815,0.01299839582856196,8.823529411764705,0.0013541666666666667,0.0,0.5497545842401895,0.0,0.0,499.99676063102356,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
0.05,0.004861260184441242,0.41,1.0187053245903077,0.0001668473124688016,2.5224352171860948e-06,0.018554346497385438,0.012999831492779192,8.823529411764705,0.0013541666666666667,0.0,0.5498256556325147,0.0,0.0,499.99984796996915,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
0.06,0.00582158183830969,0.41,1.022423758803662,0.0002386139334294841,4.335588628296064e-06,0.022161281316802207,0.012999982830774763,8.823529411764705,0.0013541666666666667,0.0,0.5498331473787751,0.0,0.0,499.9999960024434,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
0.07,0.006777897777879754,0.41,1.0261346840494805,0.0003225602605875801,6.848194603530899e-06,0.025734714501901,0.012999999794501135,8.823529411764705,0.0013541666666666667,0.0,0.549833987139603,0.0,0.0,500.00000569175535,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
0.08,0.007730196237013654,0.41,1.0298381147002669,0.00041843072792149794,1.01681826509296e-05,0.029275120695375804,0.012999999756412998,8.823529411764705,0.0013541666666666667,0.0,0.5498339852541139,0.0,0.0,499.9999929303922,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
0.09,0.008678465761062156,0.41,1.033534064902448,0.0005259745315022072,1.4401114025767354e-05,0.032782967124398564,0.013000006927444529,8.823529411764705,0.0013541666666666667,0.0,0.5498343402439198,0.0,0.0,500.0000332624769,0.011964731652544192,0.0159835,0.41,50.0,0.01,2.0,0.083,1.0,0.16,0.08,0.05,0.6,0.6,0.8,0.2,0.528,0.6,0.48,0.096,0.48,0.4,0.2,1.04,0.9,2.5,1.5,6.3,0.0625,50.0,0.017,0.15,0.6,280.0,10.0,0.012,300.0,25.0,3600.0,0.5,500.0,0.02055236,0.0159835,0.514987,1.31319,0.332195,0.787902,24.1946,9.79183,50.0,0.013,1.0
