FOXP3mRNA_10_task1,_1_task1
0.145,0.0
0.13754182321550754,0.1
0.1324642356630819,0.2
0.126798378062548,0.30000000000000004
0.12002577326865797,0.4
0.11220013791592298,0.5
0.10360783422497508,0.6000000000000001
0.09464282847372059,0.7000000000000001
0.08571825526511928,0.8
0.0772004146473742,0.9
0.06936887810119603,1.0
0.06240234480156877,1.1
0.056384649104421876,1.2000000000000002
0.05132287422762591,1.3
0.047169945590959494,1.4000000000000001
0.04384617903504025,1.5
0.041256759674389916,1.6
0.039304200296162994,1.7000000000000002
0.03789613336886468,1.8
0.03694942355336533,1.9000000000000001
0.036391691462911116,2.0
0.036161233461546004,2.1
0.03620606194056134,2.2
0.03648257766206197,2.3000000000000003
0.0369541723339729,2.4000000000000004
0.03758993509914189,2.5
0.03836354166542331,2.6
0.039252342919184495,2.7
0.040236645402763185,2.8000000000000003
0.041299158039928105,2.9000000000000004
0.04242457563866672,3.0
0.04359926923879932,3.1
0.044811056842578176,3.2
0.046049032215115894,3.3000000000000003
0.04730343704086844,3.4000000000000004
0.048565558644650196,3.5
0.04982764708310625,3.6
0.05108284402648008,3.7
0.052325118950140304,3.8000000000000003
0.05354920989439155,3.9000000000000004
0.05475056779728003,4.0
0.055925302963818466,4.1000000000000005
0.0570701340028659,4.2
0.058182338550830666,4.3
0.05925970625138279,4.4
0.06030049366605982,4.5
0.06130338166321963,4.6000000000000005
0.06226743454769773,4.7
0.06319206156616214,4.800000000000001
0.06407698067318326,4.9
0.06492218402484862,5.0
0.06572790575656846,5.1000000000000005
0.06649459169854624,5.2
0.06722287106185597,5.300000000000001
0.06791353009563338,5.4
0.06856748765970645,5.5
0.06918577266312224,5.6000000000000005
0.06976950339383439,5.7
0.07031986863503255,5.800000000000001
0.07083811058662048,5.9
0.0713255094612702,6.0
0.07178336969884237,6.1000000000000005
0.07221300780422275,6.2
0.07261574157914626,6.300000000000001
0.07299288082617969,6.4
0.073345719326242,6.5
0.07367552795636254,6.6000000000000005
0.0739835489908802,6.7
0.0742709913657274,6.800000000000001
0.07453902685435192,6.9
0.07478878710017337,7.0
0.07502136132517923,7.1000000000000005
0.07523779473979446,7.2
0.07543908750563624,7.300000000000001
0.07562619419979418,7.4
0.07580002369673165,7.5
0.07596143945429189,7.6000000000000005
0.07611126005620922,7.7
0.07625026009566602,7.800000000000001
0.07637917113827367,7.9
0.07649868305720968,8.0
0.07660944529715352,8.1
0.07671206841170558,8.200000000000001
0.07680712554553458,8.3
0.07689515407538619,8.4
0.07697665717683598,8.5
0.07705210552674048,8.6
0.07712193885846216,8.700000000000001
0.07718656759262552,8.8
0.0772463745092169,8.9
0.07730171614258191,9.0
0.07735292445747491,9.1
0.07740030817840685,9.200000000000001
0.07744415417246613,9.3
0.07748472904090051,9.4
0.07752227986528587,9.5
