STAT3mRNA_3_task1,_1_task1
0.4576,0.0
0.4610306759189317,0.1
0.4755172259182815,0.2
0.5074006816137999,0.30000000000000004
0.5589650429528866,0.4
0.6296459758791738,0.5
0.7169610941255603,0.6000000000000001
0.8172329663781194,0.7000000000000001
0.9261529648004948,0.8
1.0392184251061538,0.9
1.1520653615733332,1.0
1.2607126564369784,1.1
1.3617300357363418,1.2000000000000002
1.4523403237845298,1.3
1.5304657173452085,1.4000000000000001
1.5947275971212884,1.5
1.6444093275149432,1.6
1.6793912959298682,1.7000000000000002
1.7000670946919043,1.8
1.707248753887831,1.9000000000000001
1.702068580661874,2.0
1.6858831294168444,2.1
1.6601842377014673,2.2
1.6265203564262816,2.3000000000000003
1.5864301536549077,2.4000000000000004
1.5413893446546119,2.5
1.4927708134496778,2.6
1.441817048548941,2.7
1.3896236679161833,2.8000000000000003
1.337132398743146,2.9000000000000004
1.285131667176104,3.0
1.234263042452772,3.1
1.185031893773161,3.2
1.1378206881906194,3.3000000000000003
1.0929037806894784,3.4000000000000004
1.050462574596731,3.5
1.0106004015353176,3.6
0.9733564765218157,3.7
0.9387186314244426,3.8000000000000003
0.9066346483638046,3.9000000000000004
0.877022030979912,4.0
0.849776353378702,4.1000000000000005
0.8247781585242573,4.2
0.8018986263235087,4.3
0.7810040844854154,4.4
0.7619595642383153,4.5
0.7446314964040336,4.6000000000000005
0.7288897494171714,4.7
0.7146090843805932,4.800000000000001
0.7016701478417862,4.9
0.6899601194561572,5.0
0.6793730666547755,5.1000000000000005
0.6698100809861479,5.2
0.6611792567426266,5.300000000000001
0.6533955413354033,5.4
0.6463805028655368,5.5
0.6400620397295933,5.6000000000000005
0.6343740475003461,5.7
0.6292560652114626,5.800000000000001
0.6246529109512167,5.9
0.6205143169973745,6.0
0.6167945714753132,6.1000000000000005
0.6134521690052522,6.2
0.6104494775093381,6.300000000000001
0.6077524196893863,6.4
0.6053301742827021,6.5
0.6031548945147654,6.6000000000000005
0.601201446222707,6.7
0.5994471644606555,6.800000000000001
0.5978716271522754,6.9
0.5964564485403349,7.0
0.5951850877000212,7.1000000000000005
0.5940426734944712,7.2
0.5930158436413313,7.300000000000001
0.5920926000000456,7.4
0.5912621724458875,7.5
0.5905148989632045,7.6000000000000005
0.5898421172877742,7.7
0.5892360604152961,7.800000000000001
0.5886897734806619,7.9
0.5881970228135744,8.0
0.5877522295329208,8.1
0.5873503976264587,8.200000000000001
0.586987057529765,8.3
0.5866582087768601,8.4
0.58636027385334,8.5
0.5860900518597651,8.6
0.5858446810864821,8.700000000000001
0.5856216027681084,8.8
0.5854185275119832,8.9
0.5852334102540215,9.0
0.5850644207081473,9.1
0.5849099233124624,9.200000000000001
0.5847684565729864,9.3
0.5846387112978378,9.4
0.5845195209620003,9.5
0.5844098378777967,9.600000000000001
0.5843087244181895,9.700000000000001
0.584215346178207,9.8
0.5841289535650555,9.9
0.5840488752294135,10.0
0.5839745116823927,10.100000000000001
0.5839053245080988,10.200000000000001
0.58384083229944,10.3
0.5837806028806692,10.4
0.5837242487245085,10.5
0.5836714226690407,10.600000000000001
0.5836218122847517,10.700000000000001
0.5835751371979216,10.8
0.5835311460961368,10.9
0.5834896122773113,11.0
0.5834503306528517,11.100000000000001
0.5834131187738519,11.200000000000001
0.5833778101070756,11.3
0.583344256025884,11.4
0.5833123210424085,11.5
0.5832818829751033,11.600000000000001
0.583252832651923,11.700000000000001
0.5832250695090334,11.8
0.5831985020285,11.9
0.5831730474731073,12.0
0.5831486308523238,12.100000000000001
0.5831251839726298,12.200000000000001
0.5831026446716255,12.3
0.5830809561912775,12.4
0.5830600666379394,12.5
0.5830399285009487,12.600000000000001
0.5830204982191517,12.700000000000001
0.5830017357913609,12.8
0.5829836044276244,12.9
0.5829660702376118,13.0
0.5829491019521368,13.100000000000001
0.5829326706740521,13.200000000000001
0.5829167496551944,13.3
0.5829013140964994,13.4
0.5828863409687747,13.5
0.5828718087491965,13.600000000000001
0.5828576974294117,13.700000000000001
0.582843988469224,13.8
0.5828306645481162,13.9
0.5828177094039486,14.0
0.5828051077642179,14.100000000000001
0.5827928452922971,14.200000000000001
0.5827809085162025,14.3
0.5827692847511282,14.4
0.5827579620321008,14.5
0.5827469290592926,14.600000000000001
0.5827361751525009,14.700000000000001
0.5827256902034695,14.8
0.5827154646299565,14.9
0.5827054893387866,15.0
0.5826957556933859,15.100000000000001
0.5826862554825423,15.200000000000001
0.5826769808908412,15.3
0.582667924471156,15.4
0.5826590791205737,15.5
0.582650438058329,15.600000000000001
0.5826419948057491,15.700000000000001
0.5826337431677353,15.8
0.5826256772154177,15.9
0.5826177912701545,16.0
0.5826100798889879,16.1
