Time,Cdiff,Commensal_Beneficial,Commensal_Dead,tDC_LP,tDC_MLN,Commensal_Harmful,N_Lum,E,E_d,iDC_E,E_i,M_LP,eDC_LP,M0,N_LP,Th17_LP,Th1_LP,iTreg_LP,eDC_MLN,iTreg_MLN,nT,Th17_MLN,Th1_MLN,Lumen,Epithelium,LP,MLN,Treg_Degradation,eDC_Degradation,Th17_Degradation,Th1_Degradation,N_Degradation,E_Damage,eDC_Migration,eDC_Production,Cdiff_Death,N_Activation_Migration,Cdiff_Growth,Treg_Migration,Th1_Migration,Th17_Plasticity,Th17_Migration,E_Inflame,E_i_Damage,M_Activation,M_Death,Commensal_Regrowth,E_Heal,tDC_Production,tDC_Migration,tDC_Degradation,Th17_Differentiation,Th1_Differentiation,Treg_Differentiation,Commensal_Harmful_Death,Commensal_Death,E_i_Natural_Death
0.0,484.0,1.0,50000000000.0,0.0,0.0,15000000000.0,0.0,1052500.0,0.0,500000.0,0.0,3250.0,0.0,1714285.71428571,714285.714285714,0.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,1.0,4.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,1369566.4209254023,0.0,266.20000000000005,-467.5716828265709,0.0,363.0,0.0,0.0,0.0,0.0,348599.08186843386,0.0,37337.14285714277,260000.0,-7814369127.5811,0.0,27380.51575723266,0.0,0.0,0.0,0.0,0.0,1194445178.571428,4666387261.361364,0.0
0.01,420.14508140590704,78046138.89076452,49875348181.089455,67.29804470930726,1.370358671838387,14987808545.49515,1457.6362589525133,1051646.9591423492,72.93632861067718,500000.0,780.10452904181,2737.6162349765063,17.651037645633536,1714285.71428571,714285.714285714,0.0972877914055993,0.027448930354662598,0.07024489181170404,0.06772767020267155,0.3065211158313605,12000000.0,0.8208505716233127,0.2863477346774078,1.0,4.0,0.07,1.0,0.0024929356466879536,1.168269796998279e-06,0.01632154454319146,0.001911927412046774,26840.409466991707,1152710.403208154,185.33589527915214,231.0797947732489,-405.3259597398139,140514.53676894447,314.85270207216047,1.6858661370724828,0.41778134489433805,0.004460899318657694,2.055856597092691,302362.5691551766,1774.7442131625069,32425.70190033622,219009.29879812052,-7794847684.950532,1166981.257770835,2698.4911159095113,245.6378631889715,0.0013018407382464677,152.78039642937895,28.708055944356992,73.88022503613496,1242558218.228461,4654753788.163971,7801.0452904181
0.02,405.5407489687135,155896590.44460645,49751008237.773705,83.89563157015996,2.9822704140122123,14975164154.575773,2204.0125729095366,1050953.8056662625,62.32708725019808,500000.0,1483.867246489539,2313.43647803116,20.62921956237324,1714285.71428571,714285.714285714,0.6851531147656555,0.11183517856719637,0.7065592727304103,0.08745215935076499,1.4476862626220572,12000000.0,2.584335594511758,0.5120833724375612,1.0,4.0,0.07,1.0,0.025075229700817533,1.5085077656746166e-06,0.11494512230144434,0.007789765967964141,81066.09181695427,973461.7981328259,216.60680540491902,223.04741193279244,-390.793680872729,117480.13019847174,303.65196435880455,7.962274444421315,0.7471296403864018,0.020178068362208756,6.4725829094221545,291660.0184050778,5105.776706826336,31385.250029166247,185074.91824249277,-7775225422.53734,997233.3960031694,1446.4925033585544,306.21905523108387,0.0028331568933116016,197.27499165751703,18.511571586543273,160.78331449550186,1285753030.4489002,4643149421.612631,14838.67246489539
0.03,398.2489360074931,233550505.56016812,49626980728.77714,92.61619448806823,4.251383481682318,14962102928.847284,2252.8653285686282,1050302.3461384508,53.64524367222649,500000.0,2144.008617879011,1964.6664882784216,20.907855169360307,1714285.71428571,714285.714285714,1.922397885213159,0.23305383152201012,2.524415255798672,0.09152904379797902,3.2866310157198857,12000000.0,4.526049502948698,0.6576824277246225,1.0,4.0,0.07,1.0,0.08958950061582753,1.5788320652006365e-06,0.32251223159577036,0.016233128330036116,124137.95726983032,826191.8269471572,219.53247927828323,219.03691480412124,-383.4248514026838,102726.67704037394,297.9320785924014,18.076470586459372,0.9595586620502242,0.02785668728436988,11.33569135610615,286238.29252713406,7547.7584114869605,31000.683078811406,157173.31906227372,-7755563282.919298,858323.8987556238,1002.0963161414622,338.04910988144906,0.004038814307598202,206.47164673480273,12.900451274150578,229.20507951413109,1326096179.1737514,4631574213.851831,21440.086178790112
0.04,394.0679820333685,311008201.1410218,49503265045.781006,97.90664021668566,5.179732326106075,14948648928.983618,1891.908766360706,1049679.773122335,46.502653169548566,500000.0,2773.7242244970366,1678.6638604435827,20.75848177733626,1714285.71428571,714285.714285714,3.8191506687110977,0.37825328901236793,5.973247294266224,0.09229180576146159,5.600071928282815,12000000.0,6.464065919547028,0.7591490529820892,1.0,4.0,0.07,1.0,0.2119858216348985,1.5919893428918548e-06,0.6407220973559898,0.026346849316725825,138822.73056887367,705502.0650653092,217.96405866203074,216.7373901183527,-379.1112040619698,93591.54432227949,294.5391958784925,30.800395605555483,1.1075984683008682,0.004417692753344027,16.189539270786042,283065.3765037495,8217.099598578186,30946.23524807801,134293.1088354866,-7736001296.134901,744042.4507127771,773.9492374999688,357.3592367909026,0.004920745709800771,208.19228875324796,9.743944627129432,279.25520357840367,1364421660.1671212,4620028108.108556,27737.242244970366
0.05,391.6262552288299,388271079.5393359,49379859496.155716,101.25990071841807,5.8384840635970745,14934819339.184942,1436.9237785791365,1049077.5267949428,40.64830809927184,500000.0,3381.824896959946,1444.6514564463057,20.601685429980638,1714285.71428571,714285.714285714,6.355989200408958,0.5401320975875606,11.33482129914263,0.09243363161086003,8.202057340842122,12000000.0,8.362181445475207,0.834497834603777,1.0,4.0,0.07,1.0,0.4022638420629243,1.5944357707076942e-06,1.0663163316969704,0.037622353591223366,131630.7411145968,606803.9139956009,216.3176970147967,215.39444037585648,-376.4798687355551,88928.4073172066,292.4433685162054,45.11131537463167,1.2175323406869107,-0.06713953967451625,20.943453638301705,281150.04437814414,7641.8060941201675,31111.091921208903,115572.11651570446,-7716599943.103463,650372.9295883494,634.5742112157048,369.5986376222259,0.0055465598604172205,208.51222017020334,7.797491665742933,314.7705234789148,1401285539.2270887,4608510946.413501,33818.24896959946
0.06,390.30287966721573,465340601.9276137,49256762330.13785,103.36956372080442,6.2970482498453535,14920627035.133158,1072.2913944157922,1048490.8655840514,35.9036166372699,500000.0,3973.230799312911,1253.6342338796878,20.49698294426232,1714285.71428571,714285.714285714,9.510038726304547,0.7141650991632589,18.760862311464287,0.09252184749413003,10.95463891488177,12000000.0,10.215500427978757,0.8929499283828247,1.0,4.0,0.07,1.0,0.6658081635917792,1.595957452344335e-06,1.5954573378250418,0.04974444585544292,117725.98138724973,526275.5500168343,215.21832091475437,214.66658381696868,-374.9040617811249,88091.16319977005,291.17818491264916,60.25051403184973,1.3028139455105414,-0.19765606049067985,25.585173079590604,280043.2954160967,6752.644993250996,31442.7472814021,100290.73871037502,-7697318303.035123,574457.8661963184,540.4221393398864,377.29890758093615,0.005982195837353086,208.7112179738636,6.496053568187074,339.4931205403727,1436998131.3572204,4597022565.465192,39732.307993129114
0.07,389.76217976525237,542217604.7535735,49133972424.05252,104.6196065491121,6.610133725677895,14906082779.127045,841.701817607192,1047917.9293824408,32.10915284552569,500000.0,4549.961464715446,1098.1589433981028,20.44035056753657,1714285.71428571,714285.714285714,13.25984578734096,0.8973102164412333,28.30939121015269,0.0926658330738533,13.759905607237812,12000000.0,12.02550168945251,0.9396567216955576,1.0,4.0,0.07,1.0,1.0046779013198717,1.598441134471457e-06,2.224545963343549,0.06250123329968665,107676.37611411695,460755.11634399724,214.623680959134,214.36919887088882,-374.05316758046587,90622.1661636411,290.4913657876924,75.67948083980797,1.3709591569538186,-0.39330781829927663,30.118401370810602,279502.52732075023,6143.225840834546,31911.58322917447,87852.71547184822,-7678085503.032635,513746.4455284111,472.6004496625782,381.8615639042592,0.0062796270393940005,209.03602132062582,5.569785776817242,356.37251561073236,1471687156.748158,4585562860.393585,45499.614647154456
0.08,389.8011063581085,618902320.1187831,49011489259.31667,105.24727695347396,6.818002857506005,14891196571.449097,717.1303849250214,1047358.2634517621,29.11185708800672,500000.0,5112.624691151744,972.0704778493658,20.420867472697662,1714285.71428571,714285.714285714,17.58586114376793,1.087390957956067,39.973154105192265,0.09287855227713118,16.549951400794765,12000000.0,13.79471355035697,0.9777456952762884,1.0,4.0,0.07,1.0,1.4186156204283762,1.6021104386079704e-06,2.9503025183473177,0.07574111461778164,104714.9733151644,407634.288325671,214.41910846332544,214.3906084969597,-373.7349566981902,96151.61309952053,290.23024492734646,91.0247327043712,1.4265309694081048,-0.6569851381260579,34.549470802488116,279381.1519893766,5970.536072697422,32498.971457965457,77765.63822794927,-7658856251.57971,465789.7134081075,421.52533991226943,384.1525608801799,0.006477102714630705,209.51587429811173,4.8786759776197375,367.5793759409,1505391753.9272063,4574131782.800493,51126.24691151744
0.09,390.2872837857936,695394692.2920417,48889312605.50517,105.41020906253605,6.949506508367253,14875978172.609339,658.438177650794,1046811.7696649529,26.773066389437357,500000.0,5661.457268659654,870.2949168603437,20.429748185739715,1714285.71428571,714285.714285714,22.47013487559039,1.2827765578810784,53.70042030136399,0.09315427077769278,19.278461711556904,12000000.0,15.525623475131841,1.0092499083511817,1.0,4.0,0.07,1.0,1.9057854394629496,1.6068664503785787e-06,3.769715623766958,0.08935050046958327,108027.64968140273,364764.6437170805,214.51235595026702,214.6580060821865,-373.8271358010231,104376.83551116059,290.29525573222264,106.03153941356297,1.472495616284374,-0.9893209674778922,38.88461133943669,279583.65052837273,6169.639466506836,33192.29908651016,69623.5933488275,-7639616195.4694,428369.0622309977,381.7699990812079,384.7472630782566,0.00660203118294889,210.1378413861964,4.3440638512033125,374.66913975117933,1538127933.8424132,4562729311.180859,56614.57268659654
