Time,M,B,A,L,P,I1,I2,I3,L_e,mu,gamma_M,gamma_B,gamma_A,gamma_0,K,alpha_M,tau_B,alpha_A,K_L1,alpha_B,K_A,beta_A,tau_M,K_L,gamma_L,gamma_P,alpha_L,alpha_P,tau_P,beta_L1,K_Le,K_1,cell,r_m1,r_m2,r_m3_i1,r_i1,r_b1,r_b2_i2,r_i2,r_a1,r_a2,r_a3_l1,r_l2,r_l3,r_l4,r_p1,r_p2_i3,r_i3
1.87,0.00028286459029415586,4.900023107225265e-06,0.03164226941284104,0.6133484997989749,0.005715196593249088,3.332442131244769e-07,7.822250827666831e-06,0.0053038754167493525,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00012265008635154598,3.332442131244769e-06,3.603946753106872e-06,1.1482224147160962e-07,3.9111254138334155e-06,4.488038380505158e-06,0.017169095383407548,0.0016822051356822545,0.033407316248028555,0.013861676095456832,3.8332617989378184,3.8728861620134998,0.003844041228619337,0.0018741609246464143,0.002653395439129478
1.88,0.0002816813680602073,4.937995979623865e-06,0.031788611007586856,0.6132718825111761,0.0056955776103997345,3.3598240796611574e-07,7.827911716261667e-06,0.00531159851311493,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00012213704119090588,3.3598240796611573e-06,3.6359629383447767e-06,1.1571205979052603e-07,3.9139558581308334e-06,4.469264921469137e-06,0.01724850033271663,0.0017029559552165742,0.03366363072397896,0.01385994454475258,3.8197466471123223,3.859591415988526,0.0038308455007548614,0.0018768899339628726,0.0026422962892649763
1.89,0.00028050354055319995,4.975987702237514e-06,0.03193650937556447,0.6131949244140137,0.005676117075757078,3.3876706350615544e-07,7.833357552071871e-06,0.005319183832926667,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0001216263351838675,3.3876706350615544e-06,3.668467693508173e-06,1.1660231982653166e-07,3.916678776035936e-06,4.4505770572456e-06,0.017328749987181282,0.0017239134850178994,0.033920022268861136,0.01385820529175671,3.806338601712134,3.8464040419247967,0.0038177563451542106,0.0018795702589846878,0.0026312477443342567
1.9,0.0002793310890113136,5.013997193680418e-06,0.03208595478298481,0.6131176274662616,0.005656813434256086,3.4159841857754123e-07,7.838590268464564e-06,0.005326632369951928,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00012111796019530556,3.415984185775412e-06,3.701463532398038e-06,1.1749299623951323e-07,3.919295134232282e-06,4.431974490152291e-06,0.017409839065247557,0.0017450787476092201,0.034176483275221006,0.013856458380737513,3.7930366153792687,3.833322986037065,0.0038047727158806435,0.0018822022508664057,0.002620249628343116
1.91,0.00027816399532205394,5.052023433900602e-06,0.032236937284352896,0.613039993698083,0.005637665217293328,3.4447671945944203e-07,7.843611720649534e-06,0.0053339450853920976,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00012061190837164258,3.44476719459442e-06,3.734952929206248e-06,1.183840651265928e-07,3.921805860324767e-06,4.41345693280941e-06,0.01749176217048988,0.0017664527534475075,0.034433006560048655,0.013854703857576676,3.7798396990623164,3.820347253130538,0.0037918936251514924,0.001884786249255158,0.002609301771388317
1.92,0.0002770022408972456,5.0900653579143486e-06,0.03238944708926459,0.6129620250873434,0.005618670892925597,3.4740220697609505e-07,7.848423821092821e-06,0.005341122964305644,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0001201081716530457,3.4740220697609503e-06,3.7689383982823743e-06,1.1927550153200692e-07,3.924211910546411e-06,4.395024090289816e-06,0.017574513990634966,0.0017880364834025966,0.03468958463623186,0.01385294176697396,3.7667468209958894,3.8074758050884046,0.0037791180425817564,0.0018873226022281429,0.002598403999104521
1.93,0.0002758458071213193,5.128121898150367e-06,0.032543474416247324,0.6128837236088963,0.005599828925562004,3.50375121637593e-07,7.853028485557814e-06,0.005348166993124946,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011960674196780404,3.50375121637593e-06,3.8034224610680417e-06,1.2016728043935753e-07,3.926514242778907e-06,4.376675667231729e-06,0.017658089218255797,0.0018098308954699505,0.03494621000291556,0.013851172153561056,3.7537569469705634,3.794707601322017,0.0037664449353330036,0.0018898116583480372,0.0025875561368694238
1.94,0.00027469467551989254,5.166192000196732e-06,0.03269900944333511,0.6128050912517012,0.005581137798049845,3.533957050466489e-07,7.857427613019165e-06,0.005355078151260195,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0001191076113054254,3.5339570504664892e-06,3.8384076339449944e-06,1.2105937714061003e-07,3.928713806509582e-06,4.358411370513489e-06,0.01774248252395363,0.0018318369274470951,0.0352028752534359,0.013849395062288447,3.7408690552224835,3.7820416137373067,0.0037538732829683254,0.0018922537636961818,0.002576758011385116
1.95,0.0002735488284016983,5.204274682631887e-06,0.03285604212395942,0.6127261300829614,0.005562596095506515,3.5646420486635457e-07,7.861623009330382e-06,0.005361857379172008,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011861077199497637,3.5646420486635455e-06,3.873896385265147e-06,1.21951768638113e-07,3.930811504665191e-06,4.340230919438651e-06,0.01782768845646038,0.0018540555078834927,0.03545957348526681,0.013847610539874926,3.7280821929091115,3.769476883543238,0.0037414021338376823,0.0018946492505908157,0.0025660094566996587
1.96,0.0002724082476852226,5.242368927661255e-06,0.03301456252347703,0.612646842130889,0.005544202352085536,3.5958086573975613e-07,7.865616526749685e-06,0.005368505636730605,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011811621619631253,3.595808657397561e-06,3.909891209692298e-06,1.2284443108188618e-07,3.9328082633748424e-06,4.32213402711896e-06,0.017913701625238636,0.0018764875357410134,0.03571629755066997,0.01384581863215809,3.7153953728573623,3.7570124174132573,0.0037290305020127312,0.0018969984582086943,0.002555310303200423
1.97,0.00027127291519412125,5.280473708651593e-06,0.033174560734442735,0.6125672294142217,0.0055259550895561645,3.6274593157602587e-07,7.869410028811679e-06,0.005375023888522744,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011762393602817097,3.6274593157602586e-06,3.946394608373403e-06,1.2373734041483278e-07,3.934705014405839e-06,4.304120405161546e-06,0.018000516654508626,0.0018991338852805968,0.03597304024540627,0.01384401938476141,3.70280759957388,3.744647213628648,0.003716757393235476,0.0018993017273931955,0.0025446603803852305
1.98,0.00027014281279703754,5.318588003112664e-06,0.03333602683825819,0.6124872939556885,0.0055078528354568675,3.6595964645215277e-07,7.873005373759166e-06,0.005381413096913223,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011713392362879547,3.6595964645215275e-06,3.983409079232962e-06,1.2463047267693903e-07,3.936502686879583e-06,4.286189765887333e-06,0.018088128162438894,0.0019219954083953149,0.036229794397691195,0.013842212843398559,3.690317881479733,3.732380274380183,0.003704581817128289,0.0019015593982025522,0.0025340595181739052
1.99,0.0002690179231226121,5.356710858543945e-06,0.033498950727910926,0.6124070378454485,0.005489894214787952,3.6922225728012566e-07,7.87640433043818e-06,0.005387674186730204,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011664617146596462,3.6922225728012565e-06,4.020937074950688e-06,1.2552380554826027e-07,3.93820216521909e-06,4.268341833675652e-06,0.01817653066496447,0.0019450729482542882,0.036486553319037315,0.013840399055307135,3.67792529262821,3.720210667903365,0.0036925028488663763,0.0019037717974311674,0.0025235075536153852
2.0,0.00026789822862220084,5.394841306118397e-06,0.03366332234033989,0.6123264631579309,0.005472077829814776,3.725340103106122e-07,7.879608688548363e-06,0.005393808091558023,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011616067193058628,3.7253401031061223e-06,4.058981054795491e-06,1.2641731632627237e-07,3.939804344274182e-06,4.250576330092964e-06,0.018265718701868425,0.0019683673212470823,0.036743310213232405,0.013838578067369238,3.665628891784895,3.708137447027424,0.003680519548333418,0.0019059392549674993,0.002513004322095597
2.01,0.00026678371155173885,5.432978359012288e-06,0.033829131660931586,0.612245571950227,0.005454402257742012,3.75895151065307e-07,7.882620260776253e-06,0.005399815754632946,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011567741732883396,3.7589515106530696e-06,4.097543484883819e-06,1.2731098188673495e-07,3.9413101303881266e-06,4.232892973605112e-06,0.018355686839221477,0.001991879316430356,0.03700005816495294,0.013836749926075129,3.653427720877341,3.696159647599293,0.0036686309585572774,0.0019080621041105816,0.0025025496571673338
2.02,0.0002656743541714523,5.47112103079229e-06,0.03399636867419764,0.6121643662797543,0.005436866076314016,3.793059250608727e-07,7.885440859309059e-06,0.0054056981189806235,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0001151963999687417,3.793059250608727e-06,4.136626825874306e-06,1.2820477911455572e-07,3.942720429654529e-06,4.215291482746023e-06,0.01844642964261964,0.002015609699219195,0.037256790265684514,0.013834914677922448,3.6413208222348956,3.6842763058316157,0.003656836122928807,0.001910140678085026,0.0024921433924236414
2.03,0.0002645701395321241,5.509268406950238e-06,0.03416502320346145,0.6120828482641147,0.005419467962705401,3.8276657688682274e-07,7.888072204342472e-06,0.0054114560888249815,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011471761250112899,3.8276657688682275e-06,4.1762334942097504e-06,1.2909868658006493e-07,3.944036102171236e-06,4.197771588592898e-06,0.018537941590198184,0.0020395592283215026,0.0375135001030856,0.013833072370768992,3.6293073050847506,3.67248652531566,0.003645134151715653,0.001912175296404587,0.0024817853688733392
2.04,0.0002634710507644335,5.547419580247014e-06,0.03433508505575615,0.6120010200269922,0.005402206604139587,3.8627735103896994e-07,7.890516006775151e-06,0.005417090564468484,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011424104761145836,3.862773510389699e-06,4.21636589445942e-06,1.299926830239283e-07,3.9452580033875756e-06,4.180333023490607e-06,0.018630217151253285,0.00206372864043349,0.037770181318624446,0.013831223052610022,3.6173862854305523,3.660789416452238,0.003633524161944286,0.0019141662771973442,0.002471475428274709
2.05,0.00026237707053571003,5.5855736012876945e-06,0.03450654413258826,0.6119188836567967,0.005385080629563296,3.898384925565344e-07,7.892774031422575e-06,0.005422602468955541,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011376669778428387,3.898384925565344e-06,4.257026444541999e-06,1.3088674619897453e-07,3.9463870157112875e-06,4.162975512432333e-06,0.01872325084634239,0.002088118638254385,0.038026827269525734,0.013829366770643604,3.605556840125204,3.6491840501511277,0.003622005231444273,0.0019161139466273998,0.0024612134080396063
2.06,0.00026128818151328274,5.623729520677362e-06,0.03467939033546432,0.6118364412419383,0.005368088667923244,3.9345024647873647e-07,7.89484804310023e-06,0.0054279927253305625,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0001132945555041594,3.934502464787364e-06,4.29821755270179e-06,1.317808538580326e-07,3.947424021550115e-06,4.145698780411255e-06,0.01881703719602294,0.0021127299003427945,0.038283431317191925,0.013827503572067804,3.5938180460683937,3.6376694973221038,0.0036105764380451734,0.0019180186308588559,0.002450999145579883
2.07,0.00026020436636448106,5.6618863890210916e-06,0.03485361356589086,0.6117536948708264,0.005351229348166154,3.9711285784479607e-07,7.896739806623596e-06,0.005433262256637953,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011282461325563898,3.97112857844796e-06,4.339941616517305e-06,1.3267498375393122e-07,3.948369903311798e-06,4.128502552420553e-06,0.01891157072085238,0.0021375630809878352,0.038539986827224856,0.013825633504080677,3.5821689802123418,3.6262448288749467,0.003599236859576555,0.001919880656055814,0.002440832478307393
2.08,0.0002591256077679895,5.7000432579500535e-06,0.03502920372347382,0.6116706466325722,0.005334501300649023,4.008265716431111e-07,7.898451085494462e-06,0.005438411985365997,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011235686352820025,4.008265716431111e-06,4.38220102145886e-06,1.335691136635436e-07,3.949225542747231e-06,4.111386553633574e-06,0.01900684594035689,0.002162618810356785,0.038796487176458484,0.013823756613896131,3.5706087205145023,3.614909116675103,0.003587985574816533,0.0019217003481858646,0.0024307132437405075
2.09,0.0002580518895999108,5.738199287296393e-06,0.0352061505073998,0.6115872986901799,0.005317903304443417,4.045916275028173e-07,7.89998350468506e-06,0.00544344277535913,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011189129933052132,4.045916275028173e-06,4.424998091767445e-06,1.3446322389921636e-07,3.94999175234253e-06,4.094350528222364e-06,0.019102857265315132,0.0021878977231231628,0.03905292648525326,0.013821872950398065,3.559136444848045,3.6036615333640096,0.0035768217625686423,0.0019234780124943922,0.0024206412906299123
2.1,0.0002569831957616458,5.776353639178269e-06,0.03538444361262116,0.6115036532082153,0.005301434141762839,4.0840826493982413e-07,7.901338686240863e-06,0.005448355489222804,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011142791368224961,4.084082649398241e-06,4.4683351360810115e-06,1.3535729482686437e-07,3.9506693431204316e-06,4.077394220760355e-06,0.019199599104208237,0.002213400430444174,0.03930929889368053,0.013819982562505665,3.54775133321996,3.59250125371223,0.0035657446037496857,0.0019252139537889767,0.0024106164679635997
2.11,0.00025591950951945984,5.814505418321753e-06,0.035564072840396775,0.6114197123120492,0.00528509251593947,4.122767263127051e-07,7.90251832568633e-06,0.005453151020668392,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011096669932763779,4.122767263127051e-06,4.512214473499743e-06,1.3625130546753364e-07,3.951259162843165e-06,4.06051736574368e-06,0.01929706592319929,0.0022391275037242364,0.03956559815383103,0.01381808549825231,3.536452512714112,3.581427399036629,0.0035547532262208874,0.0019269084878686899,0.0024006386187717093
2.12,0.00025486081413961817,5.8526537294529255e-06,0.03574502799198558,0.6113354781270525,0.005268877130305487,4.1619725398003467e-07,7.903524118545914e-06,0.005457830263407272,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011050764901093843,4.161972539800347e-06,4.556638407102452e-06,1.371452348422704e-07,3.951762059272957e-06,4.043719697668465e-06,0.019395252188451378,0.0022650794897682435,0.03982181802201173,0.013816181805671384,3.525239110472118,3.5704390906540713,0.0035438467578434705,0.0019285619305326048,0.0023907075860843795
2.13,0.00025380709288838605,5.890797677297858e-06,0.03592729886864648,0.6112509527785959,0.005252786688193073,4.2017009030038636e-07,7.904357760344076e-06,0.0054623941111508175,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00011005075547640419,4.201700903003864e-06,4.601609222992404e-06,1.380390619721207e-07,3.952178880172038e-06,4.027000951030839e-06,0.019494152366127577,0.0022912569106748808,0.04007795225876478,0.013814271532796265,3.51411025369868,3.559535449881423,0.0035330243264786606,0.001930174597579794,0.00238082321293175
2.14,0.0002527583290491228,5.928936368111193e-06,0.0361108752697361,0.6111661383927688,0.005236819895015359,4.241954774365914e-07,7.905020944644934e-06,0.005466843456775615,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00010959601147569965,4.241954774365914e-06,4.647129188878125e-06,1.389327659139496e-07,3.952510472322467e-06,4.010360860598153e-06,0.019593760921358807,0.0023176602642099482,0.040333994639314405,0.013812354727676574,3.503065071061949,3.548715599445702,0.00352228506138733,0.0019317468045143514,0.0023709853425043096
2.15,0.0002517145070824689,5.967069013419396e-06,0.0362957468636007,0.6110810371451307,0.005220975599500558,4.282736440706738e-07,7.905515230004724e-06,0.0054711791356664785,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0001091434102709585,4.282736440706738e-06,4.693200520867667e-06,1.398263281914567e-07,3.952757615002362e-06,3.993799179816952e-06,0.01969407224818974,0.002344290056286838,0.04058993966126388,0.013810431439479954,3.492102787372159,3.537978759190966,0.003511628188224075,0.0019332788465252573,0.0023611938290359663
2.16,0.00025067561139009335,6.005194819475785e-06,0.03648190332514898,0.6109956512087639,0.005205252643198102,4.324048195599239e-07,7.905842181742343e-06,0.005475401986088035,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00010869294509874447,4.324048195599239e-06,4.7398254162570125e-06,1.4071973020477607e-07,3.952921090871172e-06,3.977315661198117e-06,0.019795080744225837,0.0023711467667794036,0.04084578179034363,0.013808501717318063,3.4812226226635223,3.527324144096596,0.0035010529278150433,0.0019347710198190937,0.0023514485262074503
2.17,0.00024964162580700815,6.043312941863462e-06,0.03666933439234849,0.6109099827329384,0.00518964979867597,4.365892397503112e-07,7.906003430159665e-06,0.005479512873977273,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00010824460894991873,4.3658923975031116e-06,4.787006066895034e-06,1.416129521666865e-07,3.9530017150798325e-06,3.960910048261731e-06,0.019896780841288292,0.0023982308350108286,0.04110151515080611,0.013806565609764407,3.470423750782443,3.5167509223968927,0.0034905584545894576,0.0019362236303806619,0.0023417492823839983
2.18,0.00024861253416822506,6.0814225361655385e-06,0.03685802980316679,0.6108240338669245,0.005174165838502136,4.408271404878059e-07,7.90600060555857e-06,0.005483512665271176,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00010779839481534238,4.408271404878059e-06,4.8347446426665146e-06,1.4250597428996707e-07,3.953000302779285e-06,3.944582084527873e-06,0.0199991669711983,0.0024255426754249162,0.04135713387113464,0.013804623165392493,3.4597053456433633,3.5062582623261536,0.003480143942976537,0.0019376369841947619,0.0023320959459308434
2.19,0.000247588320308756,6.119522757965118e-06,0.03704797929557141,0.6107378067599923,0.005158799535244577,4.4511875761837746e-07,7.905835338240934e-06,0.005487402225906731,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0001073542956858766,4.4511875761837745e-06,4.8830432905802224e-06,1.433987767873966e-07,3.952917669120467e-06,3.928331513516625e-06,0.020102233565777047,0.002453082677499927,0.041612632084060054,0.013802674432775826,3.4490665812336836,3.4958453321186784,0.003469808567405503,0.0019390113872461948,0.0023224883652132205
2.2,0.0002465689680876605,6.15761276498325e-06,0.037239172606128766,0.6106513035619601,0.005143549664355634,4.494643265587286e-07,7.905509255762402e-06,0.005491182420644899,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00010691230456280959,4.494643265587286e-06,4.931904133506064e-06,1.442913399218525e-07,3.952754627881201e-06,3.91215807912962e-06,0.020205975056085467,0.0024808512064344083,0.04186800394113698,0.013800719460500297,3.4385066335491894,3.485511301963347,0.003459551504245599,0.0019403471451042045,0.0023129263888219424
2.21,0.0002455544625369551,6.1956918192216015e-06,0.03743159940306153,0.610564526449364,0.005128415141976147,4.53864061787506e-07,7.90502385172754e-06,0.005494854056884413,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00010647241495602373,4.53864061787506e-06,4.981329252032371e-06,1.4518364639981977e-07,3.95251192586377e-06,3.8960615438790735e-06,0.020310385836101185,0.002508848640043306,0.042123244308309805,0.013798758297755625,3.4280247728211424,3.475255437386189,0.0034493720244931562,0.0019416445430686972,0.002303409876350679
2.22,0.00024454478855480297,6.233759170781744e-06,0.03762524936239156,0.6104774775956914,0.005113394868192117,4.5831818017272855e-07,7.904380635026908e-06,0.005498417948569971,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00010603462031736256,4.583181801727285e-06,5.031320702838019e-06,1.460756786489286e-07,3.952190317513454e-06,3.880041668153434e-06,0.02041546030403366,0.0025370753273694147,0.04237834797456573,0.013796790993662624,3.4176202585827844,3.4650769930337173,0.003439269388346018,0.0019429038687526399,0.002293938686137495
2.23,0.00024353993052593907,6.271814024119394e-06,0.037820112190056134,0.6103901591627344,0.0050984876815072105,4.62826907747445e-07,7.903581173184288e-06,0.005501874934754928,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00010559891387604717,4.628269077474449e-06,5.081880523611433e-06,1.4696741802718976e-07,3.951790586592144e-06,3.864098204194902e-06,0.020521192874324457,0.002565531576179519,0.04263330942221913,0.013794817597077798,3.407292309217842,3.4549751818213568,0.0034292428145817496,0.0019441254186413175,0.002284512671704273
2.24,0.00024253987283509842,6.30985558369028e-06,0.03801617759199258,0.6103025733122854,0.005083692420425088,4.67390470544705e-07,7.902627033723458e-06,0.005505225854492643,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00010516528886129866,4.6739047054470494e-06,5.133010724550827e-06,1.4785884589261433e-07,3.951313516861729e-06,3.848230904245676e-06,0.02062757796141517,0.002594217669249001,0.04288812313780617,0.01379283815685765,3.39704014318716,3.44494921666453,0.003419291521977914,0.0019453094892200153,0.0022751316865728946
