Time,EI,PyrPI,EIP,HPr,EIPHPr,HPrP,EIIA,HPrPIIA,EIIAP,EIICB,EIIAPIICB,EIICBP,EIICBPGlc,PEP,Pyr,GlcP,Glc,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
1.01,0.2692741979859593,3.048754381776026,1.1900634086823834,1.2761269274222298,0.49190801155562486,29.781974008367232,0.641481200783295,18.44999105265546,15.435683744307163,1.412812375527589,5.472844002254681,0.1195359651772428,2.9948076570404596,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.69529445219,14374.695294453904,14374.695294452133,14374.695294597128,14374.695294405872,14374.69529446061,14374.695294452817,14374.695294452824,14374.695294452815
1.02,0.2692741979859593,3.048754381776026,1.1900634086823836,1.276126927422229,0.4919080115556246,29.781974008367204,0.6414812007832953,18.44999105265549,15.43568374430713,1.4128123755275883,5.472844002254682,0.11953596517724281,2.9948076570404596,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452133,14374.695294453897,14374.695294452136,14374.695294596313,14374.695294406178,14374.695294460558,14374.69529445282,14374.695294452826,14374.695294452815
1.03,0.26927419798595936,3.0487543817760265,1.1900634086823836,1.2761269274222287,0.49190801155562436,29.781974008367175,0.6414812007832955,18.44999105265552,15.4356837443071,1.4128123755275876,5.472844002254682,0.11953596517724283,2.99480765704046,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452133,14374.695294453893,14374.69529445214,14374.695294595324,14374.695294406454,14374.695294460515,14374.69529445282,14374.695294452828,14374.695294452817
1.04,0.26927419798595936,3.0487543817760265,1.1900634086823836,1.2761269274222282,0.49190801155562414,29.781974008367143,0.6414812007832957,18.44999105265555,15.43568374430707,1.4128123755275872,5.472844002254682,0.11953596517724283,2.99480765704046,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452133,14374.69529445389,14374.695294452147,14374.695294594334,14374.695294406745,14374.69529446047,14374.69529445282,14374.695294452828,14374.695294452817
1.05,0.26927419798595936,3.0487543817760265,1.1900634086823836,1.2761269274222276,0.49190801155562386,29.781974008367115,0.6414812007832961,18.44999105265558,15.435683744307038,1.4128123755275865,5.472844002254683,0.11953596517724284,2.9948076570404605,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452133,14374.695294453883,14374.69529445215,14374.695294593635,14374.695294407036,14374.695294460424,14374.695294452822,14374.69529445283,14374.695294452818
1.06,0.26927419798595936,3.048754381776027,1.1900634086823836,1.276126927422227,0.49190801155562364,29.781974008367087,0.6414812007832963,18.449991052655612,15.435683744307008,1.4128123755275859,5.472844002254683,0.11953596517724284,2.9948076570404605,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.69529445219,14374.695294453879,14374.695294452154,14374.695294592704,14374.695294407327,14374.695294460373,14374.695294452822,14374.69529445283,14374.695294452818
1.07,0.2692741979859594,3.048754381776027,1.1900634086823838,1.2761269274222267,0.4919080115556234,29.781974008367055,0.6414812007832965,18.44999105265564,15.435683744306976,1.4128123755275852,5.472844002254684,0.11953596517724285,2.994807657040461,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452133,14374.695294453879,14374.695294452165,14374.695294591715,14374.695294407633,14374.695294460324,14374.695294452824,14374.695294452831,14374.69529445282
1.08,0.2692741979859594,3.048754381776027,1.1900634086823838,1.276126927422226,0.4919080115556232,29.781974008367026,0.6414812007832967,18.449991052655673,15.435683744306946,1.4128123755275848,5.472844002254684,0.11953596517724285,2.994807657040461,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452133,14374.695294453872,14374.695294452169,14374.695294590725,14374.695294407938,14374.69529446028,14374.695294452824,14374.695294452831,14374.69529445282
1.09,0.2692741979859594,3.0487543817760274,1.1900634086823838,1.2761269274222256,0.4919080115556229,29.781974008366998,0.6414812007832971,18.4499910526557,15.435683744306916,1.412812375527584,5.472844002254685,0.11953596517724287,2.9948076570404614,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.69529445219,14374.695294453868,14374.695294452173,14374.695294589968,14374.695294408215,14374.69529446023,14374.695294452826,14374.695294452833,14374.695294452822
1.1,0.2692741979859595,3.0487543817760274,1.1900634086823838,1.2761269274222249,0.4919080115556227,29.781974008366966,0.6414812007832973,18.449991052655733,15.435683744306884,1.4128123755275834,5.472844002254685,0.11953596517724288,2.9948076570404614,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.69529445219,14374.695294453859,14374.695294452173,14374.69529458892,14374.695294408535,14374.695294460184,14374.695294452826,14374.695294452835,14374.695294452822
1.11,0.2692741979859595,3.048754381776028,1.190063408682384,1.2761269274222244,0.49190801155562247,29.781974008366937,0.6414812007832975,18.449991052655765,15.435683744306854,1.412812375527583,5.472844002254685,0.11953596517724288,2.994807657040462,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.69529445219,14374.695294453863,14374.695294452187,14374.69529458799,14374.695294408812,14374.69529446014,14374.695294452826,14374.695294452835,14374.695294452826
1.12,0.2692741979859595,3.048754381776028,1.190063408682384,1.276126927422224,0.4919080115556222,29.78197400836691,0.6414812007832978,18.449991052655793,15.435683744306822,1.4128123755275823,5.472844002254686,0.1195359651772429,2.994807657040462,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.69529445219,14374.695294453855,14374.69529445219,14374.695294587174,14374.695294409103,14374.695294460093,14374.69529445283,14374.695294452837,14374.695294452826
1.1300000000000001,0.2692741979859595,3.048754381776028,1.190063408682384,1.2761269274222233,0.49190801155562197,29.781974008366877,0.6414812007832981,18.449991052655825,15.435683744306791,1.4128123755275817,5.472844002254686,0.1195359651772429,2.9948076570404623,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.69529445219,14374.695294453846,14374.695294452198,14374.695294586127,14374.695294409394,14374.695294460045,14374.69529445283,14374.695294452837,14374.695294452828
1.1400000000000001,0.26927419798595953,3.0487543817760283,1.190063408682384,1.276126927422223,0.49190801155562175,29.78197400836685,0.6414812007832983,18.449991052655854,15.43568374430676,1.412812375527581,5.4728440022546865,0.11953596517724291,2.9948076570404623,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452249,14374.695294453843,14374.695294452195,14374.695294585254,14374.6952944097,14374.695294459994,14374.695294452831,14374.695294452838,14374.695294452828
1.1500000000000001,0.26927419798595953,3.0487543817760283,1.1900634086823842,1.2761269274222224,0.4919080115556215,29.78197400836682,0.6414812007832985,18.449991052655886,15.43568374430673,1.4128123755275805,5.4728440022546865,0.11953596517724291,2.9948076570404627,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.69529445219,14374.695294453846,14374.695294452205,14374.695294584264,14374.69529440999,14374.69529445995,14374.695294452831,14374.695294452838,14374.69529445283
1.16,0.26927419798595953,3.0487543817760288,1.1900634086823842,1.2761269274222218,0.49190801155562125,29.78197400836679,0.6414812007832988,18.449991052655914,15.435683744306699,1.4128123755275799,5.472844002254687,0.11953596517724292,2.9948076570404627,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.69529445219,14374.695294453839,14374.695294452209,14374.695294583566,14374.695294410267,14374.695294459905,14374.695294452833,14374.69529445284,14374.69529445283
1.17,0.2692741979859596,3.0487543817760288,1.1900634086823842,1.2761269274222213,0.491908011555621,29.78197400836676,0.6414812007832991,18.449991052655946,15.435683744306667,1.4128123755275792,5.472844002254687,0.11953596517724294,2.9948076570404627,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.69529445219,14374.695294453835,14374.695294452213,14374.695294582518,14374.695294410587,14374.695294459854,14374.695294452833,14374.695294452842,14374.69529445283
1.18,0.2692741979859596,3.0487543817760288,1.1900634086823842,1.2761269274222207,0.4919080115556208,29.78197400836673,0.6414812007832993,18.449991052655974,15.435683744306637,1.4128123755275788,5.472844002254688,0.11953596517724294,2.994807657040463,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.69529445219,14374.695294453828,14374.695294452224,14374.695294581645,14374.695294410878,14374.69529445981,14374.695294452837,14374.695294452842,14374.695294452831
1.19,0.2692741979859596,3.048754381776029,1.1900634086823845,1.2761269274222202,0.4919080115556206,29.781974008366703,0.6414812007832996,18.449991052656006,15.435683744306605,1.412812375527578,5.472844002254688,0.11953596517724295,2.994807657040463,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.69529445219,14374.695294453828,14374.695294452227,14374.695294580713,14374.695294411169,14374.695294459763,14374.695294452837,14374.695294452842,14374.695294452831
1.2,0.2692741979859596,3.048754381776029,1.1900634086823845,1.2761269274222198,0.4919080115556203,29.78197400836667,0.6414812007832998,18.449991052656035,15.435683744306575,1.4128123755275774,5.472844002254688,0.11953596517724295,2.9948076570404636,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.69529445219,14374.695294453824,14374.695294452235,14374.695294579782,14374.69529441146,14374.695294459716,14374.695294452837,14374.695294452842,14374.695294452833
1.21,0.26927419798595964,3.048754381776029,1.1900634086823845,1.2761269274222191,0.4919080115556201,29.781974008366642,0.6414812007833001,18.449991052656067,15.435683744306544,1.4128123755275768,5.472844002254689,0.11953596517724296,2.9948076570404636,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.69529445219,14374.695294453815,14374.69529445223,14374.69529457885,14374.695294411751,14374.695294459667,14374.695294452838,14374.695294452846,14374.695294452833
1.22,0.26927419798595964,3.0487543817760296,1.1900634086823845,1.2761269274222187,0.49190801155561986,29.781974008366614,0.6414812007833003,18.449991052656095,15.435683744306512,1.4128123755275763,5.472844002254689,0.11953596517724298,2.994807657040464,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452249,14374.695294453812,14374.695294452242,14374.695294577978,14374.695294412042,14374.69529445962,14374.695294452838,14374.695294452846,14374.695294452835
1.23,0.26927419798595964,3.0487543817760296,1.1900634086823845,1.2761269274222182,0.4919080115556196,29.781974008366582,0.6414812007833006,18.449991052656127,15.435683744306482,1.4128123755275757,5.47284400225469,0.11953596517724298,2.994807657040464,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452249,14374.695294453808,14374.695294452242,14374.695294576988,14374.695294412333,14374.695294459576,14374.69529445284,14374.695294452846,14374.695294452835
1.24,0.2692741979859597,3.04875438177603,1.1900634086823847,1.2761269274222176,0.49190801155561936,29.781974008366554,0.6414812007833008,18.449991052656156,15.43568374430645,1.412812375527575,5.47284400225469,0.11953596517724299,2.9948076570404645,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452249,14374.695294453804,14374.695294452245,14374.695294576115,14374.695294412639,14374.695294459525,14374.69529445284,14374.695294452848,14374.695294452838
1.25,0.2692741979859597,3.04875438177603,1.1900634086823847,1.2761269274222171,0.49190801155561914,29.781974008366525,0.6414812007833011,18.449991052656188,15.43568374430642,1.4128123755275743,5.472844002254691,0.11953596517724299,2.9948076570404645,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452249,14374.695294453799,14374.695294452249,14374.695294575184,14374.69529441293,14374.695294459481,14374.695294452842,14374.695294452848,14374.695294452838
1.26,0.2692741979859597,3.04875438177603,1.1900634086823847,1.2761269274222167,0.4919080115556189,29.781974008366493,0.6414812007833014,18.449991052656216,15.435683744306388,1.4128123755275739,5.472844002254691,0.119535965177243,2.994807657040465,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452249,14374.695294453795,14374.695294452264,14374.695294574369,14374.695294413206,14374.695294459434,14374.695294452842,14374.69529445285,14374.69529445284
1.27,0.26927419798595975,3.0487543817760305,1.1900634086823847,1.276126927422216,0.49190801155561864,29.781974008366465,0.6414812007833016,18.449991052656248,15.435683744306358,1.4128123755275732,5.472844002254691,0.119535965177243,2.994807657040465,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452307,14374.695294453788,14374.695294452267,14374.69529457338,14374.695294413526,14374.695294459387,14374.695294452842,14374.69529445285,14374.69529445284
1.28,0.26927419798595975,3.0487543817760305,1.190063408682385,1.2761269274222156,0.4919080115556184,29.781974008366436,0.6414812007833018,18.449991052656276,15.435683744306328,1.4128123755275726,5.472844002254692,0.11953596517724302,2.9948076570404654,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452249,14374.695294453788,14374.69529445227,14374.695294572506,14374.695294413803,14374.695294459338,14374.695294452846,14374.695294452851,14374.695294452842
1.29,0.26927419798595975,3.0487543817760305,1.190063408682385,1.276126927422215,0.4919080115556182,29.781974008366404,0.6414812007833021,18.44999105265631,15.435683744306296,1.412812375527572,5.472844002254692,0.11953596517724303,2.9948076570404654,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452249,14374.69529445378,14374.695294452278,14374.695294571517,14374.695294414109,14374.69529445929,14374.695294452846,14374.695294452853,14374.695294452842
1.3,0.26927419798595975,3.048754381776031,1.190063408682385,1.2761269274222145,0.4919080115556179,29.781974008366376,0.6414812007833024,18.44999105265634,15.435683744306266,1.4128123755275714,5.472844002254693,0.11953596517724303,2.994807657040466,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452307,14374.695294453777,14374.695294452282,14374.695294570643,14374.695294414414,14374.695294459245,14374.695294452848,14374.695294452853,14374.695294452844
1.31,0.2692741979859598,3.048754381776031,1.190063408682385,1.276126927422214,0.4919080115556177,29.781974008366348,0.6414812007833026,18.44999105265637,15.435683744306234,1.4128123755275708,5.472844002254693,0.11953596517724305,2.994807657040466,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452307,14374.695294453773,14374.695294452285,14374.695294569712,14374.69529441469,14374.695294459194,14374.695294452848,14374.695294452855,14374.695294452844
1.32,0.2692741979859598,3.0487543817760314,1.1900634086823851,1.2761269274222133,0.4919080115556175,29.781974008366316,0.6414812007833028,18.4499910526564,15.435683744306203,1.41281237552757,5.472844002254694,0.11953596517724305,2.9948076570404663,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452249,14374.695294453766,14374.695294452293,14374.695294568723,14374.695294414996,14374.69529445915,14374.69529445285,14374.695294452855,14374.695294452846
1.33,0.2692741979859598,3.0487543817760314,1.1900634086823851,1.276126927422213,0.49190801155561725,29.781974008366287,0.6414812007833032,18.44999105265643,15.435683744306173,1.4128123755275697,5.472844002254694,0.11953596517724306,2.9948076570404663,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452249,14374.69529445376,14374.695294452304,14374.695294567908,14374.695294415273,14374.695294459107,14374.69529445285,14374.695294452857,14374.695294452846
1.34,0.26927419798595986,3.0487543817760314,1.1900634086823851,1.2761269274222125,0.491908011555617,29.78197400836626,0.6414812007833034,18.44999105265646,15.435683744306141,1.412812375527569,5.472844002254694,0.11953596517724306,2.9948076570404667,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452249,14374.695294453757,14374.695294452293,14374.695294566976,14374.695294415578,14374.695294459056,14374.69529445285,14374.695294452857,14374.695294452848
1.35,0.26927419798595986,3.048754381776032,1.1900634086823851,1.2761269274222118,0.49190801155561675,29.78197400836623,0.6414812007833036,18.44999105265649,15.435683744306111,1.4128123755275683,5.4728440022546945,0.11953596517724308,2.9948076570404667,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452307,14374.69529445375,14374.695294452304,14374.695294566103,14374.69529441587,14374.695294459008,14374.695294452853,14374.695294452858,14374.695294452848
1.36,0.26927419798595986,3.048754381776032,1.1900634086823851,1.2761269274222113,0.49190801155561653,29.7819740083662,0.6414812007833038,18.44999105265652,15.435683744306079,1.4128123755275679,5.4728440022546945,0.11953596517724309,2.994807657040467,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452307,14374.695294453744,14374.695294452311,14374.695294565056,14374.695294416175,14374.695294458965,14374.695294452853,14374.69529445286,14374.695294452851
1.37,0.26927419798595986,3.0487543817760323,1.1900634086823854,1.276126927422211,0.49190801155561625,29.78197400836617,0.6414812007833042,18.44999105265655,15.435683744306049,1.4128123755275672,5.472844002254695,0.11953596517724309,2.994807657040467,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452307,14374.695294453744,14374.695294452315,14374.695294564299,14374.695294416451,14374.695294458917,14374.695294452855,14374.69529445286,14374.695294452851
1.3800000000000001,0.2692741979859599,3.0487543817760323,1.1900634086823854,1.2761269274222102,0.49190801155561603,29.78197400836614,0.6414812007833044,18.449991052656582,15.435683744306017,1.4128123755275666,5.472844002254695,0.1195359651772431,2.994807657040467,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452307,14374.695294453737,14374.695294452315,14374.69529456331,14374.695294416757,14374.69529445887,14374.695294452855,14374.695294452862,14374.695294452851
1.3900000000000001,0.2692741979859599,3.0487543817760323,1.1900634086823854,1.2761269274222098,0.4919080115556158,29.78197400836611,0.6414812007833046,18.44999105265661,15.435683744305987,1.412812375527566,5.472844002254696,0.1195359651772431,2.9948076570404676,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452307,14374.695294453733,14374.69529445233,14374.695294562378,14374.695294417033,14374.695294458821,14374.695294452857,14374.695294452862,14374.695294452853
1.4000000000000001,0.2692741979859599,3.0487543817760328,1.1900634086823854,1.2761269274222091,0.4919080115556156,29.78197400836608,0.641481200783305,18.449991052656642,15.435683744305956,1.4128123755275654,5.472844002254696,0.11953596517724312,2.9948076570404676,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452365,14374.695294453726,14374.695294452333,14374.695294561505,14374.695294417339,14374.695294458777,14374.695294452857,14374.695294452864,14374.695294452853
1.41,0.26927419798596,3.0487543817760328,1.1900634086823856,1.2761269274222087,0.4919080115556153,29.781974008366053,0.6414812007833052,18.44999105265667,15.435683744305924,1.4128123755275648,5.472844002254696,0.11953596517724313,2.994807657040468,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452307,14374.695294453726,14374.695294452333,14374.695294560632,14374.69529441763,14374.69529445873,14374.695294452857,14374.695294452864,14374.695294452855
1.42,0.26927419798596,3.0487543817760328,1.1900634086823856,1.2761269274222082,0.4919080115556151,29.78197400836602,0.6414812007833054,18.449991052656703,15.435683744305894,1.4128123755275641,5.472844002254697,0.11953596517724313,2.994807657040468,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452307,14374.695294453722,14374.695294452347,14374.695294559642,14374.695294417921,14374.695294458677,14374.695294452858,14374.695294452864,14374.695294452855
1.43,0.26927419798596,3.048754381776033,1.1900634086823856,1.2761269274222076,0.49190801155561487,29.781974008365992,0.6414812007833056,18.44999105265673,15.435683744305862,1.4128123755275634,5.472844002254697,0.11953596517724314,2.9948076570404685,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452365,14374.695294453715,14374.695294452351,14374.69529455871,14374.695294418227,14374.69529445863,14374.695294452858,14374.695294452866,14374.695294452857
1.44,0.26927419798596,3.048754381776033,1.1900634086823856,1.2761269274222071,0.4919080115556146,29.781974008365964,0.641481200783306,18.449991052656763,15.435683744305832,1.412812375527563,5.472844002254698,0.11953596517724314,2.9948076570404685,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452365,14374.695294453712,14374.695294452355,14374.695294557838,14374.695294418532,14374.695294458586,14374.695294452862,14374.695294452866,14374.695294452857
1.45,0.26927419798596003,3.0487543817760336,1.1900634086823858,1.2761269274222067,0.49190801155561437,29.781974008365932,0.6414812007833062,18.44999105265679,15.435683744305802,1.4128123755275623,5.472844002254698,0.11953596517724316,2.994807657040469,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452365,14374.69529445371,14374.695294452355,14374.695294556965,14374.695294418794,14374.695294458543,14374.695294452862,14374.695294452868,14374.695294452858
1.46,0.26927419798596003,3.0487543817760336,1.1900634086823858,1.276126927422206,0.49190801155561414,29.781974008365903,0.6414812007833064,18.449991052656824,15.43568374430577,1.4128123755275617,5.472844002254699,0.11953596517724316,2.994807657040469,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452365,14374.695294453702,14374.695294452365,14374.695294555975,14374.695294419114,14374.695294458492,14374.695294452864,14374.695294452868,14374.695294452858
1.47,0.26927419798596003,3.0487543817760336,1.1900634086823858,1.2761269274222056,0.4919080115556139,29.781974008365875,0.6414812007833067,18.449991052656856,15.43568374430574,1.4128123755275612,5.472844002254699,0.11953596517724317,2.9948076570404694,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452365,14374.695294453697,14374.69529445237,14374.695294555044,14374.695294419405,14374.695294458448,14374.695294452864,14374.69529445287,14374.695294452862
1.48,0.2692741979859601,3.048754381776034,1.1900634086823858,1.2761269274222051,0.49190801155561364,29.781974008365843,0.641481200783307,18.449991052656884,15.435683744305708,1.4128123755275606,5.4728440022547,0.11953596517724319,2.9948076570404694,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452365,14374.695294453695,14374.695294452373,14374.69529455417,14374.695294419682,14374.695294458399,14374.695294452866,14374.695294452871,14374.695294452862
1.49,0.2692741979859601,3.048754381776034,1.190063408682386,1.2761269274222045,0.4919080115556134,29.781974008365815,0.6414812007833072,18.449991052656916,15.435683744305678,1.41281237552756,5.4728440022547,0.11953596517724319,2.99480765704047,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452307,14374.69529445369,14374.695294452376,14374.69529455324,14374.695294420002,14374.695294458352,14374.695294452866,14374.695294452871,14374.695294452864
1.5,0.2692741979859601,3.0487543817760345,1.190063408682386,1.276126927422204,0.4919080115556132,29.781974008365786,0.6414812007833074,18.449991052656944,15.435683744305646,1.4128123755275592,5.4728440022547,0.1195359651772432,2.99480765704047,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452365,14374.695294453686,14374.695294452387,14374.695294552308,14374.695294420279,14374.6952944583,14374.695294452866,14374.695294452873,14374.695294452864
1.51,0.2692741979859601,3.0487543817760345,1.190063408682386,1.2761269274222033,0.4919080115556129,29.781974008365758,0.6414812007833077,18.449991052656976,15.435683744305615,1.4128123755275588,5.472844002254701,0.1195359651772432,2.9948076570404703,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452365,14374.695294453679,14374.695294452391,14374.695294551435,14374.695294420584,14374.695294458257,14374.695294452868,14374.695294452873,14374.695294452866
1.52,0.26927419798596014,3.0487543817760345,1.190063408682386,1.276126927422203,0.4919080115556127,29.781974008365726,0.641481200783308,18.449991052657005,15.435683744305585,1.4128123755275581,5.472844002254701,0.11953596517724321,2.9948076570404703,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452365,14374.695294453675,14374.695294452391,14374.695294550504,14374.695294420846,14374.695294458214,14374.695294452868,14374.695294452875,14374.695294452866
1.53,0.26927419798596014,3.048754381776035,1.190063408682386,1.2761269274222025,0.4919080115556125,29.781974008365697,0.6414812007833082,18.449991052657037,15.435683744305553,1.4128123755275575,5.472844002254702,0.11953596517724321,2.9948076570404707,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452424,14374.695294453672,14374.695294452395,14374.695294549572,14374.695294421166,14374.69529445816,14374.69529445287,14374.695294452875,14374.695294452868
1.54,0.26927419798596014,3.048754381776035,1.1900634086823862,1.2761269274222018,0.49190801155561226,29.78197400836567,0.6414812007833085,18.449991052657065,15.435683744305523,1.412812375527557,5.472844002254702,0.11953596517724323,2.9948076570404707,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452365,14374.695294453668,14374.695294452406,14374.6952945487,14374.695294421472,14374.69529445812,14374.69529445287,14374.695294452877,14374.695294452868
1.55,0.2692741979859602,3.048754381776035,1.1900634086823862,1.2761269274222014,0.491908011555612,29.781974008365637,0.6414812007833087,18.449991052657097,15.435683744305491,1.4128123755275563,5.4728440022547025,0.11953596517724324,2.994807657040471,2800.0,900.0,50.0,500.0,1.0,14374.695294452831,14374.695294452365,14374.695294453664,14374.69529445241,14374.69529454771,14374.695294421748,14374.69529445807,14374.695294452871,14374.695294452878,14374.69529445287
1.56,0.2692741979859602,3.0487543817760354,1.1900634086823862,1.276126927422201,0.49190801155561176,29.78197400836561,0.641481200783309,18.449991052657126,15.43568374430546,1.4128123755275557,5.4728440022547025,0.11953596517724324,2.994807657040471,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452424,14374.69529445366,14374.695294452413,14374.695294546895,14374.69529442204,14374.695294458023,14374.695294452871,14374.695294452878,14374.69529445287
1.57,0.2692741979859602,3.0487543817760354,1.1900634086823862,1.2761269274222002,0.49190801155561154,29.78197400836558,0.6414812007833092,18.449991052657158,15.43568374430543,1.412812375527555,5.4728440022547025,0.11953596517724326,2.9948076570404716,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452424,14374.695294453652,14374.695294452416,14374.695294545963,14374.695294422345,14374.695294457975,14374.695294452871,14374.69529445288,14374.695294452871
1.58,0.2692741979859602,3.048754381776036,1.1900634086823865,1.2761269274221998,0.49190801155561126,29.781974008365548,0.6414812007833095,18.449991052657186,15.435683744305399,1.4128123755275546,5.472844002254703,0.11953596517724326,2.9948076570404716,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452424,14374.695294453652,14374.695294452424,14374.695294545032,14374.695294422621,14374.695294457928,14374.695294452875,14374.69529445288,14374.695294452871
1.59,0.26927419798596025,3.048754381776036,1.1900634086823865,1.2761269274221994,0.49190801155561104,29.78197400836552,0.6414812007833097,18.449991052657218,15.435683744305368,1.412812375527554,5.472844002254703,0.11953596517724327,2.9948076570404716,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452424,14374.695294453648,14374.695294452431,14374.6952945441,14374.695294422927,14374.695294457884,14374.695294452875,14374.695294452882,14374.695294452871
1.6,0.26927419798596025,3.048754381776036,1.1900634086823865,1.2761269274221987,0.4919080115556108,29.78197400836549,0.64148120078331,18.449991052657246,15.435683744305337,1.4128123755275532,5.472844002254704,0.11953596517724328,2.994807657040472,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452424,14374.695294453639,14374.695294452435,14374.695294543228,14374.695294423218,14374.695294457832,14374.695294452877,14374.695294452884,14374.695294452875
1.61,0.26927419798596025,3.0487543817760363,1.1900634086823865,1.2761269274221982,0.4919080115556106,29.78197400836546,0.6414812007833103,18.44999105265728,15.435683744305306,1.4128123755275526,5.472844002254704,0.11953596517724328,2.994807657040472,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452482,14374.695294453635,14374.69529445245,14374.695294542296,14374.695294423524,14374.695294457788,14374.695294452877,14374.695294452884,14374.695294452875
1.62,0.2692741979859603,3.0487543817760363,1.1900634086823867,1.2761269274221976,0.4919080115556103,29.78197400836543,0.6414812007833105,18.449991052657307,15.435683744305274,1.4128123755275521,5.472844002254705,0.1195359651772433,2.9948076570404725,2800.0,900.0,50.0,500.0,1.0,14374.695294452598,14374.695294452424,14374.695294453628,14374.695294452438,14374.695294541365,14374.695294423815,14374.695294457739,14374.695294452878,14374.695294452886,14374.695294452877
1.6300000000000001,0.2692741979859603,3.0487543817760367,1.1900634086823867,1.2761269274221971,0.4919080115556101,29.781974008365403,0.6414812007833107,18.44999105265734,15.435683744305244,1.4128123755275515,5.472844002254705,0.1195359651772433,2.9948076570404725,2800.0,900.0,50.0,500.0,1.0,14374.695294452365,14374.695294452424,14374.695294453624,14374.69529445245,14374.695294540434,14374.695294424106,14374.695294457691,14374.695294452878,14374.695294452886,14374.695294452877
