value_component_environment_variable_time,value_component_cAMP_variable_cAMP,value_component_cAMP_variable_Ko,value_component_cAMP_variable_Ka,value_component_cAMP_variable_Kb,value_component_cAMP_variable_Kdsm,value_component_cAMP_variable_Vmsm,value_component_cAMP_variable_Vdsm,value_component_cAMP_variable_ACTH,value_component_IS_variable_IS,value_component_IS_variable_Crpt,value_component_IS_variable_K,value_component_IS_variable_Kd,value_component_IS_variable_n,value_component_V_variable_V,value_component_V_variable_P,value_component_V_variable_Q,value_component_W_variable_W,value_component_W_variable_T,value_component_W_variable_U,value_component_CHOC_variable_CHOC,value_component_CHOM_variable_CHOM,value_component_CHOL_variable_CHOL,value_component_Kmtr_variable_Kmtr,value_component_Kmtr_variable_C,value_component_Kmtr_variable_D,value_component_Kfor_variable_Kfor,value_component_Kfor_variable_R,value_component_Kfor_variable_S,value_component_CHON_variable_CHON,value_component_PREG_variable_PREG,value_component_PRO_variable_PRO,value_component_PRO_variable_HA,value_component_HYPR_variable_HYPR,value_component_CORT_variable_CORT,value_component_CORT_variable_LH,value_component_model_parameters_variable_Lmtr,value_component_model_parameters_variable_Kbac,value_component_model_parameters_variable_Kcb,value_component_model_parameters_variable_Kcf,value_component_model_parameters_variable_Vm,value_component_model_parameters_variable_Km,value_component_model_parameters_variable_Vmptr,value_component_model_parameters_variable_Kmptr,value_component_model_parameters_variable_AH,value_component_model_parameters_variable_HY
0.0,0.95,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.472976140757801,3.0,80.0,2.11,4.0,11.3,0.052,0.042,10.0,8.0,0.0015,532.0,139.0,3000.0,0.446,6.25,125.0,0.37,3.0,76.0,3.03,6.56,0.64,0.5,0.64,5.2,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
0.1,0.9499749683909366,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.472017166740356,3.0,80.0,2.11,4.0,11.301793177859647,0.052,0.042,10.000003659461523,8.0,0.0015,531.9741106586548,138.97548526627054,3000.0399388576643,0.4736042358082619,6.25,125.0,0.3738982360851677,3.0,76.0,3.0611404984783466,6.5728747465109825,0.6394823722856804,0.5,0.639557248980274,5.848969077992057,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
0.2,0.9499519397677022,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.471134988058058,3.0,80.0,2.11,4.0,11.303574066122797,0.052,0.042,10.000007669083972,8.0,0.0015,531.8519027185691,139.05680062892503,3000.0799543406847,0.47356014637900906,6.25,125.0,0.37386503659084963,3.0,76.0,3.0698638035585857,6.593194287105068,0.6408140256059851,0.5,0.6401188243397846,6.452554389861285,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
0.30000000000000004,0.9499307538624532,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.470323450768365,3.0,80.0,2.11,4.0,11.305343098593706,0.052,0.042,10.00001199480359,8.0,0.0015,531.7494722171816,139.12111906147288,3000.120041420588,0.4735193046512352,6.25,125.0,0.3738326444809557,3.0,76.0,3.072536068572086,6.610982326580885,0.6424972348632805,0.5,0.6415393349852605,7.015674836180276,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
0.4,0.9499112632301056,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.469576894709828,3.0,80.0,2.11,4.0,11.307100676625828,0.052,0.042,10.000016586193432,8.0,0.0015,531.6630381300897,139.16971927972315,3000.160183407081,0.4734817263631598,6.25,125.0,0.37380284795060037,3.0,76.0,3.0738023315599743,6.625140590554131,0.6439871044744949,0.5,0.6430873326013077,7.541884378782691,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
0.5,0.9498933322219547,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.46889011376077,3.0,80.0,2.11,4.0,11.308847171715966,0.052,0.042,10.00002140271902,8.0,0.0015,531.589395427484,139.20548160497728,3000.2003660110895,0.47344715692987893,6.25,125.0,0.3737754366326836,3.0,76.0,3.074573735282759,6.636144950422756,0.6451865788979416,0.5,0.644440907461147,8.033656035700906,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
0.6000000000000001,0.9498768360427293,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.468258319361402,3.0,80.0,2.11,4.0,11.310582927887559,0.052,0.042,10.000026412003395,8.0,0.0015,531.5259525263542,139.23104006480494,3000.240577749572,0.47341535521668904,6.25,125.0,0.37375022036934524,3.0,76.0,3.075068369190282,6.644614036252202,0.6461221463628944,0.5,0.6455330857914899,8.493014456321557,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
0.7000000000000001,0.9498616598820129,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.467677106941508,3.0,80.0,2.11,4.0,11.312308263885027,0.052,0.042,10.000031588229803,8.0,0.0015,531.4706358129041,139.24855502820182,3000.2808095365936,0.47338609950795835,6.25,125.0,0.37372702302837907,3.0,76.0,3.0753660687542617,6.651080469426608,0.6468419906687745,0.5,0.6463862502679301,8.921822183942947,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
0.8,0.9498476981158992,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.467142425086514,3.0,80.0,2.11,4.0,11.314023475189957,0.052,0.042,10.000036910826857,8.0,0.0015,531.4217910160353,139.25975574050494,3000.321054225803,0.47335918525217685,6.25,125.0,0.37370568300462,3.0,76.0,3.075515248777791,6.655971428480995,0.6473903554061662,0.5,0.6470422163788184,9.321867708120516,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
0.9,0.9498348535714608,0.013,10.0,1000000.0,10.0,6.0,10.0,1.2e-05,9.4666505471501,3.0,80.0,2.11,4.0,11.315728835877984,0.052,0.042,10.000042363405933,8.0,0.0015,531.3780995978653,139.26601972513214,3000.3613062174713,0.4733344265766939,6.25,125.0,0.3736860511002762,3.0,76.0,3.0755505865478785,6.659625703372805,0.6478036633885758,0.5,0.6475406960742398,9.694880390302442,0.724,1.65,10.0,0.01,0.00033,1890.0,270.0,500.0,150.0,16.4,16.4
