Time,aca,oaa,coa,cit,icit,akg,ssa,suc,sca,fa,mal,gly,biosyn,cell,CS,ACN,ICD1,ICD2,KDH,KGD,SSADH,ScAS,SDH,FUM,MDH,ICL1,ICL2,MS,SYN
0.0,0.5,0.0003,0.0001,3.4,0.06,0.96,0.03,2.464,0.04,0.08528,0.408,0.114,0.1,1.0,0.05015157596055991,20.213555555555555,3.2376774193548385,2.7237666666666667,51.736791578947376,32.13205197505197,0.6151659574468085,0.6854347228584516,0.9213744842064623,9.838982077553116,59.386812780890224,0.03728008808560319,0.011138037528543534,11.072097584342599,0.2032852433333333
0.01,0.5,0.0003,0.0001,3.205410693096856,0.15135626647585734,0.3302342798112327,0.26862969270849846,2.4893239402567735,0.49664352598026257,0.0288779941835526,0.14468157843827595,0.02771294114040097,0.1,1.0,0.05308428285297001,18.944493556734514,7.185687675792419,6.15834476009842,39.4009770776265,19.03881647944821,3.2532804039917584,1.1315074322461185,0.955599760489144,4.07978928700438,26.01735122600573,0.102958988795764,0.028117589302468594,5.624539240681766,0.45503150606387754
0.02,0.5,0.0003,0.0001,3.020526429159608,0.18678192368973043,0.0777099368150859,0.35059038660705866,2.5279113751559708,0.7639333789087366,0.010361655388971705,0.04340832799151598,0.0025037136330912694,0.1,1.0,0.056207089998482236,18.186385218729257,8.480775946149663,7.308922283276934,17.36456024091002,6.303394049083667,3.6642212378102172,1.154340984160534,0.967552825498936,1.9206893969291385,7.878439565617245,0.12373128725446554,0.03432738400209063,0.7621605561962796,0.538428709623447
0.03,0.5,0.0003,0.0001,2.8423350244235928,0.20315024245143404,0.04986320206116033,0.3618775194701365,2.5682574662039745,0.8873677826589625,0.005259113897652993,0.016919690915379634,0.0005943923280460573,0.1,1.0,0.05958536584961041,17.579864705529708,8.699310367231098,7.548001880686498,11.770622265000705,4.223849387468942,3.691164967597666,1.1602775817087883,0.9713520563176306,1.1879911840642743,2.4256181705502784,0.12749548423889215,0.036802086194278175,0.19150496729417413,0.5540333476539899
0.04,0.5,0.0003,0.0001,2.6699507693973574,0.21132083008151098,0.05040175351698305,0.3671194598943547,2.608718873629824,0.9906682220604689,0.004204113789651031,0.011942498931236447,0.0005147239991258391,0.1,1.0,0.06326377292289052,17.02634538695931,8.747156901540441,7.617969890463689,11.357860471764697,4.261355045841266,3.690508331358951,1.164110314436311,0.972687691689271,1.0126270701243225,1.3631352160105727,0.1279832954742502,0.0378963750919787,0.1668724404571859,0.5580508236073408
0.05,0.5,0.0003,0.0001,2.5029656898380455,0.21349328382364713,0.05232985013498506,0.373535197649061,2.6492229384491597,1.0919684614083272,0.004016036861617502,0.011078507669707057,0.0005098531859794222,0.1,1.0,0.06728746353991422,16.50568635903664,8.752986729983418,7.630924473748752,11.234742489121807,4.40506102875061,3.6949116458148947,1.1671792535714571,0.9734870478698058,0.9802861561187619,1.1774308297138072,0.12691169645733627,0.03805002197418987,0.16544719746728417,0.5586913720472669
0.06,0.5,0.0003,0.0001,2.341108549932911,0.21076666621486087,0.054039878613266194,0.38123591334030216,2.6897999797367067,1.1919405288627403,0.003984805601094035,0.010925808716258884,0.0005025610754122014,0.1,1.0,0.0717080737184148,16.007766047849998,8.730808295145314,7.603093559902445,11.09127312585308,4.529671288950254,3.704564421962764,1.1697062578572166,0.9741756982980049,0.9752458279964775,1.1445707745091158,0.12469026154462537,0.037454248171702884,0.16312578930475677,0.5569860532571286
0.07,0.5,0.0003,0.0001,2.184196162499244,0.2039829082841896,0.055444930635294334,0.38994083715532324,2.7304737158219554,1.2902962443320758,0.003980081252044517,0.010888913373031306,0.000490363276591359,0.1,1.0,0.07658574034596424,15.524847001612024,8.684017421399966,7.539631080761601,10.91641870664863,4.629135453578523,3.7179694772052447,1.1718159057390911,0.9748314820825725,0.9749869276396483,1.1366293082313352,0.1215164821090416,0.03624086927116978,0.15920568571487506,0.5532264139237094
0.08,0.5,0.0003,0.0001,2.032117330247191,0.1938624521172709,0.05653210560082021,0.39936666480936095,2.771256427131145,1.3867355512876554,0.0039792336759638895,0.01086613722071461,0.0004737779068847181,0.1,1.0,0.0819909503213353,15.050268838693496,8.613008633306201,7.441847528553152,10.71204424842342,4.703136443659455,3.733716312504893,1.1735967640996983,0.9754683746635436,0.9755303752120279,1.1317265553384501,0.11749405197300698,0.0345133511428632,0.15386828161868918,0.5474705951194039
0.09,0.5,0.0003,0.0001,1.8848254596090441,0.18106528987196538,0.05727981214738444,0.40923750114445634,2.8121494493622143,1.4809673360526385,0.003978451268561961,0.01084071275424309,0.0004532834012396627,0.1,1.0,0.08800658067651002,14.57784824240683,8.516323838629408,7.308727714915661,10.477978749071177,4.75066038103986,3.7505420163111567,1.175113805053823,0.9760891840403524,0.9761926838232243,1.1262534206494177,0.11267464176339015,0.032361330881636355,0.147267928663868,0.5396342579758868
0.1,0.5,0.0003,0.0001,1.7423359042351934,0.16622977235138198,0.05765483284928605,0.4192746755942369,2.853143861183654,1.5726871081517337,0.003977128263531132,0.010810210071087076,0.0004292531409284066,0.1,1.0,0.09473014037297253,14.101509850792995,8.39106638098855,7.137668167094213,10.211921687271879,4.76977550529038,3.7672948573319034,1.1764154049614939,0.9766946993655622,0.9768566575744719,1.119686663977741,0.10708386769165333,0.02987025501748451,0.13952260777627778,0.5295298480896222
0.11,0.5,0.0003,0.0001,1.6047262541278098,0.1499983553797918,0.057614493040043076,0.42918732173851676,2.894221116195301,1.6615586298984781,0.003975217985120402,0.01077467839831421,0.0004020329889208748,0.1,1.0,0.10227612904021645,13.615070771582294,8.23318887338536,6.925105837605975,9.910002602335567,4.757781546743419,3.782895855561959,1.1775380153279595,0.9772852453686076,0.9775046402740263,1.112036648824539,0.10074359913526532,0.027128405468981473,0.1307409507600128,0.5168978496448045
0.12,0.5,0.0003,0.0001,1.4721379955635756,0.13303123317968865,0.057110902623843426,0.4386653879993107,2.9353536350811322,1.7472014827588849,0.003972758676179968,0.010734580129150871,0.00037202828353436607,0.1,1.0,0.11077832507730298,13.112189352191283,8.037912596905027,6.667362570495314,9.567447258555864,4.711489402726502,3.796305769217298,1.1785093751570583,0.977860977483132,0.9781327559113142,1.1034026708392606,0.09369617748559408,0.024231707518519448,0.12105079903414137,0.5014498832083516
0.13,0.5,0.0003,0.0001,1.3447776223454646,0.11600379957366966,0.0560989498435362,0.4473768776247403,2.9765054353397664,1.8291867944859277,0.003969813512772755,0.010690590554349287,0.00033979389326117544,0.1,1.0,0.12039168143386983,12.586547358428982,7.800525868132673,6.361958769289204,9.179597234464502,4.627757273253848,3.80650268978761,1.1793507889475223,0.9784219396269216,0.9787378288549597,1.0939298773538169,0.08603206599662372,0.021285503110069888,0.11062862736543663,0.48294072613608596
0.14,0.5,0.0003,0.0001,1.222914381946504,0.09958071829017241,0.0545497536120898,0.4549724249435958,3.0176329123184127,1.9070458871882325,0.00396648009282545,0.010643706673164778,0.0003061132671334485,0.1,1.0,0.13129338243198796,12.032367690153073,7.517767277840989,6.009477389550889,8.743535016522417,4.50442455331614,3.812478332225803,1.180078821475774,0.9789680828563386,0.9793166356908236,1.0838327384923159,0.07791629676634347,0.01840156144460724,0.09972558382450199,0.461279043158063
0.15,0.5,0.0003,0.0001,1.1068707728907783,0.08436014990295468,0.05246876635349634,0.4611012750486583,3.058685879846679,1.9802984488465734,0.003962893486830404,0.010595295340520096,0.0002720264147208039,0.1,1.0,0.14368259067910508,11.445338959983323,7.189697566120294,5.615552036328528,8.260262981632827,4.341620909358579,3.8132636517756464,1.1807066490665679,0.9794992877466471,0.979865183390905,1.0734054703726272,0.06959970595433977,0.01568845307228388,0.08867717571745846,0.4366590114435048
0.16,0.5,0.0003,0.0001,0.9970021862049524,0.07079499827189839,0.049911878398002235,0.46544008400706777,3.099608873992793,2.048502285064186,0.003959224967377117,0.010547049345537669,0.00023874944095868584,0.1,1.0,0.15777854316196877,10.823824380194294,6.821305387187072,5.191800477637058,7.7366702542438786,4.143010810122783,3.8079868345315506,1.181245187031022,0.9800153889094371,0.9803798806435831,1.0630126313535129,0.06139585630335689,0.013235851006086511,0.07787776646952232,0.4096469099905028
0.17,0.5,0.0003,0.0001,0.8936646483401051,0.05911994016698384,0.04698698473177058,0.4677295406158727,3.140342546794537,2.111315556327988,0.003955667411584591,0.01050077819601731,0.00020745928329063865,0.1,1.0,0.17381693270057316,10.169924546774993,6.4224351492672405,4.754227513128284,7.185750200413738,3.9160629277430195,3.7959501891130163,1.1817039960728444,0.9805162035722848,0.9808602153838621,1.053044091257965,0.05361631062424418,0.01109802466508678,0.06771092143802272,0.3811241967876874
0.18,0.5,0.0003,0.0001,0.7971752170519967,0.049328932839820594,0.04383237926299404,0.4678046771871267,3.180824900093574,2.16854692430582,0.0039523967192159025,0.010458025132861907,0.00017902323984833504,0.1,1.0,0.19204458486286866,9.489772929707964,6.005196378220592,4.319027794303486,6.62394354866002,3.670630557257015,3.7766884054049603,1.1820918673738743,0.9810015661186969,0.9813096252616755,1.0438325131508446,0.04649076583375281,0.00928584095817296,0.05846112342321556,0.3520560442830711
0.19,0.5,0.0003,0.0001,0.7077748060720831,0.041231147002383325,0.04057821261143929,0.4656031987917748,3.2209921600964804,2.2201667946322186,0.003949534707606424,0.010419737505313555,0.00015382330682203355,0.1,1.0,0.21271194016535303,8.7927213083027,5.580416511819918,3.8984522762415947,6.066284515850458,3.416165405165677,3.749967746038093,1.1824170095774469,0.981471353928834,0.9817349221756182,1.0355822707360092,0.040125094612353585,0.0077740946107746475,0.05025573516490031,0.32322942567289753
0.2,0.5,0.0003,0.0001,0.6256034085722529,0.03455214368744481,0.03732242735038085,0.461147995178644,3.2607793105048075,2.266274474724862,0.0039471306908730385,0.010386187000544118,0.00013182470888607514,0.1,1.0,0.23606182783483093,8.089860227593046,5.1556614227267765,3.499438785509511,5.523453007038406,3.159890237910384,3.715718574832276,1.182686924922244,0.9819254978109233,0.9821429440674758,1.028352174857123,0.034518963351746375,0.006519041470504736,0.043086379730224965,0.2951389171008574
0.21,0.5,0.0003,0.0001,0.5506897484625909,0.029022218805952623,0.034127037269571794,0.45452124640295277,3.300120409895217,2.3070519558455707,0.003945174782180358,0.010357150915784983,0.00011274653916923371,0.1,1.0,0.2623129889645918,7.39261353033244,4.73578766570445,3.125077909510671,5.001436478228835,2.9064386857583178,3.6739552643201847,1.182908261046336,0.9823639739959016,0.9825384578687882,1.022094470118442,0.029615801578494097,0.005475040669336989,0.036863980449627666,0.2680555161148356
0.22,0.5,0.0003,0.0001,0.4829527285154776,0.024420609823426736,0.031033101227081587,0.4458425487332392,3.338948797761082,2.342726161015543,0.003943624395081385,0.01033218378575634,9.625236684955641e-05,0.1,1.0,0.2916372206751364,6.711809422719661,4.324699756195107,2.7768652522224286,4.503682230378067,2.658960484123629,3.6247172112972663,1.1830867686753934,0.9827867891091481,0.9829232494453711,1.0167133428961166,0.02534605303513895,0.0046035783048638,0.03148074981950099,0.24216336678703795
0.23,0.5,0.0003,0.0001,0.42220946299397705,0.020579113514389118,0.028073279127585372,0.43525950937910285,3.377197297447232,2.373553752060185,0.003942428845490863,0.010310811353094385,8.20327311980252e-05,0.1,1.0,0.3241306273141849,6.057185812630059,3.9264765508995505,2.455928235327098,4.032866701768648,2.4200837760430853,3.5680557457044366,1.1832274185626024,0.9831939668270065,0.9832974038039676,1.012106723845081,0.021645442509349695,0.0038746932690578773,0.026837174599354835,0.2176400032103287
0.24,0.5,0.0003,0.0001,0.36818686178702065,0.01736833243300373,0.02527816076723863,0.42294507662914194,3.414798529895877,2.399818370388413,0.0039415410460075006,0.010292610803767154,6.982593484661641e-05,0.1,1.0,0.35978104358863433,5.437096639101313,3.5453468626406,2.1631022151436357,3.591785780772791,2.192415704929532,3.5040476723808167,1.183334572767621,0.9835855422495712,0.9836603506016924,1.0081835903894036,0.018455879536869044,0.0032649240446181414,0.022848926823624705,0.19465811355244242
