data_set_value_component_environment_variable_time,data_set_value_component_environment_variable_V_cell,data_set_value_component_environment_variable_Ca_e,data_set_value_component_environment_variable_K_e,data_set_value_component_environment_variable_K_i,data_set_value_component_environment_variable_V_tau,data_set_value_component_environment_variable_k_tau,data_set_value_component_membrane_variable_V,data_set_value_component_membrane_variable_R,data_set_value_component_membrane_variable_T,data_set_value_component_membrane_variable_F,data_set_value_component_membrane_variable_Cm,data_set_value_component_L_type_calcium_current_variable_i_Ca_L,data_set_value_component_L_type_calcium_current_variable_phi_Ca,data_set_value_component_L_type_calcium_current_variable_g_Ca_L,data_set_value_component_L_type_calcium_current_m_gate_variable_m_L,data_set_value_component_L_type_calcium_current_m_gate_variable_m_L_infinity,data_set_value_component_L_type_calcium_current_m_gate_variable_tau_m_L,data_set_value_component_L_type_calcium_current_m_gate_variable_tau_m_L_max,data_set_value_component_L_type_calcium_current_m_gate_variable_V_m_L,data_set_value_component_L_type_calcium_current_m_gate_variable_k_m_L,data_set_value_component_T_type_calcium_current_variable_i_Ca_T,data_set_value_component_T_type_calcium_current_variable_g_Ca_T,data_set_value_component_T_type_calcium_current_m_gate_variable_m_T,data_set_value_component_T_type_calcium_current_m_gate_variable_m_T_infinity,data_set_value_component_T_type_calcium_current_m_gate_variable_tau_m_T,data_set_value_component_T_type_calcium_current_m_gate_variable_tau_m_T_max,data_set_value_component_T_type_calcium_current_m_gate_variable_V_m_T,data_set_value_component_T_type_calcium_current_m_gate_variable_k_m_T,data_set_value_component_T_type_calcium_current_h_gate_variable_h_T,data_set_value_component_T_type_calcium_current_h_gate_variable_h_T_infinity,data_set_value_component_T_type_calcium_current_h_gate_variable_tau_h_T,data_set_value_component_T_type_calcium_current_h_gate_variable_V_h_T,data_set_value_component_T_type_calcium_current_h_gate_variable_k_h_T,data_set_value_component_voltage_sensitive_K_current_variable_i_K_DR,data_set_value_component_voltage_sensitive_K_current_variable_phi_K,data_set_value_component_voltage_sensitive_K_current_variable_g_K_DR,data_set_value_component_voltage_sensitive_K_current_n_gate_variable_n,data_set_value_component_voltage_sensitive_K_current_n_gate_variable_n_infinity,data_set_value_component_voltage_sensitive_K_current_n_gate_variable_tau_n,data_set_value_component_voltage_sensitive_K_current_n_gate_variable_V_n,data_set_value_component_voltage_sensitive_K_current_n_gate_variable_k_n,data_set_value_component_Ca_activated_K_current_variable_i_K_Ca,data_set_value_component_Ca_activated_K_current_variable_g_K_Ca,data_set_value_component_Ca_activated_K_current_variable_Kc,data_set_value_component_leak_current_variable_i_leak,data_set_value_component_leak_current_variable_g_L,data_set_value_component_leak_current_variable_V_L,data_set_value_component_ER_calcium_variable_Ca_er,data_set_value_component_ER_calcium_variable_J_rel,data_set_value_component_ER_calcium_variable_J_up,data_set_value_component_ER_calcium_variable_V_er,data_set_value_component_ER_calcium_variable_K_er,data_set_value_component_ER_calcium_variable_f_er,data_set_value_component_ER_calcium_variable_P,data_set_value_component_ER_calcium_variable_v_er,data_set_value_component_cytosolic_calcium_variable_Ca_i,data_set_value_component_cytosolic_calcium_variable_V_c,data_set_value_component_cytosolic_calcium_variable_K_p,data_set_value_component_cytosolic_calcium_variable_f_cyt,data_set_value_component_cytosolic_calcium_variable_v_p,data_set_value_component_cytosolic_calcium_variable_J_in,data_set_value_component_cytosolic_calcium_variable_J_eff,data_set_value_component_cytosolic_calcium_variable_alpha,data_set_value_component_cytosolic_calcium_variable_beta
0.0,1.77,20.0,5.6,140.0,-60.0,22.0,-70.0,8314.0,310.0,96845.0,7.0,-0.0,-1407.2888643910192,9.0,0.0,0.012953727530695871,4.822404601847526,27.0,-18.0,12.0,-0.0,10.0,0.0,0.021678363260693726,1.7860757784620467,10.0,-30.0,10.5,0.0,0.9308615796566533,15.0,-57.0,5.0,0.0,10138.560412364308,0.1,0.0,1.4945115164976019e-05,20.0,-20.0,4.5,138.21027759917646,0.09,0.0004,-0.8999999999999999,0.3,-67.0,0.0172,2.0328e-05,3.141263940520446e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.00026,1.5045,8e-05,0.01,4.5e-05,0.0,4.1108108108108105e-05,7.4e-06,0.47
0.1,1.77,20.0,5.6,140.0,-60.0,22.0,-71.97920159729685,8314.0,310.0,96845.0,7.0,-0.0009074810849936098,-1446.035883139273,9.0,0.00026406327246379267,0.011005791953562742,4.139302591792372,27.0,-18.0,12.0,-0.00012128871813308559,10.0,0.0011574951906122924,0.01802122967953786,1.533075033997175,10.0,-30.0,10.5,0.006260412439209347,0.9523858521825157,15.0,-57.0,5.0,6.260900308139414e-05,10367.52061747756,0.1,6.038956216382915e-08,9.626957563087178e-06,20.0,-20.0,4.5,141.28226385566924,0.09,0.0004,-1.4937604791890549,0.3,-67.0,0.0172000104363637,2.032804454717778e-05,3.14102420596963e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.0002599733137155471,1.5045,8e-05,0.01,4.5e-05,7.612896543137547e-09,4.110737818072067e-05,7.4e-06,0.47
0.2,1.77,20.0,5.6,140.0,-60.0,22.0,-73.99424357257921,8314.0,310.0,96845.0,7.0,-0.0035992593899155196,-1485.5790080624051,9.0,0.0005188447677144202,0.009320387642340304,3.5216915599792182,27.0,-18.0,12.0,-0.0009030214082299949,10.0,0.002196347456302827,0.014921356660731622,1.3043302073997105,10.0,-30.0,10.5,0.012600860438224733,0.9676685354086124,15.0,-57.0,5.0,0.00010472811324482453,10602.33239321927,0.1,9.877837192861777e-08,6.152039248631836e-06,20.0,-20.0,4.5,144.4318168693308,0.09,0.0004,-2.0982730717737623,0.3,-67.0,0.017200020870428444,2.0328089080052663e-05,3.140784520629275e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.00025994663705122644,1.5045,8e-05,0.01,4.5e-05,3.3316877906276804e-08,4.1106648317689283e-05,7.4e-06,0.47
0.30000000000000004,1.77,20.0,5.6,140.0,-60.0,22.0,-76.0460608081496,8314.0,310.0,96845.0,7.0,-0.008004116200973887,-1525.9314164548634,9.0,0.0007634277294733541,0.007867067448296048,2.9725117389769675,27.0,-18.0,12.0,-0.0027901684627114095,10.0,0.0031034649068107704,0.012305354126608,1.1009302736951732,10.0,-30.0,10.5,0.018984612336460135,0.9783150261970612,15.0,-57.0,5.0,0.00013324104618065837,10843.134300866313,0.1,1.2288056431249132e-07,3.899414754604521e-06,20.0,-20.0,4.5,147.6607599208078,0.09,0.0004,-2.7138182424448813,0.3,-67.0,0.017200031302194902,2.032813358750563e-05,3.14054496781211e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.0002599199792735413,1.5045,8e-05,0.01,4.5e-05,7.98777065112712e-08,4.110591877279076e-05,7.4e-06,0.47
0.4,1.77,20.0,5.6,140.0,-60.0,22.0,-78.13560004052472,8314.0,310.0,96845.0,7.0,-0.01399081667651593,-1567.1066950554427,9.0,0.0009959808662122441,0.006618145094504526,2.491037403699882,27.0,-18.0,12.0,-0.005931933758445068,10.0,0.0038615483491633833,0.010107257551906479,0.922606445814771,10.0,-30.0,10.5,0.025384860018444297,0.985615569852216,15.0,-57.0,5.0,0.00015282095781273233,11090.065268966662,0.1,1.3779987232389994e-07,2.4509749293704252e-06,20.0,-20.0,4.5,150.97092166370768,0.09,0.0004,-3.3406800121574163,0.3,-67.0,0.017200041731664763,2.0328178057630054e-05,3.140305636791307e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.00025989335030638153,1.5045,8e-05,0.01,4.5e-05,1.474283532187114e-07,4.1105189818076066e-05,7.4e-06,0.47
0.5,1.77,20.0,5.6,140.0,-60.0,22.0,-80.26383267544055,8314.0,310.0,96845.0,7.0,-0.02133104031019113,-1609.1191076720797,9.0,0.001213642195690701,0.005548560612241013,2.073975175785753,27.0,-18.0,12.0,-0.010128899286577257,10.0,0.004450321771676777,0.008268234384265861,0.7681389539947233,10.0,-30.0,10.5,0.03178273267871463,0.9905548750425989,15.0,-57.0,5.0,0.00016655913000250392,11343.265987522887,0.1,1.468352502583576e-07,1.5273683378730663e-06,20.0,-20.0,4.5,154.3641526551377,0.09,0.0004,-3.979149802632166,0.3,-67.0,0.017200052158840556,2.0328222479329355e-05,3.140066610834282e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.00025986675939942614,1.5045,8e-05,0.01,4.5e-05,2.3280355301608605e-07,4.1104461707427734e-05,7.4e-06,0.47
0.6000000000000001,1.77,20.0,5.6,140.0,-60.0,22.0,-82.4317623704138,8314.0,310.0,96845.0,7.0,-0.02966145453283276,-1651.983759970227,9.0,0.0014124467397163129,0.004635737179187602,1.7164179872060383,27.0,-18.0,12.0,-0.014823649792001431,10.0,0.004848880370881162,0.006736194262861567,0.635710365631866,10.0,-30.0,10.5,0.038165102536367665,0.9938574417802306,15.0,-57.0,5.0,0.00017652142766719128,11602.879737255962,0.1,1.5213587632076755e-07,9.434467479923537e-07,20.0,-20.0,4.5,157.84233312908526,0.09,0.0004,-4.629528711124138,0.3,-67.0,0.017200062583725525,2.0328266844311854e-05,3.1398279522501845e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.00025984021346564545,1.5045,8e-05,0.01,4.5e-05,3.29189772003773e-07,4.110373463099319e-05,7.4e-06,0.47
0.7000000000000001,1.77,20.0,5.6,140.0,-60.0,22.0,-84.6404319493096,8314.0,310.0,96845.0,7.0,-0.03844994163346133,-1695.7167499253069,9.0,0.00158726680091383,0.0038594282656391203,1.4126012838337567,27.0,-18.0,12.0,-0.019170931926908084,10.0,0.005039096074915046,0.005465328877675363,0.5231856606791692,10.0,-30.0,10.5,0.044523022340348134,0.996042141179073,15.0,-57.0,5.0,0.0001840750028158914,11869.053174563895,0.1,1.5508819457509496e-07,5.775094617571927e-07,20.0,-20.0,4.5,161.40737965422213,0.09,0.0004,-5.29212958479288,0.3,-67.0,0.017200073006323327,2.0328311149093946e-05,3.139589687359677e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.0002598137154117025,1.5045,8e-05,0.01,4.5e-05,4.263944643467337e-07,4.1103008669349495e-05,7.4e-06,0.47
0.8,1.77,20.0,5.6,140.0,-60.0,22.0,-86.8909295391879,8314.0,310.0,96845.0,7.0,-0.04697665044231953,-1740.335301205243,9.0,0.0017318222063744358,0.0032015587141431146,1.1564598168181737,27.0,-18.0,12.0,-0.022216514736211945,10.0,0.005010416044440938,0.004415610597381811,0.4283184506733977,10.0,-30.0,10.5,0.05085052261049617,0.9974729840079504,15.0,-57.0,5.0,0.0001901138845913572,12141.937053470903,0.1,1.5657623965116103e-07,3.502385444843294e-07,20.0,-20.0,4.5,165.06125103138763,0.09,0.0004,-5.967278861756368,0.3,-67.0,0.01720008342663767,2.0328355396649182e-05,3.1393517941040685e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.00025978726276335067,1.5045,8e-05,0.01,4.5e-05,5.120294223211329e-07,4.110228375567928e-05,7.4e-06,0.47
0.9,1.77,20.0,5.6,140.0,-60.0,22.0,-89.18439107351806,8314.0,310.0,96845.0,7.0,-0.05434817813596135,-1785.857822360817,9.0,0.0018388563345853558,0.0026460636454526897,0.9420102776378102,27.0,-18.0,12.0,-0.02317723196678974,10.0,0.004765661634643052,0.0035522741600365107,0.3488926954214112,10.0,-30.0,10.5,0.057143689747592964,0.9984011622691735,15.0,-57.0,5.0,0.00019521980124947167,12421.686529454571,0.1,1.5716046350595168e-07,2.1038864254545292e-07,20.0,-20.0,4.5,168.80594987643053,0.09,0.0004,-6.655317322055417,0.3,-67.0,0.01720009384467179,2.0328399597044323e-05,3.1391141972353576e-05,0.2655,0.0002,0.0025,0.0012,5e-05,0.00025976084713485206,1.5045,8e-05,0.01,4.5e-05,5.736880347603581e-07,4.1101559661025516e-05,7.4e-06,0.47
