data_set_T,data_set_B,data_set_Y,data_set_Z
3.3,0.0,0.81371528,0.1081093
3.3199999,0.0,0.81216878,0.10803923
3.3399999,0.0,0.81063563,0.10796975
3.3599999,0.0,0.80911577,0.10790086
3.3800001,0.0,0.80760902,0.10783255
3.4000001,0.0,0.80611533,0.10776483
3.4200001,0.0,0.80463457,0.10769768
3.4400001,0.0,0.80316657,0.1076311
3.46,0.0,0.80171132,0.10756509
3.48,0.0,0.80026871,0.10749964
3.5,0.0,0.79883856,0.10743475
3.52,0.0,0.79742074,0.10737041
3.54,0.0,0.79601526,0.10730662
3.5599999,0.0,0.79462194,0.10724337
3.5799999,0.0,0.79324067,0.10718067
3.5999999,0.0,0.79187137,0.10711849
3.6199999,0.0,0.79051393,0.10705686
3.6400001,0.0,0.7891683,0.10699574
3.6600001,0.0,0.78783429,0.10693514
3.6800001,0.0,0.78651184,0.10687506
3.7,0.0,0.78520089,0.10681549
3.72,0.0,0.78390127,0.10675644
3.74,0.0,0.78261292,0.10669789
3.76,0.0,0.78133577,0.10663983
3.78,0.0,0.78006971,0.10658227
3.8,0.0,0.77881461,0.10652521
3.8199999,0.0,0.77757037,0.10646863
3.8399999,0.0,0.77633697,0.10641253
3.8599999,0.0,0.77511424,0.10635692
3.8800001,0.0,0.77390218,0.10630178
3.9000001,0.0,0.77270061,0.1062471
3.9200001,0.0,0.77150941,0.1061929
3.9400001,0.0,0.77032864,0.10613917
3.96,0.0,0.76915807,0.10608589
3.98,0.0,0.76799768,0.10603306
4.0,0.0,0.76684737,0.10598069
4.02,0.76403773,0.77182418,0.17961809
4.04,0.7609877,0.80482674,0.23716544
4.0599999,0.75794983,0.85613245,0.26684308
4.0799999,0.75492406,0.9154222,0.28331169
4.0999999,0.75191039,0.97730523,0.29396445
4.1199999,0.74890876,1.0392385,0.30221233
4.1399999,0.74591911,1.0999804,0.30964234
4.1599998,0.74294138,1.1588374,0.31704634
4.1799998,0.73997557,1.2153174,0.32488567
4.1999998,0.73702157,1.2689581,0.33351052
4.2199998,0.73407936,1.3192154,0.34328321
4.2399998,0.7311489,1.3653505,0.35468173
4.2600002,0.72823018,1.4062543,0.36844212
4.2800002,0.72532308,1.4401013,0.3858355
4.3000002,0.72242755,1.4635417,0.40932944
4.3200002,0.71954364,1.4694517,0.44448906
4.3400002,0.71667123,1.439037,0.50688207
4.3600001,0.71381027,1.3050121,0.65523559
4.3800001,0.71096069,0.88459384,1.043039
4.4000001,0.70812255,0.6807965,1.1466813
4.4200001,0.70529574,0.67184824,1.0559375
4.4400001,0.7024802,0.68401694,0.96253502
4.46,0.69967586,0.70515513,0.87778467
4.48,0.69688272,0.73483431,0.80044985
4.5,0.6941008,0.77342957,0.72880763
4.52,0.6913299,0.82114971,0.66161555
4.54,0.68857014,0.87757218,0.59845513
4.5599999,0.68582135,0.94109589,0.54008597
4.5799999,0.68308353,1.0086925,0.48844877
4.5999999,0.68035668,1.0765684,0.44581658
4.6199999,0.67764068,1.1415203,0.41347301
4.6399999,0.67493552,1.2018081,0.39110234
4.6599998,0.67224115,1.2569767,0.37726358
4.6799998,0.66955757,1.3071904,0.37021911
4.6999998,0.66688472,1.3526824,0.36849549
4.7199998,0.66422248,1.3934537,0.37111095
4.7399998,0.66157091,1.4291025,0.37764212
4.7600002,0.65892988,1.4586244,0.38830674
4.7800002,0.65629947,1.4799864,0.40424562
4.8000002,0.65367949,1.4890155,0.42839894
4.8200002,0.65107,1.4760058,0.46837822
4.8400002,0.64847094,1.4126099,0.54803574
4.8600001,0.64588225,1.1902276,0.76291507
4.8800001,0.64330387,0.76005745,1.1239076
4.9000001,0.64073581,0.67414021,1.0974425
4.9200001,0.63817793,0.67832893,0.99481922
4.9400001,0.63563037,0.69791847,0.89677846
4.96,0.63309288,0.72887689,0.80603176
4.98,0.63056558,0.77203542,0.72044301
5.0,0.62804836,0.82821703,0.63830549
5.02,0.62554121,0.89659441,0.55978578
5.04,0.62304401,0.97303891,0.4880994
5.0599999,0.62055683,1.0505457,0.42849782
5.0799999,0.61807954,1.122936,0.38442767
5.0999999,0.61561215,1.1877337,0.35524839
5.1199999,0.61315465,1.2453949,0.33774838
5.1399999,0.61070693,1.2973449,0.32843754
5.1599998,0.60826898,1.3448745,0.32460654
5.1799998,0.60584074,1.3888487,0.32444438
5.1999998,0.60342222,1.4297361,0.32684243
5.2199998,0.60101336,1.4676979,0.33118173
5.2399998,0.5986141,1.5026507,0.33718407
5.2600002,0.59622443,1.5342826,0.34483513
5.2800002,0.59384429,1.562009,0.3543773
5.3000002,0.5914737,1.5848356,0.36639094
5.3200002,0.58911252,1.6010313,0.38203967
5.3400002,0.58676076,1.6073108,0.40373105
5.3600001,0.58441842,1.5964713,0.43711802
5.3800001,0.58208537,1.5486476,0.49878886
5.4000001,0.57976168,1.3855704,0.65782666
5.4200001,0.5774473,0.86827499,1.1175972
5.4400001,0.57514215,0.67435187,1.1796141
5.46,0.57284611,0.66997892,1.0606592
5.48,0.57055932,0.68514985,0.94565189
5.5,0.56828165,0.71323669,0.83967602
5.52,0.5660131,0.75606781,0.73934102
5.54,0.56375355,0.81555873,0.64184171
5.5599999,0.56150305,0.89088076,0.54749048
5.5799999,0.5592615,0.97510749,0.46223083
5.5999999,0.55702895,1.0569752,0.39483243
5.6199999,0.55480528,1.1289891,0.34882852
5.6399999,0.55259049,1.1904434,0.32082599
5.6599998,0.55038452,1.2437744,0.30521095
5.6799998,0.54818738,1.2915056,0.29735565
5.6999998,0.54599899,1.3353968,0.29420155
5.7199998,0.54381937,1.3765124,0.29389909
5.7399998,0.54164845,1.4154485,0.29537323
5.7600002,0.53948617,1.4525129,0.29801348
5.7800002,0.53733253,1.4878384,0.30148321
5.8000002,0.53518748,1.5214487,0.30560929
5.8200002,0.53305101,1.5532912,0.31032091
5.8400002,0.53092307,1.5832504,0.31561849
5.8600001,0.52880365,1.6111478,0.32156122
5.8800001,0.52669263,1.6367266,0.32826984
5.9000001,0.52459008,1.6596216,0.33594435
5.9200001,0.52249593,1.6792985,0.34490538
5.9400001,0.52041012,1.694939,0.35567978
5.96,0.5183326,1.7052033,0.36918557
5.98,0.51626343,1.7076832,0.3871735
6.0,0.51420254,1.697439,0.41345245
6.02,0.51214981,1.6621128,0.45813373
6.04,0.51010531,1.5590435,0.55824667
6.0599999,0.50806898,1.1699296,0.91112339
6.0799999,0.50604075,0.69587833,1.257157
6.0999999,0.50402063,0.66587389,1.1374019
6.1199999,0.50200856,0.67481422,1.0045983
6.1399999,0.50000453,0.69818848,0.88277036
6.1599998,0.49800852,0.73826027,0.76773107
6.1799998,0.49602047,0.79831922,0.65518534
6.1999998,0.49404034,0.87813276,0.54498595
6.2199998,0.49206811,0.96802068,0.44584075
6.2399998,0.49010378,1.0520439,0.37047166
6.2600002,0.48814729,1.121834,0.32205209
6.2800002,0.4861986,1.1787721,0.29421142
6.3000002,0.4842577,1.2269814,0.27930877
6.3200002,0.48232451,1.2697312,0.27193323
6.3400002,0.48039907,1.3090409,0.26883256
6.3600001,0.47848132,1.3460587,0.26816007
6.3800001,0.47657123,1.3814154,0.26888692
6.4000001,0.47466874,1.4154507,0.27044258
6.4200001,0.47277385,1.4483432,0.27251065
6.4400001,0.47088653,1.4801813,0.27491593
6.46,0.46900675,1.5110028,0.27756244
6.48,0.46713448,1.5408157,0.28039938
6.5,0.46526965,1.5696094,0.28340253
6.52,0.46341231,1.5973604,0.28656408
6.54,0.46156237,1.6240345,0.28988728
6.5599999,0.45971981,1.6495883,0.29338369
6.5799999,0.45788458,1.6739681,0.29707232
6.5999999,0.45605671,1.6971077,0.30097985
6.6199999,0.45423612,1.7189263,0.30514196
6.6399999,0.45242283,1.7393235,0.30960587
6.6599998,0.45061675,1.7581725,0.31443453
6.6799998,0.44881788,1.7753103,0.31971332
6.6999998,0.44702619,1.7905208,0.32556081
6.7199998,0.44524166,1.8035097,0.33214703
6.7399998,0.44346425,1.8138591,0.33972573
6.7600002,0.44169393,1.8209468,0.34869492
6.7800002,0.43993068,1.8237864,0.35971954
6.8000002,0.43817449,1.8206824,0.37400666
6.8200002,0.43642527,1.8083742,0.3940106
6.8400002,0.43468305,1.7794837,0.42561349
6.8600001,0.43294781,1.7123995,0.48709378
6.8800001,0.43121946,1.5087147,0.66662782
6.9000001,0.42949805,0.82721323,1.2571843
6.9200001,0.42778349,0.6682809,1.2412986
6.9400001,0.42607576,0.6666702,1.0885675
6.96,0.42437485,0.68254143,0.94784874
6.98,0.42268077,0.71601832,0.81660694
7.0,0.42099342,0.77202475,0.68851423
7.02,0.4193128,0.85250819,0.56128794
7.04,0.4176389,0.94691426,0.4448047
7.0599999,0.41597167,1.033741,0.35702738
7.0799999,0.41431111,1.1020305,0.30252695
7.0999999,0.41265717,1.1547643,0.27224997
7.1199999,0.41100985,1.1977311,0.25634816
7.1399999,0.40936908,1.2350054,0.24840723
7.1599998,0.40773487,1.2689322,0.24479677
7.1799998,0.40610722,1.3007894,0.24354118
7.1999998,0.40448603,1.3312625,0.24357472
7.2199998,0.40287131,1.3607192,0.24432176
7.2399998,0.40126303,1.3893564,0.24546979
7.2600002,0.39966118,1.4172801,0.24684811
7.2800002,0.39806575,1.4445471,0.24836271
7.3000002,0.39647666,1.4711874,0.2499615
7.3200002,0.39489391,1.4972166,0.25161546
7.3400002,0.39331749,1.5226423,0.25330839
7.3600001,0.39174739,1.5474672,0.25503126
7.3800001,0.39018351,1.5716919,0.2567791
7.4000001,0.38862589,1.5953146,0.25854948
7.4200001,0.3870745,1.6183333,0.2603412
7.4400001,0.38552928,1.6407448,0.26215401
7.46,0.38399026,1.6625456,0.26398829
7.48,0.38245735,1.6837312,0.26584467
7.5,0.38093057,1.7042972,0.26772419
7.52,0.37940991,1.7242386,0.26962805
7.54,0.3778953,1.7435499,0.27155769
7.5599999,0.37638673,1.762225,0.27351484
7.5799999,0.37488419,1.7802571,0.27550137
7.5999999,0.37338766,1.797639,0.27751943
7.6199999,0.3718971,1.8143626,0.2795715
7.6399999,0.37041247,1.8304191,0.28166035
7.6599998,0.36893377,1.8457984,0.2837891
7.6799998,0.367461,1.8604897,0.28596133
7.6999998,0.3659941,1.874481,0.28818116
7.7199998,0.36453304,1.8877581,0.29045326
7.7399998,0.36307782,1.9003059,0.29278314
7.7600002,0.36162841,1.9121066,0.29517713
7.7800002,0.36018479,1.9231406,0.29764271
7.8000002,0.35874692,1.9333847,0.30018869
7.8200002,0.3573148,1.9428122,0.30282569
7.8400002,0.3558884,1.9513923,0.30556643
7.8600001,0.35446769,1.9590882,0.30842656
7.8800001,0.35305265,1.9658563,0.31142533
7.9000001,0.35164326,1.9716437,0.31458703
7.9200001,0.35023949,1.9763854,0.31794256
7.9400001,0.34884134,1.9800005,0.32153213
7.96,0.34744874,1.9823859,0.32540902
7.98,0.34606174,1.9834074,0.32964575
8.0,0.34468025,1.9828857,0.33434352
8.0200005,0.34330428,1.9805731,0.33964843
8.04,0.34193382,1.9761145,0.34577984
8.0600004,0.34056881,1.9689771,0.3530831
8.0799999,0.33920926,1.958311,0.36213577
8.1000004,0.33785513,1.9426548,0.37398222
8.1199999,0.3365064,1.9192177,0.39072257
8.1400003,0.33516306,1.8817992,0.41728118
8.1599998,0.33382508,1.8128996,0.46836823
8.1800003,0.33249247,1.6371509,0.61116379
8.1999998,0.33116513,0.94574594,1.21436
8.2200003,0.32984313,0.67160249,1.2950569
8.2399998,0.32852638,0.66472226,1.1238923
8.2600002,0.3272149,0.67853403,0.96531367
8.2799997,0.32590866,0.71278816,0.8169179
8.3000002,0.32460764,0.77443027,0.67037433
8.3199997,0.32331181,0.86443269,0.52464294
8.3400002,0.32202113,0.9628973,0.39837998
8.3599997,0.32073563,1.0427167,0.31291506
8.3800001,0.31945524,1.0993797,0.26452154
8.3999996,0.31817997,1.1407644,0.23897851
8.4200001,0.31690979,1.1736053,0.22584915
8.4399996,0.31564468,1.2017628,0.21928631
8.46,0.31438464,1.2272812,0.21619612
8.4799995,0.3131296,1.2512323,0.21495108
8.5,0.31187958,1.2741811,0.21469098
8.5200005,0.31063455,1.2964276,0.21495831
8.54,0.30939451,1.3181325,0.21550834
8.5600004,0.30815941,1.3393828,0.21620947
8.5799999,0.30692923,1.360226,0.21699049
8.6000004,0.30570397,1.380689,0.21781266
8.6199999,0.30448359,1.4007875,0.21865472
8.6400003,0.30326807,1.4205306,0.21950494
8.6599998,0.30205745,1.4399247,0.22035673
8.6800003,0.30085161,1.4589742,0.22120637
8.6999998,0.29965061,1.4776827,0.22205167
8.7200003,0.2984544,1.4960531,0.22289129
8.7399998,0.29726297,1.5140883,0.22372441
8.7600002,0.2960763,1.5317906,0.22455047
8.7799997,0.29489437,1.5491627,0.22536902
8.8000002,0.29371715,1.5662074,0.22617973
8.8199997,0.2925446,1.582927,0.22698233
8.8400002,0.29137677,1.5993242,0.22777653
8.8599997,0.29021358,1.6154015,0.2285621
8.8800001,0.28905505,1.6311617,0.22933879
8.8999996,0.28790113,1.6466075,0.23010637
8.9200001,0.28675184,1.6617415,0.23086461
8.9399996,0.28560713,1.6765667,0.23161329
8.96,0.28446698,1.6910857,0.23235215
8.9799995,0.28333139,1.7053016,0.23308098
9.0,0.28220031,1.7192172,0.23379955
9.0200005,0.28107378,1.7328355,0.23450761
9.04,0.27995172,1.7461594,0.23520492
9.0600004,0.27883416,1.7591922,0.23589127
9.0799999,0.27772105,1.7719368,0.23656641
9.1000004,0.27661237,1.7843964,0.23723011
9.1199999,0.27550814,1.7965741,0.23788212
9.1400003,0.27440831,1.8084733,0.23852222
9.1599998,0.27331287,1.8200973,0.23915015
9.1800003,0.2722218,1.8314493,0.2397657
9.1999998,0.27113509,1.8425326,0.24036862
9.2200003,0.2700527,1.8533508,0.24095869
9.2399998,0.26897466,1.8639072,0.24153566
9.2600002,0.26790091,1.8742054,0.2420993
9.2799997,0.26683146,1.8842489,0.24264939
9.3000002,0.26576626,1.8940413,0.24318571
9.3199997,0.2647053,1.9035861,0.24370803
9.3400002,0.2636486,1.9128872,0.24421613
9.3599997,0.26259613,1.9219481,0.2447098
9.3800001,0.26154783,1.9307725,0.24518885
9.3999996,0.26050374,1.9393642,0.24565305
9.4200001,0.25946379,1.9477271,0.24610223
9.4399996,0.25842801,1.9558649,0.2465362
9.46,0.25739637,1.9637814,0.24695478
9.4799995,0.25636885,1.9714805,0.24735782
9.5,0.2553454,1.9789661,0.24774513
9.5200005,0.25432608,1.9862421,0.24811658
9.54,0.2533108,1.9933124,0.24847205
9.5600004,0.25229958,2.0001807,0.24881139
9.5799999,0.25129238,2.0068514,0.24913453
9.6000004,0.25028923,2.0133283,0.24944134
9.6199999,0.24929008,2.0196149,0.24973175
9.6400003,0.2482949,2.0257156,0.25000572
9.6599998,0.24730371,2.0316343,0.25026315
9.6800003,0.24631646,2.0373747,0.25050408
9.6999998,0.24533316,2.0429406,0.25072843
9.7200003,0.2443538,2.0483363,0.25093624
9.7399998,0.24337834,2.0535655,0.25112751
9.7600002,0.24240677,2.0586317,0.25130233
9.7799997,0.24143907,2.063539,0.2514607
9.8000002,0.24047525,2.0682914,0.25160271
9.8199997,0.23951527,2.0728922,0.25172848
9.8400002,0.23855913,2.0773451,0.25183812
9.8599997,0.23760679,2.0816541,0.25193173
9.8800001,0.23665826,2.0858226,0.25200951
9.8999996,0.23571353,2.089854,0.25207159
9.9200001,0.23477255,2.0937519,0.2521182
9.9399996,0.23383534,2.0975199,0.25214952
9.96,0.23290186,2.101161,0.25216576
9.9799995,0.23197211,2.1046789,0.25216717
10.0,0.23104608,2.1080766,0.25215402
10.02,0.23012374,2.1113572,0.25212657
10.04,0.22920509,2.1145241,0.25208506
10.06,0.2282901,2.1175799,0.25202984
10.08,0.22737876,2.120528,0.2519612
10.1,0.22647107,2.1233711,0.25187942
10.12,0.22556698,2.1261117,0.25178486
10.14,0.22466652,2.1287532,0.25167784
10.16,0.22376965,2.1312976,0.25155869
10.18,0.22287636,2.1337478,0.25142777
10.2,0.22198664,2.1361065,0.2512854
10.22,0.22110046,2.1383755,0.25113195
10.24,0.22021782,2.1405578,0.25096777
10.26,0.21933872,2.1426554,0.25079325
10.28,0.21846311,2.1446705,0.25060868
10.3,0.217591,2.1466053,0.25041446
10.32,0.21672238,2.1484616,0.25021094
10.34,0.21585722,2.1502419,0.24999847
10.36,0.21499552,2.1519475,0.24977736
10.38,0.21413726,2.1535809,0.249548
10.4,0.21328241,2.1551435,0.2493107
10.42,0.21243098,2.156637,0.2490658
10.44,0.21158296,2.1580632,0.24881363
10.46,0.21073832,2.1594238,0.2485545
10.48,0.20989706,2.1607201,0.24828874
10.5,0.20905913,2.1619539,0.24801663
10.52,0.20822456,2.1631265,0.24773848
10.54,0.20739333,2.1642392,0.24745457
10.56,0.20656542,2.1652932,0.24716519
10.58,0.20574081,2.1662903,0.24687062
10.6,0.20491949,2.1672311,0.24657111
10.62,0.20410144,2.1681173,0.2462669
10.64,0.20328668,2.1689498,0.24595827
10.66,0.20247515,2.1697297,0.24564542
10.68,0.20166686,2.1704583,0.24532862
10.7,0.20086181,2.1711364,0.24500805
10.72,0.20005997,2.1717649,0.24468395
10.74,0.19926132,2.1723452,0.24435651
10.76,0.19846587,2.1728778,0.24402593
10.78,0.1976736,2.1733637,0.2436924
10.8,0.19688448,2.1738038,0.24335608
10.82,0.19609852,2.1741989,0.24301717
10.84,0.19531569,2.1745498,0.24267583
10.86,0.19453599,2.1748574,0.24233219
10.88,0.1937594,2.1751223,0.24198642
10.9,0.19298591,2.1753454,0.24163868
10.92,0.1922155,2.1755271,0.24128906
10.94,0.19144818,2.1756685,0.24093774
10.96,0.19068392,2.1757698,0.24058484
10.98,0.18992271,2.1758318,0.24023044
11.0,0.18916453,2.1758554,0.23987469
11.02,0.18840939,2.1758409,0.23951769
11.04,0.18765725,2.1757889,0.23915954
11.06,0.18690813,2.1756999,0.23880033
11.08,0.18616198,2.1755748,0.23844017
11.1,0.18541883,2.1754138,0.23807915
11.12,0.18467863,2.1752174,0.23771733
11.14,0.18394139,2.1749864,0.23735482
11.16,0.18320709,2.174721,0.23699167
11.18,0.18247573,2.1744218,0.23662798
11.2,0.18174729,2.1740892,0.2362638
11.22,0.18102175,2.1737237,0.23589921
11.24,0.1802991,2.1733258,0.23553425
11.26,0.17957935,2.1728957,0.23516901
11.28,0.17886247,2.1724341,0.23480353
11.3,0.17814845,2.1719413,0.23443787
11.32,0.17743728,2.1714177,0.23407206
11.34,0.17672895,2.1708636,0.23370619
11.36,0.17602344,2.1702795,0.23334026
11.38,0.17532076,2.1696658,0.23297435
11.4,0.17462087,2.1690226,0.23260848
11.42,0.17392378,2.1683507,0.2322427
11.44,0.17322947,2.16765,0.23187706
11.46,0.17253794,2.1669211,0.23151158
11.48,0.17184918,2.1661642,0.23114628
11.5,0.17116314,2.1653798,0.23078121
11.52,0.17047986,2.1645682,0.23041642
11.54,0.1697993,2.1637294,0.2300519
11.56,0.16912146,2.1628642,0.22968771
11.58,0.16844633,2.1619725,0.22932385
11.6,0.16777389,2.1610548,0.22896035
11.62,0.16710414,2.1601114,0.22859725
11.64,0.16643704,2.1591425,0.22823457
11.66,0.16577263,2.1581483,0.22787233
11.68,0.16511087,2.1571295,0.22751053
11.7,0.16445175,2.1560857,0.22714922
11.72,0.16379525,2.1550179,0.22678839
11.74,0.16314138,2.1539257,0.22642808
11.76,0.16249011,2.1528099,0.22606829
11.78,0.16184145,2.1516705,0.22570904
11.8,0.16119538,2.1505077,0.22535035
11.82,0.16055189,2.1493218,0.22499223
11.84,0.15991096,2.1481133,0.22463471
11.86,0.1592726,2.1468821,0.22427776
11.88,0.15863678,2.1456285,0.22392143
11.9,0.15800349,2.1443529,0.22356573
11.92,0.15737274,2.1430554,0.22321065
11.94,0.15674451,2.1417363,0.22285621
11.96,0.15611878,2.1403959,0.22250243
11.98,0.15549555,2.139034,0.2221493
12.0,0.15487482,2.1376514,0.22179684
12.02,0.15425655,2.1362481,0.22144505
12.04,0.15364076,2.1348243,0.22109394
12.06,0.15302743,2.1333802,0.22074354
12.08,0.15241654,2.131916,0.22039382
12.1,0.1518081,2.1304319,0.22004481
12.12,0.15120207,2.1289282,0.21969649
12.14,0.15059847,2.1274049,0.21934891
12.16,0.14999728,2.1258626,0.21900204
12.18,0.14939849,2.124301,0.21865588
12.2,0.14880209,2.1227207,0.21831048
12.22,0.14820807,2.1211216,0.21796578
12.24,0.14761642,2.1195042,0.21762183
12.26,0.14702713,2.1178684,0.21727863
12.28,0.14644021,2.1162148,0.21693617
12.3,0.14585561,2.1145432,0.21659446
12.32,0.14527336,2.1128538,0.2162535
12.34,0.14469342,2.1111469,0.2159133
12.36,0.14411581,2.1094227,0.21557383
12.38,0.14354049,2.1076815,0.21523514
12.4,0.14296748,2.1059232,0.21489722
12.42,0.14239675,2.1041484,0.21456003
12.44,0.1418283,2.1023567,0.21422364
