value_component_environment_variable_time,value_component_intracellular_ion_concentrations_variable_Ca_i,value_component_intracellular_ion_concentrations_variable_Ca_b,value_component_intracellular_ion_concentrations_variable_TRPN,value_component_tropomyosin_variable_z,value_component_tropomyosin_variable_z_max,value_component_tropomyosin_variable_alpha_0,value_component_tropomyosin_variable_alpha_r1,value_component_tropomyosin_variable_alpha_r2,value_component_tropomyosin_variable_n_Rel,value_component_tropomyosin_variable_K_z,value_component_tropomyosin_variable_n_Hill,value_component_tropomyosin_variable_Ca_50ref,value_component_tropomyosin_variable_z_p,value_component_tropomyosin_variable_beta_1,value_component_tropomyosin_variable_Ca_50,value_component_tropomyosin_variable_Ca_TRPN_50,value_component_tropomyosin_variable_K_2,value_component_tropomyosin_variable_K_1,value_component_tropomyosin_variable_alpha_Tm,value_component_tropomyosin_variable_beta_Tm,value_component_troponin_variable_J_TRPN,value_component_troponin_variable_Ca_TRPN_Max,value_component_troponin_variable_k_off,value_component_troponin_variable_k_on,value_component_troponin_variable_k_Ref_off,value_component_troponin_variable_gamma_trpn,value_component_Myofilaments_variable_lambda,value_component_Myofilaments_variable_ExtensionRatio,value_component_Myofilaments_variable_dExtensionRatiodt,value_component_Myofilaments_variable_lambda_prev,value_component_filament_overlap_variable_overlap,value_component_filament_overlap_variable_beta_0,value_component_length_independent_tension_variable_T_ref,value_component_length_independent_tension_variable_T_Base,value_component_isometric_tension_variable_T_0,value_component_Cross_Bridges_variable_Q,value_component_Cross_Bridges_variable_a,value_component_Cross_Bridges_variable_Q_1,value_component_Cross_Bridges_variable_Q_2,value_component_Cross_Bridges_variable_Q_3,value_component_Cross_Bridges_variable_A_1,value_component_Cross_Bridges_variable_A_2,value_component_Cross_Bridges_variable_A_3,value_component_Cross_Bridges_variable_alpha_1,value_component_Cross_Bridges_variable_alpha_2,value_component_Cross_Bridges_variable_alpha_3,value_component_Cross_Bridges_variable_Tension
0.0,0.00018433000000000002,0.002406860135000008,0.067593139865,0.014417937837,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,4.658017032398753e-06,0.0021076924026878978,-0.0007681576637206405,0.07,0.19851036479562745,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.8371749848573887,0.8371749848573887,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.8371749848573887
0.1,0.00018433000000000002,0.0024826914650128984,0.06751730853498711,0.01441538507780581,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,5.112305103436816e-06,0.002107654321964698,-0.0007517059050296486,0.07,0.19851062854208043,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.837026759350808,0.837026759350808,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.837026759350808
0.2,0.00018433000000000002,0.0025570258557197773,0.06744297414428023,0.014412875180539875,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,5.585394711425863e-06,0.0021076168871636196,-0.0007355788695013101,0.07,0.19851088786011667,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.8368810226144342,0.8368810226144342,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.8368810226144342
0.30000000000000004,0.00018433000000000002,0.002629790302483781,0.06737020969751623,0.01441041307874858,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,6.075917519636872e-06,0.002107580171517326,-0.0007197923985565569,0.07,0.19851114224001112,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.8367380611137573,0.8367380611137573,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.8367380611137573
0.4,0.00018433000000000002,0.0027010294153381326,0.06729897058466187,0.01440800246938697,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,6.583190955145039e-06,0.0021075442297793026,-0.0007043368176066114,0.07,0.19851139129980105,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.8365980895118114,0.8365980895118114,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.8365980895118114
0.5,0.00018433000000000002,0.0027707346244184167,0.06722926537558159,0.014405642514043127,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,7.1061325931252715e-06,0.002107509049069321,-0.0006892139878742683,0.07,0.1985116351261097,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.836461059126358,0.836461059126358,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.836461059126358
0.6000000000000001,0.00018433000000000002,0.0028389592700249766,0.06716104072997503,0.014403335827095217,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,7.64409360537376e-06,0.002107474667982897,-0.0006744123404380653,0.07,0.1985118734488242,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.8363271217607985,0.8363271217607985,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.8363271217607985
0.7000000000000001,0.00018433000000000002,0.0029057223441086716,0.06709427765589134,0.01440108337558112,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,8.196167968085732e-06,0.0021074411005514372,-0.0006599277575625218,0.07,0.19851210616803203,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.8361963335660149,0.8361963335660149,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.8361963335660149
0.8,0.00018433000000000002,0.002971045130944025,0.06702895486905598,0.014398885974375936,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,8.761455464653224e-06,0.002107408358539248,-0.0006457556241164727,0.07,0.19851233319954167,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.8360687418575837,0.8360687418575837,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.8360687418575837
0.9,0.00018433000000000002,0.003034983082119927,0.06696501691788008,0.014396746065564906,0.9678838009922515,0.008,0.002,0.00175,3.0,0.15,3.0,0.00105,0.85,-4.0,0.00105,0.028823529411764703,0.0017118977220574015,3.357353013489813e-05,9.339364695965692e-06,0.002107376477953081,-0.0006318839129855595,0.07,0.1985125542910414,100.0,0.2,2.0,1.0,1.0,0.0,1.0,1.0,4.9,56.2,0.8359444884347487,0.8359444884347487,0.0,0.35,0.0,0.0,0.0,-29.0,138.0,129.0,0.03,0.13,0.625,0.8359444884347487
