Ce,Time
0.0,0.0
52.01489321576751,0.01
103.98280117610112,0.02
155.9037663236759,0.03
207.77783106342667,0.04
259.6050377606449,0.05
311.3854287405069,0.06
363.11904629191645,0.07
414.8059326661294,0.08
466.446130075575,0.09
518.0396806946179,0.1
569.5866266594294,0.11
621.0870100682376,0.12
672.5408729811661,0.13
723.9482574214785,0.14
775.3092053740054,0.15
826.6237587850791,0.16
877.8919595630628,0.17
929.1138495783874,0.18
980.2894706635876,0.19
1031.4188646133368,0.2
1082.5020731844845,0.21
1133.5391380960925,0.22
1184.5301010294695,0.23
1235.4750036282085,0.24
1286.3738874982228,0.25
1337.226794207782,0.26
1388.0337652875473,0.27
1438.794842230609,0.28
1489.5100664925203,0.29
1540.1794794935163,0.3
1590.8031226178862,0.31
1641.3810372100231,0.32
1691.9132645769344,0.33
1742.3998459882532,0.34
1792.840822676242,0.35
1843.2362358357907,0.36
1893.5861266244171,0.37
1943.8905361622667,0.38
1994.1495055321134,0.39
2044.363075779358,0.4
2094.53128791203,0.41
2144.6541831484874,0.42
2194.7318135502655,0.43
2244.761574807684,0.44
2261.3955008647667,0.45
2259.3527735458993,0.46
2257.3118914305765,0.47
2255.2728528519447,0.48
2253.235656144701,0.49
2251.200299645105,0.5
2249.166781690976,0.51
2247.1351006215077,0.52
2245.105254777422,0.53
2243.077242500954,0.54
2241.051062135833,0.55
2239.0267120272883,0.56
2237.00419052204,0.57
2234.9834959683044,0.58
2232.9646267157113,0.59
2230.9475811153743,0.6
2228.9323575199714,0.61
2226.918954283672,0.62
2224.9073697621366,0.63
2222.8976023125124,0.64
2220.8896502934363,0.65
2218.8835120650297,0.66
2216.8791859888984,0.67
2214.8766704281325,0.68
2212.8759637473017,0.69
2210.877064312459,0.7
2208.879970491134,0.71
2206.884680652335,0.72
2204.8911931665452,0.73
2202.8995064057244,0.74
2200.909618743304,0.75
2198.9215285541886,0.76
2196.935234214753,0.77
2194.9507341028407,0.78
2192.968026597764,0.79
2190.9871100803007,0.8
2189.0079829326933,0.81
2187.030643538649,0.82
2185.055090283337,0.83
2183.0813215548633,0.84
2181.109335742826,0.85
2179.1391312356877,0.86
2177.1707064219104,0.87
2175.2040596899556,0.88
2173.239189436788,0.89
2171.276094063751,0.9
2169.314771965432,0.91
2167.3552215364157,0.92
2165.397441171288,0.93
2163.441429274587,0.94
2161.487184256212,0.95
2159.5347045179947,0.96
2157.5839884617662,0.97
2155.635034489357,0.98
2153.6890287423153,0.99
2151.744145991938,1.0
2201.813695212547,1.01
2251.8396815850597,1.02
2301.820479290701,1.03
2351.7561291482407,1.04
2401.6466719394743,1.05
2451.4921484100746,1.06
2501.29259926863,1.07
2551.0480651869457,1.08
2600.758586800156,1.09
2650.4242047073676,1.1
2700.0449594705683,1.11
2749.62089161486,1.12
2799.1520416286826,1.13
2848.6384499638543,1.14
2898.0801570356,1.15
2947.4772032225883,1.16
2996.8296288669653,1.17
3046.13747427439,1.18
3095.4007797140657,1.19
3144.619585418779,1.2
3193.7939315849285,1.21
3242.9238583725637,1.22
3292.009405905417,1.23
3341.0506142709382,1.24
3390.0475235205568,1.25
3439.000173671111,1.26
3487.9086047022633,1.27
3536.7728565572784,1.28
3585.592969143365,1.29
3634.3689823317127,1.3
3683.100935957532,1.31
3731.7888698200863,1.32
3780.4328236827305,1.33
3829.032837272946,1.34
3877.58895028238,1.35
3926.101202366879,1.36
3974.5696331465265,1.37
4022.994282205678,1.38
4071.3751890930016,1.39
4119.712393321509,1.4
4168.00593436434,1.41
4216.255851642049,1.42
4264.462184577444,1.43
4312.619858179351,1.44
4327.387779411255,1.45
4323.478833261403,1.46
4319.573418077749,1.47
4315.671530670767,1.48
4311.773167853801,1.49
4307.878326443073,1.5
4303.987003257667,1.51
4300.099195119555,1.52
4296.214898853579,1.53
4292.334111287456,1.54
4288.456829251767,1.55
4284.583049579962,1.56
4280.7127691083515,1.57
4276.845984676106,1.58
4272.982693125253,1.59
4269.1228913006635,1.6
4265.266576050034,1.61
4261.413744223928,1.62
4257.564392675755,1.63
4253.718518261763,1.64
4249.876117841041,1.65
4246.037188275512,1.66
4242.201726429929,1.67
4238.369729171877,1.68
4234.541193371767,1.69
4230.716115902867,1.7
4226.894493641274,1.71
4223.0763234658825,1.72
4219.261602258411,1.73
4215.450326903393,1.74
4211.642494288173,1.75
4207.83810130291,1.76
4204.037144840569,1.77
4200.239621796922,1.78
4196.445529070544,1.79
4192.654863562828,1.8
4188.867622177954,1.81
4185.0838018229,1.82
4181.303399407436,1.83
4177.526411844125,1.84
4173.752836048315,1.85
4169.982668938144,1.86
4166.215907434533,1.87
4162.452548461181,1.88
4158.692588944571,1.89
4154.936025813964,1.9
4151.182856001391,1.91
4147.4330764416545,1.92
4143.686684072325,1.93
4139.943675833741,1.94
4136.204048669003,1.95
4132.4677995239745,1.96
4128.734925347275,1.97
4125.005423090281,1.98
4121.279289707128,1.99
4117.556522154699,2.0
4113.837117392628,2.01
4110.121072383292,2.02
4106.408384091814,2.03
4102.6990494860565,2.04
4098.993065536622,2.05
4095.29042921685,2.06
4091.5911375028104,2.07
4087.895187373318,2.08
4084.202575809959,2.09
4080.5132997970068,2.1
4076.8273563214498,2.11
4073.144742372999,2.12
4069.4654549440843,2.13
4065.789491029851,2.14
4062.116847628159,2.15
4058.4475217395798,2.16
4054.781510367394,2.17
4051.118810517588,2.18
4047.459419198852,2.19
4043.803333422579,2.2
4040.15055020286,2.21
4036.5010665564814,2.22
4032.854879502926,2.23
4029.2119860643656,2.24
4025.572383265663,2.25
4021.9360681343655,2.26
4018.3030377007053,2.27
4014.673288997596,2.28
4011.046819060631,2.29
4007.423624928077,2.3
4003.803703640879,2.31
4000.1870522426493,2.32
3996.573667779672,2.33
3992.963547300896,2.34
3989.356687857935,2.35
3985.7530865050626,2.36
3982.1527402992137,2.37
3978.555646299977,2.38
3974.9618015695974,2.39
3971.371203172969,2.4
3967.783848177636,2.41
3964.1997336537893,2.42
3960.6188566742626,2.43
3957.0412143145313,2.44
3953.4668036527105,2.45
3949.8956217695504,2.46
3946.327665748555,2.47
3942.7629326762435,2.48
3939.2014196413734,2.49
3935.6431237352795,2.5
3932.088042051925,2.51
3928.5361716878965,2.52
3924.9875097424024,2.53
3921.44205331727,2.54
3917.8997995169434,2.55
3914.36074544848,2.56
3910.82488822155,2.57
3907.292224948432,2.58
3903.7627527440122,2.59
3900.2364687257805,2.6
3896.7133700138284,2.61
3893.1934537308475,2.62
3889.676717002126,2.63
3886.1631569555466,2.64
3882.6527707215837,2.65
3879.145555433301,2.66
3875.641508226351,2.67
3872.1406262389683,2.68
3868.6429066119717,2.69
3865.1483464887588,2.7
3861.6569430153045,2.71
3858.1686933401575,2.72
3854.6835946144415,2.73
3851.201643991847,2.74
3847.7228386286347,2.75
3844.2471756836276,2.76
3840.7746523182127,2.77
3837.305265696337,2.78
3833.839012984504,2.79
3830.375891351774,2.8
3826.9158979697577,2.81
3823.4590300126188,2.82
3820.005284657066,2.83
3816.554659082354,2.84
3813.107150470282,2.85
3809.66275600529,2.86
3806.221472874625,2.87
3802.783298267891,2.88
3799.348229377233,2.89
3795.9162633973574,2.9
3792.4873975255264,2.91
3789.0616289615614,2.92
3785.63895490784,2.93
3782.219372569297,2.94
3778.8028791534202,2.95
3775.3894718702627,2.96
3771.979147931317,2.97
3768.5719045512187,2.98
3765.1678279266425,2.99
3761.7680471382946,3.0
3810.3842978795647,3.01
3858.9572561937803,3.02
3907.486338366512,3.03
3955.9715840312706,3.04
4004.413032785797,3.05
4052.8107241920484,3.06
4101.164697776192,3.07
4149.474993028678,3.08
4197.741649404256,3.09
4245.964706322025,3.1
4294.144203165453,3.11
4342.280179282585,3.12
4390.372673985896,3.13
4438.421726552323,3.14
4486.427376223331,3.15
4534.389662204964,3.16
4582.308623667865,3.17
4630.184299747312,3.18
4678.016729543064,3.19
4725.805952119608,3.2
4773.552006506192,3.21
4821.25493169682,3.22
4868.91476665027,3.23
4916.531550290148,3.24
4964.105321504889,3.25
5011.636119147751,3.26
5059.123982036918,3.27
5106.568948955516,3.28
5153.971058651645,3.29
5201.330349838398,3.3
5248.646861193911,3.31
5295.9206313613695,3.32
5343.15169894905,3.33
5390.340102530351,3.34
5437.48588064384,3.35
5484.589071793263,3.36
5531.649714447598,3.37
5578.667847041063,3.38
5625.64350797264,3.39
5672.576735605112,3.4
5719.467568270027,3.41
5766.316044265209,3.42
5813.122201847334,3.43
5859.886079249934,3.44
5873.264591792322,3.45
5867.959249127581,3.46
5862.658698799423,3.47
5857.362936478836,3.48
5852.071957840872,3.49
5846.78575856446,3.5
5841.50433433234,3.51
5836.227680831192,3.52
5830.955793751601,3.53
5825.688668788036,3.54
5820.426301638832,3.55
5815.168688006112,3.56
5809.915823595975,3.57
5804.667704118424,3.58
5799.424325287343,3.59
5794.185682820491,3.6
5788.951772439508,3.61
5783.722589869895,3.62
5778.498130841031,3.63
5773.278391086148,3.64
5768.063366342349,3.65
5762.853052350582,3.66
5757.6474448556555,3.67
5752.446539606225,3.68
5747.250332354791,3.69
5742.058818857695,3.7
5736.871994875119,3.71
5731.689856171075,3.72
5726.512398513408,3.73
5721.339617673563,3.74
5716.17150942683,3.75
5711.008069552447,3.76
5705.849293833457,3.77
5700.695178056713,3.78
5695.545718012868,3.79
5690.400909496375,3.8
5685.260748305477,3.81
5680.125230242213,3.82
5674.994351112403,3.83
5669.868106725654,3.84
5664.7464928953505,3.85
5659.62950543865,3.86
5654.517140176484,3.87
5649.4093929335495,3.88
5644.306259538306,3.89
5639.207735822976,3.9
5634.1138176235345,3.91
5629.024500780702,3.92
5623.939781141785,3.93
5618.859654552544,3.94
5613.7841168584555,3.95
5608.7131639158,3.96
5603.646791591118,3.97
5598.584995741403,3.98
5593.528444321727,3.99
5588.477431242793,4.0
5635.444231139128,4.01
5682.368605743444,4.02
5729.25059337847,4.03
5776.090232332302,4.04
5822.887560858761,4.05
5869.642617177024,4.06
5916.355439471857,4.07
