Time,Ce,rem_time,Exposure,Size,Effect,Dose,Dose_Int1,Dose_Int2,Dose_Length,Cycle_Int,N_Cycle,conversion_factor,AE50,Keq,Teq,Size_0,RateIn,T_Turnover,Kover,COMpartment
0.57,2237.00419052204,0.57,0.0,6.538788128049877,0.8257378312477541,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.58,2234.9834959683044,0.58,0.0,6.535677290892318,0.825867832500887,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.59,2232.9646267157113,0.59,0.0,6.532579829161999,0.8259977572082512,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.6,2230.9475811153743,0.6,0.0,6.529495683604774,0.8261276053844309,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.61,2228.9323575199714,0.61,0.0,6.526424795426515,0.8262573770440506,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.62,2226.918954283672,0.62,0.0,6.523367106173331,0.8263870722017799,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.63,2224.9073697621366,0.63,0.0,6.520322557728942,0.8265166908723333,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.64,2222.8976023125124,0.64,0.0,6.517291092312042,0.82664623307047,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.65,2220.8896502934363,0.65,0.0,6.514272652473662,0.8267756988109943,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.66,2218.8835120650297,0.66,0.0,6.51126718109454,0.826905088108755,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.67,2216.8791859888984,0.67,0.0,6.508274621382486,0.8270344009786457,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.68,2214.8766704281325,0.68,0.0,6.505294916869741,0.8271636374356044,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.69,2212.8759637473017,0.69,0.0,6.502328011410351,0.8272927974946137,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.7,2210.877064312459,0.7,0.0,6.49937384917753,0.8274218811707008,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.71,2208.879970491134,0.71,0.0,6.496432374661022,0.8275508884789371,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.72,2206.884680652335,0.72,0.0,6.4935035326644694,0.8276798194344384,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.73,2204.8911931665452,0.73,0.0,6.49058726830278,0.8278086740523647,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.74,2202.8995064057244,0.74,0.0,6.48768352699949,0.8279374523479202,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.75,2200.909618743304,0.75,0.0,6.48479225448413,0.8280661543363531,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.76,2198.9215285541886,0.76,0.0,6.481913396789593,0.8281947800329559,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.77,2196.935234214753,0.77,0.0,6.479046900249494,0.8283233294530649,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.78,2194.9507341028407,0.78,0.0,6.476192711495544,0.8284518026120601,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.79,2192.968026597764,0.79,0.0,6.473350777454908,0.8285801995253658,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.8,2190.9871100803007,0.8,0.0,6.470521045347575,0.8287085202084497,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.81,2189.0079829326933,0.81,0.0,6.467703462683721,0.8288367646768233,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.82,2187.030643538649,0.82,0.0,6.464897977261077,0.8289649329460419,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.83,2185.055090283337,0.83,0.0,6.462104537162292,0.8290930250317042,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.84,2183.0813215548633,0.84,0.0,6.459323090882187,0.8292210409493566,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.85,2181.109335742826,0.85,0.0,6.4565535871265824,0.8293489807145866,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.86,2179.1391312356877,0.86,0.0,6.453795974502999,0.8294768443431937,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.87,2177.1707064219104,0.87,0.0,6.451050201618948,0.829604631851115,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.88,2175.2040596899556,0.88,0.0,6.448316217081946,0.8297323432544258,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.89,2173.239189436788,0.89,0.0,6.445593971231166,0.8298599785687868,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.9,2171.276094063751,0.9,0.0,6.442883415298493,0.8299875378097114,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.91,2169.314771965432,0.91,0.0,6.440184499138867,0.830115020993289,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.92,2167.3552215364157,0.92,0.0,6.437497172607077,0.8302424281357469,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.93,2165.397441171288,0.93,0.0,6.434821385557911,0.8303697592534494,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.94,2163.441429274587,0.94,0.0,6.4321570896946,0.8304970143622505,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.95,2161.487184256212,0.95,0.0,6.429504237715699,0.8306241934777924,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.96,2159.5347045179947,0.96,0.0,6.426862780821849,0.8307512966163781,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.97,2157.5839884617662,0.97,0.0,6.424232670213324,0.8308783237944479,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.98,2155.635034489357,0.98,0.0,6.421613857090398,0.8310052750285786,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
0.99,2153.6890287423153,0.99,0.0,6.419013847264869,0.8311320729328855,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.0,2151.744145991938,1.0,0.0,6.416417463015185,0.8312588363319489,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.01,2201.813695212547,1.01,5203.84,6.413799125251305,0.8280076755033584,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.02,2251.8396815850597,1.02,5203.84,6.411126233275786,0.824784642714487,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.03,2301.820479290701,1.03,5203.84,6.408399564677145,0.821589481656061,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.04,2351.7561291482407,1.04,5203.84,6.405619887748773,0.818421833634162,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.05,2401.6466719394743,1.05,5203.84,6.402787961659181,0.815281346083433,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.06,2451.4921484100746,1.06,5203.84,6.399904536777413,0.8121676724366942,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.07,2501.29259926863,1.07,5203.84,6.396970354547912,0.8090804719979872,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.08,2551.0480651869457,1.08,5203.84,6.393986147608443,0.8060194098187503,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.09,2600.758586800156,1.09,5203.84,6.3909526401168515,0.8029841565771277,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.1,2650.4242047073676,1.1,5203.84,6.387870549499073,0.7999743884602748,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.11,2700.0449594705683,1.11,5203.84,6.384740583461264,0.7969897870497087,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.12,2749.62089161486,1.12,5203.84,6.38156344064286,0.794030039209432,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.13,2799.1520416286826,1.13,5203.84,6.378339811249328,0.7910948369768299,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.14,2848.6384499638543,1.14,5203.84,6.375070377157913,0.7881838774562706,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.15,2898.0801570356,1.15,5203.84,6.371755812023393,0.7852968627153222,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
1.16,2947.4772032225883,1.16,5203.84,6.368396781383824,0.7824334996835085,5203.84,0.0,1.0,0.44359,3.0,6.0,604800.0,10600.0,0.09037120998173993,7.67,6.66,0.3055045871559633,21.8,0.04587155963302752,1.0
