CycE_1_task1,_1_task1,serum_2_task1
0.0,0.0,2.0
2.403265915289871e-05,0.2,2.0
8.162672477965691e-05,0.4,2.0
0.00015487405588222468,0.6,2.0
0.00023320038173180573,0.8,2.0
0.0003106637200561413,1.0,2.0
0.00038419085698669533,1.2,2.0
0.00045245667104409074,1.4,2.0
0.0005151754534074434,1.6,2.0
0.0005726518161763999,1.8,2.0
0.0006255009276819298,2.0,2.0
0.0006744773419677222,2.2,2.0
0.000720373653767367,2.4,2.0
0.0007639638370549943,2.6,2.0
0.000805974834410809,2.8,2.0
0.0008470755282779102,3.0,2.0
0.0008878764317065348,3.2,2.0
0.0009289353656091203,3.4,2.0
0.0009707666407132338,3.6,2.0
0.0010138521067190823,3.8,2.0
0.0010586531030448835,4.0,2.0
0.0011056234195516192,4.2,2.0
0.0011552211008152402,4.4,2.0
0.0012079219209080302,4.6,2.0
0.0012642336191038054,4.8,2.0
0.0013247113221524457,5.0,2.0
0.0013899750448470546,5.2,2.0
0.0014607303036628869,5.4,2.0
0.0015377930721027944,5.6,2.0
0.0016221203970063591,5.8,2.0
0.0017148507340226564,6.0,2.0
0.0018173528566401292,6.2,2.0
0.001931295545065092,6.4,2.0
0.002058737355281463,6.6,2.0
0.0022022520542561066,6.8,2.0
0.002365103943841541,7.0,2.0
0.0025514994437188126,7.2,2.0
0.0027669577112315654,7.4,2.0
0.003018869577400127,7.6,2.0
0.0033173644655542533,7.8,2.0
0.003676709770315769,8.0,2.0
0.004117692722716921,8.2,2.0
0.004671781599817743,8.4,2.0
0.0053890515380854405,8.6,2.0
0.006354249522416622,8.8,2.0
0.0077228215444085984,9.0,2.0
0.009812636868814723,9.2,2.0
0.013380171932446247,9.4,2.0
0.02064423086666923,9.6,2.0
0.03879236396640257,9.8,2.0
0.07210445068900449,10.0,2.0
0.1056045697635471,10.2,0.0
0.1330621001744007,10.4,0.0
0.1545762772115091,10.6,0.0
0.17118438238509873,10.8,0.0
0.1839255769908735,11.0,0.0
0.19367583286169054,11.2,0.0
0.20113393885571923,11.4,0.0
0.20684413543357313,11.6,0.0
0.21122494294857064,11.8,0.0
0.21459597312239279,12.0,0.0
0.21720016675887735,12.2,0.0
0.21922171818905287,12.4,0.0
0.22080004903319256,12.6,0.0
0.22204060444121831,12.8,0.0
0.22302313152718783,13.0,0.0
0.2238079321449297,13.2,0.0
0.22444065483323483,13.4,0.0
0.22495589544206598,13.6,0.0
0.2253799101146729,13.8,0.0
0.22573266790085503,14.0,0.0
0.2260293949238992,14.2,0.0
0.22628173457387182,14.4,0.0
0.22649862235015766,14.6,0.0
0.22668694374360635,14.8,0.0
0.2268520297278959,15.0,0.0
0.22699802970659338,15.2,0.0
0.2271281928045643,15.4,0.0
0.22724508025301557,15.6,0.0
0.2273507259286298,15.8,0.0
0.2274467574951802,16.0,0.0
0.22753448877139235,16.2,0.0
0.22761498945579217,16.4,0.0
0.22768913862371848,16.6,0.0
0.2277576654475071,16.8,0.0
0.22782118044280744,17.0,0.0
0.22788019954233502,17.2,0.0
0.2279351626917806,17.4,0.0
0.2279864483012904,17.6,0.0
0.22803438452532285,17.8,0.0
0.22807925814930868,18.0,0.0
0.22812132156436365,18.2,0.0
0.22816079836818445,18.4,0.0
0.2281978878122203,18.6,0.0
0.22823276842094437,18.8,0.0
0.2282656009205623,19.0,0.0
0.22829653064830285,19.2,0.0
0.22832568953785193,19.4,0.0
0.22835319777791077,19.6,0.0
0.2283791652022213,19.8,0.0
0.22840369246755152,20.0,0.0
