Time,CycE,serum,Myc,E2F,CycD,Rb,Phosphorylated_Rb,Rb_E2F_complex,kE,kM,kCD,kCDS,kR,kRE,kb,KS,kCE,dM,dE,dCD,dCE,dR,dRP,dRE,kP1,kP2,kDP,KM,KE,KCD,KCE,KRP,kpfb,Cell,For_Myc,For_E2F,For_CycD,for_CycE,For_Rb,for_Phosphorylated_Rb,for_Rb_E2F_complex
2.0,0.0006255009276819298,2.0,0.0,0.0005126711260361927,0.22805109506929006,44.542193525805615,11.136099378841717,343.694848491707,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00012230936952661864,0.017923357396064876,0.00025390666912578227,-7.039032098892258,7.460329385933891,165.60642247973448
2.2,0.0006744773419677222,2.0,0.0,0.0005368739656618955,0.23114802963197714,43.131280246042145,12.630689806677731,376.71113180205947,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00012012059713573109,0.01327795555203426,0.0002365222627052205,-7.06447295649326,7.479954517791695,164.56024890393164
2.4,0.000720373653767367,2.0,0.0,0.0005607952342895838,0.23344229469831274,41.718338362493114,14.12615045732994,409.52032565181077,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0001194655800196287,0.009836557952530911,0.00022308786748581415,-7.06081038685098,7.470525554963169,163.53478526268262
2.6,0.0007639638370549943,2.0,0.0,0.0005848570871559495,0.2351419293293723,40.30837519589693,15.61748469566333,442.12616698269017,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00012151094194123857,0.007287106005941513,0.00021342054767139714,-7.03579205799571,7.439796917459494,162.5261720962251
2.8,0.000805974834410809,2.0,0.0,0.0006094125832887436,0.23640105324014166,38.90505900505133,17.101035273780248,474.53172508057327,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00012446943218247242,0.00539842013978753,0.00020724673886176204,-6.995160710448008,7.393508582237409,161.53154262099466
3.0,0.0008470755282779102,2.0,0.0,0.0006347669939331032,0.23733385935755463,37.5110666560992,18.574135704191846,506.7395732953985,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0001292584468872704,0.003999210963668065,0.00020426831898121283,-6.9431671314374075,7.335907764919923,160.54876495851514
3.2,0.0008878764317065348,2.0,0.0,0.000661195418014712,0.23802493922095572,36.128340589605116,20.03485279215826,538.7519157344284,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00013528184753752726,0.0029625911685663975,0.00020420393813554432,-6.882957769673615,7.2701339664600955,159.5762520220305
3.4,0.0009289353656091203,2.0,0.0,0.0006889560718184801,0.2385369324755031,34.75827949497441,21.481795699738576,570.5706811188295,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0001426942128626152,0.002194601286745368,0.00020681127002345205,-6.816856845635838,7.198504238394943,158.61282074985485
3.6,0.0009707666407132338,2.0,0.0,0.0007183017703258,0.23891620730699548,33.4018801645276,22.913973958814992,602.1975924897614,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00015133163312786024,0.0016256890395067725,0.00021189974929072602,-6.746578769114006,7.122724971616072,157.65758764028737
3.8,0.0010138521067190823,2.0,0.0,0.0007494898581614659,0.23919713592319494,32.05984449977038,24.330690387705054,633.6342196963207,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00016132759170961464,0.0012042961152075593,0.0002193368519411746,-6.673386644461091,7.044051196156954,156.7098901840335
4.0,0.0010586531030448835,2.0,0.0,0.0007827914140907857,0.23940516167206416,30.73265652827172,25.73146401819067,664.8820170843129,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00017177772280518866,0.0008922574919037474,0.00022905127026387256,-6.5982077400352,6.963400734735002,155.76923054924538
4.2,0.0011056234195516192,2.0,0.0,0.0008184999114143213,0.23955928502526574,29.42064506411372,27.115967367042934,695.9423540862371,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00018476375724940652,0.000661072462101342,0.00024103323273212034,-6.521721856368956,6.88144650850305,154.83523000023334
4.4,0.0011552211008152402,2.0,0.0,0.0008569407758281782,0.23967351122196134,28.124020532371492,28.483989529792463,726.8165330979649,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0001999538536505696,0.0004897331670579708,0.0002553385317159156,-6.444420357195817,6.798670033331098,153.90760238498672
4.6,0.0012079219209080302,2.0,0.0,0.0008984814200158224,0.23975812480897485,26.84290763821764,29.835403387764117,757.5058052664075,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00021585826903169902,0.000362812786537714,0.000272091019808211,-6.3666519329529585,6.715408236164716,152.9861308621595
4.8,0.0012642336191038054,2.0,0.0,0.0009435423956474944,0.23982078012325278,25.577373592714856,31.170137218568524,788.0113840550846,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00023488238751134816,0.00026882981512083015,0.00029148638261383827,-6.288657465233264,6.631893126012082,152.07064804304426
5.0,0.0013247113221524457,2.0,0.0,0.0009926128258880465,0.23986719502678275,24.327446624473538,32.488155969776955,818.3344539866639,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0002566975157103357,0.00019920745982587862,0.00031380378494212484,-6.210601584514775,6.548276405189163,151.16102345223857
5.2,0.0013899750448470546,2.0,0.0,0.0010462667498105937,0.23990160041214775,23.093128641172353,33.78944831436875,848.4761764402458,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00028232011560014314,0.00014759938177832943,0.0003394162029790775,-6.1325840974512955,6.46464461806592,150.2571555211677
5.4,0.0014607303036628869,2.0,0.0,0.0011051854235300481,0.23992710020251146,21.874405964470068,35.07401555679568,878.4376944089109,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.000311845279253653,0.00010934969623277446,0.0003688094025111723,-6.054654027588197,6.381030467270289,149.35896529084823
5.6,0.0015377930721027944,2.0,0.0,0.001170185229443713,0.2399459873962547,20.671259366791492,36.34186114203867,908.2201367903128,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00034579718217209177,8.101890561795777e-05,0.0004026067367809455,-5.976817847499875,6.297421832406506,148.4663910069694
5.8,0.0016221203970063591,2.0,0.0,0.0012422559230917513,0.23995998047146364,19.483672608691833,37.59298155583859,937.8246217864069,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00038010941470378867,6.002929280451985e-05,0.00044160840065042345,-5.899050405203951,6.213766950034903,147.57938428325676
6.0,0.0017148507340226564,2.0,0.0,0.0013226041362141313,0.23997035247556983,18.31163907884323,38.82735893849748,967.2522591150376,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00042467348925523396,4.447128664525346e-05,0.000486827000695965,-5.821277321705811,6.129974476123827,146.69790841122966
6.2,0.0018173528566401292,2.0,0.0,0.0014127261434195872,0.23997803692043163,17.15516866748182,40.0449533228698,996.5041521115375,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0004778931264732833,3.294461935254844e-05,0.0005395756796350792,-5.743399195052508,6.045911000436643,145.82193724966123
6.4,0.001931295545065092,2.0,0.0,0.0015144939910088668,0.23998372968832268,16.014295888612867,41.24569331785137,1025.5813999116187,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.00054238964448583,2.44054675159755e-05,0.0006015529839149998,-5.665272676997917,5.961396230990209,144.9514545611203
6.6,0.002058737355281463,2.0,0.0,0.0016302832788135644,0.23998794677144114,14.88908848919213,42.4294659985787,1054.485099440056,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0006198313006233747,1.8079842838303328e-05,0.0006749888795600676,-5.586708058330284,5.876193241006899,144.0864545130554
6.8,0.0022022520542561066,2.0,0.0,0.0017631526203508272,0.239991070878659,13.779658161388513,43.596104237560404,1083.2163476104984,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0007127573184071423,1.3393682011475505e-05,0.0007628488417381427,-5.507455608845461,5.789993638682954,143.22694301697874
7.0,0.002365103943841541,2.0,0.0,0.0019171031222023512,0.2399933852235405,12.686174338816375,44.74537029910968,1111.7762438784368,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0008308105418590728,9.922164689257773e-06,0.0008691350773563544,-5.427181251143573,5.702395300242779,142.3729401871817
7.2,0.0025514994437188126,2.0,0.0,0.002097475349623172,0.23999509968870655,11.608882529147472,45.876934044934906,1140.1658934534112,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0009769086941151528,7.350466940170275e-06,0.00099936857203125,-5.345453372560821,5.612869264539007,141.5244842903577
7.4,0.0027669577112315654,2.0,0.0,0.002311539961366042,0.23999636976514382,10.54812959755894,46.99034289661416,1168.3864115055096,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0011700124444447013,5.445352284250138e-06,0.001161301379491637,-5.26167909064852,5.520709994370037,140.68163793813187
7.6,0.003018869577400127,2.0,0.0,0.0025694607276238227,0.23999731066311264,9.504399701925744,48.0849793192937,1196.4389289437731,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0014211424583319143,4.034005330999513e-06,0.0013661338155608336,-5.175065654971469,5.42495930232003,139.84449770809138
7.8,0.0033173644655542533,2.0,0.0,0.002885844946257505,0.23999800770098065,8.478366368221183,49.15999945130739,1224.3246005871906,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0017628395146527254,2.9884485290287977e-06,0.001630488599590925,-5.084492250380074,5.324287002499405,139.01320930128935
8.0,0.003676709770315769,2.0,0.0,0.0032824489965365355,0.23999852406555178,7.470970804434452,50.21424139317958,1252.0446171940794,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.0022215259101834306,2.2139016723210503e-06,0.0019799692268056297,-4.988378509065542,5.216798124323305,138.18799221054957
8.2,0.004117692722716921,2.0,0.0,0.0037929677019594016,0.23999890660195436,6.48354510753757,51.24608161644169,1279.60022431971,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.002916182803144096,1.6400970684338212e-06,0.0024554466011119467,-4.884319967508796,5.099711051834539,137.36918189399756
8.4,0.004671781599817743,2.0,0.0,0.00447245777223398,0.23999918999010572,5.5180082729314925,52.25320868553659,1306.992751551212,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.003955853600078996,1.215014841404738e-06,0.0031259154440686845,-4.76872885549187,4.968795591918175,136.55730367571527
8.6,0.0053890515380854405,2.0,0.0,0.005416614844707571,0.2399993999300203,4.577200370830732,53.2322403501474,1334.2236637618084,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.005630275084947733,9.001049695034347e-07,0.004114701477556156,-4.635809370238437,4.817351470782754,135.75321372569454
8.8,0.006354249522416622,2.0,0.0,0.00680609650480255,0.23999955545738696,3.665472126896964,54.17805622478348,1361.2946519476313,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.008559121046665119,6.668139195253886e-07,0.005660214753909293,-4.475837909879996,4.634254284392282,134.95838528465325
9.0,0.0077228215444085984,2.0,0.0,0.009021538820702694,0.23999967067477138,2.789789787255543,55.082568462360406,1388.2078118061722,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.014291386741343892,4.939878429088829e-07,0.008271811151851322,-4.271521418898478,4.400044784434282,134.1755513684588
9.2,0.009812636868814723,2.0,0.0,0.012998918025015748,0.23999975602987056,1.9619366934809588,55.93234796179083,1414.9660326734072,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.02749939628430642,3.659551941481709e-07,0.013193017143473994,-3.990076590100927,4.0789295559197996,133.41034311043563
9.4,0.013380171932446247,2.0,0.0,0.021643169641841077,0.23999981926248315,1.2031877958493344,56.70399323627795,1441.5739752379473,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.06692701423727065,2.711062752625004e-07,0.024062633555450047,-3.5647487113355587,3.6039882153009146,132.67622871104842
9.6,0.02064423086666923,2.0,0.0,0.04815567812400395,0.23999986610635432,0.5555562191182315,57.35674442474542,1468.0410577516993,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,0.249874022838533,2.0084046847834713e-07,0.05409045097660008,-2.8359491018622163,2.8738976321924734,132.01283968923963
9.8,0.03879236396640257,2.0,0.0,0.1885982091551824,0.23999990080914765,0.12840833373189847,57.84438530675384,1494.3921080203424,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,1.5000542830215098,1.4878627851988568e-07,0.1367604272567523,-1.2021246099047989,2.073680512936308,131.5487293914319
10.0,0.07210445068900449,2.0,0.0,0.6700776327193022,0.23999992651760915,0.030988994089662075,58.262991399102,1520.6804962115384,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,3.016601719117749,1.1022358625822903e-07,0.1778249945969739,-0.1432474379809295,2.259500800032565,131.35929380174434
10.2,0.1056045697635471,0.0,0.0,1.2208811098191668,0.17779629498679098,0.01693041063084107,58.64654902629679,1547.0526108220645,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,2.49729028422609,-0.2666944424801865,0.15329660773084028,-0.03441229111971039,1.637241920057149,132.28974291855633
10.4,0.1330621001744007,0.0,0.0,1.676756297561272,0.13171469700288257,0.012360709104419894,58.93345075164531,1573.569394977825,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,2.081966588369452,-0.19757204550432386,0.12166738401432414,-0.015198516364376718,1.258640842042397,132.81715723617634
10.6,0.1545762772115091,0.0,0.0,2.060843483400123,0.09757662947947342,0.01007732401495063,59.158271087337454,1600.1578993175326,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,1.7741758163444046,-0.14636494421921012,0.09438899135778489,-0.008591898479084117,1.0056957916881784,133.0206671304683
10.8,0.17118438238509873,0.0,0.0,2.3916008172169776,0.07228644628651947,0.008695712531369679,59.34095572316389,1626.7611705006493,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,1.5442677924966222,-0.10842966942977919,0.07256715355512527,-0.005564170991575205,0.831740159024537,132.97632154886827
11.0,0.1839255769908735,0.0,0.0,2.6822327246677,0.05355114659214845,0.007761156895775895,59.49446960398202,1653.3360161283986,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,1.3698055520826835,-0.08032671988822268,0.05557502219975652,-0.003930760925680337,0.7106147577444184,132.7453541445609
11.2,0.19367583286169054,0.0,0.0,2.942153552680775,0.03967167786950696,0.00708068128426913,59.62760815927999,1679.8500495707344,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,1.234960622646379,-0.059507516804260446,0.04250779245642278,-0.002949687874393372,0.6257682469778332,132.3750559572757
11.4,0.20113393885571923,0.0,0.0,3.1781086944819585,0.029389512042387936,0.006558661593916517,59.746451637705576,1706.2791652793683,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,1.12860071457074,-0.044084268063581906,0.03252436654381913,-0.002312820133093889,0.5661574416017268,131.90135878640828
11.6,0.20684413543357313,0.0,0.0,3.394963316655558,0.02177226525892611,0.006142452028140235,59.85524370887778,1732.605521013168,0.4,1.0,0.03,0.45,0.18,180.0,0.003,0.5,0.35,0.7,0.25,1.5,1.5,0.06,0.06,0.03,18.0,18.0,3.6,0.15,0.15,0.92,0.92,0.01,4.0,1.0,0.0,1.042856895878081,-0.03265839788838916,0.024924052626523696,-0.00187430811009564,0.5242090610903873,131.3513600805997
