value_component_environment_variable_time,value_component_R_variable_R,value_component_O_variable_O,value_component_S_variable_S,value_component_I_1_variable_I_1,value_component_I_2_variable_I_2,value_component_A_variable_A,value_component_open_probability_variable_open_probability,value_component_reaction_rate_constants_variable_phi_1,value_component_reaction_rate_constants_variable_phi_2,value_component_reaction_rate_constants_variable_phi_2b,value_component_reaction_rate_constants_variable_phi_3,value_component_reaction_rate_constants_variable_phi_4,value_component_reaction_rate_constants_variable_phi_4b,value_component_reaction_rate_constants_variable_phi_5,value_component_reaction_rate_constants_variable_k_1a,value_component_reaction_rate_constants_variable_k_1b,value_component_reaction_rate_constants_variable_k_2a,value_component_reaction_rate_constants_variable_k_2b,value_component_reaction_rate_constants_variable_k_3a,value_component_reaction_rate_constants_variable_k_3b,value_component_reaction_rate_constants_variable_k_4a,value_component_reaction_rate_constants_variable_k_4b,value_component_reaction_rate_constants_variable_l_2a,value_component_reaction_rate_constants_variable_l_2b,value_component_reaction_rate_constants_variable_l_4a,value_component_reaction_rate_constants_variable_l_4b,value_component_reaction_rate_constants_variable_l_6a,value_component_reaction_rate_constants_variable_l_6b,value_component_reaction_rate_constants_variable_L_1,value_component_reaction_rate_constants_variable_L_3,value_component_reaction_rate_constants_variable_L_5,value_component_reaction_rate_constants_variable_p,value_component_reaction_rate_constants_variable_c
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
0.1,0.12787165150541538,0.047774542221876326,0.0002665482655909157,0.011935235075924802,0.06912390604992091,0.7430281168812717,0.20575837324363305,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
0.2,0.01860086695139141,0.01614821481107708,8.653804713576463e-05,0.012557111740454686,0.1820096026299116,0.7705976658200294,0.2335182930627467,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
0.30000000000000004,0.004439631721705176,0.010913262987335968,4.5264677051459756e-05,0.011810140681049347,0.27885941673030773,0.6939322832025504,0.15320442923390004,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
0.4,0.0024199431541574055,0.009297308954085207,3.557790952068984e-05,0.0109486827974232,0.3561944575639076,0.6211040296209059,0.09829113249260162,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
0.5,0.0019859459101127727,0.008343327022300959,3.136149267024546e-05,0.010128748045854664,0.41729012578420166,0.5622204917448598,0.06598705804391997,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
0.6000000000000001,0.0017871780242456872,0.00763223041703671,2.8499782394941775e-05,0.009366736673546407,0.4654888428853165,0.5156965122174597,0.046709060459531104,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
0.7000000000000001,0.001645316015777642,0.007077003086127617,2.6305055628284002e-05,0.008661353815013002,0.5035181079915033,0.4790719140359502,0.0347873937471003,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
0.8,0.0015315675505292383,0.006639805653340493,2.4581314577165614e-05,0.008009165647994811,0.5335366843157465,0.45025819551781177,0.027143172818302214,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
0.9,0.001438780024911263,0.0062951285855327044,2.322350902816961e-05,0.00740656924183225,0.5572451766841457,0.42759112195454985,0.02207619036336827,0.3001351351351351,2.1364864864864868,3.8299820466786354,0.10802513464991025,88.43447037701975,1.2792857142857144,1.5864285714285713,0.64,0.04,37.4,1.4,0.11,29.8,4.0,0.54,1.7,0.8,1.7,2.5,4707.0,11.4,0.12,0.025,54.7,10.0,1.0
