Time,R1,P1,P1_prime,R2,P2,P2_prime,P3_prime,P4_prime,i1,d_R1,sP1R1,d_P1,sP1_prime_P1,s1,n,s3,d_P1_prime,i2,d_R2,sP2R2,d_P2,sP2_prime_P2,s2,d_P2_prime,sP3_prime_P2_prime,d_P3_prime,d_P4_prime,sP4_prime_P1_prime,compartment,React1,React2,React3,React4,React5,React6,React7,React8,React9,React10,React11,React12,React13,React14,React15,React16,React17,React18,React19,React20
0.17,0.00960803191469544,0.09704241633126658,0.15948613564626413,0.09608031914695443,0.9704241633126655,1.0678938076371718,0.14129571016450934,0.09389607663868793,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0022599051866555144,0.004545079497246678,0.021705477260814395,0.027838557972950442,0.1425443088986837,0.19999999551057443,0.05908642353422793,0.0,0.022599051866555152,0.0454507949724668,0.2170547726081439,0.27838557972950434,0.29999997997245836,0.3956332978534194,0.32181961387664537,0.05234723470174742,0.19999999988653627,3.337923600548162e-08,0.034786618473101105
0.18,0.009585459427155269,0.09687095076334072,0.16257840885404137,0.09585459427155273,0.968709507633407,1.0717117848553783,0.14400379798436486,0.09354885483533959,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0022545959118611906,0.0045344015820158005,0.02166712555723642,0.027789369645479553,0.13961119641191727,0.19999999467406943,0.06023204891224524,0.0,0.022545959118611916,0.04534401582015802,0.21667125557236416,0.2778936964547955,0.2999999761939665,0.39704778205322055,0.32548600448510345,0.05335052707724749,0.19999999989025713,3.9676722431199495e-08,0.03465797973939661
0.19,0.009562939970269703,0.09669976174911012,0.16562974114455312,0.09562939970269706,0.9669976174911009,1.0755107371824613,0.14673814006912875,0.09320291713209465,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0022492991104071367,0.0045237487529360835,0.021628835710423462,0.02774026065296722,0.1367309957873327,0.19999999369163127,0.06136250649923403,0.0,0.022492991104071373,0.04523748752936085,0.21628835710423455,0.27740260652967214,0.2999999718572766,0.39845521791135824,0.3290862552658342,0.05436354613281082,0.19999999989385597,4.69045389797343e-08,0.034529816739098426
0.2,0.009540473417904908,0.09652884891934124,0.1686408124334923,0.0954047341790491,0.9652884891934121,1.0792907443932076,0.14949798141961398,0.09285825869782398,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0022440147526254133,0.004513120950339917,0.021590607637789055,0.027691230889491422,0.13390373770074956,0.19999999253984352,0.06247804819036022,0.0,0.022440147526254138,0.04513120950339918,0.2159060763778905,0.27691230889491414,0.29999996690324776,0.3998556349827955,0.33262032787406304,0.055386012156338586,0.1999999998973368,5.516125371397384e-08,0.034402127682369825
0.21,0.009518059643927055,0.09635821190480061,0.17161230263655186,0.09518059643927057,0.963582119048006,1.0830518862624048,0.1522825670366335,0.09251487470139849,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0022387428088480824,0.004502518114559694,0.021552441256746754,0.027642280249130152,0.13112937456521437,0.19999999119191134,0.06357892588078973,0.0,0.02238742808848083,0.04502518114559695,0.2155244125674675,0.27642280249130147,0.29999996126915557,0.4012490628224957,0.33608828179348205,0.05641764543573198,0.1999999999007035,6.455140737856131e-08,0.03427491077937411
0.22,0.00949569853325498,0.09618785034760086,0.17454485188133778,0.09495698533254983,0.9618785034760083,1.0867942316804433,0.15509117909233539,0.09217276097895342,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.002233483252006904,0.004491940191156269,0.021514336487247883,0.02759340862921626,0.12840779311704406,0.1999999896172152,0.06466537672499802,0.0,0.022334832520069046,0.0449194019115627,0.2151433648724788,0.27593408629216254,0.2999999548887786,0.4026355269529706,0.3394902586036949,0.05745818003012841,0.19999999990395972,7.51853689555898e-08,0.03414816448748266
0.23,0.009473389959207077,0.09601776387794614,0.17743914205546887,0.09473389959207079,0.9601776387794613,1.0905178609615493,0.15792306074529483,0.09183191266628957,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0022282360523050966,0.004481387120202908,0.021476293246580215,0.02754461592366641,0.125738802640348,0.19999998778087966,0.06573765334871011,0.0,0.02228236052305097,0.04481387120202909,0.2147629324658021,0.27544615923666405,0.29999994769224997,0.4040150571290348,0.342826496699565,0.05850733554491683,0.1999999999071092,8.717958333016554e-08,0.034021887004606954
0.24,0.0094511337945781,0.09584795212550312,0.18029585693157718,0.09451133794578104,0.958479521255031,1.0942228549356103,0.16077745339304586,0.0914923248675952,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.002223001179822715,0.00447085884152517,0.021438311451911284,0.027495902026243083,0.12312214780048868,0.19999998564324553,0.06679600907601072,0.0,0.02223001179822716,0.04470858841525172,0.2143831145191128,0.27495902026243074,0.29999993960612564,0.4053876832965449,0.34609731524938914,0.059564830933055625,0.19999999991015543,1.0065645719810658e-07,0.03389607651694667
0.25,0.00942892991463308,0.0956784147224743,0.1831156713896544,0.09428929914633084,0.9567841472247429,1.0979092919998514,0.1636536067409187,0.09115399283619222,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0022177786052208466,0.004460355296117179,0.02140039102097583,0.027447266831436206,0.1205575152027288,0.19999998315929807,0.06784069393643916,0.0,0.02217778605220848,0.044603552961171807,0.21400391020975826,0.274472668314362,0.29999993055343377,0.4067534345001049,0.34930310599658904,0.06063038822537555,0.1999999999131017,1.1574427704527188e-07,0.03377073126595249
0.26,0.009406778194637047,0.09550915130106219,0.1858992603096922,0.0940677819463705,0.9550915130106218,1.1015772505514971,0.1665507704942435,0.09081691182540251,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.00221256829916058,0.004449876424973055,0.02136253187150858,0.02739871023373571,0.1180445359946497,0.19999998027805388,0.06887195795953475,0.0,0.022125682991605805,0.044498764249730566,0.21362531871508578,0.27398710233735707,0.29999992045367957,0.40811233978431866,0.3524443300066879,0.06170372945270733,0.19999999991595138,1.3257720064730903e-07,0.03364584949307512
0.27,0.009384678522652836,0.09534016150471687,0.18864714736206856,0.09384678522652841,0.9534016150471686,1.1052267960489996,0.1694683684569225,0.09048107789061365,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0022073702353131736,0.0044394221751409245,0.021324733923760022,0.027350232130858132,0.1155827987863302,0.19999997694167368,0.06988999515469915,0.0,0.022073702353131747,0.044394221751409266,0.2132473392376002,0.27350232130858126,0.299999909223527,0.40946442340023337,0.3555215015170873,0.06278464114592065,0.19999999991870762,1.5129412164091965e-07,0.03352142973691454
0.28,0.009362630772570029,0.09517144496443201,0.19136002367815627,0.09362630772570031,0.95171444964432,1.1088580082801893,0.17240563162289466,0.09014648619894484,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0022021843840161967,0.004428992486964252,0.02128699709519451,0.027301832416946614,0.11317183513315705,0.19999997308508774,0.07089506157228333,0.0,0.02202184384016197,0.04428992486964253,0.21286997095194504,0.2730183241694661,0.29999989677567546,0.4108097149076445,0.3585352060835537,0.06387283840365,0.19999999992137343,1.7204054090089836e-07,0.03339747020698508
0.29,0.009340634818758438,0.09500300131162336,0.1940385747150865,0.09340634818758442,0.9500300131162333,1.1124709665473604,0.17536179751926384,0.08981313194761337,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0021970107157201725,0.004418587301013679,0.021249321303370795,0.027253510986265394,0.11081113388111336,0.19999996863503383,0.07188741116044524,0.0,0.021970107157201733,0.044185873010136816,0.2124932130337079,0.27253510986265383,0.2999998830194205,0.4121482436864661,0.3614860826486083,0.06496803874493687,0.19999999992395187,1.9496763256254565e-07,0.0332739691239518
0.3,0.009318690538038035,0.09483483017985996,0.19668345698084058,0.09318690538038038,0.9483483017985994,1.116065747675673,0.17833613700438555,0.0894810104873923,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0021918492014519264,0.004408206559018892,0.021211706466329278,0.027205267733696428,0.10850014624718407,0.19999996350913893,0.07286728714226182,0.0,0.02191849201451927,0.04408206559018894,0.21211706466329275,0.2720526773369642,0.29999986786083427,0.4134800381988833,0.36437481719101994,0.06606997203738475,0.19999999992644574,2.20231942853242e-07,0.0331509247653691
0.31,0.009296797807228783,0.09466693120271094,0.19929532698339966,0.09296797807228786,0.9466693120271091,1.1196424284902875,0.18132792093661523,0.08915011716905477,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.002186699812238282,0.004397850202709576,0.02117415250211036,0.02715710255412169,0.10623828781718225,0.19999995761501418,0.0738349327408099,0.0,0.021866998122382828,0.04397850202709577,0.2117415250211035,0.2715710255412168,0.29999985120269007,0.4148051269070817,0.36720214022852216,0.0671783681485972,0.1999999999288578,2.4799551658583423e-07,0.03302833540879141
0.32,0.009274956509843786,0.09449930401932265,0.20187470819181894,0.0927495650984379,0.9449930401932263,1.123201079001096,0.18433657861866226,0.08882044777096339,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.002181562520680357,0.004387518176981603,0.021136659330001896,0.027109015344023088,0.10402494627248,0.19999995084886046,0.07479054189090507,0.0,0.02181562520680358,0.04387518176981605,0.21136659330001892,0.27109015344023085,0.29999983294548416,0.416123535748326,0.3699688171594,0.06829301564664199,0.19999999993119078,2.7842419306912084e-07,0.03290619949018651
0.33,0.00925316652431345,0.09433194826460614,0.20442222510348965,0.09253166524313455,0.9433194826460611,1.1267417743934318,0.18736141903229003,0.08849199774677384,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0021764372981837666,0.004377210424326478,0.021099226868344458,0.027061005998667564,0.10185947712875439,0.19999994309487587,0.07573434595634083,0.0,0.021764372981837678,0.0437721042432648,0.2109922686834445,0.2706100599866756,0.29999981298605793,0.41743529257727857,0.372675653589057,0.0694136585230828,0.19999999993344725,3.116899034548365e-07,0.03278451532522477
0.34,0.00923142772864752,0.09416486357312191,0.20693851057729726,0.09231427728647525,0.9416486357312188,1.1302645902809685,0.19040174120103698,0.0881647625232679,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.002171324116055183,0.004366926887036709,0.02106185503540018,0.027013074413221483,0.09974121003679441,0.19999993422390397,0.07666657939867709,0.0,0.021713241160551844,0.043669268870367116,0.21061855035400173,0.2701307441322148,0.29999979121811077,0.41874042540729317,0.37532348745400707,0.07054003708016017,0.19999999993562972,3.4796981540859136e-07,0.03266328121962029
0.35000000000000003,0.009209740005522389,0.09399804958332372,0.20942406755849347,0.09209740005522393,0.939980495833237,1.1337695975370679,0.19345700107312397,0.0878387378289134,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0021662229466989213,0.004356667509612366,0.021024543750302018,0.02696522048396808,0.09766945487281792,0.19999992409159062,0.07758742854907065,0.0,0.02166222946698922,0.043566675096123685,0.2102454375030201,0.2696522048396807,0.29999976753357743,0.42003896049553285,0.37791318140897756,0.07167194975757096,0.19999999993774062,3.8744403766311167e-07,0.032542495590855834
0.36,0.009188103233589784,0.09383150593030673,0.21187951864613078,0.0918810323358979,0.9383150593030671,1.1372568711209303,0.19652650974292113,0.08751391913126569,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.002161133761572653,0.004346432234649648,0.020987292931431707,0.026917444106227092,0.09564349929435262,0.19999991253786448,0.07849712406801852,0.0,0.021611337615726544,0.0434643223464965,0.20987292931431703,0.2691744410622709,0.29999974182054506,0.4213309256128822,0.3804456258820592,0.07280914132955742,0.19999999993978232,4.3029909153452646e-07,0.03242215675975131
0.37,0.009166517292860445,0.093665232250308,0.21430544399575174,0.0916651729286045,0.9366523225030798,1.1407264846143192,0.1996096297695108,0.08719030198613086,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.002156056532453705,0.004336221005387633,0.02095010249742639,0.026869745175645856,0.09366261475897955,0.19999989938489623,0.0793958808915461,0.0,0.021560565324537064,0.04336221005387636,0.20950102497426387,0.26869745175645854,0.2999997139646741,0.422616348019913,0.38292173155127557,0.07395137563700836,0.19999999994175705,4.767255431646544e-07,0.03230226307982176
0.38,0.009144982065678526,0.09349922818158331,0.21670233570627567,0.09144982065678531,0.9349922818158329,1.1441785092505241,0.20270583106740434,0.08686788210194625,0.0,0.23521,0.47305,0.22367,0.28687,0.4,9.0,0.2,0.37048,0.0,0.23521,0.47305,0.22367,0.28687,0.3,0.37048,0.5,0.37048,0.37048,0.5,1.0,0.0,0.0021509912316682463,0.004326033766169227,0.02091297236737474,0.026822123588450805,0.09172605955825955,0.19999988443510705,0.080283881332461,0.0,0.02150991231668247,0.043260337661692294,0.20912972367374735,0.268221235884508,0.2999996838500422,0.42389525410713413,0.3853424255521755,0.07509845629385195,0.199999999943667,5.269165963349346e-07,0.03218281296112904
