Time,species_20,species_21,species_15,species_41,species_28,species_1,species_5,species_2,species_11,species_19,species_7,species_22,species_17,species_42,species_3,species_6,species_9,species_12,species_10,species_27,species_4,species_47,species_8,species_13,species_14,species_16,species_18,species_23,compartment_1,compartment_2,reaction_9,reaction_16,reaction_17,reaction_22,reaction_23,reaction_31,reaction_32,reaction_33,reaction_40,reaction_41,reaction_46,reaction_53,reaction_55,reaction_44,reaction_61,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_10,reaction_11,reaction_12,reaction_18,reaction_13,reaction_14,reaction_15,reaction_19,reaction_20
0.0,12.1175,0.0,0.0,100.0,100.0,0.0,6.2175,0.0,4.3225,0.0,0.0,0.0,0.0,2.965,0.0,10.0,73.2175,0.0,0.0,144.13,0.0,127.0725,0.0,12.1175,0.0,0.0,2.965,2.965,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.208313399999998,30.749731525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,11.813871485916895,0.30340099114333996,0.00022752293982243943,100.0,100.0,1.9412113714160485e-12,6.217497008811984,0.20609098928565947,4.116409010714338,7.70839952797253e-06,0.00060835252271165,2.9911880154838715e-06,0.0007704095702792075,2.96438393907582,0.00020283662849077694,9.999999968081564,73.21185327350734,0.005645837277827371,8.892148525873202e-07,144.12979715971395,3.657512424085e-09,127.07172959042977,3.1918441248392524e-08,12.115659824768732,0.0018401752312668883,0.004514564732486157,2.960485435267516,2.965,1.0,1.0,2.5934914496645116e-10,0.1502938268971907,4.071267894618986e-06,0.0022837897566459872,0.12111640100759297,0.06133380553579977,2.7349169110577957e-09,1.2724245919555368e-05,21.14945087160855,29.97923469880729,4.686806056005542e-11,7.708476611967809e-10,1.997117912133486e-06,2.7535289683729995e-08,0.0008263361408085762,7.648886521914428e-08,0.04530626320545267,3.658938842251633e-12,1.941149252652163e-13,7.047090767414399e-06,2.6777594067077056e-11,2.0608872162697436,0.0003551804178666837,8.892068496536469e-07,0.0022792583840825767,1.1028493508098558,0.000895135358709573,2.2035926528560687e-06,0.0018401752312668883,0.36759031991903784,0.8982007421123568,1.0481239211176487e-06
0.02,11.517851138665808,0.5987469325507858,0.000901928783475697,100.0,100.0,3.014625840914432e-11,6.217476263750514,0.38323100202897176,3.9392689979710256,5.942874241860906e-05,0.0024110575630800924,2.3736249485969594e-05,0.0029354321005599644,2.9625295136643546,0.0015951153695234154,9.999999496238397,73.19600581801788,0.021480177715858903,1.4004266280413003e-05,144.12840465888547,2.2574494891647613e-07,127.06956456789948,5.037616075247897e-07,12.11023057800843,0.00726942199157083,0.017857778692195025,2.947142221307807,2.965,1.0,1.0,4.0932494529337e-09,0.27947011535927574,1.551243770701416e-05,0.008696304233266646,0.23886773831700037,0.2430793026445785,1.7067041287809028e-07,0.00010006397476241904,20.239333828535454,29.228044585012512,7.077495766963185e-10,5.942933670603324e-09,7.91509209980622e-06,1.6995027883217772e-06,0.006498340503901442,6.06969130105523e-07,0.08940968194394373,2.2583297806995467e-10,3.0145293728875226e-12,2.7935530403471113e-05,1.6523793830564476e-09,3.832267671824554,0.002792548423561142,1.4004140242016478e-05,0.008671676624958534,2.0503301827683296,0.0035407789559424373,6.845697931150252e-05,0.00726942199157083,0.7250963411065279,1.7645658959134867,4.145951190073458e-06
0.03,11.229248454890648,0.8862403407302112,0.0020112043792151813,100.0,100.0,1.48189732830977e-10,6.217420604833366,0.5354869828418201,3.787013017158177,0.0001934017233145338,0.005374113662293812,7.939516663367498e-05,0.00629901193472835,2.959432484466202,0.005290576965888015,9.999997484727801,73.17140879703462,0.04602143582199977,6.976714340325695e-05,144.12470694073377,2.4823002737550375e-06,127.06620098806529,2.5152722067763773e-06,12.101348571729428,0.016151428270571196,0.03967759410290916,2.925322405897093,2.965,1.0,1.0,2.0437517330774574e-08,0.39049201842822595,3.32874435196687e-05,0.018641500539675376,0.3531924910088437,0.5417963910854635,1.8934382346613503e-06,0.00033188574545728414,19.457066960075966,28.495677756584154,3.3851606097375397e-09,1.9340365733176695e-08,1.7642301553987992e-05,1.86877990269429e-05,0.021553281501331185,2.0302455640563562e-06,0.13234049760056096,2.4832677462522125e-09,1.4818499075952638e-11,6.229323435786973e-05,1.8163522442200167e-08,5.354809577969384,0.00925903409930668,6.976651549896632e-05,0.01857912976995624,2.863954553005904,0.007867066502454957,0.0005044750842020842,0.016151428270571196,1.0724703281504544,2.5924998376670745,9.211748634901904e-06
0.04,10.947877701188007,1.166078659943792,0.0035436388682750326,100.0,100.0,4.5495357198990357e-10,6.217313638049492,0.6663545735221585,3.6561454264778397,0.00044228779651458256,0.009462934035689149,0.00018636195050893752,0.01069260680507404,2.9550947777128433,0.012319625932952447,9.999992161280227,73.1392893249537,0.07799375180670126,0.00021692323962757716,144.1176669136084,1.3460458608608627e-05,127.06180739319493,7.838719780748508e-06,12.089149108805078,0.028350891194922772,0.06956024039216128,2.8954397596078403,2.965,1.0,1.0,6.369249854490051e-08,0.4859075076296706,5.650561529175402e-05,0.03159766652981111,0.46403503607028607,0.9539681136588142,1.0349248377021321e-05,0.0007728280084143125,18.7846902179749,27.78166289086572,1.0118343286597654e-08,4.422922193925477e-08,3.1065203740381406e-05,0.00010133598579822135,0.050188924088254976,4.765535981244245e-06,0.17412819413208655,1.3465697632074682e-08,4.5493901347559986e-11,0.00010975748103096941,9.844982215053561e-08,6.663467212909184,0.021551102249702976,0.0002169212873184205,0.03148654556687614,3.562311609141523,0.013791804534326008,0.002062006302117695,0.028350891194922772,1.4096898792656114,3.3762598701737634,1.6149453210646123e-05
0.05,10.673557794540088,1.438454389355299,0.005487816104685486,100.0,100.0,1.0793692268084978e-09,6.217139850037008,0.7788383812258304,3.5436616187741676,0.0008338613788569359,0.014642409538921248,0.00036014996299226187,0.015971331854728727,2.9495237280028537,0.023627174338583686,9.999981133977139,73.10068022654363,0.11629893391297498,0.000520839543409476,144.10632328799485,4.953766652196402e-05,127.05652866814528,1.8866022870087702e-05,12.073766249649053,0.0437337503509502,0.10703891368414102,2.857961086315861,2.965,1.0,1.0,1.532934162479245e-07,0.5679074016221343,8.440130175290669e-05,0.047107822273330206,0.571346406863571,1.4760001803293519,3.8357403553097344e-05,0.001482165290759161,18.20676641140267,27.085540466158765,2.338587818989567e-08,8.338697174707245e-08,4.806854130665684e-05,0.0003729403593972844,0.09625474553795609,9.209538763660325e-06,0.21480151705364808,4.95568927175841e-08,1.0793346869932398e-10,0.00016997467699203403,3.6212733319624434e-07,7.788283446615293,0.041309927624744794,0.0005208348558535852,0.04695057741427148,4.1614487543900625,0.02122215941129545,0.006100343064121537,0.0437337503509502,1.7367562057857548,4.1109850035176505,2.48506893954786e-05
0.06,10.406112185883295,1.7035552068429372,0.007832607273839816,100.0,100.0,2.175813225374002e-09,6.216884705587695,0.8755209673385062,3.4469790326614924,0.0013916156347400848,0.020876978082135584,0.0006152944123056674,0.02201064299895098,2.9427314041073123,0.04006955437201858,9.999961445751088,73.05644614470103,0.15999208904448187,0.001061766254504309,144.08978780021542,0.00014264541253342157,127.05048935700107,3.8554248920055836e-05,12.055332597989338,0.06216740201066364,0.15160265833792202,2.8133973416620797,2.965,1.0,1.0,3.132675375475541e-07,0.6383753237649019,0.0001163163434601064,0.06477141037760781,0.6750848263676261,2.1042225003610917,0.000111135171754733,0.0025136135590026385,17.710026753169522,26.406862466263025,4.5951571146281074e-08,1.3916295508964323e-07,6.853556995737716e-05,0.0010738945766248615,0.1632393575561665,1.5733939534833146e-05,0.2543884919274421,1.427004940711516e-07,2.1757435993507898e-10,0.000242600128353368,1.0421271110205557e-06,8.755079611396658,0.07001551449890511,0.0010617566986080183,0.0645897662997916,4.675207387008415,0.030056393846294226,0.014706285155450726,0.06216740201066364,2.053692461752813,4.792705798641159,3.5196831173023664e-05
0.07,10.145368746612874,1.9615640896899902,0.010567163697206068,100.0,100.0,3.920075879560455e-09,6.216534727530295,0.9586220840971192,3.363877915902879,0.002135289339718183,0.028130698423026252,0.0009652724697049625,0.028703487286668758,2.9347340083171813,0.062411011804284044,9.999929630942757,73.00730643102685,0.20826051385508518,0.0019330551180869687,144.06724227450303,0.0003467136926522458,127.04379651271336,7.036905725147929e-05,12.033979105278316,0.08352089472168531,0.20270525665105898,2.762294743348942,2.965,1.0,1.0,5.717746267194523e-07,0.6989306583032185,0.00015168501374076537,0.08423710029748666,0.7752160531420196,2.8348924090309673,0.0002715596152812243,0.003915108836554792,17.283066511442446,25.745192092467228,8.074491445504469e-08,2.13531069261158e-07,9.234830070406327e-05,0.0026102062980370203,0.25425622098947276,2.468336843181348e-05,0.29291644238522685,3.4684647024929293e-07,3.9199504371323085e-10,0.00032729781790993324,2.5312885929623403e-06,9.586047935951663,0.10898049572240227,0.0019330377205909058,0.08407601900638102,5.115517122612448,0.0401856149130128,0.030773869883231383,0.08352089472168531,2.3605421268993623,5.418336897420108,4.7061065910393106e-05
0.08,9.891159657901678,2.2126594322829396,0.013680909815450542,100.0,100.0,6.505821715927409e-09,6.216077559352908,1.0300496660746674,3.2924503339253306,0.003081327283665966,0.03636732659587282,0.0014224406470917108,0.03595784856573964,2.9255513396146413,0.09132021998098636,9.999881773996451,72.95385527149406,0.26040539266011187,0.0032393358458614784,144.03793550353868,0.0007442764803059633,127.0365421514343,0.00011822600355731567,12.009834892704475,0.10766510729552717,0.2597739665674369,2.7052260334325644,2.965,1.0,1.0,9.606300225245061e-07,0.7509655723946417,0.00019002104863807942,0.10519653204116002,0.871713571855102,3.6641993039086063,0.0005855380800990521,0.005728586652145943,16.91608302365492,25.100103482681035,1.3076908224751907e-07,3.081358096938803e-07,0.00011938775076872918,0.00560322593986502,0.37202944418054035,3.637379876304097e-05,0.3304120077039468,7.445579454181818e-07,6.505613529632499e-10,0.0004237401878049312,5.429838160460451e-06,10.300261577967495,0.1593442609588987,0.0032393066918388657,0.10512721944924312,5.492653467838429,0.05149550166206157,0.05804538261154475,0.10766510729552717,2.6573674455503324,5.985654113173436,6.0310422948128984e-05
0.09,9.643321302553225,2.45701516111461,0.017163536332233532,100.0,100.0,1.0141449123838155e-08,6.215502012223593,1.0914442224842604,3.2310557775157376,0.004243286848896703,0.04555039346045622,0.001997987776406958,0.04369460988649033,2.9152063095492,0.12736716333593429,9.999813570015915,72.8965795621215,0.31582577818538754,0.005094659693443427,144.00117995752734,0.0014528791366787861,127.02880539011356,0.00018642998409459745,11.983027088744175,0.13447291125582925,0.32221798658092765,2.6427820134190734,2.965,1.0,1.0,1.5148125998627193e-06,0.7956772812523899,0.00023090635067565246,0.12737880243438746,0.964558654296099,4.588270425433845,0.001147108095666407,0.007989784250496103,16.600647615951456,24.471181436998144,1.990306672430775e-07,4.2433292817651915e-07,0.00014953419816378952,0.010937884350155306,0.5188810867142627,5.109134462561289e-05,0.3669011599789224,1.453418662955109e-06,1.0141124597466192e-09,0.0005316079271719024,1.0591097868024734e-05,10.914118690287362,0.22206793670559166,0.005094613841506186,0.12750076160811005,5.815465511147727,0.06386798783646076,0.10111557023955892,0.13447291125582925,2.9442479233091503,6.493258074159541,7.480773885456107e-05
