Time,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn,cAm,cAc,cAn,q1,n0,g0,alpha,n1,a,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,b,g2,g3,c,m4,k4,p2,r3,r4,m5,m6,k5,m7,m8,k6,n3,d,g4,m9,k7,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,e,f,m12,k10,p4,r7,r8,m13,k11,m14,k12,p5,k13,m15,q3,q4,g,n6,g7,m16,k14,p6,r9,r10,m17,k15,m18,k16,light,compartment,reaction_1,reaction_0,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_38,reaction_39,reaction_40
0.68,1.3045046086275531,0.03701000525244007,0.1685371489217089,0.47178073337859466,8.598485817122167,0.40450855163049576,0.07939531845411239,1.5130890370409176,0.45224294427304035,0.17127891355861297,0.01703836706189722,0.022681608616978415,0.2650943086188068,16.026679211315237,0.9606509001828895,0.8695878151727909,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.1463072712561266,0.7054514977636329,1.0820865728565554,0.5946793344085645,0.4723865249240939,0.4302310396700279,0.6998564658619166,0.5923014361707717,0.03315312140591614,0.0075808642272991,0.04256281001931532,0.0012453984485338578,0.07317924203846049,0.15149738640392602,0.1704617487209793,0.08611064869806312,4.65895564672934,0.05049972285001311,4.1470227442504815,0.009166001082996577,0.0,0.2650943086188068,0.2171281182864358,0.6498521881481429,8.05424413421368,7.433702033755151,0.0967752181322911,0.12096315112982602,2.039979891129043,1.8522231659988448,0.0,2.405917537615986,0.0,2.024223890438678,0.2401432586073482,0.3870391527344176
0.69,1.3088369116042624,0.037157890337449644,0.1701742887132287,0.4728621741210388,8.576351658108761,0.402793419475951,0.07915347506946356,1.5125450465024481,0.4521130788216928,0.1698009676701924,0.017117519785419918,0.02293753752177513,0.2603121821802521,16.039313662519742,0.9652714756582595,0.8700065200065961,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.1326150364133012,0.7069657617424601,1.0856802181757357,0.5968929865824818,0.47423029980979453,0.4339186236341506,0.7021749112406238,0.5934483884020132,0.033276994009425104,0.007665330802564308,0.04219554046604281,0.001251130281383689,0.07304487979375107,0.1514807840940258,0.16994251097413826,0.08608655781889206,4.662628481694489,0.05157518682094897,4.1483768174344275,0.00916782081724581,0.0,0.2603121821802521,0.21390947937579066,0.63812928339667,8.054405199383439,7.436002036740446,0.09641848593815201,0.12059908325722317,2.0446560408993717,1.8489045690064105,0.0,2.404415731774702,0.0,2.0199297991393186,0.23533425477960382,0.3839978877403857
0.7,1.3130184756758503,0.03730117684785555,0.17179652152906066,0.4739551268336592,8.554312666652246,0.4010880564579385,0.07891170944982182,1.5119973755042042,0.4519821108298721,0.16830621728884876,0.017191739570948265,0.023193804847530475,0.25560950105489644,16.05181058499902,0.9699043224101709,0.8704359647509483,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.1191313210526317,0.7084239795584923,1.0891488255731179,0.5990317305815979,0.4760164166643368,0.4375644070092335,0.7044641691614479,0.5946067228733167,0.03338988572233324,0.007749885394852867,0.04182409499627892,0.0012565044489813266,0.0729103477949633,0.1514640610698591,0.16942344018876743,0.0860622620505324,4.666261337059216,0.05265137730238145,4.149722409232952,0.009169686159262426,0.0,0.25560950105489644,0.2107236872551217,0.6266011308859731,8.054561737512854,7.4382748391594875,0.09606272710020938,0.12023510593319647,2.0493819684287424,1.845595089626721,0.0,2.402914537407017,0.0,2.015642010605054,0.23065935488552153,0.38091722712406756
0.71,1.317051926222811,0.03743993885997486,0.17340352574902215,0.47505918466728775,8.532369234074002,0.3993924897428473,0.07867003046883957,1.5114460286979212,0.4518500406664668,0.1667963599583582,0.017261099248224117,0.02345030099852798,0.2509851475162817,16.06417213764607,0.9745491218910248,0.8708761558025737,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.10585336622641,0.709827431076316,1.0924945728018218,0.6010968678343348,0.47774582948813754,0.4411679221571301,0.7067236171135252,0.5957759834989327,0.03349197960694091,0.007834491774721737,0.041448895449652016,0.0012615263105950059,0.07277564963961458,0.15144721729746208,0.16890455541659855,0.08603776145225867,4.669854840413713,0.0537282123505218,4.151059493763319,0.009171597056565908,0.0,0.2509851475162817,0.20757082009770086,0.6152649906214129,8.054713887290067,7.440520907170137,0.09570796421596697,0.11987123254114794,2.054155914501352,1.8422947933199387,0.0,2.4014140229123067,0.0,2.0113607902992996,0.22611446842292934,0.3778005028467808
0.72,1.3209398487352326,0.03757424913180655,0.17499499698604182,0.47617394037499167,8.510521731952373,0.3977067445211891,0.07842844708906307,1.510891010893263,0.45171686873565015,0.16527302156530035,0.017325673609473253,0.023706918722929488,0.24643801426199352,16.07640044882599,0.9792055627620009,0.8713270987579165,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.092778429185356,0.7111773595042764,1.0957196045258755,0.6030896746662895,0.47941947423334347,0.444728742587818,0.7089527234442116,0.5969557148116819,0.0335834625979072,0.007919114526055749,0.04107034585897714,0.0012662013603368277,0.0726407889722096,0.15143025274658348,0.16838587590021842,0.08601305608981799,4.6734096104737155,0.05480561202098272,4.152388049857864,0.009173553451251459,0.0,0.24643801426199352,0.20445094376566034,0.6041181481618509,8.054861782688088,7.4427406989551015,0.09535421951461213,0.11950747660222123,2.058976118181464,1.8390037435454958,0.0,2.399914256040629,0.0,2.007086401018346,0.2216956318863593,0.3746509185278731
0.73,1.32468479149715,0.03770417971978328,0.17657064469178416,0.47729899084667243,8.488770512171726,0.39603084403257144,0.07818696833613188,1.5103323270643598,0.45158259547908597,0.16373776945890833,0.01738553832656403,0.023963553240976314,0.24196700451070183,16.08849761787875,0.9838733400970644,0.8717887985161094,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.0799037837822054,0.7124749734658345,1.0988260345468859,0.6050114132566833,0.48103827655400366,0.44824647481417546,0.7111510489846535,0.5981454667867708,0.03366452308101414,0.008003719087268539,0.04068883571053872,0.0012705351490085656,0.072505769483727,0.15141316739089802,0.16786742101767513,0.0859881460358399,4.676926257517353,0.0558834981447745,4.153708060667525,0.009175555280452007,0.0,0.24196700451070183,0.20136411201126567,0.5931579148575344,8.055005552839528,7.444934665070564,0.0950015148533326,0.11914385173649505,2.0638408364210115,1.8357220017239104,0.0,2.3984153038705815,0.0,2.0028191028395144,0.2173990084786968,0.3714715760741821
0.74,1.3282892542014122,0.03782980213747699,0.17813020629028,0.4784339149802803,8.467115911633954,0.39436480935840207,0.07794560339908126,1.509769982310597,0.45144722136947907,0.1621920554444324,0.017440775597523668,0.024220100935952293,0.23757103150882963,16.100465709545563,0.9885521587599262,0.8722612588431528,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.067226720272434,0.7137214441457704,1.1018159363600715,0.6068633319260336,0.48260315384127583,0.4517207893264794,0.7133181937324244,0.59934477147749,0.03373536364702396,0.008088271318777304,0.040304725777941454,0.0012745336930954523,0.072370594892321,0.1513959612068198,0.16734921049782744,0.08596303136864035,4.680405381764896,0.056961795278403976,4.155019514446268,0.009177602474465587,0.0,0.23757103150882963,0.19831036627899978,0.582381626640745,8.05514532349569,7.44710324750967,0.09464987166469879,0.11878037181406932,2.068748248374732,1.8324496291743229,0.0,2.396917233110163,0.0,1.99855915247493,0.21322087112487356,0.36826535690849016
0.75,1.3317557105495084,0.03795118834731919,0.1796734188669615,0.4795783165079932,8.445558244615023,0.3927086597889988,0.07770436142846524,1.509203981929891,0.4513107469244946,0.1606373282533669,0.017491463342344415,0.0244764616620341,0.23324901947470977,16.11230676532897,0.9932417267050976,0.8727444832368326,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.0547445465955594,0.7149179141495332,1.1046913619008172,0.6086466866091137,0.48411502762967457,0.4551513569257099,0.7154538804301308,0.6005531883170545,0.033796176727529326,0.008172738262707107,0.03991837607096168,0.0012782026928837389,0.0722352689732193,0.1513786341757572,0.16683126398691484,0.08593771217480473,4.683847576681132,0.058040428819061296,4.156322402502921,0.009179694960521616,0.0,0.23324901947470977,0.1952897365122465,0.5717866463403035,8.055281214642243,7.4492468818337905,0.09429931102512606,0.1184170506511044,2.0736966405805624,1.8291866839049586,0.0,2.395420109545295,0.0,1.9943068040891037,0.20915762585771253,0.36503515436035106
0.76,1.3350865894997401,0.038068408552476014,0.18120004292984007,0.4807317896281162,8.42409780729531,0.39106241256603036,0.07746325170680084,1.5086343313627228,0.4511731726940244,0.15907494095422048,0.017537683738985402,0.024732537137477712,0.22899990285241692,16.124022793752935,0.9979417605315439,0.8732384742092807,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.0424545880085982,0.7160654919928221,1.1074543259900345,0.610362699669788,0.48557479614558574,0.45853790126544236,0.7175578800986105,0.6017702677954967,0.03384716380083437,0.008257087612001899,0.03953012282712379,0.0012815481506620336,0.07209979554283019,0.15136118628241502,0.16631360141450138,0.08591218854682618,4.687253426143979,0.059119326567281416,4.1576167206154535,0.009181832659688223,0.0,0.22899990285241692,0.19230224080097844,0.5613703618524148,8.055413342838746,7.451365995476112,0.09394985359195779,0.1180539022665208,2.0786842583519745,1.8259332226014204,0.0,2.3939239983261937,0.0,1.9900623085253502,0.2052057854991165,0.3617836811866807
0.77,1.3382842833441453,0.03818153285996204,0.18270985194919273,0.4818939332007146,8.402734876568163,0.389426082990687,0.07722228357355698,1.5080610362145246,0.4510344992660048,0.1575061904660171,0.01757951970205278,0.024988231531033165,0.22482262661532026,16.135615774679746,1.0026519830948266,0.8737432335956481,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.0303541876613354,0.7171652558358479,1.1101068130339686,0.6120125896663502,0.48698335507764795,0.4618801750617903,0.7196300346960116,0.6029955664820881,0.03388852748433852,0.008341287902523205,0.039140288330805253,0.0012845761160725302,0.07196417846270764,0.1513436175154934,0.16579624283242683,0.08588646058418545,4.690623505699402,0.06019841805501483,4.158902468209662,0.0091840154882286,0.0,0.22482262661532026,0.18934788576404507,0.5511301868847961,8.05554182044745,7.453461008591997,0.09360151961766144,0.1176909407690765,2.08370936715989,1.8226893000168114,0.0,2.3924289638595972,0.0,1.9858259134637894,0.20136197600806763,0.3585135507291678
0.78,1.3413511471421606,0.038290634305568935,0.1842026317005911,0.4830643470337114,8.381469712696209,0.3877996845014054,0.07698146642298509,1.5074841022499958,0.45089472726622254,0.15593231320637815,0.017617055519549348,0.02524345119439558,0.2207161461719675,16.147087659362843,1.0073721237017097,0.8742587625298418,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.0184407067119723,0.7182182541788847,1.1126507765544222,0.6135976223909605,0.48834163528069074,0.4651779582446996,0.7216702482869676,0.6042286431172995,0.033920472996781026,0.008425308423703079,0.03874917983178497,0.0012872927324709409,0.07182842163430858,0.1513259278675287,0.16527920841014898,0.08586052839331565,4.6939583825767786,0.061277634600191255,4.160179648272502,0.00918624335751455,0.0,0.2207161461719675,0.18642666666385707,0.5410635607259612,8.055666755762344,7.455532334133898,0.09325432895799132,0.11732818035412544,2.088770236573768,1.8194549696455466,0.0,2.390935069969699,0.0,1.981597863506285,0.19762293324239086,0.3552272671592684
0.79,1.344289499340055,0.03839578171156437,0.18567818366341957,0.4842426346774766,8.360302557642608,0.386183228644281,0.07674080970273776,1.5069035353971083,0.4507538573585501,0.15435448909428004,0.017650376347092173,0.025498104847568388,0.21667942742784002,16.158440370561898,1.0121019179140012,0.8747850614694326,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,1.0067115247663931,0.7192255069248299,1.1150881397025756,0.6151189900463924,0.48965051389535563,0.4684310650714009,0.7236784799538601,0.6054690615702835,0.03394320700218882,0.008509119278358936,0.03835709053992859,0.0012897042005895955,0.07169252900236134,0.1513081173350304,0.16476251843177797,0.08583439208764664,4.697258615722344,0.06235690925162102,4.1614482671622,0.00918851617415357,0.0,0.21667942742784002,0.18353856763876256,0.5311679483966071,8.055788253466696,7.457580377935727,0.09290830105751136,0.11696563530156143,2.093865152345409,1.8162302832586656,0.0,2.3894423797575803,0.0,1.9773783999850267,0.1939854966021879,0.3519272330690539
0.8,1.34710162241763,0.03849703287831913,0.18713632831493518,0.4854284056577345,8.339233633963175,0.38457672506303875,0.07650032291066974,1.5063193417501548,0.4506118902452506,0.15277384530082191,0.017679567782381524,0.02575210371298239,0.21271144682975884,16.16967580275338,1.0168411073516717,0.8753221302208454,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.9951640402686978,0.7201880064098644,1.117420795795424,0.6165776960625149,0.49091072969287697,0.47163935093280707,0.7256547360169738,0.606716393190754,0.03395693664162357,0.008592691425525108,0.03796430055725424,0.001291816748016116,0.07155650455701634,0.15129018591859042,0.16424619328920792,0.08580805178766217,4.700524755860407,0.0634361767336516,4.162708334424804,0.009190833840117488,0.0,0.21271144682975884,0.18068356193228355,0.5214408407584709,8.055906415047989,7.459605538812717,0.09256345493930541,0.1166033199710217,2.098992426064044,1.8130152905746515,0.0,2.3879509554975384,0.0,1.973167760819996,0.1904466032404074,0.34861575657048144
0.81,1.349789763146219,0.03859445216718494,0.18857689436050018,0.4866212735704998,8.318263146735681,0.38298018152129276,0.07626001558814836,1.5057315275667258,0.4504688266676472,0.15119145587270894,0.017704716110925067,0.026005361316973626,0.208811191315807,16.180795822564242,1.021589439639426,0.8758699679465248,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.9837956706700649,0.7211067182621538,1.1196506085297886,0.6179748529437594,0.4921231020049623,0.4748026882374999,0.7275990797039655,0.6079702148007031,0.03396187011654141,0.008675996613789025,0.03757107678436817,0.0012936366472512508,0.07142035232850352,0.15127213362280556,0.16373025346775452,0.08578150762102497,4.703757345619425,0.06451537343107563,4.16395986265485,0.009193196252793688,0.0,0.208811191315807,0.177861612062392,0.5118797543915693,8.056021338069701,7.461608208699662,0.09221980920170395,0.11624124879182914,2.104150386918841,1.8098100398223678,0.0,2.386460858747665,0.0,1.9689661804603797,0.18700329336017435,0.3452950497634273
0.82,1.352356132933578,0.03868810558160195,0.18999972136139456,0.487820856891265,8.297391283331457,0.3813936039205314,0.07601989731701728,1.5051400992688808,0.4503246674062232,0.14960834354905375,0.017725908121026715,0.026257793540654287,0.20497765832787346,16.191802268929333,1.026346668306143,0.8764285731779706,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.9726038527493283,0.7219825822540631,1.121779412268403,0.6193115990098577,0.49328846950744876,0.47792097192304495,0.7295116235063482,0.6092301095435924,0.03395821626930841,0.00875900739671866,0.037177673371939855,0.001295170202590691,0.07128407638801826,0.15125396045632963,0.16321471953963607,0.08575475972259601,4.706956919577757,0.06559443736082587,4.165202867348102,0.009195603305062253,0.0,0.20497765832787346,0.17507267004244878,0.502482231624949,8.056133116561671,7.46358877273752,0.09187738201426131,0.11587943625843396,2.1093373851978297,1.8066145776300682,0.0,2.3849721503091694,0.0,1.9647738898155895,0.1836527044822676,0.3419672317729192
0.83,1.3548029105753834,0.038778058521068345,0.19140465982047283,0.48902677928463123,8.276618214754683,0.37981699644880335,0.07577997771058037,1.5045450634338868,0.45017941327856265,0.14802548546221617,0.017743230874952942,0.026509318491040764,0.20120985517111986,16.202696955150692,1.0311125522593365,0.876997943875704,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.9615860411296043,0.7228165139394255,1.1238090143222805,0.6205890605665493,0.49440766230410615,0.4809941193538494,0.7313925228803962,0.6104956672041,0.03394618410275203,0.008841697089164375,0.036784333137360715,0.0012964237338344655,0.0711476808449294,0.15123566643160422,0.16269961214461603,0.0857278082340531,4.7101240048623065,0.06667330802585458,4.166437366649575,0.009198054885575574,0.0,0.20120985517111986,0.17231667713031967,0.4932458389664832,8.056241841187209,7.465547609700236,0.09153619114221674,0.11551789691684226,2.1145517936267453,1.8034289491296014,0.0,2.3834848902976113,0.0,1.960591116534422,0.18039206758733664,0.33863433997682285
