Anaphase_promoting_complex_4_task1,Anaphase_promoting_complex_Phosphorylated_2_task1,Cdk_1_task1,Securin_3_task1,_1_task1
1.0,0.0,0.3,0.35,0.0
0.9799719498425639,0.020028050157436167,0.36756609321563694,0.4591781331504042,1.2
0.9668017521120278,0.03319824788797219,0.43395853288659614,0.5614250140956734,2.4
0.9460115605260893,0.05398843947391069,0.4990824476700557,0.655066096556895,3.5999999999999996
0.9137775121100065,0.08622248788999352,0.5626604124315379,0.7359673717800248,4.8
0.8670169898332073,0.13298301016679268,0.6242791143239885,0.7985435259597901,6.0
0.8038264055065656,0.1961735944934344,0.6833665110477498,0.8362632390608332,7.199999999999999
0.7235551610272566,0.2764448389727434,0.7391365416554813,0.8423231890901502,8.4
0.6266608321562486,0.3733391678437514,0.7904616203761055,0.8103658237787307,9.6
0.5146734296806585,0.48532657031934145,0.8355958058709878,0.7353100780248851,10.799999999999999
0.39048474897434016,0.6095152510256598,0.8715467470369488,0.6146337001203955,12.0
0.25936034164183863,0.7406396583581614,0.8924662354220925,0.45106829823938976,13.2
0.13224734136252025,0.8677526586374797,0.8847847074874746,0.25996754101560665,14.399999999999999
0.03919140435170687,0.9608085956482931,0.8123045647430344,0.09174252790294332,15.6
0.026171747569394888,0.9738282524306051,0.6309685135865978,0.02749130934096629,16.8
0.05739064863854915,0.9426093513614509,0.41285209091068414,0.01652864684490422,18.0
0.1349505104770593,0.8650494895229407,0.21884673461793938,0.00994705964887826,19.2
0.2642403396609083,0.7357596603390917,0.07673693074060024,0.004713279314360906,20.4
0.42787351962264764,0.5721264803773524,0.017380007997045078,0.0021282263535042463,21.599999999999998
0.5978389776860363,0.40216102231396367,0.024345640015251867,0.004870123465618106,22.8
0.7579874891600904,0.2420125108399096,0.06095702967473117,0.021957988834681294,24.0
0.8958463895549537,0.10415361044504637,0.11942880129367167,0.07552451550172347,25.2
0.9859352177500184,0.014064782249981665,0.18696582750387766,0.1721204771494192,26.4
0.9906982053212552,0.009301794678744825,0.2559792884224605,0.28554822638135896,27.599999999999998
0.984907472595589,0.01509252740441105,0.32410523237482824,0.3961712564298016,28.799999999999997
0.9756125262027086,0.02438747379729149,0.3912145739406536,0.502182385898426,30.0
0.9604205465461675,0.03957945345383255,0.45718564865133504,0.6015933126073287,31.2
