Time,C,P,l,Sc,g_t,Ki,k1,J,r,deltap,epsilon,alpha,f_t,aplasma,bplasma,tauplasma,aCSF,bCSF,tauCSF,CSF,Plasma
0.0,1.0,1.0,1.0,1.16,0.0,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,0.0,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.072,0.9524635008161898,0.9948036285052801,0.9991416656375294,1.16,0.10085952092321845,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,6.996862641536048,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.144,0.8889742273378815,0.9878149731478333,0.9978959691918218,1.16,0.2017190418464369,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,13.993725283072097,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.21599999999999997,0.8263302453437047,0.9789719293509849,0.9965648994958994,1.16,0.3025785627696554,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,20.990587924608143,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.288,0.7667298670362565,0.9684232709133286,0.9951960550181399,1.16,0.4034380836928738,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,27.987450566144194,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.36,0.7107290138796727,0.9563510305917415,0.9938063948212165,1.16,0.5042976046160923,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,34.984313207680245,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.43199999999999994,0.6584183882020996,0.942939159809886,0.9924039321715151,1.16,0.6051571255393108,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,41.981175849216285,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.5039999999999999,0.6097148064264682,0.928363704288431,0.9909931082555261,1.16,0.7060166464625292,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,48.978038490752326,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.576,0.5644609834271485,0.9127893022630034,0.989576629803849,1.16,0.8068761673857476,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,55.97490113228839,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.6479999999999999,0.5224692034248589,0.8963679869011177,0.9881562787618826,1.16,0.907735688308966,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,62.97176377382442,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.72,0.48354112302133057,0.8792390950230308,0.9867332885154807,1.16,1.0085952092321846,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,69.96862641536049,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.7919999999999999,0.44747783707377775,0.8615296150307431,0.9853085434490962,1.16,1.109454730155403,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,76.96548905689653,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.8639999999999999,0.4140857380013503,0.8433547965056362,0.9838827041900303,1.16,1.2103142510786216,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,83.96235169843257,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
0.9359999999999999,0.38317918899595615,0.8248188714398322,0.982456275217868,1.16,1.3111737720018402,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,90.95921433996863,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
1.0079999999999998,0.3545820184653631,0.8060158269351297,0.9810296512999642,1.16,1.4120332929250583,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,97.95607698150465,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
1.0799999999999998,0.32812813164144417,0.7870301243463451,0.979603146194423,1.16,1.5128928138482767,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,104.95293962304072,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
1.152,0.3036616154874755,0.7679374094450585,0.9781770115981275,1.16,1.6137523347714953,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,111.94980226457677,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
1.2239999999999998,0.281036739512563,0.7488052385422737,0.9767514546945925,1.16,1.7146118556947136,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,118.94666490611282,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
1.2959999999999998,0.2601175249377503,0.7296938157602729,0.9753266482092154,1.16,1.815471376617932,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,125.94352754764884,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
1.3679999999999999,0.2407773372549479,0.710656539678239,0.9739027362770025,1.16,1.9163308975411506,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,132.9403901891849,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
1.44,0.22289840082503296,0.6917406338260306,0.972479841018757,1.16,2.017190418464369,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,139.93725283072098,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
1.5119999999999998,0.20637142277881415,0.6729875507484804,0.9710580656466701,1.16,2.1180499393875873,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,146.934115472257,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
1.5839999999999999,0.19109487848573417,0.6544337071639904,0.9696374997059751,1.16,2.218909460310806,0.0232,1.13,0.0,0.43,0.55,0.0206,0.522,153.93097811379306,187.0,0.089,1.66,4.92,0.259,2.06,1.0,1.0
