Time,GlcI,Pg,Glc6P,Fru6P,Fru16BP,DHAP,GAP,NAD,BPGA13,NADH,Pyr,Nb,Pc,PyrE,Gly,GlcE,Gly3P,ATPc,ADPc,ATPg,ADPg,DHAPg,DHAPc,Gly3Pc,Gly3Pg,PGAg,PEPc,Vt,Vc,Vg,TPIact,sumAc,sumAg,KeqAK,Keq_anti,sumc4,sumc5,Keq_PGM,Keq_ENO,tot_cell,glycosome,cytosol,extracellular,vGlcTr,vHK,vPGI,vPFK,vALD,vTPI,vGAPdh,vGDH,vGPO,vPyrTr,vPGK,vPK,vATPase,vGlyK
2.11,0.033740521973409585,7.679985550248425,2.0696195395221926,0.5111613338872482,16.520134380667358,3.8979358244792737,0.03982615688570807,3.9550999225246777,0.03241122681532598,0.0449039774753168,4.7842789883508825,1.5220210227927131,6.51891322965515,0.0,0.0,5.0,0.9573093561694183,2.771084822066662,0.9767435855218265,2.6414602266851688,2.3970650968780873,1.305985361238788,4.014149316305469,0.9858506836945313,0.3207420700676128,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287328,74.3154092228733,74.3154092228733,74.31540922287301,67.5378295975387,141.8532388204121,141.85323882041203,135.07565919507715,141.87666306849323,141.85323882041195,141.8532388204119,141.85323882041192,6.777579625334754
2.12,0.0337405219734096,7.679985550248423,2.069619539522192,0.511161333887248,16.520134380667354,3.897935824479274,0.03982615688570783,3.9550999225246777,0.03241122681532584,0.044903977475316645,4.784236387999381,1.522021022792713,6.51891322965515,0.0,0.0,5.0,0.9573093561694173,2.771084822066662,0.9767435855218265,2.641460226685168,2.3970650968780873,1.3059853612387735,4.01414931630547,0.9858506836945304,0.32074207006760885,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.3154092228733,74.31540922287331,74.31540922287327,74.31540922287375,67.53782959753669,141.8532388204116,141.85323882041158,135.07565919507707,141.87629592914027,141.8532388204116,141.85323882041183,141.85323882041192,6.777579625334677
2.13,0.03374052197340961,7.679985550248423,2.0696195395221917,0.511161333887248,16.520134380667354,3.897935824479274,0.03982615688570803,3.9550999225246777,0.03241122681532596,0.04490397747531678,4.784194455347548,1.522021022792713,6.51891322965515,0.0,0.0,5.0,0.9573093561694173,2.771084822066662,0.9767435855218265,2.641460226685168,2.3970650968780873,1.3059853612387735,4.01414931630547,0.9858506836945304,0.32074207006760885,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287334,74.31540922287323,74.31540922287327,74.31540922287354,67.53782959753495,141.85323882041197,141.85323882041186,135.07565919507707,141.87593453964266,141.85323882041195,141.85323882041183,141.85323882041192,6.777579625334677
2.14,0.0337405219734096,7.679985550248423,2.069619539522192,0.511161333887248,16.520134380667354,3.897935824479274,0.03982615688570793,3.9550999225246777,0.032411226815325905,0.0449039774753167,4.784153179938253,1.522021022792713,6.51891322965515,0.0,0.0,5.0,0.9573093561694173,2.771084822066662,0.9767435855218265,2.641460226685168,2.3970650968780873,1.3059853612387735,4.01414931630547,0.9858506836945304,0.32074207006760885,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.3154092228733,74.31540922287331,74.31540922287327,74.31540922287364,67.5378295975358,141.85323882041178,141.8532388204117,135.07565919507707,141.87557881009027,141.85323882041178,141.85323882041183,141.85323882041192,6.777579625334677
2.15,0.03374052197340957,7.67998555024843,2.069619539522193,0.5111613338872483,16.52013438066736,3.897935824479273,0.039826156885708154,3.9550999225246777,0.032411226815326065,0.04490397747531682,4.784112551477888,1.5220210227927131,6.51891322965515,0.0,0.0,5.0,0.9573093561694181,2.771084822066662,0.9767435855218265,2.6414602266851728,2.3970650968780847,1.3059853612387735,4.014149316305469,0.9858506836945313,0.3207420700676092,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287334,74.31540922287328,74.31540922287328,74.31540922287338,67.53782959753386,141.8532388204122,141.85323882041195,135.07565919507715,141.87522865197468,141.85323882041212,141.8532388204119,141.85323882041192,6.777579625334674
2.16,0.033740521973409564,7.679985550248425,2.069619539522193,0.5111613338872484,16.520134380667358,3.8979358244792737,0.039826156885707654,3.9550999225246777,0.032411226815325746,0.044903977475316534,4.784072559833819,1.522021022792713,6.51891322965515,0.0,0.0,5.0,0.9573093561694183,2.771084822066662,0.9767435855218265,2.6414602266851688,2.3970650968780873,1.305985361238788,4.014149316305469,0.9858506836945313,0.3207420700676128,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287324,74.31540922287321,74.31540922287331,74.31540922287348,67.53782959754233,141.85323882041126,141.8532388204114,135.07565919507715,141.87488397816716,141.85323882041126,141.85323882041183,141.85323882041192,6.777579625334754
2.17,0.033740521973409605,7.679985550248414,2.069619539522192,0.5111613338872479,16.520134380667347,3.8979358244792754,0.039826156885707904,3.9550999225246777,0.03241122681532586,0.04490397747531671,4.784033195031874,1.5220210227927125,6.51891322965515,0.0,0.0,5.0,0.9573093561694175,2.771084822066662,0.9767435855218265,2.6414602266851626,2.397065096878089,1.3059853612388026,4.01414931630547,0.9858506836945304,0.320742070067616,0.6400127135808549,0.8018719288454531,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287323,74.31540922287338,74.31540922287328,74.31540922287276,67.5378295975444,141.85323882041175,141.85323882041195,135.07565919507707,141.8745447028976,141.85323882041172,141.85323882041163,141.85323882041192,6.777579625334826
2.18,0.03374052197340962,7.679985550248418,2.0696195395221917,0.5111613338872478,16.52013438066735,3.8979358244792746,0.0398261568857082,3.9550999225246772,0.03241122681532607,0.04490397747531687,4.783994447253869,1.5220210227927127,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.6414602266851643,2.397065096878089,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808551,0.8018719288454534,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287327,74.31540922287341,74.31540922287326,74.3154092228729,67.53782959753757,141.85323882041226,141.85323882041214,135.07565919507707,141.87421074173318,141.85323882041232,141.8532388204118,141.85323882041178,6.777579625334751
2.19,0.03374052197340957,7.679985550248425,2.069619539522193,0.5111613338872482,16.52013438066736,3.8979358244792732,0.03982615688570798,3.9550999225246777,0.032411226815325954,0.04490397747531673,4.783956306835182,1.5220210227927131,6.5189132296551495,0.0,0.0,5.0,0.9573093561694169,2.771084822066661,0.9767435855218274,2.6414602266851688,2.3970650968780873,1.3059853612387444,4.01414931630547,0.9858506836945304,0.32074207006760175,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287326,74.31540922287336,74.31540922287328,74.3154092228745,67.53782959752704,141.8532388204119,141.85323882041152,135.07565919507707,141.8738820115579,141.85323882041192,141.85323882041186,141.85323882041178,6.777579625334533
2.2,0.03374052197340957,7.679985550248424,2.069619539522193,0.5111613338872484,16.520134380667358,3.8979358244792737,0.03982615688570783,3.9550999225246777,0.032411226815325836,0.04490397747531664,4.783918764262353,1.5220210227927131,6.5189132296551495,0.0,0.0,5.0,0.9573093561694183,2.771084822066661,0.9767435855218274,2.6414602266851683,2.3970650968780873,1.305985361238788,4.014149316305469,0.9858506836945313,0.3207420700676128,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287327,74.31540922287321,74.31540922287331,74.31540922287331,67.53782959754082,141.85323882041163,141.85323882041163,135.07565919507715,141.87355843055195,141.85323882041158,141.85323882041186,141.85323882041178,6.777579625334754
2.21,0.033740521973409585,7.679985550248426,2.069619539522193,0.5111613338872483,16.520134380667358,3.8979358244792737,0.03982615688570811,3.9550999225246777,0.03241122681532602,0.044903977475316825,4.783881810170731,1.5220210227927131,6.5189132296551495,0.0,0.0,5.0,0.9573093561694183,2.771084822066661,0.9767435855218274,2.64146022668517,2.3970650968780856,1.305985361238788,4.014149316305469,0.9858506836945313,0.3207420700676128,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287334,74.31540922287328,74.31540922287328,74.31540922287297,67.53782959753836,141.8532388204121,141.85323882041206,135.07565919507715,141.8732399181717,141.85323882041203,141.85323882041186,141.85323882041178,6.7775796253347504
2.22,0.03374052197340962,7.679985550248417,2.069619539522192,0.511161333887248,16.520134380667347,3.897935824479275,0.039826156885707654,3.955099922524678,0.03241122681532574,0.04490397747531654,4.783845435342152,1.5220210227927127,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.6414602266851634,2.39706509687809,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808551,0.8018719288454534,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287326,74.31540922287331,74.31540922287333,74.31540922287348,67.53782959754233,141.8532388204113,141.85323882041143,135.07565919507707,141.87292639512998,141.8532388204114,141.8532388204118,141.85323882041178,6.777579625334754
2.23,0.033740521973409605,7.6799855502484204,2.0696195395221917,0.511161333887248,16.520134380667354,3.8979358244792746,0.039826156885708286,3.955099922524678,0.0324112268153261,0.044903977475316915,4.783809630702647,1.522021022792713,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.6414602266851652,2.39706509687809,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287326,74.31540922287323,74.31540922287328,74.3154092228728,67.53782959753686,141.85323882041246,141.85323882041226,135.07565919507707,141.8726177833764,141.85323882041246,141.8532388204118,141.85323882041178,6.777579625334751
2.24,0.033740521973409585,7.679985550248423,2.069619539522192,0.511161333887248,16.520134380667358,3.8979358244792746,0.0398261568857078,3.9550999225246786,0.03241122681532584,0.044903977475316645,4.783774387320204,1.522021022792713,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.641460226685168,2.3970650968780873,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287328,74.31540922287331,74.31540922287326,74.31540922287334,67.53782959754108,141.8532388204115,141.8532388204116,135.07565919507707,141.87231400607837,141.8532388204116,141.8532388204118,141.85323882041178,6.777579625334745
2.25,0.033740521973409585,7.679985550248425,2.0696195395221926,0.5111613338872482,16.520134380667358,3.8979358244792746,0.039826156885707995,3.955099922524678,0.03241122681532595,0.04490397747531674,4.7837396964025425,1.522021022792713,6.5189132296551495,0.0,0.0,5.0,0.9573093561694163,2.771084822066661,0.9767435855218274,2.6414602266851688,2.3970650968780873,1.3059853612387735,4.0141493163054704,0.9858506836945296,0.3207420700676085,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287328,74.3154092228733,74.3154092228733,74.31540922287357,67.53782959753524,141.85323882041192,141.85323882041178,135.075659195077,141.87201498760209,141.85323882041186,141.8532388204118,141.85323882041178,6.777579625334668
2.2600000000000002,0.033740521973409585,7.679985550248424,2.069619539522193,0.5111613338872483,16.520134380667358,3.8979358244792746,0.03982615688570793,3.955099922524678,0.032411226815325905,0.04490397747531672,4.783705549294942,1.522021022792713,6.5189132296551495,0.0,0.0,5.0,0.9573093561694163,2.771084822066661,0.9767435855218274,2.6414602266851683,2.3970650968780873,1.3059853612387735,4.0141493163054704,0.9858506836945296,0.3207420700676085,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.3154092228733,74.31540922287328,74.31540922287331,74.31540922287365,67.5378295975358,141.8532388204118,141.85323882041172,135.075659195077,141.8717206534939,141.85323882041178,141.8532388204118,141.85323882041178,6.777579625334668
2.27,0.03374052197340961,7.679985550248422,2.0696195395221926,0.5111613338872482,16.520134380667354,3.897935824479275,0.03982615688570791,3.955099922524678,0.032411226815325864,0.0449039774753167,4.783671937478089,1.5220210227927127,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.6414602266851666,2.397065096878089,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808551,0.8018719288454534,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287328,74.3154092228733,74.3154092228733,74.31540922287321,67.5378295975401,141.8532388204118,141.8532388204118,135.07565919507707,141.871430930462,141.8532388204117,141.8532388204118,141.85323882041178,6.777579625334749
2.2800000000000002,0.03374052197340961,7.679985550248427,2.0696195395221926,0.5111613338872482,16.520134380667358,3.897935824479274,0.03982615688570812,3.9550999225246777,0.032411226815326016,0.04490397747531681,4.783638852565965,1.522021022792713,6.5189132296551495,0.0,0.0,5.0,0.9573093561694173,2.771084822066661,0.9767435855218274,2.6414602266851706,2.3970650968780856,1.3059853612387735,4.01414931630547,0.9858506836945304,0.32074207006760885,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287338,74.3154092228733,74.31540922287328,74.31540922287341,67.53782959753416,141.85323882041217,141.85323882041195,135.07565919507707,141.87114574635868,141.85323882041203,141.8532388204118,141.85323882041178,6.777579625334671
2.29,0.03374052197340958,7.679985550248425,2.069619539522193,0.5111613338872483,16.520134380667354,3.897935824479274,0.0398261568857078,3.9550999225246777,0.03241122681532585,0.04490397747531662,4.783606286303769,1.5220210227927131,6.5189132296551495,0.0,0.0,5.0,0.9573093561694173,2.771084822066661,0.9767435855218274,2.6414602266851688,2.3970650968780873,1.3059853612387735,4.01414931630547,0.9858506836945304,0.32074207006760885,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287327,74.31540922287328,74.31540922287331,74.31540922287377,67.53782959753694,141.85323882041152,141.85323882041152,135.07565919507707,141.87086503016195,141.85323882041158,141.85323882041186,141.85323882041178,6.777579625334676
2.3000000000000003,0.03374052197340958,7.679985550248418,2.0696195395221926,0.511161333887248,16.520134380667347,3.8979358244792754,0.03982615688570781,3.9550999225246772,0.03241122681532581,0.04490397747531664,4.78357423056596,1.522021022792713,6.5189132296551495,0.0,0.0,5.0,0.9573093561694165,2.771084822066661,0.9767435855218274,2.6414602266851643,2.397065096878089,1.305985361238788,4.0141493163054704,0.9858506836945296,0.3207420700676121,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287321,74.31540922287338,74.31540922287331,74.31540922287333,67.537829597541,141.8532388204116,141.85323882041166,135.075659195077,141.87058871195947,141.85323882041152,141.8532388204118,141.85323882041178,6.777579625334744
2.31,0.03374052197340962,7.6799855502484204,2.069619539522191,0.5111613338872478,16.52013438066735,3.897935824479275,0.0398261568857084,3.9550999225246772,0.03241122681532617,0.044903977475317,4.783542677354147,1.5220210227927131,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.6414602266851652,2.39706509687809,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287328,74.31540922287321,74.31540922287327,74.31540922287266,67.53782959753588,141.85323882041266,141.8532388204125,135.07565919507707,141.87031672293017,141.85323882041268,141.85323882041186,141.85323882041178,6.777579625334751
2.32,0.03374052197340961,7.679985550248423,2.0696195395221912,0.5111613338872477,16.520134380667354,3.8979358244792746,0.03982615688570782,3.9550999225246777,0.03241122681532588,0.044903977475316645,4.783511618794955,1.5220210227927133,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.641460226685168,2.3970650968780873,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287334,74.31540922287336,74.31540922287324,74.31540922287331,67.5378295975409,141.8532388204115,141.85323882041163,135.07565919507707,141.87004899532607,141.8532388204117,141.85323882041186,141.85323882041178,6.777579625334745
2.33,0.033740521973409564,7.67998555024842,2.069619539522192,0.5111613338872479,16.520134380667347,3.8979358244792754,0.03982615688570752,3.9550999225246777,0.03241122681532565,0.04490397747531646,4.783481047138169,1.5220210227927131,6.5189132296551495,0.0,0.0,5.0,0.9573093561694175,2.771084822066661,0.9767435855218274,2.641460226685165,2.39706509687809,1.3059853612388026,4.01414931630547,0.9858506836945304,0.320742070067616,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287316,74.31540922287338,74.3154092228733,74.3154092228732,67.53782959754768,141.8532388204111,141.85323882041138,135.07565919507707,141.86978546245655,141.8532388204111,141.85323882041186,141.85323882041178,6.777579625334826
2.34,0.033740521973409585,7.679985550248418,2.069619539522191,0.5111613338872479,16.520134380667344,3.897935824479276,0.03982615688570848,3.9550999225246772,0.03241122681532619,0.04490397747531704,4.783450954754911,1.522021022792713,6.5189132296551495,0.0,0.0,5.0,0.9573093561694177,2.771084822066661,0.9767435855218274,2.6414602266851643,2.397065096878089,1.305985361238817,4.01414931630547,0.9858506836945304,0.3207420700676195,0.6400127135808552,0.8018719288454536,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287323,74.31540922287313,74.31540922287333,74.31540922287165,67.5378295975435,141.85323882041283,141.85323882041283,135.07565919507707,141.8695260586726,141.85323882041268,141.8532388204118,141.85323882041178,6.777579625334894
2.35,0.0337405219734096,7.679985550248426,2.0696195395221904,0.5111613338872476,16.52013438066735,3.8979358244792746,0.03982615688570809,3.9550999225246772,0.032411226815326044,0.04490397747531682,4.7834213341357685,1.5220210227927133,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.64146022668517,2.3970650968780856,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287337,74.31540922287328,74.31540922287324,74.31540922287297,67.53782959753855,141.853238820412,141.85323882041206,135.07565919507707,141.8692707193509,141.8532388204121,141.85323882041186,141.85323882041178,6.777579625334742
2.36,0.03374052197340955,7.67998555024843,2.0696195395221912,0.5111613338872478,16.520134380667354,3.8979358244792737,0.03982615688570735,3.9550999225246777,0.032411226815325586,0.04490397747531633,4.7833921778888815,1.5220210227927136,6.5189132296551495,0.0,0.0,5.0,0.9573093561694183,2.771084822066661,0.9767435855218274,2.6414602266851728,2.3970650968780847,1.305985361238788,4.014149316305469,0.9858506836945313,0.3207420700676128,0.6400127135808554,0.8018719288454539,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287334,74.31540922287326,74.31540922287327,74.31540922287384,67.537829597545,141.85323882041067,141.85323882041098,135.07565919507715,141.8690193808776,141.85323882041067,141.85323882041197,141.85323882041178,6.777579625334748
2.37,0.033740521973409536,7.679985550248426,2.069619539522192,0.5111613338872483,16.52013438066735,3.897935824479274,0.03982615688570835,3.9550999225246772,0.03241122681532612,0.04490397747531692,4.7833634787380666,1.5220210227927133,6.5189132296551495,0.0,0.0,5.0,0.9573093561694173,2.771084822066661,0.9767435855218274,2.64146022668517,2.3970650968780856,1.3059853612387735,4.01414931630547,0.9858506836945304,0.32074207006760885,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287326,74.31540922287316,74.3154092228733,74.31540922287316,67.53782959753218,141.85323882041268,141.85323882041223,135.07565919507707,141.86877198063218,141.85323882041232,141.85323882041186,141.85323882041178,6.777579625334671
2.38,0.03374052197340954,7.679985550248426,2.069619539522192,0.511161333887248,16.520134380667354,3.897935824479274,0.039826156885708126,3.9550999225246772,0.03241122681532604,0.04490397747531681,4.78333522952083,1.5220210227927133,6.5189132296551495,0.0,0.0,5.0,0.9573093561694173,2.771084822066661,0.9767435855218274,2.64146022668517,2.3970650968780856,1.3059853612387735,4.01414931630547,0.9858506836945304,0.32074207006760885,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287327,74.31540922287331,74.31540922287328,74.31540922287341,67.53782959753413,141.85323882041212,141.85323882041197,135.07565919507707,141.86852845697027,141.8532388204121,141.85323882041186,141.85323882041178,6.777579625334671
2.39,0.03374052197340956,7.679985550248426,2.0696195395221912,0.5111613338872479,16.520134380667358,3.897935824479274,0.03982615688570787,3.9550999225246772,0.032411226815325885,0.04490397747531665,4.783307423186985,1.5220210227927133,6.5189132296551495,0.0,0.0,5.0,0.9573093561694173,2.771084822066661,0.9767435855218274,2.64146022668517,2.3970650968780856,1.3059853612387735,4.01414931630547,0.9858506836945304,0.32074207006760885,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.3154092228733,74.3154092228732,74.31540922287326,74.3154092228737,67.53782959753634,141.85323882041166,141.85323882041158,135.07565919507707,141.86828874921213,141.85323882041158,141.85323882041186,141.85323882041178,6.777579625334671
2.4,0.03374052197340958,7.679985550248428,2.0696195395221917,0.511161333887248,16.520134380667358,3.897935824479274,0.03982615688570802,3.955099922524677,0.032411226815325975,0.04490397747531676,4.783280052796797,1.5220210227927133,6.5189132296551495,0.0,0.0,5.0,0.9573093561694173,2.771084822066661,0.9767435855218274,2.641460226685171,2.3970650968780864,1.3059853612387735,4.01414931630547,0.9858506836945304,0.32074207006760885,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287331,74.31540922287323,74.31540922287326,74.31540922287353,67.537829597535,141.85323882041192,141.85323882041186,135.07565919507707,141.86805279762677,141.85323882041192,141.85323882041186,141.85323882041178,6.777579625334672
2.41,0.03374052197340956,7.679985550248429,2.0696195395221926,0.5111613338872482,16.520134380667358,3.8979358244792737,0.039826156885707946,3.955099922524677,0.032411226815325954,0.04490397747531669,4.78325311151913,1.5220210227927133,6.5189132296551495,0.0,0.0,5.0,0.957309356169417,2.771084822066661,0.9767435855218274,2.641460226685172,2.3970650968780856,1.305985361238759,4.01414931630547,0.9858506836945304,0.3207420700676053,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287333,74.3154092228733,74.3154092228733,74.31540922287405,67.53782959753154,141.85323882041178,141.85323882041163,135.07565919507707,141.86782054341577,141.85323882041183,141.85323882041186,141.85323882041178,6.7775796253345995
2.42,0.03374052197340957,7.679985550248424,2.0696195395221926,0.5111613338872482,16.520134380667354,3.8979358244792746,0.03982615688570786,3.955099922524677,0.03241122681532587,0.04490397747531666,4.783226592629726,1.5220210227927131,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.6414602266851683,2.3970650968780873,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287327,74.3154092228733,74.3154092228733,74.31540922287326,67.53782959754052,141.85323882041163,141.85323882041175,135.07565919507707,141.86759192869894,141.85323882041166,141.85323882041186,141.85323882041178,6.777579625334744
2.43,0.03374052197340958,7.679985550248424,2.069619539522192,0.511161333887248,16.520134380667354,3.8979358244792746,0.03982615688570805,3.955099922524677,0.032411226815325975,0.04490397747531678,4.783200489509565,1.5220210227927131,6.5189132296551495,0.0,0.0,5.0,0.9573093561694174,2.771084822066661,0.9767435855218274,2.6414602266851683,2.3970650968780873,1.305985361238788,4.01414931630547,0.9858506836945304,0.3207420700676124,0.6400127135808553,0.8018719288454537,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31540922287328,74.31540922287328,74.31540922287331,74.31540922287328,74.31540922287304,67.53782959753892,141.85323882041197,141.853238820412,135.07565919507707,141.8673668965002,141.85323882041195,141.85323882041186,141.85323882041178,6.777579625334744
