x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x4,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x5,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x6,x60,x61,x62,x63,x64,x65,x66,x67,x68,x7,x8,x9,Time
8.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,85.0,34.0,19000.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,67.0,0.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,0.0,0.0,1000.0,0.0
8.0,1.0505935635596152e-32,3.1737239736729026e-29,1.2384552750843839e-64,8.631926740759972e-70,1.4189152955572147e-39,100.0,3.950798401712922e-31,50.0,3.547282227320728e-37,5.857685137185135e-75,0.0030392381827049394,5.85768522388275e-76,4.032344163120745e-83,2.0104111737645676e-94,60.0,1.1364564298965866e-89,5.040486080010299e-87,9.470639250694435e-94,1.20967029137206e-83,4.5458538653651053e-88,4.1885185740411525e-100,0.8,2.8748637114244294e-132,7.647340428844858e-137,5.724531139405195e-145,0.0,84.87029830771075,33.870298307710755,19000.0,8.625876029579991e-44,0.1297016922892373,1.961689166465388e-33,11.99040623729664,1.1240686996843792e-36,5.3995209276218866e-39,1.023634883485003e-39,1.501679535488597e-41,1.2755710047699981e-42,3.810258841117669e-40,3.975363989483849e-37,67.0,2.019111128742812e-48,1.0126139825818993e-45,0.009593760759174933,67.0,4.723027070480076e-52,4.555879809523217e-55,41667.0,4.345548521608484e-53,1.8051465392815877e-56,1.854017291101396e-114,4.583337301409371e-120,2.131838062137285e-128,67.0,1.9441890583056926e-09,3.6569961371417597e-62,35000.0,8.566289031750673e-128,2.3660356118000408e-132,4.440457305929699e-267,1.8053591357357416e-275,16667.0,1.1727951154579424e-285,1.860559340577953e-136,4.570460034839774e-22,6.1373204547844245e-27,1000.0,0.01
8.0,3.929560555866654e-30,5.324812195480155e-27,5.592045627503373e-60,2.065681058040724e-64,5.448156488781214e-37,100.0,6.594842792933296e-29,50.0,1.3620357181575934e-34,7.038770159472675e-69,0.006076945474746855,7.038776240027936e-70,2.8280936801476976e-75,5.51256070512448e-87,60.0,7.835623255340896e-82,3.5351556254243994e-79,6.529732386562063e-86,8.484053806474708e-76,3.134257019728245e-80,1.1485074542180905e-92,0.8,1.116983968239278e-121,2.4931519947622836e-127,3.1219492657196408e-133,0.0,84.74128974216876,33.74128974216876,19000.0,1.6752186374628285e-40,0.25871025783122126,7.336582836319223e-31,11.980824938378168,4.302674564315104e-34,3.179223934102133e-36,8.484167734521685e-37,1.245021099990809e-38,1.1427483576318383e-39,2.151738304013525e-37,1.52361663674333e-34,67.0,7.239025377911071e-45,1.9674223724955587e-42,0.0191750460796102,67.0,1.3300165832328079e-48,3.098581491053141e-51,41667.0,2.954921676818646e-49,2.152116892433796e-52,3.7287244360655446e-104,1.5718931771838243e-108,4.615968872554872e-114,67.0,1.554221957244918e-08,9.483106781909274e-58,35000.0,1.854561954293801e-113,3.2153938590576596e-117,5.413485557027263e-235,1.2495573741157516e-242,16667.0,6.476638365270158e-253,2.817433073408262e-121,3.052223288848942e-20,4.633247212260179e-25,1000.0,0.02
8.0,2.505349724961789e-28,2.2705480035842507e-25,3.2234744600696543e-56,4.0286165289113446e-60,9.58379976876693e-35,100.0,2.7994764972186525e-27,50.0,2.3959364518597161e-32,2.5241397185805986e-64,0.009113111021519543,2.52415362944499e-65,6.469544892471654e-70,5.71064477258476e-81,60.0,6.885367472376568e-76,8.087269647108264e-74,5.7378542327899485e-80,1.9406637911539705e-70,2.7541549838647778e-74,1.1898008202313992e-86,0.8,1.256523897920763e-114,1.6119307418133781e-118,3.067196692220201e-124,0.0,84.61296910939629,33.61296910939631,19000.0,1.8762447178781475e-37,0.3870308906036749,4.642723688364114e-29,11.971256087043479,7.500814340858217e-32,6.20356635061625e-34,4.554167629213611e-34,6.687020311351574e-36,6.768384998148137e-37,8.479911904959205e-35,2.6611396211700694e-32,67.0,1.8970087894815005e-41,2.206268158176057e-39,0.02874386053966294,67.0,6.393422367818835e-45,2.7292850426656283e-47,41667.0,2.6019286091111107e-45,3.1417305311115016e-48,5.942241622394899e-97,3.426684601618479e-101,3.5615232921509937e-106,67.0,5.241685784045496e-08,3.374743133274485e-53,35000.0,1.4308365210619836e-105,3.3225590750374617e-109,2.2601954940559482e-220,8.875296876853593e-227,16667.0,2.904996627140196e-234,8.492969133891019e-113,4.812774711292632e-19,9.384912284605544e-24,1000.0,0.03
8.0,4.793155093712885e-27,3.0888239186737346e-24,6.348050386037138e-54,1.404590407642618e-57,3.174563706562184e-33,100.0,3.7876107428254434e-26,50.0,7.936342573496963e-31,1.351020177426375e-61,0.012147724007773386,1.3510480935656367e-62,1.2982329884621762e-66,1.2148976122517582e-76,60.0,2.1176666863455682e-72,1.6228953562136274e-70,1.7648243712157333e-76,3.8940848222450174e-67,8.470836831907799e-71,2.5316603966478206e-82,0.8,4.63022837328207e-109,7.260211012109721e-113,2.8543817280663678e-118,0.0,84.48533126694824,33.48533126694825,19000.0,2.103229055345274e-35,0.5146687330517405,8.806573907797089e-28,11.96169966710669,2.4653709036497356e-30,2.2541835113766407e-32,2.2660265614575842e-32,3.331994100180089e-34,4.351487965198532e-35,4.14769701250403e-33,8.760016707947027e-31,67.0,3.206413537458542e-39,2.4759389649869925e-37,0.03830020873637771,67.0,1.5945449720069114e-42,2.0630318756071046e-44,41667.0,1.9663584271804795e-42,2.993820029972056e-45,1.2839180963261866e-91,1.8598218967556374e-95,4.690752791579145e-100,67.0,1.241569318508704e-07,4.216904528888987e-50,35000.0,1.8843499258989638e-99,5.983002317057841e-103,4.123834191681668e-208,2.9627527956569342e-214,16667.0,1.000989048346979e-220,5.410097440403386e-106,3.547523890481109e-18,8.764690574656557e-23,1000.0,0.04
8.0,4.516806475975726e-26,2.263906573513094e-23,3.5348445617682175e-52,1.1797438913526118e-55,3.9953323640379403e-32,100.0,2.761164838329188e-25,50.0,9.988214167404662e-30,1.4788327541353704e-59,0.015180773657636102,1.4788956074707445e-60,2.922764215394181e-64,1.548244023080251e-73,60.0,7.130369929006944e-70,3.6538058715556336e-68,5.9432765330681625e-74,8.766224586546215e-65,2.8523647273926015e-68,3.226688498347457e-79,0.8,3.2554084014798985e-105,3.693093287413657e-108,6.405960860336105e-113,0.0,84.35837112327333,33.358371123273336,19000.0,5.863039152980274e-34,0.6416288767266425,8.243147699183771e-27,11.952155662397177,3.0750476668293776e-29,3.0265127918067477e-31,3.8867376761646423e-31,5.7242043225294965e-33,9.269328078186987e-34,7.185582555057079e-32,1.0943942522754462e-29,67.0,1.2218310703168001e-37,6.910514115354059e-36,0.04784409528553383,67.0,8.887613319129221e-41,1.8986426519448485e-42,41667.0,1.8077403820331817e-40,5.70476898056216e-43,1.9383949516908823e-87,5.726970402746487e-91,6.196398792611636e-95,67.0,2.4231728976266203e-07,2.0479733652657662e-47,35000.0,2.4880617842123956e-94,1.9782569239309822e-97,1.56071522796379e-197,3.8328878011386005e-203,16667.0,1.1116617044177542e-208,4.3383894955396204e-100,1.6815096453996857e-17,5.077461318019866e-22,1000.0,0.05
8.0,3.747711338253991e-24,7.954927866041176e-22,1.5419859298907525e-46,2.008180288121063e-49,6.946463640164954e-30,100.0,9.390030494937196e-24,50.0,1.7365763491488306e-27,2.8219901624922383e-53,0.01821224923463099,2.8219909949109144e-54,3.870260241525226e-60,6.972230849757265e-69,60.0,1.6040039197699408e-65,4.838614053315041e-64,1.33725611751735e-69,1.160612797679045e-60,6.41699180465764e-64,1.4535105055188507e-74,0.8,4.072059326424705e-97,9.864784945585872e-100,1.1880344375872327e-106,0.0,84.2320836371246,33.232083637124624,19000.0,3.9110106265274076e-31,0.7679163628753559,6.641540650946004e-25,11.942624056759554,5.1425249348134624e-27,-2.0447036411407315e-28,5.221964009015899e-28,7.674642855064407e-30,8.27473427544738e-31,2.3426879739415666e-29,1.8557848817053346e-27,67.0,1.6288784693341127e-34,4.630919556424481e-33,0.057375524821685515,67.0,-1.1444370707453069e-37,8.399360690721229e-39,41667.0,7.989560334603705e-37,3.707649913119998e-39,2.9502633440010825e-78,5.444828355429069e-82,2.462368928298622e-88,67.0,4.184187620920209e-07,3.6282979225332114e-43,35000.0,9.879423598863303e-88,1.5966109192476312e-90,3.5557336174667256e-182,4.7977159340043516e-188,16667.0,1.1203314240759224e-195,1.5150708987201813e-92,8.992469339064128e-17,7.738837196606659e-21,1000.0,0.06
8.0,1.806594548113381e-23,3.740013728156043e-21,7.552710785786825e-46,9.83615030379278e-49,3.379591431869354e-29,100.0,4.408280083954271e-23,50.0,8.448785349858046e-27,1.3822225477188653e-52,0.02124214004169828,1.3822229554630185e-53,1.8957719183803677e-59,3.415098855775933e-68,60.0,7.856758943775295e-65,2.3701012455143279e-63,6.550170335111146e-69,5.685036738413666e-60,3.1431816978441713e-63,7.119503270742667e-74,0.8,1.9945111745598303e-96,4.8318116582178014e-99,5.819043951332614e-106,0.0,84.10646381692753,33.106463816927544,19000.0,1.9138687656601934e-30,0.8935361830724345,3.1998805315719844e-24,11.933104834053674,2.5011633269323115e-26,-1.0031624982864734e-27,2.5559611079932037e-27,3.7564562953896166e-29,4.049475670885655e-30,1.144095692033857e-28,9.02690912696052e-27,67.0,7.97655644254404e-34,2.2661735898813618e-32,0.06689450199820565,67.0,-5.605373948104705e-37,4.1143515147741906e-38,41667.0,3.9136141443641026e-36,1.8162105465612119e-38,1.4450509418139294e-77,2.666898994672857e-81,1.2060785821910496e-87,67.0,6.639481206662281e-07,1.7772423646375635e-42,35000.0,4.8389829291670285e-87,7.82026594808147e-90,1.7416127342829473e-181,2.3499407056500927e-187,16667.0,5.487428712891753e-195,7.420878867572594e-92,3.1837741990134434e-16,3.426383747140462e-20,1000.0,0.07
8.0,4.8580878488329914e-23,1.0048354343830435e-20,2.0215849919019075e-45,2.6327653637048325e-48,9.083239103762538e-29,100.0,1.1843143130546825e-22,50.0,2.2707578775723387e-26,3.699686542996686e-52,0.02427043542122025,3.6996876347208755e-53,5.075879490109103e-59,9.141854473834122e-68,60.0,2.103364885895492e-64,6.345883669329174e-63,1.7535726652092804e-68,1.5221537222109313e-59,8.414739420591883e-63,1.9058148415430865e-73,0.8,5.338541079760377e-96,1.2932905485020247e-98,1.5575387073501018e-105,0.0,83.98150672010114,32.98150672010116,19000.0,5.1366183302738545e-30,1.0184932798988278,8.605008178676452e-24,11.923597978154636,6.722830813177934e-26,-2.6818649078279762e-27,6.847349999333667e-27,1.0063481809742415e-28,1.0857034952290454e-29,3.0731031202258625e-28,2.426224592722039e-26,67.0,2.1388646237395928e-33,6.082115675275948e-32,0.07640103148733282,67.0,-1.4968571670583769e-36,1.1021374510584442e-37,41667.0,1.0483651618915041e-35,4.864413460682622e-38,3.867846741453282e-77,7.1382650308082585e-81,3.2282133037450114e-87,67.0,9.903580339690489e-07,4.758208770059916e-42,35000.0,1.2952115487298041e-86,2.0931862674965656e-89,4.6616288210044085e-181,6.289889310909397e-187,16667.0,1.4687740470482692e-194,1.9862847136320172e-91,8.100144019315328e-16,9.129895077020133e-20,1000.0,0.08
8.0,1.0259337544054249e-22,2.131588203176425e-20,4.225280260677604e-45,5.502657344783493e-48,1.9127935974656658e-28,100.0,2.5129810669127934e-22,50.0,4.7818749065165155e-26,7.732593434426318e-52,0.027297124755038624,7.732595717259688e-53,1.0613841709049463e-58,1.9109897302466865e-67,60.0,4.397411851349822e-64,1.326946451548299e-62,3.6661165244517828e-68,3.182876951801955e-59,1.7592322827357415e-62,3.983866118026339e-73,0.8,1.1157877858112089e-95,2.7030563857162927e-98,3.2553631888322355e-105,0.0,83.85720745247691,32.85720745247693,19000.0,1.0781094961657653e-29,1.142792547523051,1.81750393064595e-23,11.914103472952762,1.415982923521597e-25,-5.5932946264757826e-27,1.4332172642113834e-26,2.10639704320834e-28,2.2752289552997707e-29,6.4604300326902e-28,5.1097575520558626e-26,67.0,4.482509872152939e-33,1.276539692344085e-31,0.08589511798021131,67.0,-3.117698548289905e-36,2.306247259100893e-37,41667.0,2.1937291433203233e-35,1.0176401949656412e-37,8.08403620035724e-77,1.491941044484349e-80,6.747174842258456e-87,67.0,1.409067029925318e-06,9.948624687849274e-42,35000.0,2.7070760097561782e-86,4.374890999246808e-89,9.74308924079336e-181,1.3146253214064031e-186,16667.0,3.0698275569436926e-194,4.1514573070661476e-91,1.7218672901791679e-15,1.9421657171587812e-19,1000.0,0.09
