Time,C,P,Q,Qp,Pstar,P0,Q0,lambda_P,k_PQ,k_Qp_P,delta_QP,gamma,KDE,K,plama,tissue
2.99,0.48792190958988696,5.950028443179696,28.371915024475477,12.573223625603312,46.895167093258486,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.0,0.48675230176137047,5.948993352694361,28.347764124212762,12.59591903155353,46.89267650846065,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.0100000000000002,0.48558549759157416,5.947971543840061,28.323691668871103,12.618533319432412,46.89019653214358,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.02,0.48442149035541715,5.946962976355984,28.299697351305348,12.641066805980225,46.887727133641555,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.0300000000000002,0.4832602733436878,5.945967610145508,28.27578086560891,12.663519806664258,46.88526828241868,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.04,0.48210183986299826,5.94498540527447,28.251941907100687,12.685892635692152,46.88281994806731,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.0500000000000003,0.4809461832357377,5.944016321969435,28.228180172311994,12.708185606025225,46.880382100306655,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.06,0.47979329680002675,5.943060320615955,28.204495358973475,12.730399029391796,46.87795470898123,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.0700000000000003,0.4786431739096709,5.942117361756847,28.18088716600204,12.752533216300515,46.8755377440594,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.08,0.477495807934115,5.941187406090451,28.1573552934878,12.774588476053692,46.87313117563195,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.09,0.4763511922583965,5.940270414468898,28.13389944268097,12.79656511676062,46.87073497391049,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.1,0.47520932028309965,5.9393663478963825,28.110519315978813,12.818463445350906,46.8683491092261,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.11,0.4740701857284442,5.938475199458278,28.087214853795615,12.840283528098917,46.86597358135281,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.12,0.4729337821166798,5.937596939981294,28.063985831435488,12.862025598185673,46.86360836960245,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.13,0.47180010259911104,5.936731499875999,28.040831724388696,12.883690191884419,46.86125341614911,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.14,0.47066914064516807,5.935878841485014,28.017752245055497,12.905277605932703,46.858908692473214,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.15,0.4695408897398741,5.935038927323364,27.994747107133087,12.926788135737375,46.856574170193824,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.16,0.4684153433838032,5.934211720077247,27.971816025606156,12.948222075384274,46.854249821067675,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.17,0.4672924950930393,5.933397182602776,27.948958716737426,12.969579717647864,46.85193561698807,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.18,0.4661723383991344,5.9325952779247455,27.926174898058218,12.990861354000906,46.84963152998387,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.19,0.4650548668490678,5.931805969235383,27.90346428835901,13.012067274624108,46.8473375322185,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.2,0.4639400740052036,5.931029219893103,27.88082660767998,13.03319776841579,46.84505359598887,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.21,0.4628279534452502,5.930264993421269,27.858261577301565,13.054253123001537,46.842779693724374,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.22,0.4617184987622182,5.929513253506942,27.835768919735017,13.075233624743866,46.84051579798582,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.23,0.4606117035643796,5.928773963999641,27.813348358712958,13.096139558751872,46.83826188146447,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.24,0.45950756147522553,5.9280470889101,27.790999619179935,13.116971208890897,46.83601791698093,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.25,0.45840606613342555,5.92733259240902,27.76872242728297,13.13772885779218,46.833783877484166,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.2600000000000002,0.4573072111927857,5.9266304388258275,27.74651651036212,13.15841278686253,46.83155973605047,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.27,0.4562109903222075,5.925940592647429,27.724381596941022,13.17902327629396,46.82934546588241,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.2800000000000002,0.4551173972056459,5.925263018516969,27.702317416717463,13.199560605073373,46.82714104030781,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.29,0.45402642554206846,5.924597681232583,27.68032370055392,13.2200250509922,46.8249464327787,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.3000000000000003,0.4529380690454134,5.923944545746155,27.65840018046812,13.24041689065607,46.822761616870345,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.31,0.45185232144454857,5.923303577162074,27.636546589623602,13.26073639949446,46.82058656628014,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.3200000000000003,0.45076917648322956,5.922674740735991,27.614762662320253,13.280983851770362,46.8184212548266,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.33,0.4496886279200587,5.922058001873571,27.593048133984883,13.301159520589934,46.81626565644839,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.34,0.44861066952844325,5.92145332612925,27.571402741161766,13.321263677912164,46.81411974520318,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.35,0.44753529509655404,5.920860679204995,27.5498262215032,13.341296594558527,46.81198349526672,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.36,0.44646249842728436,5.9202800269490545,27.528318313760057,13.361258540222638,46.80985688093175,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.37,0.44539227333820786,5.919711335354718,27.50687875777234,13.38114978347992,46.80773987660698,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.38,0.4443246136615377,5.919154570559071,27.48550729445975,13.400970591797254,46.80563245681608,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.39,0.4432595132660729,5.918609700560779,27.46420367903695,13.420721217999233,46.803534597596965,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.4,0.44219696634648764,5.918076717838784,27.4429678550224,13.44040172206628,46.80144629492746,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.41,0.44113696647846634,5.917555565484578,27.42179938596399,13.460012553102576,46.79936750455114,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.42,0.44007950755637315,5.917046210511363,27.400698019416534,13.47955397176851,46.79729820169641,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.43,0.439024583489161,5.916548620082192,27.37966350406174,13.49902623756751,46.79523836171144,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.44,0.4379721882003334,5.9160627615089325,27.35869558970038,13.518429608854053,46.793187960063364,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.45,0.43692231562790496,5.915588602251233,27.33779402724443,13.537764342841697,46.79114697233736,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.46,0.43587495972436335,5.9151261099154855,27.316958568709254,13.55703069561108,46.78911537423582,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.47,0.43483011445662983,5.91467525225379,27.296188967205723,13.57622892211795,46.78709314157746,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.48,0.4337877738060211,5.91423599716292,27.275484976932415,13.595359276201172,46.78508025029651,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.49,0.43274793176820997,5.913808312683285,27.25484635316774,13.61442201059075,46.78307667644177,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.5,0.4317105823531868,5.913392166997896,27.23427285226212,13.633417376915842,46.78108239617586,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.5100000000000002,0.43067571958522083,5.912987528431334,27.213764231630133,13.652345625712778,46.77909738577424,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.52,0.4296433375028213,5.912594365448702,27.193320249742676,13.67120700643307,46.77712162162445,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.5300000000000002,0.42861343015869846,5.912212646654603,27.172940666119125,13.690001767451442,46.77515508022517,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.54,0.42758599161972516,5.911842340792099,27.152625241319484,13.70873015607383,46.77319773818542,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.5500000000000003,0.4265610159668978,5.911483416741671,27.13237373693655,13.727392418545412,46.77124957222363,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.56,0.4255384972952978,5.91113584352019,27.112185915588082,13.745988800058617,46.76931055916689,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.5700000000000003,0.42451842971405224,5.91079959027988,27.092061540908926,13.764519544761145,46.76738067594995,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.58,0.42350080734629597,5.910474626307277,27.07200037754321,13.782984895763978,46.765459899614456,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.59,0.422485624329132,5.910160921022201,27.052002191136477,13.801385095149406,46.763548207308084,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.6,0.42147287481359313,5.909858443976714,27.032066748327853,13.819720383979039,46.761645576283605,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.61,0.42046255296460316,5.909567164854087,27.0121938167422,13.837991002301816,46.7597519838981,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.62,0.4194546529609379,5.909287053467767,26.992383164982282,13.856197189162035,46.75786740761208,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.63,0.4184491689951868,5.909018079760335,26.972634562620915,13.87433918260736,46.755991824988605,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.64,0.41744609527371346,5.908760213802476,26.95294778019312,13.89241721969684,46.75412521369243,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.65,0.4164454260166176,5.9085134257919405,26.933322589188297,13.910431536508925,46.75226755148916,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.66,0.41544715545769584,5.90827768605251,26.91375876204237,13.928382368149489,46.75041881624436,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.67,0.414451277844403,5.908052965032959,26.89425607212995,13.946269948759833,46.74857898592274,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.68,0.41345778761112073,5.907839241429906,26.874814359783944,13.964094442947614,46.746748044161464,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.69,0.41246667898825123,5.907636483864636,26.85543338337319,13.981856100459707,46.74492596769753,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.7,0.4114779461773983,5.907444659095599,26.8361128860507,13.99955518685635,46.74311273200265,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.71,0.41049158348329406,5.90726373820333,26.816852646022607,14.017191931300937,46.74130831552687,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.72,0.4095075852242521,5.9070936923936745,26.79765244243921,14.034766561985967,46.739512696818856,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.73,0.40852594573213086,5.906934492996851,26.778512055387882,14.05227930614028,46.73772585452501,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.74,0.4075466593522967,5.906786111466506,26.759431265885965,14.069730390036298,46.735947767388765,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.75,0.4065697204435873,5.90664851937877,26.740409855873693,14.087120038997249,46.73417841424971,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.7600000000000002,0.4055951233782744,5.906521688431318,26.7214476082071,14.104448477404418,46.73241777404284,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.77,0.40462286254202756,5.906405590442421,26.702544306650925,14.12171592870437,46.730665825797715,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.7800000000000002,0.40365293233387683,5.906300197350003,26.683699735871524,14.1389226154162,46.728922548637726,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.79,0.40268532716617633,5.906205481210705,26.66491368142978,14.156068759138755,46.72718792177924,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.8000000000000003,0.4017200414645672,5.906121414198933,26.646185929774006,14.17315458055788,46.72546192453082,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.81,0.4007570696679409,5.906047968605919,26.627516268232853,14.19018029945365,46.72374453629242,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.8200000000000003,0.3997964062284023,5.905985116838778,26.608904485008235,14.207146134707607,46.72203573655462,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.83,0.39883804561123304,5.9059328314195625,26.59035036916822,14.224052304309998,46.72033550489778,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.84,0.39788198229485444,5.905891084984321,26.57185371063995,14.24089902536701,46.718643820991275,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.85,0.396928210770791,5.905859850282157,26.553414300202537,14.25768651410801,46.716960664592705,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.86,0.39597672554363345,5.905839100174279,26.53503192947999,14.274414985892765,46.715286015547036,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.87,0.39502752113100176,5.905828807633064,26.516706390934118,14.291084655218707,46.713619853785886,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.88,0.3940805920635087,5.90582894574111,26.49843747785743,14.30769573572814,46.71196215932668,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.89,0.3931359328847227,5.9058394876902955,26.480224984366043,14.324248440215499,46.71031291227184,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.9,0.3921935381511312,5.905860406780836,26.46206870539261,14.340742980634568,46.708672092808015,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.91,0.3912534024321038,5.905891676420338,26.44396843667922,14.35717956810573,46.70703968120529,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.92,0.3903155203098555,5.905933270122858,26.425923974770292,14.373558412923195,46.705415657816346,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.93,0.3893798863794097,5.90598516150796,26.407935117005504,14.389879724562244,46.703800003075706,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.94,0.3884464952485617,5.90604732429977,26.390001661512695,14.406143711686454,46.702192697498916,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.95,0.38751534153784145,5.906119732326035,26.372123407200768,14.422350582154948,46.70059372168175,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.96,0.38658641994925264,5.906202363584564,26.354300184097866,14.438500512246465,46.69900305992889,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.97,0.38565972532812975,5.9062952039027605,26.3365318806537,14.454593618963113,46.69742070351957,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.98,0.38473525211344106,5.906398214429567,26.318818201209023,14.4706302060607,46.69584662169929,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
3.99,0.383812994979811,5.906511369606118,26.301158949280474,14.486610476676082,46.694280795562676,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.0,0.38289294861455236,5.906634643980585,26.28355392919097,14.502534633116275,46.69272320628783,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.01,0.381975107717632,5.90676801220737,26.266002946063665,14.518402876864661,46.6911738351357,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.0200000000000005,0.38105946700163584,5.906911449046301,26.248505805815867,14.534215408587174,46.68963266344934,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.03,0.38014602119173513,5.907064929361825,26.231062315153007,14.549972428138501,46.68809967265334,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.04,0.3792347650256513,5.907228428122205,26.213672281562527,14.565674134568269,46.686574844253,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.05,0.3783256932536217,5.907401920398712,26.19633551330786,14.581320726127247,46.685058159833815,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.0600000000000005,0.37741880063836525,5.90758538136482,26.17905181942234,14.596912400273535,46.68354960106069,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.07,0.3765140819550479,5.9077787862954025,26.161821009703157,14.612449353678755,46.68204914967731,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.08,0.37561153199124797,5.907982110565922,26.144642894705274,14.627931782234258,46.68055678750545,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.09,0.3747111455469219,5.908195329651631,26.12751728573538,14.6433598810573,46.67907249644431,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.1,0.37381291743436956,5.908418419126762,26.110443994845813,14.65873384449725,46.677596258469826,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.11,0.37291684247819984,5.908651354663721,26.09342283482851,14.674053866141783,46.67612805563402,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.12,0.3720229155152964,5.9088941120322875,26.076453619208934,14.68932013882306,46.67466787006428,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.13,0.3711311313947829,5.909146667098804,26.059536162240008,14.704532854623945,46.67321568396275,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.14,0.37024148497798837,5.9094089958253715,26.042670278896065,14.71969220488418,46.67177147960561,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.15,0.3693539711384131,5.909681074269043,26.025855784866767,14.734798380206588,46.67033523934239,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.16,0.36846858476169425,5.909962878581024,26.00909249655106,14.749851570463262,46.668906945595346,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.17,0.3675853207455708,5.9102543850058575,25.992380231051083,14.764851964801766,46.66748658085871,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.18,0.36670417399984945,5.910555569880626,25.975718806166142,14.779799751651325,46.666074127698096,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.19,0.3658251394463701,5.910866409634141,25.95910804038661,14.794695118729017,46.66466956874977,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.2,0.3649482120189714,5.911186880786143,25.942547752887894,14.80953825304597,46.66327288672001,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.21,0.3640733866634561,5.911516959946489,25.926037763524338,14.824329340913557,46.66188406438438,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.22,0.3632006583375569,5.911856623814353,25.909577892823197,14.83906856794959,46.66050308458714,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.23,0.3623300220109013,5.9122058491774165,25.893167961978545,14.85375611908451,46.65912993024047,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.24,0.36146147266497813,5.912564612911066,25.876807792845216,14.868392178567582,46.657764584323864,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.25,0.3605950055783385,5.912932910799344,25.860497345621283,14.882976790959708,46.656407047380334,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.26,0.3597306155881965,5.913310708811987,25.84423636242034,14.89751022099079,46.65505729222312,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.2700000000000005,0.3588682976500236,5.913697980031587,25.828024637407974,14.911992680824067,46.653715298263634,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.28,0.35800804679638193,5.914094701938607,25.81186199694043,14.926424350108608,46.65238104898765,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.29,0.35714985807167515,5.9145008521073,25.795748268078356,14.940805407768599,46.65105452795425,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.3,0.3562937265321165,5.91491640820507,25.77968327858202,14.95513603200827,46.649735718795355,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.3100000000000005,0.35543964724569704,5.915341347991837,25.763666856906458,14.969416400316845,46.64842460521514,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.32,0.3545876152921539,5.915775649319404,25.747698832196665,14.983646689473478,46.64712117098955,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.33,0.35373762576293777,5.9162192901308135,25.731779034282763,14.9978270755522,46.64582539996578,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.34,0.3528896737611815,5.916672248459721,25.715907293675183,15.011957733926858,46.64453727606176,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.3500000000000005,0.3520437544016681,5.917134502429754,25.70008344155984,15.026038839276056,46.64325678326565,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.36,0.3511998628107988,5.917606030253871,25.68430730979331,15.040070565588097,46.64198390563528,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.37,0.350357994126561,5.918086810233737,25.668578730898012,15.054053086165931,46.64071862729768,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.38,0.3495181434984964,5.918576820759078,25.65289753805737,15.067986573632085,46.639460932448536,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.39,0.3486803060876693,5.91907604030705,25.637263565111006,15.08187119993362,46.638210805351676,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.4,0.34784447706663435,5.9195844474416,25.62167664654991,15.095707136347055,46.63696823033857,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.41,0.34701065161940514,5.9201020208128305,25.606136617511613,15.109494553483325,46.635733191807766,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.42,0.34617882494142155,5.920628739156368,25.59064331377537,15.123233621292712,46.63450567422445,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.43,0.34534899223951854,5.92116458129272,25.57519657175733,15.136924509069795,46.633285662119846,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.44,0.3445211487318937,5.921709526126643,25.55979622850573,15.150567385458384,46.63207314009075,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.45,0.34369528964807583,5.9222635526465055,25.544442121696036,15.164162418456469,46.63086809279901,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.46,0.34287141022889267,5.922826639923654,25.529134089626165,15.177709775421153,46.629670504970974,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.47,0.342049505726439,5.923398767111775,25.513871971211625,15.191209623073606,46.628480361397,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.48,0.3412295714040448,5.9239799134462565,25.49865560598071,15.204662127503997,46.62729764693096,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
