Time,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,CD274mRNA,IL13,IL13stimulation,Kon_IL13Rec,Rec_phosphorylation,pRec_intern,pRec_degradation,Rec_intern,Rec_recycle,JAK2_phosphorylation,pJAK2_dephosphorylation,STAT5_phosphorylation,pSTAT5_dephosphorylation,CD274mRNA_production,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12
0.96,1.7882662746743008,118.59841327355227,0.010576176728484309,0.0006980235177755333,4.320907269553685e-05,23.970305043433534,0.02969495656646665,9.4,208.9911640585952,0.008835941405065878,2.5762329967406075e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1755213277820336,46.438771580507044,46.54157532094012,0.2850215174703446,7.605907148197467,0.5019868899467347,0.022625175886361912,0.0018041429795149068,2.7399962249555943,2.648508977199787,0.09667020011425599,0.010243330152064772
0.97,1.7881591453961845,118.59840285422025,0.010664843950049177,0.0007245995001690065,4.5329664326289325e-05,23.969766599977472,0.03023340002252845,9.4,208.99090661654867,0.009093383451583777,2.680154168313309e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1754509060819551,46.43598958313535,46.54157123208166,0.2926225225018349,7.669500313494401,0.5210874270390479,0.02348658851887804,0.0018926857383470194,2.7896791747743324,2.6965297138818163,0.09948676181536013,0.010541777567752042
0.98,1.7880523005667874,118.59839215747233,0.010752739173806014,0.0007518532099550725,4.7528476630153426e-05,23.969224874237298,0.03077512576269988,9.4,208.99064464190545,0.0093553580948091,2.787086063312836e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1753806713649568,46.43321497249867,46.54156703435687,0.3003206546763212,7.7325343942935225,0.5406744003983659,0.02436996846491575,0.0019844945075201004,2.839664985654662,2.7448430206634726,0.10235291268989322,0.010845479532150294
0.99,1.7879457394188878,118.59838118405706,0.010839852755168662,0.0007797921015471221,4.9807387936250546e-05,23.968679903670417,0.03132009632958074,9.4,208.99037811054805,0.00962188945220032,2.8970813673694508e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1753106231267032,46.43044772867333,46.54156272805951,0.30811491819952813,7.795002478972418,0.5607531303176222,0.025275557345867176,0.0020796477144126185,2.889950201348552,2.7934455521449197,0.10526891659650146,0.011154464004146788
1.0,1.787839461187333,118.59836993472096,0.010926175151081446,0.0008084235038180501,5.21682926568738e-05,23.968131725549423,0.031868274450574274,9.4,208.99010699871894,0.009893001281311889,3.0101930436141052e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.17524076086422,46.42768783178937,46.54155831348255,0.31600427731409514,7.8568977303363745,0.581328846048193,0.026203592713955216,0.0021782244579365774,2.9405313826600503,2.842333979370517,0.10823503345627729,0.011468758525399247
1.01,1.7877334651090342,118.59835841020856,0.011011696923995994,0.0008377546165362683,5.461310080862354e-05,23.967580376965447,0.032419623034550905,9.4,208.98983128301845,0.010168716981816348,3.1264743285179605e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.175171084075888,46.42493526203046,46.54155379091815,0.3239876566939497,7.918213388468829,0.6024066832473115,0.02715430793671337,0.002280304488543106,2.9914051071374437,2.8915049895319447,0.11125151927488257,0.011788390222680058
1.02,1.787627750422961,118.59834661126236,0.011096408745807727,0.0008677925068535392,5.714373752409391e-05,23.967025894831426,0.032974105168572666,9.4,208.98955094040275,0.010449059597494887,3.2459787277551394e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1751015922614425,46.422189999633694,46.54154916065769,0.3320639418574012,7.9789427735521565,0.6239916814634014,0.028127932083145134,0.0023859681878335127,3.0425679687710114,2.940955285676751,0.11431862616432625,0.012113385810183874
1.03,1.7875223163701357,118.59833453862286,0.01118030140175013,0.000898544105846304,5.9762142554320577e-05,23.966468315885322,0.033531684114678516,9.4,208.98926594818204,0.010734051818196878,3.3687600120883175e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1750322849219674,46.4194520248895,46.54154442299177,0.3402319795989037,8.039079288657465,0.6460887816605305,0.029124689811617418,0.002495296547784591,3.094016577696407,2.9906815864223346,0.11743660236440295,0.012443771591799277
1.04,1.7874171621936275,118.59832219302858,0.011263365794244933,0.0009300162051122353,6.247026976220336e-05,23.96590767669327,0.034092323306730815,9.4,208.98897628401846,0.011023715981768968,3.494872213276848e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1749631615598923,46.416721318141434,46.54153957821021,0.34849057843941467,8.098616422502001,0.668702823783222,0.030144801259543903,0.002608371149597087,3.145747559903674,3.040680625675399,0.12060569226379819,0.01277957346334513
1.05,1.7873122871385474,118.59830957521602,0.011345592946706309,0.00096221545342371,6.527008660712232e-05,23.96534401365268,0.034655986347323364,9.4,208.98868192592428,0.011318074075954287,3.624369620007099e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1748942216789895,46.41399785978607,46.54153462660203,0.35683850909526776,8.157547752172855,0.6918385443628376,0.031188481934913394,0.002725274142176464,3.1977575569519487,3.0909491523568997,0.12382613642086689,0.013120816914772288
1.06,1.7872076904520426,118.59829668591972,0.011426974007297239,0.0009951483534398544,6.816357362097089e-05,23.964777362995253,0.035222637004750965,9.4,208.98838285225997,0.011617147740262346,3.7573067738446546e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1748254647843686,46.41128163027291,46.54152956845548,0.36527450496545116,8.215866945815595,0.715500574166716,0.03225594260971668,0.0028460882202552946,3.2500432256898364,3.141483930132489,0.12709817158409106,0.013467527032331334
1.07,1.787103371383291,118.59828352587223,0.01150750025263626,0.0010288212584787892,7.115272387583411e-05,23.964207760789964,0.03579223921004092,9.4,208.98807904173242,0.01192095826781023,3.893738465208017e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1747568903824752,46.40857261010412,46.541524404058045,0.37379726263717855,8.273567765286586,0.739693435891228,0.03334738921532469,0.0029708966021668027,3.3026012379815026,3.1922817371484973,0.1304220307122235,0.013819728500707043
1.08,1.786999329183495,118.59827009580412,0.011587163091452739,0.001063240369351694,7.423954244354432e-05,23.963635242945962,0.03636475705404645,9.4,208.98777047339308,0.012229526607135683,4.0337197293634816e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1746884979810852,46.4058707798345,46.54151913369642,0.382405442409612,8.330644068767652,0.7644215418999089,0.03446302273987032,0.0030997830072792614,3.355428280438482,3.243339365773439,0.133797942994124,0.014177445605120256
1.09,1.7868955631058774,118.598256396444,0.011665954068188879,0.001098411731260305,7.742604584735052e-05,23.963059845215405,0.03694015478460237,9.4,208.98745712663623,0.012542873363982642,4.1773058424408664e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.174620287089303,46.40317612007128,46.541513757656524,0.3910976688355888,8.387089813341753,0.789689192007817,0.03560303912768652,0.0032328316331011048,3.408521054157222,3.294653622345083,0.13722613386829413,0.014540702233397798
1.1,1.786792072405675,118.59824242851849,0.011743864866546652,0.001134341230759433,8.07142615059419e-05,23.962481603196263,0.03751839680374302,9.4,208.98713898119715,0.012861018803059817,4.324552317469793e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1745522572175564,46.40048861147401,46.54150827622352,0.39987253128118017,8.44289905752846,0.8155005713132576,0.03676762918085165,0.0033701271320667973,3.461876274462385,3.3462213269230863,0.14070682504211693,0.014909521878011185
1.11,1.7866888563401333,118.59822819275227,0.01182088731297789,0.0011710345927860612,8.410622717007043e-05,23.96190055233502,0.03809944766498268,9.4,208.98681601715043,0.013183982849772907,4.475514900436203e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1744844078775938,46.39780823475438,46.54150268968178,0.40872858450290034,8.498065963777892,0.8418597480779778,0.03795697846289316,0.0035117545880136874,3.5154906706559035,3.3980393130472004,0.14424023451080858,0.015283927638084737
1.12,1.7865859141685012,118.59821368986807,0.011897013380115793,0.0012084973777565565,8.760399035202102e-05,23.961316727929344,0.03868327207065856,9.4,208.98648821490826,0.013511785091931038,4.6302495663588e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1744167385824806,46.39513497067614,46.54149699831493,0.4176643492423625,8.552584800921895,0.868770671656931,0.039171267204698816,0.0036577994923602157,3.5693609857718145,3.4501044275010764,0.14782657657608758,0.015663942221373815
1.1300000000000001,1.7864832451520258,118.59819892058667,0.011972235190146086,0.0012467349787335055,9.1209607748182e-05,23.960730165130663,0.039269834869336384,9.4,208.98615555521877,0.013844444781427993,4.78881251538513e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.174349248846596,46.39246880005489,46.54149120240583,0.4266783128381659,8.606449946581208,0.8962371704786876,0.04041067021268485,0.0038083477199960416,3.623483976336871,3.5024135300816477,0.15146606186456854,0.016049587946213844
1.1400000000000001,1.7863808485539467,118.59818388562688,0.012046545018116158,0.0012857526186636585,9.492514465497217e-05,23.96014089894672,0.03985910105327879,9.4,208.9858180191643,0.014181980835898852,4.951260168907007e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1742819381856284,46.38980970375802,46.54148530223656,0.4357689298547815,8.659655889527397,0.9242629500775473,0.04167535677926889,0.003963485504894777,3.6778564121369444,3.5549634933741396,0.15515889734588656,0.01644088674344082
1.1500000000000001,1.7862787236394906,118.59816858570561,0.012119935295180463,0.0013255553476884392,9.875267437838456e-05,23.95954896424402,0.04045103575597645,9.4,208.98547558815986,0.014524411840352613,5.117649165695007e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.174214806116573,46.38715766270447,46.541479298088454,0.44493462272818574,8.712197231998351,0.9528515911783898,0.04296549059569491,0.0041232994154601936,3.7324750759892216,3.6077512025326617,0.15890528635055925,0.01683786015828398
1.16,1.7861768696758662,118.5981530215378,0.01219239861178052,0.0013661480405284395,0.0001026942776374103,23.958954395750254,0.04104560424974205,9.4,208.98512824395144,0.014871756048781356,5.2880363580517407e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1741478521577273,46.3845126578647,46.54147319024209,0.45417378242797896,8.764068691966141,0.9820065478352751,0.04428122966725641,0.004287876329616903,3.787336763520193,3.6607735550664247,0.16270542858759166,0.017240529352231252
1.17,1.7860752859322584,118.59813719383648,0.012263927720757913,0.0014075353939433015,0.00010675204196161028,23.958357228056627,0.04164277194336717,9.4,208.98477596861449,0.01522403138574661,5.46247880798368e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1740810758286884,46.381874670260444,46.541466978977255,0.4634847691357088,8.8152651053561,1.0117311456247915,0.045622726230963015,0.004457303409656684,3.842438282949456,3.714027460631574,0.16655952016183226,0.017648915104868334
1.18,1.7859739716798237,118.59812110331276,0.01233451554039863,0.0014497219242683276,0.00011092806108310382,23.95775749562015,0.042242504379841915,9.4,208.9844187445523,0.015581255447943398,5.6410337833911945e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.174014476650349,46.37924368096466,46.54146066457304,0.4728659129391007,8.865781428215925,1.0420285798950972,0.046990126675694154,0.004631668076851701,3.897776454879294,3.7675098408286214,0.17046775359108432,0.018063037815691824
1.19,1.7858729261916844,118.59810475067583,0.012404155157407223,0.0014927119650291652,0.00011522443432324944,23.957155232765853,0.0428447672341375,9.4,208.98405655449452,0.01594344550574265,5.823758754276641e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1739480541448943,46.376619671101366,46.54145424730772,0.48231551454188765,8.91561273883375,1.0729019140716216,0.04838357146488333,0.004811057985846093,3.953348112090081,3.821217629005501,0.17443031782298085,0.01848291750589734
1.2,1.785772148742923,118.59808813663295,0.012472839829809205,0.001536509664635839,0.00011964326597429347,23.95655047368894,0.04344952631105161,9.4,208.98368938149557,0.016310618504712517,6.010711388970184e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.173881807835798,46.37400262184547,46.54144772745887,0.4918318459889127,8.964754239804032,1.1043540780203152,0.049803195061774365,0.004995560998837455,4.009150099341462,3.8751477700662296,0.17844739825162861,0.01890857382014313
1.21,1.7856716386105778,118.5980712618895,0.012540562989780187,0.001581118984157388,0.00012418666467626648,23.955943252456873,0.04405674754311653,9.4,208.98331720893316,0.016682791067119177,6.201949550373143e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1738157372478195,46.371392514422645,46.541441105303306,0.5014131514061617,9.01320126004019,1.1363878664693532,0.051249125857290245,0.005185265159559896,4.065179273179339,3.9292972202851724,0.1825191767340278,0.019340026028289922
1.22,1.7855713950736367,118.59805412714894,0.012607318246400281,0.0016265436951783195,0.00012885674278941,23.955333603011418,0.044666396988569966,9.4,208.98294002050687,0.01705997949340771,6.397531292218622e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1737498419069996,46.36878933010924,46.541434381117064,0.5110576477553751,9.06094925673297,1.1690059374901387,0.052721486100553897,0.005380258667080468,4.121432501748632,3.983662947126906,0.18664583160627363,0.01977729302711769
1.23,1.7854714174130324,118.59803673311283,0.012673099388332332,0.0016727873777380498,0.00013365561576241867,23.954721559170597,0.04527844082938849,9.4,208.98255780023663,0.017442199763663634,6.597514855349187e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1736841213406575,46.36619305023207,46.541427555175474,0.5207635256028671,9.10799381725345,1.20221081103844,0.05422039183209895,0.0055806298494208775,4.177906664611825,4.0382419290716705,0.19082753769954638,0.020220393342019978
1.24,1.7853717049116373,118.59801908048085,0.012737900386422564,0.0017198534183544658,0.00013858540149678554,23.954107154630602,0.04589284536938351,9.4,208.98217053246125,0.017829467539055684,6.801958664011386e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1736185750773875,46.36360365616834,46.541420627753105,0.5305289499021697,9.154330660999785,1.2360048675564579,0.05574595281980697,0.005786467137016485,4.234598652573276,4.093031155446401,0.1950644663558963,0.020669345128676474
1.25,1.7852722568542578,118.59800116995079,0.012801715396222296,0.0017677450081326927,0.0001436482197075408,23.953490422967626,0.04650957703235958,9.4,208.98177820183705,0.018221798163260396,7.010921322166885e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1735532026470556,46.361021129345474,46.54141359912379,0.5403520607901052,9.199955641186607,1.2703903466365911,0.057298272497606585,0.005997859036024718,4.2915053675092825,4.14802762626134,0.19935678544382912,0.021124166174704515
1.26,1.7851730725276296,118.59798300221856,0.012864538760429395,0.0018164651409601162,0.0001488461912806759,23.952871397639647,0.047128602360334955,9.4,208.98138079333646,0.01861920666386907,7.224461609820018e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1734880035807955,46.358445451240996,46.541406469560634,0.5502309743958778,9.24486474657626,1.3053693457476385,0.05887744790696843,0.006214894101495086,4.348623722203891,4.20322835205218,0.2037046593736994,0.021584873901290137
1.27,1.785074151220412,118.59796457797816,0.012926365011248176,0.001866016611788654,0.0001541814376275478,23.95225011198816,0.047749888011824275,9.4,208.98097829224656,0.019021707753777727,7.44263847936154e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1734229774110057,46.35587660338239,46.54139923933597,0.5601637836627598,9.289054103150866,1.3409438190241343,0.060483569641227995,0.006437660910413106,4.405950640190435,4.258630353727777,0.20810824911291698,0.022051485364799443
1.28,1.7849754922231833,118.59794589792178,0.012987188872666535,0.001916402015005235,0.00015965608003655956,23.951626599239802,0.04837340076018307,9.4,208.9805706841678,0.019429315832560565,7.665511051928413e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.173358123671346,46.35331456734695,46.54139190872145,0.5701485591819379,9.332519975724386,1.3771155761194913,0.06211672179276767,0.006666248034630501,4.463483055598783,4.314230662423372,0.2125677122009738,0.022524017258370815
1.29,1.784877094828435,118.59792696273968,0.013047005262649094,0.001967623742891387,0.00016527223902241557,23.951000892507974,0.048999107492014006,9.4,208.98015795501254,0.01984204498782755,7.893138613779408e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.173293441896734,46.35075932476169,46.54138447798793,0.5801833500380703,9.37525876949385,1.4138862811235864,0.06377698190308709,0.006900744013694136,4.521217913008276,4.370026319359318,0.21708320276429652,0.023002485913488722
1.3,1.7847789583305667,118.5979077731203,0.013105809295245241,0.0020196839841727984,0.00017103203367325098,23.950373024794356,0.04962697520563457,9.4,208.9797400910038,0.020259908996566652,8.125580612686363e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1732289316233413,46.34821085730315,46.5413769474056,0.5902661846660971,9.417267031528906,1.4512574515453862,0.06546442091578974,0.007141237327586187,4.579152167306347,4.4260143757053045,0.22165487153093125,0.02348690730153979
1.31,1.7846810820258816,118.5978883297502,0.013163596282610929,0.0020725847226596536,0.00017693758099593648,23.949743028990387,0.050256971009606036,9.4,208.97931707867392,0.020682921326471333,8.362896654340912e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1731645923885914,46.345669146697304,46.54136931724388,0.6003950717188288,9.458541452198928,1.489230457361176,0.06717910313251188,0.007387816369388133,4.637282783552776,4.482191892450041,0.22628286584506718,0.02397729703535169
1.32,1.784583465212581,118.59786863331412,0.013220361736943203,0.002126327735978508,0.00018299099525986132,23.94911093787867,0.050889062121323346,9.4,208.9788889048631,0.02111109513725383,8.605146498776518e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1731004237311546,46.343134174719424,46.54136158777146,0.6105680009448321,9.499078866536939,1.527806520128925,0.06892108617181857,0.007640569417881199,4.695606736849587,4.538555940276382,0.2309673296814046,0.02447367037071562
1.33,1.7844861071907587,118.5978486844949,0.013276101372326442,0.0021809145943964075,0.00018919438733949748,23.94847678413433,0.051523215865665765,9.4,208.97845555671842,0.02154444328194478,8.852390056805662e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1730364251909464,46.340605923193934,46.541353759256346,0.6207829440761207,9.538876255539659,1.5669867121692738,0.07069042093108963,0.00789958461009591,4.754121012216531,4.595103599441874,0.2357084036593735,0.024976042207892946
1.34,1.7843890072623967,118.5978284839736,0.013330811106489376,0.0022363466597379047,0.00019554986405605012,23.947840600326288,0.052159399673707835,9.4,208.97801702169218,0.021982978308179767,9.104687386472008e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1729725963091227,46.33808437399427,46.54134583196577,0.6310378557251436,9.577930747402963,1.6067719558135998,0.07248715155141665,0.008164949913823506,4.812822604472154,4.65183195966469,0.24050622505720912,0.02548442709310664
1.35,1.7842921647313594,118.5978080324294,0.013384487062471936,0.002292625084395578,0.00020205952751849933,23.947202418918504,0.05279758108149052,9.4,208.97757328754088,0.022426712459473332,9.36209868951742e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.172908936628077,46.33556950904278,46.541337806166275,0.6413306742905608,9.616239618692163,1.6471630227195677,0.07431131538553075,0.008436753100101918,4.871708518120401,4.7087381200149245,0.24536092782589033,0.025998839220018246
1.36,1.784195578903389,118.59778733053966,0.013437125570201125,0.0023497508104346016,0.0002087254744643389,23.94656227227114,0.05343772772885204,9.4,208.97712434232386,0.022875657676480976,9.624684307863666e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.172845445691437,46.33306131031054,46.54132968212369,0.6516593228712789,9.653800295446475,1.6881605332545548,0.07616294296877882,0.008715081715689115,4.930775767242741,4.765819188811227,0.2502726426029468,0.026519292431190868
1.37,1.7840992490861003,118.59776637897991,0.013488723167975093,0.0024077245687918573,0.00021554979560031894,23.945920192641672,0.054079807358318126,9.4,208.97667017440207,0.023329825598249736,9.892504720108705e-05,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1727821230440618,46.3305597598173,46.54132146010309,0.6620217101882192,9.690610354217165,1.7297649559472754,0.07804205799316422,0.009000023055536597,4.990021375395766,4.823072283522728,0.2552414967261407,0.027045800219538955
1.3800000000000001,1.7840031745889755,118.59774517842386,0.013539276603854665,0.002466546878570031,0.00022253457494349796,23.945276212185938,0.05472378781405129,9.4,208.97621077243684,0.023789227563457842,0.00010165620538037389,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1727189682320376,46.32806483963126,46.541313140368885,0.6724157315132717,9.726667523038788,1.7719766070078984,0.07994867728446611,0.009291664135275827,5.0494423755142375,4.880494530676247,0.2602676142470297,0.02757837572976541
1.3900000000000001,1.7839073547233595,118.59772372954342,0.013588782836961645,0.0025262180464270738,0.00022968188916291213,23.944630362959128,0.05536963704085871,9.4,208.97574612538864,0.024253874611644015,0.0001044409250314648,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1726559808026755,46.32557653186903,46.54130472318472,0.6828392696048909,9.761969682333104,1.814795649916932,0.08188281078245002,0.009590091663730402,5.10903580981955,4.9380830657687085,0.26535111594441574,0.028117031759786675
1.4000000000000001,1.7838117888024545,118.59770203300866,0.013637239038683238,0.0025867381660613547,0.00023699380692216706,23.94398267691673,0.05601732308325843,9.4,208.97527622251584,0.024723777484426925,0.00010727981483183872,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.172593160304507,46.32309481869542,46.54129620881359,0.6932901956497737,9.796514865745195,1.8582220950830648,0.08384446152417989,0.00989539201546678,5.168798729733557,4.995835033184779,0.27049211933768674,0.028661780762146448
1.41,1.7837164761413153,118.59768008948785,0.01368464259378216,0.0026481071177926565,0.00024447238822325874,23.943333185915385,0.056666814084603195,9.4,208.97480105337354,0.02519894662671532,0.00011017348468701874,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1725305062872817,46.32061968232336,46.54128759751772,0.7037663702100615,9.830301260911458,1.9022557995700728,0.08583362563043692,0.010207651203396301,5.228728195797734,5.053747586119641,0.2756907387000563,0.029212634845418535
1.42,1.783621416056844,118.59765789964747,0.013730991101411426,0.0027103245682396867,0.0002521196837519298,23.942681921713728,0.05731807828626184,9.4,208.97432060781233,0.025679392187909437,0.00011312254569624509,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1724680183019636,46.318151105013754,46.54127888955866,0.7142656441754771,9.863327210158841,1.9468964668932471,0.0878502922952666,0.010526954851441327,5.288821277597642,5.111817886506905,0.2809470850717076,0.029769605775599655
1.43,1.7835266078677854,118.5976354641522,0.013776282376033903,0.0027733899700937044,0.0002599377342248646,23.942028915973133,0.05797108402685735,9.4,208.97383487597713,0.02616512402309405,0.00011612761011828629,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1724056959007276,46.31568906907536,46.541270085197255,0.7247858597198398,9.895591211135347,1.9921436468850324,0.08989444377864125,0.010853388167278153,5.349075053692623,5.1700431049515645,0.286261266272846,0.03033270497749247
1.44,1.7834320508947215,118.59761278366491,0.013820514448246163,0.002837302561988436,0.00026792856973902973,23.941374200258426,0.05862579974156145,9.4,208.973343848306,0.026656151694223827,0.0001191892913373888,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.172343538636957,46.31323355686466,46.541261184693624,0.7353248512613815,9.927091917371472,2.0379967356299886,0.09196605540224356,0.0111870359151695,5.4094866115507045,5.22842042066802,0.2916333869166676,0.0309019435360798
