CD274mRNA,IL13,IL13_Rec,JAK2,Rec,Rec_i,SHP1,STAT5,pJAK2,pSTAT5,p_IL13_Rec,p_IL13_Rec_i,Time
0.0008798272068741178,3.776,0.013242150017774408,23.86884588163293,1.7747760258748142,118.59399045584338,9.4,208.89185135359796,0.13115411836705212,0.108148646402759,0.013132693185213706,0.00235201668197356,2.49
0.000892425671651079,3.776,0.01320103239034151,23.868167835938994,1.774704593875993,118.59394522484315,9.4,208.89079801528763,0.13183216406098597,0.10920198471310104,0.013247720117589503,0.0023848812835516923,2.5
0.0009051465307810282,3.776,0.013159592242926496,23.86749081665213,1.7746333500424543,118.59389981036705,9.4,208.88973979793985,0.13250918334785086,0.11026020206087532,0.013362692127750651,0.002417980924620391,2.5100000000000002
0.0009179903490333469,3.776,0.013117839725988659,23.866814841456936,1.7745622938666754,118.59385421291024,9.4,208.88867671620235,0.1331851585430445,0.11132328379838745,0.013477599271749711,0.002451314432080561,2.52
0.0009309576894711546,3.776,0.01307578493493919,23.866139927855354,1.7744914248425028,118.59380843296658,9.4,208.88760878486374,0.13386007214462395,0.11239121513700996,0.01359243169274499,0.0024848806056970954,2.5300000000000002
0.0009440491134350699,3.776,0.013033437907683082,23.86546609316608,1.7744207424651481,118.59376247102855,9.4,208.88653601885179,0.13453390683389438,0.11346398114897316,0.013707179623172817,0.0025186782184972115,2.54
0.0009572651805271888,3.776,0.012990808622215721,23.864793354524007,1.7743502462311846,118.59371632758734,9.4,208.8854584332316,0.1352066454759713,0.11454156676915977,0.01382183338685825,0.002552706017174077,2.5500000000000003
0.0009706064485952616,3.776,0.01294790699427482,23.864121728879663,1.7742799356385435,118.59367000313279,9.4,208.88437604320387,0.13587827112031547,0.11562395679690197,0.013936383401063665,0.0025869627224954592,2.56
0.000984073473717087,3.776,0.012904742875048102,23.863451232998738,1.7742098101865098,118.59362349815342,9.4,208.883288864103,0.13654876700124088,0.11671113589778155,0.014050820178475067,0.002621447029717219,2.57
0.00099766681018511,3.776,0.012861326048937308,23.862781883461583,1.7741398693757195,118.59357681313645,9.4,208.88219691139537,0.13721811653839516,0.11780308860543223,0.014165134329125738,0.0026561576090013885,2.58
0.0010113870104912276,3.776,0.012817666231378928,23.862113696662767,1.7740701127081553,118.59352994856778,9.4,208.88110020067745,0.13788630333721227,0.11889979932334407,0.014279316562257022,0.00269109310583863,2.59
0.0010252346253118104,3.776,0.012773773066722005,23.86144668881064,1.7740005396871432,118.59348290493199,9.4,208.87999874767414,0.13855331118933778,0.12000125232667029,0.014393357688116127,0.002726252141474865,2.6
0.0010392102034929255,3.776,0.01272965612616335,23.860780875926952,1.773931149817349,118.59343568271235,9.4,208.87889256823678,0.13921912407302572,0.12110743176403506,0.014507248619690766,0.002761633313341816,2.61
0.001053314292035777,3.776,0.01268532490574073,23.860116273846472,1.773861942604774,118.59338828239086,9.4,208.87778167834148,0.1398837261535079,0.12221832165934346,0.014620980374380326,0.002797235195491287,2.62
0.001067547436082348,3.776,0.012640788824383973,23.859452898216645,1.7737929175567526,118.59334070444818,9.4,208.87666609408723,0.1405471017833345,0.12333390591359189,0.014734544075603782,0.002833056339032914,2.63
0.0010819101789012622,3.776,0.012596057222024136,23.858790764497293,1.7737240741819478,118.59329294936369,9.4,208.87554583169413,0.141209235502687,0.12445416830668013,0.014847930954344472,0.002869095272575213,2.64
0.0010964030618738454,3.776,0.012551139357761197,23.858129887960317,1.7736554119903476,118.59324501761546,9.4,208.8744209075016,0.14187011203966218,0.12557909249922328,0.0149611323506314,0.0029053505026696617,2.65
0.0011110266244804068,3.776,0.012506044408090333,23.85747028368945,1.773586930493262,118.5931969096803,9.4,208.87329133796644,0.14252971631052821,0.12670866203436493,0.015074139714957302,0.0029418205142576416,2.66
0.0011257814042867212,3.776,0.012460781465186907,23.85681196658003,1.7735186292033192,118.59314862603372,9.4,208.8721571396612,0.1431880334199516,0.1278428603395896,0.015186944609633468,0.0029785037711199808,2.67
0.0011406679369307309,3.776,0.012415359535250062,23.856154951338784,1.7734505076344615,118.59310016714996,9.4,208.87101832927226,0.14384504866119632,0.12898167072853609,0.015299538710081696,0.003015398716328928,2.68
0.0011556867561094478,3.776,0.012369787536905059,23.855499252483686,1.7733825653019426,118.59305153350195,9.4,208.869874923598,0.14450074751629394,0.1301250764028093,0.015411913806063385,0.003052503772702293,2.69
0.0011708383935660756,3.776,0.012324074299664287,23.854844884343795,1.7733148017223235,118.59300272556138,9.4,208.868726939547,0.1451551156561854,0.13127306045379267,0.015524061802846122,0.003089817343259599,2.7
0.0011861233790773315,3.776,0.01227822856244696,23.854191861059146,1.7732472164134692,118.59295374379863,9.4,208.86757439413634,0.14580813894083397,0.13242560586445862,0.01563597472230784,0.0031273378116799767,2.71
0.0012015422404409895,3.776,0.012232258972157305,23.85354019658067,1.7731798088945452,118.59290458868284,9.4,208.86641730448963,0.14645980341931003,0.1335826955111788,0.015747644703979057,0.0031650635427616495,2.72
0.001217095503463621,3.776,0.01218617408232121,23.852889904670132,1.7731125786860138,118.59285526068189,9.4,208.8652556878353,0.14711009532984703,0.13474431216553215,0.015859064006023365,0.00320299288288275,2.73
0.0012327836919485565,3.776,0.012139982351781035,23.85224099890011,1.7730455253096309,118.59280576026235,9.4,208.8640895615047,0.1477590010998693,0.1359104384961122,0.01597022500615665,0.003241124160463313,2.74
0.0012486073276840467,3.776,0.012093692143448513,23.85159349265399,1.772978648288442,118.5927560878896,9.4,208.8629189429305,0.1484065073459911,0.13708105707033152,0.016081120202505367,0.0032794556864281935,2.75
0.001264566930431642,3.776,0.012047311723115385,23.850947399125992,1.7729119471467794,118.59270624402771,9.4,208.8617438496446,0.1490526008739877,0.13825615035622496,0.01619174221440441,0.0033179857546707585,2.7600000000000002
0.0012806630179147715,3.776,0.0120008492583216,23.850302731321243,1.7728454214102582,118.59265622913954,9.4,208.86056429927658,0.14969726867873792,0.13943570072424966,0.016302083783134875,0.0033567126425171055,2.77
0.0012968961058075397,3.776,0.011954312817280675,23.849659502055843,1.7727790706057733,118.59260604368666,9.4,208.85938030955174,0.15034049794413895,0.14061969044908326,0.016412137772602434,0.0033956346111906634,2.7800000000000002
0.001313266707723722,3.776,0.011907710367861963,23.84901772395699,1.7727128942614956,118.59255568812942,9.4,208.8581918982894,0.15098227604299252,0.14180810171141842,0.01652189716995665,0.003434749906276927,2.79
0.0013297753352059798,3.776,0.011861049776629372,23.84837740946312,1.772646891906868,118.59250516292693,9.4,208.85699908340106,0.15162259053686397,0.14300091659975492,0.016631355086151958,0.0034740567581881946,2.8000000000000003
0.0013464224977152684,3.776,0.011814338807936227,23.84773857082407,1.7725810630726038,118.59245446853704,9.4,208.85580188288864,0.1522614291759128,0.14419811711218775,0.016740504756450728,0.003513553382628058,2.81
0.0013632087026204673,3.776,0.011767585123075758,23.847101220101287,1.7725154072906808,118.59240360541641,9.4,208.85460031484263,0.1528987798986962,0.14539968515819215,0.016849339540869254,0.0035532379810555214,2.82
0.0013801344551882069,3.776,0.011720796279486821,23.84646536916804,1.77244992409434,118.59235257402041,9.4,208.8533943974404,0.1535346308319449,0.14660560256040445,0.016957852924567064,0.0035931087411485174,2.83
0.001397200258572902,3.776,0.01167397973001433,23.845831029709675,1.7723846130180814,118.59230137480323,9.4,208.85218414894442,0.1541689702903116,0.14781585105639863,0.017066038518180393,0.0036331638372666627,2.84
0.001414406613806999,3.776,0.01162714282222388,23.845198213223895,1.7723194735976597,118.5922500082178,9.4,208.85096958770035,0.15480178677609271,0.14903041230045933,0.017173890058100477,0.0036734014309130892,2.85
0.0014317540197914167,3.776,0.011580292797770068,23.844566931021067,1.7722545053700829,118.59219847471586,9.4,208.84975073213545,0.15543306897892292,0.15024926786534906,0.01728140140669731,0.0037138196711951395,2.86
0.0014492429732862046,3.776,0.011533436791817874,23.843937194224548,1.772189707873607,118.5921467747479,9.4,208.8485276007567,0.15606280577544318,0.15147239924407196,0.01738856655248974,0.0037544166952838045,2.87
0.0014668739689013912,3.776,0.011486581832516602,23.843309013771048,1.772125080647734,118.59209490876323,9.4,208.84730021214915,0.15669098622894212,0.15269978785163127,0.01749537961026249,0.003795190628871685,2.88
0.0014846474990880506,3.776,0.011439734840525654,23.842682400411018,1.7720606232332075,118.59204287720992,9.4,208.846068584974,0.1573175995889716,0.15393141502678254,0.017601834821131104,0.003836139586629367,2.89
0.0015025640541295577,3.776,0.011392902628591644,23.842057364709053,1.7719963351720098,118.59199068053483,9.4,208.844832737967,0.15794263529093575,0.15516726203378045,0.017707926552555375,0.0038772616726599923,2.9
0.0015206241221330586,3.776,0.01134609190117605,23.841433917044334,1.7719322160073592,118.59193831918364,9.4,208.84359268993666,0.15856608295565475,0.15640731006412084,0.017813649298302328,0.003918554980951925,2.91
0.0015388281890211305,3.776,0.011299309254132842,23.840812067611086,1.7718682652837052,118.5918857936008,9.4,208.8423484597625,0.1591879323889027,0.1576515402382758,0.017918997678359368,0.003960017595829305,2.92
0.0015571767385236547,3.776,0.01125256117443532,23.84019182641907,1.771804482546727,118.59183310422956,9.4,208.84110006639332,0.15980817358092075,0.15889993360742347,0.018023966438798635,0.004001647592400391,2.93
0.0015756702521698771,3.776,0.011205854039951472,23.839573203294083,1.7717408673433281,118.59178025151202,9.4,208.83984752884558,0.16042679670590487,0.16015247115517076,0.018128550451593305,0.004043443037003492,2.94
0.0015943092092806804,3.776,0.01115919411926712,23.83895620787852,1.7716774192216351,118.59172723588904,9.4,208.83859086620149,0.16104379212146916,0.16140913379927008,0.018232744714386833,0.004085401987650391,2.95
0.001613094086961043,3.776,0.011112587571556096,23.838340849631905,1.7716141377309929,118.5916740578003,9.4,208.8373300976074,0.16165915036808468,0.16266990239332857,0.01833654435021592,0.004127522494467083,2.96
0.0016320253600927072,3.776,0.01106604044649668,23.837727137831497,1.771551022421962,118.59162071768432,9.4,208.8360652422722,0.16227286216849446,0.16393475772851113,0.018439944607188254,0.004169802600131729,2.97
0.0016511035013270332,3.776,0.011019558684233538,23.837115081572886,1.7714880728463152,118.5915672159784,9.4,208.83479631946548,0.1628849184271044,0.1652036805352353,0.018542940858115826,0.004212240340309639,2.98
0.0016703289810780606,3.776,0.010973148115384319,23.836504689770642,1.7714252885570343,118.59151355311869,9.4,208.83352334851585,0.16349531022935104,0.16647665148485957,0.018645528600104856,0.0042548337440852235,2.99
0.0016897022675157528,3.776,0.010926814461090166,23.835895971158948,1.7713626691083066,118.59145972954015,9.4,208.83224634880935,0.16410402884104597,0.16775365119136343,0.018747703454103218,0.004297580834390711,3.0
0.0017092238265594487,3.776,0.01088056333310926,23.835288934292294,1.7713002140555223,118.59140574567657,9.4,208.8309653397877,0.16471106570769767,0.16903466021302002,0.018849461164406348,0.004340479628431584,3.0100000000000002
0.001728894121871495,3.776,0.010834400233952605,23.83468358754618,1.7712379229552702,118.59135160196055,9.4,208.82968034094665,0.1653164124538106,0.17031965905406027,0.018950797598122574,0.004383528138108548,3.02
0.0017487136148510842,3.776,0.010788330557061175,23.834079939117828,1.7711757953653355,118.59129729882356,9.4,208.82839137183439,0.16592006088216252,0.17160862816632952,0.019051708744598918,0.004426724370435974,3.0300000000000002
0.0017686827646282688,3.776,0.010742359587023615,23.83347799702693,1.7711138308446963,118.5912428366959,9.4,208.82709845204977,0.16652200297305972,0.17290154795093488,0.01915219071480821,0.004470066327956653,3.04
0.0017888020280581842,3.776,0.010696492499833576,23.83287776911642,1.77105202895352,118.59118821600667,9.4,208.8258016012408,0.16712223088357103,0.17419839875988502,0.019252239740698677,0.004513552009152805,3.0500000000000003
0.0018090718597154414,3.776,0.010650734363185876,23.83227926305325,1.7709903892531604,118.59113343718386,9.4,208.82450083910297,0.1677207369467407,0.17549916089772002,0.01935185217450682,0.004557179408853181,3.06
0.0018294927118887273,3.776,0.010605090136810543,23.83168248632921,1.7709289113061542,118.59107850065428,9.4,208.82319618537755,0.1683175136707806,0.1768038146231335,0.01945102448803474,0.004600946518636226,3.0700000000000003
0.0018500650345755756,3.776,0.010559564672843929,23.83108744626175,1.7708675946762182,118.59102340684359,9.4,208.8218876598501,0.16891255373824204,0.1781123401505845,0.01954975327189274,0.004644851327229128,3.08
0.0018707892754773376,3.776,0.010514162716235924,23.830494149994827,1.7708064389282463,118.5909681561763,9.4,208.82057528234876,0.16950585000516769,0.17942471765190102,0.0196480352347084,0.004688891820902736,3.09
0.0018916658799943305,3.776,0.010468888905192446,23.82990260449977,1.7707454436283054,118.5909127490758,9.4,208.81925907274277,0.17009739550022393,0.18074092725787355,0.019745867202302935,0.004733065983862196,3.1
0.0019126952912211683,3.776,0.010423747771652276,23.82931281657618,1.7706846083436334,118.59085718596431,9.4,208.8179390509408,0.17068718342381387,0.18206094905983902,0.01984324611683596,0.004777371798633251,3.11
0.0019338779499422877,3.776,0.010378743741797312,23.82872479285282,1.770623932642635,118.59080146726292,9.4,208.81661523688936,0.1712752071471718,0.18338476311125532,0.01994016903591965,0.004821807246444125,3.12
0.0019552142946276376,3.776,0.010333881136595405,23.828138539788554,1.770563416094879,118.59074559339159,9.4,208.81528765057135,0.1718614602114389,0.18471234942926534,0.020036633131703237,0.004866370307602882,3.13
0.001976704761428569,3.776,0.01028916417237479,23.827554063673272,1.7705030582710957,118.59068956476914,9.4,208.81395631200436,0.1724459363267212,0.1860436879962517,0.020132635689928936,0.004911058961870233,3.14
0.0019983497841738864,3.776,0.010244596961429268,23.826971370628865,1.7704428587431726,118.59063338181325,9.4,208.8126212412392,0.17302862937112964,0.1873787587613803,0.020228174108960193,0.004955871188827659,3.15
0.002020149794366093,3.776,0.010200183512653189,23.826390466610192,1.7703828170841525,118.5905770449405,9.4,208.81128245835845,0.1736095333898032,0.18871754164213445,0.020323245898783374,0.005000804968240842,3.16
0.0020421052211778007,3.776,0.010155927732205361,23.82581135740608,1.7703229328682295,118.59052055456634,9.4,208.80993998347475,0.1741886425939147,0.1900600165258376,0.020417848679983756,0.005045858280418285,3.17
0.0020642164914483267,3.776,0.010111833424200944,23.825234048640336,1.7702632056707461,118.59046391110508,9.4,208.80859383672941,0.17476595135966067,0.1914061632711663,0.020511980182696937,0.0050910291065651165,3.18
0.0020864840296804534,3.776,0.01006790429143046,23.824658545772763,1.7702036350681905,118.59040711496992,9.4,208.80724403829092,0.17534145422723485,0.19275596170965145,0.02060563824553652,0.005136315429131953,3.19
0.0021089082580373754,3.776,0.010024143936104972,23.82408485410021,1.7701442206381928,118.59035016657296,9.4,208.8058906083534,0.17591514589978613,0.19410939164716962,0.020698820814499197,0.005181715232158842,3.2
0.002131489596339804,3.776,0.009980555860626555,23.823512978757634,1.7700849619595227,118.59029306632517,9.4,208.80453356713514,0.17648702124236124,0.1954664328654222,0.02079152594184806,0.005227226501614157,3.21
0.0021542284620632564,3.776,0.009937143468383232,23.82294292471916,1.770025858612086,118.59023581463643,9.4,208.80317293487715,0.1770570752808327,0.19682706512340473,0.020883751784975164,0.005272847225728468,3.22
0.0021771252703355016,3.776,0.009893910064567394,23.82237469679918,1.7699669101769215,118.59017841191549,9.4,208.80180873184167,0.17762530320081207,0.19819126815886345,0.02097549660524427,0.005318575395323278,3.23
0.0022001804339341884,3.776,0.009850858857016745,23.821808299653444,1.7699081162361983,118.59012085857002,9.4,208.80044097831077,0.17819170034654971,0.19955902168974193,0.021066758766814894,0.005364409004134654,3.24
0.0022233943632846242,3.776,0.00980799295707704,23.821243737780176,1.7698494763732118,118.59006315500658,9.4,208.7990696945849,0.17875626221982024,0.20093030541561493,0.021157536735448353,0.005410346049131629,3.25
0.0022467674664577377,3.776,0.009765315380485699,23.820681015521203,1.769790990172382,118.59000530163063,9.4,208.79769490098138,0.17931898447879543,0.20230509901911167,0.021247829077296894,0.005456384530829438,3.2600000000000002
0.002270300149168186,3.776,0.009722829048275415,23.820120137063096,1.7697326572192498,118.58994729884655,9.4,208.79631661783316,0.17987986293690386,0.2036833821673264,0.021337634457676703,0.005502522453597458,3.27
0.0022939928147726455,3.776,0.009680536787696868,23.81956110643832,1.7696744771004738,118.58988914705763,9.4,208.79493486548725,0.18043889356167858,0.20506513451321823,0.02142695163982589,0.00554875782596192,3.2800000000000002
0.002317845864268244,3.776,0.009638441333159707,23.819003927526406,1.7696164494038273,118.58983084666605,9.4,208.79354966430347,0.18099607247359234,0.206450335696998,0.021515779483648186,0.005595088660903268,3.29
0.002341859696291172,3.776,0.009596545327190936,23.818448604055117,1.769558573718196,118.58977239807292,9.4,208.79216103465296,0.1815513959448817,0.207838965347504,0.021604116944443388,0.005641512976148241,3.3000000000000003
0.002366034707115433,3.776,0.009554851321409907,23.81789513960164,1.7695008496335738,118.58971380167827,9.4,208.79076899691688,0.18210486039835969,0.209231003083565,0.021691963071625273,0.005688028794456575,3.31
0.0023903712906517736,3.776,0.009513361777519038,23.817343537593782,1.769443276741061,118.58965505788105,9.4,208.78937357148507,0.18265646240621786,0.21062642851535146,0.02177931700742802,0.00573463414390237,3.3200000000000003
0.002414869838446745,3.776,0.009472079068309481,23.81679380131118,1.7693858546328607,118.58959616707912,9.4,208.7879747787547,0.18320619868881788,0.21202522124571418,0.02186617798560185,0.005781327058150059,3.33
0.0024395307396819408,3.776,0.009431005478680858,23.816245933886528,1.7693285829022758,118.5895371296693,9.4,208.78657263912888,0.18375406611347334,0.21342736087151112,0.02195254533009887,0.005828105576725019,3.34
0.002464354381173377,3.776,0.009390143206674341,23.81569993830678,1.7692714611437064,118.5894779460473,9.4,208.78516717301545,0.18430006169322186,0.21483282698492123,0.022038418453749816,0.005874967745278771,3.35
0.002489341147371019,3.776,0.009349494364518233,23.815155817414414,1.7692144889526462,118.58941861660777,9.4,208.7837584008256,0.1848441825855881,0.21624159917474592,0.022123796856932627,0.005921911615848772,3.36
0.002514491420358473,3.776,0.009309060979685266,23.814613573908662,1.7691576659256802,118.58935914174434,9.4,208.78234634297263,0.1853864260913381,0.21765365702769862,0.022208680126233622,0.005968935247112841,3.37
0.0025398055798528116,3.776,0.009268844995960882,23.814073210346773,1.7691009916604816,118.58929952184951,9.4,208.78093101987065,0.18592678965322507,0.21906898012968065,0.02229306793310203,0.006016036704638141,3.38
0.0025652840032045596,3.776,0.009228848274521681,23.81353472914527,1.7690444657558086,118.58923975731479,9.4,208.77951245193327,0.18646527085472758,0.22048754806704557,0.02237696003249874,0.006063214061124797,3.39
0.00259092706539781,3.776,0.009189072595023346,23.812998132581217,1.7689880878115016,118.58917984853058,9.4,208.77809065957246,0.18700186741877975,0.2219093404278497,0.022460356261539954,0.006110465396644093,3.4
0.002616735139050504,3.776,0.009149519656697245,23.812463422793503,1.7689318574284807,118.58911979588625,9.4,208.7766656631972,0.18753657720649466,0.22333433680309098,0.022543256538136575,0.00615778879887131,3.41
0.0026427085944148326,3.776,0.009110191079455043,23.811930601784116,1.7688757742087418,118.58905959977011,9.4,208.77523748321235,0.18806939821588065,0.22476251678793388,0.022625660859629977,0.006205182363313152,3.42
0.0026688477993778007,3.776,0.00907108840500056,23.811399671419448,1.7688198377553548,118.58899926056944,9.4,208.77380614001734,0.1886003285805514,0.22619385998292263,0.022707569301425003,0.006252644193529843,3.43
0.0026951531194619096,3.776,0.009032213097948213,23.81087063343157,1.7687640476724602,118.58893877867045,9.4,208.77237165400507,0.18912936656842988,0.22762834599518034,0.022788982015620754,0.006300172401351842,3.44
0.002721624917825999,3.776,0.008993566546947314,23.810343489419555,1.768708403565266,118.58887815445834,9.4,208.77093404556064,0.18965651058044683,0.22906595443959626,0.02286989922964,0.006347765107091253,3.45
0.0027482635552662053,3.776,0.008955150065811594,23.809818240850767,1.768652905040045,118.58881738831725,9.4,208.76949333506022,0.19018175914923366,0.2305066649399991,0.02295032124485781,0.00639542043974789,3.46
0.0027750693902170746,3.776,0.00891696489465324,23.809294889062187,1.7685975517041324,118.5887564806303,9.4,208.76804954286987,0.19070511093781076,0.2319504571303184,0.023030248435230098,0.006443136537210074,3.47
0.002802042778752793,3.776,0.008879012201020832,23.808773435261724,1.768542343165922,118.58869543177954,9.4,208.76660268934444,0.19122656473827096,0.23339731065573155,0.023109681245922713,0.006490911546450134,3.48
0.0028291840745885625,3.776,0.008841293081040522,23.808253880529534,1.768487279034864,118.58863424214603,9.4,208.76515279482635,0.1917461194704592,0.23484720517379923,0.023188620191941754,0.006538743623714686,3.49
0.0028564936290820958,3.776,0.008803808560559843,23.807736225819344,1.7684323589214623,118.58857291210978,9.4,208.76369987964455,0.1922637741806478,0.23630012035558637,0.023267065856765645,0.006586630934709667,3.5
0.002883971791235252,3.776,0.008766559596293527,23.807220471959784,1.7683775824372712,118.58851144204979,9.4,208.76224396411334,0.19277952804020904,0.23775603588677113,0.02334501889097969,0.006634571654780197,3.5100000000000002
0.002911618907695789,3.776,0.008729547076970745,23.80670661965571,1.7683229491948926,118.58844983234403,9.4,208.76078506853136,0.19329338034428376,0.2392149314687399,0.02342248001091358,0.006682563969085261,3.52
0.002939435322759253,3.776,0.008692771824483168,23.806194669489546,1.7682684588079733,118.58838808336942,9.4,208.7593232131804,0.193805330510448,0.24067678681966992,0.023499449997282505,0.0067306060727672845,3.5300000000000002
0.00296742137837098,3.776,0.00865623459503332,23.80568462192262,1.7682141108912026,118.58832619550193,9.4,208.75785841832447,0.19431537807737656,0.24214158167559804,0.02357592969383237,0.006778696171116588,3.54
0.0029955774141282353,3.776,0.008619936080282598,23.80517647729649,1.7681599050603085,118.58826416911647,9.4,208.75639070420857,0.19482352270350503,0.24360929579147714,0.023651920005989743,0.006826832479730808,3.5500000000000003
0.0030239037672824603,3.776,0.008583876908498498,23.804670235834305,1.7681058409320556,118.58820200458693,9.4,208.7549200910578,0.1953297641656895,0.24507990894221843,0.023727421899516935,0.006875013224669267,3.56
0.003052400772741652,3.776,0.008548057645700439,23.80416589764213,1.7680519181242424,118.58813970228623,9.4,208.75344659907628,0.1958341023578655,0.24655340092372177,0.023802436399172868,0.006923236642602389,3.5700000000000003
0.003081068763072848,3.776,0.00851247879680375,23.80366346271029,1.7679981362556985,118.58807726258625,9.4,208.7519702484461,0.19633653728970513,0.24802975155389165,0.02387696458738007,0.0069715009809561395,3.58
0.0031099080685047446,3.776,0.008477140806761242,23.80316293091472,1.767944494946281,118.5880146858579,9.4,208.75049105932635,0.19683706908527407,0.24950894067364104,0.023951007602898425,0.007019804498051593,3.59
0.0031389190169304154,3.776,0.008442044061701931,23.802664302018307,1.7678909938168728,118.58795197247105,9.4,208.74900905185208,0.19733569798168774,0.2509909481478816,0.024024566639506063,0.007068145463239624,3.6
0.0031681019339101493,3.776,0.008407188890066428,23.80216757567223,1.767837632489379,118.58788912279459,9.4,208.74752424613345,0.1978324243277673,0.25247575386650045,0.024097642944687806,0.007116522157030773,3.61
0.003197457142674408,3.776,0.008372575563738507,23.8016727514173,1.7677844105867249,118.58782613719643,9.4,208.74603666225462,0.19832724858269618,0.2539633377453251,0.024170237818331726,0.007164932871220371,3.62
0.003226984964126882,3.776,0.008338204299172461,23.80117982868532,1.7677313277328526,118.58776301604347,9.4,208.74454632027286,0.19882017131467655,0.2554536797270736,0.024242352611434086,0.007213375909008905,3.63
0.0032566857168476685,3.776,0.008304075258515746,23.800688806800412,1.7676783835527186,118.58769975970162,9.4,208.74305324021762,0.19931119319958707,0.2569467597822933,0.024313988724813204,0.007261849585117743,3.64
0.0032865597170965433,3.776,0.008270188550726561,23.80019968498036,1.767625577672291,118.58763636853583,9.4,208.74155744208963,0.1998003150196412,0.258442557910285,0.024385147607832506,0.007310352225900198,3.65
0.0033166072788163577,3.776,0.008236544232685898,23.799712462337954,1.7675729097185466,118.58757284291002,9.4,208.7400589458599,0.20028753766204735,0.25994105414001545,0.024455830757133264,0.007358882169448042,3.66
0.0033468287136365184,3.776,0.008203142310303736,23.799227137882333,1.7675203793194687,118.58750918318717,9.4,208.73855777146886,0.2007728621176701,0.2614422285310159,0.02452603971537726,0.0074074377656934715,3.67
0.0033772243308765938,3.776,0.00816998273961892,23.79874371052031,1.7674679861040437,118.58744538972924,9.4,208.7370539388256,0.20125628947969393,0.2629460611742685,0.02459577606999983,0.007456017376506618,3.68
0.0034077944375499984,3.776,0.008137065427892451,23.798262179057712,1.7674157297022586,118.58738146289727,9.4,208.73554746780678,0.20173782094228854,0.26445253219307874,0.024665041451973513,0.007504619375788611,3.69
0.0034385393383678034,3.776,0.00810439023469375,23.79778254220072,1.7673636097450989,118.58731740305127,9.4,208.73403837825592,0.20221745779927708,0.26596162174393634,0.02473383753458275,0.007553242149560305,3.7
0.003469459335742619,3.776,0.008071956972979627,23.797304798557192,1.767311625864545,118.58725321055032,9.4,208.73252668998248,0.20269520144280667,0.2674733100173619,0.024802166032209767,0.007601884096046654,3.71
0.0035005547297926017,3.776,0.008039765410165569,23.796828946637977,1.76725977769357,118.58718888575248,9.4,208.7310124227611,0.20317105336202232,0.26898757723874195,0.02487002869913212,0.007650543625756864,3.72
0.0035318258183455313,3.776,0.008007815269189096,23.796354984858255,1.767208064866137,118.5871244290149,9.4,208.72949559633068,0.20364501514174357,0.2705044036691503,0.024937427328332016,0.007699219161560302,3.73
0.0035632728969430066,3.776,0.007976106229564822,23.795882911538854,1.7671564870171967,118.58705984069375,9.4,208.72797623039366,0.2041170884611451,0.2720237696061574,0.02500436375031778,0.007747909138758297,3.74
0.0035948962588447124,3.776,0.007944637928430986,23.795412724907557,1.767105043782684,118.58699512114424,9.4,208.72645434461518,0.20458727509244054,0.2735456553846263,0.025070839831957632,0.0077966120051518135,3.75
0.003626696195032797,3.776,0.007913409961587133,23.79494442310043,1.7670537347995159,118.5869302707206,9.4,208.72492995862228,0.20505557689957069,0.27507004137749685,0.025136857475326117,0.007845326221105122,3.7600000000000002
0.0036586729942163234,3.776,0.007882421884522732,23.794478004163103,1.7670025597055887,118.58686528977613,9.4,208.72340309200322,0.2055219958368954,0.27659690799655634,0.025202418616563263,0.007894050259605462,3.77
0.003690826942835825,3.776,0.007851673213436423,23.79401346605211,1.7669515181397755,118.58680017866315,9.4,208.72187376430657,0.20598653394789043,0.2781262356931986,0.025267525224746828,0.007942782606318826,3.7800000000000002
0.003723158325067931,3.776,0.007821163426245704,23.793550806636155,1.766900609741923,118.58673493773307,9.4,208.72034199504057,0.20644919336384834,0.2796580049591697,0.025332179300777715,0.007991521759641837,3.79
0.0037556674228300994,3.776,0.007790891963586789,23.79309002369742,1.7668498341528502,118.58666956733632,9.4,208.71880780367243,0.20690997630258462,0.28119219632730214,0.025396382876278833,0.008040266230749882,3.8000000000000003
0.0037883545157854064,3.776,0.007760858229804472,23.792631114932856,1.7667991910143441,118.58660406782238,9.4,208.71727120962748,0.20736888506714862,0.2827287903722357,0.02546013801250746,0.008089014543641445,3.81
0.0038212198813474506,3.776,0.0077310615939317155,23.792174077955465,1.7667486799691583,118.58653843953982,9.4,208.7157322322886,0.20782592204453992,0.28426776771112705,0.02552344679928143,0.008137765235178814,3.8200000000000003
0.0038542637946853073,3.776,0.007701501390658839,23.791718910295575,1.7666983006610097,118.58647268283626,9.4,208.71419089099535,0.20828108970442996,0.2858091090043462,0.025586311353919144,0.00818651685512513,3.83
0.0038874865287285908,3.776,0.0076721769212921165,23.791265609402114,1.7666480527345765,118.58640679805835,9.4,208.71264720504354,0.20873439059788948,0.28735279495616134,0.025648733820193597,0.008235267966177897,3.84
0.003920888354172576,3.776,0.007643087454701593,23.79081417264388,1.7665979358354948,118.58634078555184,9.4,208.71110119368427,0.20918582735612162,0.2888988063154115,0.025710716367300556,0.008284017143998979,3.85
0.003954469539483399,3.776,0.007614232228257952,23.7903645973108,1.766547949610357,118.58627464566155,9.4,208.7095528761235,0.2096354026892011,0.29044712387616667,0.025772261188841,0.008332762977241157,3.86
