Time,species_1,species_2,species_3,species_4,species_5,species_6,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8
0.1,0.013581956035614262,0.013581956035614262,31.598246024273468,31.598246024273468,36.80350795145342,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.86362695302023,499.86362695302023,500.0,500.0,315.9824602427347,315.9824602427347,0.0004707147266286592,0.0004707147266286592
0.11,0.01500873791343474,0.01500873791343474,33.348035819619255,33.348035819619255,33.30392836076173,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.84993225447914,499.84993225447914,500.0,500.0,333.4803581961926,333.4803581961926,0.0005201632184229132,0.0005201632184229132
0.12,0.01658500372068664,0.01658500372068664,34.93117692637303,34.93117692637303,30.137646147254173,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.83297348494784,499.83297348494784,500.0,500.0,349.3117692637303,349.3117692637303,0.0005747924284283868,0.0005747924284283868
0.13,0.018326468451053252,0.018326468451053252,36.36350207119947,36.36350207119947,27.27299585760131,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.8176981500364,499.8176981500364,500.0,500.0,363.6350207119947,363.6350207119947,0.0006351469968232844,0.0006351469968232844
0.14,0.020249977563704953,0.020249977563704953,37.65934958393712,37.65934958393712,24.68130083212599,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.7957880936037,499.7957880936037,500.0,500.0,376.5934958393712,376.5934958393712,0.0007018107427340648,0.0007018107427340648
0.15,0.02237485315673311,0.02237485315673311,38.83168792534228,38.83168792534228,22.336624149315668,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.7786853580767,499.7786853580767,500.0,500.0,388.3168792534228,388.3168792534228,0.0007754533190514547,0.0007754533190514547
0.16,0.024721256044488257,0.024721256044488257,39.89225088924576,39.89225088924576,20.215498221508703,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.75250760081366,499.75250760081366,500.0,500.0,398.9225088924576,398.9225088924576,0.0008567734463566974,0.0008567734463566974
0.17,0.027312396280586217,0.027312396280586217,40.85165403189576,40.85165403189576,18.296691936208717,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.7265007855388,499.7265007855388,500.0,500.0,408.5165403189576,408.5165403189576,0.0009465755238110151,0.0009465755238110151
0.18,0.03017319160127432,0.03017319160127432,41.71950017449794,41.71950017449794,16.560999651004366,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.6982155783919,499.6982155783919,500.0,500.0,417.1950017449794,417.1950017449794,0.0010457231343456966,0.0010457231343456966
0.19,0.03333108461232589,0.03333108461232589,42.50447587484868,42.50447587484868,14.991048250302846,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.6678976583041,499.6678976583041,500.0,500.0,425.0447587484868,425.0447587484868,0.001155167366201691,0.001155167366201691
0.2,0.036815854509104004,0.036815854509104004,43.21443882350018,43.21443882350018,13.57112235299984,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.6324660732913,499.6324660732913,500.0,500.0,432.1443882350018,432.1443882350018,0.0012759402876442619,0.0012759402876442619
0.21,0.04066027956809214,0.04066027956809214,43.8564961345086,43.8564961345086,12.287007730983015,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.5931693970789,499.5931693970789,500.0,500.0,438.56496134508603,438.56496134508603,0.0014091779071698156,0.0014091779071698156
0.22,0.044900258643107274,0.044900258643107274,44.43707556531715,44.43707556531715,11.125848869365901,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.55349185865157,499.55349185865157,500.0,500.0,444.3707556531715,444.3707556531715,0.00155612438424378,0.00155612438424378
0.23,0.04957394137147906,0.04957394137147906,44.96199013565325,44.96199013565325,10.076019728693739,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.50801128812975,499.50801128812975,500.0,500.0,449.6199013565325,449.6199013565325,0.0017181018845438766,0.0017181018845438766
0.24,0.05472304382445295,0.05472304382445295,45.43649308701999,45.43649308701999,9.127013825960436,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.4579775844209,499.4579775844209,500.0,500.0,454.3649308701999,454.3649308701999,0.0018965561769284968,0.0018965561769284968
0.25,0.060392394004295004,0.060392394004295004,45.86534355423942,45.86534355423942,8.269312891521684,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.40360228957354,499.40360228957354,500.0,500.0,458.6534355423942,458.6534355423942,0.0020930408815666825,0.0020930408815666825
0.26,0.06662970475545223,0.06662970475545223,46.25284152291911,46.25284152291911,7.494316954162438,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.34412599962326,499.34412599962326,500.0,500.0,462.5284152291911,462.5284152291911,0.0023092095996386803,0.0023092095996386803
0.27,0.07348554382625981,0.07348554382625981,46.602873759578394,46.602873759578394,6.7942524808439515,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.27933844773264,499.27933844773264,500.0,500.0,466.0287375957839,466.0287375957839,0.00254681487575378,0.00254681487575378
0.28,0.08101300700906183,0.08101300700906183,46.918954073076165,46.918954073076165,6.162091853848493,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.2095905463108,499.2095905463108,500.0,500.0,469.1895407307617,469.1895407307617,0.002807696869850126,0.002807696869850126
0.29,0.08926687446495975,0.08926687446495975,47.20425880637283,47.20425880637283,5.591482387255128,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.13415633613687,499.13415633613687,500.0,500.0,472.04258806372826,472.04258806372826,0.0030937541176386226,0.0030937541176386226
0.3,0.09830307052692365,0.09830307052692365,47.46166273490905,47.46166273490905,5.076674530182545,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,499.0526943827717,499.0526943827717,500.0,500.0,474.6166273490905,474.6166273490905,0.003406924808805415,0.003406924808805415
0.31,0.10817910823952671,0.10817910823952671,47.693774901191475,47.693774901191475,4.612450197617432,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.9707491774825,498.9707491774825,500.0,500.0,476.9377490119148,476.9377490119148,0.003749202193585068,0.003749202193585068
0.32,0.11894842404532734,0.11894842404532734,47.90294972602087,47.90294972602087,4.194100547956827,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.88165046710844,498.88165046710844,500.0,500.0,479.0294972602087,479.0294972602087,0.0041224382379525075,0.0041224382379525075
0.33,0.13065955739623164,0.13065955739623164,48.09131809725279,48.09131809725279,3.817363805492196,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.7750652460048,498.7750652460048,500.0,500.0,480.91318097252787,480.91318097252787,0.0045283151911194655,0.0045283151911194655
0.34,0.14336377610514495,0.14336377610514495,48.26080998058424,48.26080998058424,3.478380038829352,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.67369709533665,498.67369709533665,500.0,500.0,482.6080998058424,482.6080998058424,0.004968609860084382,0.004968609860084382
0.35000000000000003,0.15709752846591496,0.15709752846591496,48.413186994549335,48.413186994549335,3.1736260108992136,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.56880258740733,498.56880258740733,500.0,500.0,484.13186994549335,484.13186994549335,0.005444585446453093,0.005444585446453093
0.36,0.17188941320412093,0.17188941320412093,48.55005170145551,48.55005170145551,2.8998965970869786,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.46152442590784,498.46152442590784,500.0,500.0,485.5005170145551,485.5005170145551,0.005957233106525744,0.005957233106525744
0.37,0.1877553345661305,0.1877553345661305,48.67286481599081,48.67286481599081,2.654270368016477,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.3534209759,498.3534209759,500.0,500.0,486.7286481599081,486.7286481599081,0.006507104039478765,0.006507104039478765
0.38,0.20469574143833863,0.20469574143833863,48.78295990162755,48.78295990162755,2.434080196743208,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.2458505927282,498.2458505927282,500.0,500.0,487.8295990162755,487.8295990162755,0.007094213802529112,0.007094213802529112
0.39,0.22269578100245813,0.22269578100245813,48.88156596823198,48.88156596823198,2.236868063534585,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.1410804082905,498.1410804082905,500.0,500.0,488.81565968231985,488.81565968231985,0.007718047636220826,0.007718047636220826
0.4,0.2417218084883367,0.2417218084883367,48.96980910096451,48.96980910096451,2.0603817980697765,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.03921440587726,498.03921440587726,500.0,500.0,489.6980910096451,489.6980910096451,0.008377439501675325,0.008377439501675325
0.41000000000000003,0.26172296396911676,0.26172296396911676,49.04872116895953,49.04872116895953,1.9025576620794902,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.9430304415975,497.9430304415975,500.0,500.0,490.4872116895953,490.4872116895953,0.00907062672814737,0.00907062672814737
0.42,0.2826336162664325,0.2826336162664325,49.11925176698432,49.11925176698432,1.7614964660299588,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.85811623458835,497.85811623458835,500.0,500.0,491.1925176698432,491.1925176698432,0.009795334712324905,0.009795334712324905
0.43,0.3043682187819794,0.3043682187819794,49.18228000788333,49.18228000788333,1.6354399842320362,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.77595492553337,497.77595492553337,500.0,500.0,491.82280007883327,491.82280007883327,0.010548598635036868,0.010548598635036868
0.44,0.3268389621124718,0.3268389621124718,49.238603340251046,49.238603340251046,1.522793319496302,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.7081880559771,497.7081880559771,500.0,500.0,492.38603340251046,492.38603340251046,0.011327375254267556,0.011327375254267556
0.45,0.3499437052622798,0.3499437052622798,49.28895672640891,49.28895672640891,1.4220865471808692,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.6502355241153,497.6502355241153,500.0,500.0,492.8895672640891,492.8895672640891,0.012128124632859944,0.012128124632859944
0.46,0.37357813051647887,0.37357813051647887,49.33400714189843,49.33400714189843,1.331985716201667,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.60073373327197,497.60073373327197,500.0,500.0,493.34007141898434,493.34007141898434,0.012947231394314914,0.012947231394314914
0.47000000000000003,0.39763887390709945,0.39763887390709945,49.37435775167906,49.37435775167906,1.2512844966401568,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.55935818140375,497.55935818140375,500.0,500.0,493.74357751679054,493.74357751679054,0.01378111321648399,0.01378111321648399
0.48,0.42202818582271323,0.42202818582271323,49.41054870100472,49.41054870100472,1.1789025979889303,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.53012469095165,497.53012469095165,500.0,500.0,494.1054870100472,494.1054870100472,0.014626382355989051,0.014626382355989051
0.49,0.44665387149448926,0.44665387149448926,49.443063171880965,49.443063171880965,1.1138736562364784,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.5159809137449,497.5159809137449,500.0,500.0,494.43063171880965,494.43063171880965,0.015479843585626221,0.015479843585626221
0.5,0.471422369145624,0.471422369145624,49.472340021026625,49.472340021026625,1.0553199579451094,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.50143478114376,497.50143478114376,500.0,500.0,494.7234002102663,494.7234002102663,0.016338254301305526,0.016338254301305526
0.51,0.4962623261533229,0.4962623261533229,49.49875526530126,49.49875526530126,1.002489469395828,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.49775602658394,497.49775602658394,500.0,500.0,494.98755265301264,494.98755265301264,0.01719914160956118,0.01719914160956118
0.52,0.5211035575208,0.5211035575208,49.52264784875941,49.52264784875941,0.9547043024795826,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.4998084025244,497.4998084025244,500.0,500.0,495.22647848759414,495.22647848759414,0.018060073083761202,0.018060073083761202
0.53,0.5458875705816348,0.5458875705816348,49.544313449684644,49.544313449684644,0.9113731006290993,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.5072477958708,497.5072477958708,500.0,500.0,495.4431344968464,495.4431344968464,0.01891902152256495,0.01891902152256495
0.54,0.5705644930975821,0.5705644930975821,49.564011488127896,49.564011488127896,0.8719770237425793,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.51912854442304,497.51912854442304,500.0,500.0,495.640114881279,495.640114881279,0.019774258485906023,0.019774258485906023
0.55,0.5950929681208306,0.5950929681208306,49.581968603809834,49.581968603809834,0.8360627923786718,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.53508865201354,497.53508865201354,500.0,500.0,495.8196860380983,495.8196860380983,0.020624350651195833,0.020624350651195833
0.56,0.6194383987721315,0.6194383987721315,49.598383306403356,49.598383306403356,0.8032333871917587,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.5536032023785,497.5536032023785,500.0,500.0,495.98383306403355,495.98383306403355,0.021468098981969,0.021468098981969
0.5700000000000001,0.6435737146214894,0.6435737146214894,49.613428026478005,49.613428026478005,0.7731439470425565,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.5751219352981,497.5751219352981,500.0,500.0,496.13428026478005,496.13428026478005,0.022304565288614134,0.022304565288614134
0.58,0.6674768521926829,0.6674768521926829,49.62725416764169,49.62725416764169,0.7454916647152652,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.5984297000282,497.5984297000282,500.0,500.0,496.2725416764169,496.2725416764169,0.023132984909314425,0.023132984909314425
0.59,0.6911311292480642,0.6911311292480642,49.63999365061472,49.63999365061472,0.7200126987692267,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.62318957332195,497.62318957332195,500.0,500.0,496.3999365061472,496.3999365061472,0.02395277968177032,0.02395277968177032
0.6,0.714524058170143,0.714524058170143,49.65176184690319,49.65176184690319,0.6964763061922942,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.64907671986913,497.64907671986913,500.0,500.0,496.5176184690319,496.5176184690319,0.024763516818139056,0.024763516818139056
0.61,0.7376465466125102,0.7376465466125102,49.66265987828488,49.66265987828488,0.6746802434289715,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.67555163306855,497.67555163306855,500.0,500.0,496.62659878284876,496.62659878284876,0.025564881201706725,0.025564881201706725
0.62,0.7604927555399695,0.7604927555399695,49.67277617560313,49.67277617560313,0.6544476487924722,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.7026957868414,497.7026957868414,500.0,500.0,496.7277617560313,496.7277617560313,0.026356670466934153,0.026356670466934153
0.63,0.783059089800786,0.783059089800786,49.68218862685689,49.68218862685689,0.6356227462849781,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.7301691625908,497.7301691625908,500.0,500.0,496.8218862685689,496.8218862685689,0.0271387600153569,0.0271387600153569
0.64,0.8053437763450573,0.8053437763450573,49.69096599979526,49.69096599979526,0.6180680004083055,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.75721748686306,497.75721748686306,500.0,500.0,496.9096599979526,496.9096599979526,0.02791108839774793,0.02791108839774793
0.65,0.8273475231348533,0.8273475231348533,49.69916812638824,49.69916812638824,0.6016637472223132,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.78501102441527,497.78501102441527,500.0,500.0,496.99168126388236,496.99168126388236,0.02867368015020287,0.02867368015020287
0.66,0.849071142659057,0.849071142659057,49.70684904594634,49.70684904594634,0.586301908106145,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.81203105887,497.81203105887,500.0,500.0,497.0684904594634,497.0684904594634,0.029426563431440653,0.029426563431440653
0.67,0.8705166967592881,0.8705166967592881,49.71405651889264,49.71405651889264,0.5718869622137339,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.8371492660035,497.8371492660035,500.0,500.0,497.1405651889264,497.1405651889264,0.030169809699446545,0.030169809699446545
0.68,0.8916899035495821,0.8916899035495821,49.72083017616383,49.72083017616383,0.5583396476715795,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.8658265801784,497.8658265801784,500.0,500.0,497.20830176163827,497.20830176163827,0.03090361712895164,0.03090361712895164
0.6900000000000001,0.9125916299533711,0.9125916299533711,49.727210606876696,49.727210606876696,0.5455787862458982,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.890633808126,497.890633808126,500.0,500.0,497.27210606876696,497.27210606876696,0.031628015765232574,0.031628015765232574
0.7000000000000001,0.9332286385701561,0.9332286385701561,49.73322891393676,49.73322891393676,0.5335421721256218,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.916834912558,497.916834912558,500.0,500.0,497.3322891393676,497.3322891393676,0.032343239982128215,0.032343239982128215
0.71,0.9536048007701097,0.9536048007701097,49.7389158850311,49.7389158850311,0.5221682299370956,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.94213087764484,497.94213087764484,500.0,500.0,497.389158850311,497.389158850311,0.033049423951104565,0.033049423951104565
0.72,0.9737261728742463,0.9737261728742463,49.74429740293814,49.74429740293814,0.5114051941228731,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.96862246127625,497.96862246127625,500.0,500.0,497.4429740293814,497.4429740293814,0.03374677756825341,0.03374677756825341
0.73,0.9935956217233202,0.9935956217233202,49.74939990614871,49.74939990614871,0.5012001877017039,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,497.9903121073193,497.9903121073193,500.0,500.0,497.4939990614871,497.4939990614871,0.03443540019070405,0.03443540019070405
0.74,1.0132211034396699,1.0132211034396699,49.754242463151165,49.754242463151165,0.49151507369708153,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.0134453285876,498.0134453285876,500.0,500.0,497.54242463151166,497.54242463151166,0.03511556755664483,0.03511556755664483
0.75,1.0326074629081696,1.0326074629081696,49.75884528129658,49.75884528129658,0.4823094374065138,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.0363244970069,498.0363244970069,500.0,500.0,497.5884528129658,497.5884528129658,0.0357874475769903,0.0357874475769903
0.76,1.051760531102457,1.051760531102457,49.76322570189496,49.76322570189496,0.4735485962097684,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.05972305240897,498.05972305240897,500.0,500.0,497.6322570189496,497.6322570189496,0.03645124233788729,0.03645124233788729
0.77,1.0706850216855504,1.0706850216855504,49.76740045191949,49.76740045191949,0.46519909616070815,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.0817043609262,498.0817043609262,500.0,500.0,497.6740045191949,497.6740045191949,0.037107115202447374,0.037107115202447374
0.78,1.0893866993408938,1.0893866993408938,49.7713837081905,49.7713837081905,0.4572325836187049,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.10309509949013,498.10309509949013,500.0,500.0,497.713837081905,497.713837081905,0.037755265959374354,0.037755265959374354
0.79,1.1078709183967508,1.1078709183967508,49.77518864602014,49.77518864602014,0.4496227079594231,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.1239223990401,498.1239223990401,500.0,500.0,497.7518864602014,497.7518864602014,0.038395880175545204,0.038395880175545204
0.8,1.1261429263878795,1.1261429263878795,49.77882723334027,49.77882723334027,0.4423455333191671,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.1442933666541,498.1442933666541,500.0,500.0,497.78827233340274,497.78827233340274,0.03902913971665605,0.03902913971665605
0.81,1.1442079183179779,1.1442079183179779,49.782310484610285,49.782310484610285,0.43537903077914664,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.1641344871062,498.1641344871062,500.0,500.0,497.82310484610286,497.82310484610286,0.03965522462781521,0.03965522462781521
0.8200000000000001,1.162071043529165,1.162071043529165,49.78564840364855,49.78564840364855,0.42870319270260726,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.18356650820357,498.18356650820357,500.0,500.0,497.85648403648554,497.85648403648554,0.04027431337162127,0.04027431337162127
0.8300000000000001,1.179737176887588,1.179737176887588,49.788850263059274,49.788850263059274,0.4222994738811533,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.2023891176655,498.2023891176655,500.0,500.0,497.8885026305927,497.8885026305927,0.04088657489806048,0.04088657489806048
0.84,1.1972111593836725,1.1972111593836725,49.791924470873866,49.791924470873866,0.4161510582519716,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.22069092858516,498.22069092858516,500.0,500.0,497.9192447087387,497.9192447087387,0.04149217698307609,0.04149217698307609
0.85,1.214497739234464,1.214497739234464,49.79487870375927,49.79487870375927,0.41024259248115846,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.2387011060525,498.2387011060525,500.0,500.0,497.94878703759264,497.94878703759264,0.04209128418733099,0.04209128418733099
0.86,1.231601324479334,1.231601324479334,49.79772024396361,49.79772024396361,0.4045595120724619,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.2560308991571,498.2560308991571,500.0,500.0,497.97720243963613,497.97720243963613,0.042684049281828285,0.042684049281828285
0.87,1.2485265481898433,1.2485265481898433,49.800455474923226,49.800455474923226,0.399089050153247,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.2732742081968,498.2732742081968,500.0,500.0,498.0045547492323,498.0045547492323,0.04327063283659246,0.04327063283659246
0.88,1.2652774291678412,1.2652774291678412,49.80309074476533,49.80309074476533,0.3938185104690307,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.2896724849638,498.2896724849638,500.0,500.0,498.03090744765325,498.03090744765325,0.04385117413268206,0.04385117413268206
0.89,1.281858444025222,1.281858444025222,49.80563136744976,49.80563136744976,0.38873726510015255,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.3061457759018,498.3061457759018,500.0,500.0,498.05631367449763,498.05631367449763,0.04442582831764274,0.04442582831764274
0.9,1.2982731863551928,1.2982731863551928,49.8080829807389,49.8080829807389,0.3838340385218792,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.32144022338196,498.32144022338196,500.0,500.0,498.080829807389,498.080829807389,0.044994719935924486,0.044994719935924486
0.91,1.3145260683741553,1.3145260683741553,49.810449917607016,49.810449917607016,0.379100164785641,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.3370491356631,498.3370491356631,500.0,500.0,498.10449917607014,498.10449917607014,0.04555800190329523,0.04555800190329523
0.92,1.3306206882096103,1.3306206882096103,49.81273685917702,49.81273685917702,0.374526281645626,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.35241863588925,498.35241863588925,500.0,500.0,498.1273685917702,498.1273685917702,0.046115798921351606,0.046115798921351606
0.93,1.3465604788814904,1.3465604788814904,49.81494820571326,49.81494820571326,0.37010358857315223,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.366865464822,498.366865464822,500.0,500.0,498.14948205713256,498.14948205713256,0.04666822996949796,0.04666822996949796
0.9400000000000001,1.3623494865929038,1.3623494865929038,49.81708734338035,49.81708734338035,0.36582531323896156,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.38192767378746,498.38192767378746,500.0,500.0,498.17087343380354,498.17087343380354,0.04721543527844811,0.04721543527844811
0.9500000000000001,1.377990161255925,1.377990161255925,49.819158864089296,49.819158864089296,0.36168227182108514,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.3946120701465,498.3946120701465,500.0,500.0,498.191588640893,498.191588640893,0.04775749975568443,0.04775749975568443
0.96,1.3934871414074486,1.3934871414074486,49.821164848377464,49.821164848377464,0.35767030324473725,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.40896843484416,498.40896843484416,500.0,500.0,498.21164848377464,498.21164848377464,0.048294584160645415,0.048294584160645415
0.97,1.4088429692329565,1.4088429692329565,49.8231091478316,49.8231091478316,0.3537817043364611,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.4228667976758,498.4228667976758,500.0,500.0,498.231091478316,498.231091478316,0.04882677659876604,0.04882677659876604
0.98,1.4240605551462016,1.4240605551462016,49.82499491587408,49.82499491587408,0.3500101682515013,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.4356745070483,498.4356745070483,500.0,500.0,498.2499491587408,498.2499491587408,0.04935417793730066,0.04935417793730066
0.99,1.439143257485129,1.439143257485129,49.82682457533942,49.82682457533942,0.34635084932081867,1.0,500.0,500.0,10.0,1000.0,0.03465735902799,1.0,498.448489524304,498.448489524304,500.0,500.0,498.26824575339424,498.26824575339424,0.04987690456737317,0.04987690456737317
