Time,R,X,S,k1,k2,k3,k4,tau,env,r1,r2,r3,r4
2.48,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.49,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.5,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.51,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.52,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.53,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.54,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.55,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.56,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.57,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.58,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.59,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.6,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.61,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.62,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.63,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.64,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.65,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.66,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.67,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.68,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.69,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.7,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.71,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.72,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.73,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.74,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.75,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.76,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.77,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.78,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.79,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.8,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.81,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.82,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.83,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.84,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.85,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.86,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.87,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.88,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.89,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.9,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.91,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.92,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.93,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.94,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.95,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.96,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.97,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.98,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2.99,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.01,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.02,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.03,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.04,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.05,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.06,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.07,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.08,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.09,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.1,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.11,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.12,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.13,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.14,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.15,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.16,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.17,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.18,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.19,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.2,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.21,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.22,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.23,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.24,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.25,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.26,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.27,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.28,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.29,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.3,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.31,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.32,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.33,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.34,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.35,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.36,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.37,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.38,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.39,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.4,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.41,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.42,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.43,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.44,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.45,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.46,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.47,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.48,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.49,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.5,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.51,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.52,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.53,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.54,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.55,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.56,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.57,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.58,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.59,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.6,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.61,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.62,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.63,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.64,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.65,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.66,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.67,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.68,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.69,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.7,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.71,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.72,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.73,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.74,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.75,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.76,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.77,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.78,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.79,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.8,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.81,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.82,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.83,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.84,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.85,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.86,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.87,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.88,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.89,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.9,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.91,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.92,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.93,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.94,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.95,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.96,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.97,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.98,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
3.99,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
4.0,1.0000000000005256,2.6275578729042253e-13,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,5.255115745811212e-13,1.0,2.6275578729042253e-13
4.01,1.0198990091755216,0.009950166251137472,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.020296329401333642,1.0,0.009950166251137472
4.02,1.0395921469077474,0.019801326693513345,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.04117060745786245,1.0,0.019801326693513345
4.03,1.0590737442398546,0.02955446645172642,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.06260071888808214,1.0,0.02955446645172642
4.04,1.0783383536143603,0.039210560847902545,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.08456450325804585,1.0,0.039210560847902545
4.05,1.0973807491926697,0.04877057549950228,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.10703978136040296,1.0,0.04877057549950228
4.06,1.1161959266022479,0.05823546641470799,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.13000438079175813,1.0,0.05823546641470799
4.07,1.1347791016299038,0.06760618008354004,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.15343616059965812,1.0,0.06760618008354004
4.08,1.1531257121686123,0.07688365358196882,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.17731303558166533,1.0,0.07688365358196882
4.09,1.171231417267946,0.08606881466454094,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.20161299956424494,1.0,0.08606881466454094
4.1,1.1890920963932958,0.09516258185788562,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.22631414791918367,1.0,0.09516258185788562
4.11,1.2067038485661568,0.1041658645538086,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.25139469929260366,1.0,0.1041658645538086
4.12,1.2240629912437848,0.11307956310139981,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.2768330165168795,1.0,0.11307956310139981
4.13,1.241166058014687,0.12190456889343461,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.30260762645488815,1.0,0.12190456889343461
4.14,1.2580097894102227,0.13064176441784295,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.32869723708694104,1.0,0.13064176441784295
4.15,1.2745911407060393,0.13929202339660568,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.3550807579846639,1.0,0.13929202339660568
4.16,1.2909072778975867,0.14785621086439482,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.381737317374415,1.0,0.14785621086439482
4.17,1.3069555736976468,0.15633518324768958,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.40864627822122174,1.0,0.15633518324768958
4.18,1.3227336045534284,0.16472978844946307,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.435787253706164,1.0,0.16472978844946307
4.19,1.3382391473856972,0.17304086593280354,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.4631401217775955,1.0,0.17304086593280354
4.2,1.353470177067354,0.1812692468050024,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.490685039140065,1.0,0.1812692468050024
4.21,1.3684248819809273,0.1894157539283958,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.5184024614295868,1.0,0.1894157539283958
4.22,1.3831016400821805,0.1974812019707036,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.5462731486621609,1.0,0.1974812019707036
4.23,1.3974990137187864,0.20546639748314188,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.5742781756700859,1.0,0.20546639748314188
4.24,1.4116157507711404,0.21337213898746413,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.6023989443408666,1.0,0.21337213898746413
4.25,1.4254507804806738,0.22119921705430906,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.6306171931835576,1.0,0.22119921705430906
4.26,1.4390032090445048,0.22894841438053837,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.6589150059984915,1.0,0.22894841438053837
4.27,1.4522723154164119,0.23662050586638203,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.6872748198591466,1.0,0.23662050586638203
4.28,1.465257577879078,0.24421625874848285,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.7156794475449844,1.0,0.24421625874848285
4.29,1.4779586466592685,0.2517364326333375,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.7441120745791993,1.0,0.2517364326333375
4.3,1.490375324632436,0.2591817795450146,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.7725562576564272,1.0,0.2591817795450146
4.31,1.5025075758296569,0.2665530440233181,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.800995936010983,1.0,0.2665530440233181
4.32,1.5143555209763109,0.273850963197579,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.8294154360858687,1.0,0.273850963197579
4.33,1.5259194328765893,0.2810762668595862,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.8577994754428973,1.0,0.2810762668595862
4.34,1.537199731643845,0.288229677535666,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.8861331659192354,1.0,0.288229677535666
4.35,1.5481969978742696,0.29531191057777006,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.9144020267860368,1.0,0.29531191057777006
4.36,1.5589119639734133,0.30232367422988904,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.9425919854987495,1.0,0.30232367422988904
4.37,1.5693454881042057,0.30926566967469277,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.9706893666590095,1.0,0.30926566967469277
4.38,1.579498562031683,0.31613859111670795,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.9986809001431248,1.0,0.31613859111670795
4.39,1.5893723065492034,0.3229431258511658,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0265537216365541,1.0,0.3229431258511658
4.4,1.5989679668080583,0.32967995433205916,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0542953725514124,1.0,0.32967995433205916
4.41,1.6082869075504918,0.3363497502394011,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0818937993358133,1.0,0.3363497502394011
4.42,1.617330619378533,0.3429531805582674,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.109337359860281,1.0,0.3429531805582674
4.43,1.6261007211166005,0.34949090565273455,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.136614827411211,1.0,0.34949090565273455
4.44,1.6345989289046523,0.35596357930157163,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.1637153709108305,1.0,0.35596357930157163
4.45,1.6428270640310634,0.36237184877698564,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.1906285608276077,1.0,0.36237184877698564
4.46,1.6507870487803233,0.3687163549091551,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.217344366715045,1.0,0.3687163549091551
4.47,1.6584809019649034,0.3749977321497155,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.2438531541009068,1.0,0.3749977321497155
4.48,1.6659107344103279,0.38121660863451073,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.2701456809194647,1.0,0.38121660863451073
4.49,1.673078751116743,0.38737360632104745,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.296213098958414,1.0,0.38737360632104745
4.5,1.6799872561733382,0.39346934075033724,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.3220469563109827,1.0,0.39346934075033724
4.51,1.6866386283029684,0.399504421639459,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.3476391794298956,1.0,0.399504421639459
4.52,1.6930353223083,0.405479452487034,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.372982071061557,1.0,0.405479452487034
4.53,1.6991798671913043,0.41139503079214024,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.3980683075691027,1.0,0.41139503079214024
4.54,1.7050748620517029,0.4172517481108161,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.4228909337017632,1.0,0.4172517481108161
4.55,1.710722971985414,0.423050190112568,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.4474433570567335,1.0,0.423050190112568
4.56,1.7161269321353914,0.4287909366443572,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.4717193492618834,1.0,0.4287909366443572
4.57,1.721289571909344,0.4344745618131027,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.4957130650175505,1.0,0.4344745618131027
4.58,1.726213751015939,0.44010163398723146,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.5194189848666853,1.0,0.44010163398723146
4.59,1.7309023765028022,0.44567271587259233,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.5428319260926564,1.0,0.44567271587259233
4.6,1.7353584031638758,0.451188364573098,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.5659470397433841,1.0,0.451188364573098
4.61,1.7395848295467278,0.4566491316473314,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.5887598036787685,1.0,0.4566491316473314
4.62,1.7435846939598654,0.46205556316514806,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.6112660153875158,1.0,0.46205556316514806
4.63,1.747361070480048,0.46740819976428455,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.6334617845825448,1.0,0.46740819976428455
4.64,1.750917064959598,0.47270757670696134,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.6553435255838336,1.0,0.47270757670696134
4.65,1.7542558110337134,0.4779542239364884,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.676907949497387,1.0,0.4779542239364884
4.66,1.7573804661277799,0.48314866613386903,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.6981520561987078,1.0,0.48314866613386903
4.67,1.7602942074646826,0.48829142277440685,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.7190731261289536,1.0,0.48829142277440685
4.68,1.7630002459033105,0.4933830081558287,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.739668729406482,1.0,0.4933830081558287
4.69,1.765501944246207,0.49842393125954576,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.7599368393951318,1.0,0.49842393125954576
4.7,1.767802615167128,0.5034146961236404,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.7798756326418732,1.0,0.5034146961236404
4.71,1.7699055634605105,0.5083558018256129,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.799483523737162,1.0,0.5083558018256129
