data_set_value_component_environment_variable_time,data_set_value_component_parameters_variable_n,data_set_value_component_parameters_variable_alpha_0,data_set_value_component_parameters_variable_alpha,data_set_value_component_parameters_variable_beta,data_set_value_component_parameters_variable_K_m,data_set_value_component_parameters_variable_efficiency,data_set_value_component_parameters_variable_mRNA_halflife,data_set_value_component_parameters_variable_t_ave,data_set_value_component_parameters_variable_kd_prot,data_set_value_component_parameters_variable_kd_mRNA,data_set_value_component_parameters_variable_prot_halflife,data_set_value_component_parameters_variable_tps_repr,data_set_value_component_parameters_variable_tps_active,data_set_value_component_parameters_variable_k_tl,data_set_value_component_parameters_variable_a_tr,data_set_value_component_parameters_variable_a0_tr,data_set_value_component_M_lacl_variable_M_lacl,data_set_value_component_M_tetR_variable_M_tetR,data_set_value_component_M_cl_variable_M_cl,data_set_value_component_P_lacl_variable_P_lacl,data_set_value_component_P_tetR_variable_P_tetR,data_set_value_component_P_cl_variable_P_cl
0.0,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,0.0,20.0,0.0,0.0,0.0,0.0
0.1,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,2.948227389887525,22.26694258984507,2.8292284895926594,1.0253907407119303,14.603472992654758,1.0045397531561715
0.2,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,5.785910560633184,24.44528249175074,4.969783290810951,4.043007883240078,30.6426336861957,3.7403804591136507
0.30000000000000004,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,8.47806044936387,26.48541057667792,6.314439878932579,8.95253161721899,48.03248083221727,7.653200164550172
0.4,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,10.964833747682556,28.278643834730367,7.077213944306205,15.620459462310889,66.63374223982129,12.25217310214658
0.5,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,13.186837959194259,29.689972585264208,7.478507577836792,23.871450415685903,86.22034086798439,17.210760931376942
0.6000000000000001,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,15.10701065319167,30.632611530881704,7.662918939067302,33.49721973339679,106.48685664254634,22.330971552932443
0.7000000000000001,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,16.71729133577507,31.113036024259287,7.715731862860303,44.275396444965196,127.10177620776523,27.494013964927202
0.8,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,18.033114066816182,31.20759142634189,7.686762961378966,55.98821990315645,147.7672641423752,32.62742612004591
0.9,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,19.083670801750966,31.013142857611808,7.60574810557855,68.43541412580524,168.2499423330872,37.68605463778289
1.0,2.0,0.2164042561333445,216.18785187721116,0.19999999999999998,40.0,20.0,2.0,2.8853900817779268,0.06931471805599453,0.34657359027997264,10.0,0.0005,0.5,6.931471805599453,29.97,0.03,19.903444032485716,30.615573261609647,7.491002062152266,81.44048151161732,188.38221530689952,42.64128926092544
