Time,MAPK,MAPKMEKpp,MAPKp,MAPKPH,MAPKpMAPKPH,MAPKpMEKpp,MAPKpp,MAPKppMAPKPH,MEK,MEKp,MEKPH,MEKpMEKPH,MEKpp,MEKppMEKPH,MEKpRAFp,MEKRAFp,RAF,RAFK,RAFp,RAFPH,RAFpRAFPH,RAFRAFK,Cytoplasm,Reaction1,Reaction2,Reaction3,Reaction4,Reaction5,Reaction6,Reaction7,Reaction8,Reaction9,Reaction10,Reaction11,Reaction12,Reaction13,Reaction14,Reaction15,Reaction16,Reaction17,Reaction18,Reaction19,Reaction20,Reaction21,Reaction22,Reaction23,Reaction24,Reaction25,Reaction26,Reaction27,Reaction28,Reaction29,Reaction30
0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.3,0.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.4,1.9003437338961757e-27,2.056484565151032e-31,0.3,2.7113773939419716e-34,2.1975449243381557e-57,5.775149464149633e-62,7.7925202951734e-68,0.19999999934366522,1.6343918493153598e-13,0.1999999999999993,7.170829000409012e-16,2.817860581907411e-25,4.749830550741134e-28,7.821549696791141e-22,6.561706792665245e-10,0.29940269003272313,0.19940298903542802,2.9819743434348766e-07,0.29999999985090015,1.490998929314511e-10,0.0005970109645719728,1.0,0.05970179131777274,0.00023880438582878912,5.970109645719728e-05,4.472961512929255e-08,7.454994646572555e-11,1.490998929314511e-11,1.968103060208346e-07,2.755916852919403e-10,6.561706792665245e-11,3.268783698630708e-13,5.73666320032721e-16,7.170829000409013e-17,1.6083258053865695e-19,3.128619878716457e-22,7.821549696791142e-23,5.635721163814802e-25,3.799864440592907e-28,4.7498305507411336e-29,2.254288465525929e-24,1.1402062403377053e-27,1.9003437338961759e-28,3.084726847726548e-31,1.0845509575767887e-34,2.711377393941972e-35,1.1589773586880193e-54,1.3185269546028933e-57,2.197544924338156e-58,8.662724196224449e-62,3.1170081180693604e-68,7.792520295173401e-69
0.02,0.4,1.5755946781368329e-25,3.329605327967329e-29,0.3,4.354089164843087e-32,1.7275864477629038e-53,1.0439746569359916e-57,3.5410467539003555e-62,0.19999999477845326,2.5945105578249205e-12,0.19999999999997914,2.0864654305438802e-14,1.324125805017161e-23,3.937321023062895e-26,3.6141636456759056e-20,5.218931434369422e-09,0.29881072052205604,0.19881191256523403,1.1856386001247527e-06,0.2999999988143537,1.1856464184636978e-09,0.001188087434765974,1.0,0.05940713084198559,0.00047523497390638967,0.00011880874347659742,1.7784578931583888e-07,5.928232092318489e-10,1.185646418463698e-10,7.825214556524744e-07,2.1919512024351573e-09,5.218931434369422e-10,5.1890211156493e-12,1.6691723444351043e-14,2.0864654305438803e-15,1.0151301157101818e-17,1.4456654582703623e-20,3.614163645675906e-21,2.648251610034046e-23,3.1498568184503166e-26,3.937321023062896e-27,1.0593006440137288e-22,9.453568068820997e-26,1.575594678136833e-26,4.994407991950993e-29,1.741635665937235e-32,4.3540891648430875e-33,8.817632670568335e-51,1.0365518686577422e-53,1.727586447762904e-54,1.5659619854039873e-57,1.4164187015601422e-62,3.5410467539003556e-63
0.03,0.4,4.553178846408239e-24,1.3216397480449993e-27,0.3,3.113008885750619e-30,2.0048146213622971e-50,3.0099513087133494e-54,2.89164934311885e-58,0.19999998247488868,1.3023558915257925e-11,0.1999999999998438,1.5618438613843954e-13,2.211163869054222e-22,1.1376332707383376e-24,5.196958275657806e-19,1.751193163223938e-08,0.29822403263468766,0.19822670585272936,2.651728513124657e-06,0.29999999602240324,3.97759690157668e-09,0.0017732941472706194,1.0,0.059115967595290995,0.0007093176589082478,0.00017732941472706196,3.9775927169494515e-07,1.98879845078834e-09,3.97759690157668e-10,1.7501406653052101e-06,7.3550112855405394e-09,1.7511931632239381e-09,2.6047117830495506e-11,1.2494750891075164e-13,1.5618438613843954e-14,1.1396531030922927e-16,2.0787833102631223e-19,5.196958275657806e-20,4.422327738104991e-22,9.1010661659067e-25,1.1376332707383376e-25,1.7689310952433776e-21,2.7319073078449435e-24,4.553178846408239e-25,1.9824596220674988e-27,1.2452035543002477e-30,3.1130088857506193e-31,5.844724117566056e-48,1.2028887728173781e-50,2.0048146213622972e-51,4.514926963070024e-54,1.15665973724754e-58,2.89164934311885e-59
0.04,0.4,6.250024288331126e-23,2.3267434312714408e-26,0.3,9.388458676132141e-29,3.35515965181088e-48,7.159851710416185e-52,3.684248781455839e-55,0.19999995868871315,4.080901911835022e-11,0.1999999999993474,6.526022923390813e-13,1.8899679135444425e-21,1.5613408294136752e-23,3.6938196528946564e-18,4.126982526745373e-08,0.29764256830076263,0.1976473049881405,4.686045548473974e-06,0.2999999906279959,9.372004162406806e-09,0.002352695011859464,1.0,0.05882825147439427,0.0009410780047437857,0.00023526950118594642,7.029068103122771e-07,4.686002081203403e-09,9.372004162406807e-10,3.0927894231571357e-06,1.7333326612330565e-08,4.126982526745373e-09,8.161803823643412e-11,5.220818338712651e-13,6.526022923390813e-14,6.310686438445434e-16,1.4775278611578626e-18,3.6938196528946565e-19,3.779935827076551e-21,1.2490726635309402e-23,1.5613408294136752e-24,1.511974330835554e-20,3.750014572998676e-23,6.250024288331127e-24,3.490115146907161e-26,3.7553834704528567e-29,9.388458676132142e-30,8.794940856306645e-46,2.013095791086528e-48,3.3551596518108803e-49,1.0739777565624277e-51,1.4736995125823357e-55,3.6842487814558393e-56
0.05,0.4,4.645008227491418e-22,2.2344519890804313e-25,0.3,1.3638314030115597e-27,1.7821009086262122e-46,4.977703645181256e-50,6.536066629433461e-53,0.19999991975939832,9.878152319267708e-11,0.19999999999802529,1.974695228826488e-12,1.0505221569680991e-20,1.160132116215073e-22,1.717608088827535e-17,8.013984549447614e-08,0.29706627020205695,0.19707364687599388,7.278338696952556e-06,0.2999999818046056,1.8195394535202938e-08,0.002926353124006086,1.0,0.058543933232568755,0.0011705412496024344,0.0002926353124006086,1.0917507383267617e-06,9.097697267601469e-09,1.8195394535202939e-09,4.803701612728375e-06,3.365873510767998e-08,8.013984549447614e-09,1.9756304638340351e-10,1.5797561830611905e-12,1.974695228826488e-13,2.3725857632306873e-15,6.870432355310141e-18,1.7176080888275352e-18,2.1010443139154536e-20,9.281056929720585e-23,1.1601321162150732e-23,8.404177255744793e-20,2.787004936494851e-22,4.645008227491418e-23,3.351677983620647e-25,5.455325612046239e-28,1.3638314030115598e-28,4.694682646420869e-44,1.0692605451757273e-46,1.7821009086262122e-47,7.466555467771883e-50,2.6144266517733845e-53,6.536066629433461e-54
0.06,0.4,2.3416674275218933e-21,1.3904318670801129e-24,0.3,1.09456813120146e-26,4.789086023474495e-45,1.6295482830295652e-48,3.665795430065134e-51,0.19999986210866047,2.0309058147952052e-10,0.1999999999951283,4.871700242240654e-12,4.3376277109386725e-20,5.847194657092663e-22,6.047829085612415e-17,1.376833772288176e-07,0.2964950817601902,0.19650566922253632,1.0418524823350785e-05,0.2999999687458546,3.125414547953968e-08,0.0034943307774636927,1.0,0.05826296446247679,0.0013977323109854772,0.0003494330777463693,1.5627785606915728e-06,1.562707273976984e-08,3.1254145479539684e-09,6.876221642551183e-06,5.7827018436103395e-08,1.3768337722881761e-08,4.06181162949147e-10,3.897360193792524e-12,4.871700242240655e-13,6.982484072959327e-15,2.4191316342449662e-17,6.0478290856124155e-18,8.675255421666028e-20,4.67775572567413e-22,5.847194657092663e-23,3.470102168750938e-19,1.405000456513136e-21,2.3416674275218935e-22,2.0856478006201693e-24,4.378272524805841e-27,1.0945681312014602e-27,1.2062351593637789e-42,2.873451614084697e-45,4.789086023474495e-46,2.4443224245443477e-48,1.4663181720260537e-51,3.665795430065134e-52
0.07,0.4,9.717733898284854e-21,7.272368525593069e-24,0.3,7.572821188831346e-26,1.239359405594944e-42,8.636488112676864e-46,5.0447817867607685e-49,0.19999978223901302,3.730582066731786e-10,0.19999999998956117,1.043881388989319e-11,1.48137397878572e-19,2.4257822801217473e-21,1.7643349838191035e-16,2.173774898289938e-07,0.29592894712516116,0.1959433105234975,1.409668599272142e-05,0.29999995066514634,4.933485366715699e-08,0.004056689476502474,1.0,0.05798529757943713,0.0016226757906009897,0.0004056689476502474,2.1145025511792426e-06,2.4667426833578496e-08,4.933485366715699e-09,9.303802625158897e-06,9.12985457281774e-08,2.173774898289938e-08,7.461164133074143e-10,8.351051111914551e-12,1.0438813889893189e-12,1.735431850838258e-14,7.057339935276414e-17,1.7643349838191035e-17,2.962747957416802e-19,1.940625824097398e-21,2.4257822801217475e-22,1.185099183028576e-18,5.830640338970912e-21,9.717733898284855e-22,1.0908552788389602e-23,3.029128475532539e-26,7.572821188831347e-27,2.1546194995907688e-41,7.436156433569664e-43,1.239359405594944e-43,1.2954732169015295e-45,2.0179127147043073e-49,5.044781786760768e-50
0.08,0.4,3.705217457860697e-20,3.4917068413612513e-23,0.3,4.549191807763464e-25,1.694586984540661e-41,1.1987757498570527e-44,6.570391287953762e-48,0.19999967673237712,6.310439509413052e-10,0.19999999997982945,2.0170551062251537e-11,4.5594028040095585e-19,9.245495124014843e-21,4.542424941345367e-16,3.2261640797286763e-07,0.29536781116439265,0.19538651005239058,1.8303066901203372e-05,0.2999999267953117,7.320468832201794e-08,0.004613489947609398,1.0,0.0577108858052242,0.0018453959790437594,0.00046134899476093984,2.745459365245352e-06,3.660234416100897e-08,7.320468832201794e-09,1.2080004629390761e-05,1.354988913486044e-07,3.226164079728677e-08,1.2620879017553253e-09,1.613644084980123e-11,2.0170551062251536e-12,3.8115130850538745e-14,1.8169699765381469e-16,4.542424941345367e-17,9.11880560709946e-19,7.396396099211875e-21,9.245495124014843e-22,3.647522243207647e-18,2.2231304747164182e-20,3.705217457860697e-21,5.2375602620418764e-23,1.8196767231053857e-25,4.5491918077634644e-26,3.1840195926563694e-40,1.0167521907243966e-41,1.694586984540661e-42,1.798163624785579e-44,2.628156515181505e-48,6.570391287953763e-49
0.09,0.4,1.0682433945003136e-19,1.1034663682602652e-22,0.3,1.5370662948966953e-24,6.511941565837404e-41,4.612061552600891e-44,2.5164721528179014e-47,0.19999954224859331,1.0022905649570687e-09,0.1999999999639724,3.6027578373695296e-11,1.1723746708605788e-18,2.6650607662027488e-20,1.0321917190065906e-15,4.5671308755308927e-07,0.2948116194509114,0.19483520784789876,2.302807212917868e-05,0.29999989638823044,1.0361176962163539e-07,0.0051647921521012176,1.0,0.057439683151693954,0.002065916860840487,0.0005164792152101218,3.4542096263871507e-06,5.180588481081769e-08,1.0361176962163539e-08,1.5198492819520975e-05,1.918194967722975e-07,4.567130875530893e-08,2.0045811295530363e-09,2.882206269895624e-11,3.60275783736953e-12,7.616670409994787e-14,4.1287668760263625e-16,1.0321917190065906e-16,2.3447493412987793e-18,2.132048612962199e-20,2.6650607662027488e-21,9.37899736688463e-18,6.409460367001881e-20,1.0682433945003137e-20,1.655199552390398e-22,6.148265179586781e-25,1.5370662948966953e-25,2.5873520405896935e-39,3.9071649395024425e-41,6.511941565837405e-42,6.918092328901336e-44,1.0065888611271606e-47,2.5164721528179016e-48
