Time,MAPK,MAPKMEKpp,MAPKp,MAPKPH,MAPKpMAPKPH,MAPKpMEKpp,MAPKpp,MAPKppMAPKPH,MEK,MEKp,MEKPH,MEKpMEKPH,MEKpp,MEKppMEKPH,MEKpRAFp,MEKRAFp,RAF,RAFK,RAFp,RAFPH,RAFpRAFPH,RAFRAFK,Cytoplasm,Reaction1,Reaction2,Reaction3,Reaction4,Reaction5,Reaction6,Reaction7,Reaction8,Reaction9,Reaction10,Reaction11,Reaction12,Reaction13,Reaction14,Reaction15,Reaction16,Reaction17,Reaction18,Reaction19,Reaction20,Reaction21,Reaction22,Reaction23,Reaction24,Reaction25,Reaction26,Reaction27,Reaction28,Reaction29,Reaction30
0.1,0.4,2.5321025730833954e-19,2.7292252387776304e-22,0.3,3.9055057223248995e-24,1.7094616725730968e-40,1.2106597227904595e-43,6.613069085769012e-47,0.1999993755240077,1.5147844057757609e-09,0.19999999993950673,6.04932325309931e-11,2.6080769799941643e-18,6.316533108791968e-20,2.1145377378739373e-15,6.229007126027128e-07,0.29426031825217897,0.19428934470194992,2.826226352800506e-05,0.29999985871447177,1.4128552826424055e-07,0.00571065529805006,1.0,0.05717164440500309,0.002284262119220024,0.000571065529805006,4.2393375326763435e-06,7.064276413212028e-08,1.4128552826424056e-08,1.8653035686436634e-05,2.6161829929313937e-07,6.229007126027128e-08,3.0295688106351794e-09,4.8394586024794485e-11,6.049323253099311e-12,1.4127707901168542e-13,8.458150951495749e-16,2.1145377378739373e-16,5.216153958410618e-18,5.0532264870335746e-20,6.316533108791968e-21,2.0864615839953315e-17,1.519261543850037e-19,2.5321025730833956e-20,4.0938378581664454e-22,1.5622022889299598e-24,3.9055057223248995e-25,1.423605903695003e-38,1.0256770035438581e-40,1.709461672573097e-41,1.8159895841856894e-43,2.645227634307605e-47,6.613069085769013e-48
0.11,0.4,5.389985079058755e-19,6.062246415469088e-22,0.3,8.998752227202114e-24,7.844336596776345e-40,5.868086483187851e-43,6.822091676334622e-46,0.1999991733701326,2.1991303250120112e-09,0.19999999990338,9.66200169426003e-11,5.267377180681299e-18,1.3444473668833473e-19,4.0065302739097524e-15,8.243341131121336e-07,0.2937138545195686,0.1937488621484724,3.3996357740597404e-05,0.2999998130629539,1.869370461248053e-07,0.006251137851527573,1.0,0.056906725110408375,0.0025004551406110293,0.0006251137851527573,5.099450483500264e-06,9.346852306240266e-08,1.869370461248053e-08,2.2437503370858805e-05,3.462203275070961e-07,8.243341131121337e-08,4.398260647899223e-09,7.729601355408024e-11,9.66200169426003e-12,2.4671599011610504e-13,1.602612109563901e-15,4.0065302739097524e-16,1.0534754356273258e-17,1.0755578935066778e-19,1.3444473668833473e-20,4.213901744545039e-17,3.2339910474352533e-19,5.389985079058756e-20,9.09336962320363e-22,3.5995008908808455e-24,8.998752227202114e-25,6.386427686501774e-38,4.706601958065807e-40,7.844336596776345e-41,8.802129724781777e-43,2.7288366705338487e-46,6.822091676334622e-47
0.12,0.4,1.1322023093365564e-18,1.3930133916706533e-21,0.3,2.2607882322062453e-23,5.259169965083861e-39,4.068492280499044e-42,6.189684106555684e-45,0.199998932672555,3.0884737386287102e-09,0.19999999985195624,1.4804375673664115e-10,1.0180089799161784e-17,2.823496090570456e-19,7.219465040395566e-15,1.0640909203115472e-06,0.29317217587997146,0.19321370245439923,4.022122416627654e-05,0.299999758740666,2.41259334050774e-07,0.006786297545600728,1.0,0.056644881558381606,0.0027145190182402915,0.0006786297545600729,6.033178773068603e-06,1.20629667025387e-07,2.4125933405077402e-08,2.6545866283328316e-05,4.469181865308498e-07,1.0640909203115472e-07,6.1769474726851275e-09,1.1843500538931293e-10,1.4804375673664116e-11,4.0993324209104365e-13,2.8877860161582267e-15,7.219465040395567e-16,2.036017958325258e-17,2.258796872456365e-19,2.823496090570456e-20,8.144071839329427e-17,6.793213856019339e-19,1.1322023093365564e-19,2.0895200875059798e-21,9.043152928824982e-24,2.2607882322062456e-24,2.836200283728435e-37,3.155501979050316e-39,5.259169965083861e-40,6.102738420748565e-42,2.4758736426222736e-45,6.189684106555684e-46
0.13,0.4,2.255808382946484e-18,3.00440634733653e-21,0.3,5.227766222328261e-23,1.7888337101212614e-38,1.3926518655120836e-41,2.2112669230530669e-44,0.19999865038938014,4.218334994635651e-09,0.19999999978094246,2.1905754806459668e-10,1.8726147366869484e-17,5.624395847513213e-19,1.2434673553287005e-14,1.3451732149104862e-06,0.2926352306234157,0.19268380860646206,4.692788209136631e-05,0.2999996950722723,3.049277277851868e-07,0.0073161913935379025,1.0,0.05638607076895011,0.0029264765574151612,0.0007316191393537903,7.039175158898721e-06,1.524638638925934e-07,3.049277277851868e-08,3.0972193176887234e-05,5.649727502624042e-07,1.3451732149104862e-07,8.43666998003072e-09,1.7524603845167736e-10,2.190575480645967e-11,6.532598399254824e-13,4.973869421314802e-15,1.2434673553287005e-15,3.745229469271793e-17,4.499516678010571e-19,5.624395847513213e-20,1.4980917893495587e-16,1.3534850297678904e-18,2.255808382946484e-19,4.506609521004795e-21,2.0911064889313045e-23,5.227766222328261e-24,1.1252191202036384e-36,1.0733002260727568e-38,1.7888337101212616e-39,2.0889777982681254e-41,8.845067692212268e-45,2.211266923053067e-45
0.14,0.4,4.218976337527205e-18,5.958152860714233e-21,0.3,1.0857028783130696e-22,4.47364516435533e-38,3.4908299890505607e-41,5.626202061066515e-44,0.19999832355001002,5.626507559570081e-09,0.19999999968535803,3.146419822235217e-10,3.279249239634665e-17,1.0517436124715014e-18,2.0562830825126133e-14,1.670508819904322e-06,0.2921029676935683,0.1921591243010287,5.410749842126397e-05,0.29999962139980124,3.7860019878181537e-07,0.007840875698971274,1.0,0.05613025047772776,0.00313635027958851,0.0007840875698971275,8.116114520634766e-06,1.8930009939090769e-07,3.786001987818154e-08,3.57106496199341e-05,7.016137043598153e-07,1.670508819904322e-07,1.1253015101436808e-08,2.517135857788174e-10,3.146419822235217e-11,1.004639621359004e-12,8.225132330050453e-15,2.0562830825126133e-15,6.558498468951436e-17,8.413948899772012e-19,1.0517436124715014e-19,2.623399391707732e-16,2.531385802516323e-18,4.218976337527205e-19,8.937229291071349e-21,4.342811513252279e-23,1.0857028783130697e-23,3.90765364762485e-36,2.684187098613198e-38,4.47364516435533e-39,5.236244983575841e-41,2.250480824426606e-44,5.626202061066515e-45
0.15,0.4,7.508196754957456e-18,1.1166764078830315e-20,0.3,2.133118800650332e-22,1.3472609862417583e-37,1.1741964304711159e-40,2.98152683713919e-43,0.19999794925388023,7.352945587515318e-09,0.19999999955949643,4.4050360115275656e-10,5.5052381481955303e-17,1.8714237997352155e-18,3.2815047744589736e-14,2.0429526377604397e-06,0.2915753366778476,0.19163959393353072,6.175138533734229e-05,0.29999953708232463,4.6291767539024444e-07,0.00836040606646922,1.0,0.05587737912197521,0.0033441624265876883,0.0008360406066469221,9.262693507697467e-06,2.3145883769512222e-07,4.629176753902445e-08,4.0755496422480134e-05,8.580401078593847e-07,2.0429526377604398e-07,1.4705891142640647e-08,3.5240288092220526e-10,4.405036011527566e-11,1.498380101919258e-12,1.3126019097835895e-14,3.2815047744589737e-15,1.1010476272140291e-16,1.4971390397881724e-18,1.8714237997352155e-19,4.4041905185564243e-16,4.504918052974473e-18,7.508196754957456e-19,1.675014611824547e-20,8.532475202601328e-23,2.133118800650332e-23,1.2295139119735234e-35,8.083565917450549e-38,1.3472609862417584e-38,1.7612946457066738e-40,1.192610734855676e-43,2.98152683713919e-44
0.16,0.4,1.3065157997890379e-17,2.0770688790183277e-20,0.3,4.29134356268037e-22,5.41407975345278e-37,5.324685374792113e-40,1.8320505817668124e-42,0.19999752466905518,9.43961605544824e-09,0.19999999939685928,6.031407306446075e-10,8.963261535095978e-17,3.2558197653428866e-18,5.081188529803643e-14,2.465288137170485e-06,0.29105228779622433,0.1911251625865118,6.985099770059664e-05,0.29999944149560104,5.585043990140574e-07,0.008874837413488162,1.0,0.0556274158262296,0.003549934965395265,0.0008874837413488162,1.047763014904475e-05,2.792521995070287e-07,5.585043990140574e-08,4.6101087898084534e-05,1.0354210176116035e-06,2.465288137170485e-07,1.887923205396231e-08,4.82512584515686e-10,6.031407306446075e-11,2.175909777965979e-12,2.0324754119214573e-14,5.081188529803643e-15,1.7926523016130877e-16,2.6046558122743093e-18,3.2558197653428866e-19,7.170609228076782e-16,7.839094798734227e-18,1.306515799789038e-18,3.1156033185274915e-20,1.716537425072148e-22,4.29134356268037e-23,3.7234623178099795e-35,3.248447852071668e-37,5.41407975345278e-38,7.987028062188169e-40,7.32820232706725e-43,1.8320505817668126e-43
0.17,0.39999999999999997,2.20850736287147e-17,3.747143693979397e-20,0.3,8.3458556895346e-22,1.5780977334890708e-36,1.6146903149659076e-39,5.995161210896415e-42,0.19999704703124,1.1930452917168774e-08,0.1999999991901689,8.098311310688246e-10,1.4178773810271943e-16,5.5023687835348426e-18,7.659995264553334e-14,2.9402283992481993e-06,0.2905337718938603,0.1906157760217142,7.839793120112499e-05,0.29999933403182305,6.659681770378258e-07,0.009384223978285767,1.0,0.05538032039006388,0.003753689591314307,0.0009384223978285768,1.1759663574905089e-05,3.329840885189129e-07,6.659681770378258e-08,5.174187062082492e-05,1.2348959276842438e-06,2.9402283992481996e-07,2.3860905737721027e-08,6.478649048550598e-10,8.098311310688247e-11,3.0865653290949128e-12,3.063998105821334e-14,7.659995264553335e-15,2.8357547505719763e-16,4.401895026827874e-18,5.502368783534843e-19,1.1343019048217553e-15,1.3251044177228819e-17,2.20850736287147e-18,5.620715540969095e-20,3.33834227581384e-22,8.3458556895346e-23,1.0625980574304149e-34,9.468586400934425e-37,1.578097733489071e-37,2.4220354724488614e-39,2.398064484358566e-42,5.995161210896415e-43
0.18,0.39999999999999997,3.615962847082742e-17,6.493683937803387e-20,0.3,1.5380340432833522e-21,3.6908387091028924e-36,3.8411360401209716e-39,1.4698021655524363e-41,0.19999651364255053,1.4871249613274771e-08,0.1999999989313324,1.0686675752561223e-09,2.183028139222355e-16,9.00713695645667e-18,1.1274372373191403e-13,3.47041741934316e-06,0.29001974043149303,0.19011138066979516,8.738392007478719e-05,0.29999921409930463,7.859006954149185e-07,0.009888619330204781,1.0,0.05513605327492675,0.003955447732081912,0.000988861933020478,1.3107553673676304e-05,3.9295034770745925e-07,7.859006954149186e-08,5.7672381899143175e-05,1.4575753161241272e-06,3.47041741934316e-07,2.9742499067625317e-08,8.549340602048979e-10,1.0686675752561223e-10,4.288376689141421e-12,4.5097489492765615e-14,1.1274372373191404e-14,4.3660562551153957e-16,7.205709565165337e-18,9.00713695645667e-19,1.7464225113778838e-15,2.169577708249645e-17,3.615962847082742e-18,9.740525906705081e-20,6.152136173133409e-22,1.5380340432833523e-22,2.8351789526882046e-34,2.2145032254617355e-36,3.6908387091028926e-37,5.761704060181457e-39,5.879208662209746e-42,1.4698021655524364e-42
0.19,0.39999999999999997,5.749914874056033e-17,1.0874678184864654e-19,0.3,2.7250993522343823e-21,8.925423334810066e-36,9.857413020616141e-39,4.831533125652869e-41,0.19999592187026066,1.8309545501843573e-08,0.19999999861140177,1.3885982415544752e-09,3.28049884756425e-16,1.431987972950228e-17,1.6241987316685652e-13,4.058431432838839e-06,0.28951014547559806,0.18961192361980947,9.680083477947201e-05,0.2999990811221633,9.188778368222082e-07,0.010388076380190507,1.0,0.05489457559107903,0.004155230552076203,0.0010388076380190507,1.4520080742849974e-05,4.594389184111041e-07,9.188778368222083e-08,6.388724822545327e-05,1.7045412017923125e-06,4.0584314328388395e-07,3.661909074944112e-08,1.1108785932435802e-09,1.3885982415544753e-10,5.848851653736909e-12,6.496794926674261e-14,1.6241987316685652e-14,6.560997649575551e-16,1.1455903783601825e-17,1.431987972950228e-18,2.6243990780513995e-15,3.44994892443362e-17,5.749914874056034e-18,1.631201727729698e-19,1.090039740893753e-21,2.7250993522343824e-22,7.134873850616117e-34,5.3552540008860396e-36,8.925423334810066e-37,1.4786119530924213e-38,1.9326132502611475e-41,4.831533125652869e-42
0.2,0.3999999999999999,8.935275910089436e-17,1.7843852644195351e-19,0.3,4.768767443295368e-21,2.471862768637003e-35,2.973652476353238e-38,1.925066698337695e-40,0.19999526914543647,2.2294484444130052e-08,0.1999999982205115,1.7794885049697848e-09,4.829331684495808e-16,2.224803728335358e-17,2.295263961651776e-13,4.706780360520459e-06,0.2890049396874949,0.189117352607581,0.00010664067946930695,0.2999989345399733,1.0654600268130801e-06,0.010882647392419,1.0,0.05465584908421266,0.004353058956967601,0.0010882647392419001,1.5996045109705444e-05,5.327300134065401e-07,1.0654600268130801e-07,7.038118359464367e-05,1.9768477514185926e-06,4.706780360520459e-07,4.458896849153232e-08,1.423590803975828e-09,1.779488504969785e-10,7.845746599481745e-12,9.181055846607104e-14,2.295263961651776e-14,9.658663283054216e-16,1.7798429826682865e-17,2.224803728335358e-18,3.863465347596646e-15,5.3611655460536616e-17,8.935275910089436e-18,2.6765778966293027e-19,1.907506977318147e-21,4.768767443295367e-22,1.7234776589617383e-33,1.4831176611822018e-35,2.4718627686370034e-36,4.4604787145298573e-38,7.700266793350781e-41,1.9250666983376952e-41
0.21,0.3999999999999999,1.3577346138803873e-16,2.859274823709006e-19,0.3,8.13365872051795e-21,6.012159429808585e-35,7.571588812627303e-38,5.5094766978843674e-40,0.19999455296208968,2.6876795054546494e-08,0.199999997747909,2.2520909855007904e-09,6.975835294470425e-16,3.3798812227520806e-17,3.187630950315201e-13,5.417908704715669e-06,0.28850407631721847,0.18862761600908984,0.00011689559039729086,0.29999877380754936,1.2261924507592667e-06,0.011372383990910133,1.0,0.05441983612462144,0.004548953596364053,0.0011372383990910133,1.75342668913484e-05,6.130962253796334e-07,1.2261924507592667e-07,7.714898843766089e-05,2.2755216559805808e-06,5.417908704715669e-07,5.3753589503803104e-08,1.8016727884006325e-09,2.2520909855007906e-10,1.0367870125431058e-11,1.2750523801260803e-13,3.187630950315201e-14,1.3951670431838691e-15,2.7039049782016645e-17,3.3798812227520806e-18,5.580668235576338e-15,8.146407683282323e-17,1.3577346138803874e-17,4.288912235563509e-19,3.2534634882071803e-21,8.133658720517951e-22,3.9891660463639975e-33,3.607295657885151e-35,6.012159429808586e-36,1.1357383218940956e-37,2.203790679153747e-40,5.509476697884368e-41
0.22,0.3999999999999998,2.0191409850793578e-16,4.468262664768127e-19,0.3,1.344403135420076e-20,1.2800437578044512e-34,1.652482535282145e-37,1.2723748565374416e-39,0.19999377087597012,3.2108684328890954e-08,0.19999999718191847,2.8180815246123955e-09,9.900845715710527e-16,5.0252487933130877e-17,4.3574662196485926e-13,6.194196827121116e-06,0.28800750919405105,0.18814266283034697,0.00012755783367276758,0.2999985983946397,1.4016053603878778e-06,0.011857337169653022,1.0,0.054186499694904404,0.004742934867861209,0.0011857337169653022,1.9133585658043425e-05,7.008026801939389e-07,1.4016053603878777e-07,8.418554813125574e-05,2.6015626673908684e-06,6.194196827121116e-07,6.4217367752933e-08,2.2544652196899166e-09,2.818081524612396e-10,1.3515856909751034e-11,1.7429864878594373e-13,4.357466219648593e-14,1.9801691152407147e-15,4.0201990346504704e-17,5.025248793313088e-18,7.920676572568418e-15,1.2114845910476146e-16,2.019140985079358e-17,6.70239399715219e-19,5.377612541680304e-21,1.344403135420076e-21,8.847915852227762e-33,7.680262546826707e-35,1.2800437578044514e-35,2.4787238029232176e-37,5.0894994261497666e-40,1.2723748565374416e-40
