P,Time
10.0,0.0
10.005284124132311,0.01
10.010568227280107,0.02
10.0158523167142,0.03
10.021136401013566,0.04
10.026420505088959,0.05
10.031704601741861,0.06
10.036988690972274,0.07
10.042272772780196,0.08
10.047556847165628,0.09
10.05284091412857,0.1
10.05812497366902,0.11
10.063409025786981,0.12
10.068693070482452,0.13
10.073977107755432,0.14
10.079261137605924,0.15
10.084545257309784,0.16
10.08982961457897,0.17
10.095113991544185,0.18
10.100398388205424,0.19
10.105682804562688,0.2
10.110967240615981,0.21
10.116251696365298,0.22
10.121536171810641,0.23
10.12682066695201,0.24
10.132105181789404,0.25
10.137389716322826,0.26
10.142674270552272,0.27
10.147958844477746,0.28
10.153243438099244,0.29
10.158528051416768,0.3
10.16381268443032,0.31
10.169097337139897,0.32
10.1743820095455,0.33
10.179666701647127,0.34
10.184951413444782,0.35000000000000003
10.190236144938464,0.36
10.19552089612817,0.37
10.200805667013903,0.38
10.20609045759566,0.39
10.211375603371616,0.4
10.216660978934105,0.41000000000000003
10.221946416231317,0.42
10.227231915263252,0.43
10.232517476029908,0.44
10.237803098531288,0.45
10.24308878276739,0.46
10.248374528738216,0.47000000000000003
10.253660336443764,0.48
10.258946205884035,0.49
10.264232137059029,0.5
10.269518129968745,0.51
10.274804184613185,0.52
10.280090300992345,0.53
10.28537647910623,0.54
10.290662718954838,0.55
10.295949020538167,0.56
10.30123538385622,0.5700000000000001
10.306521808908997,0.58
10.311808295696494,0.59
10.317094844218715,0.6
10.322381454475659,0.61
10.327668126467326,0.62
10.332954867966517,0.63
10.338242239390347,0.64
10.343529719240506,0.65
10.348817307516995,0.66
10.354105004219814,0.67
10.359392809348964,0.68
10.364680722904446,0.6900000000000001
10.369968744886256,0.7000000000000001
10.375256875294397,0.71
10.380545114128868,0.72
10.38583346138967,0.73
10.391121917076802,0.74
10.396410481190264,0.75
10.401699153730055,0.76
10.406987934696177,0.77
10.41227682408863,0.78
10.417565821907415,0.79
10.422854928152526,0.8
10.428144142823971,0.81
10.433433465921745,0.8200000000000001
10.438722897445848,0.8300000000000001
10.444012437396283,0.84
10.449302085773047,0.85
10.454591842576143,0.86
10.459881921863227,0.87
10.465172504964288,0.88
10.470463244507165,0.89
10.47575414049186,0.9
10.481045192918373,0.91
10.486336401786701,0.92
10.491627767096848,0.93
10.49691928884881,0.9400000000000001
10.50221096704259,0.9500000000000001
10.507502801678188,0.96
10.512794792755601,0.97
10.51808694027483,0.98
10.523379244235878,0.99
10.528671704638743,1.0
10.533964321483424,1.01
10.539257094769923,1.02
10.544550024498237,1.03
10.54984311066837,1.04
10.555136353280318,1.05
10.560429752334084,1.06
10.565723307829668,1.07
10.571017019767067,1.08
10.576310888146285,1.09
10.581604912967318,1.1
10.586899522073406,1.11
10.592194488718759,1.12
10.597489660000992,1.1300000000000001
10.602785035920107,1.1400000000000001
10.6080806164761,1.1500000000000001
10.613376401668974,1.16
10.618672391498729,1.17
10.623968585965363,1.18
10.629264985068877,1.19
10.634561588809271,1.2
10.639858397186547,1.21
10.645155410200703,1.22
10.650452627851738,1.23
10.655750050139654,1.24
10.661047677064449,1.25
10.666345508626126,1.26
10.671643544824683,1.27
10.676941785660118,1.28
10.682240231132436,1.29
10.687538881241633,1.3
10.692837735987709,1.31
10.698136795370667,1.32
10.703436059390505,1.33
10.708735564645322,1.34
10.714035690102806,1.35
10.719336067559361,1.36
10.724636698287894,1.37
10.729937583561313,1.3800000000000001
10.735238724652527,1.3900000000000001
10.740540122834448,1.4000000000000001
10.74584177937998,1.41
10.751143695562035,1.42
10.75644587265352,1.43
10.761748311927343,1.44
10.767051014656415,1.45
10.772353982113644,1.46
10.777657215571939,1.47
10.782960716304206,1.48
10.788264485583355,1.49
10.793568524682296,1.5
10.798872834873938,1.51
10.804177417431188,1.52
10.809482273626953,1.53
10.814787404734146,1.54
10.820092812025672,1.55
10.825398496774444,1.56
10.830704460253365,1.57
10.836010703735347,1.58
10.841317228493299,1.59
10.84662403580013,1.6
10.851931126928745,1.61
10.857238503152056,1.62
10.862546165742971,1.6300000000000001
10.8678541159744,1.6400000000000001
10.873162399935913,1.6500000000000001
10.878471148491938,1.6600000000000001
10.883780209192164,1.67
10.889089583954174,1.68
10.894399274695555,1.69
10.899709283333895,1.7
10.905019611786779,1.71
10.910330261971795,1.72
10.915641235806529,1.73
