Time,P,Kd,Ksp,dspksp,dspspkd,h,k0,ka,ks,ku,s,univ,___r1,___r2
0.28,10.147958844477746,1e-05,0.001,10.147948592492554,10.13787988856038,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5432242098130897,1.0147958844477747
0.29,10.153243438099244,1e-05,0.001,10.153233180720475,10.143161854167037,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5437562024822105,1.0153243438099244
0.3,10.158528051416768,1e-05,0.001,10.158517788644415,10.14844384014366,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5442884073265073,1.0158528051416769
0.31,10.16381268443032,1e-05,0.001,10.163802416264312,10.153725846487848,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5448208242561885,1.016381268443032
0.32,10.169097337139897,1e-05,0.001,10.169087063580111,10.159007873199625,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5453534531816855,1.0169097337139898
0.33,10.1743820095455,1e-05,0.001,10.174371730591869,10.164289920278526,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5458862940133598,1.01743820095455
0.34,10.179666701647127,1e-05,0.001,10.179656417299586,10.169571987723424,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5464193466614866,1.0179666701647128
0.35000000000000003,10.184951413444782,1e-05,0.001,10.184941123703261,10.174854075535002,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.546952611036503,1.0184951413444783
0.36,10.190236144938464,1e-05,0.001,10.19022584980284,10.180136183710873,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.547486087048517,1.0190236144938465
0.37,10.19552089612817,1e-05,0.001,10.195510595598433,10.185418312253047,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.548019774608059,1.019552089612817
0.38,10.200805667013903,1e-05,0.001,10.200795361089927,10.190700461159071,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5485536736251906,1.0200805667013904
0.39,10.20609045759566,1e-05,0.001,10.206080146277381,10.195982630429096,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.549087784010213,1.020609045759566
0.4,10.211375603371616,1e-05,0.001,10.211365286658577,10.20126515539428,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.549622139600571,1.0211375603371617
0.41000000000000003,10.216660978934105,1e-05,0.001,10.216650656826095,10.20654791070841,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5501567276594528,1.0216660978934105
0.42,10.221946416231317,1e-05,0.001,10.221936088728137,10.211830728404367,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5506915311146032,1.0221946416231318
0.43,10.227231915263252,1e-05,0.001,10.227221582364814,10.217113608478142,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.551226549880782,1.0227231915263253
0.44,10.232517476029908,1e-05,0.001,10.232507137736132,10.222396550932258,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5517617838733866,1.023251747602991
0.45,10.237803098531288,1e-05,0.001,10.23779275484197,10.22767955576549,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5522972330074092,1.0237803098531288
0.46,10.24308878276739,1e-05,0.001,10.243078433682502,10.232962622977515,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5528328971979115,1.024308878276739
0.47000000000000003,10.248374528738216,1e-05,0.001,10.248364174257556,10.238245752566455,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5533687763597706,1.0248374528738216
0.48,10.253660336443764,1e-05,0.001,10.25364997656725,10.243528944532535,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5539048704080545,1.0253660336443764
0.49,10.258946205884035,1e-05,0.001,10.258935840611521,10.248812198875797,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5544411792577875,1.0258946205884036
0.5,10.264232137059029,1e-05,0.001,10.264221766390431,10.254095515595203,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5549777028238625,1.0264232137059028
0.51,10.269518129968745,1e-05,0.001,10.26950775390392,10.259378894690803,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5555144410212556,1.0269518129968744
0.52,10.274804184613185,1e-05,0.001,10.274793803152047,10.264662336161555,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5560513937648113,1.0274804184613184
0.53,10.280090300992345,1e-05,0.001,10.280079914134694,10.269945840008054,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5565885609695147,1.0280090300992346
0.54,10.28537647910623,1e-05,0.001,10.28536608685198,10.275229406228718,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5571259425501052,1.028537647910623
0.55,10.290662718954838,1e-05,0.001,10.290652321303904,10.280513034823054,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5576635384214101,1.029066271895484
0.56,10.295949020538167,1e-05,0.001,10.295938617490407,10.285796725791112,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5582013484982882,1.0295949020538167
0.5700000000000001,10.30123538385622,1e-05,0.001,10.301224975411548,10.291080479130654,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5587393726953411,1.030123538385622
0.58,10.306521808908997,1e-05,0.001,10.30651139506721,10.29636429484408,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5592776109276183,1.0306521808908997
0.59,10.311808295696494,1e-05,0.001,10.311797876457568,10.301648172928672,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5598160631096267,1.0311808295696494
0.6,10.317094844218715,1e-05,0.001,10.317084419582446,10.306932113384962,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5603547291561772,1.0317094844218715
0.61,10.322381454475659,1e-05,0.001,10.322371024441964,10.312216116211978,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5608936089819068,1.032238145447566
0.62,10.327668126467326,1e-05,0.001,10.32765769103606,10.317500181409779,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5614327025015318,1.0327668126467326
0.63,10.332954867966517,1e-05,0.001,10.332944427137612,10.322784316745938,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5619720104226649,1.0332954867966517
0.64,10.338242239390347,1e-05,0.001,10.338231793163054,10.328069082362086,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.562511589862836,1.0338242239390347
0.65,10.343529719240506,1e-05,0.001,10.34351926761464,10.333353957015255,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5630513875534138,1.0343529719240505
0.66,10.348817307516995,1e-05,0.001,10.34880685049243,10.338638940706835,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5635914034146117,1.0348817307516995
0.67,10.354105004219814,1e-05,0.001,10.354094541796368,10.343924033434504,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5641316373662348,1.0354105004219816
0.68,10.359392809348964,1e-05,0.001,10.359382341526448,10.34920923519899,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5646720893283719,1.0359392809348964
0.6900000000000001,10.364680722904446,1e-05,0.001,10.364670249682735,10.354494545998685,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.565212759220846,1.0364680722904447
0.7000000000000001,10.369968744886256,1e-05,0.001,10.369958266265108,10.359779965834806,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.565753646963739,1.0369968744886255
0.71,10.375256875294397,1e-05,0.001,10.375246391273745,10.365065494704664,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.566294752476707,1.0375256875294399
0.72,10.380545114128868,1e-05,0.001,10.380534624708467,10.370351132610013,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5668360756798307,1.0380545114128867
0.73,10.38583346138967,1e-05,0.001,10.385822966569394,10.375636879548713,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5673776164927666,1.038583346138967
0.74,10.391121917076802,1e-05,0.001,10.391111416856468,10.380922735520839,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5679193748353677,1.0391121917076802
0.75,10.396410481190264,1e-05,0.001,10.396399975569686,10.38620870052652,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5684613506274663,1.0396410481190264
0.76,10.401699153730055,1e-05,0.001,10.401688642708992,10.391494774564643,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.569003543788738,1.0401699153730055
0.77,10.406987934696177,1e-05,0.001,10.406977418274561,10.396780957634922,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.569545954238917,1.0406987934696177
0.78,10.41227682408863,1e-05,0.001,10.412266302266275,10.402067249736172,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5700885818976158,1.041227682408863
0.79,10.417565821907415,1e-05,0.001,10.417555294684194,10.407353650870387,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5706314266847474,1.0417565821907415
0.8,10.422854928152526,1e-05,0.001,10.422844395528257,10.412640161032863,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5711744885195067,1.0422854928152527
0.81,10.428144142823971,1e-05,0.001,10.428133604798408,10.41792678022906,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5717177673221066,1.0428144142823972
0.8200000000000001,10.433433465921745,1e-05,0.001,10.433422922494822,10.423213508452713,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5722612630115271,1.0433433465921744
0.8300000000000001,10.438722897445848,1e-05,0.001,10.438712348617322,10.428500345706775,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.572804975507668,1.043872289744585
0.84,10.444012437396283,1e-05,0.001,10.444001883166028,10.433787291989114,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5733489047298783,1.0444012437396284
0.85,10.449302085773047,1e-05,0.001,10.44929152614082,10.439074347299156,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.57389305059764,1.0449302085773047
0.86,10.454591842576143,1e-05,0.001,10.454581277541816,10.444361511638943,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5744374130306769,1.0454591842576144
0.87,10.459881921863227,1e-05,0.001,10.459871351426468,10.449648998958054,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.574982013989018,1.0459881921863228
0.88,10.465172504964288,1e-05,0.001,10.4651619291245,10.454936990498725,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.575526872095174,1.0465172504964289
0.89,10.470463244507165,1e-05,0.001,10.47045266326412,10.460225139057663,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5760719515196022,1.0470463244507167
0.9,10.47575414049186,1e-05,0.001,10.475743553845328,10.465513444635619,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5766172521873363,1.047575414049186
0.91,10.481045192918373,1e-05,0.001,10.481034600868123,10.470801907230964,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5771627740231282,1.0481045192918372
0.92,10.486336401786701,1e-05,0.001,10.486325804332562,10.476090526843324,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5777085169518292,1.0486336401786702
0.93,10.491627767096848,1e-05,0.001,10.491617164238589,10.481379303473389,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.578254480898368,1.0491627767096847
0.9400000000000001,10.49691928884881,1e-05,0.001,10.496908680586202,10.486668237121325,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.578800665787588,1.049691928884881
0.9500000000000001,10.50221096704259,1e-05,0.001,10.502200353375404,10.491957327784315,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5793470715439903,1.0502210967042591
0.96,10.507502801678188,1e-05,0.001,10.50749218260619,10.497246575459538,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5798936980920455,1.0507502801678188
0.97,10.512794792755601,1e-05,0.001,10.512784168278625,10.502535980154962,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5804405453573054,1.0512794792755602
0.98,10.51808694027483,1e-05,0.001,10.518076310392644,10.507825541864136,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5809876132638014,1.0518086940274831
0.99,10.523379244235878,1e-05,0.001,10.523368608948193,10.513115260586572,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5815349017361469,1.0523379244235878
1.0,10.528671704638743,1e-05,0.001,10.528661063945387,10.518405136324333,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.582082410699189,1.0528671704638743
1.01,10.533964321483424,1e-05,0.001,10.533953675384225,10.523695169076985,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.582630140077484,1.0533964321483424
1.02,10.539257094769923,1e-05,0.001,10.539246443264652,10.5289853588381,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5831780897949357,1.0539257094769923
1.03,10.544550024498237,1e-05,0.001,10.544539367586665,10.534275705614375,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5837262597767747,1.0544550024498238
1.04,10.54984311066837,1e-05,0.001,10.549832448350266,10.539566209403008,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.584274649947217,1.054984311066837
1.05,10.555136353280318,1e-05,0.001,10.555125685555453,10.544856870203562,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5848232602306904,1.0555136353280319
1.06,10.560429752334084,1e-05,0.001,10.560419079202228,10.550147688016802,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5853720905517161,1.0560429752334084
1.07,10.565723307829668,1e-05,0.001,10.565712629290648,10.555438662839979,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5859211408344203,1.0565723307829669
1.08,10.571017019767067,1e-05,0.001,10.571006335820654,10.560729794672612,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.58647041100313,1.0571017019767068
1.09,10.576310888146285,1e-05,0.001,10.576300198792246,10.566021083519013,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5870199009826416,1.0576310888146285
1.1,10.581604912967318,1e-05,0.001,10.581594218205487,10.571312529370516,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5875696106963686,1.058160491296732
1.11,10.586899522073406,1e-05,0.001,10.586888821903093,10.576604559868912,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5881195845194465,1.0586899522073405
1.12,10.592194488718759,1e-05,0.001,10.59218378313951,10.581896948375123,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5886697988588927,1.059219448871876
1.1300000000000001,10.597489660000992,1e-05,0.001,10.597478949012585,10.58718954206017,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.589220237764646,1.0597489660000992
1.1400000000000001,10.602785035920107,1e-05,0.001,10.602774319522258,10.592482340925947,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5897709011666057,1.0602785035920108
1.1500000000000001,10.6080806164761,1e-05,0.001,10.60806989466853,10.597775344972055,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.590321788994397,1.06080806164761
1.16,10.613376401668974,1e-05,0.001,10.61336567445146,10.603068554196955,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.590872901177491,1.0613376401668975
1.17,10.618672391498729,1e-05,0.001,10.618661658870929,10.608361968600127,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5914242376454277,1.061867239149873
1.18,10.623968585965363,1e-05,0.001,10.623957847927057,10.613655588181288,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5919757983277372,1.0623968585965364
1.19,10.629264985068877,1e-05,0.001,10.629254241619783,10.61894941293878,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5925275831537677,1.0629264985068878
1.2,10.634561588809271,1e-05,0.001,10.634550839949108,10.62424344287576,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5930795920533352,1.0634561588809273
1.21,10.639858397186547,1e-05,0.001,10.639847642915091,10.629537677988324,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5936318249554813,1.0639858397186548
1.22,10.645155410200703,1e-05,0.001,10.645144650517672,10.634832118278382,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5941842817898204,1.0645155410200704
1.23,10.650452627851738,1e-05,0.001,10.650441862756852,10.640126763745526,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5947369624856873,1.0650452627851739
1.24,10.655750050139654,1e-05,0.001,10.655739279632632,10.645421614386997,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5952898669721365,1.0655750050139654
1.25,10.661047677064449,1e-05,0.001,10.661036901145067,10.650716670203622,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.595842995178559,1.066104767706445
1.26,10.666345508626126,1e-05,0.001,10.666334727294103,10.656011931193772,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5963963470340556,1.0666345508626127
1.27,10.671643544824683,1e-05,0.001,10.671632758079737,10.661307397361762,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5969499224683106,1.0671643544824683
1.28,10.676941785660118,1e-05,0.001,10.676930993502028,10.666603068702527,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5975037214099927,1.067694178566012
1.29,10.682240231132436,1e-05,0.001,10.682229433560861,10.671898945215558,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5980577437882106,1.0682240231132436
1.3,10.687538881241633,1e-05,0.001,10.68752807825635,10.67719502690174,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.598611989532183,1.0687538881241634
1.31,10.692837735987709,1e-05,0.001,10.692826927588438,10.682491313762988,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5991664585712015,1.069283773598771
1.32,10.698136795370667,1e-05,0.001,10.698125981557125,10.687787805795356,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.5997211508339078,1.0698136795370667
1.33,10.703436059390505,1e-05,0.001,10.703425240162469,10.693084503000867,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6002760662495314,1.0703436059390505
1.34,10.708735564645322,1e-05,0.001,10.708724740002479,10.698381441958254,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6008312085813632,1.0708735564645322
1.35,10.714035690102806,1e-05,0.001,10.714024860044418,10.703679001452786,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6013866174824876,1.0714035690102806
1.36,10.719336067559361,1e-05,0.001,10.719325232085131,10.70897681345673,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6019422543232844,1.0719336067559362
1.37,10.724636698287894,1e-05,0.001,10.724625857397564,10.714274879242655,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6024981191715455,1.0724636698287895
1.3800000000000001,10.729937583561313,1e-05,0.001,10.729926737254486,10.719573200080598,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6030542120949498,1.0729937583561313
1.3900000000000001,10.735238724652527,1e-05,0.001,10.735227872928954,10.724871777246772,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6036105331619757,1.0735238724652527
1.4000000000000001,10.740540122834448,1e-05,0.001,10.740529265693738,10.730170612011209,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6041670824406076,1.0740540122834448
1.41,10.74584177937998,1e-05,0.001,10.745830916821841,10.735469705645366,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.604723859999132,1.074584177937998
1.42,10.751143695562035,1e-05,0.001,10.751132827586146,10.74076905941939,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6052808659058484,1.0751143695562035
1.43,10.75644587265352,1e-05,0.001,10.756434999259596,10.74606867460939,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.605838100229837,1.0756445872653522
1.44,10.761748311927343,1e-05,0.001,10.761737433114963,10.751368552484225,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6063955630395654,1.0761748311927344
1.45,10.767051014656415,1e-05,0.001,10.767040130425302,10.756668694317757,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6069532544041825,1.0767051014656415
1.46,10.772353982113644,1e-05,0.001,10.772343092463503,10.761969101377803,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6075111743923494,1.0772353982113645
1.47,10.777657215571939,1e-05,0.001,10.77764632050239,10.76726977494387,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6080693230741123,1.0777657215571939
1.48,10.782960716304206,1e-05,0.001,10.782949815814966,10.772570716279187,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6086277005179512,1.0782960716304206
1.49,10.788264485583355,1e-05,0.001,10.788253579674056,10.777871926663263,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6091863067942158,1.0788264485583354
1.5,10.793568524682296,1e-05,0.001,10.793557613352604,10.783173407361623,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6097451419719302,1.0793568524682298
1.51,10.798872834873938,1e-05,0.001,10.798861918123498,10.78847515965031,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6103042061213795,1.0798872834873938
1.52,10.804177417431188,1e-05,0.001,10.804166495259736,10.793777184798438,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6108634993122681,1.0804177417431189
1.53,10.809482273626953,1e-05,0.001,10.809471346034087,10.799079484081933,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6114230216151695,1.0809482273626954
1.54,10.814787404734146,1e-05,0.001,10.814776471719611,10.804382058769963,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.611982773100095,1.0814787404734145
1.55,10.820092812025672,1e-05,0.001,10.820081873589022,10.809684910133713,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.612542753837418,1.0820092812025672
1.56,10.825398496774444,1e-05,0.001,10.825387552915375,10.814988039447043,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6131029638979446,1.0825398496774443
1.57,10.830704460253365,1e-05,0.001,10.830693510971557,10.820291447980134,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6136634033522415,1.0830704460253366
1.58,10.836010703735347,1e-05,0.001,10.835999749030453,10.825595137005514,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6142240722712735,1.0836010703735348
1.59,10.841317228493299,1e-05,0.001,10.84130626836489,10.830899107796819,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6147849707262716,1.08413172284933
1.6,10.84662403580013,1e-05,0.001,10.846613070247987,10.836203361624463,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6153460987882755,1.084662403580013
1.61,10.851931126928745,1e-05,0.001,10.851920155952394,10.841507899760742,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6159074565286724,1.0851931126928747
1.62,10.857238503152056,1e-05,0.001,10.857227526751231,10.846812723477246,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.616469044018924,1.0857238503152056
1.6300000000000001,10.862546165742971,1e-05,0.001,10.862535183917323,10.852117834045274,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6170308613306097,1.0862546165742972
1.6400000000000001,10.8678541159744,1e-05,0.001,10.867843128723559,10.857423232738523,2.0,0.1,40.0,10.0,0.1,1000.0,1.0,1.6175929085357121,1.08678541159744
