_1_task1,eff_Tcells_2_task1,naive_Tcells_1_task1,tumor_cells_3_task1
0.0,20.0,1510.0,10000.0
1.0,0.016204583055511267,1132.660055502822,9940.8935596327
2.0,0.012225191741619682,849.7138615898969,9881.143308274111
3.0,0.009224202369997226,637.5456378296918,9821.973299792144
4.0,0.0069610467820707105,478.44686932749846,9763.404368453137
5.0,0.005254300479837383,359.1395090418288,9705.449736874512
6.0,0.003967186825222022,269.66965421752315,9648.116960302357
7.0,0.0029965323956235596,202.57371466103922,9591.40939054058
8.0,0.0022645417913797774,152.2553216098001,9535.327268568622
9.0,0.0017125407980466184,114.51829818209944,9479.868542454638
10.0,0.0012962818131665784,86.21624516893806,9425.029479924078
11.0,0.0009823953106227257,64.98988213821949,9370.805126608879
12.0,0.0007457117453487804,49.069812339442606,9317.189649312895
13.0,0.0005672470907678625,37.12907246356443,9264.17659156917
14.0,0.00043269101037024467,28.172948270973937,9211.759064329326
15.0,0.00033124749773979714,21.455287678064828,9159.929889534995
16.0,0.00025477401744725494,16.416437316299934,9108.681706045092
17.0,0.00019713145918698552,12.636788530434147,9058.007048418973
18.0,0.00015368964055227928,9.80161196297085,9007.898405632319
19.0,0.00012095687876596662,7.674862513809004,8958.348264303264
20.0,9.629950720892236e-05,6.07949200983165,8909.349140525663
21.0,7.773185249592222e-05,4.882706328187456,8860.893603097651
22.0,6.37563290068215e-05,3.9849106284414173,8812.974290348015
23.0,5.3243731862522074e-05,3.3114061737071476,8765.583922205115
24.0,4.5342260679958726e-05,2.80614576650643,8718.715308696113
25.0,3.940978716266846e-05,2.4271034079846645,8672.361355704656
26.0,3.496206426763396e-05,2.142745727056815,8626.51506883661
27.0,3.163383801239176e-05,1.9294221854267262,8581.169555689272
28.0,2.9149772095901643e-05,1.7693910772968964,8536.318027170595
29.0,2.7302230977500053e-05,1.6493435773547014,8491.9537978636
30.0,2.5934641927019295e-05,1.559295369726407,8448.070285883263
31.0,2.4928875139967013e-05,1.4917520529232113,8404.661012250985
32.0,2.419593995112264e-05,1.4410965695890583,8361.719599973414
33.0,2.3668658122542748e-05,1.4031105529875645,8319.239772755056
34.0,2.3296441699840845e-05,1.3746322754552105,8277.215354438678
35.0,2.3041065768722508e-05,1.3532855370375165,8235.640265782133
36.0,2.287378600668163e-05,1.3372918502194229,8194.508524915333
37.0,2.2772895266441982e-05,1.3253155331219544,8153.814244988656
38.0,2.272202461539294e-05,1.3163528545749652,8113.551632282624
39.0,2.2708828802357636e-05,1.3096521906873937,8073.714985073616
40.0,2.2724007827310863e-05,1.3046491392427377,8034.298691841916
41.0,2.276054073159302e-05,1.3009199249671954,7995.297229729112
42.0,2.281312871057522e-05,1.2981463344325836,7956.705162954898
43.0,2.2877779818064013e-05,1.29609011981389,7918.51714130889
44.0,2.295151117158669e-05,1.294572527378667,7880.727894815812
45.0,2.303200022971364e-05,1.2934575522877365,7843.332155761348
46.0,2.3117596866089382e-05,1.292647425466514,7806.324983304601
47.0,2.32069842973303e-05,1.2920650446477646,7769.701299729939
48.0,2.3299181358820666e-05,1.2916532186455212,7733.4561437207185
49.0,2.3393439390661796e-05,1.2913686036360552,7697.584643487176
50.0,2.3489215453141915e-05,1.2911798568344415,7662.082004112838
51.0,2.3586102613448924e-05,1.2910635659575709,7626.943507600225
52.0,2.3683782456414264e-05,1.291001727708015,7592.164509153892
53.0,2.3782012704511004e-05,1.2909805658312452,7557.740434575859
54.0,2.3880610494881e-05,1.2909897574405165,7523.666779138509
55.0,2.3979437097028292e-05,1.2910216153064538,7489.939106802161
56.0,2.4078384896697e-05,1.2910701800752815,7456.5530487909355
57.0,2.4177385012163267e-05,1.2911317916115423,7423.504304379827
58.0,2.4276381634596727e-05,1.2912032975453305,7390.788636800788
59.0,2.4375323567105566e-05,1.2912819504580346,7358.401874662676
60.0,2.4474173242199906e-05,1.2913658575370175,7326.339908524347
61.0,2.4572895046675923e-05,1.291453235037484,7294.598690887647
62.0,2.4671470186889492e-05,1.2915432487472875,7263.174234956787
63.0,2.4769889945916242e-05,1.2916353023625764,7232.062613980339
64.0,2.486815074858498e-05,1.2917291054713171,7201.25995987604
65.0,2.496624432812782e-05,1.2918241982892953,7170.762462492926
66.0,2.5064152515923216e-05,1.2919202171816087,7140.566368272071
67.0,2.5161853487809576e-05,1.292016666474509,7110.667979416589
68.0,2.5259342204066855e-05,1.2921133510890865,7081.063652748628
69.0,2.5356633700536597e-05,1.2922101162551496,7051.749798943337
70.0,2.545376107766181e-05,1.29230700748801,7022.722881474008
71.0,2.555069800309557e-05,1.292404006190578,6993.979410865354
72.0,2.564734650554391e-05,1.292501015892861,6965.51593564578
73.0,2.574382246612479e-05,1.292597941051399,6937.329130689425
74.0,2.584007827966578e-05,1.2926947484873432,6909.415621972608
75.0,2.5936118705424932e-05,1.292791410225438,6881.77149146966
76.0,2.603194289427452e-05,1.2928879092605514,6854.393739369882
77.0,2.612754698072273e-05,1.2929842293234426,6827.278492181398
78.0,2.6222929435849506e-05,1.2930803651628437,6800.424090975562
79.0,2.6318086427990034e-05,1.2931763053491598,6773.827175409241
80.0,2.641300957201467e-05,1.2932720437278409,6747.485473678769
81.0,2.6507695367943624e-05,1.2933675692686235,6721.395745154284
82.0,2.6602162983389524e-05,1.2934628832120603,6695.555073908674
83.0,2.6696409317231337e-05,1.29355797393691,6669.9595974874765
84.0,2.679042055891336e-05,1.2936528405458065,6644.60669758146
85.0,2.6884189897027236e-05,1.293747479073048,6619.493338756031
86.0,2.697772082145891e-05,1.293841887066415,6594.616648442324
87.0,2.707101699480649e-05,1.2939360643101556,6569.974041662979
88.0,2.7164076536731613e-05,1.294030008079373,6545.562644932343
89.0,2.7256901712430284e-05,1.294123718364536,6521.379957142447
90.0,2.7349491162836556e-05,1.2942171931456437,6497.423213049479
91.0,2.74418348386787e-05,1.29431043069065,6473.689935302579
92.0,2.7533932122658856e-05,1.2944034295801798,6450.177446826741
93.0,2.7625789561030022e-05,1.2944961889088369,6426.883322372367
94.0,2.7717405496130525e-05,1.2945887072681685,6403.804973163999
95.0,2.7808772930513127e-05,1.2946809833454256,6380.939984989034
96.0,2.789988729616273e-05,1.2947730158419586,6358.285902494187
97.0,2.7990753099617944e-05,1.2948648035451948,6335.84031628638
98.0,2.8081377480140855e-05,1.2949563452870085,6313.6008927806615
99.0,2.8171756551082658e-05,1.2950476398949338,6291.565239521212
100.0,2.8261881530719223e-05,1.2951386864603127,6269.731129522154
