Time,STAT5A,STAT5B,pApB,pApA,pBpB,pAFull,pBFull,rAFull,ptotFull,nucpApA,nucpApB,nucpBpB,sp,Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,ratio,cyt,nuc,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7,reaction8,reaction9
0.0,143.86679999999998,63.73320000000001,0.0,0.0,0.0,0.0,0.0,21.28928343793604,0.0,0.0,0.0,0.0,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,40.79416694989944,18.071874824847235,8.005866625148778,0.0,0.0,0.0,0.0,0.0,0.0
0.25,128.0638005262802,58.23439803339911,2.8958639459973545,0.0003316626507293698,6.858067751428676e-05,17.446692683522496,5.275087709100746,23.215679295576376,8.10080848508692,20.069912829325457,0.013643359532668365,4.041979656856031,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,32.107074323825145,14.600036373884357,6.63906838626432,32.10749235375003,0.047405745075618046,6.639136405810462,0.12387912778403348,1.3656609231608228e-07,0.024948634240229584
0.5,115.45432233889248,53.69957129136752,5.252711521029734,0.00026775325604769083,5.7923514447871544e-05,29.834460174377135,9.872500164148411,24.863235324850567,14.835689256944143,35.99994695133308,0.05104579019674638,7.411279190255694,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,25.920263599883913,12.055911072669478,5.607388645259204,25.920572009954167,0.08598770797429064,5.60744115488273,0.22220535119048168,5.109536313005762e-07,0.04574523116569463
0.75,105.17061327382528,49.89141516095991,7.2080718734568645,0.00022068550693409153,4.9663308019020414e-05,39.04432475534429,13.925800337671769,26.289802516654607,20.529410802175544,48.92683940763588,0.10797196083612814,10.264968569177393,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,21.363819170440525,10.13468628238374,4.807748334831989,21.36405233114883,0.11799726233414036,4.807789719390995,0.3019950431569024,1.0807681741280928e-06,0.06335928630552763
1.0,96.63233279413693,46.645514525746556,8.856093122573123,0.0001850549633857518,4.311958802755906e-05,46.13580190158863,17.533285237766407,27.538060239022233,25.409863506526143,59.60850529766527,0.18122393282674995,12.71395309768345,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,17.914556791438255,8.647558171006361,4.174273647488614,17.91474200928276,0.1449756275721868,4.174307356728562,0.3679263436558182,1.8139992778934719e-06,0.07847534933618701
1.25,89.43706259470775,43.84419977335987,10.26342790307242,0.00015745692216921273,3.7839900845906675e-05,51.748822546250175,20.769425881070205,28.640207669025198,29.641989420588814,68.56849508339755,0.26832627481103777,14.838831642025989,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,15.242887847668557,7.472430338467373,3.6631651246970276,15.243039617138676,0.16801391772826083,3.6631930800914287,0.42323080506775496,2.685868588959465e-06,0.09159090708467611
1.5,83.29693451361277,41.4008828769102,11.478644177162085,0.00013566108082289655,3.35131819855031e-05,56.29161197333073,23.692005982770922,29.62101717075312,33.34834087083251,76.1800389595169,0.3673219852240733,16.699725993649306,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,13.132919959040457,6.527424859401205,3.2443108941510603,13.133034743718586,0.18790719792910132,3.244333457454601,0.4702121459675429,3.676787086327439e-06,0.10307705409177693
1.75,78.00067460371083,39.250361208315184,12.53798747272995,0.00011815843703016775,2.991952115541785e-05,60.036208404233335,26.346724552965522,30.499871374151162,36.62197379421764,82.71619541295883,0.47663633941851913,18.342468577111212,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,11.438551636049954,5.7559410312275165,2.8964206491451816,11.438644372931845,0.20524881312710386,2.896439483351126,0.5105557870883589,4.770992230642937e-06,0.11321668549643363
2.0,73.38972845900918,37.34254406195757,13.469074023987346,0.00010389852376862805,2.6899611368712533e-05,63.170548569577655,28.770330792001193,31.292166351875153,39.534904164367745,88.38129260342045,0.5949827553567898,19.802663467915718,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,10.058099806670317,5.1178147555067826,2.604073172381224,10.058175227542238,0.2204908453894458,2.6040890176823988,0.5455229194687615,5.955605706935485e-06,0.12222956318084775
2.25,69.34281713238089,35.63828362190016,14.293322840050184,9.213244254543849e-05,2.433563340050582e-05,65.8284288879657,30.992793962958974,32.010294893363785,42.14378343042926,93.33120308927094,0.7212961388238863,21.108421723668087,0.107,0.0269765368088175,1.00097114635938e-05,0.0061723799618614,0.0163701561812467,96807.6817909446,15767.6469913504,0.693,1.4,0.45,8.919066493680036,4.583895412520313,2.355862821273251,8.919128180561295,0.23398392724060213,2.3558762544172502,0.5760756477646327,7.2199662294314e-06,0.13028919927368876
