STAT5A_1_task1,STAT5B_2_task1,_1_task1,nucpApA_10_task1,nucpApB_11_task1,nucpBpB_12_task1,pAFull_6_task1,pApA_4_task1,pApB_3_task1,pBFull_7_task1,pBpB_5_task1,ptotFull_9_task1,rAFull_8_task1
143.86679999999998,63.73320000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28928343793604
128.0638005262802,58.23439803339911,0.25,20.069912829325457,0.013643359532668365,4.041979656856031,17.446692683522496,0.0003316626507293698,2.8958639459973545,5.275087709100746,6.858067751428676e-05,8.10080848508692,23.215679295576376
115.45432233889248,53.69957129136752,0.5,35.99994695133308,0.05104579019674638,7.411279190255694,29.834460174377135,0.00026775325604769083,5.252711521029734,9.872500164148411,5.7923514447871544e-05,14.835689256944143,24.863235324850567
105.17061327382528,49.89141516095991,0.75,48.92683940763588,0.10797196083612814,10.264968569177393,39.04432475534429,0.00022068550693409153,7.2080718734568645,13.925800337671769,4.9663308019020414e-05,20.529410802175544,26.289802516654607
96.63233279413693,46.645514525746556,1.0,59.60850529766527,0.18122393282674995,12.71395309768345,46.13580190158863,0.0001850549633857518,8.856093122573123,17.533285237766407,4.311958802755906e-05,25.409863506526143,27.538060239022233
89.43706259470775,43.84419977335987,1.25,68.56849508339755,0.26832627481103777,14.838831642025989,51.748822546250175,0.00015745692216921273,10.26342790307242,20.769425881070205,3.7839900845906675e-05,29.641989420588814,28.640207669025198
83.29693451361277,41.4008828769102,1.5,76.1800389595169,0.3673219852240733,16.699725993649306,56.29161197333073,0.00013566108082289655,11.478644177162085,23.692005982770922,3.35131819855031e-05,33.34834087083251,29.62101717075312
78.00067460371083,39.250361208315184,1.75,82.71619541295883,0.47663633941851913,18.342468577111212,60.036208404233335,0.00011815843703016775,12.53798747272995,26.346724552965522,2.991952115541785e-05,36.62197379421764,30.499871374151162
73.38972845900918,37.34254406195757,2.0,88.38129260342045,0.5949827553567898,19.802663467915718,63.170548569577655,0.00010389852376862805,13.469074023987346,28.770330792001193,2.6899611368712533e-05,39.534904164367745,31.292166351875153
69.34281713238089,35.63828362190016,2.25,93.33120308927094,0.7212961388238863,21.108421723668087,65.8284288879657,9.213244254543849e-05,14.293322840050184,30.992793962958974,2.433563340050582e-05,42.14378343042926,32.010294893363785
65.76561228682358,34.10652047037268,2.5,97.68685988442448,0.8546845278364302,22.28225661899942,68.1075664782227,8.231486425182292e-05,15.027607398839598,33.038854613745606,2.213884017664955e-05,44.49382179936256,32.66435114550154
62.583649758781256,32.72228026854317,2.75,101.54350848233805,0.9943932578414308,23.342428428058295,70.08091899400783,7.404113940741215e-05,15.685405998170639,34.929160935204344,2.0241283638387586e-05,46.621565649270195,33.262645625024646
59.73733491824039,31.46523256022015,3.0,104.97721174669721,1.13977786588265,24.303921625497047,71.80402906570147,6.700607574450502e-05,16.277623472023635,36.68112620144943,1.859019261308135e-05,48.556913641638545,33.81208975262762
57.1784646108746,30.318665264833218,3.25,108.04936773648008,1.290283748236727,25.17914755749413,73.31986859778151,6.097590532395366e-05,16.81317152697016,38.3095383041365,1.7144035325605468e-05,50.324550351895425,34.31847670954381
54.867622066316216,29.26870503916519,3.5,110.81008745026328,1.4454300348834208,25.978482541773502,74.66218854843042,5.5769468196513915e-05,17.299407647691403,39.82705780561717,1.5869779259383627e-05,51.94505099508531,34.78670219134507
52.77224566174012,28.30372937060339,3.75,113.30069360715893,1.604796926739883,26.710676987981632,75.85786113855787,5.124438380037712e-05,17.742464072049586,41.24460826673628,1.4740837263246264e-05,53.435719710691664,35.220935429273354
50.86521874813425,27.413928908877995,4.0,115.55554083971417,1.7680157975264206,27.38316277961024,76.92852883071033,4.72876693763077e-05,18.147491041117362,42.571666451320965,1.373562330221984e-05,54.811212456307345,35.62474905254697
49.12377251995003,26.59096291573322,4.25,117.60342976538712,1.9347611287475377,28.00229664700091,77.89181310008823,4.3808710619484926e-05,18.51884748996543,43.816504319416715,1.2836449836911329e-05,56.08403251166431,36.00122385158278
47.528649718115425,25.82769248266126,4.5,119.46868276123212,2.104744012718108,28.57355001697274,78.76220120428434,4.073417695110347e-05,18.86024787369075,44.98638006030294,1.2028708369116205e-05,57.26491494695048,36.353031460896084
46.06345572923146,25.117970602798167,4.75,121.17197720390779,2.27770684564435,29.101659396571065,79.55170836697184,3.8004235235083214e-05,19.17487712729748,46.087692267840595,1.1300245368497488e-05,58.36313018449678,36.68250063080406
44.71414477528713,24.456474029763697,5.0,122.73100429755367,2.453418935363351,29.59074748595516,80.27038129030772,3.556966728356367e-05,19.465482361338527,47.12610783587141,1.0640878066996266e-05,59.386728514354864,36.99167126212081
43.468615227624134,23.838569055980713,5.25,124.16098709441945,2.631672868695302,30.0444204711186,80.92668278087358,3.3389703964190036e-05,19.734445706657752,48.10666600199683,1.0042021918528671e-05,60.34273566039821,37.28233821707435
42.31638706998144,23.26020328452171,5.5,125.47509275137641,2.812281484572364,30.46584690685883,81.52778929287422,3.143035176002905e-05,19.983842805572042,49.03386395431618,9.496397526556344e-06,61.23731087176996,37.55608714645778
41.24833393941027,22.717814857263157,5.75,126.68477461614036,2.995075263513663,30.85782417494267,82.07982773603007,2.9663039513926748e-05,20.215491700188295,49.911732771710845,8.997790444187023e-06,62.0758807921308,37.81432513772544
40.256470465646956,22.208259560736494,6.0,127.80004330691335,3.1799001741556645,31.22283214703768,82.58806014709783,2.8063753097908452e-05,20.430991921464017,50.74389841942629,8.540889339963067e-06,62.863246790631926,38.05830555330434
39.33378581766476,21.72875294393572,6.25,128.8296785032474,3.3666158847190677,31.563076084186502,83.0570273380689,2.6611954890198843e-05,20.63175536843251,51.53362899816103,8.121095659897691e-06,63.603669601166004,38.28914786679133
38.47410178151685,21.27682060021588,6.5,129.781409355667,3.5550941794455464,31.880523617076904,83.49066672035842,2.5290245357385352e-05,20.819032762424804,52.28387764735971,7.73444933273714e-06,64.30094273394523,38.50785500063876
37.67194713624134,20.850254097772574,6.75,130.66207415111725,3.7452175655079634,32.176937547140696,83.89241149653843,2.40837030197528e-05,20.99393707818976,52.99732376674723,7.377507970676827e-06,64.95845862193235,38.7153289862691
36.92245867878689,20.447075721193624,7.0,131.47774585974994,3.9368781051589203,32.45390227746681,84.26526883534797,2.2979439677551177e-05,21.157462186590653,53.67640513955416,7.047262556536516e-06,65.57926110491509,38.912383551526496
36.22130151799085,20.06550964626235,7.25,132.23383304137238,4.129976417488088,32.71284557059697,84.61188255533077,2.196631585811198e-05,21.310498013628386,54.32334377622124,6.7410788714847305e-06,66.16608807474351,39.099754481026324
35.564600198814375,19.70395693333974,7.5,132.93516699956638,4.32442080041102,32.95505746110199,84.93458572453598,2.1034680261293285e-05,21.453843671297555,54.94016923839043,6.456644932831247e-06,66.72140875153515,39.27810870595359
34.948881264783516,19.360974574148198,7.75,133.58607442125748,4.5201264823752885,33.18170614111844,85.23544395111587,2.017612533910933e-05,21.588218439291172,55.52873819083452,6.191922922663091e-06,67.24745491035465,39.44805194518865
34.37101573697273,19.035254473095197,8.0,134.19045010508526,4.717014868359412,33.39385390672506,85.51629561711887,1.938325606631075e-05,21.714272774884886,56.09075723566949,5.9451029898085995e-06,67.74625319895111,39.610136651329846
33.828180117811094,18.72560884585886,8.25,134.75180610943036,4.9150129846907165,33.592468358408205,85.77878094147096,1.8649634105158624e-05,21.832595892533515,56.62779634608081,5.714588303270628e-06,68.21964671797946,39.764867405994075
33.31781882056963,18.43095620636548,8.5,135.27331913023696,5.1140529507453865,33.7784331334117,86.02436842713573,1.7969582263485887e-05,21.943723047414007,57.14130331725475,5.498956260786468e-06,68.6693162411109,39.912706217292644
32.83761888513379,18.150311601905287,8.75,135.75786224070822,5.314071563016539,33.95255550384892,86.25437404333644,1.7338030768520506e-05,22.04814054956272,57.63261188513558,5.296927883000896e-06,69.09679428778873,40.05407612322139
32.38548260700224,17.88277624188641,9.0,136.20803934156427,5.515009868867164,34.115574382719494,86.46998010884242,1.675044385323366e-05,22.146291125437216,58.10295248423883,5.107351388237464e-06,69.5034807999692,40.18936515520695
31.959496510600115,17.627525993815937,9.25,136.62622431906394,5.71681274321534,34.26816911400737,86.67225475974286,1.6203075403326182e-05,22.2385799071431,58.553466599574655,4.929242337444277e-06,69.89066136208257,40.31893087970155
31.557912391655744,17.38380402650358,9.5,137.01458483111406,5.919428575895449,34.41096521114289,86.8621649907052,1.5692222076818748e-05,22.325378200971862,58.98521424611601,4.761652701929922e-06,70.25951821416506,40.44310323372562
31.17913193473128,17.150914746038005,9.75,137.37510156437108,6.122808999928196,34.54453912033267,87.04058736926908,1.5214835359730854e-05,22.407026576422588,59.399179829154804,4.603772436221908e-06,70.61113920546961,40.56218685695935
