s108,s109,s110,s111,s112,s113,s114,s117,s118,s119,s120,s122,s123,s124,s126,s127,s128,s129,s130,s131,s132,s133,s134,s150,s153,s154,s156,s157,s158,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215,s22,s36,s65,s93,Time
0.0,0.0,5.3598596970436545e-17,0.0,0.0,1.7574123540517605e-13,5.128152225705135e-22,2.8106066901135444e-13,0.0,1.1080973576139377e-16,0.0,0.0,1.5711017596039994e-14,1.2569831181883167e-17,-1.3802818084805034e-53,1.3802407712556617e-53,5.129538721796384e-55,0.0,0.0,0.0,0.0,9.999937150493754e-07,0.0,-1.0000000000000019e-06,0.0,0.0,0.0,0.0,0.0,-3.444479485426136e-10,3.4416700276752654e-10,-3.444479485426136e-10,3.4427228259902843e-10,4.22255439361296e-13,3.3508933417089305e-10,1.4461338998059577e-63,0.0,3.997434942542136e-43,0.0,4.616760613927096e-71,6.664444835406146e-06,2.221831260523928e-09,3.7139382380272815e-46,1.1409922508356665e-52,1.6058061980257456e-76,6.664444835406146e-06,2.221831260523929e-09,2.1565698024374244e-61,1.689359770761895e-87,6.664444835406146e-06,2.221831260523928e-09,-3.355115746206826e-10,1.1409922508356665e-52,1.6058061980257456e-76,2.1565698024374244e-61,1.689359770761895e-87,0.00033333111150207247,0.00033333111150207247,0.00033333111150207247,5.778908673795125e-18,0.1
0.0,0.0,6.537305350268798e-17,0.0,0.0,2.125884525966151e-13,6.286114944784816e-22,3.3998868981073803e-13,0.0,1.3515195332954096e-16,0.0,0.0,1.9158589627690178e-14,1.532811839480062e-17,-1.6958866425267538e-53,1.6958362220379393e-53,6.3024205644464494e-55,0.0,0.0,0.0,0.0,1.0999924002662765e-06,0.0,-1.1000000000000018e-06,0.0,0.0,0.0,0.0,0.0,-3.8010637998742344e-10,3.797665281507341e-10,-3.8010637998742344e-10,3.7989388131295725e-10,5.1062253103375e-13,3.687899753835982e-10,1.7767960515055965e-63,0.0,4.911456306507261e-43,0.0,5.6723945348893364e-71,6.664222694970295e-06,2.443971696374766e-09,4.56313892801786e-46,1.4018829383449485e-52,1.972977822219952e-76,6.664222694970295e-06,2.4439716963747667e-09,2.6496749087847754e-61,2.075636129416965e-87,6.664222694970295e-06,2.443971696374766e-09,-3.693005804707262e-10,1.4018829383449485e-52,1.972977822219952e-76,2.6496749087847754e-61,2.075636129416965e-87,0.0003333308893616366,0.0003333308893616366,0.0003333308893616366,7.0833614989983e-18,0.11
0.0,0.0,7.81168884556007e-17,0.0,0.0,2.529023774554002e-13,7.538727883106153e-22,4.044611766160245e-13,0.0,1.6149824602819717e-16,0.0,0.0,2.2890079649808017e-14,1.831355876742618e-17,-2.0372316991506996e-53,2.037171130114016e-53,7.5709607609249e-55,0.0,0.0,0.0,0.0,1.1999909609986273e-06,0.0,-1.2000000000000019e-06,0.0,0.0,0.0,0.0,0.0,-4.1598496079552546e-10,4.155806603580256e-10,-4.1598496079552546e-10,4.1573216394981625e-10,6.0734747002424e-13,4.025254038334006e-10,2.1344264753554604e-63,0.0,5.900023809937196e-43,0.0,6.814124257030838e-71,6.664000562278308e-06,2.666104388361348e-09,5.481599066222731e-46,1.684051450654465e-52,2.3700953722957964e-76,6.664000562278308e-06,2.6661043883613486e-09,3.182996872853894e-61,2.493416565304308e-87,6.664000562278308e-06,2.666104388361348e-09,-4.031327311728212e-10,1.684051450654465e-52,2.3700953722957964e-76,3.182996872853894e-61,2.493416565304308e-87,0.00033333066722894463,0.00033333066722894463,0.00033333066722894463,8.4944450951206e-18,0.12
0.0,0.0,9.183010182917471e-17,0.0,0.0,2.9668300998153137e-13,8.885991040669153e-22,4.744781294272141e-13,0.0,1.8984861385736241e-16,0.0,0.0,2.6905487662393515e-14,2.1526152299759845e-17,-2.4043169783523403e-53,2.404245495483893e-53,8.935159311231737e-55,0.0,0.0,0.0,0.0,1.2999893972464282e-06,0.0,-1.300000000000002e-06,0.0,0.0,0.0,0.0,0.0,-4.520836909669197e-10,4.516093993894011e-10,-4.520836909669197e-10,4.517871305096054e-10,7.124302563327665e-13,4.3629561952030035e-10,2.51902517135555e-63,0.0,6.963137452831944e-43,0.0,8.041949780351601e-71,6.663778437330185e-06,2.888229336483674e-09,6.469318652641895e-46,1.987497787764216e-52,2.797158848253279e-76,6.663778437330185e-06,2.8882293364836747e-09,3.756535694644781e-61,2.9427010784239235e-87,6.663778437330185e-06,2.888229336483674e-09,-4.3700802672696754e-10,1.987497787764216e-52,2.797158848253279e-76,3.756535694644781e-61,2.9427010784239235e-87,0.00033333044510399653,0.00033333044510399653,0.00033333044510399653,1.0012159462162027e-17,0.13
0.0,0.0,1.0651269362341e-16,0.0,0.0,3.439303501750086e-13,1.0327904417473814e-21,5.500395482443066e-13,0.0,2.2020305681703672e-16,0.0,0.0,3.120481366544667e-14,2.4965898991801618e-17,-2.797142480131677e-53,2.79705931814757e-53,1.0395016215366959e-54,0.0,0.0,0.0,0.0,1.3999877090096785e-06,0.0,-1.400000000000002e-06,0.0,0.0,0.0,0.0,0.0,-4.884025705016061e-10,4.878527452448605e-10,-4.884025705016061e-10,4.880587809923246e-10,8.25870889959329e-13,4.701006224442974e-10,2.9305921395058643e-63,0.0,8.100797235191505e-43,0.0,9.355871104851626e-71,6.6635563201259275e-06,3.1103465407417444e-09,7.526297687275352e-46,2.3122219496742014e-52,3.254168250092399e-76,6.6635563201259275e-06,3.1103465407417453e-09,4.370291374157436e-61,3.423489668775812e-87,6.6635563201259275e-06,3.1103465407417444e-09,-4.709264671331652e-10,2.3122219496742014e-52,3.254168250092399e-76,4.370291374157436e-61,3.423489668775812e-87,0.00033333022298679223,0.00033333022298679223,0.00033333022298679223,1.163650460012258e-17,0.14
0.0,0.0,1.2314529629853812e-16,0.0,0.0,3.947836746092054e-13,1.215533688953059e-21,6.313659871847296e-13,0.0,2.545870994493883e-16,0.0,0.0,3.6053671982275826e-14,2.8845344826546956e-17,-8.586701656687906e-52,8.586149885077211e-52,6.896809033730818e-53,0.0,0.0,0.0,0.0,1.499985896133299e-06,0.0,-1.5000000000000022e-06,0.0,0.0,0.0,0.0,0.0,-5.249418271989494e-10,5.243107041959967e-10,-5.249418271989494e-10,5.245472034142748e-10,9.4773365345912e-13,5.039403924422857e-10,9.151450111627689e-59,0.0,5.844502541237615e-42,0.0,3.1730003146743094e-65,6.663334210673489e-06,3.332455993180021e-09,1.0942165804635772e-44,7.097788785542784e-51,3.58226765186681e-70,6.663334210673489e-06,3.33245599318002e-09,3.9003253454885147e-57,6.770776687694233e-79,6.663334210673489e-06,3.332455993180021e-09,-5.048880970350554e-10,7.097788785542784e-51,3.58226765186681e-70,3.9003253454873556e-57,6.770776687694233e-79,0.0003333300008773399,0.0003333300008773399,0.0003333300008773399,1.367726481612782e-17,0.15
0.0,0.0,1.6742932028077154e-16,0.0,0.0,4.5289328502323543e-13,2.199167506265336e-21,7.242379523229701e-13,0.0,3.460877439676048e-16,0.0,0.0,4.841355227927055e-14,3.8735110566559466e-17,-2.4178232833423144e-50,2.4176648000440065e-50,1.9809438004269586e-51,0.0,0.0,0.0,0.0,1.599983954552797e-06,0.0,-1.600000000000002e-06,0.0,0.0,0.0,0.0,0.0,-5.617074314558099e-10,5.60983440615085e-10,-5.617074314558099e-10,5.612547045959765e-10,1.0797033292569932e-12,5.378144010591266e-10,2.6729538211096094e-57,0.0,1.4456977085368917e-40,0.0,9.26799104568038e-64,6.663112109181377e-06,3.5545574852916937e-09,2.953214781976365e-43,1.9985755617539414e-49,1.0463440297734015e-68,6.663112109181377e-06,3.554557485291693e-09,1.1391055626265788e-55,1.9776771373464538e-77,6.663112109181377e-06,3.5545574852916937e-09,-5.38894086498488e-10,1.9985755617539414e-49,1.0463440297734015e-68,1.139105562626573e-55,1.9776771373464538e-77,0.00033332977877584773,0.00033332977877584773,0.00033332977877584773,2.42535815254577e-17,0.16
0.0,0.0,2.148377012482909e-16,0.0,0.0,5.147756688757796e-13,3.256185929886239e-21,8.231390598516616e-13,0.0,4.4404363380242015e-16,0.0,0.0,6.164104853350382e-14,4.9319107659107075e-17,-4.931434805048746e-50,4.931111440102607e-50,4.0418630024933124e-51,0.0,0.0,0.0,0.0,1.6999818881469507e-06,0.0,-1.7000000000000024e-06,0.0,0.0,0.0,0.0,0.0,-5.986936856740638e-10,5.978707976403306e-10,-5.986936856740638e-10,5.981790831199066e-10,1.2201721158269855e-12,5.717231526038431e-10,5.455492495146418e-57,0.0,2.940994497335924e-40,0.0,1.8915959056799438e-63,6.662890015450613e-06,3.776651216056502e-09,6.018521290881597e-43,4.0763296734465004e-49,2.1355870476977146e-68,6.662890015450613e-06,3.7766512160565015e-09,2.3249080610240804e-55,4.036436999004574e-77,6.662890015450613e-06,3.776651216056502e-09,-5.729433189201374e-10,4.0763296734465004e-49,2.1355870476977146e-68,2.3249080610240746e-55,4.036436999004574e-77,0.00033332955668211695,0.00033332955668211695,0.00033332955668211695,3.561729225655306e-17,0.17
0.0,0.0,2.6537043920109663e-16,0.0,0.0,5.804308261668383e-13,4.38658895981575e-21,9.280693097708073e-13,0.0,5.484547689538344e-16,0.0,0.0,7.573616074497583e-14,6.059733610418964e-17,-7.626701581686083e-50,7.626201419026513e-50,6.251725696536322e-51,0.0,0.0,0.0,0.0,1.7999796969157593e-06,0.0,-1.8000000000000022e-06,0.0,0.0,0.0,0.0,0.0,-6.35900589853711e-10,6.349727752717338e-10,-6.35900589853711e-10,6.353203389860652e-10,1.369140013169097e-12,6.05666647076435e-10,8.439130523226629e-57,0.0,4.5443353918094735e-40,0.0,2.9261204064824605e-63,6.662667929481195e-06,3.998737185474446e-09,9.305341184762028e-43,6.304240222933129e-49,3.3035517302916007e-68,6.662667929481195e-06,3.998737185474445e-09,3.596410748647378e-55,6.2439873518512164e-77,6.662667929481195e-06,3.998737185474446e-09,-6.070357943000036e-10,6.304240222933129e-49,3.3035517302916007e-68,3.596410748647367e-55,6.2439873518512164e-77,0.00033332933459614755,0.00033332933459614755,0.00033332933459614755,4.776839700941389e-17,0.18
0.0,0.0,3.190275341391883e-16,0.0,0.0,6.498587568964107e-13,5.5903765960538746e-21,1.0390287020804044e-12,0.0,6.593211494218474e-16,0.0,0.0,9.069888891368637e-14,7.256979590180735e-17,-1.0503623613254401e-49,1.0502934736815815e-49,8.610531882556035e-51,0.0,0.0,0.0,0.0,1.8999773808592244e-06,0.0,-1.9000000000000026e-06,0.0,0.0,0.0,0.0,0.0,-6.733281439947516e-10,6.722893735092944e-10,-6.733281439947516e-10,6.726784721944524e-10,1.5266070212833277e-12,6.396448844769025e-10,1.162386790535028e-56,0.0,6.25572039195754e-40,0.0,4.0303726069755966e-63,6.662445851273124e-06,4.220815393545525e-09,1.2813674463617659e-42,8.682307210213816e-49,4.550238077555053e-68,6.662445851273124e-06,4.220815393545524e-09,4.9536136254964726e-55,8.60032819588648e-77,6.662445851273124e-06,4.220815393545525e-09,-6.411715126380867e-10,8.682307210213816e-49,4.550238077555053e-68,4.953613625496461e-55,8.60032819588648e-77,0.0003333291125179395,0.0003333291125179395,0.0003333291125179395,6.07068957840403e-17,0.19
0.0,0.0,3.7580898606256573e-16,0.0,0.0,7.230594610644976e-13,6.867548838600625e-21,1.1560172367804548e-12,0.0,7.766427752064585e-16,0.0,0.0,1.0652923303963556e-13,8.523648705196001e-17,-1.356220089975364e-49,1.3561311393470453e-49,1.1118281560552424e-50,0.0,0.0,0.0,0.0,1.999974939977344e-06,0.0,-2.000000000000003e-06,0.0,0.0,0.0,0.0,0.0,-7.109763480971856e-10,7.098205923530124e-10,-7.109763480971856e-10,7.102534827450678e-10,1.6925731401696783e-12,6.736578648052453e-10,1.500970464151737e-56,0.0,8.075149497780097e-40,0.0,5.204352507159335e-63,6.6622237808264e-06,4.4428858402697385e-09,1.6543521127448437e-42,1.1210530635288584e-48,5.875646089488092e-68,6.6622237808264e-06,4.4428858402697385e-09,6.396516691571363e-55,1.1105459531110266e-76,6.6622237808264e-06,4.4428858402697385e-09,-6.753504739343865e-10,1.1210530635288584e-48,5.875646089488092e-68,6.396516691571352e-55,1.1105459531110266e-76,0.0003333288904474928,0.0003333288904474928,0.0003333288904474928,7.443278858043218e-17,0.2
0.0,0.0,4.357147949712295e-16,0.0,0.0,8.000329386710978e-13,8.21810568745599e-21,1.2790349138709574e-12,0.0,9.004196463076685e-16,0.0,0.0,1.2322719312282339e-13,9.859740955464768e-17,-1.6802433441183844e-49,1.6801331388990426e-49,1.3774974730525496e-50,0.0,0.0,0.0,0.0,2.099972374270119e-06,0.0,-2.1000000000000028e-06,0.0,0.0,0.0,0.0,0.0,-7.488452021610129e-10,7.475664318028879e-10,-7.488452021610129e-10,7.480453706379119e-10,1.8670383698281473e-12,7.077055880614635e-10,1.8596640731727917e-56,0.0,1.000262270927717e-39,0.0,6.448060107033684e-63,6.662001718141022e-06,4.664948525647088e-09,2.0494881176254452e-42,1.388891049815741e-48,7.2797757660907105e-68,6.662001718141022e-06,4.664948525647088e-09,7.92511994687205e-55,1.3759381357522624e-76,6.662001718141022e-06,4.664948525647088e-09,-7.095726781889032e-10,1.388891049815741e-48,7.2797757660907105e-68,7.92511994687205e-55,1.3759381357522624e-76,0.0003333286683848074,0.0003333286683848074,0.0003333286683848074,8.894607539858954e-17,0.21
0.0,0.0,4.987449608651798e-16,0.0,0.0,8.807791897162125e-13,9.642047142619975e-21,1.4080817333519118e-12,0.0,1.0306517627254777e-15,0.0,0.0,1.4079276916324985e-13,1.126525634098705e-16,-2.0224321237545014e-49,2.022299472337578e-49,1.6580611392475263e-50,0.0,0.0,0.0,0.0,2.1999696837375505e-06,0.0,-2.200000000000003e-06,0.0,0.0,0.0,0.0,0.0,-7.869347061862337e-10,7.855268918589209e-10,-7.869347061862337e-10,7.860541358729847e-10,2.050002710258737e-12,7.417880542455574e-10,2.2384676175981904e-56,0.0,1.2038140026448787e-39,0.0,7.761495406598658e-63,6.661779663216992e-06,4.887003449677573e-09,2.466775461003564e-42,1.6717446798820306e-48,8.762627107362902e-68,6.661779663216992e-06,4.887003449677573e-09,9.539423391398545e-55,1.6562093675123578e-76,6.661779663216992e-06,4.887003449677573e-09,-7.438381254016366e-10,1.6717446798820306e-48,8.762627107362902e-68,9.539423391398545e-55,1.6562093675123578e-76,0.00033332844632988335,0.00033332844632988335,0.00033332844632988335,1.0424675623851262e-16,0.22
0.0,0.0,5.648994837444157e-16,0.0,0.0,9.652982141998417e-13,1.113937320409258e-20,1.5431576952233199e-12,0.0,1.1673391244598842e-15,0.0,0.0,1.5922596116091496e-13,1.274019486176283e-16,-2.3827864288837105e-49,2.382630139662647e-49,1.9535191546401704e-50,0.0,0.0,0.0,0.0,2.299966868379637e-06,0.0,-2.300000000000003e-06,0.0,0.0,0.0,0.0,0.0,-8.252448601728477e-10,8.237019725211113e-10,-8.252448601728477e-10,8.242797784502858e-10,2.2414661614614444e-12,7.759052633575266e-10,2.637381097427933e-56,0.0,1.4181701449294882e-39,0.0,9.144658405854233e-63,6.661557616054308e-06,5.109050612361193e-09,2.906214142879202e-42,1.969613953727726e-48,1.0324200113304667e-67,6.661557616054308e-06,5.109050612361193e-09,1.1239427025150825e-54,1.9513596483913104e-76,6.661557616054308e-06,5.109050612361193e-09,-7.781468155725869e-10,1.969613953727726e-48,1.0324200113304667e-67,1.123942702515083e-54,1.9513596483913104e-76,0.0003333282242827207,0.0003333282242827207,0.0003333282242827207,1.2033483110020108e-16,0.23
0.0,0.0,6.341783636089379e-16,0.0,0.0,1.0535900121219843e-12,1.2710083871873792e-20,1.6842627994851798e-12,0.0,1.3104817315108907e-15,0.0,0.0,1.7852676911581876e-13,1.4284556517792117e-16,-2.7613062595060162e-49,2.7611251408742513e-49,2.263871519230483e-50,0.0,0.0,0.0,0.0,2.3999639281963786e-06,0.0,-2.4000000000000033e-06,0.0,0.0,0.0,0.0,0.0,-8.637756641208551e-10,8.620916737894593e-10,-8.637756641208551e-10,8.627222983698155e-10,2.4414287234362717e-12,8.100572153973714e-10,3.0564045126620196e-56,0.0,1.6433306977815493e-39,0.0,1.0597549104800424e-62,6.661335576652971e-06,5.331090013697949e-09,3.367804163252362e-42,2.282498871352827e-48,1.196449478391601e-67,6.661335576652971e-06,5.3310900136979484e-09,1.3025130848128907e-54,2.2613889783891177e-76,6.661335576652971e-06,5.331090013697949e-09,-8.124987487017539e-10,2.282498871352827e-48,1.196449478391601e-67,1.3025130848128913e-54,2.2613889783891177e-76,0.00033332800224331933,0.00033332800224331933,0.00033332800224331933,1.3721029998365506e-16,0.24
