Ai_2_task1,Am_3_task1,Ap_4_task1,Gi_6_task1,Gm_5_task1,Gp_1_task1,_1_task1
0.999999999999999,0.999999999999999,0.999999999999999,1.0,1.0,0.999999999999999,0.0
0.9592684477681739,1.0478148408395913,1.0024605207625157,0.9883839641158457,0.8300497417330424,1.0750712638196467,0.025
0.9215812763367857,1.079101175198667,1.00840530142012,0.970080381124977,0.6967729627114702,1.1551093006974593,0.05
0.886340849054045,1.097545242334085,1.0161141170955195,0.9471101756019527,0.5946397252628586,1.2399639870289412,0.07500000000000001
0.8531062556719352,1.1061315246941625,1.0243465579867197,0.9211131809351754,0.5182491990742902,1.32963191362206,0.1
0.8215585586311376,1.107244043766265,1.0322343545631778,0.8933882774070431,0.4627803997466385,1.4242511049274016,0.125
0.7914719641777169,1.1027709224074784,1.0391939380666593,0.8649455099096323,0.42415708062045765,1.5240958566172311,0.15000000000000002
0.7626906456117656,1.0942006969125535,1.0448569289886123,0.8365590176899204,0.3990544515284969,1.6295717372965246,0.17500000000000002
0.7351105339179139,1.0827055207431846,1.0490157338179533,0.8088152315015702,0.3848296829444531,1.7412110474566902,0.2
0.7086653120945928,1.0692100970942435,1.0515816124901434,0.7821541238746521,0.3794236086665299,1.8596690717929065,0.225
0.6833157789832826,1.054447411511688,1.0525525877814144,0.7569032658675529,0.38125961488817234,1.9857214146669,0.25
0.6590419121005711,1.0390029327128374,1.051989175064258,0.7333052433524324,0.38915142623604987,2.12026260600003,0.275
0.6358370218604886,1.0233492775907946,1.0499961467360084,0.711539381242747,0.4022245962976609,2.2643060573123512,0.30000000000000004
0.6137035172635601,1.007873199341163,1.0467089491019368,0.6917387870281261,0.4198520872672923,2.4189853158083605,0.325
0.5926498898136501,0.9928965479553278,1.0422836494894556,0.674003658865735,0.44160263958606916,2.585556459009882,0.35000000000000003
0.5726886380603605,0.9786924309016249,1.0368896285683757,0.6584115854798404,0.46720013016172596,2.7654013858274245,0.375
0.5538348716831513,0.9654977658709458,1.0307042802889697,0.645025556165559,0.49649169733336906,2.960031631694123,0.4
0.5361054520715353,0.9535229183166359,1.0239093184112469,0.6339001123317436,0.5294228804962748,3.171092231967382,0.42500000000000004
0.5195185020922535,0.9429591769058105,1.016688218609596,0.625086093769238,0.5660180670001317,3.4003650652635815,0.45
0.5040931976684014,0.933984511272153,1.009224550372202,0.6186342636551191,0.6063648477635286,3.649770939570576,0.47500000000000003
0.48984970913194714,0.9267681703381088,1.0017008288540425,0.6145981423184895,0.6506010155543663,3.9213694443467615,0.5
0.47680935175714717,0.9214738963607637,0.9942980551401422,0.6130359289853609,0.6989036953904705,4.217355784582576,0.525
0.46499475899097786,0.9182625034503917,0.9871954207660077,0.6140119422867921,0.7514793017186989,4.540053011855407,0.55
0.45443012119506027,0.9172936098466542,0.9805703022132384,0.6175974557774506,0.8085539828924055,4.89189842414014,0.5750000000000001
0.4451414296266365,0.9187267335189887,0.9745983743266688,0.6238710355454995,0.8703637927117307,5.275422151108593,0.6000000000000001
0.43715670075416585,0.9227217329485945,0.9694537898253462,0.6329183586170216,0.9371442782093189,5.693216281952093,0.625
0.43050615548081966,0.9294386281613372,0.9653093541624429,0.6448315098990604,1.0091189570182912,6.147892118862865,0.65
0.42522232876947735,0.9390368104512145,0.9623366311976825,0.6597077375711424,1.0864862389632017,6.642023078436833,0.675
0.42134008127478706,0.9516735170168809,0.9607059414610165,0.6776475788154569,1.169405029643931,7.17807157530952,0.7000000000000001
0.4188964937217072,0.967501680941562,0.9605861695330038,0.6987523792583052,1.2579781258281035,7.758296280395632,0.7250000000000001
0.41793061338913007,0.9866669566868629,0.9621443586991085,0.723121077166548,1.352234205086649,8.384638865451095,0.75
0.41848302473294946,1.0093039536961392,0.9655450103946033,0.7508462236216711,1.4521079337135288,9.058586649757814,0.775
0.4205952345417231,1.0355317625995133,0.9709490758436267,0.7820093461147289,1.5574196165393714,9.781015966562165,0.8
0.424308824946869,1.0654485605284405,0.9785125536597844,0.8166754095780613,1.6678536780070023,10.552008266592427,0.8250000000000001
0.42966437438543714,1.0991255881809832,0.9883846882175616,0.8548866754089054,1.7829384022490329,11.370650705961117,0.8500000000000001
0.4367001228795472,1.1366004641451066,1.0007057282016458,0.8966558974164454,1.9020272832066516,12.234820850055348,0.875
