Time,Host_Cells_1e8,Tumor_Cells_1e8,x_Tumor_Cells,y_CD4_T_Cells,z_Cytokine,w_Healthy_Tissue,r_1,b_1,c_1,a_1,delta_1,beta_1,alpha_1,mu_1,delta_2,beta_2,alpha_2,mu_2,r_2,b_2,delta_3,I_2,I_1,compartment,Tumor_Growth,Tumor_Killing_Cytokine,Tumor_Competition_Normal_Cells,CD4T_Production,CD4T_Natural_Death,CD4T_Depletion,CD4T_Treatment,Cytokine_Production,Cytokine_Decay,Cytokine_Treatment,Normal_Tissue_Growth,Normal_Tissue_Competition_Tumor_Cells
0.0,10.0,0.000677,67700.0,1000000.0,100000.0,1000000000.0,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,34795.3970727188,8073.941562313656,7447.0,82284.57059679767,100000.0,6770.0,0.0,5321397.379912664,3400000.0,0.0,0.0,3926.6
0.1,9.999996080014943,0.0006932592000632413,69325.92000632413,1000873.3111477441,154728.3634128409,999999608.0014943,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,35631.00314995852,12669.869024503076,7625.848211373378,127361.04881375717,100087.33111477441,6938.646310509326,0.0,5327863.478128826,5260764.35603659,0.0,110.62193493233812,4020.9017841786904
0.2,9.999992180185703,0.0007086971016198466,70869.71016198467,1003015.0626738775,156910.5213791165,999999218.0185703,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,36424.397818666825,13016.002849143853,7795.662021750613,129197.26025439322,100301.50626738775,7108.338677980258,0.0,5340918.834176276,5334957.7268899605,0.0,220.67498687192474,4110.439975104869
0.30000000000000004,9.999988299531005,0.0007245239404203989,72452.39404203989,1005195.8037261108,157358.7876234181,999998829.9531004,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,37237.7784087038,13222.223965287782,7969.754019627496,129605.74756879223,100519.58037261109,7282.884246096916,0.0,5354158.35546688,5350198.779196215,0.0,330.18684869844645,4202.233937621771
0.4,9.999984435079465,0.0007407950703990227,74079.50703990227,1007374.3758496724,157749.49646667033,999998443.5079466,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,38073.98948869087,13426.054718049143,8148.733090931206,129966.41166997235,100737.43758496724,7462.5797167572955,0.0,5367367.482723666,5363482.879866791,0.0,439.24137378034015,4296.604720672818
0.5,9.9999805837878,0.0007575278445243064,75752.78445243064,1009548.8362231912,158137.1443741957,999998058.37878,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,38933.922635973126,13632.021875526738,8332.790110613856,130324.128253224,100954.88362231913,7647.613538461761,0.0,5380536.146319014,5376662.908722653,0.0,547.9244443959785,4393.652967414579
0.6000000000000001,9.999976742601909,0.0007747389958923559,77473.89958923559,1011718.4955896131,158523.62098353618,999997674.2601908,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,39818.43755276806,13840.280878513398,8522.109134561344,130680.45602003108,101171.84955896132,7838.177713988217,0.0,5393660.80659796,5389803.1134402305,0.0,656.3222476819528,4493.475725495983
0.7000000000000001,9.999972908453367,0.0007924459856323412,79244.59856323412,1013882.6928242126,158908.69169444125,999997290.8453367,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,40728.43133703019,14050.806085620798,8716.88222650964,131035.20380621766,101388.26928242127,8034.472698306553,0.0,5406738.066820331,5402895.517611003,0.0,764.5213747630481,4596.174264886901
0.8,9.999969078258488,0.0008106669478938475,81066.69478938475,1016040.7435495629,159292.25780891415,999996907.8258487,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,41664.83565371911,14263.580457055197,8917.308852875125,131388.29209793225,101604.07435495629,8236.706485091196,0.0,5419764.392076586,5415936.765503081,0.0,872.6088472262753,4701.853758788702
0.9,9.99996524891499,0.0008294207219485825,82942.07219485825,1018191.9417765659,159674.2465870793,999996524.8914989,0.514,1.02e-09,0.2,100000.0,1.1e-10,0.835,1000.0,0.1,1e-07,5.4,1000.0,34.0,0.2822,1e-09,5.8e-11,0.0,0.0,1.0,42628.618382962544,14478.586286022572,9123.596235837387,131739.66251250653,101819.1941776566,8445.094954305483,0.0,5432736.119188035,5428924.383960697,0.0,980.6722110170138,4810.6234698051685
