Time,A,R,E,G,A_im,v_max,k,f,gamma,beta,pi1,lambdaE,muA,muR,muE,muG,b1,sigma1,mA,mG,R0,body,r1a,r1b,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
2.31,1.6084388946451451,904.3304806773301,3812.79218094243,1461435.2411314265,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3549.831136373334,0.3549831136373335,7625584.36188486,321.68777892902904,98.12229185642711,1608.4388946451452,0.4021097236612863,226.08262016933253,953.1980452356075,7307176.205657133,0.4021097236612863,0.004363680956203673
2.32,1.6039179291162968,906.2602722658318,3819.3137946630018,1464570.6121435806,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3557.2302331567507,0.35572302331567507,7638627.589326004,320.7835858232594,98.01385395489899,1603.9179291162968,0.4009794822790742,226.56506806645794,954.8284486657504,7322853.060717903,0.4009794822790742,0.0043607012973989525
2.33,1.5994268910474176,908.1751582610805,3825.774121210479,1467679.6189336858,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3564.566223405579,0.3564566223405579,7651548.242420957,319.8853782094835,97.90473613659748,1599.4268910474177,0.3998567227618544,227.04378956527012,956.4435303026197,7338398.094668429,0.3998567227618544,0.004357679309712049
2.34,1.5949655689103561,910.0752287494046,3832.17361144748,1470762.3538125933,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3571.8393476050037,0.3571839347605004,7664347.22289496,318.99311378207125,97.79495942952936,1594.965568910356,0.39874139222758903,227.51880718735114,958.04340286187,7353811.769062966,0.39874139222758903,0.00435461596492055
2.35,1.5905337524578993,911.9605733802439,3838.512713003964,1473818.9135472733,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3579.049856448922,0.3579049856448922,7677025.426007928,318.1067504915799,97.68454446834474,1590.5337524578993,0.3976334381144748,227.99014334506097,959.628178250991,7369094.567736367,0.3976334381144748,0.004351512218616411
2.36,1.5861312322722363,913.831281410275,3844.7918703183313,1476849.4083270188,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3586.1980319839663,0.35861980319839665,7689583.740636663,317.2262464544473,97.57351147357267,1586.1312322722363,0.3965328080680591,228.45782035256875,961.1979675795828,7384247.041635094,0.3965328080680591,0.0043483690094165885
2.37,1.5817578004972241,915.6874416319773,3851.011524626633,1479853.9466737371,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3593.2841520069883,0.35932841520069886,7702023.049253266,316.35156009944484,97.46188030212616,1581.7578004972243,0.39543945012430604,228.92186040799433,962.7528811566583,7399269.7333686855,0.39543945012430604,0.004345187260856181
2.38,1.577413250670985,917.5291423900219,3857.172113991219,1482832.63863431,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3600.3084975979614,0.36003084975979616,7714344.227982437,315.482650134197,97.34967044365382,1577.413250670985,0.39435331266774626,229.38228559750547,964.2930284978047,7414163.1931715505,0.39435331266774626,0.004341967881248417
2.39,1.5730973776644144,919.3564715873221,3863.2740733247438,1485785.596820704,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3607.2713555730725,0.36072713555730723,7726548.146649487,314.61947553288286,97.2369010231372,1573.0973776644144,0.3932743444161036,229.83911789683052,965.8185183311859,7428927.9841035195,0.3932743444161036,0.004338711763778475
2.4,1.5688099776890938,921.1695166843091,3869.3178344111334,1488712.9360397686,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3614.1730176113433,0.36141730176113435,7738635.668822267,313.76199553781873,97.12359080759269,1568.8099776890938,0.39220249442227345,230.29237917107727,967.3294586027833,7443564.680198843,0.39220249442227345,0.004335419786752153
2.41,1.5645508483052006,922.9683646982076,3875.3038259265472,1491614.7729230411,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3621.0137793819235,0.36210137793819236,7750607.651853095,312.91016966104013,97.0097582127003,1564.5508483052006,0.39113771207630016,230.7420911745519,968.8259564816368,7458073.864615206,0.39113771207630016,0.004332092813842334
2.42,1.5603197883721092,924.7531022084971,3881.2324734597896,1494491.2267540896,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3627.7939424946267,0.3627793942494627,7762464.946919579,312.06395767442183,96.89542130578779,1560.319788372109,0.3900799470930273,231.18827555212428,970.3081183649474,7472456.133770448,0.3900799470930273,0.0043287316942032415
2.43,1.5561165977057763,926.5238153940262,3887.104199529894,1497342.4264224235,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3634.5138308879073,0.3634513830887907,7774208.399059787,311.22331954115526,96.7805977904047,1556.1165977057763,0.38902914942644407,231.63095384850655,971.7760498824734,7486712.1321121175,0.38902914942644407,0.00432533726191298
2.44,1.5519410776109592,928.2805899756903,3892.919423612142,1500168.4990980744,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3641.1737641313416,0.3641173764131342,7785838.847224284,310.38821552219184,96.6653050453322,1551.9410776109592,0.3879852694027398,232.07014749392258,973.2298559030355,7500842.495490372,0.3879852694027398,0.00432191033739663
2.45,1.5477930307649832,930.023511229109,3898.678562157832,1502969.5724553086,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3647.774062670561,0.3647774062670561,7797357.124315664,309.5586061529966,96.5495601232118,1547.7930307649833,0.3869482576912458,232.50587780727724,974.669640539458,7514847.862276543,0.3869482576912458,0.004318451727383982
2.46,1.5436722611652738,931.7526639904186,3904.382028614657,1505745.7755640848,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3654.315049929966,0.3654315049929966,7808764.057229314,308.73445223305475,96.43337975303433,1543.6722611652738,0.38591806529131845,232.93816599760464,976.0955071536642,7528728.877820424,0.38591806529131845,0.004314962225006571
2.47,1.5395785741320362,933.4681326561126,3910.030233447623,1508497.2386291425,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3660.79705169945,0.36607970516994504,7820060.466895246,307.9157148264072,96.3167803459911,1539.5785741320362,0.38489464353300906,233.36703316402816,977.5075583619057,7542486.193145713,0.38489464353300906,0.004311442610017178
2.48,1.535511776310938,935.1700011828817,3915.623584159957,1511224.0927290875,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3667.220395521526,0.36672203955215266,7831247.168319914,307.1023552621876,96.19977800125531,1535.511776310938,0.3838779440777345,233.79250029572043,978.9058960399892,7556120.463645438,0.3838779440777345,0.004307893649007087
2.49,1.5314716756338307,936.8583530921991,3921.162485311914,1513926.4704529736,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3673.585412192667,0.36735854121926675,7842324.9706238285,306.29433512676616,96.08238850901046,1531.4716756338307,0.38286791890845767,234.21458827304977,980.2906213279786,7569632.352264868,0.38286791890845767,0.004304316095524984
2.5,1.5274580810383405,938.5332715021781,3926.647338527446,1516604.5116946946,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3679.892449410202,0.3679892449410202,7853294.677054892,305.4916162076681,95.96462733794303,1527.4580810383404,0.3818645202595851,234.63331787554452,981.6618346318616,7583022.558473473,0.3818645202595851,0.004300710689638058
2.51,1.5234708028826356,940.1948390808059,3932.078542535847,1519258.3545775628,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3686.1418503964505,0.3686141850396451,7864157.085071694,304.6941605765271,95.84650966711473,1523.4708028826356,0.3808677007206589,235.04870977020147,983.0196356339618,7596291.772887814,0.3808677007206589,0.004297078159081637
2.52,1.5195096528581975,941.8431380559517,3937.4564931881446,1521888.1371165535,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3692.3339578178716,0.3692333957817872,7874912.986376289,303.9019305716395,95.72805038573718,1519.5096528581976,0.3798774132145494,235.46078451398793,984.3641232970361,7609440.685582767,0.3798774132145494,0.004293419219262824
2.53,1.5155744439412495,943.4782502210041,3942.7815834754333,1524493.998053726,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3698.4691157551974,0.36984691157551974,7885563.166950867,303.1148887882499,95.60926409532127,1515.5744439412495,0.3788936109853124,235.86956255525104,985.6953958688583,7622469.99026863,0.3788936109853124,0.004289734573348085
2.54,1.5116649903912693,945.1002569351825,3948.05420354958,1527076.0766864216,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3704.547669301363,0.3704547669301363,7896108.40709916,302.33299807825387,95.49016511476779,1511.6649903912694,0.37791624759781733,236.27506423379563,987.013550887395,7635380.383432108,0.37791624759781733,0.0042860249124561265
2.55,1.507781107749507,946.7092391238477,3953.2747407439265,1529634.51269546,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3710.5699641596552,0.37105699641596546,7906549.4814878525,301.5562215499014,95.37076748539236,1507.7811077495069,0.3769452769373767,236.67730978096193,988.3186851859816,7648172.5634773,0.3769452769373767,0.004282290915848545
2.56,1.5039226124619822,948.3052773465388,3958.443581645369,1532169.4337285426,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3716.536317423393,0.37165363174233934,7916887.163290737,300.78452249239643,95.2510850014635,1503.9226124619822,0.37598065311549556,237.0763193366347,989.6108954113422,7660847.168642713,0.37598065311549556,0.004278533250355474
2.57,1.5000893233690031,949.8884515239592,3963.561102689689,1534681.0163915707,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3722.447161124944,0.37224471611249443,7927122.205379378,300.0178646738006,95.13113108264761,1500.089323369003,0.3750223308422508,237.4721128809898,990.8902756724223,7673405.081957853,0.3750223308422508,0.004274752573567819
2.58,1.496281059052557,951.458841423241,3968.627686639633,1537169.3802800302,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3728.3027928290876,0.37283027928290874,7937255.373279266,299.2562118105114,95.01091900720719,1496.281059052557,0.37407026476313926,237.86471035581025,992.1569216599082,7685846.901400151,0.37407026476313926,0.004270949528669058
2.59,1.4924976400759569,953.0165262509428,3973.64370945903,1539634.6697403623,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3734.1035680747245,0.37341035680747253,7947287.41891806,298.49952801519134,94.89046174192438,1492.497640075957,0.3731244100189892,238.2541315627357,993.4109273647575,7698173.348701811,0.3731244100189892,0.004267124749148755
2.6,1.4887388882349184,954.5615847883857,3978.60954448073,1542077.0286975633,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3739.849841128266,0.37398498411282666,7957219.088961461,297.7477776469837,94.76977199953724,1488.7388882349185,0.3721847220587296,238.64039619709644,994.6523861201825,7710385.143487817,0.3721847220587296,0.00426327885746887
2.61,1.4850046265575634,956.094095391652,3983.525562406597,1544496.6006551837,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3745.541964987275,0.3745541964987275,7967051.124813194,297.0009253115127,94.64886224294587,1485.0046265575634,0.37125115663939084,239.023523847913,995.8813906016493,7722483.003275918,0.37125115663939084,0.004259412465242915
2.62,1.481294679304417,957.6141359915856,3988.392131307514,1546893.5286953286,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3751.1802913840916,0.37511802913840914,7976784.262615028,296.2589358608834,94.52774468936678,1481.294679304417,0.37032366982610426,239.4035339978964,997.0980328268785,7734467.643476643,0.37032366982610426,0.004255526173413096
2.63,1.4776088719423461,959.1217840983743,3993.209616632091,1549267.955940873,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3756.7651718765223,0.37567651718765227,7986419.233264183,295.5217743884692,94.40643131297716,1477.6088719423462,0.36940221798558653,239.78044602459357,998.3024041580228,7746339.779704364,0.36940221798558653,0.004251620572370788
2.64,1.4739470309495188,960.6171168358378,3997.9783812718706,1551620.0290142298,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3762.2969659851346,0.37622969659851346,7995956.762543742,294.7894061899038,94.2849338380166,1473.9470309495189,0.3684867577373797,240.15427920895945,999.4945953179677,7758100.145071149,0.3684867577373797,0.0042476962417184105
2.65,1.4703089841396628,962.1002108844225,4002.698785452926,1553949.8922870534,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3767.7760276704294,0.376777602767043,8005397.570905852,294.06179682793254,94.16326376090167,1470.308984139663,0.3675772460349157,240.52505272110562,1000.6746963632315,7769749.461435267,0.3675772460349157,0.004243753751118092
2.66,1.466694560591134,963.5711424936715,4007.371186759577,1556257.6891380916,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3773.202708295983,0.37732027082959835,8014742.373519154,293.3389121182268,94.04143235023855,1466.694560591134,0.3666736401477835,240.89278562341786,1001.8427966898943,7781288.445690459,0.3666736401477835,0.004239793660314157
2.67,1.4631035906044225,965.0299874896949,4011.995940148592,1558543.5627067755,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3778.5773584043263,0.37785773584043264,8023991.880297184,292.6207181208845,93.91945064834835,1463.1035906044226,0.36577589765110563,241.25749687242373,1002.998985037148,7792717.813533878,0.36577589765110563,0.0042358165192113405
2.68,1.4595359057021533,966.47682127517,4016.573397949191,1560807.655893218,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3783.900327720194,0.3783900327720194,8033146.795898383,291.9071811404307,93.79732947511917,1459.5359057021533,0.3648839764255383,241.6192053187925,1004.1433494872978,7804038.27946609,0.3648839764255383,0.00423182286803998
2.69,1.4559913386290853,967.911718829341,4021.1039098630426,1563050.1113582153,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3789.171965153758,0.3789171965153758,8042207.819726085,291.19826772581706,93.67507943181025,1455.9913386290852,0.3639978346572713,241.97792970733525,1005.2759774657607,7815250.556791076,0.3639978346572713,0.004227813237519333
2.7,1.452469723352112,969.3347547080194,4025.5878229642667,1565271.071523246,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3794.3926188038154,0.3794392618803816,8051175.645928534,290.4939446704224,93.55271090480863,1452.469723352112,0.363117430838028,242.33368867700486,1006.3969557410667,7826355.357616229,0.363117430838028,0.004223788149019033
2.71,1.4489708950602616,970.7460030435838,4030.0254816994325,1567470.6785704708,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3799.5626359609623,0.3799562635960962,8060050.9633988645,289.7941790120523,93.43023406933902,1448.9708950602615,0.3622427237650654,242.68650076089594,1007.5063704248581,7837353.392852354,0.3622427237650654,0.004219748114718699
2.72,1.4454946900423526,972.1455375669323,4034.4172281257997,1569649.0746791107,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3804.6823636662434,0.3804682363666244,8068834.4562516,289.09893800847055,93.30765889073969,1445.4946900423527,0.36137367251058816,243.03638439173307,1008.6043070314499,7848245.373395553,0.36137367251058816,0.004215693637504107
2.73,1.442040944953027,973.5334317391812,4038.763403340583,1571806.4034435302,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3809.7521520464384,0.3809752152046439,8077526.8066811655,288.40818899060537,93.18499511351934,1442.0409449530268,0.36051023623825673,243.3833579347953,1009.6908508351457,7859032.017217651,0.36051023623825673,0.004211625209545596
2.74,1.4386094981073148,974.9097585193764,4043.0643449600284,1573942.8073720336,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3814.7723484383587,0.3814772348438359,8086128.689920057,287.72189962146297,93.06225228989642,1438.6094981073147,0.3596523745268287,243.7274396298441,1010.7660862400071,7869714.036860168,0.3596523745268287,0.00420754331521045
2.75,1.4352001891459247,976.2745904245518,4047.320387771202,1576058.428533555,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3819.7432989121853,0.38197432989121854,8094640.7755424045,287.04003782918494,92.93943977701419,1435.2001891459247,0.3588000472864812,244.06864760613794,1011.8300969428005,7880292.142667775,0.3588000472864812,0.004203448430507031
2.76,1.4318128588917127,977.6279995554831,4051.5318640114856,1578153.4088349675,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3824.665348926202,0.3824665348926202,8103063.728022971,286.36257177834256,92.81656673761847,1431.8128588917127,0.3579532147229282,244.40699988887079,1012.8829660028714,7890767.044174838,0.3579532147229282,0.004199341022928367
2.77,1.428447349349685,978.9700575966881,4055.699103368574,1580227.8900210804,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3829.538843329727,0.3829538843329727,8111398.206737148,285.689469869937,92.69364214346773,1428.447349349685,0.35711183733742125,244.74251439917202,1013.9247758421435,7901139.450105402,0.35711183733742125,0.004195221551600093
2.78,1.425103503706996,980.3008358164259,4059.822432980476,1582282.013674641,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3834.3641263660375,0.3834364126366038,8119644.865960952,285.0207007413992,92.57067477869978,1425.103503706996,0.356275875926749,245.07520895410647,1014.955608245119,7911410.068373205,0.356275875926749,0.004191090467426655
2.79,1.4217811663329496,981.620405066698,4063.9021774355147,1584315.9212163342,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3839.1415416752534,0.38391415416752533,8127804.354871029,284.3562332665899,92.44767324315647,1421.7811663329496,0.3554452915832374,245.4051012666745,1015.9755443588787,7921579.606081671,0.3554452915832374,0.004186948213235857
2.8,1.4184801827789988,982.9288357832475,4067.938658772327,1586329.7539047815,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3843.871432297201,0.3843871432297201,8135877.317544654,283.69603655579976,92.32464595566601,1418.4801827789988,0.3546200456947497,245.73220894581186,1016.9846646930818,7931648.769523907,0.3546200456947497,0.004182795223921708
2.81,1.4152003995734046,984.2261980268745,4071.9321970303254,1588323.651758761,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3848.5541381431653,0.38485541381431654,8143864.394060651,283.0400799146809,92.20160115637005,1415.2003995734046,0.35380009989335115,246.05654950671862,1017.9830492575813,7941618.258793805,0.35380009989335115,0.0041786319261547375
2.82,1.4119416632302653,985.5125616828258,4075.883112906225,1590297.7483558406,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3853.1899837855717,0.3853189983785572,8151766.22581245,282.3883326460531,92.07854690510347,1411.9416632302652,0.3529854158075663,246.37814042070644,1018.9707782265563,7951488.741779203,0.3529854158075663,0.0041744587364303054
2.83,1.408703822110194,986.7879960864157,4079.791722766069,1592252.1805986215,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3857.7793013981645,0.3857779301398165,8159583.445532138,281.7407644220388,91.95549109238551,1408.7038221101939,0.3521759555275485,246.69699902160392,1019.9479306915173,7961260.902993107,0.3521759555275485,0.004170276065098178
2.84,1.405486725873402,988.0525701330689,4083.658340111366,1594187.0858440995,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3862.3224240156133,0.38623224240156134,8167316.680222732,281.0973451746804,91.83244144045977,1405.486725873402,0.3513716814683505,247.01314253326723,1020.9145850278416,7970935.429220498,0.3513716814683505,0.004166084315361381
2.85,1.4022902253057263,989.3063523133251,4087.483276045463,1596102.6009905331,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3866.81968339187,0.38668196833918705,8174966.552090926,280.45804506114524,91.70940550558689,1402.2902253057264,0.3505725563264316,247.32658807833127,1021.8708190113657,7980513.004952665,0.3505725563264316,0.004161883883045517
2.86,1.39911417231863,990.549410712838,4091.266839273542,1597998.8624774422,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3871.2714100030785,0.3871271410003079,8182533.678547083,279.822834463726,91.58639068103776,1399.11417231863,0.3497785430796575,247.6373526782095,1022.8167098183854,7989994.312387211,0.3497785430796575,0.004157675156730598
2.87,1.3959584199492017,991.7818130123765,4095.009336102624,1599876.0062856092,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3875.6779330504623,0.3875677933050462,8190018.672205248,279.1916839898403,91.46340420004877,1395.9584199492017,0.3489896049873004,247.94545325309412,1023.752334025656,7999380.0314280465,0.3489896049873004,0.004153458517881335
2.88,1.3928228223601566,993.0036264878236,4098.711070441565,1601734.1679370778,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3880.039580463172,0.3880039580463172,8197422.140883131,278.56456447203135,91.34045313873983,1392.8228223601566,0.34820570559003916,248.2509066219559,1024.6777676103914,8008670.839685389,0.34820570559003916,0.004149234340975924
2.89,1.3897072348398358,994.2149180101769,4102.37234380106,1603573.4824951543,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3884.35667890111,0.3884356678901111,8204744.68760212,277.9414469679672,91.217544418995,1389.7072348398358,0.34742680870995896,248.55372950254423,1025.593085950265,8017867.412475771,0.34742680870995896,0.004145002993633311
2.9,1.386611513542459,995.4157541002088,4105.993455931352,1605394.0837833914,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3888.629551924773,0.3888629551924773,8211986.911862705,277.3223027084918,91.09468480839048,1386.611513542459,0.34665287838561476,248.8539385250522,1026.498363982838,8026970.418916957,0.34665287838561476,0.0041407648361906964
2.91,1.38353551448055,996.6062011404969,4109.574707295974,1607196.101355987,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3892.8585128890522,0.38928585128890525,8219149.414591948,276.70710289611,90.97188091127985,1383.5355144805499,0.3458838786201375,249.15155028512422,1027.3936768239935,8035980.506779934,0.3458838786201375,0.004136520219688271
2.92,1.3804790955500787,997.7863249492601,4113.116394099739,1608979.666587033,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,3897.0438792377627,0.38970438792377626,8226232.788199479,276.0958191100157,90.84913919390415,1380.4790955500787,0.3451197738875197,249.44658123731503,1028.2790985249349,8044898.332935166,0.3451197738875197,0.004132269490254575
