T,CA,IP3,IP3INJ,X000,X001,X010,X011,X100,X101,X110
144.0,54.92635,27.851089,0.0,977.93542,7.1015091,1.3488544,0.009795025,13.487749,0.097944476,0.018603489
146.0,54.881626,27.629728,0.0,978.00635,7.0435619,1.3477615,0.0097065233,13.476832,0.0970596,0.018572023
148.0,54.837643,27.411669,0.0,978.07629,6.9864697,1.3466864,0.0096194791,13.466093,0.096189283,0.018541094
150.0,54.79438,27.196861,0.0,978.14514,6.9302206,1.3456287,0.0095338654,13.455529,0.095333278,0.018510694
152.0,54.751827,26.985258,0.0,978.21295,6.8748012,1.3445882,0.0094496571,13.445136,0.094491325,0.018480815
154.0,54.709972,26.77681,0.0,978.27972,6.8202004,1.3435646,0.0093668299,13.434914,0.093663186,0.018451445
156.0,54.668804,26.57147,0.0,978.34552,6.7664056,1.3425578,0.0092853606,13.424857,0.092848614,0.018422579
158.0,54.628311,26.369194,0.0,978.41028,6.7134051,1.3415674,0.009205224,13.414965,0.092047371,0.018394206
160.0,54.588482,26.169935,0.0,978.47412,6.6611881,1.3405932,0.0091263968,13.405234,0.091259226,0.018366318
162.0,54.549301,25.973648,0.0,978.53699,6.6097422,1.3396349,0.0090488577,13.395663,0.090483941,0.018338906
164.0,54.510757,25.780289,0.0,978.59888,6.5590568,1.3386922,0.0089725815,13.386248,0.089721292,0.018311962
166.0,54.472843,25.589813,0.0,978.65985,6.5091205,1.3377649,0.0088975476,13.376986,0.088971063,0.018285478
168.0,54.435547,25.402182,0.0,978.71991,6.4599218,1.3368527,0.0088237338,13.367875,0.088233039,0.018259443
170.0,54.398857,25.217346,0.0,978.77905,6.4114513,1.3359554,0.0087511195,13.358913,0.087507002,0.018233852
172.0,54.362762,25.035269,0.0,978.83734,6.3636971,1.3350728,0.0086796833,13.350097,0.086792737,0.018208696
174.0,54.327251,24.855909,0.0,978.89471,6.3166494,1.3342044,0.0086094048,13.341424,0.086090051,0.018183965
176.0,54.29232,24.679224,0.0,978.95123,6.2702975,1.3333502,0.0085402643,13.332892,0.085398741,0.018159654
178.0,54.25795,24.505175,0.0,979.0069,6.2246313,1.3325099,0.0084722405,13.3245,0.0847186,0.018135753
180.0,54.224136,24.333723,0.0,979.06177,6.1796408,1.3316832,0.0084053157,13.316243,0.084049441,0.018112255
182.0,54.190868,24.164829,0.0,979.11578,6.1353159,1.3308699,0.0083394703,13.308121,0.083391078,0.018089155
184.0,54.158134,23.998455,0.0,979.16895,6.0916471,1.3300698,0.0082746865,13.300129,0.082743324,0.018066444
186.0,54.125931,23.834562,0.0,979.22137,6.048625,1.3292826,0.008210944,13.292267,0.082105987,0.018044112
188.0,54.094246,23.673117,0.0,979.27295,6.0062394,1.3285083,0.0081482269,13.284533,0.081478901,0.018022155
190.0,54.063068,23.51408,0.0,979.32379,5.9644818,1.3277463,0.0080865175,13.276922,0.080861881,0.018000567
192.0,54.032391,23.357414,0.0,979.37384,5.9233422,1.3269967,0.0080257971,13.269435,0.080254756,0.017979341
194.0,54.002205,23.203089,0.0,979.42316,5.8828125,1.3262591,0.0079660499,13.262069,0.079657353,0.017958468
196.0,53.972504,23.051064,0.0,979.47174,5.8428826,1.3255334,0.0079072583,13.254821,0.079069525,0.017937943
198.0,53.943279,22.901308,0.0,979.51959,5.8035445,1.3248194,0.0078494083,13.247689,0.078491084,0.01791776
200.0,53.914516,22.753788,0.0,979.56671,5.7647896,1.3241169,0.0077924812,13.240672,0.07792189,0.017897911
202.0,53.886219,22.608469,0.0,979.6131,5.7266083,1.3234257,0.0077364631,13.233768,0.07736177,0.017878393
204.0,53.858368,22.465317,0.0,979.65881,5.6889935,1.3227454,0.0076813377,13.226974,0.076810583,0.017859198
206.0,53.830963,22.324303,0.0,979.70386,5.6519356,1.3220762,0.0076270904,13.220289,0.076268174,0.01784032
208.0,53.803997,22.185392,0.0,979.74823,5.6154275,1.3214177,0.0075737061,13.213712,0.075734399,0.017821753
210.0,53.777454,22.048555,0.0,979.79187,5.5794606,1.3207695,0.0075211707,13.207239,0.075209104,0.017803494
212.0,53.751339,21.913761,0.0,979.8349,5.5440269,1.3201319,0.0074694692,13.20087,0.074692152,0.017785536
214.0,53.725636,21.780977,0.0,979.87732,5.509119,1.3195044,0.0074185883,13.194602,0.074183397,0.017767873
216.0,53.70034,21.650175,0.0,979.91907,5.4747286,1.3188869,0.0073685138,13.188434,0.073682711,0.0177505
218.0,53.675446,21.521326,0.0,979.96014,5.4408479,1.3182791,0.0073192329,13.182364,0.073189951,0.01773341
220.0,53.650944,21.3944,0.0,980.00067,5.4074702,1.3176811,0.0072707315,13.176391,0.072704993,0.017716601
222.0,53.626831,21.269369,0.0,980.04059,5.3745875,1.3170927,0.0072229966,13.170512,0.072227702,0.017700069
224.0,53.6031,21.146202,0.0,980.07983,5.3421931,1.3165134,0.007176016,13.164727,0.071757942,0.017683804
226.0,53.579742,21.024876,0.0,980.11853,5.3102789,1.3159435,0.0071297772,13.159035,0.071295604,0.017667806
228.0,53.556751,20.905357,0.0,980.15668,5.2788386,1.3153825,0.0070842672,13.153431,0.070840552,0.017652068
230.0,53.534126,20.787626,0.0,980.19421,5.2478647,1.3148304,0.0070394748,13.147917,0.070392676,0.017636588
232.0,53.511856,20.67165,0.0,980.2312,5.217351,1.3142871,0.0069953869,13.142489,0.069951847,0.017621357
234.0,53.489937,20.557405,0.0,980.26764,5.1872897,1.3137523,0.0069519933,13.137149,0.069517948,0.017606374
236.0,53.468365,20.444866,0.0,980.30353,5.1576753,1.313226,0.0069092815,13.131891,0.06909088,0.017591635
238.0,53.447128,20.334007,0.0,980.33887,5.1285,1.312708,0.0068672411,13.126718,0.068670511,0.017577134
240.0,53.426224,20.224802,0.0,980.37366,5.0997586,1.3121982,0.0068258601,13.121625,0.068256743,0.017562866
242.0,53.405651,20.117228,0.0,980.40796,5.0714436,1.3116964,0.0067851283,13.116612,0.067849472,0.017548831
244.0,53.385399,20.011259,0.0,980.44177,5.0435491,1.3112024,0.0067450348,13.111679,0.067448571,0.01753502
246.0,53.365467,19.906872,0.0,980.47504,5.0160689,1.3107163,0.0067055696,13.106824,0.067053959,0.017521434
248.0,53.345844,19.804043,0.0,980.50781,4.988997,1.3102378,0.0066667218,13.102044,0.066665515,0.017508065
250.0,53.32653,19.702749,0.0,980.5401,4.9623275,1.3097669,0.0066284817,13.09734,0.066283152,0.017494911
252.0,53.307514,19.602968,0.0,980.57184,4.9360538,1.3093033,0.006590839,13.09271,0.065906763,0.01748197
254.0,53.288799,19.504677,0.0,980.60321,4.9101706,1.308847,0.0065537845,13.088151,0.065536253,0.017469235
256.0,53.270374,19.407852,0.0,980.63403,4.8846722,1.3083978,0.0065173078,13.083665,0.065171525,0.017456703
258.0,53.252239,19.312471,0.0,980.66443,4.8595524,1.3079556,0.0064814007,13.079248,0.064812481,0.017444374
260.0,53.234386,19.218517,0.0,980.69434,4.834806,1.3075204,0.0064460528,13.074902,0.064459033,0.017432241
262.0,53.216812,19.125963,0.0,980.72382,4.8104277,1.307092,0.0064112558,13.070621,0.064111099,0.017420301
264.0,53.199509,19.034792,0.0,980.75287,4.7864118,1.3066703,0.0063770008,13.066409,0.063768573,0.017408554
266.0,53.182476,18.944983,0.0,980.78149,4.7627525,1.3062551,0.0063432786,13.062263,0.063431382,0.017396992
268.0,53.16571,18.856512,0.0,980.80963,4.7394452,1.3058465,0.0063100802,13.058181,0.063099429,0.017385615
270.0,53.149204,18.769365,0.0,980.8374,4.7164841,1.3054442,0.0062773982,13.054163,0.062772639,0.017374421
272.0,53.132954,18.683517,0.0,980.86475,4.6938648,1.3050482,0.0062452238,13.050207,0.062450919,0.017363403
274.0,53.116955,18.598951,0.0,980.89166,4.6715813,1.3046584,0.0062135486,13.046313,0.062134195,0.017352561
276.0,53.101208,18.515648,0.0,980.91821,4.6496296,1.3042746,0.0061823647,13.04248,0.061822385,0.017341889
278.0,53.085701,18.433588,0.0,980.94434,4.6280046,1.3038968,0.0061516641,13.038706,0.061515406,0.017331388
280.0,53.070435,18.352753,0.0,980.97003,4.6067004,1.3035249,0.0061214394,13.03499,0.061213184,0.017321052
282.0,53.055408,18.273127,0.0,980.99542,4.5857139,1.3031586,0.0060916827,13.031333,0.060915641,0.017310882
284.0,53.040611,18.194687,0.0,981.02039,4.5650392,1.3027983,0.0060623866,13.027733,0.060622703,0.01730087
286.0,53.026043,18.117418,0.0,981.04498,4.544672,1.3024434,0.006033544,13.024188,0.060334299,0.017291019
288.0,53.011703,18.041306,0.0,981.06921,4.5246077,1.302094,0.006005147,13.020698,0.060050353,0.017281322
290.0,52.997581,17.966328,0.0,981.09302,4.5048423,1.3017501,0.0059771887,13.017262,0.059770793,0.017271778
292.0,52.983681,17.892469,0.0,981.11658,4.4853706,1.3014114,0.0059496625,13.01388,0.059495553,0.017262384
294.0,52.969994,17.819714,0.0,981.13971,4.4661884,1.301078,0.005922561,13.01055,0.059224561,0.01725314
296.0,52.956516,17.748045,0.0,981.16254,4.4472923,1.3007498,0.0058958777,13.007271,0.058957748,0.017244039
298.0,52.943249,17.677444,0.0,981.185,4.4286771,1.3004266,0.005869606,13.004043,0.058695052,0.017235082
300.0,52.930187,17.607901,0.0,981.20709,4.4103389,1.3001084,0.0058437395,13.000865,0.058436409,0.017226266
302.0,52.917324,17.539392,0.0,981.22888,4.3922734,1.2997953,0.0058182715,12.997736,0.058181744,0.01721759
304.0,52.904659,17.471909,0.0,981.25037,4.3744769,1.2994869,0.0057931957,12.994656,0.057931006,0.017209047
306.0,52.892193,17.405434,0.0,981.27155,4.3569455,1.2991832,0.0057685059,12.991623,0.057684127,0.017200639
308.0,52.879913,17.339949,0.0,981.29236,4.3396749,1.2988843,0.0057441955,12.988636,0.057441045,0.017192364
310.0,52.867825,17.275444,0.0,981.31287,4.3226614,1.2985899,0.0057202596,12.985696,0.057201702,0.017184218
312.0,52.855923,17.211901,0.0,981.33307,4.3059011,1.2983001,0.0056966916,12.982801,0.056966037,0.0171762
314.0,52.844204,17.149307,0.0,981.35297,4.2893901,1.2980148,0.0056734853,12.979951,0.056733996,0.017168306
316.0,52.832664,17.087646,0.0,981.37262,4.2731252,1.2977338,0.0056506358,12.977144,0.056505516,0.017160535
318.0,52.821304,17.026909,0.0,981.39191,4.2571025,1.2974572,0.0056281374,12.974381,0.056280546,0.017152887
320.0,52.810116,16.967077,0.0,981.41095,4.2413182,1.2971848,0.005605984,12.971661,0.056059029,0.017145356
322.0,52.799099,16.908138,0.0,981.42969,4.2257695,1.2969166,0.0055841701,12.968982,0.055840906,0.017137945
324.0,52.788254,16.85008,0.0,981.44818,4.2104516,1.2966526,0.005562691,12.966344,0.055626132,0.017130649
326.0,52.777573,16.792889,0.0,981.46637,4.1953621,1.2963926,0.0055415416,12.963747,0.055414651,0.017123466
328.0,52.767056,16.736551,0.0,981.48425,4.1804972,1.2961366,0.0055207158,12.961189,0.055206407,0.017116394
330.0,52.756699,16.681055,0.0,981.50189,4.165854,1.2958845,0.0055002091,12.958672,0.055001352,0.017109433
332.0,52.746502,16.626389,0.0,981.51929,4.1514287,1.2956363,0.0054800161,12.956192,0.054799441,0.017102581
334.0,52.736462,16.572536,0.0,981.53644,4.137218,1.2953919,0.0054601324,12.953751,0.054600619,0.017095834
336.0,52.726574,16.519489,0.0,981.55328,4.1232195,1.2951512,0.0054405532,12.951346,0.054404836,0.017089192
338.0,52.716839,16.467236,0.0,981.56989,4.1094294,1.2949142,0.0054212729,12.948979,0.054212049,0.017082654
340.0,52.707249,16.41576,0.0,981.58624,4.0958443,1.294681,0.0054022879,12.946649,0.054022212,0.017076217
342.0,52.697807,16.365055,0.0,981.60236,4.0824618,1.2944511,0.005383593,12.944354,0.053835273,0.01706988
344.0,52.688511,16.315105,0.0,981.61823,4.0692787,1.294225,0.0053651836,12.942094,0.053651191,0.01706364
346.0,52.679359,16.265903,0.0,981.63391,4.0562921,1.2940022,0.0053470554,12.939868,0.053469919,0.017057497
348.0,52.670341,16.217436,0.0,981.64929,4.043499,1.2937828,0.0053292038,12.937677,0.053291418,0.017051449
350.0,52.661465,16.169691,0.0,981.66449,4.0308962,1.2935667,0.0053116246,12.935519,0.05311564,0.017045496
352.0,52.652725,16.12266,0.0,981.67944,4.0184813,1.293354,0.0052943141,12.933394,0.05294254,0.017039634
354.0,52.644115,16.07633,0.0,981.69415,4.0062513,1.2931446,0.0052772672,12.931302,0.052772086,0.017033862
356.0,52.635639,16.030693,0.0,981.70868,3.9942038,1.2929384,0.0052604806,12.929241,0.052604228,0.017028181
358.0,52.627293,15.985737,0.0,981.72296,3.9823358,1.2927352,0.0052439496,12.927213,0.05243893,0.017022585
360.0,52.619072,15.941453,0.0,981.737,3.9706445,1.2925352,0.0052276705,12.925215,0.052276153,0.017017078
362.0,52.610977,15.897829,0.0,981.75085,3.9591277,1.2923383,0.0052116397,12.923247,0.052115854,0.017011654
364.0,52.603004,15.854857,0.0,981.76453,3.9477823,1.2921443,0.0051958528,12.921309,0.051957995,0.017006313
366.0,52.595154,15.812528,0.0,981.77802,3.9366059,1.2919532,0.0051803063,12.919402,0.051802538,0.017001057
368.0,52.587421,15.77083,0.0,981.79126,3.9255962,1.2917652,0.0051649967,12.917522,0.051649451,0.016995881
370.0,52.579811,15.729755,0.0,981.80426,3.9147506,1.29158,0.00514992,12.915672,0.051498692,0.016990783
372.0,52.572311,15.689293,0.0,981.81714,3.9040666,1.2913976,0.0051350724,12.913851,0.051350228,0.016985765
374.0,52.56493,15.649436,0.0,981.82983,3.8935421,1.2912179,0.0051204506,12.912056,0.051204018,0.016980823
376.0,52.557659,15.610173,0.0,981.84229,3.8831742,1.291041,0.0051060515,12.91029,0.051060036,0.016975958
378.0,52.550495,15.571498,0.0,981.85455,3.8729608,1.2908669,0.0050918711,12.908549,0.05091824,0.016971167
380.0,52.543446,15.5334,0.0,981.8667,3.8628998,1.2906953,0.005077906,12.906836,0.050778598,0.016966451
382.0,52.536499,15.49587,0.0,981.8786,3.8529887,1.2905264,0.0050641531,12.905149,0.050641079,0.016961806
384.0,52.529663,15.4589,0.0,981.89032,3.8432255,1.2903601,0.0050506094,12.903486,0.050505649,0.016957233
386.0,52.522926,15.422483,0.0,981.90192,3.8336077,1.2901962,0.005037271,12.90185,0.050372273,0.016952731
388.0,52.516293,15.386611,0.0,981.91333,3.8241334,1.2900349,0.0050241356,12.900238,0.050240923,0.016948296
390.0,52.509762,15.351274,0.0,981.92456,3.8148003,1.289876,0.005011199,12.898651,0.050111569,0.01694393
392.0,52.503326,15.316464,0.0,981.93561,3.8056064,1.2897195,0.004998459,12.897088,0.049984176,0.016939631
394.0,52.496994,15.282174,0.0,981.94647,3.7965496,1.2895654,0.0049859122,12.895549,0.049858715,0.016935397
396.0,52.490753,15.248397,0.0,981.95721,3.7876277,1.2894137,0.0049735554,12.894032,0.049735155,0.016931228
398.0,52.484608,15.215123,0.0,981.96777,3.7788389,1.2892642,0.0049613863,12.89254,0.049613472,0.016927123
400.0,52.478558,15.182347,0.0,981.97821,3.7701812,1.289117,0.0049494016,12.891069,0.049493633,0.016923081
402.0,52.472595,15.150061,0.0,981.98846,3.7616525,1.2889721,0.0049375989,12.889622,0.049375609,0.016919103
404.0,52.466728,15.118256,0.0,981.99854,3.7532511,1.2888293,0.0049259746,12.888196,0.049259372,0.016915182
406.0,52.460945,15.086926,0.0,982.00848,3.7449749,1.2886888,0.0049145268,12.886791,0.049144901,0.016911322
408.0,52.455254,15.056065,0.0,982.01831,3.7368221,1.2885503,0.0049032518,12.885408,0.049032159,0.016907522
410.0,52.449646,15.025663,0.0,982.02795,3.728791,1.288414,0.0048921481,12.884047,0.048921127,0.01690378
412.0,52.444126,14.995717,0.0,982.03748,3.7208796,1.2882797,0.0048812125,12.882705,0.048811775,0.016900096
414.0,52.438686,14.966217,0.0,982.04688,3.7130861,1.2881474,0.0048704422,12.881384,0.04870408,0.016896466
416.0,52.433331,14.937159,0.0,982.05609,3.7054088,1.2880172,0.0048598349,12.880083,0.048598014,0.016892893
418.0,52.428055,14.908533,0.0,982.06519,3.6978462,1.2878889,0.0048493883,12.878801,0.048493549,0.016889373
420.0,52.422859,14.880336,0.0,982.0741,3.6903963,1.2877625,0.0048390995,12.87754,0.048390668,0.016885908
422.0,52.417744,14.852559,0.0,982.08295,3.6830575,1.2876382,0.0048289662,12.876297,0.048289344,0.016882496
424.0,52.412704,14.825197,0.0,982.09161,3.6758282,1.2875156,0.0048189866,12.875072,0.048189551,0.016879134
426.0,52.407742,14.798244,0.0,982.10022,3.6687069,1.2873949,0.0048091575,12.873867,0.048091266,0.016875826
428.0,52.402855,14.771694,0.0,982.10864,3.6616914,1.287276,0.0047994773,12.87268,0.047994468,0.016872566
430.0,52.398041,14.745541,0.0,982.11694,3.6547809,1.2871591,0.0047899433,12.871511,0.047899134,0.016869357
432.0,52.393299,14.719777,0.0,982.12512,3.6479733,1.2870438,0.0047805533,12.870358,0.047805239,0.016866196
434.0,52.38863,14.694399,0.0,982.13318,3.6412673,1.2869302,0.0047713052,12.869225,0.047712766,0.016863083
436.0,52.384029,14.669399,0.0,982.14111,3.6346614,1.2868184,0.0047621969,12.868108,0.047621686,0.016860019
438.0,52.379498,14.644773,0.0,982.14893,3.628154,1.2867082,0.0047532259,12.867007,0.047531981,0.016857
440.0,52.375038,14.620515,0.0,982.15662,3.6217437,1.2865998,0.0047443905,12.865924,0.047443632,0.016854027
442.0,52.370644,14.596619,0.0,982.16425,3.6154292,1.2864929,0.0047356887,12.864857,0.04735662,0.016851101
444.0,52.366318,14.573079,0.0,982.17169,3.6092086,1.2863878,0.0047271182,12.863806,0.04727092,0.016848218
446.0,52.362053,14.549891,0.0,982.17908,3.603081,1.2862841,0.0047186771,12.862771,0.047186513,0.016845379
448.0,52.357857,14.527051,0.0,982.18628,3.5970447,1.286182,0.0047103632,12.861752,0.047103379,0.016842581
450.0,52.353722,14.504551,0.0,982.19342,3.5910983,1.2860816,0.004702175,12.860747,0.047021497,0.016839828
452.0,52.349651,14.482387,0.0,982.2005,3.5852408,1.2859826,0.0046941102,12.859758,0.046940856,0.016837116
454.0,52.345638,14.460553,0.0,982.2074,3.5794709,1.2858851,0.004686167,12.858784,0.046861429,0.016834447
456.0,52.34169,14.439046,0.0,982.21423,3.5737867,1.285789,0.0046783439,12.857824,0.046783198,0.016831817
458.0,52.337799,14.417861,0.0,982.22095,3.5681877,1.2856945,0.0046706381,12.85688,0.046706147,0.016829226
460.0,52.333965,14.396991,0.0,982.2276,3.5626719,1.2856013,0.0046630492,12.855949,0.046630263,0.016826674
462.0,52.330193,14.376433,0.0,982.23413,3.5572386,1.2855095,0.0046555744,12.855033,0.046555519,0.016824163
464.0,52.326473,14.356183,0.0,982.24054,3.5518863,1.2854191,0.0046482123,12.85413,0.0464819,0.016821688
466.0,52.322815,14.336235,0.0,982.24689,3.5466139,1.2853302,0.0046409611,12.853241,0.046409395,0.016819252
468.0,52.319206,14.316585,0.0,982.25311,3.5414202,1.2852424,0.0046338192,12.852365,0.046337981,0.016816853
470.0,52.315655,14.297228,0.0,982.25928,3.5363038,1.2851561,0.0046267854,12.851502,0.04626764,0.016814489
472.0,52.312157,14.27816,0.0,982.26532,3.5312638,1.2850711,0.0046198568,12.850654,0.046198361,0.016812162
474.0,52.308712,14.259377,0.0,982.2713,3.5262992,1.2849873,0.004613033,12.849816,0.046130128,0.01680987
