Time,MKKK,MKKK_P,MKK,MKK_P,MKK_PP,MAPK,MAPK_P,MAPK_PP,uVol,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9
0.0,90.0,10.0,280.0,10.0,10.0,280.0,10.0,10.0,1.0,1.0657894736842106,0.1388888888888889,0.23728813559322035,0.1,0.3,0.3,0.23728813559322035,0.1,0.2,0.2
0.01,89.99073106960788,10.009268930392135,280.0006258981834,10.001373245946345,9.998000855870309,279.9996275182227,10.001372480268886,9.999000001508435,1.0,1.0658345927746828,0.1389460750611129,0.23750810330995106,0.1001009359637244,0.29996401252789984,0.30002471706932954,0.23724068222744044,0.09998824134207158,0.19998799953808347,0.20001646885909927
0.02,89.98146224844001,10.018537751559998,280.0012500232456,10.002747021539832,9.99600295521465,279.9992556167326,10.002744378021148,9.998000005246292,1.0,1.0658797145837877,0.13900320172613093,0.23772806840825508,0.10020188838477216,0.29992804168904,0.3000494409551022,0.23719325839919228,0.09997648743196653,0.19997599814281197,0.20003292892147745
0.03,89.9721935434629,10.027806456537117,280.00187225332917,10.004121363128027,9.994006383542919,279.99888433508954,10.004115653490686,9.997000011419848,1.0,1.0659248391081246,0.13906026893389606,0.23794803071734819,0.10030285741722833,0.2998920890326946,0.30007417230866373,0.23714586613920688,0.09996473889362463,0.1999639958165526,0.20004937971269676
0.04,89.96292495715761,10.037075042842396,280.00249253731926,10.005496285920344,9.992011176760485,279.99851368960935,10.00548629022722,9.996000020163493,1.0,1.065969966343016,0.1391172767619185,0.2381679901759187,0.10040384313348885,0.2998561552156665,0.3000989114007526,0.23709850630015605,0.09995299599506983,0.19995199256081037,0.2000658210381939
0.05,89.95365648924931,10.046343510750686,280.00311087005906,10.006871791406438,9.990017338534585,279.9981436816087,10.006856286843991,9.995000031547349,1.0,1.0660150962841213,0.139174225304503,0.23838794679003208,0.1005048455511516,0.29982024031441906,0.3001236582551664,0.23705117896909297,0.09994125877228761,0.19993998837631918,0.20008225288415318
0.06,89.94438813918475,10.055611860815247,280.00372725105433,10.008247879684244,9.988024869261523,279.9977743108825,10.008225643482424,9.994000045635126,1.0,1.0660602289271288,0.13923111465746274,0.23860790057256107,0.1006058646822348,0.2997843443465216,0.30014841287065636,0.23700388415538987,0.09992952723770637,0.19992798326373626,0.2000986752550903
0.07,89.93511990636756,10.06488009363244,280.0043416802108,10.009624550730711,9.986033769058595,279.9974055770824,10.009594360425412,9.99300006249224,1.0,1.066105364267577,0.13928794491666924,0.23882785153741842,0.10070690053845748,0.2997484673245174,0.300173175243796,0.23695662186179237,0.09991780140180412,0.19991597722373955,0.20011508815721452
0.08,89.92585179018768,10.074148209812323,280.0049541575674,10.011001804482575,9.9840440379501,279.99703747981243,10.010962438002903,9.992000082184727,1.0,1.066150502300952,0.13934471617787142,0.23904779969884793,0.10080795313143046,0.29971260925927173,0.3001979453704358,0.23690939208883724,0.09990608127440195,0.19990397025701467,0.2001314915972955
0.09,89.91658379003114,10.083416209968858,280.0055646832074,10.012379640863285,9.982055675929347,279.9966700186607,10.01232987656042,9.991000104778896,1.0,1.0661956430227169,0.13940142853663576,0.23926774507118764,0.10090902247271992,0.2996767701610891,0.3002227232461871,0.23686219483632542,0.0998943668650958,0.19989196236425066,0.20014788558228605
0.1,89.90731590534483,10.092684094655176,280.00617325721896,10.013758059800065,9.980068682981022,279.996303193252,10.013696676413515,9.990000130334556,1.0,1.06624078642877,0.13945808208795138,0.23948768766733272,0.1010101085733027,0.2996409500401154,0.3002475088667296,0.2368150301038548,0.09988265818320737,0.19987995354605892,0.20016427011877572
0.11,89.89804813553911,10.101951864460897,280.0067798797003,10.015137061214073,9.978083059085696,279.9959370031843,10.015062837900208,9.989000158915598,1.0,1.0662859325147345,0.13951467692682637,0.23970762750104427,0.10111121144448038,0.299605148906419,0.3002723022276338,0.23676789789092428,0.09987095523814313,0.19986794380309997,0.20018064521361967
0.12,89.88878047995509,10.111219520044926,280.00738455076237,10.016516645016896,9.97609880422078,279.9955714480076,10.016428361398958,9.988000190593583,1.0,1.0663310812757187,0.13957121314848714,0.23992756458772838,0.10121233109818652,0.29956936677000845,0.3002971033242985,0.23672079819695616,0.09985925803951105,0.19985593313612668,0.2001970108741539
