ATF4,ATF6GB,ATF6T,ATF6p50,BAXmBCL2,BAXmT,BCL2T,BH3BCL2,BH3T,BiATF,BiPER,BiPT,BiRE1,BiUFP,CHOP,GADD34,IRE1A,PERKA,UFPT,WFS1,Xbp1s,mBiPT,mCHOP,mGADD34,mWFS1,mXbp1s,mXbp1u,Time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00994270128029139,0.00024089995931860146,0.04972600572707676,8.102644852156487e-06,0.024555592270311833,0.9866219217537366,0.09995001665639569,2.8084227957964963e-06,0.0009999500041091378,7.714171298380107e-08,1.0204128531658592e-06,8.305353757588394e-06,1.0204128531658594e-06,2.013666880140822e-07,8.180761767738226e-09,2.0218069868242714e-15,0.13812495452187126,0.13812495452187126,0.12993502166125107,4.0818068473684865e-11,4.9755703488787284e-08,0.0016583640266463735,2.4661066279881143e-06,1.0157117057141838e-12,2.0329480350469296e-08,1.6122396379917762e-05,0.0016422668807274362,0.01
0.019927763975597416,0.0009289911682097609,0.09890802670536927,6.304875940710458e-05,0.12416596145075338,1.9469604159060416,0.1998001331681585,1.4772872003125242e-05,0.0019998000527608087,9.752257600110142e-07,5.588814015084138e-06,3.311019612711252e-05,5.588814015084136e-06,2.555684856341132e-06,6.58453479550368e-08,6.533771311855536e-14,0.15268110509049576,0.15268110509049576,0.2597401732467015,1.279792364761539e-09,4.5364308744279177e-07,0.0033002682182142378,9.900453647911062e-06,1.636368848891306e-11,3.174731570894815e-07,7.125803781487466e-05,0.0032294040020304695,0.02
0.029902846737226114,0.0020161543624485825,0.1475520281962962,0.00020704226651263764,0.2470138768262401,2.881716737201236,0.2995504491627316,3.0380731217620877e-05,0.0029995502450928463,3.909060336997176e-06,1.4123598130825305e-05,7.424956536570534e-05,1.4123598130825304e-05,1.02838050657125e-05,2.2261002581547567e-07,4.969090277026148e-13,0.1575627437747285,0.15756274377472854,0.38941558456151326,9.523472722450375e-09,1.6020604902705327e-06,0.004925978460163604,2.231158060116559e-05,8.2881263717484e-11,1.5689664975654056e-06,0.00016486200905565788,0.0047630613467292745,0.03
0.03986795944719869,0.003458938873181456,0.19566392123851542,0.00047767264414303134,0.3612016097344934,3.7915908376967558,0.39920106401895133,4.56318933691063e-05,0.003999200739871845,9.815392746782985e-06,2.6002684006345697e-05,0.000131561469512928,2.6002684006345697e-05,2.592073018832822e-05,5.2832662199382e-07,2.0934458737090515e-12,0.15950354621067156,0.15950354621067156,0.518961385281109,3.9332020975115755e-08,3.868761961926347e-06,0.0065358183453328965,3.974720885762023e-05,2.617661746552423e-10,4.8414975155845575e-06,0.0002949073328887163,0.006246909210529004,0.04
0.04982311204299929,0.00521811736397781,0.2432495592702584,0.0009083635240023355,0.46837718589360383,4.677268717689752,0.4987520768660258,6.0571478788764325e-05,0.004998751755995026,1.920485423081817e-05,4.036759556632773e-05,0.00020488742792276258,4.0367595566327735e-05,5.0909106501398436e-05,1.033449672303875e-06,6.384087747420945e-12,0.16032032817769687,0.1603203281776969,0.6483777049512999,1.1765329384802339e-07,7.606887427186154e-06,0.008130162233884186,6.228940826392783e-05,6.385448779686662e-10,1.1542242068800552e-05,0.0004594336340248748,0.007685020908025888,0.05
0.05976831446946946,0.007258282960472829,0.29031473510394995,0.0015287785113685902,0.5724336548167749,5.539416985662855,0.5982035865814859,7.563708964640984e-05,0.005998203573404083,3.231087941724897e-05,5.6482470616969195e-05,0.0002940729465095289,5.648247061696923e-05,8.597535721245797e-05,1.7893566679620916e-06,1.5873401869693555e-11,0.16067095838871345,0.1606709583887135,0.7776646729884165,2.869870163334303e-07,1.3150784611530336e-05,0.009709428948859351,9.005018031173667e-05,1.3232119746134416e-09,2.3374143395600722e-05,0.0006567174736295943,0.009081638575430248,0.06
0.06970357666759211,0.009547483511646757,0.33686517950962097,0.0023651882240406054,0.6749185297352526,6.37868367654458,0.6975556917882431,9.101154351039153e-05,0.006997556534357352,4.9237247444408194e-05,7.380990439499434e-05,0.00039896793297283263,7.380990439499438e-05,0.00013151123814744145,2.8486260656347234e-06,3.428628674497218e-11,0.1608217058063324,0.1608217058063324,0.9068224186794377,6.081164121586453e-07,2.081842446353758e-05,0.011274076074797017,0.00012316747873782372,2.450516838801372e-09,4.229462683981431e-05,0.0008852670316179338,0.010441118645654675,0.07
0.0796289085708285,0.012056889937776327,0.38290656086324903,0.0034408021331459077,0.7764387050924588,7.195699252984935,0.7968084908508734,0.00010677054476811758,0.007996811045012247,7.003172489875716e-05,9.197363524837305e-05,0.0005194270577465432,9.197363524837306e-05,0.0001877654920039427,4.265277248138078e-06,6.681614152942402e-11,0.16088549178477152,0.1608854917847715,1.0358510711821196,1.1624399043183012e-06,3.091356546167566e-05,0.012824594802568952,0.00016180162434878442,4.1803760618890214e-09,7.047734976769203e-05,0.0011437880551102692,0.011767909549139952,0.08
0.08954432010372883,0.014760495993441949,0.42844448521652423,0.004776068516796983,0.8773130876025946,7.991077239626944,0.895962081871239,0.00012295819598491417,0.008995967577274567,9.471284120582194e-05,0.00011070741183746553,0.0006553100658601783,0.00011070741183746553,0.0002549132365052162,6.094976219008271e-06,1.2037745756829942e-10,0.16091118348122763,0.1609111834812276,1.1647507595251256,2.0539320077251027e-06,4.372758545795025e-05,0.01436150526481587,0.00020613207527472668,6.698392478175974e-09,0.00011027667162311192,0.0014311539926216332,0.013066528362523842,0.09
