Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,parameter_1,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_25,reaction_26,reaction_27,reaction_28,reaction_24
0.56,1099.6323468022622,2.1219167411788883e-06,4.643696105218372e-06,4.119991087699755e-09,7.881966647023016e-18,5.412486186191627e-18,1023.1690797901049,0.46480198429634373,2.6861980672467283,0.005685079697607723,3.814776459735298e-06,2.9306525499449017e-08,2.034872143336459,2.841467912449978e-05,97.59745086275603,269.7198099286055,7.205660959592312,2.794339040407688,0.02819830282688723,3.534927578697249,2.2393955045889933e-20,7.337718506903514e-12,100.36764854991452,5.3186676870185145e-08,4.8098788691348164e-05,76.54149902384492,19.895326942655455,0.0,1.0,4.2022869611212614e-05,4.643696105218372e-08,2.7187093135291065e-16,1.1822949970534523e-16,4.732233264454731e-19,2.0602438642218737e-21,7.649883244464359e-11,3.668859253451757e-12,-2.556438376805451,6.825222303895368,0.026861980672467284,8.074318591885439e-05,5.7221646896029474e-05,1.6499579152023995e-07,2.6962003459493093e-09,8.72694239685964e-05,1.420733956224989e-05,-2.016710517743398,7.86811093750456,7.205660959592312,0.00466252423155979,0.014099151413443615,2.8435031349398384e-07,4.893174272057033e-09,0.00015286466141030538,2.4049394345674082e-05,-11.501574073050977,-3.056201856119669
0.57,1099.6080072120733,2.273324928908411e-06,5.07780944202646e-06,4.605025442303206e-09,9.557128337089896e-18,6.711647286194594e-18,1022.9704410748943,0.4688074510676384,2.754239321758427,0.005953859723076727,4.054598664581079e-06,3.0967251622818865e-08,1.9915123542911242,2.915407029861725e-05,97.61647075515893,269.6117860534812,7.212016948274131,2.787983051725869,0.02809942495858885,3.393999431485031,2.759175632501474e-20,8.099210614001859e-12,100.39198770550429,5.601414492117956e-08,4.938283954448156e-05,76.65280495884147,19.925046745861106,0.0,1.0,4.4917516454423664e-05,5.07780944202646e-08,3.2544188402276165e-16,1.4335692505634845e-16,5.738930256395316e-19,2.538441581901356e-21,8.361043998771597e-11,4.0496053070009294e-12,-2.3157037135280714,6.837283978198752,0.027542393217584272,8.526424296069494e-05,6.081897996871619e-05,1.727637090329403e-07,2.8489871492993354e-09,8.941778164361908e-05,1.4577035149308626e-05,-1.7912748724327958,7.8214448529788,7.212016948274131,0.00372321948940137,0.014049712479294424,2.9119071331213576e-07,5.15330133274852e-09,0.00015269112560815877,2.469141977224078e-05,-10.767664250710546,-2.86175722279184
0.58,1099.5859500372298,2.431732758973116e-06,5.541444496257693e-06,5.134862758655298e-09,1.1538422706484655e-17,8.283393336971461e-18,1022.7809248865401,0.472773485830353,2.822390022230655,0.006229382779100859,4.303728827147667e-06,3.270622260494772e-08,1.952572419088663,2.9911979395164194e-05,97.63335322003486,269.50609292871434,7.217862613618367,2.782137386381634,0.027992015119483522,3.2620630872987046,3.3885337622497694e-20,8.930847609725841e-12,100.41404441618191,5.890747963552431e-08,5.06588959756705e-05,76.75700954902054,19.952884630757712,0.0,1.0,4.793653902398446e-05,5.5414444962576935e-08,3.8803322475121627e-16,1.7307634059726983e-16,6.939413038579997e-19,3.1174510612697878e-21,9.133106637383277e-11,4.4654238048629204e-12,-2.0994981725088557,6.848484039757386,0.02822390022230655,8.993905552635906e-05,6.4555932407215e-05,1.8095982160449016e-07,3.0089724796551903e-09,9.172123062901804e-05,1.4955989697582097e-05,-1.588800746594261,7.778196926274013,7.217862613618367,0.0028523236161311118,0.013996007559741761,2.980534755694314e-07,5.4194881264682366e-09,0.00015254750022792083,2.532944798783525e-05,-10.080776686112294,-2.6797813094791048
0.59,1099.565942826958,2.5972912396528674e-06,6.035852358047881e-06,5.712511288148512e-09,1.387289568427114e-17,1.0176882959976001e-17,1022.5998671425501,0.476702829800518,2.8906418499175817,0.0065116559498784084,4.562308041486183e-06,3.452771595204503e-08,1.917602318998975,3.068985151916695e-05,97.64831582514468,269.4025770690542,7.223235757690297,2.7767642423097034,0.02787678033879323,3.1385424621632736,4.148356450028519e-20,9.838572478574722e-12,100.43405113146724,6.186694990334368e-08,5.1927346287095955e-05,76.85456761739431,19.978961150890292,0.0,1.0,5.1082007456454186e-05,6.035852358047882e-08,4.609128811197688e-16,2.080934352640671e-16,8.367010818901157e-19,3.8164879340262376e-21,9.970467645603938e-11,4.919286239287361e-12,-1.9053226119801643,6.858883158492166,0.02890641849917582,9.476968613433517e-05,6.843462062229274e-05,1.8959801074028772e-07,3.1765498675881425e-09,9.417781398093615e-05,1.5344925759583475e-05,-1.4069442222405488,7.738113098138379,7.223235757690297,0.0020462611244531255,0.013938390169396615,3.049599479981408e-07,5.691759391107618e-09,0.00015244374068981915,2.5963673143547978e-05,-9.437872709051168,-2.509466478760637
0.6,1099.547776617389,2.77015161919507e-06,6.5623046478583005e-06,6.34110496234271e-09,1.6613498048121415e-17,1.244875147523325e-17,1022.4266545108447,0.4805980372172662,2.9589870710283512,0.0068006854231171115,4.830476898608759e-06,3.643614042917796e-08,1.8861975409900325,3.148910342137623e-05,97.66155411950518,269.30109521831565,7.22817138259605,2.771828617403951,0.027754389034801034,3.0228986149079113,5.063105894735149e-20,1.0828746153564474e-11,100.45221681395438,6.48930406736748e-08,5.318867318794794e-05,76.94590467116028,20.003389071330687,0.0,1.0,5.435597642772169e-05,6.562304647858301e-08,5.454928116773043e-16,2.492024707218212e-16,1.0060051399967932e-18,4.6580574231563365e-21,1.0877701971774064e-10,5.414373076782237e-12,-1.730930916283807,6.868537796102208,0.029589870710283513,9.975819721602028e-05,7.245715347913138e-05,1.9869125232411044e-07,3.3521249194843718e-09,9.678525779992632e-05,1.5744551710688115e-05,-1.243599553627659,7.700958265891022,7.22817138259605,0.001301593785829662,0.013877194517400517,3.11931896500061e-07,5.970159741978081e-09,0.00015238915227170345,2.659433659397397e-05,-8.836112787109027,-2.350058078508711
0.61,1099.531263886843,2.95046545200896e-06,7.1220933933341156e-06,7.023905399223664e-09,1.9819646786737262e-17,1.516399148628782e-17,1022.2607207220526,0.48446148700036695,3.0274184983772234,0.007096476552532261,5.10837556174259e-06,3.843602655690131e-08,1.8579951168976294,3.23111213195817e-05,97.67324354950512,269.20151369778057,7.232701884809508,2.7672981151904925,0.02762547277639227,2.9146274533222067,6.161308252538224e-20,1.1908163381866856e-11,100.46872898402798,6.798645551407092e-08,5.444344642278558e-05,77.03141871158836,20.026273850880063,0.0,1.0,5.776048675670343e-05,7.122093393334115e-08,6.433416402080987e-16,2.972947018010589e-16,1.2062449135136175e-18,5.668403592335167e-21,1.1859565595121776e-10,5.954081690933428e-12,-1.5743079032637581,6.877500478884226,0.030274184983772236,0.00010490665109755397,7.662563342613886e-05,2.0825174155144989e-07,3.53611444323492e-09,9.954106649825295e-05,1.615556065979085e-05,-1.0968781912316867,7.666514944436408,7.232701884809508,0.0006150222253791075,0.013812736388196136,3.1899138677861034e-07,6.254753907294524e-09,0.00015239240739589298,2.722172321139279e-05,-8.272843796150601,-2.200851060321541
0.62,1099.5162361007099,3.1383848025737852e-06,7.716530771000348e-06,7.764303980731971e-09,2.3557852819183845e-17,1.83970071632773e-17,1022.1015423984979,0.48829539533952604,3.095929450970462,0.007399033922282286,5.396143811161511e-06,4.0532018282608064e-08,1.8326688532740418,3.315725812828363e-05,97.68354177394056,269.1037077217126,7.236857262172359,2.763142737827642,0.027490627686583696,2.8132573325194303,7.476180440630307e-20,1.3084068112413156e-11,100.48375617498215,7.114811882711699e-08,5.5692316407883063e-05,77.11148213035506,20.04771414597431,0.0,1.0,6.129757014023162e-05,7.716530771000348e-08,7.561981028829717e-16,3.533677922877577e-16,1.4424411865655952e-18,6.878086005379883e-21,1.2920991261597823e-10,6.542034056206578e-12,-1.4336427668059297,6.885820083481815,0.030959294509704617,0.00011021711040360308,8.094215716742267e-05,2.1829088519434299e-07,3.728945681999942e-09,0.00010244253200856451,1.6578629064141814e-05,-0.9650837156265375,7.634581852102492,7.236857262172359,-1.661565909577903e-05,0.013745313843291848,3.2616066378775406e-07,6.545626932094763e-09,0.00015246154794632338,2.7846158203941532e-05,-7.745585830449434,-2.061186478227578
0.63,1099.5025420079994,3.3340622869846192e-06,8.346949032908618e-06,8.565823828433305e-09,2.790236771762846e-17,2.223267745320465e-17,1021.948635901945,0.4921018264394058,3.164513720033326,0.007708361401393074,5.693921090376512e-06,4.2728865260908824e-08,1.8099260319975725,3.402883239317256e-05,97.69259025995514,269.0075608273943,7.240665281912844,2.759334718087157,0.027350416104055787,2.718347039529033,9.046251340940326e-20,1.4364169062637509e-11,100.49744963647164,7.437917605147688e-08,5.69360073265585e-05,77.18644329978558,20.06780223419473,0.0,1.0,6.496925016214323e-05,8.346949032908618e-08,8.859853181490496e-16,4.1853551576442694e-16,1.7203150623508231e-18,8.3225512336651e-21,1.4067090626322796e-10,7.1820845313187546e-12,-1.307310696402352,6.893542085058803,0.03164513720033326,0.00011569163809300107,8.540881635564768e-05,2.288194103872582e-07,3.931055604003611e-09,0.00010548680725109357,1.701441619658628e-05,-0.8466944350605541,7.60497275846659,7.240665281912844,-0.0005963452430880097,0.013675208052027894,3.3346204958287476e-07,6.8428841967358725e-09,0.00015260400662440882,2.846800366327925e-05,-7.252021120992368,-1.9304485407896208
0.64,1099.4900456673543,3.537650979473881e-06,9.01470052626279e-06,9.432121763221573e-09,3.293590192547152e-17,2.6767603333844865e-17,1021.8015538707905,0.49588270157974407,3.2331655360400213,0.008024462198084864,6.001846597211244e-06,4.503141688816091e-08,1.7895035787693356,3.492712689331872e-05,97.70051614055902,268.9129642863205,7.244151656352534,2.7558483436474677,0.027205368020755273,2.629483718083002,1.0916136723934944e-19,1.5756655203154877e-11,100.50994530849756,7.768099526505621e-08,5.817531100338416e-05,77.25662821106455,20.086624449839587,0.0,1.0,6.877754021327516e-05,9.01470052626279e-08,1.0348258514882151e-15,4.940385288820728e-16,2.046371121005353e-18,1.0042845786020148e-20,1.5303150130357655e-10,7.878327601577439e-12,-1.1938515611841645,6.900708764196539,0.03233165536040021,0.00012133229719513606,9.002769895816867e-05,2.3984734208108e-07,4.1428903537108034e-09,0.00010867091131840242,1.746356344665936e-05,-0.7403432991311636,7.577515287923209,7.244151656352534,-0.0011270582230962882,0.013602684010377637,3.409178090203567e-07,7.146651564385171e-09,0.0001528266159589827,2.908765550169208e-05,-6.789982718924225,-1.8080616031753736
0.65,1099.478625046086,3.7493044922304904e-06,9.721157594664726e-06,1.0366990288219848e-08,3.875036304682619e-17,3.211138518336868e-17,1021.659882537155,0.49963980866102237,3.301879538942751,0.008347338907388084,6.3200593152327475e-06,4.744461536237669e-08,1.7711653495269413,3.585338801395733e-05,97.70743352725088,268.8198166046696,7.247340188400887,2.752659811599115,0.02705598262774807,2.5462810943431906,1.3137321585915e-19,1.7270210784338696e-11,100.52136522237225,8.10551651878531e-08,5.94110805010604e-05,77.32234187425489,20.104261556638406,0.0,1.0,7.272444536526916e-05,9.721157594664726e-08,1.2050577412262152e-15,5.812554457023929e-16,2.427982558435144e-18,1.20863358590418e-20,1.6634632898943444e-10,8.635105392169348e-12,-1.0919548070117457,6.907359425607384,0.03301879538942751,0.0001271411507492821,9.480088972849121e-05,2.513841037035189e-07,4.364904613338655e-09,0.0001119917863212812,1.7926694006978666e-05,-0.6448036314142964,7.552049926181484,7.247340188400887,-0.0016115146522518616,0.013527991313874036,3.485500763597591e-07,7.457075197282484e-09,0.00015313563197851584,2.97055402505302e-05,-6.357444817580294,-1.6934875901554667
0.66,1099.468170462484,3.969177081119732e-06,1.046771246025851e-05,1.1374359582194565e-08,4.5447668374297473e-17,3.8388095920795184e-17,1021.523238876041,0.5033748125289438,3.3706507473536775,0.008676993559270178,6.6486980207205756e-06,4.99734895340356e-08,1.7546991089663408,3.6808824864726454e-05,97.713444973806,268.72802301616423,7.25025292068647,2.749747079313531,0.026902729708534353,2.4683776805767508,1.5769113205615066e-19,1.891403041000142e-11,100.53181905841036,8.450349366537419e-08,6.064422428351787e-05,77.38386973612698,20.120789124859865,0.0,1.0,7.681196481214818e-05,1.046771246025851e-07,1.3992514473396634e-15,6.817150256144621e-16,2.873488964764867e-18,1.450758414916586e-20,1.8067175582939422e-10,9.45701520500071e-12,-1.000442656213579,6.9135306299100545,0.033706507473536776,0.00013312026217807875,9.973047031080863e-05,2.634385274066331e-07,4.597561037131275e-09,0.00011544630380485414,1.8404412432363227e-05,-0.5589733174736811,7.52842900768147,7.25025292068647,-0.002052346664315332,0.013451364854267176,3.563807716127983e-07,7.774321417214425e-09,0.00015353674807858943,3.0322112141758934e-05,-5.952513017853541,-1.5862234060551272
0.67,1099.458583487143,4.197423622611955e-06,1.125577722593384e-05,1.2458299439416226e-08,5.314057937655538e-17,4.573777916779075e-17,1021.391268395105,0.5070892625574646,3.4394745337305808,0.009013427658847245,6.9879013229489395e-06,5.2623149565853014e-08,1.7399144038408556,3.7794609391139124e-05,97.71864250430495,268.63749505387307,7.252910258238963,2.7470897417610387,0.026746051102320707,2.3954352454350567,1.8879594464631002e-19,2.069783383472773e-11,100.54140524460092,8.802800444030615e-08,6.187570029168387e-05,77.44147888713822,20.136277852596013,0.0,1.0,8.104209138231441e-05,1.1255777225933841e-07,1.620227752289971e-15,7.971086906483307e-16,3.3922959901716005e-18,1.7369226907460523e-20,1.9606591258529976e-10,1.0348916917363865e-11,-0.9182582781430408,6.919256367731563,0.034394745337305806,0.000139271694985528,0.00010481851984423409,2.760189523343452e-07,4.8413297600584776e-09,0.0001190313167249197,1.8897304695569562e-05,-0.4818636438193984,7.506515880058567,7.252910258238963,-0.0024520612600842685,0.013373025551160354,3.644315374128807e-07,8.098576408508166e-09,0.0001540351226701349,3.0937850145841934e-05,-5.573416034172374,-1.485798724163909
0.68,1099.4497757135637,4.434199726245641e-06,1.2086783748017516e-05,1.362302126725544e-08,6.195361150125832e-17,5.4318167251364174e-17,1021.2636427826179,0.5107846007736653,3.5083465987337696,0.00935664222712368,7.337807683778145e-06,5.5398781742294853e-08,1.7266401798541897,3.881187618610715e-05,97.72310876684115,268.54815011468634,7.255331094623374,2.7446689053766287,0.02658636204577707,2.3271372631104823,2.25467719384577e-19,2.263188086274736e-11,100.55021218600703,9.163093402740078e-08,6.310651052843307e-05,77.49541928537303,20.150793891329148,0.0,1.0,8.54168141417808e-05,1.2086783748017515e-07,1.8710766980636256e-15,9.293041725188747e-16,3.994989133866465e-18,2.0743030183381085e-20,2.1258867804776649e-10,1.131594043137368e-11,-0.8444525443969777,6.9245682425338035,0.0350834659873377,0.00014559751278225022,0.00011006711525667217,2.891332518352429e-07,5.0966879202911266e-09,0.0001227436679926142,1.9405938093053577e-05,-0.41258684531528367,7.486184049700521,7.255331094623374,-0.0028130444881089116,0.013293181022888534,3.727236796485231e-07,8.430045930520872e-09,0.0001546353973148926,3.155325526421654e-05,-5.218497334354835,-1.3917737607020642
0.69,1099.4416676324884,4.6796618711099116e-06,1.2962183494889175e-05,1.4872880086729958e-08,7.20239973880421e-17,6.430653109508082e-17,1021.1400577270709,0.5144621698256711,3.5772629469148858,0.009706637839121785,7.698555422202546e-06,5.830564373202592e-08,1.714722599487389,3.986172249181307e-05,97.72691809002905,268.4599110516044,7.25753292936362,2.7424670706363807,0.026424052457286056,2.2631874585466,2.685983111886052e-19,2.472698613783712e-11,100.55831939043067,9.531472787146579e-08,6.433769592123006e-05,77.54592490470696,20.164399151278406,0.0,1.0,8.993812153569586e-05,1.2962183494889176e-07,2.15517759798668e-15,1.0803599608206316e-15,4.693455486163206e-18,2.4711044629351678e-20,2.3030164990398106e-10,1.236349306891856e-11,-0.7781719039606152,6.929495648968713,0.03577262946914886,0.00015209977943944725,0.00011547833133303819,3.0278884484379634e-07,5.3641192233463845e-09,0.00012658019018600252,1.9930861245906535e-05,-0.3503447153898307,7.467316387536318,7.25753292936362,-0.003137565844363456,0.013212026228643028,3.8127811469059424e-07,8.768954964174852e-09,0.00015534171430031288,3.216884796061503e-05,-4.886207318532491,-1.3037371920626923
0.7,1099.4341879424355,4.933967339446874e-06,1.3883447607773292e-05,1.6212376440663263e-08,8.350267991245053e-17,7.59015650891333e-17,1021.0202313467802,0.5181232191483721,3.64621986733836,0.010063414654960703,8.070282737563912e-06,6.134906072168113e-08,1.7040237098571402,4.094520902012041e-05,97.73013712567996,268.37270584132114,7.259531960136454,2.7404680398635466,0.02625948827329743,2.2033086069359546,3.192040602495761e-19,2.6994533600999223e-11,100.56579815787778,9.908203513399154e-08,6.557033108550702e-05,77.59321468187812,20.177151553499403,0.0,1.0,9.460799989581217e-05,1.3883447607773292e-07,2.4762200673851657e-15,1.252540198686758e-15,5.5010089334720886e-18,2.9366773542961e-20,2.4926820487919593e-10,1.3497266800499612e-11,-0.7186509768297178,6.9340659142818275,0.0364621986733836,0.0001587805587553367,0.00012105424106345869,3.169928191318391e-07,5.644113586394664e-09,0.0001305377627216481,2.0472604510060204e-05,-0.2944216194852043,7.449804502460377,7.259531960136454,-0.003427781309237987,0.013129744136648715,3.9011533660649695e-07,9.115547232327221e-09,0.00015615775015889635,3.278516554275351e-05,-4.575096855268983,-1.2213044296334217
0.71,1099.4272724866494,5.197274030762844e-06,1.4852067033798008e-05,1.7646158293341044e-08,9.655542177550275e-17,8.932562511101591e-17,1020.9039021447705,0.5217689105616997,3.7152139128414685,0.010426972454286452,8.45312778255744e-06,6.453442217997127e-08,1.6944193811327475,4.206335985664581e-05,97.7328258473355,268.2864672054097,7.261343191785238,2.738656808214763,0.026093012621011637,2.1472411814903345,3.784418814683312e-19,2.9446491368610883e-11,100.57271264360799,1.0293570634117045e-07,6.680551972702477e-05,77.63749358378018,20.189105313652938,0.0,1.0,9.942842920634775e-05,1.4852067033798007e-07,2.8382260259272747e-15,1.4483313266325411e-15,6.4325362874273214e-18,3.481665309508647e-20,2.6955343477912346e-10,1.4723245684305442e-11,-0.6652011058861795,6.938304423363832,0.03715213912841469,0.0001656419140711992,0.0001267969167383616,3.3175186092524025e-07,5.937166840557357e-09,0.00013461328227415672,2.1031679928322906e-05,-0.24417376746989206,7.433548007494401,7.261343191785238,-0.003685738781423059,0.013046506310505818,3.992553310243205e-07,9.470084983387681e-09,0.0001570867267940674,3.3402759863512386e-05,-4.2838100569420545,-1.144115697125906
0.72,1099.420863740601,5.469740602288957e-06,1.5869552409747574e-05,1.9179023006395423e-08,1.113639027362421e-16,1.0482688546405209e-16,1020.7908277416353,0.5254003243759826,3.784241882873475,0.010797310662518655,8.847228639884955e-06,6.786717852062551e-08,1.6857983168282096,4.321716366732118e-05,97.73503802747297,268.20113232912246,7.2629805126544,2.7370194873456017,0.025924947034750248,2.09474233045141,4.476241483573946e-19,3.20954260129754e-11,100.57912037063583,1.0687878623123673e-07,6.804439002170099e-05,77.67895341453487,20.20031115671007,0.0,1.0,0.00010440138633836361,1.5869552409747573e-07,3.24557308447384e-15,1.6704585410436316e-15,7.504640269956519e-18,4.11814216488803e-20,2.9122422101293367e-10,1.60477130064877e-11,-0.6172048560239247,6.942234757436184,0.03784241882873475,0.0001726859081433329,0.00013270842959827434,3.4707239901652833e-07,6.243780423897547e-09,0.00013880371774413112,2.160858183366059e-05,-0.19902402583994494,7.418454001604893,7.2629805126544,-0.003913381036684798,0.012962473517375124,4.087175866979193e-07,9.83284833327378e-09,0.00015813144697642085,3.402219501085049e-05,-4.011078793384686,-1.0718345653469987
0.73,1099.414909966562,5.7515265649544995e-06,1.6937433973810522e-05,2.0815919310868923e-08,1.281269524854349e-16,1.226819235354705e-16,1020.6807831748371,0.5290184664469982,3.853300803424065,0.011174428381509251,9.252723301839803e-06,7.135283753608087e-08,1.6780604151916811,4.4407573899351155e-05,97.73682203069319,268.1166425338091,7.264456787468804,2.735543212531198,0.025755592557978765,2.045584701818201,5.282378724238541e-19,3.495451719997617e-11,100.5850730751534,1.109145092749601e-07,6.92880904409228e-05,77.71777374304922,20.210816563569548,0.0,1.0,0.00010952884723778428,1.6937433973810523e-07,3.703019060007748e-15,1.9219042872815233e-15,8.735807707076203e-18,4.859788426299457e-20,3.1434918481395627e-10,1.7477258599988085e-11,-0.5741069169688764,6.9458788495174035,0.03853300803424065,0.000179914603604011,0.00013879084952759705,3.6296056996472803e-07,6.56446105331944e-09,0.00014310608539470007,2.2203786949675577e-05,-0.1584533993230739,7.404436445531495,7.264456787468804,-0.004112550919112664,0.012877796278989382,4.1852105462677593e-07,1.020413485329633e-08,0.0001592943070468617,3.46440452204614e-05,-3.755716435609105,-1.004146286883115
0.74,1099.4093647261698,6.042792235404544e-06,1.8057261608499024e-05,2.2561949226108762e-08,1.4706179474276837e-16,1.4319827499359724e-16,1020.5735597183111,0.532624272804763,3.9223879123268817,0.011558324412885587,9.669749684300985e-06,7.499696221560993e-08,1.671115826705198,4.5635509836888195e-05,97.73822126878105,268.03294301938547,7.265783927088255,2.7342160729117464,0.025585230833308197,1.9995555054970868,6.219632112215858e-19,3.803757204781438e-11,100.59061719396887,1.1504629357268775e-07,7.053778572480215e-05,77.754122643026,20.220665967811488,0.0,1.0,0.0001148127858454678,1.8057261608499025e-07,4.2157276964291225e-15,2.2059269211415256e-15,1.0146577455219173e-17,5.722061543238589e-20,3.3899873228288014e-10,1.901878602390719e-11,-0.5354088684277283,6.949257089447794,0.039223879123268815,0.00018733006264385021,0.00014504624526451477,3.7942229617780175e-07,6.899720523836114e-09,0.00014751747872877353,2.2817754918444097e-05,-0.12199611069549121,7.391415690380586,7.265783927088255,-0.004284994892345274,0.012792615416654099,4.286841381568314e-07,1.0584259008687273e-08,0.00016057732641626545,3.5268892862401074e-05,-3.5166128531973095,-0.9407564611132082
0.75,1099.4041863148018,6.343698824657604e-06,1.9230604749654183e-05,2.4422370035568933e-08,1.6840538398288145e-16,1.6671730662585156e-16,1020.468963616372,0.5362186143119955,3.9915006442787773,0.011948997281634167,1.0098445633116902e-05,7.880516856176745e-08,1.6648838592977457,4.69018575958822e-05,97.73927472986806,267.94998260152005,7.266972960717528,2.733027039282474,0.025414125142880342,1.9564555604860978,7.306951237016922e-19,4.1359040018144725e-11,100.59579443013003,1.1927773507725945e-07,7.179465313864656e-05,77.78815744485703,20.22990095558301,0.0,1.0,0.00012025517614132298,1.9230604749654184e-07,4.789295738896854e-15,2.526080759743222e-15,1.1759727755312108e-17,6.722395138055568e-20,3.6524505676201154e-10,2.0679520009072363e-11,-0.5006631022082448,6.952388428096605,0.039915006442787775,0.00019493434683970465,0.00015147668449675352,3.964633116020662e-07,7.250075507682606e-09,0.00015203506949397147,2.34509287979411e-05,-0.08923390542732967,7.3793179917869285,7.266972960717528,-0.004432367350743264,0.012707062571440171,4.3922468270251274e-07,1.0973551627107869e-08,0.0001619821686002178,3.589732656932328e-05,-3.2927293505959776,-0.881389684784347
0.76,1099.3993372272616,6.6544085732892675e-06,2.0459052256797402e-05,2.640259627667358e-08,1.9241581362554991e-16,1.93617294565865e-16,1020.3668148854049,0.5398023013994427,4.060636616360902,0.012346445258426774,1.0538948915449487e-05,8.278312356064394e-08,1.6592919439274225,4.8207471115166384e-05,97.7400174785345,267.8677134628305,7.268034104052127,2.731965895947874,0.025242521395221304,1.916098391814438,8.565669113463411e-19,4.4934027836434216e-11,100.60064228723886,1.2361260164042498e-07,7.305987900177335e-05,77.82002544828593,20.238560455012696,0.0,1.0,0.00012585799524547517,2.0459052256797402e-07,5.429781403033393e-15,2.8862372043832487e-15,1.3600475857170973e-17,7.880415584386338e-20,3.931621251700921e-10,2.2467013918217108e-11,-0.4694670803991752,6.955290482574314,0.04060636616360901,0.00020272951715178284,0.0001580842337317423,4.140891706160765e-07,7.616047367579242e-09,0.0001566561004193183,2.4103735557583192e-05,-0.05979067579721509,7.368075052067676,7.268034104052127,-0.004556234963037208,0.012621260697610652,4.5015996881858486e-07,1.1372359350919097e-08,0.000163510160041192,3.6529939500886676e-05,-3.083093876761134,-0.8257882757946093
0.77,1099.3947838268002,6.975084659808614e-06,2.1744212502329187e-05,2.8508201638594994e-08,2.1937377615187213e-16,2.2431657635728867e-16,1020.2669464188546,0.5433760880947891,4.129793616067463,0.012750666378133194,1.0991397223022038e-05,8.693654384361417e-08,1.6542749949164623,4.95531732405451e-05,97.74048096449442,267.786090946536,7.268976813652003,2.731023186347999,0.025070649067615632,1.8783094723460063,1.0019742436948268e-18,4.8778313765932865e-11,100.6051944004305,1.2805482668822432e-07,7.433465540913295e-05,77.84986452069127,20.246680895184763,0.0,1.0,0.00013162322133254925,2.1744212502329187e-07,6.143734061547159e-15,3.290606642278082e-15,1.569668440089611e-17,9.218163041992407e-20,4.228257374417093e-10,2.4389156882966432e-11,-0.44145978369430416,6.957979627082397,0.041297936160674634,0.00021071763372583453,0.00016487095834533057,4.323053224629913e-07,7.998162033612503e-09,0.00016137791233813287,2.477658662027255e-05,-0.03332912505590535,7.357623653477672,7.268976813652003,-0.004658080001320425,0.012535324533807816,4.615067147237984e-07,1.1781044055316637e-08,0.00016516231895858028,3.716732770456648e-05,-2.886797000120901,-0.7737111989510488
0.78,1099.3904958500068,7.305890838708896e-06,2.3087713678693983e-05,3.074492078319842e-08,2.495841737664199e-16,2.592771791500162e-16,1020.1692028720402,0.5469406751674103,4.198969589119334,0.01316165846021643,1.1455928246419807e-05,9.127119462870811e-08,1.6497744510462644,5.0939756238197194e-05,97.74069348639144,267.7050733248845,7.269809850295763,2.7301901497042373,0.02489872211218896,1.8429253819665041,1.1696042980795763e-18,5.29083623286028e-11,100.60948103148193,1.3260850548368522e-07,7.562017711263157e-05,77.87780376064323,20.25429638249236,0.0,1.0,0.00013755282535718994,2.3087713678693985e-07,6.9382249490111834e-15,3.743762606496298e-15,1.8079094667467308e-17,1.0760359542332101e-19,4.5431348574701784e-10,2.64541811643014e-11,-0.41631639017468025,6.960471062957315,0.041989695891193335,0.00021890075541929643,0.0001718389236962971,4.511170475238624e-07,8.396949905841147e-09,0.00016619792237242267,2.5469878119098597e-05,-0.009545793382963907,7.347905234053242,7.269809850295763,-0.004739305058270617,0.01244936105609448,4.7328101942030765e-07,1.219998250449904e-08,0.00016693936733843878,3.781008855631578e-05,-2.702987465951776,-0.7249328836638258
0.79,1099.3864461628987,7.646991628410513e-06,2.44912036330967e-05,3.3118651344145706e-08,2.833777021400896e-16,2.990083659623469e-16,1020.0734399406149,0.5504967137609825,4.268162629270322,0.013579419123679862,1.1932679641511129e-05,9.579288884071126e-08,1.6457378045326079,5.2367983290166956e-05,97.74068041891208,267.6246216265133,7.270541323342115,2.7294586766578877,0.024726939803539797,1.8097931681383432,1.3624633368689978e-18,5.734133910297921e-11,100.61352931272175,1.3727788766212616e-07,7.691763880289775e-05,77.90396400251136,20.261438834629956,0.0,1.0,0.00014364877537081672,2.44912036330967e-07,7.820879884193633e-15,4.250665532101344e-15,2.0781558391239993e-17,1.253466269919478e-19,4.877048264189734e-10,2.8670669551489604e-11,-0.39374566031110625,6.962778900373068,0.04268162629270322,0.00022728093963429063,0.00017899019462266693,4.7052955578116845e-07,8.812945773345435e-09,0.0001711136508641631,2.6183991645083478e-05,0.011831398476974897,7.338865588373305,7.270541323342115,-0.004801235970595091,0.012363469901769899,4.854984066037541e-07,1.2629565664915608e-08,0.00016884176077033207,3.845881940144888e-05,-2.5308688088035405,-0.6792423194481887
