aca,akg,biosyn,cit,coa,fa,gly,icit,mal,oaa,sca,suc,Time
0.5,0.2,0.1,3.0,0.0001,0.3,4.0,0.018,1.8,0.004,0.04,0.6,0.0
0.5,0.10734423461408796,0.1,2.4636636926559787,0.0001,0.6421877356899269,3.9910953299497125,0.43229781954600627,0.7258705692318674,0.004,0.21058049633374595,0.5634901092705323,0.01
0.5,0.07720673013617001,0.1,1.9971229673896567,0.0001,0.8297171451428176,3.980672345085343,0.7663783807650534,0.3575580435802956,0.004,0.3252320562186699,0.5337463649161294,0.02
0.5,0.07110126685304125,0.1,1.5987914924120072,0.0001,0.9099422536099941,3.9698262517438225,1.0327804950013004,0.2877319910791473,0.004,0.41619009811482904,0.5068842016025139,0.03
0.5,0.07227845300810593,0.1,1.265545201323453,0.0001,0.9581006988601112,3.959022618261122,1.2358280480159456,0.2811059278055952,0.004,0.49985241945772835,0.48186265309529835,0.04
0.5,0.07545556674987564,0.1,0.9926303951561908,0.0001,0.9962888030765549,3.948332408328214,1.380826157852213,0.283783067996857,0.004,0.5814305179597481,0.458375830495524,0.05
0.5,0.07917758391024639,0.1,0.7739265197799488,0.0001,1.0287697924438417,3.937743784789598,1.4742371316093004,0.28727797348210543,0.004,0.6623622742110828,0.43629555355718025,0.06
0.5,0.08304194417485102,0.1,0.6023889638341007,0.0001,1.05670370272959,3.927234368659598,1.5232869786867318,0.29041383658632075,0.004,0.7430460225293659,0.4155404897769042,0.07
0.5,0.08693288268302778,0.1,0.4705800637449667,0.0001,1.0807044975562146,3.91678274667405,1.535430906517477,0.29308950298920067,0.004,0.8235958639193447,0.3960482745389535,0.08
0.5,0.09081554380198563,0.1,0.37119136012509224,0.0001,1.1012407714346781,3.9063701510097353,1.5178384796714366,0.2953503486634989,0.004,0.9040444919518773,0.37776707572482615,0.09
0.5,0.09467880638002281,0.1,0.29747378354824616,0.0001,1.118708127897662,3.8959805601366106,1.4769968790396752,0.29725301651787667,0.004,0.9843993531643237,0.36065154082260603,0.1
0.5,0.098518107937574,0.1,0.243525386375557,0.0001,1.1334506131802886,3.8856004810895213,1.418475455007324,0.29884656748815974,0.004,1.0646593437811918,0.34466014114956806,0.11
0.5,0.10233021527232608,0.1,0.20442472989235083,0.0001,1.145771203393669,3.875218632606843,1.3468475164728593,0.3001720531412757,0.004,1.1448196659413628,0.32975323316179245,0.12
0.5,0.10611162991236354,0.1,0.17623240457812786,0.0001,1.1559391875108436,3.864825601449922,1.2657322470184988,0.30126430540114413,0.004,1.2248729418239248,0.3158915918163666,0.13
0.5,0.10985777980377577,0.1,0.1559019822218378,0.0001,1.1641959370380055,3.8544135135201807,1.177909404802757,0.30215297215313314,0.004,1.3048093245014851,0.30303532768920194,0.14
