Time,MPFc,preMPFc,StgPc,Wee1c,Wee1Pc,Stgm,Xp,Stgc,Xm,MPFn,preMPFn,Wee1Pn,Wee1n,StgPn,Stgn,FZYa,IEa_1,N,ksc,kdc,kdnp,kdn,kaie,kiie,kafzy,kifzy,kweep,kwee,kstgp,kstg,ksstg,kdstg,kastgp,kastg,kistg,kawee,kiweep,kiwee,kt,Jaie,Jiie,Jafzy,Jifzy,Jastg,Jistg,Jawee,Jiwee,Jm,kdmp,kdm,koutw_1,kinw_1,kouts_1,kins_1,kez_1,factor_1,E_1,ksxp_1,ksxm_1,kout_1,CycBT,StringT,Wee1T,StgPT,nuclei,cytoplasm,R_1,R_2,R_3,R_6,R_7,R_8,R_9,R_10,R_12,R_13,R_14,R_15,R_16,R_19,importofMPFintocytoplasm_1,_16,exportofMPFfromnucleus_1,importofpreMPFintocytoplaslm_1,R_20,_18,exportofpreMPFnfromnucleus_1,R_21,_182_1,R_22,_20,R_23,_22,R_24,_24,R_25,_26,R_26,_28,R_27,_30,R_28,_32,R_29,R_30,R_33,R_34,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,Nuclei_1,_50,_51
0.0,1.0,0.0,0.8,0.0,0.8000560039202744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.99993,0.8,0.8,0.799944,1.0,1.0,0.01,0.0,0.005,0.0,0.01,0.0,0.28235410381101567,0.0019047619047619048,0.0,0.0,0.28235294117647053,0.0,0.0,1.0500735051453601e-05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2403136329310733e-06,0.032002240156810975,0.0,0.0,0.0,0.0,0.0,0.0,4.480313621953537e-06,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0
0.01,0.9999371919094688,6.270308843632597e-05,0.7974326811672243,0.0025648809930305257,0.7974911005252281,0.9999809523895745,2.5000000187403355e-11,0.0025672740341204556,5.000000000000002e-06,0.0014998434783963163,8.144525484555429e-08,0.0003101223378269175,9.88405877462227e-06,0.0006202326466652829,1.9703339780775562e-05,2.1152925769233213e-08,6.527041438679445e-06,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.99993,0.8,0.8,0.7973769042958279,1.0,1.0,0.01,0.00011254360154575518,0.0075644058573002574,6.270308843632597e-07,0.00999937191909469,0.04927945538441666,0.28230069909795646,0.0019047601820560529,0.0,0.04883480902727115,0.28229947896352126,0.0,0.0,1.0500075520335846e-05,0.0,0.14999057878642033,0.0,0.0,6.58428518577723e-10,9.405463265448894e-06,0.0,3.101223378269175e-06,2.1710083353718987e-10,2.2331314006686853e-06,0.03189964402100912,9.88405877462227e-08,6.91932549502024e-12,7.182169532352736e-09,0.00010259523972122103,1.2404652933305659e-05,8.683864923858631e-10,4.465935630030558e-06,0.06379461449337795,3.9406679561551126e-07,2.7586606755558676e-11,1.4377741032946857e-08,0.00020538192272963646,1.6390080981053232e-08,7.5140419330747845e-06,8.14455132663688e-10,1.499848237307981e-05,0.00026091135962157054,0.0014849934469995504,6.462417264665797e-06,4.230576204940201e-07,2.2728532764810993e-06,0.0018492640650591956,5.908056965487882e-07,0.0036757988707474386,0.0,0.0,0.0,0.0005,5.0000000000000026e-09
0.02,0.9998523261686197,0.00014746383770796497,0.7952921225118204,0.004699476207181678,0.7953564829113019,0.9999619047963261,1.0000000015893551e-10,0.004707787899830616,1.0000000000000003e-05,0.0029993504999559417,3.4920229181980447e-07,0.0006015080556386277,3.8472727604863445e-05,0.0012032719393703622,7.647202200807238e-05,1.4682879717419736e-07,2.3147838041807513e-05,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999300000000064,0.8,0.8,0.7952365362922803,1.0,1.0,0.01,0.00026404642451060515,0.009698043848367782,1.4746383770796497e-06,0.009998523261686197,0.08676092183444731,0.282256006426612,0.0019047584692885027,0.0,0.08604063266774302,0.2822546554019374,0.0,0.0,1.0499184367676244e-05,0.0,0.14997784892529295,0.0,0.0,1.548478689441893e-09,2.2119575656194746e-05,0.0,6.015080556386277e-06,4.210851149050827e-10,2.2271540529353508e-06,0.03181425931645208,3.8472727604863446e-07,2.693279461902774e-11,1.3159454541926632e-08,0.00018797904828726713,2.4065438787407244e-05,1.6846986440235886e-09,4.453947662402562e-06,0.06362336980094563,1.5294404401614475e-06,1.0706832559409291e-10,2.6365457821098924e-08,0.00037662303198644927,7.068082900178208e-08,1.5112145694556026e-05,3.492099827626762e-09,2.9994165586098735e-05,0.000923775181842667,0.0029696532797321763,2.2918651493224087e-05,2.9365328267256663e-06,9.99471893451791e-06,0.0035661470107407225,4.580322618209797e-06,0.007049970990887961,0.0,0.0,0.0,0.0005,1.0000000000000004e-08
0.03,0.9997495436822879,0.0002501413429677335,0.7934819445679084,0.006501488060823715,0.7935544486601251,0.9999428572201556,2.2500000016145684e-10,0.006517921063008547,1.4999999999999994e-05,0.004498490417987857,8.339220780498321e-07,0.0008756299995275376,8.429316683037718e-05,0.0017523094468241886,0.00016711450576392992,4.323487080131401e-07,4.6558217033274115e-05,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999300000000076,0.8,0.8,0.79342652349345,1.0,1.0,0.01,0.00044699354706327724,0.01149860744047579,2.5014134296773348e-06,0.009997495436822879,0.11618941072145775,0.2822181010083871,0.0019047567664586694,0.0,0.11529597136517698,0.28221657251041204,0.0,0.0,1.0498105076019344e-05,0.0,0.14996243155234318,0.0,0.0,2.6266679679189557e-09,3.752120144516002e-05,0.0,8.756299995275377e-06,6.129839085428743e-10,2.2221080038086172e-06,0.031742177946405006,8.429316683037718e-07,5.90093474355845e-11,1.8205440951172986e-08,0.0002600595224329486,3.504618893648377e-05,2.4534049639013366e-09,4.443809956277227e-06,0.06347855556543268,3.3422901152785984e-06,2.339766864375525e-10,3.650291315676883e-08,0.0005214336850406838,1.697069946805304e-07,2.2871644093227587e-05,8.339761598197864e-09,4.498782155465891e-05,0.001853698193052333,0.004453948855655575,4.609724439007246e-05,8.646600325614852e-06,2.4401336113922806e-05,0.005163356205332508,1.4985175254587182e-05,0.010157862318925286,0.0,0.0,0.0,0.0005,1.4999999999999995e-08
0.04,0.9996321001455596,0.00036747990914120414,0.7919346754619268,0.008039214463854296,0.7920166998618003,0.9999238096609637,4.000000001708257e-10,0.008065145397213678,1.9999999999999998e-05,0.005997237418181502,1.5614112129195189e-06,0.001133820486963794,0.00014601305943394535,0.00227017399098092,0.00028880199364889856,8.988268141665336e-07,7.456518381218123e-05,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.999930000000015,0.8,0.8,0.7918793989468238,1.0,1.0,0.01,0.0006555361469972765,0.013034417338751027,3.6747990914120414e-06,0.009996321001455597,0.13984767122781552,0.28218562648168144,0.00190475507356597,0.0,0.13884712035497418,0.2821838909393175,0.0,0.0,1.0496871832556653e-05,0.0,0.14994481502183393,0.0,0.0,3.858809162624026e-09,5.512198637118062e-05,0.0,1.133820486963794e-05,7.937299019677935e-10,2.2178020057534436e-06,0.031680667994472014,1.4601305943394536e-06,1.0221629674453386e-10,2.2511376295132685e-08,0.00032156857855417185,4.54034798196184e-05,3.178466079998888e-09,4.435144642711779e-06,0.06335477403695414,5.776039872977972e-06,4.0435109568515595e-10,4.516797598271538e-08,0.0006452116317770942,3.1937159283349555e-07,3.086186207448793e-05,1.5616217286594357e-08,5.99804598985186e-05,0.0029605320905359816,0.005937854445821042,7.382691400851934e-05,1.7974920649264467e-05,4.658008554242252e-05,0.0066520776826338645,3.4441347856632806e-05,0.013029461072997187,0.0,0.0,0.0,0.0005,1.9999999999999997e-08
0.05,0.9995026145490923,0.0004968605455549094,0.7906010079046158,0.009362506548631185,0.7906933853839692,0.9999047621186512,6.250000001705978e-10,0.009398768191704278,2.5e-05,0.007495569455275403,2.5536946026409857e-06,0.00137729320772676,0.00022241872121197827,0.0027593947225186695,0.0004390053605065228,1.5475407745669781e-06,0.0001057155018270669,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.999930000000011,0.8,0.8,0.790545858991693,1.0,1.0,0.01,0.0008850090053184792,0.014355362846835331,4.968605455549094e-06,0.009995026145490924,0.15921623578737032,0.28215758532089663,0.0019047533906098215,0.0,0.15815299992132265,0.2821556245365553,0.0,0.0,1.049551213861517e-05,0.0,0.14992539218236384,0.0,0.0,5.217400946392795e-09,7.452908183323641e-05,0.0,1.37729320772676e-05,9.64172737500357e-10,2.2140964658277213e-06,0.031627735415358765,2.2241872121197828e-06,1.5570400412867379e-10,2.6216853515913433e-08,0.00037450026194524744,5.518789445037339e-05,3.863423051139716e-09,4.427675581556558e-06,0.06324808063236927,8.780107210130456e-06,6.146505302462492e-10,5.2636786448595354e-08,0.0007519014553363422,5.24832223347101e-07,3.9145002249374934e-05,2.5542873946194927e-08,7.497309410179499e-05,0.0041843846408679925,0.0074213481276539685,0.00010466881208640777,3.094602646756262e-05,7.748217398128123e-05,0.0080422290961776,6.523909715101911e-05,0.015690445675304022,0.0,0.0,0.0,0.0005,2.5000000000000002e-08
0.06,0.9993632297709911,0.0006361403741071458,0.7894437167563086,0.010508960917674988,0.7895469086241108,0.9998857145931185,9.000000001703992e-10,0.010556014586145268,2.9999999999999997e-05,0.008993467488199153,3.8297812399911535e-06,0.0016071596167278961,0.00031239870009556667,0.0032222486948732033,0.0006154475790123631,2.368930620117714e-06,0.00013904668827747918,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.999929999999997,0.8,0.8,0.7893886812535443,1.0,1.0,0.01,0.0011316221174492167,0.015499085273079749,6.361403741071458e-06,0.009993632297709911,0.17530227874567714,0.28213321990002593,0.0019047517175896393,0.0,0.1742071849083249,0.28213102355693187,0.0,0.0,1.0494048495990125e-05,0.0,0.14990448446564866,0.0,0.0,6.679941524031712e-09,9.542105611607187e-05,0.0,1.607159616727896e-05,1.1250904880436903e-09,2.2108861061749425e-06,0.031581876344964434,3.123987000955667e-06,2.186943986748039e-10,2.9427150470022865e-08,0.0004203584367069995,6.444497389746407e-05,4.5114639753007555e-09,4.421194297436149e-06,0.0631554973405047,1.2308951580247262e-05,8.616869287023174e-10,5.9117819929808586e-08,0.0008444811668916215,7.906372632026534e-07,4.777688499366092e-05,3.831142112898319e-08,8.996663223276228e-05,0.005485592188395449,0.008904410995236374,0.00013766998516451983,4.7367391395966976e-05,0.00011793384348438059,0.009342654945537553,0.0001093541212669954,0.01816297943373217,0.0,0.0,0.0,0.0005,3e-08
0.07,0.9992157224626446,0.0007835427434181237,0.7884339611448359,0.011507678921060688,0.7885481682321503,0.9998666670842662,1.2250000001711956e-09,0.011565725452703946,3.5000000000000004e-05,0.01049091491004953,5.40623579030699e-06,0.001824441752700478,0.00041493095828339723,0.003660797890364623,0.0008160666905605815,3.3481464399280853e-06,0.0001739211204096463,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999299999999783,0.8,0.8,0.788379027023408,1.0,1.0,0.01,0.0013922519665225108,0.016494732319289024,7.835427434181237e-06,0.009992157224626446,0.18881757042224823,0.2821119399358734,0.0019047500545048394,0.0,0.18771247522952086,0.2821095033179258,0.0,0.0,1.0492499560827024e-05,0.0,0.14988235836939667,0.0,0.0,8.227774750122806e-09,0.00011753141151271855,0.0,1.8244417527004778e-05,1.2771986307944898e-09,2.2080894373106326e-06,0.03154192672928601,4.149309582833972e-06,2.9047200383864676e-10,3.222375664193486e-08,0.0004603071568424275,7.321595780729246e-05,5.12547582981856e-09,4.4155392701599925e-06,0.06307471689158688,1.6321333811211632e-05,1.1425733469190983e-09,6.477259661690528e-08,0.0009252580362163157,1.1208294312133372e-06,5.6807579927144074e-05,5.4089509206741984e-08,0.00010496183677960679,0.006837918963643133,0.010387026575914912,0.0001721991234100477,6.694051613348378e-05,0.00016864676392725346,0.010561281652042547,0.0001684759716593157,0.020466325703043405,0.0,0.0,0.0,0.0005,3.5e-08
0.08,0.9990615813217526,0.0009375789557863155,0.7875489147262439,0.012381672936978384,0.7876741518298974,0.9998476195919952,1.6000000001714425e-09,0.01245072713533233,4.000000000000002e-05,0.011987897111271005,7.2976171235956935e-06,0.0020300825857477818,0.0005290725293823859,0.004076918765471068,0.0010389862649422864,4.468391249641564e-06,0.00020991576476216413,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999299999999504,0.8,0.8,0.7874940716865266,1.0,1.0,0.01,0.0016642943693566186,0.017365361650435136,9.375789557863156e-06,0.009990615813217526,0.20028110637267124,0.28209327580750515,0.0019047484013548393,0.0,0.19918171830850018,0.2820905982489359,0.0,0.0,1.0490880965545989e-05,0.0,0.14985923719826288,0.0,0.0,9.84526820453063e-09,0.00014063684336794734,0.0,2.0300825857477818e-05,1.4211572910338194e-09,2.2056420200651174e-06,0.0315069660731959,5.290725293823859e-06,3.7037669693645564e-10,3.467111120132357e-08,0.0004952669174791354,8.153837530942136e-05,5.7080858376681315e-09,4.410582663253393e-06,0.06300391317809952,2.0779725298845728e-05,1.45468259870111e-09,6.972895298456996e-08,0.0009960581708265864,1.5190270091079595e-06,6.628195260299098e-05,7.302508414870441e-08,0.00011995932103454047,0.00822399595055049,0.011869180386890115,0.00020783738165854976,8.932790978778684e-05,0.00023022770373818297,0.011705243302672754,0.00024403424432250465,0.022617332081099867,0.0,0.0,0.0,0.0005,4.000000000000002e-08
0.09,0.9989020640815325,0.0010969912779846454,0.7867701976203796,0.013149457058359529,0.7869063453244199,0.999828572116206,2.0250000001713678e-09,0.013229399514181927,4.500000000000002e-05,0.013484401140030381,9.516819553622627e-06,0.0022249545031141865,0.000653951030631408,0.0044723260972739515,0.00128249155107156,5.712835161791414e-06,0.00024674975870488575,1.0,0.01,0.01,0.01,1.5,1.0,0.4,1.0,0.2,0.005,1.0,0.2,2.0,0.0,0.0,0.0,1.0,0.3,0.3,0.01,1.0,0.15,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.002,0.2,0.01,0.04,0.02,0.08,0.5,1.95,7e-05,0.001,0.0005,0.0,0.9999299999998992,0.8,0.8,0.7867154367693729,1.0,1.0,0.01,0.0019455583447325535,0.018129530117554474,1.0969912779846454e-05,0.009989020640815326,0.21008121028610213,0.2820768475662765,0.0019047467581390547,0.0,0.2089988926482141,0.2820739313581468,0.0,0.0,1.04892059172703e-05,0.0,0.14983530961222988,0.0,0.0,1.1519214763872246e-08,0.0001645486916976968,0.0,2.2249545031141865e-05,1.5575771825827114e-09,2.20349201134917e-06,0.0314762538129768,6.5395103063140795e-06,4.5779776728569554e-10,3.68210572374133e-08,0.0005259782823343812,8.944652194547904e-05,6.261694854823369e-09,4.406221542182078e-06,0.06294161580963037,2.5649831021431202e-05,1.795613864470697e-09,7.408982356706848e-08,0.0010583519611345542,1.9884885516299526e-06,7.624014372312211e-05,9.524974756828782e-08,0.00013495956264175652,0.009632313251146404,0.013350859592758233,0.00024430667796828537,0.00011419146753273851,0.00030318757010676655,0.012780984823920786,0.0003372229002587789,0.024630815779488627,0.0,0.0,0.0,0.0005,4.5000000000000026e-08
