AdoMet,CGS,Cys,Cystathionine,Hser,Phi,Phser,TS,Thr,Time
20.0,0.7,15.0,0.0,0.0,10000.0,0.8870722935773666,5.0,0.0,0.89
20.0,0.7,15.0,0.0,0.0,10000.0,0.8970062145471802,5.0,0.0,0.9
20.0,0.7,15.0,0.0,0.0,10000.0,0.9069393999392924,5.0,0.0,0.91
20.0,0.7,15.0,0.0,0.0,10000.0,0.916871849813969,5.0,0.0,0.92
20.0,0.7,15.0,0.0,0.0,10000.0,0.92680356423147,5.0,0.0,0.93
20.0,0.7,15.0,0.0,0.0,10000.0,0.936734543252049,5.0,0.0,0.94
20.0,0.7,15.0,0.0,0.0,10000.0,0.9466647869359538,5.0,0.0,0.95
20.0,0.7,15.0,0.0,0.0,10000.0,0.9565942953434258,5.0,0.0,0.96
20.0,0.7,15.0,0.0,0.0,10000.0,0.9665230685347002,5.0,0.0,0.97
20.0,0.7,15.0,0.0,0.0,10000.0,0.9764511065700067,5.0,0.0,0.98
20.0,0.7,15.0,0.0,0.0,10000.0,0.9863784095095679,5.0,0.0,0.99
20.0,0.7,15.0,0.0,0.0,10000.0,0.9963049774136012,5.0,0.0,1.0
20.0,0.7,15.0,0.0,0.0,10000.0,1.0062308103423174,5.0,0.0,1.01
20.0,0.7,15.0,0.0,0.0,10000.0,1.0161559083559213,5.0,0.0,1.02
20.0,0.7,15.0,0.0,0.0,10000.0,1.0260802715146113,5.0,0.0,1.03
20.0,0.7,15.0,0.0,0.0,10000.0,1.0360038998785805,5.0,0.0,1.04
20.0,0.7,15.0,0.0,0.0,10000.0,1.0459267935080148,5.0,0.0,1.05
20.0,0.7,15.0,0.0,0.0,10000.0,1.0558489524630952,5.0,0.0,1.06
20.0,0.7,15.0,0.0,0.0,10000.0,1.0657703768039952,5.0,0.0,1.07
20.0,0.7,15.0,0.0,0.0,10000.0,1.0756910665908834,5.0,0.0,1.08
20.0,0.7,15.0,0.0,0.0,10000.0,1.0856110218839217,5.0,0.0,1.09
20.0,0.7,15.0,0.0,0.0,10000.0,1.0955302427432658,5.0,0.0,1.1
20.0,0.7,15.0,0.0,0.0,10000.0,1.1054487292290656,5.0,0.0,1.11
20.0,0.7,15.0,0.0,0.0,10000.0,1.1153664814014652,5.0,0.0,1.12
20.0,0.7,15.0,0.0,0.0,10000.0,1.1252834993206013,5.0,0.0,1.13
20.0,0.7,15.0,0.0,0.0,10000.0,1.1351997830466065,5.0,0.0,1.14
20.0,0.7,15.0,0.0,0.0,10000.0,1.1451153326396055,5.0,0.0,1.15
20.0,0.7,15.0,0.0,0.0,10000.0,1.1550301481597178,5.0,0.0,1.16
20.0,0.7,15.0,0.0,0.0,10000.0,1.1649442296670565,5.0,0.0,1.17
20.0,0.7,15.0,0.0,0.0,10000.0,1.1748575772217285,5.0,0.0,1.18
20.0,0.7,15.0,0.0,0.0,10000.0,1.184770190883835,5.0,0.0,1.19
20.0,0.7,15.0,0.0,0.0,10000.0,1.1946820707134713,5.0,0.0,1.2
20.0,0.7,15.0,0.0,0.0,10000.0,1.2045932167707254,5.0,0.0,1.21
20.0,0.7,15.0,0.0,0.0,10000.0,1.2145036291156803,5.0,0.0,1.22
20.0,0.7,15.0,0.0,0.0,10000.0,1.2244133078084127,5.0,0.0,1.23
20.0,0.7,15.0,0.0,0.0,10000.0,1.234322252908993,5.0,0.0,1.24
20.0,0.7,15.0,0.0,0.0,10000.0,1.2442304644774858,5.0,0.0,1.25
20.0,0.7,15.0,0.0,0.0,10000.0,1.2541379425739494,5.0,0.0,1.26
20.0,0.7,15.0,0.0,0.0,10000.0,1.2640446872584357,5.0,0.0,1.27
20.0,0.7,15.0,0.0,0.0,10000.0,1.273950698590991,5.0,0.0,1.28
20.0,0.7,15.0,0.0,0.0,10000.0,1.2838559766316555,5.0,0.0,1.29
20.0,0.7,15.0,0.0,0.0,10000.0,1.2937605214404628,5.0,0.0,1.3
20.0,0.7,15.0,0.0,0.0,10000.0,1.3036643330774413,5.0,0.0,1.31
20.0,0.7,15.0,0.0,0.0,10000.0,1.3135674116026124,5.0,0.0,1.32
20.0,0.7,15.0,0.0,0.0,10000.0,1.323469757075992,5.0,0.0,1.33
20.0,0.7,15.0,0.0,0.0,10000.0,1.3333713695575893,5.0,0.0,1.34
20.0,0.7,15.0,0.0,0.0,10000.0,1.3432722491074083,5.0,0.0,1.35
20.0,0.7,15.0,0.0,0.0,10000.0,1.3531723957854462,5.0,0.0,1.36
20.0,0.7,15.0,0.0,0.0,10000.0,1.3630718096516947,5.0,0.0,1.37
20.0,0.7,15.0,0.0,0.0,10000.0,1.3729704907661384,5.0,0.0,1.38
20.0,0.7,15.0,0.0,0.0,10000.0,1.3828684391887571,5.0,0.0,1.39
20.0,0.7,15.0,0.0,0.0,10000.0,1.392765654979524,5.0,0.0,1.4
20.0,0.7,15.0,0.0,0.0,10000.0,1.4026621381984055,5.0,0.0,1.41
20.0,0.7,15.0,0.0,0.0,10000.0,1.4125578889053632,5.0,0.0,1.42
20.0,0.7,15.0,0.0,0.0,10000.0,1.4224529071603516,5.0,0.0,1.43
20.0,0.7,15.0,0.0,0.0,10000.0,1.4323471930233196,5.0,0.0,1.44
20.0,0.7,15.0,0.0,0.0,10000.0,1.4422407465542102,5.0,0.0,1.45
20.0,0.7,15.0,0.0,0.0,10000.0,1.4521335678129599,5.0,0.0,1.46
20.0,0.7,15.0,0.0,0.0,10000.0,1.462025656859499,5.0,0.0,1.47
20.0,0.7,15.0,0.0,0.0,10000.0,1.471917013753752,5.0,0.0,1.48
20.0,0.7,15.0,0.0,0.0,10000.0,1.481807638555638,5.0,0.0,1.49
20.0,0.7,15.0,0.0,0.0,10000.0,1.491697531325069,5.0,0.0,1.5
20.0,0.7,15.0,0.0,0.0,10000.0,1.5015866921219514,5.0,0.0,1.51
20.0,0.7,15.0,0.0,0.0,10000.0,1.511475121006185,5.0,0.0,1.52
20.0,0.7,15.0,0.0,0.0,10000.0,1.5213628180376644,5.0,0.0,1.53
20.0,0.7,15.0,0.0,0.0,10000.0,1.5312497832762775,5.0,0.0,1.54
20.0,0.7,15.0,0.0,0.0,10000.0,1.5411360167819088,5.0,0.0,1.55
20.0,0.7,15.0,0.0,0.0,10000.0,1.5510215186144445,5.0,0.0,1.56
20.0,0.7,15.0,0.0,0.0,10000.0,1.5609062888337568,5.0,0.0,1.57
20.0,0.7,15.0,0.0,0.0,10000.0,1.5707903274997093,5.0,0.0,1.58
20.0,0.7,15.0,0.0,0.0,10000.0,1.580673634672161,5.0,0.0,1.59
20.0,0.7,15.0,0.0,0.0,10000.0,1.5905562104109645,5.0,0.0,1.6
20.0,0.7,15.0,0.0,0.0,10000.0,1.600438054775965,5.0,0.0,1.61
20.0,0.7,15.0,0.0,0.0,10000.0,1.610319167827003,5.0,0.0,1.62
20.0,0.7,15.0,0.0,0.0,10000.0,1.6201995496239125,5.0,0.0,1.63
20.0,0.7,15.0,0.0,0.0,10000.0,1.6300792002265223,5.0,0.0,1.64
20.0,0.7,15.0,0.0,0.0,10000.0,1.639958119694654,5.0,0.0,1.65
20.0,0.7,15.0,0.0,0.0,10000.0,1.6498363080881233,5.0,0.0,1.66
20.0,0.7,15.0,0.0,0.0,10000.0,1.6597137654667402,5.0,0.0,1.67
20.0,0.7,15.0,0.0,0.0,10000.0,1.6695904918903088,5.0,0.0,1.68
20.0,0.7,15.0,0.0,0.0,10000.0,1.6794664874186267,5.0,0.0,1.69
20.0,0.7,15.0,0.0,0.0,10000.0,1.689341752111486,5.0,0.0,1.7
20.0,0.7,15.0,0.0,0.0,10000.0,1.6992162860286721,5.0,0.0,1.71
20.0,0.7,15.0,0.0,0.0,10000.0,1.7090900892299647,5.0,0.0,1.72
20.0,0.7,15.0,0.0,0.0,10000.0,1.718963161775138,5.0,0.0,1.73
20.0,0.7,15.0,0.0,0.0,10000.0,1.728835503723959,5.0,0.0,1.74
20.0,0.7,15.0,0.0,0.0,10000.0,1.7387071151361897,5.0,0.0,1.75
20.0,0.7,15.0,0.0,0.0,10000.0,1.7485779960715853,5.0,0.0,1.76
20.0,0.7,15.0,0.0,0.0,10000.0,1.7584481465898958,5.0,0.0,1.77
20.0,0.7,15.0,0.0,0.0,10000.0,1.7683175667508644,5.0,0.0,1.78
20.0,0.7,15.0,0.0,0.0,10000.0,1.7781862566142281,5.0,0.0,1.79
20.0,0.7,15.0,0.0,0.0,10000.0,1.788054216239719,5.0,0.0,1.8
20.0,0.7,15.0,0.0,0.0,10000.0,1.7979214456870625,5.0,0.0,1.81
20.0,0.7,15.0,0.0,0.0,10000.0,1.8077879450159773,5.0,0.0,1.82
20.0,0.7,15.0,0.0,0.0,10000.0,1.817653714286177,5.0,0.0,1.83
20.0,0.7,15.0,0.0,0.0,10000.0,1.8275187535573694,5.0,0.0,1.84
20.0,0.7,15.0,0.0,0.0,10000.0,1.8373830628892551,5.0,0.0,1.85
20.0,0.7,15.0,0.0,0.0,10000.0,1.84724664234153,5.0,0.0,1.86
20.0,0.7,15.0,0.0,0.0,10000.0,1.8571094919738822,5.0,0.0,1.87
20.0,0.7,15.0,0.0,0.0,10000.0,1.8669716118459956,5.0,0.0,1.88
20.0,0.7,15.0,0.0,0.0,10000.0,1.8768330020175477,5.0,0.0,1.89
20.0,0.7,15.0,0.0,0.0,10000.0,1.8866936625482094,5.0,0.0,1.9
20.0,0.7,15.0,0.0,0.0,10000.0,1.8965535934976456,5.0,0.0,1.91
20.0,0.7,15.0,0.0,0.0,10000.0,1.9064127949255154,5.0,0.0,1.92
20.0,0.7,15.0,0.0,0.0,10000.0,1.916271266891472,5.0,0.0,1.93
20.0,0.7,15.0,0.0,0.0,10000.0,1.9261290094551622,5.0,0.0,1.94
20.0,0.7,15.0,0.0,0.0,10000.0,1.9359860226762278,5.0,0.0,1.95
20.0,0.7,15.0,0.0,0.0,10000.0,1.945842306614303,5.0,0.0,1.96
20.0,0.7,15.0,0.0,0.0,10000.0,1.955697861329017,5.0,0.0,1.97
20.0,0.7,15.0,0.0,0.0,10000.0,1.9655526868799928,5.0,0.0,1.98
20.0,0.7,15.0,0.0,0.0,10000.0,1.9754067833268476,5.0,0.0,1.99
20.0,0.7,15.0,0.0,0.0,10000.0,1.9852601507291916,5.0,0.0,2.0
20.0,0.7,15.0,0.0,0.0,10000.0,1.9951127891466305,5.0,0.0,2.01
20.0,0.7,15.0,0.0,0.0,10000.0,2.0049646986387635,5.0,0.0,2.02
20.0,0.7,15.0,0.0,0.0,10000.0,2.014815879265183,5.0,0.0,2.03
20.0,0.7,15.0,0.0,0.0,10000.0,2.024666331085476,5.0,0.0,2.04
20.0,0.7,15.0,0.0,0.0,10000.0,2.0345160541592224,5.0,0.0,2.05
20.0,0.7,15.0,0.0,0.0,10000.0,2.044365048545999,5.0,0.0,2.06
20.0,0.7,15.0,0.0,0.0,10000.0,2.0542133143053736,5.0,0.0,2.07
20.0,0.7,15.0,0.0,0.0,10000.0,2.0640608514969094,5.0,0.0,2.08
20.0,0.7,15.0,0.0,0.0,10000.0,2.073907660180163,5.0,0.0,2.09
20.0,0.7,15.0,0.0,0.0,10000.0,2.0837537404146853,5.0,0.0,2.1
20.0,0.7,15.0,0.0,0.0,10000.0,2.0935990922600207,5.0,0.0,2.11
20.0,0.7,15.0,0.0,0.0,10000.0,2.1034437157757098,5.0,0.0,2.12
20.0,0.7,15.0,0.0,0.0,10000.0,2.113287611021283,5.0,0.0,2.13
20.0,0.7,15.0,0.0,0.0,10000.0,2.12313077805627,5.0,0.0,2.14
20.0,0.7,15.0,0.0,0.0,10000.0,2.1329732169401887,5.0,0.0,2.15
20.0,0.7,15.0,0.0,0.0,10000.0,2.142814927732556,5.0,0.0,2.16
20.0,0.7,15.0,0.0,0.0,10000.0,2.15265591049288,5.0,0.0,2.17
20.0,0.7,15.0,0.0,0.0,10000.0,2.1624961652806642,5.0,0.0,2.18
20.0,0.7,15.0,0.0,0.0,10000.0,2.172335692155404,5.0,0.0,2.19
20.0,0.7,15.0,0.0,0.0,10000.0,2.182174491176592,5.0,0.0,2.2
20.0,0.7,15.0,0.0,0.0,10000.0,2.1920125624037126,5.0,0.0,2.21
20.0,0.7,15.0,0.0,0.0,10000.0,2.2018499058962444,5.0,0.0,2.22
20.0,0.7,15.0,0.0,0.0,10000.0,2.2116865217136596,5.0,0.0,2.23
20.0,0.7,15.0,0.0,0.0,10000.0,2.2215224099154267,5.0,0.0,2.24
20.0,0.7,15.0,0.0,0.0,10000.0,2.2313575705610056,5.0,0.0,2.25
20.0,0.7,15.0,0.0,0.0,10000.0,2.241192003709851,5.0,0.0,2.26
20.0,0.7,15.0,0.0,0.0,10000.0,2.2510257094214134,5.0,0.0,2.27
20.0,0.7,15.0,0.0,0.0,10000.0,2.260858687755134,5.0,0.0,2.28
20.0,0.7,15.0,0.0,0.0,10000.0,2.270690938770451,5.0,0.0,2.29
20.0,0.7,15.0,0.0,0.0,10000.0,2.280522462526794,5.0,0.0,2.3
20.0,0.7,15.0,0.0,0.0,10000.0,2.29035325908359,5.0,0.0,2.31
20.0,0.7,15.0,0.0,0.0,10000.0,2.3001833285002564,5.0,0.0,2.32
20.0,0.7,15.0,0.0,0.0,10000.0,2.310012670836207,5.0,0.0,2.33
20.0,0.7,15.0,0.0,0.0,10000.0,2.3198412861508486,5.0,0.0,2.34
20.0,0.7,15.0,0.0,0.0,10000.0,2.3296691745035822,5.0,0.0,2.35
20.0,0.7,15.0,0.0,0.0,10000.0,2.339496335953803,5.0,0.0,2.36
20.0,0.7,15.0,0.0,0.0,10000.0,2.3493227705609008,5.0,0.0,2.37
20.0,0.7,15.0,0.0,0.0,10000.0,2.3591484783842573,5.0,0.0,2.38
20.0,0.7,15.0,0.0,0.0,10000.0,2.3689734594832514,5.0,0.0,2.39
20.0,0.7,15.0,0.0,0.0,10000.0,2.3787977139172525,5.0,0.0,2.4
20.0,0.7,15.0,0.0,0.0,10000.0,2.388621241745628,5.0,0.0,2.41
20.0,0.7,15.0,0.0,0.0,10000.0,2.3984440430277347,5.0,0.0,2.42
20.0,0.7,15.0,0.0,0.0,10000.0,2.4082661178229277,5.0,0.0,2.43
20.0,0.7,15.0,0.0,0.0,10000.0,2.418087466190554,5.0,0.0,2.44
20.0,0.7,15.0,0.0,0.0,10000.0,2.4279080881899544,5.0,0.0,2.45
20.0,0.7,15.0,0.0,0.0,10000.0,2.4377279838804644,5.0,0.0,2.46
20.0,0.7,15.0,0.0,0.0,10000.0,2.4475471533214144,5.0,0.0,2.47
20.0,0.7,15.0,0.0,0.0,10000.0,2.457365596572126,5.0,0.0,2.48
20.0,0.7,15.0,0.0,0.0,10000.0,2.4671833136919186,5.0,0.0,2.49
20.0,0.7,15.0,0.0,0.0,10000.0,2.4770003047401024,5.0,0.0,2.5
20.0,0.7,15.0,0.0,0.0,10000.0,2.486816569775983,5.0,0.0,2.51
20.0,0.7,15.0,0.0,0.0,10000.0,2.496632108858861,5.0,0.0,2.52
20.0,0.7,15.0,0.0,0.0,10000.0,2.506446922048029,5.0,0.0,2.53
20.0,0.7,15.0,0.0,0.0,10000.0,2.5162610094027755,5.0,0.0,2.54
20.0,0.7,15.0,0.0,0.0,10000.0,2.5260743709823785,5.0,0.0,2.55
20.0,0.7,15.0,0.0,0.0,10000.0,2.5358870068460964,5.0,0.0,2.56
20.0,0.7,15.0,0.0,0.0,10000.0,2.545698917053196,5.0,0.0,2.57
20.0,0.7,15.0,0.0,0.0,10000.0,2.5555101016629416,5.0,0.0,2.58
20.0,0.7,15.0,0.0,0.0,10000.0,2.565320560734589,5.0,0.0,2.59
20.0,0.7,15.0,0.0,0.0,10000.0,2.5751302943273897,5.0,0.0,2.6
20.0,0.7,15.0,0.0,0.0,10000.0,2.584939302500589,5.0,0.0,2.61
20.0,0.7,15.0,0.0,0.0,10000.0,2.594747585313426,5.0,0.0,2.62
20.0,0.7,15.0,0.0,0.0,10000.0,2.604555142825134,5.0,0.0,2.63
20.0,0.7,15.0,0.0,0.0,10000.0,2.614361975094939,5.0,0.0,2.64
20.0,0.7,15.0,0.0,0.0,10000.0,2.624168082182064,5.0,0.0,2.65
20.0,0.7,15.0,0.0,0.0,10000.0,2.6339734641457233,5.0,0.0,2.66
20.0,0.7,15.0,0.0,0.0,10000.0,2.643778121045126,5.0,0.0,2.67
20.0,0.7,15.0,0.0,0.0,10000.0,2.653582052939476,5.0,0.0,2.68
20.0,0.7,15.0,0.0,0.0,10000.0,2.6633852598879706,5.0,0.0,2.69
20.0,0.7,15.0,0.0,0.0,10000.0,2.6731877419498007,5.0,0.0,2.7
20.0,0.7,15.0,0.0,0.0,10000.0,2.6829894991841523,5.0,0.0,2.71
20.0,0.7,15.0,0.0,0.0,10000.0,2.692790531650205,5.0,0.0,2.72
20.0,0.7,15.0,0.0,0.0,10000.0,2.702590839407132,5.0,0.0,2.73
20.0,0.7,15.0,0.0,0.0,10000.0,2.712390422514101,5.0,0.0,2.74
20.0,0.7,15.0,0.0,0.0,10000.0,2.722189281030274,5.0,0.0,2.75
20.0,0.7,15.0,0.0,0.0,10000.0,2.731987415014806,5.0,0.0,2.76
20.0,0.7,15.0,0.0,0.0,10000.0,2.7417848245268477,5.0,0.0,2.77
20.0,0.7,15.0,0.0,0.0,10000.0,2.7515815096255416,5.0,0.0,2.78
20.0,0.7,15.0,0.0,0.0,10000.0,2.761377470370027,5.0,0.0,2.79
20.0,0.7,15.0,0.0,0.0,10000.0,2.771172706819434,5.0,0.0,2.8
20.0,0.7,15.0,0.0,0.0,10000.0,2.7809672190328905,5.0,0.0,2.81
20.0,0.7,15.0,0.0,0.0,10000.0,2.7907610070695146,5.0,0.0,2.82
20.0,0.7,15.0,0.0,0.0,10000.0,2.8005540709884222,5.0,0.0,2.83
20.0,0.7,15.0,0.0,0.0,10000.0,2.8103464108487195,5.0,0.0,2.84
20.0,0.7,15.0,0.0,0.0,10000.0,2.8201380267095106,5.0,0.0,2.85
20.0,0.7,15.0,0.0,0.0,10000.0,2.82992891862989,5.0,0.0,2.86
20.0,0.7,15.0,0.0,0.0,10000.0,2.839719086668949,5.0,0.0,2.87
20.0,0.7,15.0,0.0,0.0,10000.0,2.8495085308857715,5.0,0.0,2.88
20.0,0.7,15.0,0.0,0.0,10000.0,2.8592972513394357,5.0,0.0,2.89
20.0,0.7,15.0,0.0,0.0,10000.0,2.8690852480890143,5.0,0.0,2.9
20.0,0.7,15.0,0.0,0.0,10000.0,2.8788725211935735,5.0,0.0,2.91
20.0,0.7,15.0,0.0,0.0,10000.0,2.888659070712174,5.0,0.0,2.92
20.0,0.7,15.0,0.0,0.0,10000.0,2.898444896703871,5.0,0.0,2.93
20.0,0.7,15.0,0.0,0.0,10000.0,2.9082299992277116,5.0,0.0,2.94
20.0,0.7,15.0,0.0,0.0,10000.0,2.918014378342741,5.0,0.0,2.95
20.0,0.7,15.0,0.0,0.0,10000.0,2.927798034107993,5.0,0.0,2.96
20.0,0.7,15.0,0.0,0.0,10000.0,2.9375809665825012,5.0,0.0,2.97
20.0,0.7,15.0,0.0,0.0,10000.0,2.9473631758252883,5.0,0.0,2.98
20.0,0.7,15.0,0.0,0.0,10000.0,2.957144661895375,5.0,0.0,2.99
20.0,0.7,15.0,0.0,0.0,10000.0,2.966925424851773,5.0,0.0,3.0
20.0,0.7,15.0,0.0,0.0,10000.0,2.9767054647534903,5.0,0.0,3.01
20.0,0.7,15.0,0.0,0.0,10000.0,2.986484781659528,5.0,0.0,3.02
20.0,0.7,15.0,0.0,0.0,10000.0,2.9962633756288812,5.0,0.0,3.03
