Time,Phser,Thr,Cystathionine,Hser,Phi,Cys,AdoMet,CGS,TS,compartment,v1,vCys,vThr
0.14,0.1399274071790596,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00019584051831034925,0.0008410012318946478
0.15,0.14991666868373435,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0002098169310404097,0.0009010393716737894
0.16,0.15990519007325438,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00022379171902589109,0.0009610730631624251
0.17,0.16989297140834683,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00023776488251997781,0.0010211023067255415
0.18,0.1798800127497321,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0002517364217758012,0.001081127102728084
0.19,0.18986631415812424,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00026570633704643996,0.001141147451534961
0.2,0.19985187569423077,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0002796746285849199,0.0012011633535110406
0.21,0.20983669741875272,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00029364129664421394,0.001261174809021152
0.22,0.21982077939238467,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0003076063414772428,0.0013211818184300866
0.23,0.22980412167581474,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00032156976333687376,0.0013811843821025954
0.24,0.23978672432972448,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0003355315624759219,0.0014411825004033915
0.25,0.24976858741479083,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00034949173914715175,0.0015011761736971592
0.26,0.25974971099169153,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0003634502936032856,0.001561165402348588
0.27,0.26973009512109286,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.000377407226096986,0.0016211501867222989
0.28,0.27970973986365427,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0003913625368808623,0.0016811305271828706
0.29,0.28968864528002874,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0004053162262074712,0.001741106424094845
0.3,0.2996668114308635,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0004192682943293179,0.0018010778778227272
0.31,0.30964423837679905,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00043321874149885453,0.0018610448887309832
0.32,0.3196209261784701,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0004471675679684815,0.0019210074571840438
0.33,0.32959687489650513,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.000461114773990547,0.0019809655835463028
0.34,0.33957208459152627,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0004750603598173468,0.0020409192681821145
0.35,0.34954655532414963,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.000489004325701125,0.0021008685114557992
0.36,0.3595202871549855,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0005029466718940735,0.0021608133137316406
0.37,0.3694932801446376,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0005168873986483317,0.0022207536753738825
0.38,0.3794655343537036,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0005308265062159876,0.002280689596746734
0.39,0.38943704984277505,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0005447639948490765,0.002340621078214366
0.4,0.3994078266724371,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0005586998647995815,0.0024005481201409126
0.41,0.40937786490326894,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0005726341163194339,0.0024604707228904695
0.42,0.4193471645958436,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0005865667496605132,0.0025203888868270976
0.43,0.4293157258107278,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0006004977650746462,0.0025803026123148195
0.44,0.4392835486084822,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.000614427162813608,0.00264021189971762
0.45,0.44925063304966056,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0006283549431291212,0.002700116749399444
0.46,0.459216979194813,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0006422811062728589,0.0027600171617242143
0.47,0.46918258710448085,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0006562056524964392,0.0028199131370558
0.48,0.4791474568392002,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0006701285820514293,0.0028798046757580395
0.49,0.489111588459501,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0006840498951893446,0.002939691778194734
0.5,0.4990749820259069,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0006979695921616484,0.0029995744447296464
0.51,0.5090376375989355,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0007118876732197519,0.003059452675726504
0.52,0.5189995552390982,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0007258041386150147,0.003119326471548998
0.53,0.5289607350069003,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0007397189885987441,0.0031791958325607787
0.54,0.5389211769628408,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0007536322234221956,0.0032390607591254628
0.55,0.5488808811674136,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0007675438433365747,0.003298921251606635
0.56,0.5588398476811108,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0007814538485930403,0.0033587773103678693
0.57,0.5687980765644136,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0007953622394426933,0.003418628935772673
0.58,0.5787555678777969,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0008092690161365822,0.0034784761281845167
0.59,0.5887123216817294,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0008231741789257042,0.0035383188879668337
0.6,0.598668338036673,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0008370777280610033,0.0035981572154830162
0.61,0.6086236170030842,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0008509796637933727,0.003657991111096425
0.62,0.6185781586414131,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0008648799863736539,0.003717820575170379
0.63,0.6285319630121033,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0008787786960526358,0.003777645608068163
0.64,0.6384850301755932,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0008926757930810564,0.003837466210153026
0.65,0.6484373601923141,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0009065712777096021,0.0038972823817881776
0.66,0.6583889531226914,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.000920465150188906,0.00395709412333679
0.67,0.6683398090271445,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0009343574107695512,0.004016901435162001
0.68,0.6782899279660869,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0009482480597020687,0.00407670431762691
0.69,0.6882393099999252,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0009621370972369369,0.004136502771094578
0.7,0.6981879551890605,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0009760245236245833,0.004196296795928033
0.71,0.7081358635938876,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0009899103391153837,0.004256086392490261
0.72,0.7180830352747952,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0010037945439596624,0.004315871561144217
0.73,0.7280294702921657,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0010176771384076914,0.004375652302252815
0.74,0.7379751687063756,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001031558122709692,0.0044354286161789325
0.75,0.7479201305777947,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0010454374971158324,0.004495200503285409
0.76,0.7578643559667875,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0010593152618762307,0.004554967963935052
0.77,0.7678078449337117,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001073191417240953,0.004614730998490627
0.78,0.777750597538919,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0010870659634600133,0.004674489607314863
0.79,0.7876926138427555,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0011009389007833748,0.004734243790770457
0.8,0.7976338939055599,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0011148102294609478,0.004793993549220062
0.81,0.8075744377876667,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0011286799497425937,0.004853738883026301
0.82,0.817514245549402,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001142548061878119,0.004913479792551754
0.83,0.8274533172510877,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0011564145661172814,0.00497321627815897
0.84,0.8373916529530387,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0011702794627097856,0.005032948340210458
0.85,0.8473292527155637,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0011841427519052859,0.005092675979068689
0.86,0.8572661165989653,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0011980044339533838,0.0051523991950960975
0.87,0.8672022446635406,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0012118645091036308,0.005212117988655085
0.88,0.8771376369695796,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001225722977605526,0.0052718323601080135
0.89,0.8870722935773666,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0012395798397085167,0.005331542309817205
0.9,0.8970062145471802,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0012534350956620005,0.00539124783814495
0.91,0.9069393999392924,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0012672887457153218,0.005450948945453501
0.92,0.916871849813969,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0012811407901177742,0.0055106456321050695
0.93,0.92680356423147,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0012949912291186005,0.005570337898461836
0.94,0.936734543252049,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0013088400629669916,0.0056300257448859406
0.95,0.9466647869359538,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0013226872919120869,0.005689709171739488
0.96,0.9565942953434258,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0013365329162029747,0.005749388179384546
0.97,0.9665230685347002,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0013503769360886922,0.005809062768183143
0.98,0.9764511065700067,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0013642193518182254,0.005868732938497278
0.99,0.9863784095095679,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001378060163640508,0.005928398690688902
1.0,0.9963049774136012,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0013918993718044232,0.005988060025119941
1.01,1.0062308103423174,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0014057369765588033,0.006047716942152275
1.02,1.0161559083559213,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0014195729781524289,0.006107369442147751
1.03,1.0260802715146113,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0014334073768340286,0.006167017525468181
1.04,1.0360038998785805,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0014472401728522813,0.006226661192475338
1.05,1.0459267935080148,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0014610713664558132,0.006286300443530957
1.06,1.0558489524630952,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0014749009578932009,0.006345935278996742
1.07,1.0657703768039952,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0014887289474129683,0.006405565699234352
1.08,1.0756910665908834,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0015025553352635893,0.006465191704605416
1.09,1.0856110218839217,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001516380121693485,0.006524813295471523
1.1,1.0955302427432658,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0015302033069510275,0.006584430472194225
1.11,1.1054487292290656,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001544024891284536,0.006644043235135039
1.12,1.1153664814014652,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0015578448749422802,0.006703651584655448
1.13,1.1252834993206013,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0015716632581724763,0.006763255521116888
1.14,1.1351997830466065,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0015854800412232928,0.006822855044880772
1.15,1.1451153326396055,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001599295224342844,0.006882450156308468
1.16,1.1550301481597178,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0016131088077791947,0.006942040855761309
1.17,1.1649442296670565,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001626920791780358,0.007001627143600591
1.18,1.1748575772217285,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0016407311765942968,0.007061209020187572
1.19,1.184770190883835,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0016545399624689216,0.007120786485883476
1.2,1.1946820707134713,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001668347149652094,0.007180359541049493
1.21,1.2045932167707254,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0016821527383916225,0.007239928186046768
1.22,1.2145036291156803,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0016959567289352652,0.007299492421236415
1.23,1.2244133078084127,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0017097591215307296,0.007359052246979511
1.24,1.234322252908993,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0017235599164256725,0.0074186076636370965
1.25,1.2442304644774858,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0017373591138676997,0.007478158671570174
1.26,1.2541379425739494,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001751156714104365,0.007537705271139713
1.27,1.2640446872584357,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0017649527173831722,0.0075972474627066374
1.28,1.273950698590991,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0017787471239515738,0.0076567852466318444
1.29,1.2838559766316555,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0017925399340569723,0.007716318623276192
1.3,1.2937605214404628,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0018063311479467176,0.0077758475930004975
1.31,1.3036643330774413,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001820120765868111,0.007835372156165546
1.32,1.3135674116026124,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0018339087880684009,0.007894892313132083
1.33,1.323469757075992,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0018476952147947858,0.007954408064260822
1.34,1.3333713695575893,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0018614800462944134,0.008013919409912433
1.35,1.3432722491074083,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0018752632828143805,0.008073426350447556
1.36,1.3531723957854462,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001889044924601733,0.008132928886226793
1.37,1.3630718096516947,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0019028249719034664,0.008192427017610705
1.38,1.3729704907661384,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001916603424966524,0.008251920744959819
1.39,1.3828684391887571,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0019303802840378006,0.00831141006863463
1.4,1.392765654979524,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0019441555493641387,0.00837089498899559
1.41,1.4026621381984055,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0019579292211923303,0.008430375506403116
1.42,1.4125578889053632,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.001971701299769117,0.008489851621217593
1.43,1.4224529071603516,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0019854717853411896,0.008549323333799362
1.44,1.4323471930233196,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0019992406781551876,0.008608790644508733
1.45,1.4422407465542102,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0020130079784577014,0.008668253553705981
1.46,1.4521335678129599,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0020267736864952686,0.008727712061751337
1.47,1.462025656859499,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0020405378025143777,0.008787166169005002
1.48,1.471917013753752,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002054300326761466,0.008846615875827135
1.49,1.481807638555638,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0020680612594829203,0.008906061182577868
1.5,1.491697531325069,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0020818206009250778,0.008965502089617288
1.51,1.5015866921219514,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0020955783513342224,0.009024938597305446
1.52,1.511475121006185,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0021093345109565896,0.00908437070600236
1.53,1.5213628180376644,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0021230890800383643,0.009143798416068008
1.54,1.5312497832762775,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00213684205882568,0.009203221727862337
1.55,1.5411360167819088,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002150593447564623,0.009262640641745265
1.56,1.5510215186144445,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002164343246501241,0.009322055158076726
1.57,1.5609062888337568,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0021780914558815184,0.00938146527721657
1.58,1.5707903274997093,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0021918380759513873,0.00944087099952459
1.59,1.580673634672161,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002205583106956731,0.009500272325360555
1.6,1.5905562104109645,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0022193265491433803,0.009559669255084195
1.61,1.600438054775965,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002233068402757116,0.009619061789055196
1.62,1.610319167827003,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0022468086680436684,0.009678449927633219
1.63,1.6201995496239125,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002260547345248718,0.009737833671177878
1.64,1.6300792002265223,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002274284434617895,0.009797213020048762
1.65,1.639958119694654,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002288019936396779,0.009856587974605414
1.66,1.6498363080881233,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002301753850830898,0.009915958535207341
1.67,1.6597137654667402,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002315486178165731,0.009975324702214022
1.68,1.6695904918903088,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0023292169186467067,0.010034686475984891
1.69,1.6794664874186267,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0023429460725192023,0.01009404385687935
1.7,1.689341752111486,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002356673640028545,0.010153396845256762
1.71,1.6992162860286721,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002370399621420013,0.01021274544147646
1.72,1.7090900892299647,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0023841240169388323,0.01027208964589773
1.73,1.718963161775138,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0023978468268301806,0.010331429458879831
1.74,1.728835503723959,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002411568051339184,0.010390764880781984
1.75,1.7387071151361897,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002425287690710917,0.01045009591196337
1.76,1.7485779960715853,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002439005745190407,0.010509422552783134
1.77,1.7584481465898958,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0024527222150226295,0.010568744803600393
1.78,1.7683175667508644,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0024664371004525093,0.010628062664774215
1.79,1.7781862566142281,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0024801504017249207,0.010687376136663639
1.8,1.788054216239719,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.00249386211908469,0.010746685219627669
1.81,1.7979214456870625,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0025075722527765918,0.010805989914025272
1.82,1.8077879450159773,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0025212808030453497,0.010865290220215372
1.83,1.817653714286177,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0025349877701356383,0.010924586138556866
1.84,1.8275187535573694,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002548693154292083,0.01098387766940861
1.85,1.8373830628892551,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0025623969557592562,0.011043164813129424
1.86,1.84724664234153,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0025760991747816827,0.011102447570078094
1.87,1.8571094919738822,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.002589799811603836,0.011161725940613364
1.88,1.8669716118459956,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0026034988664701397,0.011220999925093948
1.89,1.8768330020175477,0.0,0.0,0.0,10000.0,15.0,20.0,0.7,5.0,1.0,1.0,0.0026171963396249684,0.011280269523878526
