Time,CH2_THF,THF,DHF,H2_HMPt,H2_HMPterinPP,H2_Pteroate,p_ABA,ATP,AMP,PPi,L_Glutamate,Phosphate,ADP,L_serine,Glycine,NADP,NADPH,compartment,FolK,FolP,FolC,GlyA,FolA,PanB,p_ABA_production,H2_HMPt_production,THF_drain,CH2_THF_drain
0.0,8.47e-05,0.000169,1e-05,3.315e-06,1e-05,1e-05,1e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,7.892352e-07,8.000000000000001e-07,8.14515264e-07,-3.6440000000008074e-08,8.09998e-07,6.776e-07,2.35e-07,2.35e-07,6.441796994786876e-08,1.0158585226877909e-07
100.0,8.48808043391663e-05,0.0001723809814364371,1.1214900115112487e-05,3.836323493305457e-06,1.0423842765769768e-05,1.1180871245474645e-05,1.0945166259075246e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.133518972861631e-07,9.127255370384708e-07,9.106990294257788e-07,8.014138858269726e-07,9.084046663440884e-07,6.790464347133305e-07,2.35e-07,2.35e-07,6.503245164298743e-08,1.0167496042603373e-07
200.0,8.693008501250192e-05,0.0001765340856266381,1.142144258942902e-05,3.905241383752081e-06,1.0485920221906522e-05,1.1382854873068143e-05,1.1076161605658631e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.297598686436954e-07,9.291499756950437e-07,9.271509042010784e-07,8.183496193284133e-07,9.251345654552328e-07,6.954406801000153e-07,2.35e-07,2.35e-07,6.577021889767944e-08,1.0266952199921237e-07
300.0,8.89289172336568e-05,0.0001805846528953163,1.1620566543785144e-05,3.972476875420219e-06,1.0545795951459007e-05,1.1580262346244605e-05,1.120327282687925e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.457672945000456e-07,9.451794337663512e-07,9.432300442140683e-07,8.34785951830689e-07,9.412635659332879e-07,7.114313378692544e-07,2.35e-07,2.35e-07,6.647229053032026e-08,1.0361309101725957e-07
400.0,9.087918370425295e-05,0.00018453675939539928,1.1814805317617183e-05,4.038077017991262e-06,1.0603541138740087e-05,1.1772837631717699e-05,1.1326618156731373e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.613853764433596e-07,9.608180927016122e-07,9.589155951627675e-07,8.508107545034368e-07,9.569968677659283e-07,7.270334696340236e-07,2.35e-07,2.35e-07,6.714125035444598e-08,1.0450951041390458e-07
500.0,9.278320057331463e-05,0.00018839510365804366,1.2004396782763683e-05,4.1021199220907834e-06,1.0659289661989504e-05,1.1960821649960898e-05,1.1446409584080313e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.766327110513737e-07,9.76084762771879e-07,9.742271803874814e-07,8.664444412713305e-07,9.723537385245018e-07,7.42265604586517e-07,2.35e-07,2.35e-07,6.777957527257024e-08,1.0536247910135619e-07
600.0,9.464312123943929e-05,0.00019216405364551708,1.2189559012097249e-05,4.164678170718786e-06,1.0713162969535648e-05,1.2144425677451957e-05,1.1562841140254459e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,9.915265788847285e-07,9.909968122111795e-07,9.891820086798159e-07,8.817058767628846e-07,9.873518420680748e-07,7.571449699155143e-07,2.35e-07,2.35e-07,6.838949390532093e-08,1.0617530924513829e-07
700.0,9.646092922663083e-05,0.0001958476325389814,1.2370492859416392e-05,4.225818632053027e-06,1.0765271324608723e-05,1.232384888356798e-05,1.1676089956661774e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.0060828999191846e-06,1.0055702111520231e-06,1.0037963026895477e-06,8.966123800615222e-07,1.002007447514156e-06,7.716874338130467e-07,2.35e-07,2.35e-07,6.897301038534865e-08,1.0695096680689878e-07
800.0,9.823847739214471e-05,0.00019944959845383204,1.2547386840291991e-05,4.285603755972266e-06,1.0815716450284132e-05,1.2499276832738489e-05,1.1786320206256421e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.0203165422218772e-06,1.0198199787449907e-06,1.0180851769227074e-06,9.111801197829857e-07,1.0163358245862832e-06,7.859078191371577e-07,2.35e-07,2.35e-07,6.953193944214039e-08,1.0769212556850122e-07
900.0,9.997749378644197e-05,0.00020297345615775296,1.2720416208280843e-05,4.344091781053073e-06,1.0864591667970871e-05,1.2670882152084584e-05,1.1893683449023967e-05,0.0096,0.00028,0.0005,0.000846,0.01,0.00056,6.8e-05,0.000277,9.4e-07,9.4e-07,1.0,1.0342413712331156e-06,1.033760112813991e-06,1.0320626921218061e-06,9.254241187181273e-07,1.0303511687875067e-06,7.998199502915358e-07,2.35e-07,2.35e-07,7.006792688810494e-08,1.0840120047803398e-07
