Time,GLCo,GLCi,ATP,G6P,ADP,F6P,F16bP,AMP,F26bP,DHAP,GAP,NAD,BPG,NADH,P3G,P2G,PEP,PYR,AcAld,CO2,EtOH,Glycerol,Glycogen,Trehalose,Succinate,cell,ext,HXT,HK,PGI,PFK,ALD,TPI,GAPDH,PGK,PGM,ENO,PYK,PDC,ADH,ATPase,AK,G3PDH,Glycogen_Branch,Trehalose_Branch,Succinate_Branch
0.0,2.0,0.097652231064563,2.52512746499271,2.67504014044787,1.28198768168719,0.624976405532373,6.22132076069411,0.292884853320091,0.02,1.00415254899644,0.0451809175780963,1.50329030201531,0.000736873499865602,0.0867096979846952,0.885688538360659,0.127695817386632,0.0632352144936527,1.81531251192736,0.178140579850657,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,53.79675656165026,89.33230947730743,78.53230947734512,78.5323094773537,78.53230947746366,59.47126743500121,138.00357691092455,138.00357691092455,138.00357691093063,138.00357691093282,138.00357691093313,138.00357691093552,-130.37916009332736,99.74253486721204,4.007461029686965e-12,19.06104204400901,6.0,2.4,3.81220840880406
0.01,2.0,0.04272281157591541,2.7050983935188206,2.4644771783291084,1.1503572674686668,0.5903088018542044,6.200149170519209,0.2445443390125056,0.02,1.0170081757217204,0.04575963565632964,1.506343961551202,0.000856771428632059,0.08365603844880366,0.878988001908036,0.12710309631882385,0.06948861930875756,1.8060964076583719,0.1823949561808732,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,57.67854370226824,57.96359288532796,68.4291322934454,72.53670104219424,78.21385211391905,57.32251147774514,135.4442620402073,135.43143671312043,136.22085534407313,136.29563797936945,135.59410228158043,136.8873743276245,-128.60875480227614,106.85138654399341,-6.602166933876084,18.844887219895487,6.0,2.4,3.903252062270686
0.02,2.0,0.04023950588504277,2.885780291794255,2.2888870435170636,1.0300171410051495,0.5581689462061807,6.1013991724883665,0.18420256720058686,0.02,1.0405630838947193,0.04681972802912355,1.5088016052233701,0.000997808247056561,0.08119839477663494,0.8716683814133618,0.12648341482164865,0.0773230703716065,1.7909098579786704,0.18573972303912376,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,57.86176645414824,58.0826378328133,61.10258910840705,63.432451171952124,77.46591476738784,56.10746138822287,133.45521745039972,133.43971456359998,134.14799878898762,134.20130370778006,133.32167179039797,135.0517266540203,-126.86080129431737,113.98832152587308,-5.414724828137047,18.73303863383331,6.0,2.4,3.974830073037248
0.03,2.0,0.03828350587469861,3.050895596186148,2.186473384509504,0.9126842015627686,0.542947107811429,5.922933440151437,0.13642020225107632,0.02,1.0686802459402354,0.04808513699110967,1.5108323585408097,0.0011661481717858033,0.07916764145919582,0.8645791246951329,0.1260009091652701,0.08711018247322204,1.7716839076089603,0.18770585307734278,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,58.0065759713253,58.176789358645976,54.220138111226824,54.99488054976027,76.36303596149543,54.74076200922718,130.97112976191738,130.95317517366067,131.65995623862293,131.703262316909,130.63286022948355,132.73457146428206,-124.54139605978837,120.51037604935286,-4.135719097661159,18.674394304596298,6.0,2.4,4.016905255855135
0.04,2.0,0.03683684508415251,3.1888322100092927,2.14682457265633,0.8096784458631274,0.5411381144879245,5.681670617364841,0.10148934412757427,0.02,1.0982530346647579,0.04941604338386618,1.5126266326127642,0.0013495685936700755,0.07737336738724114,0.8577405454228839,0.125626280877519,0.09836939498876211,1.7494427589996895,0.18889081906412525,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,58.11395768549992,58.23327756507415,48.83909478426008,48.51393463666932,74.95403962998628,53.431760479230434,128.2558136802875,128.23761966851382,128.88466025301352,128.9158757096243,127.76379229155303,130.06380959791917,-121.90827209641357,125.95887229536706,-2.8621855963828047,18.63397399204907,6.0,2.4,4.04226352797228
0.05,2.0,0.03588312366525609,3.289275640313468,2.1514696934697968,0.7320862280255194,0.5476662988712124,5.403299799032001,0.07863813166100601,0.02,1.1246494811090242,0.05060398166771238,1.5139267940672,0.001518258486823367,0.07607320593280505,0.8518471487640247,0.12536746276407681,0.10939849959861174,1.7269204047649156,0.18902316948779257,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,58.184880668194985,58.25753232935136,45.46914890398277,44.573426496587736,73.36623367927537,52.449821937130764,125.71240131293277,125.69789691726523,126.22640654715639,126.24863085175677,125.23624391228904,127.37046454621738,-119.32514619405508,129.92638779238197,-1.748488050322564,18.620106099518885,6.0,2.4,4.045095827038761
0.06,2.0,0.035350989980046134,3.350482054222083,2.180182645492298,0.6839536305086538,0.5575722605523221,5.113564595527251,0.06556431526925595,0.02,1.1424962608030858,0.05140713575643281,1.5145834172282788,0.0016385796288211113,0.07541658277172623,0.8469975605100283,0.1251225651998558,0.1179002787947441,1.7080266787854859,0.1881311022617726,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,58.22449779050839,58.26018032152654,43.987799269355094,42.96341619514549,71.79871431276321,51.95979706046637,123.70409716731488,123.69554045064753,124.1548481135819,124.1854645962832,123.52273551006336,125.12010651053524,-117.18858943997859,132.34404114177227,-0.9165405798315298,18.63094565447703,6.0,2.4,4.026005588401933
0.07,2.0,0.03513086112722529,3.3790082622187403,2.216233352732412,0.6616207077992529,0.5672008802300705,4.831463891115286,0.05937102998199883,0.02,1.1480934889762466,0.051659016412394204,1.5147837656155279,0.0016944557604787096,0.0752162343844776,0.8421737043971567,0.12467632318066536,0.1224357304680419,1.6954271624474588,0.1869195828606962,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,58.240895785105145,58.25106416436812,43.8993090653352,43.03309738247853,70.44651712385841,51.90591536893044,122.3566508267473,122.35419372191097,122.88489115387355,122.9470119160425,122.6998396175598,123.62418236461032,-115.73132160478897,133.47082635764025,-0.36313184006576193,18.63431265637268,6.0,2.4,4.000079073218899
0.08,2.0,0.03511574965384413,3.3842744483009706,2.2483699123786325,0.6581000690844755,0.5743986638504776,4.567531913087119,0.05762548261454622,0.02,1.1410520911588915,0.051342134389736845,1.5148610889989917,0.0016919846560995476,0.07513891100101376,0.8359491452171494,0.12383032115273244,0.12308813890441041,1.6891367208602421,0.18618951019212143,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,58.24202168368608,58.236206282057786,44.664215040129314,44.107126842261756,69.41805042452317,52.09712413273519,121.5724013005104,121.57501828737423,122.30542701508642,122.4139073592101,122.51236447274576,122.87878478968726,-114.94348834750606,133.67884070788833,-0.012738296537445848,18.5926056020384,6.0,2.4,3.9844555181113983
0.09,2.0,0.03522573407960748,3.37430261212251,2.270212214812071,0.666996240154265,0.5781427861472086,4.325799691865012,0.05870114772321699,0.02,1.1237515855548648,0.05056358606847546,1.5150273490896522,0.0016476745401598698,0.07497265091035327,0.8273707795392757,0.12249839295053369,0.12085876186366948,1.687368964606474,0.186255327372079,1.0,50.0,0.15,0.0,0.0,0.0,1.0,1.0,58.23382776000287,58.21848271922417,45.86953516683054,45.682763178991905,68.71658023518512,52.35281493450748,121.16515535773021,121.17112405922465,122.16023880035127,122.31774094119672,122.6461322389955,122.6694883164645,-114.6543051583831,133.28495317883915,0.21223568739262433,18.491678639669484,6.0,2.4,3.9858640057624903
