ADP,ATP,AcCoA,Cit,H,H2O,He,KG,NAD,NADH,O2,OAA,Pyr,iP,Time
0.6240000000000001,3.536,0.063,0.44,1.0,1.0,1.0,0.225,0.856,0.21400000000000008,1.0,0.005,0.154,2.44,0.0
0.6245849839924804,3.5354150160075197,0.06302077663959814,0.4399799563793084,1.0,1.0,1.0,0.22508261546735098,0.8560978291879946,0.21390217081200547,1.0,0.004975644295799932,0.1539618678329997,2.44,0.01
0.6251645352417903,3.53483546475821,0.06304231164387801,0.4399591142052056,1.0,1.0,1.0,0.2251650966909178,0.8561906862038617,0.21380931379613832,1.0,0.004952977871341704,0.15392385306274747,2.44,0.02
0.6257423584466801,3.53425764155332,0.0630645449291059,0.4399375340539526,1.0,1.0,1.0,0.22524744362760135,0.8562836010242061,0.21371639897579398,1.0,0.00493188179593339,0.153885955254269,2.44,0.03
0.6263184596284597,3.5336815403715405,0.06308742073744185,0.4399152721487097,1.0,1.0,1.0,0.22532965625764254,0.8563765729975604,0.21362342700243964,1.0,0.004912245643874633,0.15384817396412823,2.44,0.04
0.6268928447888542,3.533107155211146,0.06311088721251755,0.4398923807864634,1.0,1.0,1.0,0.22541173458159733,0.8564696014525331,0.21353039854746692,1.0,0.00489396667650237,0.15381050875070848,2.44,0.05
0.6274655199089874,3.532534480091013,0.06313489626043603,0.4398689084778574,1.0,1.0,1.0,0.22549367861957542,0.8565626856989188,0.21343731430108126,1.0,0.004876949570797444,0.15377295917427952,2.44,0.06
0.628036490950326,3.531963509049674,0.06315940312679383,0.4398449003728076,1.0,1.0,1.0,0.22557548840900415,0.8566558250301035,0.21334417496989655,1.0,0.004861105587702364,0.1537355247969116,2.44,0.07
0.6286057638541305,3.5313942361458697,0.06318436624952495,0.43982039840855086,1.0,1.0,1.0,0.2256571640038249,0.8567490187240875,0.21325098127591258,1.0,0.004846352283562374,0.15369820518252314,2.44,0.08
0.6291733445414529,3.5308266554585472,0.06320974704222561,0.4397954415276588,1.0,1.0,1.0,0.22573870547333094,0.8568422660448195,0.21315773395518056,1.0,0.004832613084164989,0.15366099989688198,2.44,0.09
0.629739238913479,3.530260761086521,0.06323550963172017,0.4397700659421062,1.0,1.0,1.0,0.2258201129007688,0.856935566243745,0.21306443375625506,1.0,0.004819816768159995,0.15362390850757307,2.44,0.1
0.6303034528515385,3.5296965471484616,0.06326162068141586,0.43974430531101155,1.0,1.0,1.0,0.22590138638238902,0.8570289185608954,0.2129710814391047,1.0,0.0048078971192909575,0.15358693058399658,2.44,0.11
0.6308659922169837,3.5291340077830164,0.06328804922493388,0.4397181909080342,1.0,1.0,1.0,0.22598252602654703,0.8571223222259425,0.21287767777405753,1.0,0.004796792598812857,0.15355006569737814,2.44,0.12
0.6314268628513138,3.5285731371486864,0.06331476649081132,0.4396917517977646,1.0,1.0,1.0,0.22606353195276294,0.8572157764592575,0.21278422354074256,1.0,0.0047864459999922915,0.15351331342075675,2.44,0.13
0.6319860705763993,3.528013929423601,0.06334174573719255,0.43966501500206645,1.0,1.0,1.0,0.22614440429083782,0.857309280472886,0.21269071952711405,1.0,0.004776804122149087,0.15347667332896248,2.44,0.14
0.6325436211939524,3.527456378806048,0.06336896215328137,0.4396380055992231,1.0,1.0,1.0,0.22622514318030415,0.8574028334712757,0.2125971665287244,1.0,0.004767817576574379,0.1534401449986647,2.44,0.15
0.6330995204865069,3.5269004795134933,0.06339639265871194,0.4396107469258359,1.0,1.0,1.0,0.22630574876936824,0.8574964346522755,0.21250356534772452,1.0,0.004759440390441186,0.15340372800830013,2.44,0.16
0.6336537742165516,3.5263462257834486,0.06342401579472426,0.43958326068632736,1.0,1.0,1.0,0.22638622121432234,0.8575900832081292,0.21240991679187082,1.0,0.004751629791981144,0.15336742193807032,2.44,0.17
0.6342063881268909,3.5257936118731092,0.06345181168185358,0.43955556699549114,1.0,1.0,1.0,0.2264665606792852,0.8576837783253977,0.2123162216746024,1.0,0.004744346127520792,0.15333122637002428,2.44,0.18
0.6347573679409191,3.525242632059081,0.0634797618231999,0.4395276845764778,1.0,1.0,1.0,0.22654676733517407,0.8577775191864427,0.21222248081355732,1.0,0.00473755247260871,0.15329514088795837,2.44,0.19
