Time,H2_HMPt,ATP,H2_HMPterinPP,AMP,p_ABA,PPi,H2_Pteroate,L_Glutamate,Phosphate,ADP,DHF,L_serine,Glycine,NADP,NADPH,THF,CH2_THF,compartment,FolK,FolP,FolC,GlyA,FolA,PanB,p_ABA_production,H2_HMPt_production,THF_drain,CH2_THF_drain
7.96,3.3101978118836306e-06,0.0096,1.0600814016414248e-05,0.00028,1.0596011828297881e-05,0.0005,9.518376113260366e-06,0.000846,0.01,0.00056,1.137922973969052e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001685052565540945,8.370391378861084e-05,1.0,5.02090804106509e-07,4.4930540283004537e-07,4.7805067824196e-07,3.781301394775724e-07,3.334091555269843e-07,3.3481565515444337e-07,1.66e-07,1.66e-07,6.432698173038926e-08,1.0109089546930854e-07
7.97,3.310185061121228e-06,0.0096,1.0601341638993377e-05,0.00028,1.0596526700114605e-05,0.0005,9.518088953118467e-06,0.000846,0.01,0.00056,1.1380675872009432e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016850416661897007,8.37033357032545e-05,1.0,5.020888700708679e-07,4.493495989385202e-07,4.780362559183446e-07,3.7814800716406266e-07,3.33451526914702e-07,3.34813342813018e-07,1.66e-07,1.66e-07,6.432678097528281e-08,1.0109060621452367e-07
7.98,3.3101723064640324e-06,0.0096,1.0601868800492912e-05,0.00028,1.0597041106956947e-05,0.0005,9.517802378839681e-06,0.000846,0.01,0.00056,1.1382121436582143e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016850307691188688,8.370275784162087e-05,1.0,5.020869354444644e-07,4.493937579575509e-07,4.780218630191032e-07,3.781658141759295e-07,3.334938816675695e-07,3.3481103136648347e-07,1.66e-07,1.66e-07,6.432658026083567e-08,1.0109031706934352e-07
7.99,3.3101595479209107e-06,0.0096,1.0602395501278615e-05,0.00028,1.0597555049199528e-05,0.0005,9.517516389762211e-06,0.000846,0.01,0.00056,1.1383566433865159e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016850198743233326,8.370218020405119e-05,1.0,5.020850002286437e-07,4.494378799127422e-07,4.780074995109976e-07,3.7818356018217954e-07,3.3353621979896235e-07,3.348087208162048e-07,1.66e-07,1.66e-07,6.432637958695438e-08,1.010900280339415e-07
8.0,3.310146785500625e-06,0.0096,1.0602921741716017e-05,0.00028,1.0598068527216644e-05,0.0005,9.517230985224902e-06,0.000846,0.01,0.00056,1.1385010864314453e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016850089817978432,8.370160279090006e-05,1.0,5.020830644247347e-07,4.494819648296864e-07,4.779931653608222e-07,3.7820124484073346e-07,3.335785413222406e-07,3.3480641116360025e-07,1.66e-07,1.66e-07,6.432617895354316e-08,1.0108973910849778e-07
8.01,3.3101340192118338e-06,0.0096,1.0603447522170424e-05,0.00028,1.0598581541382259e-05,0.0005,9.516946164567234e-06,0.000846,0.01,0.00056,1.1386454728385472e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016849980915370204,8.370102560253556e-05,1.0,5.020811280340509e-07,4.4952601273396365e-07,4.779788605354028e-07,3.782188677983853e-07,3.3362084625074864e-07,3.3480410241014226e-07,1.66e-07,1.66e-07,6.432597836050367e-08,1.010894502931992e-07
8.02,3.3101212490630914e-06,0.0096,1.0603972843006909e-05,0.00028,1.0599094092070001e-05,0.0005,9.51666192712933e-06,0.000846,0.01,0.00056,1.1387898026533132e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016849872035353504,8.370044863933918e-05,1.0,5.020791910578897e-07,4.49570023651141e-07,4.77964585001598e-07,3.7823642869085663e-07,3.336631345978155e-07,3.3480179455735673e-07,1.66e-07,1.66e-07,6.432577780773521e-08,1.0108916158823938e-07
8.03,3.310108475062848e-06,0.0096,1.0604497704590322e-05,0.00028,1.0599606179653171e-05,0.0005,9.516378272251948e-06,0.000846,0.01,0.00056,1.1389340759211818e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016849763177871887,8.369987190170588e-05,1.0,5.020772534975327e-07,4.496139976067738e-07,4.77950338726298e-07,3.7825392714270863e-07,3.3370540637675443e-07,3.347994876068235e-07,1.66e-07,1.66e-07,6.43255772951346e-08,1.0108887299381863e-07
8.040000000000001,3.3100956972194495e-06,0.0096,1.0605022107285284e-05,0.00028,1.0600117804504736e-05,0.0005,9.51609519927649e-06,0.000846,0.01,0.00056,1.139078292687539e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016849654342867583,8.369929539004401e-05,1.0,5.020753153542461e-07,4.496579346264043e-07,4.779361216764252e-07,3.782713627674503e-07,3.3374766160086354e-07,3.3479718156017603e-07,1.66e-07,1.66e-07,6.432537682259629e-08,1.0108858451014399e-07
8.05,3.310082915541138e-06,0.0096,1.060554605145619e-05,0.00028,1.060062896699733e-05,0.0005,9.515812707544994e-06,0.000846,0.01,0.00056,1.139222452997717e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016849545530281493,8.369871910477541e-05,1.0,5.020733766292797e-07,4.497018347355626e-07,4.779219338189344e-07,3.782887351673963e-07,3.3378990028342504e-07,3.3479487641910163e-07,1.66e-07,1.66e-07,6.432517639001218e-08,1.0108829613742928e-07
8.06,3.3100701300360507e-06,0.0096,1.0606069537467206e-05,0.00028,1.060113966750326e-05,0.0005,9.515530796400138e-06,0.000846,0.01,0.00056,1.1393665568969959e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684943674005321,8.369814304633534e-05,1.0,5.020714373238681e-07,4.497456979597662e-07,4.77907775120812e-07,3.7830604393384985e-07,3.33832122437706e-07,3.3479257218534135e-07,1.66e-07,1.66e-07,6.432497599727186e-08,1.0108800787589504e-07
8.07,3.310057340712222e-06,0.0096,1.0606592565682271e-05,0.00028,1.0601649906394496e-05,0.0005,9.515249465185239e-06,0.000846,0.01,0.00056,1.1395106044306025e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016849327972120998,8.369756721517249e-05,1.0,5.020694974392297e-07,4.4978952432452e-07,4.77893645549077e-07,3.783232886469333e-07,3.338743280769577e-07,3.3479026886069e-07,1.66e-07,1.66e-07,6.43247756442624e-08,1.0108771972576845e-07
8.08,3.3100445475775807e-06,0.0096,1.0607115136465095e-05,0.00028,1.060215968404268e-05,0.0005,9.514968713244255e-06,0.000846,0.01,0.00056,1.1396545956437107e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.000168492192264218,8.369699161174898e-05,1.0,5.020675569765673e-07,4.498333138553164e-07,4.778795450707803e-07,3.783404688757034e-07,3.3391651721441594e-07,3.3478796644699594e-07,1.66e-07,1.66e-07,6.432457533086846e-08,1.0108743168728352e-07
8.09,3.310031750639953e-06,0.0096,1.0607637250179165e-05,0.00028,1.060266900081912e-05,0.0005,9.51468853992178e-06,0.000846,0.01,0.00056,1.1397985305814412e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016849110502891238,8.369641623654037e-05,1.0,5.02065615937068e-07,4.498770665776352e-07,4.778654736530047e-07,3.783575841780835e-07,3.3395868986330113e-07,3.347856649461615e-07,1.66e-07,1.66e-07,6.432437505697225e-08,1.0108714376068097e-07
8.1,3.3100189499070593e-06,0.0096,1.0608158907187733e-05,0.00028,1.0603177857094795e-05,0.0005,9.51440894456305e-06,0.000846,0.01,0.00056,1.1399424092888622e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016849001801463618,8.369584109003569e-05,1.0,5.020636743219027e-07,4.4992078251694355e-07,4.778514312628656e-07,3.783746341008771e-07,3.3400084603681803e-07,3.3478336436014275e-07,1.66e-07,1.66e-07,6.432417482245361e-08,1.010868559462082e-07
8.11,3.3100061453865175e-06,0.0096,1.060868010785383e-05,0.00028,1.0603686253240349e-05,0.0005,9.51412992651394e-06,0.000846,0.01,0.00056,1.1400862318109885e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684889312207192,8.369526617273738e-05,1.0,5.020617321322269e-07,4.4996446169869595e-07,4.778374178675099e-07,3.783916181798153e-07,3.34042985748156e-07,3.3478106469094953e-07,1.66e-07,1.66e-07,6.432397462718983e-08,1.0108656824411945e-07
8.120000000000001,3.30999333708584e-06,0.0096,1.0609200852540257e-05,0.00028,1.0604194189626099e-05,0.0005,9.513851485120961e-06,0.000846,0.01,0.00056,1.1402299981927821e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016848784464647802,8.36946914851613e-05,1.0,5.020597893691801e-07,4.500081041483346e-07,4.778234334341171e-07,3.784085359394957e-07,3.340851090104888e-07,3.3477876594064523e-07,1.66e-07,1.66e-07,6.432377447105584e-08,1.0108628065467557e-07
8.13,3.3099805292609464e-06,0.0096,1.0609721140851984e-05,0.00028,1.0604701670112931e-05,0.0005,9.513573617372086e-06,0.000846,0.01,0.00056,1.1403737087961112e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016848675895935893,8.36941163551392e-05,1.0,5.020578466783003e-07,4.5005171000730205e-07,4.77809477811411e-07,3.7842594493741786e-07,3.34127215929843e-07,3.347764654205568e-07,1.66e-07,1.66e-07,6.43235744770029e-08,1.010859928415038e-07
8.14,3.3099677189998937e-06,0.0096,1.0610240973671923e-05,0.00028,1.0605208692671818e-05,0.0005,9.513296324236152e-06,0.000846,0.01,0.00056,1.1405173634480422e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016848567369955606,8.369354124543957e-05,1.0,5.020559036179038e-07,4.500952792213127e-07,4.777955510480504e-07,3.784434612313074e-07,3.3416930645554946e-07,3.347741649817583e-07,1.66e-07,1.66e-07,6.432337456033274e-08,1.0108570503618547e-07
8.15,3.3099549052221643e-06,0.0096,1.0610760351556157e-05,0.00028,1.0605715256778323e-05,0.0005,9.513019605665597e-06,0.000846,0.01,0.00056,1.1406609621122292e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016848458869528612,8.369296632884492e-05,1.0,5.020539600240979e-07,4.501388117860706e-07,4.777816531416469e-07,3.784609414400958e-07,3.3421138057695893e-07,3.3477186531537966e-07,1.66e-07,1.66e-07,6.432317468940223e-08,1.0108541732518839e-07
8.16,3.3099420879394876e-06,0.0096,1.0611279274865754e-05,0.00028,1.0606221362805242e-05,0.0005,9.51274346100692e-06,0.000846,0.01,0.00056,1.1408045048337683e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684835039465413,8.36923916051915e-05,1.0,5.020520158986614e-07,4.501823077270948e-07,4.777677840593788e-07,3.7847838565232856e-07,3.3425343830728444e-07,3.34769566420766e-07,1.66e-07,1.66e-07,6.432297486421089e-08,1.0108512970843288e-07
8.17,3.30992926716352e-06,0.0096,1.0611797743961544e-05,0.00028,1.0606727011125065e-05,0.0005,9.51246788960724e-06,0.000846,0.01,0.00056,1.1409479916577046e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684824194533059,8.369181707432367e-05,1.0,5.020500712433627e-07,4.502257670698917e-07,4.777539437684559e-07,3.784957939498697e-07,3.3429547965972414e-07,3.3476726829729466e-07,1.66e-07,1.66e-07,6.432277508475674e-08,1.0108484218584337e-07
8.18,3.3099164429058496e-06,0.0096,1.0612315759204126e-05,0.00028,1.0607232202109977e-05,0.0005,9.512192890814295e-06,0.000846,0.01,0.00056,1.1410914226290332e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016848133521555622,8.369124273609393e-05,1.0,5.020481260599592e-07,4.5026918983995677e-07,4.77740132236119e-07,3.785131664078747e-07,3.3433750464746146e-07,3.347649709443757e-07,1.66e-07,1.66e-07,6.432257535103635e-08,1.0108455475734832e-07
8.19,3.309903615177993e-06,0.0096,1.0612833320953863e-05,0.00028,1.0607736936131859e-05,0.0005,9.511918463976444e-06,0.000846,0.01,0.00056,1.1412347977926981e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016848025123326055,8.369066859036294e-05,1.0,5.020461803501979e-07,4.5031257606277296e-07,4.777263494296402e-07,3.785305030947297e-07,3.343795132836649e-07,3.347626743614518e-07,1.66e-07,1.66e-07,6.432237566304479e-08,1.0108426742288035e-07
8.2,3.309890783991395e-06,0.0096,1.061335042957089e-05,0.00028,1.0608241213562287e-05,0.0005,9.511644608442673e-06,0.000846,0.01,0.00056,1.1413781171935937e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016847916750637937,8.369009463699951e-05,1.0,5.020442341158147e-07,4.5035592576381165e-07,4.777125953163227e-07,3.785478040721596e-07,3.344215055814886e-07,3.3476037854799803e-07,1.66e-07,1.66e-07,6.432217602077572e-08,1.0108398018237601e-07
8.21,3.309877949357431e-06,0.0096,1.0613867085415102e-05,0.00028,1.0608745034772536e-05,0.0005,9.511371323562577e-06,0.000846,0.01,0.00056,1.1415213808765631e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684780840348651,8.368952087588056e-05,1.0,5.020422873585351e-07,4.5039923896853246e-07,4.776988698635009e-07,3.785650693951471e-07,3.344634815540712e-07,3.347580835035222e-07,1.66e-07,1.66e-07,6.432197642422129e-08,1.0108369303577607e-07
8.22,3.3098651112874064e-06,0.0096,1.0614383288846165e-05,0.00028,1.0609248400133573e-05,0.0005,9.511098608686382e-06,0.000846,0.01,0.00056,1.1416645888863994e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684770008186622,8.368894730689118e-05,1.0,5.020403400800738e-07,4.504425157023829e-07,4.776851730385404e-07,3.785822991119188e-07,3.345054412145373e-07,3.347557892275647e-07,1.66e-07,1.66e-07,6.432177687337221e-08,1.0108340598302528e-07
8.23,3.3098522697925533e-06,0.0096,1.0614899040223509e-05,0.00028,1.0609751310016065e-05,0.0005,9.510826463164932e-06,0.000846,0.01,0.00056,1.1418077412678455e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016847591785770725,8.36883739299246e-05,1.0,5.020383922821345e-07,4.504857559907986e-07,4.77671504808838e-07,3.785994932640742e-07,3.345473845759962e-07,3.347534957196984e-07,1.66e-07,1.66e-07,6.432157736821772e-08,1.0108311902407249e-07
8.24,3.309839424884036e-06,0.0096,1.0615414339906333e-05,0.00028,1.061025376479037e-05,0.0005,9.510554886349687e-06,0.000846,0.01,0.00056,1.141950838065593e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016847483515192884,8.368780074488219e-05,1.0,5.020364439664105e-07,4.5052895985920336e-07,4.776578651418214e-07,3.7861665188640263e-07,3.3458931165154264e-07,3.347512029795287e-07,1.66e-07,1.66e-07,6.432137790874556e-08,1.0108283215887062e-07
8.25,3.3098265765729457e-06,0.0096,1.06159291882536e-05,0.00028,1.0610755764826547e-05,0.0005,9.510283877592732e-06,0.000846,0.01,0.00056,1.142093879324284e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016847375270124761,8.368722775167345e-05,1.0,5.020344951345843e-07,4.505721273330092e-07,4.7764425400495e-07,3.786337750070459e-07,3.346312224542566e-07,3.347489110066938e-07,1.66e-07,1.66e-07,6.432117849494207e-08,1.0108254538737671e-07
8.26,3.309813724870305e-06,0.0096,1.061644358562404e-05,0.00028,1.0611257310494347e-05,0.0005,9.510013436246772e-06,0.000846,0.01,0.00056,1.1422368650885094e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016847267050557627,8.368665495021605e-05,1.0,5.020325457883278e-07,4.506152584376156e-07,4.776306713657137e-07,3.786508626473832e-07,3.3467311699720304e-07,3.347466198008642e-07,1.66e-07,1.66e-07,6.432097912679208e-08,1.0108225870955177e-07
8.27,3.309800869787064e-06,0.0096,1.0616957532376151e-05,0.00028,1.0611758402163218e-05,0.0005,9.509743561665132e-06,0.000846,0.01,0.00056,1.14237979540281e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016847158856481953,8.368608234043579e-05,1.0,5.020305959293018e-07,4.5065835319841074e-07,4.776171171916344e-07,3.7866791482210534e-07,3.347149952934325e-07,3.347443293617432e-07,1.66e-07,1.66e-07,6.432077980427896e-08,1.0108197212536098e-07
8.28,3.309788011334104e-06,0.0096,1.0617471028868198e-05,0.00028,1.0612259040202304e-05,0.0005,9.50947425320176e-06,0.000846,0.01,0.00056,1.142522670311676e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016847050687887418,8.368550992226661e-05,1.0,5.020286455591568e-07,4.5070141164077033e-07,4.776035914502642e-07,3.7868493153914065e-07,3.3475685735598047e-07,3.3474203968906647e-07,1.66e-07,1.66e-07,6.432058052738464e-08,1.0108168563477355e-07
8.290000000000001,3.3097751495222335e-06,0.0096,1.061798407545821e-05,0.00028,1.0612759224980444e-05,0.0005,9.50920551021122e-06,0.000846,0.01,0.00056,1.1426654898595474e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016846942544762906,8.368493769565061e-05,1.0,5.020266946795324e-07,4.5074443379005824e-07,4.775900941091872e-07,3.787019127997698e-07,3.347987031978677e-07,3.3473975078260247e-07,1.66e-07,1.66e-07,6.432038129608953e-08,1.0108139923776277e-07
8.3,3.3097622843621918e-06,0.0096,1.0618496672503983e-05,0.00028,1.0613258956866175e-05,0.0005,9.5089373320487e-06,0.000846,0.01,0.00056,1.1428082540908132e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016846834427096505,8.3684365660538e-05,1.0,5.020247432920572e-07,4.507874196716263e-07,4.775766251360181e-07,3.7871885859849726e-07,3.348405328321001e-07,3.3473746264215203e-07,1.66e-07,1.66e-07,6.43201821103726e-08,1.0108111293430601e-07
8.31,3.309749415864647e-06,0.0096,1.061900882036308e-05,0.00028,1.061375823622773e-05,0.0005,9.50866971807001e-06,0.000846,0.01,0.00056,1.1429509630498127e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684672633487551,8.368379381688716e-05,1.0,5.020227913983496e-07,4.5083036931081417e-07,4.775631844984033e-07,3.7873576892311897e-07,3.34882346271669e-07,3.3473517526754866e-07,1.66e-07,1.66e-07,6.43199829702114e-08,1.0108082672438469e-07
8.32,3.309736544040197e-06,0.0096,1.0619520519392833e-05,0.00028,1.0614257063433032e-05,0.0005,9.508402667631575e-06,0.000846,0.01,0.00056,1.143093616780834e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016846618268086415,8.368322216466463e-05,1.0,5.020208390000171e-07,4.508732827329496e-07,4.775497721640198e-07,3.787526437547427e-07,3.349241435295508e-07,3.347328886586585e-07,1.66e-07,1.66e-07,6.431978387558196e-08,1.0108054060798437e-07
8.33,3.3097236688993687e-06,0.0096,1.0620031769950337e-05,0.00028,1.0614755438849707e-05,0.0005,9.508136180090448e-06,0.000846,0.01,0.00056,1.1432362153281149e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016846510226714928,8.368265070384503e-05,1.0,5.020188860986562e-07,4.5091615996334805e-07,4.775363881005763e-07,3.7876948306774064e-07,3.3496592461870704e-07,3.347306028153801e-07,1.66e-07,1.66e-07,6.431958482645883e-08,1.010802545850946e-07
8.34,3.3097107904526174e-06,0.0096,1.0620542572392454e-05,0.00028,1.0615253362845074e-05,0.0005,9.507870254804296e-06,0.000846,0.01,0.00056,1.1433787587358434e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016846402210745953,8.36820794344112e-05,1.0,5.02016932695853e-07,4.5095900102731304e-07,4.775230322758123e-07,3.787862868297629e-07,3.3500768955208465e-07,3.347283177376448e-07,1.66e-07,1.66e-07,6.431938582281518e-08,1.0107996865570907e-07
8.35,3.3096979087103293e-06,0.0096,1.0621052927075815e-05,0.00028,1.0615750835786146e-05,0.0005,9.50760489113141e-06,0.000846,0.01,0.00056,1.1435212470481564e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016846294220163602,8.368150835635407e-05,1.0,5.020149787931827e-07,4.5100180595013595e-07,4.775097046574987e-07,3.788030550017375e-07,3.350494383426157e-07,3.347260334254163e-07,1.66e-07,1.66e-07,6.431918686462261e-08,1.010796828198255e-07
8.36,3.309685023682819e-06,0.0096,1.0621562834356816e-05,0.00028,1.0616247858039636e-05,0.0005,9.507340088430701e-06,0.000846,0.01,0.00056,1.1436636803091402e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016846186254951194,8.368093746967273e-05,1.0,5.020130243922099e-07,4.510445747570958e-07,4.774964052134371e-07,3.7881978753789765e-07,3.350911710032175e-07,3.347237498786909e-07,1.66e-07,1.66e-07,6.431898795185132e-08,1.010793970774457e-07
8.370000000000001,3.3096721353803306e-06,0.0096,1.0622072294591618e-05,0.00028,1.061674442997195e-05,0.0005,9.507075846061703e-06,0.000846,0.01,0.00056,1.143806058562831e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016846078315091252,8.368036677437443e-05,1.0,5.020110694944885e-07,4.510873074734598e-07,4.774831339114612e-07,3.78836484385734e-07,3.351328875467924e-07,3.347214670974977e-07,1.66e-07,1.66e-07,6.431878908447003e-08,1.0107911142857557e-07
8.38,3.309659243813037e-06,0.0096,1.0622581308136151e-05,0.00028,1.0617240551949191e-05,0.0005,9.506812163384568e-06,0.000846,0.01,0.00056,1.1439483818532148e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016845970400565502,8.367979627047453e-05,1.0,5.020091141015614e-07,4.511300041244825e-07,4.774698907194351e-07,3.788531454860356e-07,3.3517458798622827e-07,3.3471918508189816e-07,1.66e-07,1.66e-07,6.431859026244598e-08,1.010788258732251e-07
8.39,3.3096463489910417e-06,0.0096,1.0623089875346111e-05,0.00028,1.0617736224337156e-05,0.0005,9.506549039760066e-06,0.000846,0.01,0.00056,1.1440906502242264e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016845862511354875,8.367922595799656e-05,1.0,5.020071582149611e-07,4.511726647354067e-07,4.77456675605254e-07,3.788697707728762e-07,3.352162723343979e-07,3.3471690383198626e-07,1.66e-07,1.66e-07,6.431839148574496e-08,1.010785404114083e-07
8.4,3.3096334509243764e-06,0.0096,1.062359799657696e-05,0.00028,1.0618231447501337e-05,0.0005,9.506286474549595e-06,0.000846,0.01,0.00056,1.1442328637197508e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016845754647439506,8.367865583697218e-05,1.0,5.020052018362094e-07,4.512152893314627e-07,4.77443488536845e-07,3.788863601735735e-07,3.3525794060415953e-07,3.347146233478887e-07,1.66e-07,1.66e-07,6.431819275433128e-08,1.0107825504314329e-07
8.41,3.3096205496230024e-06,0.0096,1.0624105672183925e-05,0.00028,1.0618726221806929e-05,0.0005,9.506024467115166e-06,0.000846,0.01,0.00056,1.144375022383622e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684564680879874,8.367808590744122e-05,1.0,5.02003244966817e-07,4.5125787793786866e-07,4.774303294821657e-07,3.7890291360878435e-07,3.3529959280835646e-07,3.3471234362976485e-07,1.66e-07,1.66e-07,6.431799406816781e-08,1.0107796976845227e-07
8.42,3.30960764509681e-06,0.0096,1.0624612902522002e-05,0.00028,1.0619220547618814e-05,0.0005,9.505763016819416e-06,0.000846,0.01,0.00056,1.144517126259624e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016845538995411124,8.36775161694516e-05,1.0,5.020012876082841e-07,4.513004305798304e-07,4.77417198409205e-07,3.789194309924366e-07,3.3534122895981733e-07,3.3471006467780644e-07,1.66e-07,1.66e-07,6.43177954272159e-08,1.010776845873615e-07
8.43,3.30959473735562e-06,0.0096,1.0625119687945955e-05,0.00028,1.0619714425301576e-05,0.0005,9.5055021230256e-06,0.000846,0.01,0.00056,1.1446591753914902e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016845431207254403,8.367694662305943e-05,1.0,5.019993297621003e-07,4.513429472825417e-07,4.774040952859833e-07,3.7893591223168863e-07,3.3538284907135584e-07,3.347077864922377e-07,1.66e-07,1.66e-07,6.43175968314355e-08,1.0107739949990135e-07
8.44,3.309581826409181e-06,0.0096,1.0625626028810308e-05,0.00028,1.062020785521949e-05,0.0005,9.505241785097595e-06,0.000846,0.01,0.00056,1.1448011698229035e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016845323444305538,8.367637726832894e-05,1.0,5.019973714297445e-07,4.5138542807118365e-07,4.773910200805518e-07,3.789523572270514e-07,3.354244531557711e-07,3.3470550907331576e-07,1.66e-07,1.66e-07,6.431739828078505e-08,1.0107711450610621e-07
8.45,3.309568912267172e-06,0.0096,1.0626131925469358e-05,0.00028,1.0620700837736532e-05,0.0005,9.504982002399899e-06,0.000846,0.01,0.00056,1.1449431095974961e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016845215706540688,8.367580810533253e-05,1.0,5.019954126126846e-07,4.5142787297092525e-07,4.773779727609931e-07,3.7896876587225947e-07,3.3546604122584716e-07,3.3470323242133015e-07,1.66e-07,1.66e-07,6.431719977522153e-08,1.0107682960601458e-07
8.46,3.3095559949392006e-06,0.0096,1.0626637378277168e-05,0.00028,1.0621193373216369e-05,0.0005,9.504722774297628e-06,0.000846,0.01,0.00056,1.1450849947588504e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016845107993935222,8.367523913415071e-05,1.0,5.019934533123779e-07,4.5147028200692325e-07,4.77364953295421e-07,3.789851380543797e-07,3.355076132943536e-07,3.3470095653660286e-07,1.66e-07,1.66e-07,6.431700131470049e-08,1.0107654479966906e-07
8.47,3.309543074434804e-06,0.0096,1.0627142387587562e-05,0.00028,1.0621685462022367e-05,0.0005,9.504464100156518e-06,0.000846,0.01,0.00056,1.1452268253504973e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016845000306463703,8.367467035487216e-05,1.0,5.01991493530271e-07,4.515126552043219e-07,4.773519616519799e-07,3.790014736537229e-07,3.3554916937404505e-07,3.3469868141948865e-07,1.66e-07,1.66e-07,6.431680289917593e-08,1.010762600871163e-07
8.48,3.309530150763449e-06,0.0096,1.0627646953754137e-05,0.00028,1.0622177104517588e-05,0.0005,9.504205979342934e-06,0.000846,0.01,0.00056,1.1453686014159186e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016844892644099914,8.367410176759369e-05,1.0,5.019895332677999e-07,4.515549925882531e-07,4.773389977988464e-07,3.790177725438915e-07,3.3559070947766134e-07,3.3469640707037477e-07,1.66e-07,1.66e-07,6.431660452860048e-08,1.0107597546840702e-07
8.49,3.3095172239345316e-06,0.0096,1.0628151077130253e-05,0.00028,1.0622668301064786e-05,0.0005,9.50394841122385e-06,0.000846,0.01,0.00056,1.1455103229985442e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016844785006816832,8.367353337242023e-05,1.0,5.019875725263897e-07,4.515972941838364e-07,4.773260617042273e-07,3.7903403459180635e-07,3.356322336179274e-07,3.346941334896809e-07,1.66e-07,1.66e-07,6.431640620292524e-08,1.0107569094359599e-07
8.5,3.309504293957377e-06,0.0096,1.0628654758069037e-05,0.00028,1.0623159052026415e-05,0.0005,9.503691395166871e-06,0.000846,0.01,0.00056,1.1456519901417548e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684467739458664,8.367296516946492e-05,1.0,5.019856113074549e-07,4.5163956001617884e-07,4.773131533363612e-07,3.7905025965760545e-07,3.3567374180755386e-07,3.346918606778597e-07,1.66e-07,1.66e-07,6.431620792209988e-08,1.0107540651274217e-07
8.51,3.309491360841239e-06,0.0096,1.0629157996923385e-05,0.00028,1.0623649357764625e-05,0.0005,9.503434930540215e-06,0.000846,0.01,0.00056,1.1457936028888797e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001684456980738073,8.367239715884897e-05,1.0,5.019836496123991e-07,4.5168179011037534e-07,4.773002726635174e-07,3.7906644759475884e-07,3.3571523405923594e-07,3.346895886353959e-07,1.66e-07,1.66e-07,6.431600968607257e-08,1.0107512217590843e-07
