ADP,AMP,ATP,CH2_THF,DHF,Glycine,H2_HMPt,H2_HMPterinPP,H2_Pteroate,L_Glutamate,L_serine,NADP,NADPH,PPi,Phosphate,THF,p_ABA,Time
0.00056,0.00028,0.0096,8.462794500718983e-05,1.0033331761019129e-05,0.000277,3.3152892959547756e-06,1.0016346368905246e-05,9.983816812659882e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016903827250807577,1.0016635664860025e-05,0.16
0.00056,0.00028,0.0096,8.462369915019696e-05,1.0035405724758384e-05,0.000277,3.315305691674456e-06,1.001736139315575e-05,9.982816412904234e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690404136365502,1.0017667084830213e-05,0.17
0.00056,0.00028,0.0096,8.461947330274639e-05,1.0037478577163671e-05,0.000277,3.3153219502328164e-06,1.0018375604720388e-05,9.981817331715347e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016904253551176525,1.001869755495321e-05,0.18
0.00056,0.00028,0.0096,8.461527632748357e-05,1.0039550327021126e-05,0.000277,3.315338018875885e-06,1.0019389025560118e-05,9.980819563581623e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016904462930164953,1.0019727044436008e-05,0.19
0.00056,0.00028,0.0096,8.461110822440851e-05,1.0041620974330754e-05,0.000277,3.3153538976036617e-06,1.0020401655674939e-05,9.979823108503059e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016904669500620307,1.0020755553278607e-05,0.2
0.00056,0.00028,0.0096,8.46069689935212e-05,1.0043690519092552e-05,0.000277,3.3153695864161473e-06,1.0021413495064851e-05,9.978827966479655e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016904873262542586,1.0021783081481005e-05,0.21
0.00056,0.00028,0.0096,8.460285863482165e-05,1.004575896130652e-05,0.000277,3.3153850853133413e-06,1.0022424543729856e-05,9.977834137511414e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690507421593179,1.0022809629043204e-05,0.22
0.00056,0.00028,0.0096,8.459877714830984e-05,1.0047826300972656e-05,0.000277,3.3154003942952435e-06,1.0023434801669953e-05,9.976841621598333e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016905272360787918,1.0023835195965204e-05,0.23
0.00056,0.00028,0.0096,8.459472453398578e-05,1.0049892538090965e-05,0.000277,3.3154155133618545e-06,1.0024444268885141e-05,9.975850418740414e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690546769711097,1.0024859782247003e-05,0.24
0.00056,0.00028,0.0096,8.459070079184948e-05,1.0051957672661444e-05,0.000277,3.3154304425131734e-06,1.0025452945375422e-05,9.974860528937656e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016905660224900948,1.0025883387888601e-05,0.25
0.00056,0.00028,0.0096,8.458670592190094e-05,1.0054021704684092e-05,0.000277,3.315445181749201e-06,1.0026460831140793e-05,9.97387195219006e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690584994415785,1.0026906012890002e-05,0.26
0.00056,0.00028,0.0096,8.458273992414013e-05,1.005608463415891e-05,0.000277,3.3154597310699374e-06,1.0027467926181257e-05,9.972884688497623e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016906036854881675,1.0027927657251202e-05,0.27
0.00056,0.00028,0.0096,8.457880279856709e-05,1.00581464610859e-05,0.000277,3.3154740904753817e-06,1.0028474230496814e-05,9.97189873786035e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016906220957072426,1.0028948320972201e-05,0.28
0.00056,0.00028,0.0096,8.457489454518179e-05,1.006020718546506e-05,0.000277,3.3154882599655347e-06,1.0029479744087462e-05,9.970914100278235e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016906402250730103,1.0029968004053001e-05,0.29
0.00056,0.00028,0.0096,8.457101271978542e-05,1.0062266815262892e-05,0.000277,3.3155022542686142e-06,1.0030484468726877e-05,9.96993076496456e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016906580978815998,1.0030986722995498e-05,0.3
0.00056,0.00028,0.0096,8.456714504678534e-05,1.0064325390489845e-05,0.000277,3.315516147354709e-06,1.0031488413323072e-05,9.968948677744756e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016906758361563866,1.0032004560677788e-05,0.31
0.00056,0.00028,0.0096,8.456330383217411e-05,1.0066382871036387e-05,0.000277,3.3155298650705473e-06,1.0032491568945976e-05,9.967967892927552e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016906933175718104,1.003302143401653e-05,0.32
0.00056,0.00028,0.0096,8.455948907595174e-05,1.0068439256902515e-05,0.000277,3.315543407416129e-06,1.0033493935595587e-05,9.966988410512948e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690710542127871,1.0034037343011723e-05,0.33
0.00056,0.00028,0.0096,8.455570077811823e-05,1.0070494548088228e-05,0.000277,3.315556774391453e-06,1.003449551327191e-05,9.966010230500941e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690727509824569,1.003505228766337e-05,0.34
0.00056,0.00028,0.0096,8.455193893867357e-05,1.0072548744593528e-05,0.000277,3.3155699659965206e-06,1.0035496301974942e-05,9.965033352891536e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016907442206619036,1.0036066267971469e-05,0.35000000000000003
0.00056,0.00028,0.0096,8.454820355761777e-05,1.0074601846418412e-05,0.000277,3.3155829822313306e-06,1.0036496301704681e-05,9.96405777768473e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690760674639875,1.0037079283936018e-05,0.36
0.00056,0.00028,0.0096,8.454449463495083e-05,1.0076653853562885e-05,0.000277,3.315595823095884e-06,1.003749551246113e-05,9.963083504880522e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016907768717584835,1.0038091335557022e-05,0.37
0.00056,0.00028,0.0096,8.454081217067274e-05,1.0078704766026943e-05,0.000277,3.3156084885901807e-06,1.003849393424429e-05,9.962110534478913e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690792812017729,1.0039102422834477e-05,0.38
0.00056,0.00028,0.0096,8.453715616478352e-05,1.0080754583810587e-05,0.000277,3.31562097871422e-06,1.0039491567054157e-05,9.961138866479905e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016908084954176113,1.0040112545768383e-05,0.39
0.00056,0.00028,0.0096,8.453352661728315e-05,1.0082803306913817e-05,0.000277,3.3156332934680027e-06,1.0040488410890733e-05,9.960168500883495e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016908239219581305,1.0041121704358743e-05,0.4
0.00056,0.00028,0.0096,8.452992352817162e-05,1.0084850935336634e-05,0.000277,3.3156454328515283e-06,1.0041484465754019e-05,9.959199437689685e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016908390916392865,1.0042129898605554e-05,0.41000000000000003
0.00056,0.00028,0.0096,8.452634689744897e-05,1.0086897469079037e-05,0.000277,3.315657396864797e-06,1.0042479731644014e-05,9.958231676898474e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016908540044610797,1.0043137128508818e-05,0.42
0.00056,0.00028,0.0096,8.45227927068806e-05,1.0088942925630675e-05,0.000277,3.315669209820415e-06,1.0043474214626087e-05,9.957265195430946e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016908687003428608,1.0044143424446508e-05,0.43
0.00056,0.00028,0.0096,8.451925092467601e-05,1.0090987348655624e-05,0.000277,3.315680932416424e-06,1.0044467929842832e-05,9.956299935669052e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016908832789459515,1.0045148862259262e-05,0.44
0.00056,0.00028,0.0096,8.451573309110136e-05,1.0093030687924063e-05,0.000277,3.3156924948276464e-06,1.004546085987467e-05,9.95533596389484e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690897625623004,1.0046153354702321e-05,0.45
0.00056,0.00028,0.0096,8.451223920615664e-05,1.0095072943435989e-05,0.000277,3.315703897054082e-06,1.0046453004721598e-05,9.954373280108314e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690911740374018,1.0047156901775686e-05,0.46
0.00056,0.00028,0.0096,8.450876926984185e-05,1.0097114115191406e-05,0.000277,3.3157151390957302e-06,1.004744436438362e-05,9.95341188430947e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016909256231989938,1.0048159503479356e-05,0.47000000000000003
0.00056,0.00028,0.0096,8.450532328215698e-05,1.0099154203190311e-05,0.000277,3.3157262209525916e-06,1.0048434938860733e-05,9.952451776498309e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016909392740979318,1.0049161159813332e-05,0.48
0.00056,0.00028,0.0096,8.450190124310203e-05,1.0101193207432704e-05,0.000277,3.315737142624666e-06,1.0049424728152938e-05,9.951492956674833e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001690952693070831,1.0050161870777611e-05,0.49
0.00056,0.00028,0.0096,8.449850315267702e-05,1.0103231127918587e-05,0.000277,3.3157479041119536e-06,1.0050413732260237e-05,9.950535424839039e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016909658801176925,1.0051161636372197e-05,0.5
0.00056,0.00028,0.0096,8.449512901088193e-05,1.0105267964647959e-05,0.000277,3.3157585054144543e-06,1.0051401951182627e-05,9.949579180990928e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016909788352385157,1.0052160456597087e-05,0.51
0.00056,0.00028,0.0096,8.449177881771678e-05,1.010730371762082e-05,0.000277,3.315768946532168e-06,1.0052389384920108e-05,9.9486242251305e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016909915584333005,1.0053158331452284e-05,0.52
0.00056,0.00028,0.0096,8.448845257318155e-05,1.010933838683717e-05,0.000277,3.3157792274650946e-06,1.0053376033472682e-05,9.947670557257756e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691004049702047,1.0054155260937784e-05,0.53
0.00056,0.00028,0.0096,8.448515027727625e-05,1.0111371972297006e-05,0.000277,3.315789348213234e-06,1.005436189684035e-05,9.946718177372696e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016910163090447556,1.005515124505359e-05,0.54
0.00056,0.00028,0.0096,8.448187193000086e-05,1.0113404474000335e-05,0.000277,3.3157993087765866e-06,1.0055346975023108e-05,9.945767085475318e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691028336461426,1.0056146283799701e-05,0.55
0.00056,0.00028,0.0096,8.447861238060093e-05,1.0115435918439989e-05,0.000277,3.315809140445504e-06,1.0056331278487647e-05,9.944817246822345e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016910401831050112,1.0057140418933158e-05,0.56
0.00056,0.00028,0.0096,8.447536458782822e-05,1.0117466341832536e-05,0.000277,3.3158188859949104e-06,1.0057314821542264e-05,9.943868613918588e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016910519189032548,1.0058133707537181e-05,0.5700000000000001
0.00056,0.00028,0.0096,8.447213794569339e-05,1.0119495695860007e-05,0.000277,3.3158284883570694e-06,1.0058297585097685e-05,9.942921250129275e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016910634505627593,1.0059126073454763e-05,0.58
0.00056,0.00028,0.0096,8.446893237204809e-05,1.0121523980944932e-05,0.000277,3.3158379480310252e-06,1.0059279569320842e-05,9.941975154900292e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691074778899353,1.0060117517351875e-05,0.59
0.00056,0.00028,0.0096,8.446574778474398e-05,1.0123551197509838e-05,0.000277,3.315847265515821e-06,1.0060260774378666e-05,9.941030327677527e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691085904728864,1.0061108039894494e-05,0.6
0.00056,0.00028,0.0096,8.446258410163274e-05,1.0125577345977257e-05,0.000277,3.3158564413105e-06,1.0061241200438085e-05,9.940086767906868e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.000169109682886712,1.0062097641748593e-05,0.61
0.00056,0.00028,0.0096,8.445944124056602e-05,1.0127602426769714e-05,0.000277,3.3158654759141058e-06,1.0062220847666035e-05,9.939144475034198e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691107552129949,1.0063086323580149e-05,0.62
0.00056,0.00028,0.0096,8.445631911939549e-05,1.0129626440309739e-05,0.000277,3.3158743698256818e-06,1.0063199716229445e-05,9.938203448505405e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016911180753331797,1.0064074086055134e-05,0.63
0.00056,0.00028,0.0096,8.445321765597283e-05,1.0131649387019862e-05,0.000277,3.3158831235442718e-06,1.0064177806295243e-05,9.937263687766375e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016911283992926393,1.0065060929839524e-05,0.64
0.00056,0.00028,0.0096,8.445013676814971e-05,1.013367126732261e-05,0.000277,3.315891737568919e-06,1.0065155118030365e-05,9.936325192262996e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016911385248241564,1.0066046855599292e-05,0.65
0.00056,0.00028,0.0096,8.444707637377779e-05,1.0135692081640515e-05,0.000277,3.3159002123986664e-06,1.006613165160174e-05,9.935387961441155e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016911484527435585,1.0067031864000413e-05,0.66
0.00056,0.00028,0.0096,8.444403639070872e-05,1.0137711830396103e-05,0.000277,3.315908548532558e-06,1.0067107407176296e-05,9.934451994746734e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016911581838666742,1.0068015955708862e-05,0.67
0.00056,0.00028,0.0096,8.444101673679417e-05,1.0139730514011904e-05,0.000277,3.3159167464696373e-06,1.006808238492097e-05,9.933517291625624e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691167719009331,1.0068999131390614e-05,0.68
0.00056,0.00028,0.0096,8.443801732988584e-05,1.0141748132910446e-05,0.000277,3.3159248067089474e-06,1.0069056585002688e-05,9.932583851523712e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016911770589873572,1.0069981391711643e-05,0.6900000000000001
0.00056,0.00028,0.0096,8.443503808783536e-05,1.014376468751426e-05,0.000277,3.3159327297495317e-06,1.0070030007588384e-05,9.931651673886881e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016911862046165807,1.0070962737337923e-05,0.7000000000000001
0.00056,0.00028,0.0096,8.443207892849442e-05,1.0145780178245872e-05,0.000277,3.3159405160904338e-06,1.0071002652844987e-05,9.93072075816102e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016911951567128298,1.007194316893543e-05,0.71
0.00056,0.00028,0.0096,8.442913976971467e-05,1.0147794605527813e-05,0.000277,3.3159481662306974e-06,1.007197452093943e-05,9.929791103792014e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016912039160919321,1.0072922687170135e-05,0.72
0.00056,0.00028,0.0096,8.442622052934777e-05,1.0149807969782612e-05,0.000277,3.315955680669365e-06,1.0072945612038643e-05,9.928862710225749e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691212483569716,1.0073901292708016e-05,0.73
0.00056,0.00028,0.0096,8.442332112524541e-05,1.0151820271432795e-05,0.000277,3.3159630599054812e-06,1.0073915926309557e-05,9.927935576908116e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016912208599620092,1.0074878986215047e-05,0.74
0.00056,0.00028,0.0096,8.442044147525926e-05,1.0153831510900894e-05,0.000277,3.315970304438089e-06,1.0074885463919105e-05,9.927009703284996e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.000169122904608464,1.0075855768357201e-05,0.75
0.00056,0.00028,0.0096,8.441758149724096e-05,1.0155841688609437e-05,0.000277,3.3159774147662316e-06,1.0075854225034213e-05,9.926085088802279e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691237042753436,1.0076831639800453e-05,0.76
0.00056,0.00028,0.0096,8.441474110904219e-05,1.0157850804980953e-05,0.000277,3.3159843913889528e-06,1.0076822209821818e-05,9.925161732905848e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016912448507842257,1.0077806601210779e-05,0.77
0.00056,0.00028,0.0096,8.441191629659997e-05,1.0159858886936553e-05,0.000277,3.3159912589125467e-06,1.007778943041904e-05,9.924239600350418e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016912525100179889,1.0078780689331594e-05,0.78
0.00056,0.00028,0.0096,8.440910497862398e-05,1.0161865948371706e-05,0.000277,3.3159980300931422e-06,1.007875589307893e-05,9.923318672943495e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691260041112495,1.007975392317208e-05,0.79
0.00056,0.00028,0.0096,8.440631173120714e-05,1.0163871958315377e-05,0.000277,3.3160046768692986e-06,1.0079721583787027e-05,9.922398991230506e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016912673986494627,1.0080726260656332e-05,0.8
0.00056,0.00028,0.0096,8.440353641764835e-05,1.0165876917557747e-05,0.000277,3.3160112000745318e-06,1.0080686502876337e-05,9.921480554176019e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691274583986168,1.0081697702950875e-05,0.81
0.00056,0.00028,0.0096,8.440077890124658e-05,1.0167880826888996e-05,0.000277,3.3160176005423565e-06,1.008165065067987e-05,9.9205633607446e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016912815984798874,1.0082668251222234e-05,0.8200000000000001
0.00056,0.00028,0.0096,8.439803904530074e-05,1.01698836870993e-05,0.000277,3.3160238791062895e-06,1.0082614027530638e-05,9.919647409900823e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016912884434878975,1.0083637906636935e-05,0.8300000000000001
0.00056,0.00028,0.0096,8.439531671310975e-05,1.0171885498978843e-05,0.000277,3.3160300365998457e-06,1.008357663376165e-05,9.918732700609253e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016912951203674746,1.0084606670361502e-05,0.84
0.00056,0.00028,0.0096,8.439261176797257e-05,1.01738862633178e-05,0.000277,3.3160360738565413e-06,1.0084538469705912e-05,9.917819231834463e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691301630475895,1.0085574543562461e-05,0.85
0.00056,0.00028,0.0096,8.438992407318812e-05,1.0175885980906353e-05,0.000277,3.316041991709892e-06,1.0085499535696439e-05,9.91690700254102e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691307975170435,1.0086541527406338e-05,0.86
0.00056,0.00028,0.0096,8.438725349205533e-05,1.0177884652534681e-05,0.000277,3.3160477909934134e-06,1.0086459832066238e-05,9.915996011693493e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016913141558083715,1.0087507623059659e-05,0.87
0.00056,0.00028,0.0096,8.438459988787311e-05,1.0179882278992962e-05,0.000277,3.316053472540621e-06,1.0087419359148317e-05,9.915086258256452e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016913201737469801,1.0088472831688946e-05,0.88
0.00056,0.00028,0.0096,8.438196312394044e-05,1.0181878861071376e-05,0.000277,3.3160590371850312e-06,1.0088378117275689e-05,9.914177741194467e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016913260303435377,1.0089437154460727e-05,0.89
0.00056,0.00028,0.0096,8.437934306355621e-05,1.0183874399560103e-05,0.000277,3.316064485760159e-06,1.0089336106781361e-05,9.913270459472106e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016913317269553208,1.0090400592541526e-05,0.9
0.00056,0.00028,0.0096,8.437673957001938e-05,1.0185868895249323e-05,0.000277,3.3160698190995202e-06,1.0090293327998343e-05,9.912364412053938e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016913372649396053,1.0091363147097871e-05,0.91
0.00056,0.00028,0.0096,8.437415250662887e-05,1.0187862348929213e-05,0.000277,3.316075038036631e-06,1.0091249781259646e-05,9.911459597904533e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691342645653668,1.0092324819296283e-05,0.92
0.00056,0.00028,0.0096,8.437158173668361e-05,1.0189854761389954e-05,0.000277,3.3160801434050062e-06,1.0092205466898277e-05,9.91055601598846e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016913478704547852,1.0093285610303293e-05,0.93
0.00056,0.00028,0.0096,8.436902712348253e-05,1.0191846133421725e-05,0.000277,3.316085136038163e-06,1.009316038524725e-05,9.909653665270287e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016913529407002332,1.009424552128542e-05,0.9400000000000001
0.00056,0.00028,0.0096,8.436648853032458e-05,1.0193836465814704e-05,0.000277,3.3160900167696155e-06,1.009411453663957e-05,9.908752544714587e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.00016913578577472884,1.0095204553409193e-05,0.9500000000000001
0.00056,0.00028,0.0096,8.436396582050866e-05,1.0195825759359074e-05,0.000277,3.3160947864328807e-06,1.009506792140825e-05,9.907852653285925e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691362622953227,1.0096162707841137e-05,0.96
0.00056,0.00028,0.0096,8.436145885733372e-05,1.019781401484501e-05,0.000277,3.3160994458614735e-06,1.0096020539886296e-05,9.906953989948871e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691367237675326,1.0097119985747776e-05,0.97
0.00056,0.00028,0.0096,8.43589675040987e-05,1.0199801233062694e-05,0.000277,3.31610399588891e-06,1.009697239240672e-05,9.906056553667997e-06,0.000846,6.8e-05,9.4e-07,9.4e-07,0.0005,0.01,0.0001691371703270861,1.0098076388295638e-05,0.98
