Time,EC,Z,A,Y,GP,v0,v1,beta,Vm2,K2,Vm3,m,Ka,Ky,Kz,Kf,K,V4,Vm5,n,K5,Kd,epsilon,Vpm1,gamma,Ka5,K1,Ka6,Vpm2,alpha,G,Ka1,Kp2,Ka2,p,extracellular,cytosol,intravesicular,vin,R2,R3,Rkf,Rkz,R4,R5,R6,R7,R8
2.52,1000.0,0.35983923461569,0.23383768471589264,0.4915102454934396,0.9331040129278049,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.569843983492406,3.8138790326544956,0.4915102454934396,3.5983923461569,1.0,0.6155230200202958,0.023383768471589267,1.9991491293198607,2.9805742733833895
2.53,1000.0,0.34166151866195327,0.23773866787441247,0.5046204148195979,0.9227967600779267,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.526562201392928,3.66577933363603,0.5046204148195979,3.4166151866195325,1.0,0.5575040698349806,0.02377386678744125,1.8980414014044427,2.9773552548456865
2.54,1000.0,0.32437952393677394,0.24220412938987412,0.5186077518449748,0.9115340327603113,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.47926645381205,3.5204829438968286,0.5186077518449748,3.2437952393677394,1.0,0.5018911440833472,0.024220412938987412,1.8015857539423072,2.9737628302040573
2.55,1000.0,0.30797346338204484,0.24720641034836655,0.5334033288661114,0.8993759327515561,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.42774113080705,3.3763010040147234,0.5334033288661114,3.0797346338204483,1.0,0.4492687566408962,0.024720641034836656,1.7116518810382306,2.96979392920598
2.56,1000.0,0.29241273862104644,0.25271283476393785,0.5489515979258814,0.8863985102736972,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.371762020275824,3.231941767466897,0.5489515979258814,2.9241273862104644,1.0,0.40006637103734516,0.025271283476393788,1.6295788805484561,2.9654496163944586
2.57,1000.0,0.2776612205222174,0.25868720155546276,0.5652059485810147,0.8726886412860435,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.311103036942353,3.0865878852409714,0.5652059485810147,2.7766122052221744,1.0,0.3545579135502278,0.02586872015554628,1.5561728542694562,2.960734189757074
2.58,1000.0,0.2636827017859322,0.26509134440892135,0.582123529922262,0.8583386522549709,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.245554118519824,2.9399501898340774,0.582123529922262,2.6368270178593223,1.0,0.31288300228885196,0.026509134440892135,1.4917726883047944,2.9556540850945434
2.59,1000.0,0.2504456959920375,0.271886283200838,0.5996601406241094,0.843442264626273,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.1749520575472445,2.7922817845093824,0.5996601406241094,2.5044569599203745,1.0,0.2750758187172849,0.027188628320083803,1.4363397233355095,2.950217069583242
2.6,1000.0,0.2379273023117251,0.2790331247221548,0.6177657576811807,0.828091296511733,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.099226251365702,2.644355575817191,0.6177657576811807,2.3792730231172508,1.0,0.241093520598266,0.02790331247221548,1.3895531293920884,2.944431532500824
2.61,1000.0,0.22611601302116754,0.2864937564356846,0.6363807339230172,0.8123731331476758,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,5.018460329351836,2.4974084886248225,0.6363807339230172,2.2611601302116755,1.0,0.21083928325832038,0.02864937564356846,1.3508955607128907,2.9383058772659116
2.62,1000.0,0.21501269134033235,0.2942312615756334,0.6554335548838355,0.7963692390087201,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.932962619648211,2.3530444061598454,0.6554335548838355,2.1501269134033234,1.0,0.18417609393899625,0.02942312615756334,1.3197182791515047,2.93184814288703
2.63,1000.0,0.20462937934267908,0.30221028728120347,0.674840849690119,0.7801541372628957,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.843332977522573,2.213098096556675,0.674840849690119,2.046293793426791,1.0,0.16093275252739997,0.03022102872812035,1.295288937625773,2.9250656719898696
2.64,1000.0,0.19498677541247886,0.31039738524420485,0.69450893248882,0.7637946939815173,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.750516520481117,2.079483258070586,0.69450893248882,1.9498677541247886,1.0,0.14090778647494684,0.031039738524420487,1.2768313276543521,2.917964775311457
2.65,1000.0,0.18610995324550852,0.31876130932422236,0.7143374286168079,0.7473498134215564,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.65582107528656,1.9540272998014234,0.7143374286168079,1.8610995324550852,1.0,0.12387203824766013,0.03187613093242224,1.2635563736630262,2.9105504541654685
2.66,1000.0,0.17802282778759046,0.3272732483014519,0.7342246077512427,0.7308705479946144,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.56087937915084,1.8383115038046245,0.7342246077512427,1.7802282778759047,1.0,0.10957256461938895,0.03272732483014519,1.2546881826200582,2.9028262154718485
2.67,1000.0,0.17074269100071254,0.3359070408109753,0.754073261043803,0.714400320606615,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.467552983269547,1.733547109636549,0.754073261043803,1.7074269100071255,1.0,0.09774030593923472,0.03359070408109753,1.2494887012600209,2.89479387268144
2.68,1000.0,0.16427544690127024,0.34463928172227554,0.7737963733371775,0.697975441077781,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.37778308854745,1.6404985335962956,0.7737963733371775,1.6427544690127025,1.0,0.08810000461765476,0.034463928172227556,1.2472780594575534,2.8864534382733793
2.69,1000.0,0.15861254263803828,0.3534493242472152,0.7933215071262741,0.6816257896204813,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.293415306781285,1.5594649201484627,0.7933215071262741,1.5861254263803828,1.0,0.08038127490079544,0.035344932424721524,1.247449879075481,2.877803081241432
2.7,1000.0,0.15372994559590675,0.3623191775290449,0.8125933357133149,0.665375615655137,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.216032312783428,1.490314269247698,0.8125933357133149,1.5372994559590674,1.0,0.07432868773273009,0.03623191775290449,1.2494799277307145,2.868839151326332
2.71,1000.0,0.14958915859429592,0.37123331409416366,0.8315741405909586,0.6492443921991642,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.146827841284413,1.432556705506255,0.8315741405909586,1.4958915859429591,1.0,0.06970945441903002,0.037123331409416364,1.2529280679926655,2.8595562630353606
2.72,1000.0,0.14613985896082593,0.38017841505838124,0.8502424980154701,0.6332476598252361,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.0865430050914435,1.3854388208021273,0.8502424980154701,1.4613985896082593,1.0,0.06631807580224765,0.038017841505838125,1.2574345472242432,2.8499474214774136
2.73,1000.0,0.14332348775791584,0.38914308389918834,0.8685906973143956,0.6173978105986999,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.035467804595044,1.3480413144036214,0.8685906973143956,1.4332348775791584,1.0,0.0639780444150366,0.038914308389918835,1.2627122978686085,2.8400041718490883
2.74,1000.0,0.14107707615064588,0.39811755621628997,0.8866215451047228,0.6017047805308476,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9934950054622496,1.319366442744452,0.8866215451047228,1.4107707615064589,1.0,0.06254117875809083,0.039811755621629,1.268537058717067,2.829716756738708
2.75,1000.0,0.13933674265022827,0.4070934252565459,0.9043451302219427,0.586176637476341,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.960205503136975,1.2984078257885534,0.9043451302219427,1.3933674265022828,1.0,0.06188538005956562,0.04070934252565459,1.2747368895156799,2.8190742704186307
2.76,1000.0,0.1380404781953527,0.41606339676777354,0.9217759700453698,0.5708200590299239,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.934963294871869,1.2841998384399882,0.9217759700453698,1.380404781953527,1.0,0.06191149362133764,0.041606339676777356,1.281182125160962,2.808064799855248
2.77,1000.0,0.13713024361325757,0.4250210724242175,0.9389306491811428,0.5556407296501857,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9170068681517956,1.2758507623570314,0.9389306491811428,1.3713024361325756,1.0,0.06254012095105342,0.042502107242421754,1.2877766854065977,2.7966755647165638
2.78,1000.0,0.1365531409704179,0.4339607697400327,0.9558261554278802,0.5406436380409718,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9055223224880073,1.27255845258787,0.9558261554278802,1.365531409704179,1.0,0.06370829140598429,0.04339607697400327,1.29445050254711,2.784893035059071
2.79,1000.0,0.13626206756249837,0.44287736936479355,0.9724786780268272,0.5258333170047281,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.8997002598690833,1.2736173026165731,0.9724786780268272,1.3626206756249837,1.0,0.06536669868637261,0.04428773693647936,1.3011535938343273,2.772703048825528
2.8,1000.0,0.1362158270179412,0.4517661917237309,0.9889029154843829,0.5112140248452832,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.8987735215772594,1.2784169066623599,0.9889029154843829,1.362158270179412,1.0,0.06747726502563264,0.04517661917237309,1.3078513012312414,2.7600909230060076
2.81,1000.0,0.13637887364258963,0.46062289807913837,1.0051117519155544,0.4967898779541576,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.902039010720688,1.2864356455363681,1.0051117519155544,1.3637887364258963,1.0,0.07001106518802677,0.04606228980791384,1.3145205475864963,2.7470415598681632
2.82,1000.0,0.13672094083876885,0.46944340259654715,1.0211160810559412,0.4825649631149407,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9088696303272483,1.2972333994371887,1.0211160810559412,1.3672094083876885,1.0,0.0729468062612344,0.046944340259654715,1.3211471164905362,2.733539569157216
2.83,1000.0,0.13721649506222816,0.47822380326819314,1.0369248467917898,0.4685434157457835,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9187166236324904,1.3104421089805833,1.0369248467917898,1.3721649506222815,1.0,0.07626951355229959,0.04782238032681932,1.3277234944730738,2.719569392836738
2.84,1000.0,0.13784416388812484,0.4869603258164287,1.0525451773497891,0.4547294764048653,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.93110678829461,1.3257564597257596,1.0525451773497891,1.3784416388812484,1.0,0.07996950747046098,0.04869603258164287,1.334247258356154,2.705115440883563
2.85,1000.0,0.13858619383038914,0.4956492729099083,1.0679825329067387,0.4411275379378023,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9456369745126256,1.3429254163306439,1.0679825329067387,1.3858619383038915,1.0,0.08404164557891831,0.04956492729099083,1.3407198996847687,2.6901622503678038
2.86,1000.0,0.13942794497794783,0.504286979637626,1.0832408658648491,0.42774218128394004,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.961967033169239,1.3617445503252472,1.0832408658648491,1.3942794497794784,1.0,0.08848474960852856,0.050428697963762606,1.3471459561971728,2.6746946677691263
2.87,1000.0,0.1403573895924967,0.5128697810101724,1.0983228490550883,0.4145781904057392,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9798113669976316,1.3820484332766112,1.0983228490550883,1.4035738959249668,1.0,0.09330106195242081,0.05128697810101725,1.3535322849507716,2.6586980440430277
2.88,1000.0,0.14136476726707023,0.5213939776889562,1.11322998864367,0.4016405695638704,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.99893259225576,1.4037057578592458,1.11322998864367,1.4136476726707023,1.0,0.09849606444300651,0.052139397768895625,1.3598877074073843,2.642158469585296
2.89,1000.0,0.1424421769150952,0.5298558030034156,1.1279627899586466,0.38893455713284614,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.019133438669172,1.4266131857523614,1.1279627899586466,1.424421769150952,1.0,0.10407809409866219,0.05298558030034156,1.3662225496552831,2.6250630474246934
2.9,1000.0,0.14358334065683498,0.5382513982801561,1.1425208638486244,0.37646562068382183,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.040251644746826,1.4506921775782806,1.1425208638486244,1.4358334065683498,1.0,0.1100583539723753,0.053825139828015615,1.3725485367910948,2.607400186552001
2.91,1000.0,0.14478331080088727,0.5465767822537184,1.1569030382437777,0.36423946086495745,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.062153649691653,1.4758846250245137,1.1569030382437777,1.4478331080088727,1.0,0.11645070889341488,0.05465767822537185,1.3788785476516685,2.58915995338881
2.92,1000.0,0.14603827831340396,0.5548278256798083,1.1711074379164805,0.3522620026547132,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.084730179124369,1.5021502006645824,1.1711074379164805,1.4603827831340397,1.0,0.12327170143405752,0.05548278256798083,1.3852265614662407,2.570334456436872
2.93,1000.0,0.147345421780262,0.5630002244594087,1.1851315383032437,0.34053938140945916,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.107892588868227,1.5294643402658332,1.1851315383032437,1.47345421780262,1.0,0.1305406481599162,0.05630002244594087,1.391607673726363,2.550918274447565
2.94,1000.0,0.14870274143189252,0.5710894718326633,1.1989722265707339,0.3290779300406021,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.131569012695158,1.5578158216544844,1.1989722265707339,1.4870274143189253,1.0,0.13827963679780148,0.05710894718326634,1.3980380501734846,2.530908940087472
2.95,1000.0,0.15010897492389816,0.5790908295552633,1.2126258214664727,0.31788415512737783,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.155702048329284,1.5872057880541648,1.2126258214664727,1.5010897492389816,1.0,0.14651375636322075,0.057909082955526325,1.4045350526070841,2.510307459732684
2.96,1000.0,0.15156345284921405,0.5869992990175081,1.2260881231059255,0.306964718905535,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.180245485976649,1.61764552407134,1.2260881231059255,1.5156345284921404,1.0,0.15527107427697728,0.05869992990175082,1.411117194249106,2.489118897364172
2.97,1000.0,0.153066128783123,0.5948095878114298,1.2393543730108516,0.2963263939908757,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.205164090069221,1.6491575340973885,1.2393543730108516,1.53066128783123,1.0,0.1645832552792299,0.059480958781142984,1.4178045319814048,2.4673529570488375
2.98,1000.0,0.15461742782183469,0.6025160772592523,1.2524193034822324,0.28597604498081053,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.230430350657366,1.6817730506760316,1.2524193034822324,1.5461742782183467,1.0,0.17448548036121383,0.06025160772592523,1.4246185834762581,2.44502466074959
2.99,1000.0,0.15621827814306075,0.6101127790775472,1.265277087348684,0.27592057472727605,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.2560243674935565,1.7155330569955733,1.265277087348684,1.5621827814306075,1.0,0.18501708699585626,0.06101127790775473,1.4315827291566703,2.422154991810679
3.0,1000.0,0.15787002869323244,0.6175932997916989,1.2779213520670263,0.2661668938546701,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.281931883140487,1.7504870463985311,1.2779213520670263,1.5787002869323243,1.0,0.19622175846468387,0.061759329979169886,1.4387223116999786,2.398771610600669
3.01,1000.0,0.15957448367548263,0.624950786494427,1.2903451200006146,0.2567218588766287,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.308144225115547,1.7866940700872314,1.2903451200006146,1.5957448367548264,1.0,0.20814824856112554,0.062495078649442704,1.4460650851894377,2.374909507818724
3.02,1000.0,0.16133385421874916,0.6321778836268478,1.3025407995452005,0.24759223389783977,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.33465693491356,1.8242221244328962,1.3025407995452005,1.6133385421874915,1.0,0.22085077631267688,0.06321778836268478,1.4536414474065045,2.350611700096298
3.03,1000.0,0.1631507988069923,0.6392666651803713,1.3145001134418919,0.23878462332935574,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.361469771670741,1.8631493160771038,1.3145001134418919,1.6315079880699228,1.0,0.23438989630025528,0.06392666651803713,1.4614849782770265,2.32592981712991
3.04,1000.0,0.16502840480831038,0.6462085794320881,1.3262140655971526,0.23030542853573693,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.388585789953478,1.903563842963642,1.3262140655971526,1.6502840480831038,1.0,0.2488331554362993,0.0646208579432088,1.4696328414663131,2.3009246851833187
