Time,BoNT,bulk,free,bound,translocate,lytic,tension,extracellular,endosome,neuroplasm,endocytosis,translocation,binding,bulk_movement
0.24,0.99999975060156,0.9999640006479922,3.574995356779233e-05,2.466056411590546e-07,2.790616519766472e-09,2.1823046243049404e-12,0.9999999999978177,1.0,1.0,1.0,3.4771395403426696e-08,3.627801475696413e-11,2.073497306931955e-06,0.00014999460009719882
0.25,0.9999997294376989,0.9999625007031162,3.722873458264146e-05,2.6740722088371197e-07,3.152511953833213e-09,2.5683098071772647e-12,0.9999999999974317,1.0,1.0,1.0,3.7704418144603386e-08,4.0982655399831764e-11,2.159266605793205e-06,0.0001499943751054674
0.26,0.9999997074163941,0.9999610007604901,3.870665590395031e-05,2.8903633016750953e-07,3.5442724934835007e-09,3.0032749286574308e-12,0.9999999999969967,1.0,1.0,1.0,4.0754122553618836e-08,4.6075542415285506e-11,2.2449860424291184e-06,0.0001499941501140735
0.27,0.999999684538144,0.9999595008201139,4.018371803018368e-05,3.1149130503822317e-07,3.9670596829672205e-09,3.491166528249405e-12,0.9999999999965088,1.0,1.0,1.0,4.392027401038946e-08,5.157177587857387e-11,2.3306556457506536e-06,0.00014999392512301708
0.28,0.9999996608034472,0.9999580008819876,4.1659921459520376e-05,3.3477048412933556e-07,4.422032597586746e-09,4.036100392738425e-12,0.9999999999959639,1.0,1.0,1.0,4.720263826223631e-08,5.74864237686277e-11,2.416275444652182e-06,0.00014999370013229812
0.29,0.9999996362128011,0.9999565009461112,4.3135266689860584e-05,3.588722086101134e-07,4.91034791034093e-09,4.642337440463391e-12,0.9999999999953577,1.0,1.0,1.0,5.060098141402598e-08,6.383452283443208e-11,2.501845468011914e-06,0.00014999347514191668
0.3,0.9999996107667036,0.9999550010124848,4.460975421882097e-05,3.8379482222837183e-07,5.433159851720086e-09,5.31428608153444e-12,0.9999999999946857,1.0,1.0,1.0,5.4115069934200424e-08,7.063107807236111e-11,2.587365744691616e-06,0.0001499932501518727
0.31,0.999999584465652,0.9999535010811083,4.608338454372944e-05,4.095366713558992e-07,5.99162016698633e-09,6.056504728661452e-12,0.9999999999939435,1.0,1.0,1.0,5.774467066118178e-08,7.789106217082228e-11,2.6728363035363075e-06,0.00014999302516216623
0.32,0.9999995573101432,0.9999520011519816,4.755615816162389e-05,4.3609610499775695e-07,6.586878107713176e-09,6.8737022303096555e-12,0.9999999999931263,1.0,1.0,1.0,6.148955080468372e-08,8.562941540027129e-11,2.7582571733741856e-06,0.0001499928001727972
0.33,0.999999529300674,0.9999505012251048,4.902807556925322e-05,4.6347147478049153e-07,7.2200804433207e-09,7.770737091911694e-12,0.9999999999922292,1.0,1.0,1.0,6.53494779440493e-08,9.386104576316909e-11,2.843628383016687e-06,0.0001499925751837657
0.34,0.9999995004377409,0.9999490013004778,5.0499137263078405e-05,4.916611349400583e-07,7.892371472881135e-09,8.752616681291529e-12,0.9999999999912473,1.0,1.0,1.0,6.93242200265482e-08,1.0260082914745475e-10,2.928949961258548e-06,0.00014999235019507167
0.35000000000000003,0.9999994707218401,0.9999475013781008,5.196934373927288e-05,5.206634423161145e-07,8.604893030882463e-09,9.824496800812766e-12,0.9999999999901755,1.0,1.0,1.0,7.341354536657213e-08,1.1186360940147202e-10,3.0142219368778275e-06,0.0001499921252067151
0.36,0.9999994401534674,0.9999460014579737,5.34386954937225e-05,5.504767563497945e-07,9.358784489690542e-09,1.0991681459843718e-11,0.9999999999890083,1.0,1.0,1.0,7.761722264532101e-08,1.2166419836597704e-10,3.0994443386359054e-06,0.00014999190021869604
0.37,0.9999994087331185,0.9999445015400965,5.490719302202559e-05,5.810994390813406e-07,1.0155182762146434e-08,1.2259622639084673e-11,0.9999999999877404,1.0,1.0,1.0,8.193502091046901e-08,1.3201737590790363e-10,3.1846171952774844e-06,0.00014999167523101447
0.38,0.9999993764612887,0.9999430016244691,5.637483681949303e-05,6.125298551465598e-07,1.0995222305277152e-08,1.3633919987482097e-11,0.9999999999863661,1.0,1.0,1.0,8.636670957566492e-08,1.4293788996860297e-10,3.2697405355305962e-06,0.00014999145024367037
0.39,0.9999993433384727,0.9999415017110916,5.78416273811485e-05,6.447663717726952e-07,1.1880035124561308e-08,1.5120320485658772e-11,0.9999999999848797,1.0,1.0,1.0,9.091205841995001e-08,1.5444045661929698e-10,3.3548143881066132e-06,0.00014999122525666373
0.4,0.9999993093651658,0.999940001799964,5.930756520172865e-05,6.778073587743539e-07,1.281075077813939e-08,1.6724718112879465e-11,0.9999999999832753,1.0,1.0,1.0,9.557083758718389e-08,1.6653976011581205e-10,3.4398387817002617e-06,0.0001499910002699946
0.41000000000000003,0.9999992745418619,0.9999385018910862,6.077265077568326e-05,7.116511885496558e-07,1.3788496380815395e-08,1.8453153526841203e-11,0.9999999999815469,1.0,1.0,1.0,1.0034281758550146e-07,1.7925045295060013e-10,3.5248137449896292e-06,0.00014999077528366292
0.42,0.9999992388690555,0.9999370019844583,6.223688459717542e-05,7.462962360766558e-07,1.481439660778031e-08,2.0311813764031866e-11,0.9999999999796881,1.0,1.0,1.0,1.0522776928680846e-07,1.9258715590114402e-10,3.6097393066361747e-06,0.00014999055029766873
0.43,0.9999992023472404,0.9999355020800803,6.370026716008171e-05,7.817408789094343e-07,1.5889573698682262e-08,2.2307031912468556e-11,0.999999999977693,1.0,1.0,1.0,1.1022546392623023e-07,2.065644580828694e-10,3.6946154952847396e-06,0.00014999032531201202
0.44,0.9999991649769101,0.9999340021779521,6.516279895799233e-05,8.179834971739977e-07,1.7015147461888043e-08,2.4445286769809627e-11,0.9999999999755547,1.0,1.0,1.0,1.1533567310153367e-07,2.2119691700454455e-10,3.7794423395635553e-06,0.0001499901003266928
0.45,0.9999991267585581,0.9999325022780738,6.662448048421129e-05,8.550224735646369e-07,1.8192235278267982e-08,2.6733202540296703e-11,0.9999999999732668,1.0,1.0,1.0,1.2055816877261378e-07,2.364990586174838e-10,3.864219868084255e-06,0.00014998987534171107
0.46,0.9999990876926771,0.9999310023804453,6.808531223175655e-05,8.928561933403928e-07,1.9421952104867693e-08,2.917754854071173e-11,0.9999999999708225,1.0,1.0,1.0,1.2589272326099536e-07,2.5248537736328e-10,3.94894810944188e-06,0.0001499896503570668
0.47000000000000003,0.99999904777976,0.9999295024850666,6.954529469336021e-05,9.314830443212991e-07,2.0705410478814332e-08,3.178523888725858e-11,0.9999999999682148,1.0,1.0,1.0,1.3133910924930316e-07,2.691703362245863e-10,4.0336270922148925e-06,0.00014998942537275997
0.48,0.9999990070202993,0.9999280025919378,7.100442836146864e-05,9.709014168844766e-07,2.2043720521376138e-08,3.456333217010239e-11,0.9999999999654366,1.0,1.0,1.0,1.368970997807112e-07,2.8656836677788977e-10,4.118256844965181e-06,0.00014998920038879066
0.49,0.9999989654147872,0.9999265027010589,7.246271372824275e-05,1.011109703960291e-06,2.3437989941957174e-08,3.751903113327169e-11,0.999999999962481,1.0,1.0,1.0,1.4256646825840102e-07,3.0469386924544324e-10,4.20283739623808e-06,0.0001499889754051588
0.5,0.9999989229637153,0.9999250028124297,7.392015128555801e-05,1.0521063010286182e-06,2.4889324041976706e-08,4.0659682363942347e-11,0.9999999999593403,1.0,1.0,1.0,1.4834698844503514e-07,3.2356121254569717e-10,4.287368774562365e-06,0.00014998875042186445
0.51,0.9999988796675754,0.9999235029260504,7.537674152500471e-05,1.0938896061151357e-06,2.6398825718723792e-08,4.3992775983736273e-11,0.9999999999560072,1.0,1.0,1.0,1.5423843446223413e-07,3.4318473434340926e-10,4.371851008450273e-06,0.00014998852543890754
0.52,0.9999988355268588,0.9999220030419209,7.683248493788808e-05,1.136458019787575e-06,2.796759546925176e-08,4.752594533680367e-11,0.999999999952474,1.0,1.0,1.0,1.6024058079004806e-07,3.6357874110027287e-10,4.4562841263975086e-06,0.00014998830045628812
0.53,0.9999987905420564,0.9999205031600412,7.828738201522851e-05,1.1798099451519519e-06,2.9596731394295154e-08,5.1266966676131695e-11,0.999999999948733,1.0,1.0,1.0,1.6635320226642519e-07,3.84757508125837e-10,4.5406681568832534e-06,0.00014998807547400618
0.54,0.9999987447136591,0.9999190032804114,7.974143324776166e-05,1.2239437878488134e-06,3.1287329202169655e-08,5.522375885128591e-11,0.9999999999447763,1.0,1.0,1.0,1.7257607408668268e-07,4.0673527962820547e-10,4.625003128370176e-06,0.0001499878504920617
0.55,0.9999986980421574,0.9999175034030314,8.119463912593865e-05,1.2688579560495078e-06,3.3040482212647216e-08,5.940438299819514e-11,0.9999999999405956,1.0,1.0,1.0,1.789089718029806e-07,4.295262687644138e-10,4.709289069304442e-06,0.0001499876255104547
0.56,0.9999986505280412,0.9999160035279012,8.264700013992621e-05,1.3145508604524625e-06,3.4857281360823104e-08,6.381704222962109e-11,0.9999999999361829,1.0,1.0,1.0,1.853516713237972e-07,4.5314465769070035e-10,4.79352600811572e-06,0.00014998740052918518
0.5700000000000001,0.9999986021718005,0.9999145036550209,8.409851677960687e-05,1.3610209142794589e-06,3.6738815200985824e-08,6.847008132543374e-11,0.9999999999315299,1.0,1.0,1.0,1.919039489134037e-07,4.776045976128157e-10,4.877713973217198e-06,0.00014998717554825312
0.58,0.9999985529739249,0.9999130037843903,8.554918953457908e-05,1.408266533271908e-06,3.868616991048594e-08,7.337198642300543e-11,0.999999999926628,1.0,1.0,1.0,1.98565581191339e-07,5.029202088363172e-10,4.961852993005587e-06,0.00014998695056765853
0.59,0.9999985029349037,0.9999115039160095,8.699901889415746e-05,1.4562861356871353e-06,4.070042929359706e-08,7.853138470829623e-11,0.9999999999214686,1.0,1.0,1.0,2.0533634513188606e-07,5.291055808167618e-10,5.045943095861133e-06,0.0001499867255874014
0.6,0.9999984520552259,0.9999100040498785,8.84480053473729e-05,1.5050781422946695e-06,4.2782674785367396e-08,8.395704410771249e-11,0.9999999999160429,1.0,1.0,1.0,2.122160180635484e-07,5.561747722097761e-10,5.129984310147629e-06,0.00014998650060748178
0.61,0.9999984003353802,0.9999085041859973,8.989614938297267e-05,1.554640976372543e-06,4.4933985455465665e-08,8.965787298048553e-11,0.9999999999103422,1.0,1.0,1.0,2.1920437766852854e-07,5.841418109210536e-10,5.213976664212415e-06,0.00014998627562789958
0.62,0.9999983477758554,0.999907004324366,9.134345148942073e-05,1.6049730637035912e-06,4.7155438012022675e-08,9.564291981142142e-11,0.9999999999043571,1.0,1.0,1.0,2.2630120198220633e-07,6.130206941562947e-10,5.297920186386403e-06,0.00014998605064865488
0.63,0.9999982943771393,0.9999055044649844,9.278991215489775e-05,1.656072832571759e-06,4.944810680546805e-08,1.0192137290408585e-10,0.9999999998980786,1.0,1.0,1.0,2.3350626939261798e-07,6.428253884710846e-10,5.38181490498407e-06,0.00014998582566974766
0.64,0.9999982401397198,0.9999040046078526,9.423553186730139e-05,1.7079387137584123e-06,5.1813063832360754e-08,1.0850256007452532e-10,0.9999999998914975,1.0,1.0,1.0,2.408193586399361e-07,6.735698298206897e-10,5.465660848303481e-06,0.00014998560069117786
0.65,0.9999981850640848,0.9999025047529705,9.568031111424636e-05,1.760569140538655e-06,5.4251378739213404e-08,1.1539594834553375e-10,0.9999999998846041,1.0,1.0,1.0,2.4824024881595034e-07,7.052679236097742e-10,5.549458044626289e-06,0.00014998537571294556
0.66,0.9999981291507214,0.9999010049003383,9.712425038306468e-05,1.8139625486776518e-06,5.6764118826310765e-08,1.226111436414171e-10,0.9999999998773889,1.0,1.0,1.0,2.5576871936354885e-07,7.379335447420399e-10,5.633206522217751e-06,0.00014998515073505074
0.67,0.9999980724001166,0.9998995050499558,9.856735016080575e-05,1.8681173764269564e-06,5.935234905152297e-08,1.301578904832304e-10,0.9999999998698421,1.0,1.0,1.0,2.634045500762008e-07,7.715805376697986e-10,5.716906309326734e-06,0.00014998492575749338
0.68,0.9999980148127574,0.9998980052018231,0.00010000961093423663,1.923032064520843e-06,6.201713203411313e-08,1.380460716844997e-10,0.999999999861954,1.0,1.0,1.0,2.7114752109743886e-07,8.062227164434707e-10,5.800557434185725e-06,0.00014998470078027347
0.6900000000000001,0.99999795638913,0.9998965053559402,0.00010145103318984207,1.978705056172646e-06,6.475952805853923e-08,1.4628570804744586e-10,0.9999999998537142,1.0,1.0,1.0,2.7899741292034305e-07,8.418738647610099e-10,5.88415992501084e-06,0.00014998447580339102
0.7000000000000001,0.9999978971297209,0.999895005512307,0.00010289161741382479,2.0351347970711026e-06,6.758059507825023e-08,1.54886958059711e-10,0.999999999845113,1.0,1.0,1.0,2.8695400638702543e-07,8.785477360172529e-10,5.9677138100018384e-06,0.00014998425082684603
0.71,0.9999978370350158,0.9998935056709236,0.00010433136409210556,2.0923197353767e-06,7.048138871947653e-08,1.6386011759157745e-10,0.9999999998361399,1.0,1.0,1.0,2.950170826881147e-07,9.162580533531949e-10,6.051219117342123e-06,0.00014998402585063853
0.72,0.9999977761055002,0.9998920058317899,0.00010577027371032343,2.150258321718035e-06,7.3462962285015e-08,1.7321561959367537e-10,0.9999999998267843,1.0,1.0,1.0,3.0318642336224285e-07,9.55018509705195e-10,6.134675875198759e-06,0.00014998380087476848
0.73,0.9999977143416598,0.999890505994906,0.00010720834675383584,2.2089490091881653e-06,7.652636675800806e-08,1.8296403379517945e-10,0.9999999998170359,1.0,1.0,1.0,3.114618102955313e-07,9.948427678541047e-10,6.21808411172248e-06,0.0001499835758992359
0.74,0.9999976517439796,0.9998890061602719,0.00010864558370771881,2.2683902533409797e-06,7.967265080571746e-08,1.9311606640249884e-10,0.9999999998068839,1.0,1.0,1.0,3.198430257210781e-07,1.0357444604743269e-09,6.301443855047691e-06,0.00014998335092404077
0.75,0.9999975883129443,0.9998875063278875,0.00011008198505676709,2.3285805121875653e-06,8.290286078329227e-08,2.0368255979845834e-10,0.9999999997963175,1.0,1.0,1.0,3.283298522184467e-07,1.0777371901827994e-09,6.3847551332924915e-06,0.00014998312594918312
0.76,0.9999975240490383,0.9998860064977528,0.00011151755128549434,2.3895182461925827e-06,8.62180407375313e-08,2.1467449224196905e-10,0.9999999997853255,1.0,1.0,1.0,3.369220727131541e-07,1.120834529587907e-09,6.468017974558672e-06,0.0001499829009746629
0.77,0.999997458952746,0.999884506669868,0.00011295228287813328,2.451201918270646e-06,8.961923241063994e-08,2.2610297756818698e-10,0.999999999773897,1.0,1.0,1.0,3.4561947047616103e-07,1.1650500213383192e-09,6.55123240693173e-06,0.00014998267600048018
0.78,0.9999973930245515,0.9998830068442328,0.00011438618031863585,2.5136299937827086e-06,9.310747524398136e-08,2.379792648891595e-10,0.9999999997620207,1.0,1.0,1.0,3.5442182912336186e-07,1.2103971781717577e-09,6.63439845848088e-06,0.0001499824510266349
0.79,0.9999973262649381,0.9998815070208474,0.00011581924409067338,2.576800940532453e-06,9.668380638182221e-08,2.5031473829495893e-10,0.9999999997496852,1.0,1.0,1.0,3.6332893261507584e-07,1.2568894829636886e-09,6.717516157259056e-06,0.0001499822260531271
0.8,0.9999972586743895,0.9998800071997118,0.00011725147467763678,2.6407132287626864e-06,1.0034926067507271e-07,2.631209165553039e-10,0.999999999736879,1.0,1.0,1.0,3.723405652555387e-07,1.3045403887759452e-09,6.800585531302934e-06,0.00014998200107995676
0.81,0.9999971902533885,0.9998785073808258,0.00011868287256263663,2.7053653311517414e-06,1.0410487068502114e-07,2.764094528216653e-10,0.9999999997235905,1.0,1.0,1.0,3.814565116923955e-07,1.3533633189052747e-09,6.883606608632925e-06,0.00014998177610712387
0.8200000000000001,0.9999971210024181,0.9998770075641896,0.00012011343822850342,2.770755722809883e-06,1.079516666870628e-07,2.901921343298583e-10,0.9999999997098079,1.0,1.0,1.0,3.9067655691619345e-07,1.4033716669318164e-09,6.966579417253199e-06,0.00014998155113462843
0.8300000000000001,0.9999970509219609,0.9998755077498032,0.00012154317215778766,2.8368828812757172e-06,1.118906766744235e-07,3.0448088210311804e-10,0.9999999996955191,1.0,1.0,1.0,4.000004862598761e-07,1.4545787967675053e-09,7.0495039851516845e-06,0.00014998132616247047
0.84,0.9999969800124991,0.9998740079376663,0.00012297207483276005,2.90374528651261e-06,1.1592292636187726e-07,3.192877506556593e-10,0.9999999996807123,1.0,1.0,1.0,4.09428085398278e-07,1.5069980427044044e-09,7.132380340300083e-06,0.00014998110119064995
0.85,0.9999969082745147,0.9998725081277793,0.00012440014673541173,2.9713414209051086e-06,1.2004943918945898e-07,3.3462492769671964e-10,0.9999999996653751,1.0,1.0,1.0,4.189591403476203e-07,1.5606427094629666e-09,7.215208510653881e-06,0.00014998087621916688
0.86,0.9999968357084894,0.999871008320142,0.00012582738834745428,3.039669769255365e-06,1.2427123632617087e-07,3.5050473383508343e-10,0.9999999996494953,1.0,1.0,1.0,4.285934374650064e-07,1.6155260722402212e-09,7.297988524152349e-06,0.00014998065124802127
0.87,0.9999967623149046,0.9998695085147543,0.00012725380015032,3.1087288187795707e-06,1.2858933667368404e-07,3.66939622284089e-10,0.9999999996330604,1.0,1.0,1.0,4.3833076344791944e-07,1.6716613767578924e-09,7.38072040871856e-06,0.00014998042627721312
0.88,0.9999966880942416,0.9998680087116164,0.00012867938262516203,3.1785170591043916e-06,1.3300475687003413e-07,3.839421785671155e-10,0.9999999996160578,1.0,1.0,1.0,4.481709053337192e-07,1.7290618393104436e-09,7.463404192259398e-06,0.00014998020130674246
0.89,0.999996613046981,0.9998665089107281,0.00013010413625285454,3.2490329822634113e-06,1.375185112933117e-07,4.0152512022355045e-10,0.9999999995984749,1.0,1.0,1.0,4.58113650499141e-07,1.787740646813052e-09,7.546039902665563e-06,0.0001499799763366092
0.9,0.9999965371736036,0.9998650091120896,0.00013152806151399288,3.3202750826935767e-06,1.42131612065347e-07,4.1970129651523626e-10,0.9999999995802987,1.0,1.0,1.0,4.6815878665979427e-07,1.8477109568495107e-09,7.628627567811587e-06,0.00014997975136681342
0.91,0.9999964604745897,0.9998635093157008,0.0001329511588888937,3.3922418572316517e-06,1.4684506905538926e-07,4.3848368813339567e-10,0.9999999995615163,1.0,1.0,1.0,4.783061018696629e-07,1.9089858977200603e-09,7.711167215555836e-06,0.0001499795263973551
0.92,0.9999963829504193,0.9998620095215617,0.00013437342885759518,3.4649318051106726e-06,1.5165988988378056e-07,4.5788540690603507e-10,0.9999999995421146,1.0,1.0,1.0,4.885553845206048e-07,1.971578568489147e-09,7.793658873740521e-06,0.00014997930142823424
0.93,0.9999963046015721,0.9998605097296722,0.00013579487189985714,3.5383434279564117e-06,1.565770799256242e-07,4.779196955058252e-10,0.9999999995220803,1.0,1.0,1.0,4.98906423341854e-07,2.0355020390331146e-09,7.876102570191715e-06,0.0001499790764594508
0.9400000000000001,0.9999962254285277,0.9998590099400325,0.00013721548849516123,3.6124752297838443e-06,1.6159764231444758e-07,4.98599927158458e-10,0.9999999995014001,1.0,1.0,1.0,5.09359007399522e-07,2.1007693500878182e-09,7.95849833271935e-06,0.00014997885149100487
0.9500000000000001,0.9999961454317652,0.9998575101526425,0.00013863527912271107,3.6873257169936204e-06,1.667225779458597e-07,5.199396053514797e-10,0.9999999994800604,1.0,1.0,1.0,5.199129260961004e-07,2.167393513296176e-09,8.040846189117243e-06,0.00014997862652289635
0.96,0.9999960646117635,0.999856010367502,0.00014005424426143242,3.7628933983685428e-06,1.7195288548120308e-07,5.419523635435987e-10,0.9999999994580476,1.0,1.0,1.0,5.305679691699645e-07,2.23538751125564e-09,8.123146167163081e-06,0.0001499784015551253
0.97,0.9999959829690013,0.9998545105846113,0.0001414723843899734,3.839176785070051e-06,1.7728956135120058e-07,5.646519648744688e-10,0.999999999435348,1.0,1.0,1.0,5.413239266948771e-07,2.3047642975656074e-09,8.205398294618458e-06,0.00014997817658769167
0.98,0.9999959005039569,0.9998530108039703,0.0001428896999867045,3.916174390634706e-06,1.8273359975959615e-07,5.880523018749441e-10,0.9999999994119477,1.0,1.0,1.0,5.521805890794935e-07,2.37553679687475e-09,8.287602599228861e-06,0.00014997795162059553
0.99,0.9999958172171086,0.9998515110255789,0.0001443061915297189,3.993884730970685e-06,1.8828599268679088e-07,6.12167396177809e-10,0.9999999993878326,1.0,1.0,1.0,5.631377470668665e-07,2.4477179049282813e-09,8.369759108723696e-06,0.00014997772665383682
1.0,0.999995733108934,0.9998500112494372,0.00014572185949683256,4.072306324354277e-06,1.9394772989347312e-07,6.370113982289793e-10,0.9999999993629886,1.0,1.0,1.0,5.741951917339531e-07,2.5213204886151504e-09,8.451867850816289e-06,0.00014997750168741557
1.01,0.9999956481799107,0.9998485114755451,0.00014713670436558435,4.151437691426389e-06,1.9971979892424355e-07,6.625985869991755e-10,0.9999999993374015,1.0,1.0,1.0,5.853527144911207e-07,2.596357386015166e-09,8.533928853203894e-06,0.00014997727672133175
1.02,0.9999955624305159,0.9998470117039027,0.0001485507266132363,4.23127735518905e-06,2.0560318511123446e-07,6.889433696960664e-10,0.9999999993110567,1.0,1.0,1.0,5.966101070816559e-07,2.6728414064460478e-09,8.615942143567705e-06,0.0001499770517555854
1.03,0.9999954758612267,0.99984551193451,0.0001499639267167737,4.311823841001925e-06,2.1159887157772403e-07,7.160602814768834e-10,0.9999999992839397,1.0,1.0,1.0,6.079671615812713e-07,2.7507853305104125e-09,8.697907749572875e-06,0.00014997682679017649
1.04,0.9999953884725199,0.999844012167367,0.0001513763051529052,4.393075676578834e-06,2.177078392417451e-07,7.439639851615044e-10,0.999999999256036,1.0,1.0,1.0,6.194236703976155e-07,2.830201910142686e-09,8.779825698868501e-06,0.00014997660182510504
