data_generator_T,data_generator_V
0.0,-71.0
0.02,-70.998596
0.039999999,-70.997192
0.059999999,-70.995789
0.079999998,-70.994385
0.1,-70.992981
0.12,-70.991577
0.14,-70.990173
0.16,-70.988762
0.18000001,-70.987358
0.2,-70.985954
0.22,-70.98455
0.23999999,-70.983147
0.25999999,-70.981735
0.28,-70.980331
0.30000001,-70.978928
0.31999999,-70.977524
0.34,-70.976112
0.36000001,-70.974709
0.38,-70.973305
0.40000001,-70.971893
0.41999999,-70.97049
0.44,-70.969086
0.46000001,-70.967674
0.47999999,-70.96627
0.5,-70.964859
0.51999998,-70.963455
0.54000002,-70.962051
0.56,-70.96064
0.57999998,-70.959236
0.60000002,-70.957832
0.62,-70.956421
0.63999999,-70.955017
0.66000003,-70.953606
0.68000001,-70.952202
0.69999999,-70.950798
0.72000003,-70.949387
0.74000001,-70.947983
0.75999999,-70.946579
0.77999997,-70.945168
0.80000001,-70.943764
0.81999999,-70.942352
0.83999997,-70.940948
0.86000001,-70.939545
0.88,-70.938133
0.89999998,-70.936729
0.92000002,-70.935326
0.94,-70.933922
0.95999998,-70.93251
0.98000002,-70.931107
1.0,-70.929703
1.02,-70.928299
1.04,-70.926888
1.0599999,-70.925484
1.08,-70.92408
1.1,-70.922676
1.12,-70.921272
1.14,-70.919861
1.16,-70.918457
1.1799999,-70.917053
1.2,-70.915649
1.22,-70.914246
1.24,-70.912842
1.26,-70.911438
1.28,-70.910034
1.3,-70.90863
1.3200001,-70.907227
1.34,-70.905823
1.36,-70.904419
1.38,-70.903015
1.4,-70.901611
1.42,-70.900215
1.4400001,-70.898811
1.46,-70.897408
1.48,-70.896004
1.5,-70.8946
1.52,-70.893204
1.54,-70.8918
1.5599999,-70.890396
1.58,-70.889
1.6,-70.887596
1.62,-70.886192
1.64,-70.884796
1.66,-70.883392
1.6799999,-70.881996
1.7,-70.880592
1.72,-70.879196
1.74,-70.877792
1.76,-70.876396
1.78,-70.874992
1.8,-70.873596
1.8200001,-70.8722
1.84,-70.870796
1.86,-70.8694
1.88,-70.868004
1.9,-70.8666
1.92,-70.865204
1.9400001,-70.863808
1.96,-70.862411
1.98,-70.861015
2.0,-70.859619
2.02,-70.858223
2.04,-70.856827
2.0599999,-70.855431
2.0799999,-70.854034
2.0999999,-70.852638
2.1199999,-70.851242
2.1400001,-70.849846
2.1600001,-70.84845
2.1800001,-70.847054
2.2,-70.845657
2.22,-70.844269
2.24,-70.842873
2.26,-70.841476
2.28,-70.84008
2.3,-70.838692
2.3199999,-70.837296
2.3399999,-70.835907
2.3599999,-70.834511
2.3800001,-70.833115
2.4000001,-70.831726
2.4200001,-70.830338
2.4400001,-70.828941
2.46,-70.827553
2.48,-70.826157
2.5,-70.824768
2.52,-70.82338
2.54,-70.821983
2.5599999,-70.820595
2.5799999,-70.819206
2.5999999,-70.817818
2.6199999,-70.816429
2.6400001,-70.815041
2.6600001,-70.813644
2.6800001,-70.812256
2.7,-70.810867
2.72,-70.809479
2.74,-70.80809
2.76,-70.806709
2.78,-70.805321
2.8,-70.803932
2.8199999,-70.802544
2.8399999,-70.801155
2.8599999,-70.799767
2.8800001,-70.798386
2.9000001,-70.796997
2.9200001,-70.795609
2.9400001,-70.794228
2.96,-70.792839
2.98,-70.791458
3.0,-70.79007
3.02,-70.388687
3.04,-69.587418
3.0599999,-68.786301
3.0799999,-67.985344
3.0999999,-67.18454
3.1199999,-66.383888
3.1400001,-65.583397
