Time,Ca_cyt,Ca_er,IP3_cyt,Na_cyt,ATP_cyt,ADP_cyt,n,V,Vca,TV,Ca_ec,Vk,K_ec,K_cyt,Vna,Na_ec,Vnaca,pvca,Vcah,Kcah,f_CRAN,gm_CRAN,Kcar,p_CRAN,V_CRAN,pna,f_5,f5_ast,b_5,b5_ast,F1,f_1,F4,f_4,F5,B2,b_2,B3,b_3,B4,b_4,P,B6,b_6,Ksup,D,f_2,f_3,f_6,b_1,f_Ca,Kkca,Okatp,Kdd,Ktd,Ktt,n_infinity,Vn,Sn,tau_n,c,Vtau,a,b,I_Vca,gmvca,I_CaPump,Pmcap,Kcap,I_NaCa,gnaca,Knaca,I_CRAN,I_Na,gmna,I_NaK,Pnak,I_KDr,gmKDr,I_KCa,gmkca,I_KATP,gmkatp,Jerp,Pcaer,Kcarp,O_infinity,Krca,Kip3,Jout,Pleak,Pip3,Cm,fi,F,ksg,fer,kip,Kipca,kdip,kadp,katpca,katp,Cytoplasm,ER,Calcium_cyt_Ivca,Calcium_cyt_Inaca,Calcium_cyt_Icapump,Calcium_cyt_Jerp,Calcium_cyt_Jout,Calcium_cyt_sequestration,IP3_synthesis,IP3_degradation,Na_Inaca,Na_Inak,Na_Ina,Na_Icran,ATP_production,ATP_NaKATPase,ATP_Capump,ATP_Jerp,ATP_Ca_dependent_consumption,ATP_consumption
0.0,0.085,22.8,0.33,9858.0,932.1,3067.9,0.00123,-60.9,138.03867502699111,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428912593715,140000.0,-63.30448267617082,0.012002961185474397,-19.0,9.5,-0.7,0.7,200.0,-60.9,0.0,0.004552571839055196,0.0006401695012806424,0.002,0.09372517728503398,0.03,239.500514178,2.5e-10,0.96,1.5e-08,0.5967019921436868,0.30679,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.2930890750527,10.0,0.172,11.5,100.0,0.34297247465311004,0.1,0.013193117750835003,17.0,26.0,1.0,0.0012293986212774202,-14.0,7.0,11.518367866627056,20.0,-75.0,65.0,20.0,-1838.646959871783,770.0,838.8969521044993,2000.0,0.1,0.0121834738269802,271.0,0.75,-5619.669445438701,-720.1674556538538,1200.0,1511.9257426868103,600.0,52.08324485138635,3000.0,629.3239888085901,130.0,4469.205737690478,24000.0,0.0029492662066284386,0.105,0.5,0.0005748039734783459,0.077,3.2,2.2871680067090727e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.528149245332348e-17,1.2627324275255428e-21,8.694584154060209e-17,2.253239381864127e-15,2.2871680067090727e-15,6.494000000000001e-18,9.902646135446253e-18,1.0084800000000002e-17,3.788197282576628e-19,4.7010180111524395e-14,7.46403540087945e-15,5.824396999988289e-14,8.67233972e-13,1.56700600371748e-14,8.694584154060209e-15,1.1266196909320634e-15,3.0265287000000005e-15,3.5606220000000005e-14
0.01,0.08500002872975672,22.799999963649885,0.3299999976158925,9858.000244598532,932.1105118251409,3067.8894881748593,0.0012299996851285187,-60.89890176256059,138.03867050966014,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428846270741,140000.0,-63.304475631198045,0.012004332197249942,-19.0,9.5,-0.7,0.7,200.0,-60.89890176256059,0.0,0.004551949751008841,0.000640182652521485,0.002,0.09372325189331236,0.03,239.50053200559452,2.5e-10,0.96,1.5e-08,0.5967209799033777,0.3067889488174859,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.30301618463534,10.0,0.172,11.5,100.0,0.342972779313409,0.1,0.013193017287625545,17.0,26.0,1.0,0.0012295912808809705,-14.0,7.0,11.51840861405106,20.0,-75.0,65.0,20.0,-1838.8467821340205,770.0,838.8972813291567,2000.0,0.1,0.012189023479973669,271.0,0.75,-5619.521258089153,-720.0630455077197,1200.0,1512.1044786063696,600.0,52.08728401355038,3000.0,629.373514354246,130.0,4469.519443068343,24000.0,0.0029492681443166217,0.105,0.5,0.0005748040533778041,0.077,3.2,2.2871680023340955e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.529184754801371e-17,1.2633076105066765e-21,8.694587566245083e-17,2.2532408622578987e-15,2.2871680023340955e-15,6.4940021949534135e-18,9.902652540357514e-18,1.0084799927141676e-17,3.78992283152003e-19,4.7015737532456955e-14,7.462953262245113e-15,5.824243414094577e-14,8.672310005172692e-13,1.5671912510818985e-14,8.694587566245082e-15,1.1266204311289494e-15,3.0265638548658074e-15,3.560662155172038e-14
0.02,0.08500005759695112,22.799999927301393,0.32999999523187207,9858.000489088023,932.1210235800081,3067.878976419992,0.0012299995407891,-60.89780451630846,138.03866597072064,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428779977335,140000.0,-63.30446854212122,0.01200570212614089,-19.0,9.5,-0.7,0.7,200.0,-60.89780451630846,0.0,0.004551328308915105,0.0006401957921628027,0.002,0.09372132827880555,0.03,239.50054982524247,2.5e-10,0.96,1.5e-08,0.5967399570824058,0.3067878976419992,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.31293728594284,10.0,0.172,11.5,100.0,0.34297308543117144,0.1,0.013192916826559908,17.0,26.0,1.0,0.001229783796718104,-14.0,7.0,11.518449312768384,20.0,-75.0,65.0,20.0,-1839.0464451536789,770.0,838.8976121286863,2000.0,0.1,0.012194568004446928,271.0,0.75,-5619.373206156863,-719.9587445983242,1200.0,1512.2830891278334,600.0,52.091326738310585,3000.0,629.4229984680544,130.0,4469.8328300369585,24000.0,0.002949270091274922,0.105,0.5,0.000574804133719436,0.077,3.2,2.287167997957495e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.530219439051039e-17,1.263882261952317e-21,8.69459099475241e-17,2.25324234973404e-15,2.287167997957495e-15,6.494004400407066e-18,9.902658975910458e-18,1.0084799854286011e-17,3.79164678585695e-19,4.702129105439706e-14,7.461872255773687e-15,5.824089968551446e-14,8.672280290544033e-13,1.5673763684799018e-14,8.694590994752411e-15,1.12662117486702e-15,3.0265990144202556e-15,3.560702310075631e-14
0.03,0.08500008655396334,22.799999890953977,0.3299999928479085,9858.00073350625,932.1315352889501,3067.86846471105,0.0012299995078952194,-60.89670791781371,138.0386614176602,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428713703256,140000.0,-63.304461424222694,0.012007071400595738,-19.0,9.5,-0.7,0.7,200.0,-60.89670791781371,0.0,0.004550707318066615,0.0006402089243166066,0.002,0.09371940583934725,0.03,239.50056763969718,2.5e-10,0.96,1.5e-08,0.5967589275289258,0.306786846471105,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.32285454754475,10.0,0.172,11.5,100.0,0.34297339250142,0.1,0.013192816367405333,17.0,26.0,1.0,0.0012299762289820866,-14.0,7.0,11.518489975544387,20.0,-75.0,65.0,20.0,-1839.2460114604874,770.0,838.897943957394,2000.0,0.1,0.012200109183932049,271.0,0.75,-5619.225243303376,-719.8545202450944,1200.0,1512.4616146794303,600.0,52.095371792058835,3000.0,629.4724555360676,130.0,4470.146007264178,24000.0,0.0029492720442916075,0.105,0.5,0.0005748042143500222,0.077,3.2,2.287167993579836e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.531253622119953e-17,1.264456566713173e-21,8.694594433926455e-17,2.253243841838788e-15,2.287167993579836e-15,6.494006612722799e-18,9.90266543148889e-18,1.0084799781432084e-17,3.7933697001395184e-19,4.702684193437623e-14,7.460792042753738e-15,5.823936615332307e-14,8.672250576045196e-13,1.567561397812541e-14,8.694594433926454e-15,1.126621920919394e-15,3.0266341770469486e-15,3.5607424648037895e-14
0.04,0.08500011561299231,22.799999854607776,0.32999999046400996,9858.00097784353,932.1420469456979,3067.857953054302,0.0012299996014731311,-60.89561205493737,138.03865684856063,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428647451126,140000.0,-63.304454273587496,0.012008439910631314,-19.0,9.5,-0.7,0.7,200.0,-60.89561205493737,0.0,0.004550086828047091,0.0006402220479302256,0.002,0.0937174847288906,0.03,239.5005854482531,2.5e-10,0.96,1.5e-08,0.5967778902574472,0.3067857953054302,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.33276741412084,10.0,0.172,11.5,100.0,0.34297370065351673,0.1,0.013192715910221682,17.0,26.0,1.0,0.001230168562202755,-14.0,7.0,11.518530599143896,20.0,-75.0,65.0,20.0,-1839.4454650056311,770.0,838.898276955071,2000.0,0.1,0.012205646562227042,271.0,0.75,-5619.0773813793585,-719.750380768018,1200.0,1512.6400449351772,600.0,52.09941948815913,3000.0,629.5218818786337,130.0,4470.458946956106,24000.0,0.0029492740041894452,0.105,0.5,0.0005748042953088152,0.077,3.2,2.2871679892009735e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.532287220840706e-17,1.265030477507078e-21,8.694597885216054e-17,2.253245339200736e-15,2.2871679892009735e-15,6.494008832832613e-18,9.902671909812423e-18,1.0084799708580145e-17,3.7950914325212336e-19,4.703238985132955e-14,7.459712709416158e-15,5.823783366719551e-14,8.6722208616939e-13,1.5677463283776515e-14,8.694597885216053e-15,1.126622669600368e-15,3.026669343160017e-15,3.560782619332566e-14
0.05,0.08500014482218005,22.799999818263395,0.32999998808020836,9858.001222061668,932.1525585255109,3067.847441474489,0.0012299998808226974,-60.89451727441568,138.03865225585244,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428581231304,140000.0,-63.30444707476577,0.012009807222878045,-19.0,9.5,-0.7,0.7,200.0,-60.89451727441568,0.0,0.004549467034961654,0.0006402351588506221,0.002,0.09371556555518538,0.03,239.50060324812605,2.5e-10,0.96,1.5e-08,0.5967968413805943,0.30678474414744894,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.34267369508655,10.0,0.172,11.5,100.0,0.34297401039797665,0.1,0.013192615455245329,17.0,26.0,1.0,0.0012303607354549062,-14.0,7.0,11.518571170743252,20.0,-75.0,65.0,20.0,-1839.6447425468705,770.0,838.8986116733923,2000.0,0.1,0.012211178338784929,271.0,0.75,-5618.9296671603215,-719.6463590774086,1200.0,1512.8183391127166,600.0,52.10347106037642,3000.0,629.5712629734426,130.0,4470.771539413731,24000.0,0.0029492759742153997,0.105,0.5,0.0005748043767507204,0.077,3.2,2.2871679848203433e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.533319907482356e-17,1.2656038077198455e-21,8.694601354338937e-17,2.2532468443005654e-15,2.2871679848203433e-15,6.494011064414556e-18,9.9026784216137e-18,1.0084799635731168e-17,3.7968114231595366e-19,4.7037933537214586e-14,7.458634596853487e-15,5.823630271192746e-14,8.672191147560086e-13,1.567931117907153e-14,8.694601354338937e-15,1.1266234221502827e-15,3.0267045143935025e-15,3.560822773567452e-14
0.06,0.08500017415090762,22.799999781920455,0.3299999856964835,9858.00146618496,932.1630700441247,3067.8369299558753,0.0012300003082284696,-60.8934233557201,138.03864764435,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428515037201,140000.0,-63.30443983758398,0.012011173612369482,-19.0,9.5,-0.7,0.7,200.0,-60.8934233557201,0.0,0.004548847813726279,0.0006402482597181016,0.002,0.09371364793153476,0.03,239.50062104108704,2.5e-10,0.96,1.5e-08,0.5968157833692336,0.30678369299558755,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.35257478286263,10.0,0.172,11.5,100.0,0.3429743214101063,0.1,0.013192515002325836,17.0,26.0,1.0,0.0012305527873740065,-14.0,7.0,11.518611698546914,20.0,-75.0,65.0,20.0,-1839.8438842245416,770.0,838.8989477614844,2000.0,0.1,0.012216705658936504,271.0,0.75,-5618.782070889662,-719.5424341780141,1200.0,1512.9965231771287,600.0,52.1075257265181,3000.0,629.6206080576143,130.0,4471.083854417903,24000.0,0.0029492779523043735,0.105,0.5,0.0005748044585772154,0.077,3.2,2.2871679804383057e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.534351890058256e-17,1.266176676057056e-21,8.694604837658542e-17,2.2532483555605413e-15,2.2871679804383057e-15,6.494013305129343e-18,9.90268496006666e-18,1.0084799562884537e-17,3.798530028171168e-19,4.7043473799361414e-14,7.457557487464519e-15,5.823477297911242e-14,8.672161433599268e-13,1.5681157933120472e-14,8.69460483765854e-15,1.1266241777802706e-15,3.0267396897083806e-15,3.560862927568556e-14
0.07,0.08500020359917504,22.799999745578955,0.3299999833128352,9858.001710213406,932.1735815015389,3067.826418498461,0.0012300008836904476,-60.892330298850624,138.03864301405332,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428448868817,140000.0,-63.30443256204209,0.0120125390787595,-19.0,9.5,-0.7,0.7,200.0,-60.892330298850624,0.0,0.004548229164131401,0.0006402613505320361,0.002,0.09371173185784522,0.03,239.5006388271361,2.5e-10,0.96,1.5e-08,0.5968347162224603,0.3067826418498461,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.36247067697207,10.0,0.172,11.5,100.0,0.34297463368990616,0.1,0.013192414551463147,17.0,26.0,1.0,0.0012307447178939522,-14.0,7.0,11.518652182583144,20.0,-75.0,65.0,20.0,-1840.0428899906299,770.0,838.899285219346,2000.0,0.1,0.01222222852277453,271.0,0.75,-5618.63459256342,-719.4386060325102,1200.0,1513.1745971441742,600.0,52.11158348803848,3000.0,629.6699171315859,130.0,4471.395891974997,24000.0,0.002949279938456375,0.105,0.5,0.0005748045407882996,0.077,3.2,2.287167976054859e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.535383168319583e-17,1.2667490825283235e-21,8.694608335174857e-17,2.2532498729806704e-15,2.287167976054859e-15,6.494015554976973e-18,9.90269152517133e-18,1.0084799490040244e-17,3.8002472475849705e-19,4.704901063826007e-14,7.456481380862416e-15,5.823324446870933e-14,8.672131719811449e-13,1.5683003546086688e-14,8.694608335174856e-15,1.1266249364903352e-15,3.0267748691047947e-15,3.560903081335879e-14
0.08,0.08500023319311704,22.799999709239287,0.3299999809292849,9858.001954126234,932.184092883991,3067.815907116009,0.0012300016382686128,-60.891238291020755,138.0386383608531,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428382731785,140000.0,-63.30442523975265,0.01201390338779234,-19.0,9.5,-0.7,0.7,200.0,-60.891238291020755,0.0,0.004547611191905479,0.0006402744290495975,0.002,0.09370981766218907,0.03,239.50065660475914,2.5e-10,0.96,1.5e-08,0.5968536378404143,0.3067815907116009,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.3723601941731,10.0,0.172,11.5,100.0,0.3429749475145185,0.1,0.013192314102788724,17.0,26.0,1.0,0.0012309364940680623,-14.0,7.0,11.5186926159493,20.0,-75.0,65.0,20.0,-1840.2417256616159,770.0,838.899624346463,2000.0,0.1,0.01222774595806915,271.0,0.75,-5618.487257434151,-719.3348923826651,1200.0,1513.3525390038446,600.0,52.11564497159428,3000.0,629.7191823573995,130.0,4471.707592861262,24000.0,0.0029492819344340815,0.105,0.5,0.0005748046234680866,0.077,3.2,2.2871679716697046e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.536413565122121e-17,1.2673209263687775e-21,8.694611849991843e-17,2.253251397907638e-15,2.2871679716697046e-15,6.4940178159541424e-18,9.902698122754132e-18,1.0084799417198948e-17,3.8019627791063324e-19,4.70545433695552e-14,7.45540646092828e-15,5.823171744244339e-14,8.672102006235533e-13,1.5684847789851734e-14,8.694611849991843e-15,1.126625698953819e-15,3.0268100534688442e-15,3.5609432348168456e-14
0.09,0.08500026292202902,22.799999672901297,0.32999997854582386,9858.00219793195,932.1946041971179,3067.8053958028822,0.0012300025592409988,-60.89014725554905,138.0386336864325,26.73,2600.0,-75.01470050173072,8000.0,132400.0,70.92428316623797,140000.0,-63.30441787415111,0.012015266634862343,-19.0,9.5,-0.7,0.7,200.0,-60.89014725554905,0.0,0.004546993853410837,0.0006402874961884312,0.002,0.09370790521004099,0.03,239.50067437457625,2.5e-10,0.96,1.5e-08,0.5968725490817383,0.3067805395802882,0.0001,0.047196800000000004,1.72e-17,0.9900000000000001,0.0002,4950.0,13572.096,6e-07,150400.0,353.382243818352,10.0,0.172,11.5,100.0,0.3429752627704283,0.1,0.013192213656248631,17.0,26.0,1.0,0.0012311281292847404,-14.0,7.0,11.518733001517674,20.0,-75.0,65.0,20.0,-1840.4404051618435,770.0,838.8999650201664,2000.0,0.1,0.012233258363187418,271.0,0.75,-5618.340055152255,-719.2312859024591,1200.0,1513.5303577963407,600.0,52.119709922817606,3000.0,629.7684069461279,130.0,4472.018981344528,24000.0,0.002949283939515523,0.105,0.5,0.0005748047065821235,0.077,3.2,2.2871679672829662e-15,1e-16,1.2e-15,6158.0,0.01,9.6485e+16,0.0001,0.03,0.0003,0.4,4e-05,0.00037,5e-05,5e-05,7.64e-13,2.8e-13,9.537443152623949e-17,1.2678922488663956e-21,8.694615380838126e-17,2.2532529297898596e-15,2.2871679672829662e-15,6.494020087243018e-18,9.902704750428639e-18,1.0084799344360378e-17,3.8036767465991866e-19,4.706007227433303e-14,7.454332651733006e-15,5.82301917930482e-14,8.672072292855587e-13,1.568669075811101e-14,8.694615380838125e-15,1.1266264648949298e-15,3.0268452424378188e-15,3.5609833880329906e-14
