Time,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20,k1f,k1r,k2f,k3f,k4f,k4r,k5f,k5r,kf6,k7f,k7r,k8f,k8r,u,u_prime,const_val_0,const_val_1,Cytoplasm,R1,R2,R3,R4,R5,R6,R7,R7a,R8
2.64,4.991302719418234e-08,1.266208089250278e-07,8.697280581766663e-11,1.4298284518960578e-07,9.753173596038693e-10,1.2426438412874202e-07,6.157204211936435e-10,4.1871496170787843e-10,1.4992597932110863e-08,1.7011804883564554e-09,7.330622157953273e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2466110146813224e-09,1.2435619229933074e-09,9.753173596038694e-12,1.1996577017885835e-09,9.393375964304058e-11,1.8104603520309904e-11,9.231248713546249e-10,0.0,4.853923819222437e-09
2.65,4.9912996847419284e-08,1.266082600353348e-07,8.700315258072028e-11,1.429210978703954e-07,9.758369984332811e-10,1.2425144730206479e-07,6.184851377941321e-10,4.196528842845875e-10,1.4935072890907088e-08,1.710414675856482e-09,7.335451243323648e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2464789062840374e-09,1.2434586085022069e-09,9.758369984332811e-12,1.2001218911064965e-09,9.36509557470493e-11,1.809499152371056e-11,9.237120614898076e-10,0.0,4.804324077055186e-09
2.66,4.991296678749226e-08,1.2659571261379776e-07,8.703321250774247e-11,1.42859848245437e-07,9.763508507081453e-10,1.2423850869220419e-07,6.212486046017731e-10,4.20587984810031e-10,1.4878035685556663e-08,1.7196547183840025e-09,7.340230959605938e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2463468773247322e-09,1.243355153116896e-09,9.763508507081453e-12,1.2005787644314132e-09,9.336934801807075e-11,1.8085444292530103e-11,9.242958908867461e-10,0.0,4.755184833459356e-09
2.67,4.991293701220615e-08,1.2658316665840518e-07,8.706298779385678e-11,1.4279909172219635e-07,9.76858988935346e-10,1.242255683599301e-07,6.240107821147436e-10,4.2152027520485277e-10,1.4821481768450991e-08,1.728900582750291e-09,7.344961764879877e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.246214927286543e-09,1.2432515579583416e-09,9.768589889353461e-12,1.2010284154377053e-09,9.308892826374574e-11,1.807596122613967e-11,9.248764430430517e-10,0.0,4.706501260655569e-09
2.68,4.9912907519382146e-08,1.2657062216716394e-07,8.709248061786353e-11,1.4273882375620493e-07,9.77361484689056e-10,1.2421262636516326e-07,6.267716309339413e-10,4.2244976730815864e-10,1.4765406639135777e-08,1.7381522365946108e-09,7.349644112426966e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2460830556564902e-09,1.2431478241403916e-09,9.773614846890559e-12,1.2014709365951503e-09,9.2809688368692e-11,1.806654173023202e-11,9.254538000613975e-10,0.0,4.658268589819926e-09
2.69,4.991287830685766e-08,1.2655807913809904e-07,8.712169314234952e-11,1.42679039850474e-07,9.778584086227872e-10,1.2419968276698645e-07,6.29531111764884e-10,4.2337647287828184e-10,1.4709805843739648e-08,1.7474096483703427e-09,7.354278450789006e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2459512619254499e-09,1.2430439527698055e-09,9.778584086227872e-12,1.201906419184506e-09,9.253162029361451e-11,1.8057185216744275e-11,9.260280426655008e-10,0.0,4.610482110227117e-09
2.7,4.991284937248621e-08,1.2654553756925343e-07,8.715062751379721e-11,1.4261973555491697e-07,9.783498304812883e-10,1.2418673762365553e-07,6.322891854196083e-10,4.243004035935394e-10,1.4654674974411095e-08,1.7566727873312776e-09,7.358865223825767e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.245819545588129e-09,1.2429399449462828e-09,9.783498304812883e-12,1.202334953312884e-09,9.22547160744282e-11,1.8047891103781733e-11,9.265992502159511e-10,0.0,4.563137168408235e-09
2.71,4.9912820714137316e-08,1.265329974586878e-07,8.717928586269337e-11,1.4256090646578011e-07,9.788358191122854e-10,1.2417379099261037e-07,6.350458128185612e-10,4.252215710529798e-10,1.4600009668763623e-08,1.7659416235180601e-09,7.363404870771835e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2456879061430366e-09,1.2428358017624937e-09,9.788358191122854e-12,1.2027566279289238e-09,9.19789678213926e-11,1.8038658815542783e-11,9.271675007258848e-10,0.0,4.516229167323014e-09
2.72,4.991279232969637e-08,1.265204588044804e-07,8.720767030363708e-11,1.4250254822508155e-07,9.793164424780716e-10,1.2416084293048558e-07,6.378009549924875e-10,4.261399867771226e-10,1.454580560932892e-08,1.7752161277447956e-09,7.367897826292633e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2455563430924598e-09,1.2427315243041055e-09,9.793164424780716e-12,1.2031715308377678e-09,9.170436771825844e-11,1.8029487782244914e-11,9.277328708765067e-10,0.0,4.469753565546175e-09
2.73,4.9912764217064557e-08,1.265079216047269e-07,8.723578293544727e-11,1.4244465652005835e-07,9.797917676669458e-10,1.2414789349312118e-07,6.405545730843106e-10,4.270556622086885e-10,1.4492058523017992e-08,1.7844962715858038e-09,7.372344520539624e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2454248559424346e-09,1.2426271136498154e-09,9.797917676669457e-12,1.203579748715843e-09,9.143090802142665e-11,1.8020377440051792e-11,9.282954360324635e-10,0.0,4.423705876467709e-09
2.74,4.991273637415873e-08,1.264953858575401e-07,8.726362584126964e-11,1.4238722708262147e-07,9.802618609045027e-10,1.2413494273557312e-07,6.433066283510091e-10,4.2796860871332214e-10,1.4438764180590004e-08,1.7937820273625337e-09,7.37674537920475e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.245293444202723e-09,1.2425225708713775e-09,9.802618609045027e-12,1.2039813671254476e-09,9.115858105911817e-11,1.8011327231001387e-11,9.288552702570676e-10,0.0,4.378081667506648e-09
2.75,4.9912708798911316e-08,1.2648285156104985e-07,8.729120108868309e-11,1.4233025568881858e-07,9.807267875647775e-10,1.2412199071212357e-07,6.46057082165484e-10,4.288788375803061e-10,1.4385918396128835e-08,1.803073368130622e-09,7.381100823574059e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2451621073867846e-09,1.2424178970336343e-09,9.807267875647776e-12,1.2043764705291515e-09,9.088737923055588e-11,1.800233660293511e-11,9.294124463273755e-10,0.0,4.332876559338232e-09
2.7600000000000002,4.991268148927019e-08,1.2647031871340284e-07,8.731851072980547e-11,1.4227373815830447e-07,9.811866121812449e-10,1.241090374762912e-07,6.488058960184214e-10,4.2978636002326677e-10,1.4333517026527093e-08,1.8123702676671085e-09,7.385411270580584e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2450308450117517e-09,1.2423130931945444e-09,9.811866121812448e-12,1.2047651423040047e-09,9.061729500515715e-11,1.799340500942799e-11,9.299670357491209e-10,0.0,4.288086225134106e-09
2.77,4.9912654443198595e-08,1.2645778731276242e-07,8.734555680139896e-11,1.4221767035381917e-07,9.816413984576754e-10,1.2409608308084118e-07,6.515530315201463e-10,4.306911871808722e-10,1.4281555970977548e-08,1.8216727004577936e-09,7.38967713285647e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.244899656598403e-09,1.2422081604052146e-09,9.816413984576755e-12,1.2051474647555651e-09,9.03483209217378e-11,1.7984531909719822e-11,9.305191087715068e-10,0.0,4.2437063898153376e-09
2.7800000000000002,4.9912627658675017e-08,1.2644525735730838e-07,8.737234132497471e-11,1.4216204818067325e-07,9.820912092788522e-10,1.2408312757779524e-07,6.542984504024692e-10,4.3159333011752267e-10,1.4230031170471802e-08,1.83098064168475e-09,7.393898818784349e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2447685416711393e-09,1.2421030997099283e-09,9.820912092788523e-12,1.205523519131741e-09,9.0080449587727e-11,1.79757167686473e-11,9.310687344018535e-10,0.0,4.199732829317993e-09
2.79,4.991260113369309e-08,1.264327288452369e-07,8.7398866306897e-11,1.421068675862407e-07,9.825361067211473e-10,1.2407017101844145e-07,6.570421145205239e-10,4.3249279982403225e-10,1.4178938607306115e-08,1.840294067213973e-09,7.398076732547995e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.244637499757957e-09,1.2419979121461766e-09,9.825361067211472e-12,1.2058933856364536e-09,8.981367367839251e-11,1.7966959056577153e-11,9.316159804201102e-10,0.0,4.156161369871036e-09
2.8000000000000003,4.99125748662615e-08,1.264202017747602e-07,8.742513373848694e-11,1.4205212455945865e-07,9.829761520629616e-10,1.2405721345334388e-07,6.597839858545975e-10,4.3338960721830395e-10,1.412827430459423e-08,1.8496129535831821e-09,7.402211274182262e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2445065303904236e-09,1.2418925987446878e-09,9.829761520629616e-12,1.2062571434431226e-09,8.954798593607673e-11,1.7958258249340132e-11,9.321609133932272e-10,0.0,4.112987887286283e-09
2.81,4.991254885440387e-08,1.2640767614410658e-07,8.745114559612542e-11,1.419978151303344e-07,9.834114057950293e-10,1.2404425493235226e-07,6.625240265119499e-10,4.342837631459962e-10,1.4078034325787112e-08,1.8589372779897595e-09,7.406302839622317e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2443756331036513e-09,1.2417871605294575e-09,9.834114057950293e-12,1.2066148707079767e-09,8.928337916944304e-11,1.7949613828166027e-11,9.32703598689392e-10,0.0,4.070208306260248e-09
2.82,4.9912523096158636e-08,1.2639515195152003e-07,8.747690384135566e-11,1.4194393536945933e-07,9.838419276305892e-10,1.2403129550461132e-07,6.652621987286259e-10,4.351752783811828e-10,1.4028214774199453e-08,1.868267018278835e-09,7.410351820752175e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2442448074362736e-09,1.2416815985177797e-09,9.838419276305892e-12,1.2069666445831879e-09,8.901984625273204e-11,1.794102527961955e-11,9.332441004921322e-10,0.0,4.027818599687569e-09
2.83,4.9912497589579004e-08,1.2638262919526026e-07,8.750241042098518e-11,1.4189048138752946e-07,9.842677765154229e-10,1.240183352185702e-07,6.679984648712555e-10,4.360641636270046e-10,1.3978811792542854e-08,1.8776021529315083e-09,7.414358605452568e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.24411405293042e-09,1.241575913720276e-09,9.84267776515423e-12,1.2073125412298393e-09,8.875738012502832e-11,1.7932492095537115e-11,9.33782481814283e-10,0.0,3.9858147879858425e-09
2.84,4.99124723327328e-08,1.2637010787360242e-07,8.752766726718716e-11,1.4183744933487293e-07,9.846890106377643e-10,1.2400537412199158e-07,6.707327874388442e-10,4.369504295163146e-10,1.392982156246557e-08,1.886942661053211e-09,7.418323577648126e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2439833691316905e-09,1.2414701071409273e-09,9.846890106377643e-12,1.20765263583072e-09,8.849597378953651e-11,1.792401377296451e-11,9.343188045118248e-10,0.0,3.944192938431653e-09
2.85,4.9912447323702386e-08,1.2635758798483699e-07,8.755267629760131e-11,1.41784835400984e-07,9.851056874380797e-10,1.2399241226196085e-07,6.73465129064555e-10,4.378340866123154e-10,1.388124030409868e-08,1.8962885223622093e-09,7.422247117353915e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2438527555891327e-09,1.2413641797771035e-09,9.851056874380798e-12,1.2079870026029564e-09,8.82356203128676e-11,1.7915589814095463e-11,9.34853129297592e-10,0.0,3.902949164507552e-09
2.86,4.9912422560584556e-08,1.2634506952726956e-07,8.75774394154342e-11,1.417326358140635e-07,9.855178636187215e-10,1.2397944968489503e-07,6.761954525174754e-10,4.387151454091898e-10,1.3833064275608627e-08,1.9056397171782368e-09,7.426129600721318e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.243722211855216e-09,1.2412581326195946e-09,9.855178636187216e-12,1.2083157148104756e-09,8.797631282433441e-11,1.7907219726211028e-11,9.353855157548499e-10,0.0,3.862079625259793e-09
2.87,4.991239804149043e-08,1.2633255249922077e-07,8.760195850955897e-11,1.4168084684056567e-07,9.85925595153457e-10,1.2396648643655157e-07,6.789237207043777e-10,4.3959361633272446e-10,1.378528977275596e-08,1.9149962264112687e-09,7.429971400083282e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2435917374858072e-09,1.2411519666526413e-09,9.85925595153457e-12,1.208638844776313e-09,8.771804451525633e-11,1.7898903021619817e-11,9.359160223507481e-10,0.0,3.8215805246666405e-09
2.88,4.991237376454538e-08,1.2632003689902606e-07,8.76262354546145e-11,1.4162946478475124e-07,9.863289372968733e-10,1.2395352256203713e-07,6.816498966714633e-10,4.4046950974092617e-10,1.373791312846024e-08,1.9243580315504267e-09,7.433772883998938e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2434613320401476e-09,1.2410456828539644e-09,9.863289372968734e-12,1.2089564638947517e-09,8.746080863827381e-11,1.7890639217599088e-11,9.364447064496461e-10,0.0,3.781448111017007e-09
2.89,4.991234972788889e-08,1.2630752272503557e-07,8.765027211110414e-11,1.4157848598824682e-07,9.867279445936608e-10,1.239405581058162e-07,6.843739436060988e-10,4.413428359246322e-10,1.3690930712370944e-08,1.9337251146530175e-09,7.437534417297609e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.2433309950808289e-09,1.2409392821947978e-09,9.867279445936608e-12,1.2092686426433099e-09,8.720459850667145e-11,1.7882427836336616e-11,9.369716243263158e-10,0.0,3.74167867629925e-09
2.9,4.9912325929674496e-08,1.2629500997561394e-07,8.767407032549376e-11,1.4152790682961017e-07,9.871226708877756e-10,1.239275931117196e-07,6.870958248385367e-10,4.422136051081129e-10,1.3644338930444331e-08,1.9430974583337012e-09,7.441256361122201e-08,200000.0,0.2,100000000.0,0.01,10000000.0,0.02,10000.0,0.2,1000.0,100000000.0,0.08,5000000.0,0.08,1.0,0.0,0.0,1.0,1.0,1.243200726173768e-09,1.240832765639917e-09,9.871226708877756e-12,1.2095754505945709e-09,8.69494074937103e-11,1.7874268404873377e-11,9.374968311790205e-10,0.0,3.702268555599979e-09
